Date,GRADE,GPS,NDAQ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-09-17,,,2.692059278488159,2.7078307628631593,2.6591558933258055,2.7630313992500306,3.0608984375,,
2002-09-18,,,2.68390154838562,2.6980414390563965,2.6746557474136354,2.7374704360961912,3.0302796602249145,,
2002-09-19,,,2.6648664474487305,2.6926028728485107,2.688252091407776,2.7211549282073975,2.999280180931091,,
2002-09-20,,,2.556095600128174,2.663234806060791,2.680094313621521,2.6980412364006043,2.968824543952942,,
2002-09-23,,,2.6376733779907227,2.6469192504882812,2.67737500667572,2.682133603096008,2.952237076759338,,
2002-09-24,,,2.556095600128174,2.6197265148162843,2.6637786388397218,2.6670417547225953,2.9353777027130126,,
2002-09-25,,,2.6104812622070312,2.6050424575805664,2.6515419483184814,2.660243582725525,2.9196060419082643,,
2002-09-26,,,2.6376733779907227,2.599603843688965,2.646103358268738,2.6534453868865966,2.9084570932388307,,
2002-09-27,,,2.580569267272949,2.60449857711792,2.6338666915893554,2.6465112924575807,2.9029641914367676,,
2002-09-30,,,2.5425000190734863,2.5854639053344726,2.616191577911377,2.6376737356185913,2.8983414459228514,,
2002-10-01,,,2.58328914642334,2.5909026145935057,2.605314564704895,2.6322352290153503,2.8945344829559327,,
2002-10-02,,,2.5751309394836426,2.583832550048828,2.594437503814697,2.634546625614166,2.8889328145980837,,
2002-10-03,,,2.5968854427337646,2.5756749629974367,2.587639403343201,2.6379457473754884,2.885669732093811,,
2002-10-04,,,2.5968854427337646,2.5789381980896,2.59171838760376,2.6359063506126406,2.8824066495895386,,
2002-10-07,,,2.58328914642334,2.58709602355957,2.5862799644470216,2.631827485561371,2.8737050437927247,,
2002-10-08,,,2.5153069496154785,2.573499584197998,2.582201099395752,2.622989869117737,2.8614683961868286,,
2002-10-09,,,2.4473259449005127,2.547938585281372,2.5658855676651,2.608713757991791,2.8451528644561765,,
2002-10-10,,,2.4473259449005127,2.5180266857147218,2.546850824356079,2.5964770913124084,2.8299250411987305,,
2002-10-11,,,2.4473259449005127,2.4881147861480715,2.5335264921188356,2.5836965918540953,2.8146972179412844,,
2002-10-14,,,2.4446072578430176,2.460378408432007,2.5237372159957885,2.5699643969535826,2.7991430950164795,,
2002-10-15,,,2.3521528244018555,2.4277475833892823,2.50062358379364,2.5529690742492677,2.7809241008758545,,
2002-10-16,,,2.2705740928649902,2.3923972129821776,2.470167899131775,2.532302701473236,2.760801615715027,,
2002-10-17,,,2.243382453918457,2.3516085147857666,2.434817600250244,2.5112285017967224,2.73986337184906,,
2002-10-18,,,2.243382453918457,2.3108198165893556,2.3994673013687136,2.4955928444862367,2.7186532115936277,,
2002-10-21,,,2.188997745513916,2.259697914123535,2.360038161277771,2.473159062862396,2.696355357170105,,
2002-10-22,,,2.175401449203491,2.224347639083862,2.3260476112365724,2.454124355316162,2.673513617515564,,
2002-10-23,,,2.121016025543213,2.194436025619507,2.2934166193008423,2.4296510934829714,2.6495841693878175,,
2002-10-24,,,1.9714577198028564,2.140051078796387,2.2458297967910767,2.396340310573578,2.6232074308395386,,
2002-10-25,,,1.9578611850738523,2.0829468250274656,2.1968833208084106,2.365204906463623,2.5962868452072145,,
2002-10-28,,,1.9034754037857056,2.0258423566818236,2.1427701354026794,2.333253675699234,2.570997793674469,,
2002-10-29,,,2.107419729232788,2.012246012687683,2.1182968258857726,2.3094602048397066,2.550059554576874,,
2002-10-30,,,2.053035259246826,1.9986498594284057,2.096542942523956,2.2833554208278657,2.5272178435325623,,
2002-10-31,,,2.0394387245178223,2.0122460603713987,2.076148569583893,2.2554830849170684,2.5081830859184264,,
2002-11-01,,,2.0394387245178223,2.028561568260193,2.0557541966438295,2.2276107490062715,2.488604471683502,,
2002-11-04,,,2.0394387245178223,2.055754232406616,2.04079829454422,2.2004182279109954,2.470276725292206,,
2002-11-05,,,2.0394387245178223,2.042158031463623,2.0272020220756533,2.176624816656113,2.4539068484306337,,
2002-11-06,,,2.0666306018829346,2.0448770999908445,2.0217634797096253,2.1575900495052336,2.4403105664253233,,
2002-11-07,,,2.0394387245178223,2.0448770999908445,2.0285615801811216,2.1371956884860994,2.425626595020294,,
2002-11-08,,,2.0394387245178223,2.0448770999908445,2.036719334125519,2.116801327466965,2.412030346393585,,
2002-11-11,,,2.1482088565826416,2.0666311264038084,2.0611926794052122,2.101981407403946,2.4006095004081724,,
2002-11-12,,,2.1482088565826416,2.0883851528167723,2.065271592140198,2.0917842090129852,2.3897324919700624,,
2002-11-13,,,2.2787322998046875,2.130805492401123,2.087841296195984,2.09219211935997,2.3847290778160097,,
2002-11-14,,,2.297767639160156,2.18247127532959,2.1136741876602168,2.0949113786220552,2.380106370449066,,
2002-11-15,,,2.2841711044311523,2.231417751312256,2.1381474256515505,2.09695081114769,2.3730363249778748,2.812521880865097,
2002-11-18,,,2.31136417388916,2.2640488147735596,2.165339970588684,2.103069132566452,2.3659662795066834,2.794846748113632,
2002-11-19,,,2.248821496963501,2.2841713428497314,2.186278247833252,2.1067401349544523,2.35710152387619,2.776192685365677,
2002-11-20,,,2.2841711044311523,2.2852591037750245,2.2080322980880736,2.1148978888988497,2.3481279826164245,2.758245621919632,
2002-11-21,,,2.2841711044311523,2.282539796829224,2.232505536079407,2.1305335581302645,2.3399702191352842,2.740298558473587,
2002-11-22,,,2.2841711044311523,2.282539796829224,2.2569787740707397,2.146849054098129,2.331594922542572,2.7223514950275423,
2002-11-25,,,2.2841711044311523,2.277101182937622,2.270574998855591,2.1658838391304016,2.3228933215141296,2.707123690843582,
2002-11-26,,,2.528903007507324,2.3331174850463867,2.308644413948059,2.1869580030441282,2.319630196094513,2.6902643167972564,
2002-11-27,,,2.7192511558532715,2.4201334953308105,2.3526962995529175,2.220268797874451,2.320337188243866,2.67530842423439,
2002-11-28,,,2.7192511558532715,2.507149505615234,2.394844651222229,2.2542594194412233,2.3214248824119568,2.660352531671524,
2002-11-29,,,2.7192511558532715,2.5941655158996584,2.438352656364441,2.288250041007996,2.324687993526459,2.6467562687397,
2002-12-02,,,2.760039567947388,2.689339208602905,2.4832201957702638,2.324280083179474,2.327135317325592,2.639686197042465,
2002-12-03,,,2.760039567947388,2.735566520690918,2.5343420028686525,2.360310125350952,2.331214196681976,2.6332959496974944,
2002-12-04,,,2.7328481674194336,2.7382859230041503,2.579209709167481,2.393621003627777,2.3336615347862244,2.6266337883472444,
2002-12-05,,,2.855214357376098,2.765478563308716,2.636314034461975,2.4344097852706907,2.338012354373932,2.623234723806381,
2002-12-06,,,2.909599781036377,2.803548288345337,2.6988569021224977,2.4779178380966185,2.3445929646492005,2.623778578042984,
2002-12-09,,,2.8416178226470947,2.8198639392852782,2.754601573944092,2.512588286399841,2.3505753207206728,2.624458383321762,
2002-12-10,,,2.882406234741211,2.844337272644043,2.7899518966674806,2.5492981553077696,2.35655766248703,2.625546072721481,
2002-12-11,,,2.882406234741211,2.8742488861083983,2.8062674045562743,2.579481852054596,2.3627031683921813,2.6258179914951323,
2002-12-12,,,3.018369436264038,2.9068799018859863,2.836179232597351,2.61551194190979,2.371132848262787,2.628401290178299,
2002-12-13,,,2.9911766052246094,2.9231952667236327,2.8633717775344847,2.650862216949463,2.3790186715126036,2.630712660551071,
2002-12-16,,,3.0047733783721924,2.9558263778686524,2.8878451585769653,2.6855326771736143,2.3874483561515807,2.6305766999721527,
2002-12-17,,,2.993896007537842,2.9781243324279787,2.9112308025360107,2.7227864027023316,2.397020137310028,2.629244266748428,
2002-12-18,,,3.0047733783721924,3.002597761154175,2.9384233236312864,2.7588165163993836,2.4081690859794618,2.626660975217819,
2002-12-19,,,3.0047733783721924,2.9998785495758056,2.953379225730896,2.7948466300964356,2.4193180346488954,2.624621537923813,
2002-12-20,,,2.855214357376098,2.9726861000061033,2.947940683364868,2.8233987927436828,2.427475802898407,2.6210865104198455,
2002-12-23,,,2.9367921352386475,2.9590898513793946,2.9574581146240235,2.8560298442840577,2.4373195004463195,2.6182312977313997,
2002-12-24,,,2.9367921352386475,2.9476690769195555,2.962896704673767,2.8764243006706236,2.4490122866630553,2.614968193769455,
2002-12-25,,,2.9367921352386475,2.9340728282928468,2.9683352947235107,2.8873013496398925,2.4623366475105284,2.611569131612778,
2002-12-26,,,2.855214357376098,2.9041610240936278,2.952019786834717,2.894099509716034,2.4745732855796816,2.607218328714371,
2002-12-27,,,2.855214357376098,2.9041610240936278,2.9384235620498655,2.900897669792175,2.4868099236488344,2.6027315676212313,
2002-12-30,,,2.860651969909668,2.888932991027832,2.9240114212036135,2.9059282898902894,2.5002430081367493,2.598299182653427,
2002-12-31,,,2.7192511558532715,2.8454247951507563,2.8965469360351563,2.9038888692855833,2.511120002269745,2.5923168098926546,
2003-01-01,,,2.7192511558532715,2.801916599273681,2.867994713783264,2.903209018707275,2.523084704875946,2.5863344371318817,
2003-01-02,,,2.7872321605682373,2.7883201599121095,2.846240592002869,2.8998099088668825,2.539400193691254,2.581303812265396,
2003-01-03,,,2.7872321605682373,2.7747237205505373,2.8394423723220825,2.893691527843475,2.5559876132011414,2.576137229204178,
2003-01-06,,,2.82802152633667,2.7681976318359376,2.828565311431885,2.893011713027954,2.5744785356521604,2.5727381646633147,
2003-01-07,,,2.8008289337158203,2.7845131874084474,2.814968991279602,2.8889328479766845,2.5883467197418213,2.5692031371593473,
2003-01-08,,,2.773637294769287,2.79539041519165,2.798653507232666,2.8834944009780883,2.6027587604522706,2.5649883019924165,
2003-01-09,,,2.58328914642334,2.754601812362671,2.7714609861373902,2.8617403864860536,2.613635768890381,2.5609094274044035,
2003-01-10,,,2.5153069496154785,2.700216770172119,2.737470245361328,2.837946903705597,2.623153133392334,2.555878802537918,
2003-01-13,,,2.721970796585083,2.6790066242218016,2.72360212802887,2.8238067746162416,2.636803774833679,2.5535402500629427,
2003-01-14,,,2.50171160697937,2.619183158874512,2.7018481731414794,2.799197554588318,2.6460492324829104,2.549978040456772,
2003-01-15,,,2.6648664474487305,2.5974289894104006,2.6964097023010254,2.7822022080421447,2.658013949394226,2.549162257909775,
2003-01-16,,,2.6512701511383057,2.6110251903533936,2.6828135013580323,2.7645270466804504,2.6702505779266357,2.547938586473465,
2003-01-17,,,2.58328914642334,2.624621629714966,2.6624191999435425,2.7509307861328125,2.681127586364746,2.546578966379166,
2003-01-20,,,2.58328914642334,2.5968852996826173,2.6379459619522097,2.7332556366920473,2.68982919216156,2.5452193462848665,
2003-01-21,,,2.58328914642334,2.613200807571411,2.6161919832229614,2.7155804872512816,2.698530797958374,2.544131644964218,
2003-01-22,,,2.5425000190734863,2.588727521896362,2.5930782556533813,2.695865881443024,2.70380615234375,2.54426761507988,
2003-01-23,,,2.5153069496154785,2.561534881591797,2.586280035972595,2.678870511054993,2.7081569385528566,2.544131654500961,
2003-01-24,,,2.50171160697937,2.545219373703003,2.5849205017089845,2.6611953735351563,2.7125077486038207,2.542772036790848,
2003-01-27,,,2.526184320449829,2.533798408508301,2.565341854095459,2.644471991062164,2.716804151535034,2.541385215520859,
2003-01-28,,,2.50171160697937,2.5174829006195067,2.565341854095459,2.633595013618469,2.7218619537353517,2.5394817388057707,
2003-01-29,,,2.477238655090332,2.504430627822876,2.5465790748596193,2.6214943885803224,2.725723304748535,2.53692564368248,
2003-01-30,,,2.4745187759399414,2.4962729930877687,2.528903937339783,2.6058587193489076,2.729530258178711,2.5347502386569976,
2003-01-31,,,2.4745187759399414,2.490834426879883,2.518026900291443,2.5902230501174928,2.7333372116088865,2.5324660670757293,
2003-02-03,,,2.4745187759399414,2.480501317977905,2.507149863243103,2.5725479125976562,2.7371441650390627,2.530018743276596,
2003-02-04,,,2.50171160697937,2.480501317977905,2.498992109298706,2.557592046260834,2.7366003370285035,2.528115266561508,
2003-02-05,,,2.4745187759399414,2.479957342147827,2.4921939849853514,2.5426361203193664,2.7317056894302367,2.526021438837051,
2003-02-06,,,2.469080924987793,2.4788697719573975,2.487571382522583,2.536925709247589,2.7267022848129274,2.524063583612442,
2003-02-07,,,2.4989919662475586,2.483764410018921,2.487299418449402,2.536109960079193,2.722297101020813,2.523492547273636,
2003-02-10,,,2.4473259449005127,2.478325843811035,2.4794135808944704,2.5223777174949644,2.7160428285598757,2.5215890729427337,
2003-02-11,,,2.202594041824341,2.4185023307800293,2.4495018243789675,2.507421839237213,2.7048939180374147,2.5180540573596955,
2003-02-12,,,2.1482088565826416,2.3532403469085694,2.416598844528198,2.4815889596939087,2.6932011318206786,2.5134313333034517,
2003-02-13,,,2.175401449203491,2.294504451751709,2.3866871118545534,2.457795524597168,2.6796048736572264,2.5088086140155794,
2003-02-14,,,2.175401449203491,2.2297863483428957,2.3567753791809083,2.4374011397361754,2.664920907020569,2.5047569358348847,
2003-02-17,,,2.175401449203491,2.175401449203491,2.326863646507263,2.417006754875183,2.651596579551697,2.5010859501361846,
2003-02-18,,,2.175401449203491,2.169962930679321,2.294232630729675,2.3966123700141906,2.6374564838409422,2.4970070731639864,
2003-02-19,,,2.202594041824341,2.1808399677276613,2.267040157318115,2.3796170711517335,2.623860239982605,2.4932817041873934,
2003-02-20,,,2.1618049144744877,2.17812066078186,2.2363125562667845,2.361941969394684,2.606728949546814,2.4889308989048002,
2003-02-21,,,2.1618049144744877,2.17540135383606,2.2025938510894774,2.34494663476944,2.5901415157318115,2.4845800936222076,
2003-02-24,,,2.175401449203491,2.17540135383606,2.1754014015197756,2.327407491207123,2.5735540771484375,2.4805012166500093,
2003-02-25,,,2.107419729232788,2.1618050098419195,2.1658839702606203,2.307692897319794,2.5558245515823366,2.476422344446182,
2003-02-26,,,2.112858772277832,2.1438579559326176,2.1623489618301392,2.289473903179169,2.537986259460449,2.4730776727199553,
2003-02-27,,,2.1482088565826416,2.1411387443542482,2.159629702568054,2.273158407211304,2.520854969024658,2.470086501836777,
2003-02-28,,,2.107419729232788,2.130261707305908,2.152831530570984,2.254803454875946,2.505899076461792,2.4666874396800993,
2003-03-03,,,2.107419729232788,2.1166653633117676,2.1460333585739138,2.2364485025405885,2.489311628341675,2.463315564393997,
2003-03-04,,,2.121016025543213,2.1193846225738526,2.140594816207886,2.2174137234687805,2.4729961061477663,2.4610041964054106,
2003-03-05,,,2.121016025543213,2.1210160732269285,2.132437014579773,2.199738585948944,2.4566805839538572,2.459508615732193,
2003-03-06,,,2.1482088565826416,2.1210160732269285,2.1310774087905884,2.1836949825286864,2.442540473937988,2.458556879758835,
2003-03-07,,,2.09926176071167,2.1193844795227053,2.1248230934143066,2.163708472251892,2.4274214220047,2.457115672826767,
2003-03-10,,,2.09926176071167,2.1177528858184815,2.1172091245651243,2.14630526304245,2.4121936178207397,2.4562183129787445,
2003-03-11,,,1.8762832880020144,2.0688063383102415,2.0940954804420473,2.129989725351334,2.3953342604637147,2.4532271313667295,
2003-03-12,,,1.8762832880020144,2.019859790802002,2.0704379320144652,2.1163934469223022,2.3784749031066896,2.450779803991318,
2003-03-13,,,1.9034754037857056,1.9709131002426148,2.0459645867347716,2.102797144651413,2.360799767971039,2.4500999808311463,
2003-03-14,,,1.9034754037857056,1.931755828857422,2.0255701541900635,2.0892008423805235,2.343124632835388,2.4495561230182648,
2003-03-17,,,1.9034754037857056,1.892598557472229,2.0051757216453554,2.0756045401096346,2.324633710384369,2.4495561230182648,
2003-03-18,,,1.9578611850738523,1.9089141368865967,1.9888602375984192,2.0647275269031526,2.3077743554115298,2.4480605375766755,
2003-03-19,,,1.9551421403884888,1.9246859073638916,1.9722728490829469,2.05235493183136,2.2914044523239134,2.447081606388092,
2003-03-20,,,1.9442639350891116,1.9328436136245728,1.9518783569335938,2.041477882862091,2.278623948097229,2.446129858493805,
2003-03-21,,,1.9034754037857056,1.9328436136245728,1.9322997212409974,2.028561407327652,2.2663873171806337,2.444770225286484,
2003-03-24,,,1.8898800611495967,1.930124545097351,1.9113615512847901,2.0142853379249575,2.249745502471924,2.4432746386528015,
2003-03-25,,,1.9034754037857056,1.9192473888397217,1.914080762863159,2.004088121652603,2.2377807784080503,2.4419150054454803,
2003-03-26,,,1.9034754037857056,1.908914041519165,1.9167999744415283,1.9936189532279969,2.22255295753479,2.440283453464508,
2003-03-27,,,1.9034754037857056,1.900756335258484,1.9167999744415283,1.98138228058815,2.207597062587738,2.438923820257187,
2003-03-28,,,1.8898800611495967,1.8980372667312622,1.9154404401779175,1.9705052971839905,2.1937288808822633,2.4374282336235047,
2003-03-31,,,1.8898800611495967,1.898037266731262,1.9140809059143067,1.959628313779831,2.179860699176788,2.434844945669174,
2003-04-01,,,1.9034754037857056,1.898037266731262,1.908642327785492,1.9487512826919555,2.1662644243240354,2.4323976111412047,
2003-04-02,,,1.9034754037857056,1.898037266731262,1.9034756541252136,1.9378742516040801,2.15348393201828,2.428645042181015,
2003-04-03,,,1.767513871192932,1.870844960212707,1.8858006477355957,1.9188395023345948,2.138528070449829,2.423342504501343,
2003-04-04,,,1.6315512657165527,1.8191792011260985,1.8586082339286805,1.895453977584839,2.1211248636245728,2.416816306114197,2.614669093489647
2003-04-07,,,1.672339677810669,1.775671124458313,1.8368541955947877,1.874107873439789,2.1040479707717896,2.410426061153412,2.602636404633522
2003-04-08,,,1.6859358549118042,1.7321632146835326,1.8151002407073975,1.8645905017852784,2.087732455730438,2.404797204732895,2.590494945049286
2003-04-09,,,1.460237979888916,1.6435157299041747,1.7707764983177186,1.8437882363796234,2.06739244222641,2.3965578734874726,2.5774017477035525
2003-04-10,,,1.495587944984436,1.5891305446624755,1.7299877524375915,1.82339386343956,2.0478138256073,2.388672041893005,2.5644853001832963
2003-04-11,47.56021968510319,B,1.446641445159912,1.5521485805511475,1.685663890838623,1.8005521655082704,2.027256278991699,2.380296745300293,2.5513241201639176
2003-04-14,47.46884103283895,B,1.446641445159912,1.507008934020996,1.6413400292396545,1.7777104675769806,2.0066987323760985,2.3719214487075804,2.539522569775581
2003-04-15,47.24645269122277,B,1.4357649087905884,1.456974744796753,1.5945689797401428,1.7516056537628173,1.985379798412323,2.3609900677204134,2.5256271922588347
2003-04-16,47.288934117769564,B,1.427607178688049,1.4504485845565795,1.5469821572303772,1.7252289056777954,1.9644415664672852,2.348073627948761,2.5116910260915755
2003-04-17,47.27944381313361,B,1.427607178688049,1.4368524312973023,1.512991487979889,1.699396067857742,1.9436120915412902,2.3351571881771087,2.4977548599243162
2003-04-18,47.33079884020547,B,1.427607178688049,1.4330455780029296,1.4925970792770387,1.6756026566028592,1.9221843957901001,2.3222407484054566,2.4844985085725786
2003-04-21,47.41974472161308,B,1.427607178688049,1.429238724708557,1.4681238293647767,1.6524890124797822,1.9017900204658509,2.308916424512863,2.474301310777664
2003-04-22,47.64314628095854,B,1.4412035942077637,1.430326461791992,1.4436506032943726,1.629375422000885,1.8865622115135192,2.2957280647754668,2.464512007236481
2003-04-23,47.86527844719356,B,1.427607178688049,1.430326461791992,1.440387523174286,1.6055820107460022,1.8721501779556275,2.2826756548881533,2.4546547216176986
2003-04-24,48.062134814513634,B,1.427607178688049,1.430326461791992,1.433589446544647,1.5817885994911194,1.8571942925453186,2.2683995831012727,2.445817153453827
2003-04-25,48.4094390200988,B,1.604359149932861,1.4656768560409545,1.4493612170219419,1.5675125539302825,1.845773446559906,2.2553471767902376,2.439562877416611
2003-04-28,48.674049402307865,B,1.5554122924804688,1.4912378787994385,1.4602383017539977,1.5507891654968262,1.8333736634254456,2.242485121488571,2.4334717524051666
2003-04-29,48.96718896288274,C,1.642427682876587,1.5314826965332031,1.4809045791625974,1.5377367794513703,1.8227141880989075,2.230085335969925,2.427815704345703
2003-04-30,49.2777050634403,C,1.7131284475326538,1.588586950302124,1.5094567060470578,1.5282194316387177,1.8129248762130736,2.218392558097839,2.4221052747964857
2003-05-01,49.58780698395746,C,1.6859358549118042,1.640252685546875,1.5352895736694334,1.5241405308246612,1.80340749502182,2.205068222284317,2.416734756231308
2003-05-02,49.72399339031369,C,1.7539174556732178,1.6701643466949463,1.5679206013679503,1.5302588403224946,1.7952497458457948,2.192695630788803,2.4117041456699373
2003-05-05,49.852407197031276,C,1.7267253398895264,1.7044269561767578,1.597832417488098,1.5329781234264375,1.7862762236595153,2.1799151504039767,2.4052459251880647
2003-05-06,49.88565099745377,C,1.7403204441070557,1.7240055084228516,1.6277441024780273,1.5356973528862,1.7789342379570008,2.1673793947696685,2.3983118307590483
2003-05-07,49.85617050403732,C,1.7403204441070557,1.729443907737732,1.659015429019928,1.5497014760971068,1.7714834713935852,2.154734865427017,2.390697920322418
2003-05-08,49.83240649831358,C,1.7376021146774292,1.739777159690857,1.6900149226188659,1.5618021845817567,1.7632713365554809,2.1420631527900698,2.383342345356941
2003-05-09,49.70433727381899,C,1.69953191280365,1.7289000511169434,1.6995321989059449,1.5744467079639435,1.7551135802268982,2.130506328344345,2.3757964193820955
2003-05-12,49.650126405013104,C,1.721286416053772,1.7278122663497926,1.716119611263275,1.5881789565086364,1.747390913963318,2.1183512711524966,2.368291284441948
2003-05-13,49.57967224262509,C,1.7131284475326538,1.722373867034912,1.723189687728882,1.6020471334457398,1.7392331624031068,2.1061146342754364,2.3605414140224457
2003-05-14,49.505775956691615,C,1.7267253398895264,1.7196548461914063,1.724549376964569,1.6170030415058136,1.731347348690033,2.094013966321945,2.3527915489673616
2003-05-15,49.44070049390313,C,1.7267253398895264,1.7174794912338256,1.7286283254623414,1.6319589495658875,1.7229176783561706,2.0827290761470794,2.344973702430725
2003-05-16,49.43445671971633,C,1.7131284475326538,1.7201987981796265,1.7245494246482849,1.6462350130081176,1.7151950120925903,2.071308217048645,2.337019892334938
2003-05-19,49.40857291213323,C,1.7267253398895264,1.7212865829467774,1.7245494246482849,1.6611909210681914,1.7077442836761474,2.0599689507484436,2.3291340667009353
2003-05-20,49.414862354651405,B,1.6859358549118042,1.7158480644226075,1.7191109657287598,1.6734275341033935,1.7039373350143432,2.049635797739029,2.3209763038158417
2003-05-21,49.40760647426516,B,1.672339677810669,1.704970932006836,1.712312889099121,1.6856641590595245,1.6998584628105164,2.039166682958603,2.3127505600452425
2003-05-22,49.36310953581992,B,1.650585412979126,1.6897429466247558,1.7036112189292907,1.6968130707740783,1.6948006629943848,2.0278002154827117,2.304552013874054
2003-05-23,49.25886381051285,B,1.5934813022613523,1.6658135175704956,1.693006157875061,1.6962691783905028,1.6886007809638977,2.015862706899643,2.2959999680519103
2003-05-26,49.14907494636074,B,1.5934813022613523,1.6391647100448608,1.6802256464958192,1.6981726288795471,1.6824008989334107,2.0035173046588897,2.2881277346611024
2003-05-27,49.049999479596785,B,1.604359149932861,1.622849369049072,1.6693487167358398,1.6962692022323609,1.6753308582305908,1.9915526068210603,2.2803778719902037
2003-05-28,48.98282787586172,B,1.6315512657165527,1.6146916866302488,1.6598313093185424,1.6921903431415557,1.6688590407371522,1.9801317465305328,2.2725600242614745
2003-05-29,49.003312416912784,B,1.6451475620269775,1.613604116439819,1.6516735315322877,1.6901509284973144,1.6628767132759095,1.9707503306865692,2.2658298790454863
