Date,GRADE,GPS,UNP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-07-02,55.56333877386148,A,45.43230438232422,44.655174255371094,44.613407897949216,43.74603061676025,43.09073539733887,42.41002799987793,40.497697830200195
2012-07-03,56.07850695110894,A,45.58174514770508,44.982425689697266,44.63409957885742,43.973459815979005,43.15988540649414,42.43680061340332,40.56425527572632
2012-07-04,56.47466553763085,A,45.58174514770508,45.301248168945314,44.69770965576172,44.141493225097655,43.20639518737793,42.47782806396484,40.635314569473266
2012-07-05,56.67829056746672,A,45.313507080078125,45.52580184936524,44.80462112426758,44.294198989868164,43.24845504760742,42.518182258605954,40.701359605789186
2012-07-06,56.192648267410654,A,44.73870849609375,45.32960205078125,44.81496734619141,44.41126708984375,43.27505531311035,42.54478939056396,40.77121750831604
2012-07-09,56.05875789810218,A,45.21388244628906,45.28591766357422,44.97054595947266,44.57182846069336,43.32221214294434,42.57614826202393,40.846917171478275
2012-07-10,55.665559127597184,A,44.62759399414063,45.09508743286133,45.0387565612793,44.65402545928955,43.33957687377929,42.59864925384522,40.9127912902832
2012-07-11,55.23261810162156,A,44.65057373046875,44.908853149414064,45.10505065917969,44.73488082885742,43.3556478881836,42.62024257659912,40.97324245452881
2012-07-12,54.81171697623847,A,44.56245803833008,44.758643341064456,45.14222259521485,44.78565616607666,43.37742721557617,42.64144760131836,41.027413787841795
2012-07-13,54.83318283684934,A,45.275203704833984,44.8659423828125,45.097772216796876,44.84850101470947,43.41696792602539,42.66723999023438,41.08652391433716
2012-07-16,54.47178328378278,A,45.2023811340332,44.86364212036133,45.07477989196777,44.8440938949585,43.454823379516604,42.689559860229494,41.13924234390259
2012-07-17,54.48969987498461,A,45.34799957275391,45.00772323608398,45.051405334472655,44.84275245666504,43.49978401184082,42.715317993164064,41.192105007171634
2012-07-18,54.62244851748747,A,45.44763946533203,45.16713638305664,45.03799476623535,44.867852210998535,43.555808486938474,42.749580993652344,41.246445407867434
2012-07-19,55.26869247998175,A,47.04558181762695,45.663761138916016,45.211202239990236,45.007911682128906,43.63982780456543,42.794944763183594,41.31193988800049
2012-07-20,55.41140117332179,A,45.83082962036133,45.77488632202149,45.32041435241699,45.0676908493042,43.7013053894043,42.83060039520264,41.36785705566406
2012-07-23,55.51072810858048,A,44.94564437866211,45.72353897094727,45.2935905456543,45.13206825256348,43.75354080200195,42.862511444091794,41.424358730316165
2012-07-24,55.473983872770425,A,44.7540397644043,45.60474700927735,45.30623512268066,45.17249584197998,43.79172927856445,42.9029878616333,41.47408203125
2012-07-25,55.4092944502176,A,44.98396301269531,45.51201171875,45.33957405090332,45.2223123550415,43.83764152526855,42.94179973602295,41.52766731262207
2012-07-26,55.090525918316835,A,46.29450225830078,45.361795806884764,45.51277847290039,45.32750053405762,43.939036712646484,42.988266677856444,41.58096778869629
2012-07-27,55.32566215813793,A,46.9344596862793,45.58252182006836,45.67870407104492,45.3882381439209,44.060777740478514,43.04734577178955,41.63300380706787
2012-07-30,55.83681485970947,A,47.18736267089844,46.03086547851562,45.87720222473145,45.47599105834961,44.16463172912598,43.10701011657715,41.6854567527771
2012-07-31,56.31913864645858,A,46.98427581787109,46.47691268920899,46.04082984924317,45.54611759185791,44.25527671813965,43.15610595703125,41.74015295028686
2012-08-01,56.614969584388824,A,46.593406677246094,46.79880142211914,46.15540657043457,45.59670066833496,44.32964302062988,43.211507644653324,41.78869424819946
2012-08-02,56.412660550128095,A,46.67387390136719,46.87467575073242,46.1182357788086,45.66471900939941,44.40256896972656,43.24724670410156,41.82874717712402
2012-08-03,56.36261580477947,A,47.723854064941406,47.032554626464844,46.307538223266604,45.8139762878418,44.504193801879886,43.293218765258786,41.87519908905029
2012-08-06,56.12599134494739,A,47.283164978027344,47.05171508789063,46.541290283203125,45.91744041442871,44.59700485229492,43.33531742095947,41.924062404632565
2012-08-07,56.02557787627677,A,47.22951889038086,47.10076370239258,46.78883819580078,46.04753665924072,44.67870338439941,43.38133903503418,41.977818660736084
2012-08-08,55.955501813247,A,46.75052261352539,47.13218688964844,46.96549415588379,46.152534103393556,44.771744842529294,43.42077922821045,42.025111236572265
2012-08-09,56.001819054092245,A,46.47844314575195,47.09310073852539,46.98388824462891,46.24833335876465,44.84754203796387,43.46615070343017,42.06633441925049
2012-08-10,55.69208785343415,A,46.75435256958008,46.899200439453125,46.965877532958984,46.32229080200195,44.954071807861325,43.5186644744873,42.10940807342529
