Date,GRADE,GPS,AFL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.1365903913974762,,,,,,
1983-11-22,,,0.1396771371364593,,,,,,
1983-11-23,,,0.1389055550098419,,,,,,
1983-11-24,,,0.1389055550098419,,,,,,
1983-11-25,,,0.1396771371364593,0.1387511551380157,,,,,
1983-11-28,,,0.1381339728832245,0.13905987143516535,,,,,
1983-11-29,,,0.1373618990182876,0.13859682381153102,,,,,
1983-11-30,,,0.1419922113418579,0.13921415507793425,,,,,
1983-12-01,,,0.1412206441164016,0.13967717289924617,,,,,
1983-12-02,,,0.1389055550098419,0.13952285647392268,0.1391370058059692,,,,
1983-12-05,,,0.1381339728832245,0.13952285647392268,0.13929136395454403,,,,
1983-12-06,,,0.1373618990182876,0.13952285647392268,0.13905984014272685,,,,
1983-12-07,,,0.1419922113418579,0.13952285647392268,0.13936850577592846,,,,
1983-12-08,,,0.1419922113418579,0.13967716991901397,0.13967717140913005,,,,
1983-12-09,,,0.1458505094051361,0.14106616079807283,0.14029450863599774,,,,
1983-12-12,,,0.1427638083696365,0.1419921278953552,0.14075749218463895,,,,
1983-12-13,,,0.1443075090646743,0.14338124990463258,0.14145205318927762,,,,
1983-12-14,,,0.1453875452280044,0.14406031668186187,0.14179158657789226,,,,
1983-12-15,,,0.1453875452280044,0.14473938345909115,0.14220827668905253,,,,
1983-12-16,,,0.1490917801856994,0.1453876376152038,0.14322689920663828,0.14118195250630375,,,
1983-12-19,,,0.1426098942756652,0.14535685479640953,0.14367449134588237,0.1414829276502132,,,
1983-12-20,,,0.1379794776439666,0.144091248512268,0.14373624920845027,0.14139804467558856,,,
1983-12-21,,,0.1361274123191833,0.14223922193050378,0.1431497693061828,0.14125913754105562,,,
1983-12-22,,,0.1324230879545211,0.13964633047580713,0.14219285696744915,0.1409350141882896,,,
1983-12-23,,,0.1352012753486633,0.13686822950839989,0.14112793356180187,0.1407112210988998,,,
1983-12-26,,,0.1352012753486633,0.13538650572299954,0.14037168025970453,0.14056458622217174,,,
1983-12-27,,,0.1333491504192352,0.13446044027805323,0.1392758443951606,0.1403639487922191,,,
1983-12-28,,,0.1333491504192352,0.13390478789806362,0.1380720049142837,0.139931795746088,,,
1983-12-29,,,0.1407576650381088,0.13557170331478116,0.13760901689529415,0.13990864679217335,,,
1983-12-30,,,0.1481657922267913,0.13816460669040675,0.13751641809940335,0.14037165865302081,,,
1984-01-02,,,0.1481657922267913,0.14075751006603238,0.13807200789451593,0.14087324962019915,,,
1984-01-03,,,0.1435358971357345,0.1427948594093322,0.13862764984369275,0.1411819495260715,,,
1984-01-04,,,0.141683742403984,0.14446177780628197,0.1391832828521728,0.14116652607917782,,,
1984-01-05,,,0.1435358971357345,0.14501742422580713,0.14029456377029412,0.14124371036887165,,,
