Date,GRADE,GPS,EQT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.8477398157119751,,,,,,
1983-11-22,,,0.8609169125556946,,,,,,
1983-11-23,,,0.8718981146812439,,,,,,
1983-11-24,,,0.8718981146812439,,,,,,
1983-11-25,,,0.8697020411491394,0.8644309997558594,,,,,
1983-11-28,,,0.8675057888031006,0.8683841943740844,,,,,
1983-11-29,,,0.8718981146812439,0.8705804347991943,,,,,
1983-11-30,,,0.8675057888031006,0.8697019696235657,,,,,
1983-12-01,,,0.8718981146812439,0.8697019696235657,,,,,
1983-12-02,,,0.8631134033203125,0.8683842420578003,0.8664076209068299,,,,
1983-12-05,,,0.8697020411491394,0.8688234925270081,0.8686038434505463,,,,
1983-12-06,,,0.8675057888031006,0.8679450273513794,0.8692627310752868,,,,
1983-12-07,,,0.856524646282196,0.8657487988471985,0.867725384235382,,,,
1983-12-08,,,0.8433473706245422,0.8600386500358581,0.8648703098297119,,,,
1983-12-09,,,0.8389548659324646,0.8552069425582886,0.8617955923080445,,,,
1983-12-12,,,0.8345623016357422,0.8481789946556091,0.8585012435913086,,,,
1983-12-13,,,0.836759090423584,0.8420296549797058,0.8549873411655426,,,,
1983-12-14,,,0.8301697969436646,0.8367586851119995,0.851253741979599,,,,
1983-12-15,,,0.821385383605957,0.8323662877082825,0.8462024688720703,,,,
1983-12-16,,,0.7972266674041748,0.8240206480026245,0.8396137952804565,0.8530107080936432,,,
1983-12-19,,,0.7906380891799927,0.8152358055114746,0.8317074000835418,0.8501556217670441,,,
1983-12-20,,,0.7994226217269897,0.8077685117721558,0.8248990833759308,0.8470809072256088,,,
1983-12-21,,,0.7994226217269897,0.8016190767288208,0.8191888809204102,0.8434571325778961,,,
1983-12-22,,,0.8126003742218018,0.7998620748519898,0.8161141812801361,0.840492245554924,,,
1983-12-23,,,0.8082075119018555,0.8020582437515259,0.8130394458770752,0.8374175190925598,,,
1983-12-26,,,0.8082075119018555,0.8055721282958984,0.8104039669036865,0.8344526052474975,,,
1983-12-27,,,0.814796507358551,0.8086469054222107,0.8082077085971833,0.831597524881363,,,
1983-12-28,,,0.8126003742218018,0.8112824559211731,0.8064507663249969,0.828852254152298,,,
1983-12-29,,,0.816992998123169,0.8121609807014465,0.8060115277767181,0.8261069983243943,,,
1983-12-30,,,0.8038154244422913,0.8112825632095337,0.8066704034805298,0.8231420993804932,,,
1984-01-02,,,0.8038154244422913,0.8104041457176209,0.8079881370067596,0.8198477685451507,,,
1984-01-03,,,0.8104044795036316,0.8095257401466369,0.8090863227844238,0.8169927030801774,,,
1984-01-04,,,0.814796507358551,0.8099649667739868,0.8106237113475799,0.814906296133995,,,
1984-01-05,,,0.8191887736320496,0.8104041218757629,0.8112825512886047,0.8136983662843704,,,
1984-01-06,,,0.816992998123169,0.8130396366119385,0.812161099910736,0.8126002728939057,,,
1984-01-09,,,0.8301697969436646,0.8183105111122131,0.814357328414917,0.8123806476593017,,,
1984-01-10,,,0.821385383605957,0.8205066919326782,0.8150162160396576,0.8116119623184204,,,
1984-01-11,,,0.814796507358551,0.8205066919326782,0.8152358293533325,0.8108432978391648,,,
1984-01-12,,,0.8411509990692139,0.8248991370201111,0.817651629447937,0.8118315786123276,,,
1984-01-13,,,0.8433473706245422,0.8301700115203857,0.8216048240661621,0.8141376137733459,,,
1984-01-16,,,0.8762900829315186,0.8393940687179565,0.8288522899150849,0.8184202134609222,,,
1984-01-17,,,0.8872717618942261,0.8525713443756103,0.8365390181541443,0.8228126704692841,,,
1984-01-18,,,0.882879376411438,0.8661879181861878,0.843347305059433,0.8269855082035065,,,
1984-01-19,,,0.8740943074226379,0.8727765798568725,0.8488378584384918,0.8300602048635483,,,
1984-01-20,,,0.8762900829315186,0.8793651223182678,0.8547675669193268,0.8334643334150315,,,
1984-01-23,,,0.8697020411491394,0.878047513961792,0.8587207913398742,0.8365390598773956,,,
1984-01-24,,,0.8740943074226379,0.8754120230674743,0.8639916837215423,0.8395039498806,,,
1984-01-25,,,0.8740943074226379,0.8736550092697144,0.8699214637279511,0.8425786465406417,,,
1984-01-26,,,0.8740943074226379,0.8736550092697144,0.8732157945632935,0.8454337120056152,,,
1984-01-27,,,0.8740943074226379,0.8732158541679382,0.8762904882431031,0.8489476561546325,0.8421174263954163,,
1984-01-30,,,0.8631134033203125,0.8718981266021728,0.8749728202819824,0.8519125550985336,0.842424898147583,,
1984-01-31,,,0.8477398157119751,0.8666272282600402,0.8710196256637573,0.8537793219089508,0.8421613562107086,,
1984-02-01,,,0.8301697969436646,0.8578423261642456,0.86574866771698,0.8545479863882065,0.841326789855957,,
1984-02-02,,,0.816992998123169,0.8464220643043519,0.8600385367870331,0.8544381976127624,0.8402286875247955,,
1984-02-03,,,0.820286750793457,0.8356605529785156,0.854438203573227,0.8546028852462768,0.8392403817176819,,
1984-02-06,,,0.8136982321739197,0.8257775187492371,0.848837822675705,0.8537793070077896,0.8381642305850983,,
1984-02-07,,,0.7906380891799927,0.8143571734428405,0.8404922008514404,0.8522419422864914,0.8365390300750732,,
1984-02-08,,,0.7972266674041748,0.8077685475349426,0.8328054368495941,0.8513634502887726,0.8351334476470947,,
1984-02-09,,,0.7972266674041748,0.8038152813911438,0.8251186728477478,0.8491672337055206,0.8336400187015534,,
1984-02-10,,,0.8005214333534241,0.7998622179031372,0.8177613854408264,0.8470259368419647,0.8323881793022155,,
1984-02-13,,,0.7972266674041748,0.7965679049491883,0.8111727118492127,0.8430727660655976,0.8309386718273163,,
1984-02-14,,,0.8038154244422913,0.7992033720016479,0.8067802727222443,0.8388999491930008,0.8296648645401001,,
1984-02-15,,,0.8104044795036316,0.8018389344215393,0.8048037409782409,0.8352762043476105,0.8287424612045288,,
1984-02-16,,,0.8104044795036316,0.8044744968414307,0.8041448891162872,0.8320917129516602,0.8280836033821106,,
1984-02-17,,,0.8104044795036316,0.8064511060714722,0.8031566619873047,0.8287974327802659,0.827512595653534,,
1984-02-20,,,0.8104044795036316,0.8090866684913636,0.8028272867202759,0.8258325546979904,0.8270294392108917,,
1984-02-21,,,0.8071097731590271,0.8097455382347107,0.8044744551181793,0.8224833279848098,0.8264364528656006,,
1984-02-22,,,0.8071097731590271,0.8090865969657898,0.8054627656936646,0.8191341012716293,0.8259752523899079,,
