Date,GRADE,GPS,URI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-12-18,,,14.685169219970703,,,,,,
1997-12-19,,,15.174674034118652,,,,,,
1997-12-22,,,14.685169219970703,,,,,,
1997-12-23,,,15.174674034118652,,,,,,
1997-12-24,,,15.908933639526367,15.125724029541015,,,,,
1997-12-25,,,15.908933639526367,15.370476913452148,,,,,
1997-12-26,,,16.643192291259766,15.664180564880372,,,,,
1997-12-29,,,17.43863868713379,16.214874458312988,,,,,
1997-12-30,,,17.561016082763672,16.69214286804199,,,,,
1997-12-31,,,18.907154083251957,17.29178695678711,16.208755493164062,,,,
1998-01-01,,,18.907154083251957,17.891431045532226,16.630953979492187,,,,
1998-01-02,,,19.641414642333984,18.49107551574707,17.07762804031372,,,,
1998-01-05,,,18.417652130126957,18.686878204345707,17.450876331329347,,,,
1998-01-06,,,18.968341827392575,18.968343353271486,17.83024311065674,,,,
1998-01-07,,,18.478836059570312,18.882679748535157,18.087233352661134,,,,
1998-01-08,,,18.050518035888672,18.7113525390625,18.301391792297363,,,,
1998-01-09,,,17.86695671081543,18.356460952758788,18.42376823425293,,,,
1998-01-12,,,17.43863868713379,18.160658264160155,18.42376823425293,,,,
1998-01-13,,,19.457847595214844,18.25855941772461,18.613451385498045,,,,
1998-01-14,,,20.192108154296875,18.60121383666992,18.74194679260254,17.4753511428833,,,
1998-01-15,,,20.681610107421875,19.12743225097656,18.919392395019532,17.77517318725586,,,
1998-01-16,,,20.926366806030277,19.73931427001953,19.04788761138916,18.062757825851442,,,
1998-01-19,,,20.926366806030277,20.43685989379883,19.298759078979494,18.37481770515442,,,
1998-01-20,,,21.477060317993164,20.84070243835449,19.54963092803955,18.689937019348143,,,
1998-01-21,,,21.78300094604492,21.158880996704102,19.880047416687013,18.98364038467407,,,
1998-01-22,,,21.599437713623047,21.342446517944335,20.23493938446045,19.268165588378906,,,
1998-01-23,,,21.293495178222656,21.415872192382814,20.57759323120117,19.50068073272705,,,
1998-01-26,,,21.415870666503903,21.51377296447754,20.975316429138182,19.699542331695557,,,
1998-01-27,,,21.721811294555664,21.56272315979004,21.201712799072265,19.907582092285157,,,
1998-01-28,,,22.517257690429688,21.709574508666993,21.434227752685548,20.088087272644042,,,
1998-01-29,,,23.12914085388184,22.01551513671875,21.678980827331543,20.299186611175536,,,
1998-01-30,,,23.37389373779297,22.431594848632812,21.923733520507813,20.485810565948487,,,
1998-02-02,,,23.985774993896484,22.945575714111328,22.229674339294434,20.764216709136964,,,
1998-02-03,,,23.802209854125977,23.36165542602539,22.462189292907716,21.005910110473632,,,
1998-02-04,,,24.96478843688965,23.851161575317384,22.780368041992187,21.330207729339598,,,
1998-02-05,,,24.414093017578125,24.108152008056642,23.061833572387695,21.648386478424072,,,
1998-02-06,,,25.0871639251709,24.450806045532225,23.44120044708252,22.009396839141846,,,
1998-02-09,,,25.45429229736328,24.744509506225587,23.845042610168456,22.41017951965332,,,
1998-02-10,,,25.94379997253418,25.172827529907227,24.26724147796631,22.73447713851929,,,
1998-02-11,,,26.555679321289062,25.49100570678711,24.671083641052245,23.052655696868896,,,
1998-02-12,,,25.94379997253418,25.79694709777832,24.952549552917482,23.315765190124512,,,
1998-02-13,,,25.515480041503903,25.882610321044922,25.166708183288574,23.545220851898193,,,
1998-02-16,,,25.515480041503903,25.894847869873047,25.319678688049315,23.774676513671874,,,
1998-02-17,,,26.31092643737793,25.968273162841797,25.57055034637451,24.016369819641113,,,
1998-02-18,,,25.270727157592773,25.71128273010254,25.601144218444823,24.190756130218507,,,
1998-02-19,,,24.046964645385746,25.331915664672852,25.564431381225585,24.31313247680664,,,
1998-02-20,,,24.108152389526367,25.050450134277344,25.46653022766113,24.453865337371827,,,
1998-02-23,,,24.78122329711914,24.90359878540039,25.39922332763672,24.622132968902587,,,
1998-02-24,,,24.658845901489254,24.573182678222658,25.270727920532227,24.768984699249266,,,
1998-02-25,,,24.90359687805176,24.499756622314454,25.105519676208495,24.888301658630372,21.232306671142577,,
1998-02-26,,,24.597654342651367,24.60989456176758,24.970905113220216,24.961727333068847,21.43055637359619,,
1998-02-27,,,24.169342041015625,24.62213249206543,24.836291313171387,25.001499748229982,21.610449733734132,,
1998-03-02,,,24.414093017578125,24.548706436157225,24.726152610778808,25.022915649414063,21.80502820968628,,
1998-03-03,,,24.96478843688965,24.609894943237304,24.59153881072998,25.081044578552245,22.0008304977417,,
1998-03-04,,,25.82142448425293,24.79346046447754,24.646608543395995,25.12387638092041,22.19908031463623,,
1998-03-05,,,25.02597427368164,24.879124450683594,24.744509506225587,25.154470443725586,22.381421127319335,,
1998-03-06,,,25.02597427368164,25.0504508972168,24.836291694641112,25.15141096115112,22.549076766967772,,
1998-03-09,,,25.02597427368164,25.1728271484375,24.860766792297362,25.12999505996704,22.70082347869873,,
1998-03-10,,,24.597654342651367,25.099400329589844,24.854647636413574,25.0626877784729,22.841556243896484,,
1998-03-11,,,24.597654342651367,24.854646301269533,24.824053382873537,24.964786529541016,22.955366249084474,,
1998-03-12,,,24.8424129486084,24.817934036254883,24.848529243469237,24.909717178344728,23.0740714263916,,
1998-03-13,,,24.96478843688965,24.805696868896483,24.92807388305664,24.882182598114014,23.180538902282716,,
1998-03-16,,,24.53646850585937,24.707795715332033,24.940311431884766,24.83323202133179,23.302915229797364,,
1998-03-17,,,25.0871639251709,24.805697631835937,24.95254898071289,24.772043895721435,23.42529167175293,,
1998-03-18,,,23.74102210998535,24.634371185302733,24.744508743286133,24.695558643341066,23.53053539276123,,
1998-03-19,,,23.985774993896484,24.46304359436035,24.640488815307616,24.6924991607666,23.649240531921386,,
1998-03-20,,,23.006765365600582,24.07143898010254,24.438567924499512,24.637429809570314,23.75203670501709,,
1998-03-23,,,21.477060317993164,23.459557342529298,24.083676528930663,24.472221660614014,23.832805137634278,,
1998-03-24,,,23.863401412963867,23.21480484008789,24.010251235961913,24.432449436187746,23.92091621398926,,
1998-03-25,,,24.3529052734375,23.33718147277832,23.985776329040526,24.40491485595703,24.00413215637207,,
1998-03-26,,,23.74102210998535,23.288230895996094,23.875637245178222,24.36208324432373,24.06532039642334,,
1998-03-27,,,24.720033645629883,23.63088455200195,23.851161766052247,24.389617824554442,24.14119373321533,,
1998-03-30,,,24.046964645385746,24.144865417480467,23.802211380004884,24.371261405944825,24.20360569000244,,
1998-03-31,,,25.45429229736328,24.46304359436035,23.838924217224122,24.395736598968504,24.283150329589844,,
1998-04-01,,,24.78122329711914,24.54870719909668,23.9429443359375,24.343726539611815,24.34311477661133,,
1998-04-02,,,24.78122329711914,24.756747436523437,24.022489166259767,24.33148899078369,24.40675048828125,,
1998-04-03,,,25.20953941345215,24.85464859008789,24.24276657104492,24.340667247772217,24.48507137298584,,
1998-04-06,,,24.78122329711914,25.00150032043457,24.57318286895752,24.328429698944092,24.552378425598146,,
1998-04-07,,,23.863401412963867,24.683322143554687,24.57318286895752,24.291717052459717,24.59521022796631,,
1998-04-08,,,24.230527877807617,24.573183059692383,24.560945129394533,24.27336072921753,24.629475631713866,,
