Date,GRADE,GPS,MA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2022-10-24,39.36943327675606,C,301.99981689453125,296.9381408691406,291.4762481689453,290.33475189208986,310.20607299804686,320.227451171875,334.6582485961914
2022-10-25,41.0448395637933,C,307.7413635253906,299.1181640625,293.982373046875,291.58936920166013,309.271982421875,319.71884002685545,334.3952133178711
2022-10-26,44.541995655960555,C,315.7459411621094,303.4169189453125,297.5528137207031,293.06168975830076,308.57533569335936,319.30692321777343,334.19959869384763
2022-10-27,48.42941083080456,C,315.6075439453125,307.9805114746094,300.0638793945312,294.69531097412107,307.8358630371094,319.0249389648437,333.9872073364258
2022-10-28,52.919446714904915,C,325.58856201171875,313.3366455078125,304.0938323974609,296.94785766601564,307.3567864990234,318.9831442260742,333.86859649658203
2022-10-31,57.076087248365035,C,324.3137512207031,317.7994323730469,307.36878662109376,298.8337677001953,307.0252697753906,319.07646728515624,333.7714518737793
2022-11-01,60.64650840996811,C,329.2647705078125,322.10411376953124,310.61113891601565,300.43494415283203,306.8839367675781,319.19565734863284,333.75149627685545
2022-11-02,60.33117054670006,C,316.05224609375,322.1653747558594,312.79114685058596,301.2309539794922,306.5016375732422,319.15070587158203,333.63645751953123
2022-11-03,58.77762816528713,C,305.5277099609375,320.1494079589844,314.06495971679686,301.7220977783203,305.81097412109375,319.1641369628906,333.43992279052736
2022-11-04,55.837112610178956,C,314.61932373046875,317.9555603027344,315.64610290527344,302.87831420898436,305.5529443359375,319.24966888427736,333.13154403686525
2022-11-07,53.98969269369283,C,321.2996520996094,317.3527404785156,317.5760864257812,304.52616729736326,305.48002258300784,319.40200408935544,332.83753128051757
2022-11-08,51.4442349977937,C,321.9123840332031,315.88226318359375,318.9931884765625,306.48778076171874,305.4497436523437,319.494365234375,332.51864395141604
2022-11-09,50.16448680204641,C,311.9215087890625,315.0561157226563,318.6107452392578,308.08177947998047,305.2875280761719,319.49913177490237,332.1267332458496
2022-11-10,53.65453286655626,C,333.2966613769531,320.6099060058594,320.37965698242186,310.2217681884766,305.53545043945314,319.7116403198242,331.8745555114746
2022-11-11,56.28620739993911,A,335.2929077148437,324.7446228027344,321.3500915527344,312.72196197509766,305.8763787841797,319.80875610351563,331.6710694885254
2022-11-14,57.708432197820706,A,335.3719177246094,327.5590759277344,322.455908203125,314.9123474121094,306.21888732910156,319.9231137084961,331.4978356933594
2022-11-15,59.99043689035867,A,339.46319580078125,331.06923828125,323.4757507324219,317.04344482421874,306.61322692871096,320.1822152709961,331.3537152099609
2022-11-16,63.87281549049367,A,338.7220153808594,336.42933959960936,325.7427276611328,319.2669372558594,306.90315795898437,320.3915451049805,331.17145736694334
2022-11-17,63.7882220239245,A,337.2496032714844,337.2199279785156,328.9149169921875,321.4899383544922,307.1350274658203,320.6561926269531,331.01617034912107
2022-11-18,63.8177041305567,A,339.6410827636719,338.0895629882813,331.41709289550784,323.53159790039064,307.30067321777346,320.91756561279294,330.89556564331053
2022-11-21,62.867931158144074,A,334.2651672363281,337.868212890625,332.71364440917966,325.14486541748045,307.30808715820314,321.1251794433594,330.7264878845215
2022-11-22,62.20740748933385,A,340.8960876464844,338.1547912597656,334.6120147705078,326.80260162353517,307.7042492675781,321.3890542602539,330.55426422119143
2022-11-23,61.735964106153034,A,344.53277587890625,339.316943359375,337.8731414794922,328.241943359375,308.16505432128906,321.68033111572265,330.393387298584
2022-11-24,61.42382969028165,A,344.53277587890625,340.77357788085936,338.9967529296875,329.6882049560547,308.8012811279297,321.92829528808596,330.27791015625
2022-11-25,61.472871112658304,A,347.15155029296875,342.2756713867187,340.1826171875,330.7663543701172,309.52599365234374,322.212412109375,330.19397232055667
2022-11-28,61.98386282408931,A,340.5304870605469,343.5287353515625,340.69847412109374,331.5771911621094,310.1399908447266,322.4191696166992,330.07692916870116
2022-11-29,61.05672810496272,A,339.087646484375,343.16704711914065,340.6609191894531,332.0683349609375,310.74012756347656,322.6246206665039,329.96083679199216
2022-11-30,61.83527993416945,A,352.2012939453125,344.70075073242185,342.00884704589845,333.87578735351565,311.7755938720703,322.9561764526367,329.9450390625
2022-12-01,63.827231015534515,A,356.5494689941406,347.1040893554688,343.93883361816404,336.42687530517577,313.01918029785156,323.3148361206055,329.9108944702148
2022-12-02,65.16882293683373,A,355.81817626953125,348.83741455078126,345.55654296875,338.48681793212893,314.34246215820315,323.5917910766602,329.8745199584961
2022-12-05,67.19890805230473,A,351.8949584960937,351.11030883789056,347.31952209472655,340.01658325195314,315.65575134277344,323.844905090332,329.859207611084
2022-12-06,68.64178977067208,A,343.4358215332031,351.9799438476563,347.57349548339846,341.09275512695314,316.8714874267578,323.92098052978514,329.8819721984863
2022-12-07,67.17625641353285,A,343.3270874023437,350.2051025390625,347.4529266357422,342.6630340576172,318.01203857421876,323.98718749999995,329.9061111450195
2022-12-08,64.79581382423413,A,347.0329284667969,348.3017944335937,347.70294189453125,343.3498474121094,319.29399475097654,324.03470916748046,329.9640275573731
2022-12-09,62.766356123367366,A,344.7204895019531,346.08225708007814,347.4598358154297,343.8212265014648,320.57765197753906,324.0890994262695,330.06070098876955
2022-12-12,62.682153291283036,A,353.9505310058594,346.4933715820313,348.8018402099609,344.75015716552736,321.92475158691406,324.2325350952148,330.291275177002
2022-12-13,63.79845688188505,A,352.9425048828125,348.39470825195315,350.1873260498047,345.4241226196289,323.03877685546877,324.3947985839843,330.50987365722654
2022-12-14,64.78990052725642,A,353.2982482910156,350.3889404296875,350.297021484375,346.1529342651367,324.10210083007814,324.5409857177734,330.6623719787598
2022-12-15,63.91851170523489,A,342.1708679199219,349.4165283203125,348.8591613769531,346.3989974975586,325.03142150878904,324.48532562255855,330.7766458129883
2022-12-16,63.272797987799585,A,341.76568603515625,348.8255676269531,347.45391235351565,346.50522766113284,326.0368353271484,324.41239288330075,330.8879098510742
2022-12-19,59.977177407783756,P,337.2396545410156,345.4833923339844,345.98838195800784,346.65395202636716,327.0147766113281,324.32626586914057,330.95785232543943
2022-12-20,57.162058659798674,P,338.90985107421875,342.67686157226564,345.53578491210936,346.5546401977539,328.1393713378906,324.2719360351562,331.00461669921873
2022-12-21,55.12216302753429,P,341.61749267578125,340.34071044921876,345.3648254394531,346.4088760375977,329.3708905029297,324.19416717529293,331.0173057556152
2022-12-22,54.448566066500696,P,337.4966125488281,339.405859375,344.41119384765625,346.05706787109375,330.3108850097656,324.05604888916014,331.00073318481446
2022-12-23,54.06646911030068,P,339.5520935058594,338.9631408691406,343.89435424804685,345.6770950317383,331.3961462402344,323.9242782592773,330.97648468017576
2022-12-26,54.51275750055772,P,339.5520935058594,339.4256286621094,342.4545104980469,345.62817535400393,332.35590393066406,323.84529174804686,330.97441970825196
2022-12-27,54.80587500370419,B,342.0819702148437,340.0600524902344,341.36845703125,345.7778915405273,333.2607183837891,323.8470523071289,330.96557510375976
2022-12-28,54.03162266540562,B,337.9216003417969,339.3208740234375,339.83079223632814,345.0639068603515,334.13410705566406,323.7397247314453,330.9720816040039
2022-12-29,55.10398727572926,B,344.1077880859375,340.6431091308594,340.0244842529297,344.44182281494136,335.16047119140626,323.72188476562496,330.97425170898435
2022-12-30,55.51246699690359,B,343.6334533691406,341.4593811035156,340.2112609863281,343.83258666992185,336.056982421875,323.6628948974609,330.97567337036133
2023-01-02,55.87545901494448,B,343.6334533691406,342.27565307617186,340.85064086914065,343.4195114135742,336.8896551513672,323.547864074707,330.96986419677734
2023-01-03,55.438567629310505,B,342.71441650390625,342.4021423339844,341.23109741210936,343.3834411621093,337.5891162109375,323.4305493164062,330.8755459594727
2023-01-04,57.25916980013722,C,350.966064453125,345.01103515625,342.16595458984375,343.76539001464846,338.2935186767578,323.43442718505855,330.84860443115235
2023-01-05,57.13749323652215,C,347.6258544921875,345.7146484375,343.1788787841797,343.79503631591797,338.9338848876953,323.3848739624023,330.8288670349121
2023-01-06,59.47877117525198,C,363.9282836914063,349.77361450195315,345.6164978027344,344.75542602539065,339.70067932128904,323.52873291015624,330.8582270812988
2023-01-09,62.213177298751425,A,367.1947021484375,354.4858642578125,348.38075866699216,345.41763458251955,340.55829833984376,323.7917840576172,330.8894581604004
2023-01-10,65.48008963295077,A,367.2342529296875,359.38983154296875,350.89598693847654,346.1322219848633,341.31768798828125,324.1008123779296,330.9385452270508
2023-01-11,68.6852711764199,A,374.0144958496094,363.9995178222656,354.5052764892578,347.168034362793,342.47693298339846,324.48928527832027,331.0695896911621
2023-01-12,73.17587087845196,A,375.9446716308594,369.66328125,357.68896484375,348.85672454833986,343.88527221679686,324.8481231689453,331.2275738525391
2023-01-13,74.24418090367624,A,371.6983337402344,371.2172912597656,360.4954528808594,350.3533569335938,345.0268524169922,325.2898983764648,331.3509288024902
2023-01-16,74.84302660834535,A,371.6983337402344,372.118017578125,363.30194091796875,352.0762908935547,346.0348260498047,325.75742431640623,331.498419342041
2023-01-17,75.37190370107807,A,371.1836242675781,372.90789184570315,366.14886169433595,353.68997955322266,347.0202508544922,326.23499725341793,331.65106948852537
