Date,GRADE,GPS,ATO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-12-28,,,1.3012990951538086,,,,,,
1983-12-29,,,1.291588306427002,,,,,,
1983-12-30,,,1.291588306427002,,,,,,
1984-01-02,,,1.291588306427002,,,,,,
1984-01-03,,,1.2818772792816162,1.291588258743286,,,,,
1984-01-04,,,1.2624539136886597,1.2838192224502563,,,,,
1984-01-05,,,1.2624539136886597,1.277992343902588,,,,,
1984-01-06,,,1.2818772792816162,1.2760501384735108,,,,,
1984-01-09,,,1.291588306427002,1.2760501384735108,,,,,
1984-01-10,,,1.291588306427002,1.277992343902588,1.284790301322937,,,,
1984-01-11,,,1.2818772792816162,1.2818770170211793,1.2828481197357178,,,,
1984-01-12,,,1.2818772792816162,1.2857616901397706,1.2818770170211793,,,,
1984-01-13,,,1.2818772792816162,1.2857616901397706,1.2809059143066406,,,,
1984-01-16,,,1.291588306427002,1.2857616901397706,1.2809059143066406,,,,
1984-01-17,,,1.2818772792816162,1.2838194847106934,1.2809059143066406,,,,
1984-01-18,,,1.2818772792816162,1.2838194847106934,1.2828482508659362,,,,
1984-01-19,,,1.2818772792816162,1.2838194847106934,1.284790587425232,,,,
1984-01-20,,,1.2818772792816162,1.2838194847106934,1.284790587425232,,,,
1984-01-23,,,1.2818772792816162,1.2818772792816162,1.2838194847106934,,,,
1984-01-24,,,1.2818772792816162,1.2818772792816162,1.2828483819961547,1.2838193416595458,,,
1984-01-25,,,1.2818772792816162,1.2818772792816162,1.2828483819961547,1.2828482508659362,,,
1984-01-26,,,1.2818772792816162,1.2818772792816162,1.2828483819961547,1.282362699508667,,,
1984-01-27,,,1.3207212686538696,1.289646077156067,1.2867327809333802,1.2838193476200104,,,
1984-01-30,,,1.3207212686538696,1.2974148750305177,1.289646077156067,1.2852759957313538,,,
1984-01-31,,,1.291588306427002,1.2993570804595946,1.2906171798706054,1.285761547088623,,,
1984-02-01,,,1.3207212686538696,1.3071258783340454,1.294501578807831,1.2886749148368835,,,
1984-02-02,,,1.3401433229446411,1.3187790870666505,1.3003281831741333,1.2925593852996826,,,
1984-02-03,,,1.3789889812469482,1.3304326295852662,1.3100393533706665,1.2974149703979492,,,
1984-02-06,,,1.349854588508606,1.3362592935562134,1.3168370842933654,1.3003282845020294,,,
1984-02-07,,,1.349854588508606,1.3479125499725342,1.3236348152160644,1.3032415986061097,,,
1984-02-08,,,1.3984109163284302,1.3634504795074462,1.3352881789207458,1.3090682804584504,,,
1984-02-09,,,1.3984109163284302,1.3751039981842041,1.3469415426254272,1.314894962310791,,,
1984-02-10,,,1.4081220626831057,1.3809306144714355,1.3556816220283507,1.3212072014808656,,,
1984-02-13,,,1.349854588508606,1.3809306144714355,1.3585949540138245,1.3241205155849456,,,
1984-02-14,,,1.349854588508606,1.3809306144714355,1.364421582221985,1.327519381046295,,,
1984-02-15,,,1.349854588508606,1.3712193489074707,1.3673349142074585,1.3309182465076446,,,
1984-02-16,,,1.349854588508606,1.3615080833435058,1.368306040763855,1.334317111968994,,,
1984-02-17,,,1.3789889812469482,1.3556814670562745,1.368306040763855,1.3391726970672608,,,
1984-02-20,,,1.3789889812469482,1.361508345603943,1.3712194800376891,1.3440282821655274,,,
1984-02-21,,,1.349854588508606,1.361508345603943,1.3712194800376891,1.3474271476268769,,,
1984-02-22,,,1.3401433229446411,1.35956609249115,1.3653927206993104,1.350340449810028,,,
1984-02-23,,,1.3401433229446411,1.3576238393783568,1.3595659613609314,1.3532537519931793,,,
1984-02-24,,,1.3401433229446411,1.3498547077178955,1.3527680873870849,1.3542248547077178,,,
1984-02-27,,,1.3207212686538696,1.3382011651992798,1.3498547554016114,1.3542248547077178,,,
1984-02-28,,,1.3207212686538696,1.3323745012283326,1.3469414234161377,1.3556815028190612,,,
1984-02-29,,,1.3207212686538696,1.3284900903701782,1.3440280914306642,1.3556815028190612,,,
1984-03-01,,,1.3207212686538696,1.324605679512024,1.3411147594451904,1.3547104001045227,,,
1984-03-02,,,1.3207212686538696,1.3207212686538696,1.3352879881858826,1.3517970144748688,,,
1984-03-05,,,1.3207212686538696,1.3207212686538696,1.3294612169265747,1.350340348482132,,,
1984-03-06,,,1.3401433229446411,1.324605679512024,1.3284900903701782,1.3498547852039338,1.3181966137886048,,
1984-03-07,,,1.3207212686538696,1.324605679512024,1.326547884941101,1.3459703028202057,1.318585057258606,,
1984-03-08,,,1.3207212686538696,1.324605679512024,1.324605679512024,1.3420858204364776,1.3191677165031432,,
1984-03-09,,,1.3401433229446411,1.3284900903701782,1.324605679512024,1.3386868834495544,1.320138816833496,,
1984-03-12,,,1.349854588508606,1.3343167543411254,1.3275190114974975,1.3386868834495544,1.3213041424751282,,
1984-03-13,,,1.349854588508606,1.3362590074539185,1.3304323434829712,1.3386868834495544,1.3226636886596679,,
1984-03-14,,,1.349854588508606,1.3420856714248657,1.3333456754684447,1.3386868834495544,1.3244117021560669,,
1984-03-15,,,1.349854588508606,1.347912335395813,1.3362590074539185,1.3386868834495544,1.3261597156524658,,
1984-03-16,,,1.349854588508606,1.349854588508606,1.3391723394393922,1.3372301638126374,1.3275192618370055,,
1984-03-19,,,1.349854588508606,1.349854588508606,1.3420856714248657,1.3357734441757203,1.3286845874786377,,
1984-03-20,,,1.349854588508606,1.349854588508606,1.3430567979812622,1.3357734441757203,1.3298499131202697,,
1984-03-21,,,1.349854588508606,1.349854588508606,1.345970129966736,1.3362590074539185,1.3312094593048096,,
1984-03-22,,,1.349854588508606,1.349854588508606,1.3488834619522094,1.3367445707321166,1.3325690054893493,,
1984-03-23,,,1.349854588508606,1.349854588508606,1.349854588508606,1.337230134010315,1.3339285516738892,,
1984-03-26,,,1.3595658540725708,1.351796841621399,1.3508257150650025,1.33917236328125,1.3352881026268006,,
1984-03-27,,,1.3595658540725708,1.3537390947341919,1.351796841621399,1.341114592552185,1.3368418741226196,,
1984-03-28,,,1.3595658540725708,1.355681347846985,1.3527679681777953,1.34305682182312,1.3383956456184387,,
1984-03-29,,,1.3595658540725708,1.3576236009597777,1.3537390947341919,1.3449990510940553,1.3399494171142579,,
1984-03-30,,,1.3595658540725708,1.3595658540725708,1.3547102212905884,1.3469412803649903,1.341503188610077,,
1984-04-02,,,1.349854588508606,1.3576236009597777,1.3547102212905884,1.3483979463577271,1.3428627347946167,,
1984-04-03,,,1.3207212686538696,1.3498546838760377,1.3517968893051147,1.3474268436431884,1.3436396145820617,,
1984-04-04,,,1.3207212686538696,1.3420857667922974,1.3488835573196412,1.3474268436431884,1.344416494369507,,
1984-04-05,,,1.291588306427002,1.3284902572631836,1.3430569291114807,1.345970195531845,1.3446107149124145,,
1984-04-06,,,1.291588306427002,1.3148947477340698,1.3372303009033204,1.3435424447059632,1.3440280556678772,,
1984-04-09,,,1.291588306427002,1.303241491317749,1.3304325461387634,1.340629130601883,1.34344539642334,,
1984-04-10,,,1.291588306427002,1.2974148988723755,1.3236347913742066,1.3377158164978027,1.34344539642334,,
1984-04-11,,,1.3207212686538696,1.2974148988723755,1.3197503328323363,1.3362591505050658,1.34344539642334,,
1984-04-12,,,1.3207212686538696,1.303241491317749,1.3158658742904663,1.3348024845123292,1.3430569553375244,,
1984-04-13,,,1.291588306427002,1.303241491317749,1.3090681195259095,1.331889170408249,1.3413089418411255,,
1984-04-16,,,1.291588306427002,1.303241491317749,1.303241491317749,1.3289758563041687,1.3401436161994935,,
1984-04-17,,,1.2818772792816162,1.3012992858886718,1.2993570923805238,1.3255769908428192,1.3387840700149536,,
1984-04-18,,,1.2818772792816162,1.293530488014221,1.2954726934432983,1.3221781253814697,1.3364533972740174,,
1984-04-19,,,1.2818772792816162,1.2857616901397706,1.2945015907287598,1.3187792599201202,1.3341227245330811,,
1984-04-20,,,1.2818772792816162,1.2838194847106934,1.293530488014221,1.3153803944587708,1.3315978288650512,,
1984-04-23,,,1.2624539136886597,1.277992606163025,1.290617048740387,1.3105247974395753,1.3298498153686524,,
1984-04-24,,,1.2624539136886597,1.2741079330444336,1.2877036094665528,1.3056692004203796,1.3281018018722535,,
1984-04-25,,,1.2333203554153442,1.2643965482711792,1.2789635181427002,1.2993569254875184,1.325771117210388,,
1984-04-26,,,1.2333203554153442,1.2546851634979248,1.2702234268188477,1.293044650554657,1.323440432548523,,
1984-04-27,,,1.2333203554153442,1.2449737787246704,1.2643966317176818,1.2867323756217957,1.3205270600318908,,
1984-04-30,,,1.2818772792816162,1.2488584518432617,1.2634255290031433,1.2833335101604462,1.3185848259925843,,
1984-05-01,,,1.349854588508606,1.266338586807251,1.2702232599258423,1.284790176153183,1.3185848259925843,,
1984-05-02,,,1.3207212686538696,1.283818769454956,1.2741076588630675,1.284790176153183,1.3181963849067688,,
1984-05-03,,,1.3401433229446411,1.3051833629608154,1.2799342632293702,1.287217926979065,1.3181963849067688,,
1984-05-04,,,1.349854588508606,1.3284902095794677,1.2867319941520692,1.2901312410831451,1.318390610218048,,
1984-05-07,,,1.349854588508606,1.3420856714248657,1.2954720616340638,1.2930445551872254,1.3189732766151427,,
1984-05-08,,,1.3789889812469482,1.3479125499725342,1.3071255683898926,1.2974145889282227,1.3201386308670044,,
1984-05-09,,,1.3984109163284302,1.3634504795074462,1.3236346244812012,1.3012990713119508,1.3216924238204957,,
1984-05-10,,,1.3984109163284302,1.3751039981842041,1.3401436805725098,1.3051835536956786,1.323246216773987,,
1984-05-11,,,1.3984109163284302,1.384815263748169,1.3566527366638184,1.31052468419075,1.3248000097274781,,
1984-05-14,,,1.3789889812469482,1.3906421422958375,1.3663639068603515,1.3148947179317474,1.3259653639793396,,
1984-05-15,,,1.3789889812469482,1.3906421422958375,1.3692773461341858,1.319750303030014,1.3267422771453858,1.3224694454669952,
1984-05-16,,,1.3789889812469482,1.386757755279541,1.3751041173934937,1.3246058881282807,1.3279076313972473,1.3232463443279265,
1984-05-17,,,1.3789889812469482,1.3828733682632446,1.3789886832237244,1.3294614732265473,1.3290729856491088,1.3241203510761261,
1984-05-18,,,1.3789889812469482,1.3789889812469482,1.3819021224975585,1.3343170583248138,1.329849898815155,1.3249943578243255,
1984-05-21,,,1.3789889812469482,1.3789889812469482,1.3848155617713929,1.3401438117027282,1.3304325866699218,1.325868364572525,
1984-05-22,,,1.3401433229446411,1.371219849586487,1.3809309959411622,1.3440282821655274,1.3302383613586426,1.3264510250091552,
1984-05-23,,,1.3401433229446411,1.3634507179260253,1.3751042366027832,1.349369430541992,1.3300441360473634,1.3272279191017151,
1984-05-24,,,1.291588306427002,1.345970582962036,1.3644219756126403,1.3522828280925752,1.3288788104057312,1.3275192630290986,
1984-05-25,,,1.2818772792816162,1.3265482425689696,1.352768611907959,1.3547106742858888,1.3275192642211915,1.3275192630290986,
1984-05-28,,,1.2818772792816162,1.3071259021759034,1.3430574417114258,1.3547106742858888,1.3261597180366516,1.3274221527576446,
1984-05-29,,,1.2818772792816162,1.2954726934432983,1.3333462715148925,1.3513118088245393,1.3248001718521119,1.3273250424861909,
1984-05-30,,,1.2818772792816162,1.2838194847106934,1.3236351013183594,1.3493696093559264,1.323440625667572,1.3273250424861909,
1984-05-31,,,1.2818772792816162,1.2818772792816162,1.3139239311218263,1.3464563071727753,1.3220810794830322,1.3273250424861909,
1984-06-01,,,1.2818772792816162,1.2818772792816162,1.304212760925293,1.3430574417114258,1.3207215332984925,1.3273250424861909,
1984-06-04,,,1.3207212686538696,1.289646077156067,1.298385989665985,1.341600775718689,1.3199446415901184,1.3276163721084595,
1984-06-05,,,1.291588306427002,1.2915882825851441,1.293530488014221,1.3372307419776917,1.318585090637207,1.3277134823799133,
1984-06-06,,,1.291588306427002,1.293530488014221,1.2886749863624574,1.3318896114826202,1.3172255396842956,1.3278105926513672,
1984-06-07,,,1.291588306427002,1.2954726934432983,1.2886749863624574,1.3265484809875487,1.3158659887313844,1.327907702922821,
1984-06-08,,,1.291588306427002,1.2974148988723755,1.2896460890769958,1.3212073504924775,1.314506437778473,1.328004813194275,
1984-06-11,,,1.291588306427002,1.291588306427002,1.2906171917915343,1.3168373167514802,1.3133411121368408,1.3281019234657288,
1984-06-12,,,1.291588306427002,1.291588306427002,1.291588294506073,1.3124672830104829,1.3127584528923035,1.3281990337371825,
1984-06-13,,,1.291588306427002,1.291588306427002,1.2925593972206115,1.3080972492694856,1.312175793647766,1.3282961440086365,
1984-06-14,,,1.291588306427002,1.291588306427002,1.2935304999351502,1.3037272155284882,1.312175793647766,1.3283932542800903,
1984-06-15,,,1.291588306427002,1.291588306427002,1.2945016026496887,1.299357181787491,1.312175793647766,1.3281019246578216,
1984-06-18,,,1.3207212686538696,1.2974148988723755,1.2945016026496887,1.296443796157837,1.3127584528923035,1.3281019246578216,
1984-06-19,,,1.3207212686538696,1.303241491317749,1.2974148988723755,1.2954726934432983,1.3133411121368408,1.3283932542800903,
1984-06-20,,,1.3207212686538696,1.3090680837631226,1.3003281950950623,1.2945015907287598,1.3133411121368408,1.3283932542800903,
