Date,GRADE,GPS,VTRS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.6983978748321533,,,,,,
1983-11-22,,,2.684631109237671,,,,,,
1983-11-23,,,2.505654811859131,,,,,,
1983-11-24,,,2.505654811859131,,,,,,
1983-11-25,,,2.5607240200042725,2.5910125255584715,,,,,
1983-11-28,,,2.491888523101806,2.5497106552124023,,,,,
1983-11-29,,,2.505654811859131,2.5139153957366944,,,,,
1983-11-30,,,2.491888523101806,2.5111621379852296,,,,,
1983-12-01,,,2.464353084564209,2.502901792526245,,,,,
1983-12-02,,,2.0926356315612797,2.4092841148376465,2.500148320198059,,,,
1983-12-05,,,2.326678991317749,2.376242208480835,2.4629764318466187,,,,
1983-12-06,,,2.1890056133270264,2.312912368774414,2.413413882255554,,,,
1983-12-07,,,2.24407696723938,2.2633500576019285,2.3872560977935793,,,,
1983-12-08,,,2.257843017578125,2.222048044204712,2.3624749183654785,,,,
1983-12-09,,,2.312912702560425,2.266103458404541,2.337693786621094,,,,
1983-12-12,,,2.2853784561157227,2.257843351364136,2.3170427799224855,,,,
1983-12-13,,,2.202772617340088,2.260596752166748,2.2867545604705812,,,,
1983-12-14,,,2.0650997161865234,2.2248013019561768,2.2440756797790526,,,,
1983-12-15,,,2.0926356315612797,2.1917598247528076,2.2069039344787598,,,,
1983-12-16,,,2.1890056133270264,2.1669784069061278,2.2165409326553345,2.358344626426697,,,
1983-12-19,,,2.1890056133270264,2.147703838348389,2.202773594856262,2.3328750133514404,,,
1983-12-20,,,2.1890056133270264,2.144950437545776,2.202773594856262,2.3080937385559084,,,
1983-12-21,,,2.2165398597717285,2.1752384662628175,2.200019884109497,2.293637990951538,,,
1983-12-22,,,2.2716102600097656,2.2110333919525145,2.201396608352661,2.28193576335907,,,
1983-12-23,,,2.2716102600097656,2.2275543212890625,2.197266364097595,2.2674800753593445,,,
1983-12-26,,,2.2716102600097656,2.2440752506256105,2.1958895444869997,2.2564661622047426,,,
1983-12-27,,,2.2716102600097656,2.260596179962158,2.2027733087539674,2.244763934612274,,,
1983-12-28,,,2.230309009552002,2.263350009918213,2.219294238090515,2.231684958934784,,,
1983-12-29,,,2.1890056133270264,2.246829080581665,2.2289312362670897,2.2179175853729247,,,
1983-12-30,,,2.1890056133270264,2.2303081512451173,2.2289312362670897,2.222736084461212,,,
1984-01-02,,,2.1890056133270264,2.2137872219085692,2.2289312362670897,2.215852415561676,,,
1984-01-03,,,2.1339361667633057,2.186252403259277,2.223424291610718,2.21309894323349,,,
1984-01-04,,,2.1477038860321045,2.169731378555298,2.2165406942367554,2.208280289173126,,,
1984-01-05,,,2.1477038860321045,2.1614710330963134,2.2041500568389893,2.202773332595825,,,
1984-01-06,,,2.1890056133270264,2.1614710330963134,2.1958895921707153,2.1965779781341555,,,
1984-01-09,,,2.1890056133270264,2.1614710330963134,2.1876291275024413,2.1917593359947203,,,
1984-01-10,,,2.1339361667633057,2.1614710330963134,2.1738617181777955,2.1883175134658814,,,
1984-01-11,,,2.1339361667633057,2.158717489242554,2.1642244338989256,2.1917593359947203,,,
1984-01-12,,,2.0375657081604004,2.136689853668213,2.149080443382263,2.1890058398246763,,,
1984-01-13,,,2.1752383708953857,2.1339364051818848,2.1477037191390993,2.1883174777030945,,,
1984-01-16,,,2.1890056133270264,2.1339364051818848,2.1477037191390993,2.1883174777030945,,,
1984-01-17,,,2.2853784561157227,2.164224863052368,2.162847948074341,2.193136119842529,,,
1984-01-18,,,2.312912702560425,2.200020170211792,2.179368829727173,2.197954761981964,,,
1984-01-19,,,2.2991456985473637,2.2523361682891845,2.1945130109786986,2.199331533908844,,,
1984-01-20,,,2.2853784561157227,2.274364185333252,2.2041502952575684,2.2000199437141417,,,
1984-01-23,,,2.2853784561157227,2.293638753890991,2.213787579536438,2.2007083535194396,,,
1984-01-24,,,2.2716102600097656,2.2908851146697997,2.227554988861084,2.2007083535194396,,,
1984-01-25,,,2.2853784561157227,2.285378265380859,2.242699217796326,2.2034618258476257,,,
1984-01-26,,,2.2991456985473637,2.285378265380859,2.268857216835022,2.2089688301086428,,,
1984-01-27,,,2.5607240200042725,2.3404473781585695,2.307405781745911,2.227554750442505,2.2801459980010987,,
1984-01-30,,,2.478121280670166,2.378995943069458,2.3363173484802244,2.242010533809662,2.275740466117859,,
1984-01-31,,,2.491888523101806,2.423051595687866,2.356968355178833,2.259908151626587,2.2718856143951416,,
1984-02-01,,,2.491888523101806,2.464353609085083,2.374865937232971,2.277117383480072,2.271610288619995,,
1984-02-02,,,2.5607240200042725,2.516669273376465,2.401023769378662,2.2977683901786805,2.272711672782898,,
1984-02-03,,,2.602025985717773,2.524929666519165,2.432688522338867,2.318419408798218,2.273537712097168,,
1984-02-06,,,2.574491024017334,2.5442036151885987,2.4615997791290285,2.337693679332733,2.2751897621154784,,
1984-02-07,,,2.602025985717773,2.566231107711792,2.494641351699829,2.3610981702804565,2.2771171855926515,,
1984-02-08,,,2.615793943405152,2.591012191772461,2.527682900428772,2.385191059112549,2.2795952939987183,,
1984-02-09,,,2.436818838119507,2.5662311553955077,2.5414502143859865,2.405153715610504,2.279044609069824,,
1984-02-10,,,2.436818838119507,2.5331897258758547,2.5290596961975096,2.41823273897171,2.2859282732009887,,
1984-02-13,,,2.3542144298553467,2.489134407043457,2.516669011116028,2.4264931797981264,2.2864789819717406,,
1984-02-14,,,2.2853784561157227,2.4258049011230467,2.4960180044174196,2.4264931797981264,2.2884064388275145,,
1984-02-15,,,2.1752383708953857,2.337693786621094,2.4643529891967773,2.4196094632148744,2.2870296669006347,,
1984-02-16,,,2.2165398597717285,2.293637990951538,2.429934573173523,2.4154791712760924,2.286203603744507,,
1984-02-17,,,2.230309009552002,2.252336025238037,2.392762875556946,2.4127256989479067,2.284551529884338,,
1984-02-20,,,2.230309009552002,2.227554941177368,2.3583446741104126,2.4099722266197205,2.283450140953064,,
1984-02-21,,,2.230309009552002,2.216541051864624,2.3211729764938354,2.4079071640968324,2.2840008687973024,,
1984-02-22,,,2.2853784561157227,2.2385690689086912,2.2881314277648928,2.4079071640968324,2.2884064435958864,,
1984-02-23,,,2.2991456985473637,2.2550902366638184,2.2743641138076782,2.4079071640968324,2.2925366449356077,,
1984-02-24,,,2.340446949005127,2.2771178245544434,2.26472692489624,2.396893310546875,2.29556547164917,,
1984-02-27,,,2.3679816722869877,2.3046523571014403,2.266103649139404,2.391386330127716,2.299144992828369,,
1984-02-28,,,2.3542144298553467,2.3294334411621094,2.2729872465133667,2.384502625465393,2.3024491691589355,,
1984-02-29,,,2.2853784561157227,2.3294334411621094,2.2840012550354003,2.374177122116089,2.3038259410858153,,
1984-03-01,,,2.2853784561157227,2.326679992675781,2.2908851146697997,2.360409843921661,2.3041013050079346,,
1984-03-02,,,1.5281745195388794,2.1642255067825316,2.2206716656684877,2.3067172706127166,2.289232590198517,,
1984-03-05,,,1.5281745195388794,1.9962640762329102,2.1504582166671753,2.254401445388794,2.274363875389099,,
1984-03-06,,,1.6796159744262695,1.8613443851470948,2.095388913154602,2.2082809448242187,2.262523989677429,,
1984-03-07,,,1.7622178792953491,1.75671226978302,2.043072855472565,2.1656021416187285,2.253162167072296,,
1984-03-08,,,1.872357964515686,1.6741081714630126,2.000394082069397,2.1373790979385374,2.2468292140960693,,
1984-03-09,,,1.9274266958236692,1.7539586067199706,1.9590920567512513,2.111909490823746,2.241597635746002,,
1984-03-12,,,1.844823122024536,1.817288327217102,1.906776201725006,2.086439925432205,2.2347139859199525,,
1984-03-13,,,1.7622178792953491,1.833808708190918,1.8475765466690064,2.0602818965911864,2.2272796201705933,,
1984-03-14,,,1.9549617767333984,1.8723574876785278,1.814534878730774,2.049268066883087,2.223424777984619,,
1984-03-15,,,1.982496976852417,1.894385290145874,1.7842467308044434,2.0375659227371217,2.2201206398010256,,
1984-03-16,,,1.844823122024536,1.8778645753860475,1.815911591053009,2.0182916283607484,2.2132369899749755,,
1984-03-19,,,1.9549617767333984,1.89989230632782,1.858590316772461,2.004524266719818,2.208556113243103,,
1984-03-20,,,1.9549617767333984,1.9384410858154297,1.8861248970031739,1.990756905078888,2.2049766254425047,,
1984-03-21,,,1.8172880411148071,1.9109063386917113,1.8916319131851196,1.967352384328842,2.198643662929535,,
1984-03-22,,,1.844823122024536,1.8833715677261353,1.8888784289360045,1.9446362555027008,2.1947888112068177,,
1984-03-23,,,1.8998925685882568,1.8943854570388794,1.8861250162124634,1.9226085364818573,2.189281895160675,,
1984-03-26,,,1.8998925685882568,1.883371615409851,1.8916319608688354,1.8992040812969209,2.1834996342658997,,
1984-03-27,,,1.913660287857056,1.8751113176345826,1.906776201725006,1.8771763741970062,2.176065270900726,,
1984-03-28,,,1.913660287857056,1.8943857669830322,1.9026460528373719,1.8585904657840728,2.168080222606659,,
1984-03-29,,,1.9274266958236692,1.910906481742859,1.897139024734497,1.8406928777694702,2.160645842552185,,
1984-03-30,,,1.9549617767333984,1.9219203233718871,1.9081528902053833,1.8620322406291963,2.1540375089645387,,
1984-04-02,,,1.982496976852417,1.9384412050247193,1.9109064102172852,1.884748363494873,2.1479798793792724,,
1984-04-03,,,1.9549617767333984,1.9467015027999879,1.9109064102172852,1.8985156536102294,2.141646909713745,,
1984-04-04,,,1.9687292575836184,1.9577152967453002,1.9260505318641663,1.908841222524643,2.135313925743103,,
1984-04-05,,,1.9411944150924685,1.96046884059906,1.9356876611709595,1.912283045053482,2.128154900074005,,
1984-04-06,,,1.9549617767333984,1.96046884059906,1.9411945819854737,1.9136597990989686,2.1160396552085876,2.198092826604843,
1984-04-09,,,1.9549617767333984,1.9549618005752563,1.9467015027999879,1.9191667318344117,2.105576465129852,2.1906584656238555,
1984-04-10,,,1.913660287857056,1.946701502799988,1.9467015027999879,1.9267388522624969,2.0940119004249573,2.1829487574100495,
1984-04-11,,,1.844823122024536,1.9219202756881715,1.9398177862167358,1.9212319195270537,2.081070592403412,2.1763404405117033,
1984-04-12,,,1.858589768409729,1.9053993463516234,1.9329340934753418,1.9150365591049194,2.067027907371521,2.1698697900772093,
1984-04-13,,,1.9687292575836184,1.9081528425216674,1.9343108415603638,1.9212318658828735,2.054361972808838,2.163949842453003,
1984-04-16,,,2.0100314617156982,1.9191667795181275,1.937064290046692,1.9239853501319886,2.043072781562805,2.1591312718391418,
1984-04-17,,,2.078866481781006,1.9522080183029176,1.9494547605514527,1.930180585384369,2.0326095914840696,2.154863388538361,
1984-04-18,,,2.0650997161865234,1.996263337135315,1.959091806411743,1.9425711691379548,2.0215957069396975,2.150595500469208,
1984-04-19,,,2.1064023971557617,2.0458258628845214,1.9756126046180724,1.955650132894516,2.014987378120422,2.147015993595123,
1984-04-20,,,2.1064023971557617,2.07336049079895,1.990756666660309,1.9659756243228912,2.0083790493011473,2.147153661251068,
1984-04-23,,,2.1339361667633057,2.0981414318084717,2.0086541056632994,1.9776778042316436,2.0039734840393066,2.145226233005524,
1984-04-24,,,2.312912702560425,2.1449506759643553,2.0485793471336367,1.997640424966812,2.0045241689682007,2.1464653038978576,
1984-04-25,,,2.3542144298553467,2.20277361869812,2.0995184779167175,2.0196681320667267,2.0081036901474,2.1475666785240173,
1984-04-26,,,2.2853784561157227,2.238568830490112,2.142197346687317,2.0375657200813295,2.0094804620742797,2.1478420329093932,
1984-04-27,,,2.3817498683929443,2.293638324737549,2.1834994077682497,2.0589051246643066,2.012509279251099,2.1485304045677185,
1984-04-30,,,2.2991456985473637,2.32668023109436,2.212410831451416,2.074737560749054,2.013886013031006,2.1486680769920348,
1984-05-01,,,2.230309009552002,2.3101594924926756,2.2275550842285154,2.0885049223899843,2.013886013031006,2.148943440914154,
1984-05-02,,,2.0926356315612797,2.2578437328338623,2.230308675765991,2.094700241088867,2.010031156539917,2.1492188000679016,
1984-05-03,,,2.0375657081604004,2.2082811832427978,2.223425006866455,2.099518805742264,2.004799556732178,2.148668100833893,
1984-05-04,,,2.0237979888916016,2.1366908073425295,2.215164566040039,2.102960616350174,1.9984665775299073,2.1470160245895387,
1984-05-07,,,1.9687292575836184,2.070607519149781,2.1986438751220705,2.103648990392685,1.9904815292358398,2.1448132610321045,
1984-05-08,,,1.9687292575836184,2.018291568756104,2.16422553062439,2.1064024388790132,1.9827718257904052,2.1426104974746703,
1984-05-09,,,2.0100314617156982,2.0017707347869873,2.1298072338104252,2.114662855863571,1.9772648859024047,2.14054541349411,
1984-05-10,,,1.9962636232376096,1.9935103178024292,2.100895750522614,2.1215465486049654,1.9714825892448424,2.1377919471263884,
