Date,GRADE,GPS,KKR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-07-15,,,5.895045280456543,,,,,,
2010-07-16,,,5.600295066833496,,,,,,
2010-07-19,,,5.658088207244873,,,,,,
2010-07-20,,,5.345998287200928,,,,,,
2010-07-21,,,5.085923194885254,5.517070007324219,,,,,
2010-07-22,,,5.374895095825195,5.413039970397949,,,,,
2010-07-23,,,5.49048376083374,5.391077709197998,,,,,
2010-07-26,,,5.600295066833496,5.379519081115722,,,,,
2010-07-27,,,5.692766189575195,5.448872661590576,,,,,
2010-07-28,,,5.542501926422119,5.540188407897949,5.528629207611084,,,,
2010-07-29,,,5.478926658630371,5.560994720458984,5.487017345428467,,,,
2010-07-30,,,5.230410099029541,5.508979988098145,5.4500288486480715,,,,
2010-08-02,,,5.455807685852051,5.4800825119018555,5.429800796508789,,,,
2010-08-03,,,5.507822513580322,5.443093776702881,5.445983219146728,,,,
2010-08-04,,,5.513601303100586,5.437313652038574,5.488751029968261,,,,
2010-08-05,,,5.721661567687988,5.4858606338500975,5.523427677154541,,,,
2010-08-06,,,5.698545932769775,5.5794878005981445,5.544233894348144,,,,
2010-08-09,,,5.715884208679199,5.631503105163574,5.555792808532715,,,,
2010-08-10,,,5.681205749511719,5.666179752349853,5.554636764526367,,,,
2010-08-11,,,5.675428867340088,5.698545265197754,5.567929458618164,5.548279333114624,,,
2010-08-12,,,5.814133644104004,5.717039680480957,5.6014501571655275,5.544233751296997,,,
2010-08-13,,,5.871927738189697,5.751716041564942,5.665601921081543,5.557815384864807,,,
2010-08-16,,,5.773676872253418,5.7632745742797855,5.69738883972168,5.563594818115234,,,
2010-08-17,,,6.004855632781982,5.828004550933838,5.747092151641846,5.596537685394287,,,
2010-08-18,,,6.091547966003418,5.911228370666504,5.804886817932129,5.646818923950195,,,
2010-08-19,,,6.022193908691406,5.952840423583984,5.83494005203247,5.679183864593506,,,
2010-08-20,,,5.998898983001709,5.978234672546387,5.864975357055664,5.704604625701904,,,
2010-08-23,,,5.888238430023193,6.001146984100342,5.882210779190063,5.7190017938613895,,,
2010-08-24,,,5.923182487487793,5.9848123550415036,5.906408452987671,5.730522608757019,,,
2010-08-25,,,5.894063949584961,5.945315551757813,5.928271961212158,5.748100709915161,,,
2010-08-26,,,5.85911750793457,5.912700271606445,5.9327703475952145,5.7671102523803714,,,
2010-08-27,,,5.958128452301025,5.904546165466309,5.941390419006348,5.803496170043945,,,
2010-08-30,,,5.847468852996826,5.8963922500610355,5.948769617080688,5.823079228401184,,,
2010-08-31,,,5.83582067489624,5.878919887542724,5.931866121292114,5.83947913646698,,,
2010-09-01,,,5.963951587677002,5.892897415161133,5.919106483459473,5.861996650695801,,,
2010-09-02,,,5.946481704711914,5.910370254516602,5.911535263061523,5.873237657546997,,,
2010-09-03,,,5.969779014587402,5.912700366973877,5.908623266220093,5.886799311637878,,,
2010-09-06,,,5.969779014587402,5.937162399291992,5.916777324676514,5.899494051933289,,,
2010-09-07,,,5.969779014587402,5.963954067230224,5.921436977386475,5.913922715187073,,,
2010-09-08,,,5.969779014587402,5.965119552612305,5.929008483886719,5.928640222549438,,,
2010-09-09,,,5.923182487487793,5.9604597091674805,5.935414981842041,5.934092664718628,,,
2010-09-10,,,5.917357921600342,5.949975490570068,5.931337928771972,5.93636417388916,,,
2010-09-13,,,5.987250804901123,5.953469848632812,5.945316123962402,5.947042870521545,,,
2010-09-14,,,5.888238430023193,5.9371617317199705,5.950557899475098,5.941212010383606,,,
2010-09-15,,,5.9290080070495605,5.929007530212402,5.947063541412353,5.933085012435913,,,
2010-09-16,,,5.94065523147583,5.93250207901001,5.9464808940887455,5.9290080785751345,,,
2010-09-17,,,5.94065523147583,5.937161540985107,5.943568515777588,5.92609589099884,,,
2010-09-20,,,5.888238430023193,5.917359066009522,5.935414457321167,5.92609589099884,,,
2010-09-21,,,5.882415294647217,5.916194438934326,5.926678085327149,5.924057531356811,,,
2010-09-22,,,5.969779014587402,5.924348640441894,5.926678085327149,5.927843284606934,5.776103439331055,,
2010-09-23,,,5.987250804901123,5.933667755126953,5.933084917068482,5.934249949455261,5.777947549819946,,
2010-09-24,,,6.196918964385986,5.984920501708984,5.961041021347046,5.9461894750595095,5.789880027770996,,
2010-09-27,,,6.220218658447266,6.051316547393799,5.98433780670166,5.964826965332032,5.801122636795044,,
2010-09-28,,,6.109558582305908,6.096745204925537,6.006469821929931,5.978513860702515,5.816393842697144,,
2010-09-29,,,6.1736249923706055,6.137514400482178,6.030931520462036,5.988997530937195,5.838147878646851,,
2010-09-30,,,6.1736249923706055,6.174789237976074,6.054228496551514,6.000354695320129,5.854122476577759,,
2010-10-01,,,6.313403129577637,6.198086071014404,6.091503286361695,6.017535901069641,5.870580863952637,,
2010-10-04,,,6.2493391036987305,6.203910160064697,6.127613353729248,6.031513905525207,5.883561744689941,,
2010-10-05,,,6.30757999420166,6.243514442443848,6.170129823684692,6.04840395450592,5.8958580207824705,,
2010-10-06,,,6.115381240844727,6.231865692138672,6.184690046310425,6.055684065818786,5.907315607070923,,
2010-10-07,,,6.16197395324707,6.229535484313965,6.202162361145019,6.067623639106751,5.920976552963257,,
2010-10-08,,,6.464832305908203,6.2598213195800785,6.228953695297241,6.094997358322144,5.94566499710083,,
2010-10-11,,,6.40658712387085,6.291270923614502,6.2475905418396,6.11596417427063,5.964680585861206,,
2010-10-12,,,6.575490474700928,6.344853019714355,6.294183731079102,6.150326776504516,5.986033945083618,,
2010-10-13,,,6.616261959075928,6.445029163360596,6.338447427749633,6.184689474105835,6.008087158203125,,
2010-10-14,,,6.523072719573975,6.517248916625976,6.37339220046997,6.2138103485107425,6.024115381240844,,
2010-10-15,,,6.394943237304688,6.503271102905273,6.381546211242676,6.236524748802185,6.038043327331543,,
2010-10-18,,,6.5347208976745605,6.528897857666015,6.410084390640259,6.268848872184753,6.0544200611114505,,
2010-10-19,,,6.377471446990967,6.489294052124023,6.417073535919189,6.293601679801941,6.068345375061035,,
2010-10-20,,,6.627910614013672,6.491623783111573,6.468326473236084,6.326508259773254,6.0873950099945064,,
2010-10-21,,,6.872523307800293,6.561513900756836,6.539381408691407,6.370771884918213,6.108562803268432,,
2010-10-22,,,6.849228858947754,6.652371025085449,6.577821063995361,6.4033873796463014,6.128108825683594,,
2010-10-25,,,6.965713024139404,6.738569450378418,6.633733654022217,6.440662097930908,6.151949548721314,,
2010-10-26,,,6.94823694229126,6.852722549438477,6.67100830078125,6.482596015930175,6.170817174911499,,
2010-10-27,,,7.053071975708008,6.937754821777344,6.714689302444458,6.526568365097046,6.190047655105591,,
2010-10-28,,,7.198677062988281,7.002985572814941,6.7822497367858885,6.57782096862793,6.213577318191528,,
2010-10-29,,,7.3850555419921875,7.110150909423828,6.881260967254638,6.631403589248658,6.241300449371338,,
2010-11-01,,,7.286041736602783,7.174216651916504,6.956393051147461,6.6832387208938595,6.26925651550293,,
2010-11-02,,,7.367576599121094,7.2580845832824705,7.055403566360473,6.736238551139832,6.298144397735595,,
2010-11-03,,,7.396700382232666,7.326810264587403,7.132282543182373,6.800304508209228,6.32819712638855,,
2010-11-04,,,7.798565864562988,7.446788024902344,7.224886798858643,6.882134103775025,6.366986093521118,,
2010-11-05,,,7.717030048370361,7.513182926177978,7.3116669178009035,6.944743990898132,6.402164125442505,,
2010-11-08,,,7.69955587387085,7.595885753631592,7.385051202774048,7.009392428398132,6.439205865859986,,
2010-11-09,,,7.516933441162109,7.625757122039795,7.4419208526611325,7.056464576721192,6.4728281211853025,,
2010-11-10,,,7.617084503173828,7.669833946228027,7.4983221054077145,7.106505703926087,6.505890779495239,,
2010-11-11,,,7.81737756729126,7.673596286773682,7.5601921558380125,7.1712209463119505,6.543308696746826,,
2010-11-12,,,7.776140213012695,7.685418319702149,7.5993006229400635,7.240280795097351,6.579435920715332,,
2010-11-15,,,7.681880950927734,7.681883335113525,7.638884544372559,7.29763879776001,6.613677959442139,,
2010-11-16,,,7.505152702331543,7.6795271873474125,7.652642154693604,7.354022860527039,6.644385433197021,,
2010-11-17,,,7.452131748199463,7.646536636352539,7.658185291290283,7.395233917236328,6.674032487869263,,
2010-11-18,,,7.511043071746826,7.585269737243652,7.629433012008667,7.427159905433655,6.705789699554443,,
2010-11-19,,,7.540499687194824,7.5381416320800785,7.611779975891113,7.461723446846008,6.738252534866333,,
2010-11-22,,,7.528716564178467,7.507508754730225,7.594696044921875,7.489873623847961,6.7690818500518795,,
2010-11-23,,,7.516933441162109,7.5098649024963375,7.594696044921875,7.518308448791504,6.801655750274659,,
2010-11-24,,,7.564064502716064,7.532251453399658,7.589394044876099,7.543858075141907,6.834356880187988,,
2010-11-25,,,7.564064502716064,7.542855739593506,7.5640627384185795,7.5621274471282955,6.866825065612793,,
2010-11-26,,,7.5581746101379395,7.546390724182129,7.542266178131103,7.570783400535584,6.899175453186035,,
2010-11-29,,,7.505152702331543,7.541677951812744,7.524593353271484,7.5817389488220215,6.931513738632202,,
2010-11-30,,,7.410898685455322,7.520471000671387,7.515167951583862,7.583905053138733,6.9620834064483645,,
2010-12-01,,,7.452131748199463,7.498084449768067,7.515167951583862,7.586676621437073,6.991730461120605,6.38391695022583,
2010-12-02,,,7.522826671600342,7.489836883544922,7.5163463115692135,7.57288966178894,7.02244197845459,6.400194764137268,
2010-12-03,,,7.522826671600342,7.4827672958374025,7.514579010009766,7.5631794929504395,7.048960132598877,6.419420080184937,
