Date,GRADE,GPS,KKR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-12-06,,,7.593518733978271,7.500440502166748,7.521059226989746,7.55787763595581,7.076426134109497,6.4387743854522705,
2010-12-07,,,7.699556827545166,7.558172130584717,7.539321565628052,7.567008805274964,7.108226099014282,6.462309970855713,
2010-12-08,,,7.823268413543701,7.632399463653565,7.565241956710816,7.577318000793457,7.141218967437744,6.4896834230422975,
2010-12-09,,,7.882179260253906,7.704269981384277,7.5970534324646,7.58055808544159,7.17539005279541,6.514756264686585,
2010-12-10,,,7.899852275848389,7.779675102233886,7.631221199035645,7.586743688583374,7.207119035720825,6.538849949836731,
2010-12-13,,,7.91752290725708,7.844475936889649,7.672458219528198,7.598525786399842,7.2404827117919925,6.562022228240966,
2010-12-14,,,7.935195446014404,7.891603660583496,7.724887895584106,7.620027923583985,7.273035020828247,6.584446520805359,
2010-12-15,,,7.982325553894043,7.923415088653565,7.777907276153565,7.646537613868714,7.310373907089233,6.608844757080078,
2010-12-16,,,7.85272216796875,7.917523670196533,7.8108968257904055,7.66362156867981,7.344188871383667,6.632582712173462,
2010-12-17,,,7.882179260253906,7.913989067077637,7.8468320846557615,7.680705547332764,7.372535810470581,6.659100403785706,
2010-12-20,,,7.994106292724609,7.929305744171143,7.886890840530396,7.703975033760071,7.404286193847656,6.684483389854432,
2010-12-21,,,8.53608226776123,8.049483108520509,7.970543384552002,7.754932475090027,7.443498029708862,6.71476598739624,
2010-12-22,,,8.559645652770996,8.164947128295898,8.044181108474731,7.804711532592774,7.482365703582763,6.745226430892944,
2010-12-23,,,8.541975021362305,8.30279769897461,8.110160684585571,7.8536070585250854,7.52274374961853,6.773429565429687,
2010-12-24,,,8.541975021362305,8.434756851196289,8.174372959136964,7.902797079086303,7.565684385299683,6.801863856315613,
2010-12-27,,,8.494841575622559,8.53490390777588,8.232104825973511,7.952281522750854,7.604886798858643,6.829653429985046,
2010-12-28,,,8.335784912109375,8.494844436645508,8.272163772583008,7.998525834083557,7.644053068161011,6.856199221611023,
2010-12-29,,,8.483060836791992,8.479527473449707,8.322237300872803,8.050072288513183,7.681156072616577,6.884275541305542,
2010-12-30,,,8.441824913024902,8.459497451782227,8.381147575378417,8.096022200584411,7.712542104721069,6.910552453994751,
2010-12-31,,,8.365238189697266,8.424150085449218,8.429453468322754,8.138142776489257,7.74286229133606,6.935485558509827,
2011-01-03,,,8.541975021362305,8.433576774597167,8.484240341186524,8.18556559085846,7.774387531280517,6.963168540000916,
2011-01-04,,,8.5125150680542,8.468922805786132,8.48188362121582,8.226213502883912,7.805673093795776,6.988245134353638,
2011-01-05,,,8.91899585723877,8.556109809875489,8.517818641662597,8.280999875068664,7.842991571426392,7.0165196132659915,
2011-01-06,,,8.972016334533691,8.662148094177246,8.560822772979737,8.335491728782653,7.8784583568572994,7.046017837524414,
2011-01-07,,,8.81884765625,8.752869987487793,8.588510036468506,8.381441497802735,7.907134199142456,7.074217324256897,
2011-01-10,,,8.88953971862793,8.822382926940918,8.627979850769043,8.430042338371276,7.939204158782959,7.104230337142944,
2011-01-11,,,8.836525917053223,8.887185096740723,8.678053951263427,8.475108861923218,7.968583145141602,7.1333637714385985,
2011-01-12,,,8.966126441955566,8.896611213684082,8.726360511779784,8.524298906326294,7.99997166633606,7.164084396362305,
2011-01-13,,,9.219438552856444,8.946095657348632,8.80412187576294,8.59263472557068,8.028389120101929,7.197687606811524,
2011-01-14,,,9.237112998962402,9.029748725891114,8.891309356689453,8.660381412506103,8.05879077911377,7.230477452278137,
2011-01-17,,,9.237112998962402,9.099263381958007,8.960823154449463,8.722531747817992,8.0895419216156,7.264373893737793,
2011-01-18,,,9.248891830444336,9.18173656463623,9.034460830688477,8.758172225952148,8.124181089401246,7.298504605293274,
2011-01-19,,,8.98379898071289,9.185271072387696,9.040941143035889,8.779379892349244,8.151515378952027,7.328703079223633,
2011-01-20,,,8.860089302062988,9.113401222229005,9.029748439788818,8.795285606384278,8.172369613647462,7.357839155197143,
2011-01-21,,,8.901322364807129,9.04624309539795,9.037995910644531,8.81325297355652,8.19487325668335,7.387154588699341,
2011-01-24,,,8.877758026123047,8.974372100830077,9.036817741394042,8.832398796081543,8.218790798187255,7.416234378814697,
2011-01-25,,,8.736379623413086,8.871869659423828,9.026803112030029,8.852428531646728,8.243415336608887,7.443900384902954,
2011-01-26,,,8.812957763671875,8.837701416015625,9.01148624420166,8.868923377990722,8.270631856918335,7.4723321723937985,
2011-01-27,,,8.82474136352539,8.830631828308105,8.972016525268554,8.888069200515748,8.296905822753907,7.501347761154175,
2011-01-28,,,8.830631256103516,8.816493606567382,8.931368350982666,8.91133885383606,8.32270845413208,7.530480494499207,
2011-01-31,,,8.830631256103516,8.807068252563477,8.890720176696778,8.92577166557312,8.348746747970582,7.558914299011231,
2011-02-01,,,9.154635429382324,8.890719413757324,8.881294536590577,8.957877683639527,8.381500787734986,7.591578269004822,
2011-02-02,,,9.413841247558594,9.010896110534668,8.924298763275146,8.982619953155517,8.418496322631835,7.6264266014099125,
2011-02-03,,,9.784979820251465,9.202943801879883,9.016787815093995,9.023268127441407,8.462914628982544,7.664869847297669,
2011-02-04,,,10.008833885192873,9.438584327697754,9.127538967132569,9.082767438888549,8.511927814483643,7.705551633834839,
2011-02-07,,,9.885124206542969,9.649482917785644,9.228275585174561,9.132546663284302,8.559527244567871,7.745520491600036,
2011-02-08,,,9.596464157104492,9.737848663330078,9.3142840385437,9.170543575286866,8.603238554000855,7.782660980224609,
2011-02-09,,,9.56700611114502,9.768481636047364,9.389688873291016,9.200587558746339,8.645536041259765,7.818633251190185,
2011-02-10,,,9.52577304840088,9.716640281677247,9.459792041778565,9.21590428352356,8.685594968795776,7.8540184736251835,
2011-02-11,,,9.472750663757324,9.609423637390137,9.524003982543945,9.227686166763306,8.724593448638917,7.886776790618897,
2011-02-14,,,9.58468246459961,9.549335289001466,9.599409103393555,9.245064640045166,8.764416723251342,7.92042142868042,
2011-02-15,,,9.58468246459961,9.546978950500488,9.642413806915282,9.26185417175293,8.802119235992432,7.955172667503357,
2011-02-16,,,9.58468246459961,9.550514221191406,9.659497928619384,9.291898345947265,8.83734751701355,7.989283242225647,
2011-02-17,,,9.543445587158203,9.55404872894287,9.635344505310059,9.326066160202027,8.870572843551635,8.022981448173523,
2011-02-18,,,9.596464157104492,9.578791427612305,9.594107532501221,9.360823249816894,8.904505081176758,8.055812058448792,
2011-02-21,,,9.596464157104492,9.581147766113281,9.565241527557372,9.396758556365967,8.938083906173706,8.08928330898285,
2011-02-22,,,9.531664848327637,9.570544242858887,9.558761596679688,9.436522817611694,8.97001329421997,8.121524157524108,
2011-02-23,,,9.643592834472656,9.582326316833496,9.56642026901245,9.478054571151734,9.003238639831544,8.156806273460388,
2011-02-24,,,9.837998390197754,9.641236877441406,9.597642803192139,9.528717422485352,9.042944164276124,8.193566517829895,
2011-02-25,,,10.126657485961914,9.74727554321289,9.663033485412598,9.593518733978271,9.087833728790283,8.230184769630432,
2011-02-28,,,9.81442928314209,9.79086856842041,9.686008167266845,9.6427086353302,9.124240188598632,8.264263191223144,
2011-03-01,,,9.637704849243164,9.812076568603516,9.691310405731201,9.666862106323242,9.146272640228272,8.294885334968567,
2011-03-02,,,10.244478225708008,9.932253646850587,9.75728998184204,9.708393955230713,9.179969291687012,8.331167497634887,
2011-03-03,,,10.585956573486328,10.0818452835083,9.861541080474854,9.748442792892456,9.220848922729493,8.371796336174011,
2011-03-04,,,10.591948509216309,10.17490348815918,9.961089515686036,9.777598524093628,9.261848392486572,8.413766388893128,
2011-03-07,,,10.442179679870604,10.300453567504883,10.045661067962646,9.80545129776001,9.300795154571533,8.452840976715088,
2011-03-08,,,10.490104675292969,10.470933532714843,10.14150505065918,9.850133323669434,9.343881549835205,8.493967308998108,
2011-03-09,,,10.436182022094728,10.509274291992188,10.220763969421387,9.893592119216919,9.38294397354126,8.532050023078918,
2011-03-10,,,10.322358131408691,10.45655460357666,10.26919994354248,9.93342137336731,9.420554637908936,8.566548371315003,
2011-03-11,,,10.430192947387695,10.424203491210937,10.299553489685058,9.981293487548829,9.461853733062744,8.602358012199401,
2011-03-14,,,10.352312088012695,10.406229972839355,10.353341770172118,10.019674968719482,9.498060474395752,8.636224002838135,
2011-03-15,,,9.938939094543455,10.295996856689452,10.383465194702149,10.037387800216674,9.526588954925536,8.666131024360658,
2011-03-16,,,9.483628273010254,10.105486106872558,10.307380199432373,10.032335090637208,9.537881603240967,8.690436587333679,
2011-03-17,,,9.831101417541504,10.00723476409912,10.23189468383789,10.046717882156372,9.555063304901124,8.716760830879211,
2011-03-18,,,9.75322151184082,9.871840476989746,10.148021984100343,10.054555749893188,9.57375078201294,8.740442490577697,
2011-03-21,,,10.064746856689451,9.814327430725097,10.110278701782226,10.077969884872436,9.59725492477417,8.768229541778565,
2011-03-22,,,10.184568405151367,9.86345329284668,10.079725074768067,10.110615062713624,9.624215774536133,8.796399459838867,
2011-03-23,,,10.250466346740724,10.016820907592773,10.061153507232666,10.140958738327026,9.649902572631836,8.824937119483948,
2011-03-24,,,10.567986488342283,10.16419792175293,10.085716342926025,10.177458143234253,9.676873531341553,8.85263132572174,
2011-03-25,,,10.687804222106934,10.351114463806152,10.111477470397949,10.205515480041504,9.705887355804443,8.882339067459107,
2011-03-28,,,10.55001163482666,10.448167419433593,10.131247425079346,10.242294597625733,9.732145328521728,8.910843625068665,
2011-03-29,,,10.430192947387695,10.49729232788086,10.18037281036377,10.281919002532959,9.755771350860595,8.939976220130921,
2011-03-30,,,10.076729774475098,10.462545013427734,10.239682960510255,10.273531579971314,9.777629966735839,8.964572672843934,
2011-03-31,,,9.831101417541504,10.315167999267578,10.239682960510255,10.235788822174072,9.79705020904541,8.984709911346435,
2011-04-01,,,10.130643844604492,10.20373592376709,10.277425193786621,10.212723588943481,9.821636638641358,9.008254947662353,
2011-04-04,,,10.268440246582031,10.147421646118165,10.297794532775878,10.204036617279053,9.849450283050537,9.034120540618897,
2011-04-05,,,10.430192947387695,10.147421646118165,10.322356986999512,10.20104103088379,9.883326549530029,9.063370943069458,
2011-04-06,,,10.436182022094728,10.21931209564209,10.340928554534912,10.20104103088379,9.915791034698486,9.09321144580841,
2011-04-07,,,10.418213844299316,10.336734580993653,10.325951290130615,10.20583381652832,9.947660484313964,9.122283153533935,
2011-04-08,,,10.418213844299316,10.394248580932617,10.298992252349853,10.205234861373901,9.979412136077881,9.15106029510498,
2011-04-11,,,10.424205780029297,10.42540168762207,10.286411666870118,10.208829545974732,10.011283626556397,9.18001518726349,
2011-04-12,,,10.538029670715332,10.446969032287598,10.297195339202881,10.238784074783325,10.038951511383056,9.210226149559022,
2011-04-13,,,10.753706932067873,10.510474014282227,10.364893054962158,10.302288007736205,10.065748825073243,9.242122573852539,
2011-04-14,,,10.669828414916992,10.560796928405761,10.448765754699707,10.34422435760498,10.083445796966553,9.273180212974548,
2011-04-15,,,10.915457725524902,10.66024570465088,10.527247142791747,10.402336168289185,10.101578273773193,9.306753044128419,
2011-04-18,,,10.67581844329834,10.710568237304688,10.56798496246338,10.43288974761963,10.1173921585083,9.338459701538087,
2011-04-19,,,10.573975563049316,10.717757415771484,10.58236322402954,10.452360105514526,10.136942386627197,9.370090470314025,
2011-04-20,,,10.771677017211914,10.721351432800294,10.61591272354126,10.478420639038086,10.161035804748535,9.40328592300415,7.89360143661499
2011-04-21,,,10.909462928771973,10.76927833557129,10.665037631988525,10.49549446105957,10.188709602355956,9.437152285575866,7.918673524856567
2011-04-22,,,10.909462928771973,10.768079376220703,10.71416254043579,10.506577396392823,10.21744384765625,9.471018648147583,7.94521936416626
2011-04-25,,,10.921449661254885,10.817205619812011,10.76388692855835,10.525149297714233,10.244179191589355,9.504297957420349,7.97153617143631
2011-04-26,,,10.963382720947266,10.895087051391602,10.806422233581543,10.551808786392211,10.27175319671631,9.53693621635437,7.999623093605042
2011-04-27,44.76674737773635,A,11.017300605773926,10.944211769104005,10.83278160095215,10.598837327957153,10.300405559539795,9.568876538276673,8.029279980659485
2011-04-28,44.951678817446776,A,11.244961738586426,11.011311531066895,10.890294933319092,10.669530344009399,10.334435882568359,9.602504363059998,8.05863031387329
2011-04-29,45.16419724211,A,11.358787536621094,11.101176452636718,10.934627914428711,10.73093752861023,10.36968235015869,9.637093715667724,8.087971832752228
2011-05-02,45.226453115122894,A,11.143112182617188,11.145508956909179,10.981357288360595,10.774671125411988,10.400615310668945,9.669349608421326,8.115685918331145
2011-05-03,45.12092256528653,A,10.927437782287598,11.138319969177246,11.016703510284424,10.799533367156982,10.428530769348145,9.699272031784057,8.141859276294708
2011-05-04,44.82456141875761,A,10.663841247558594,11.067628097534179,11.005919933319092,10.810916328430176,10.448935737609863,9.726087188720703,8.167465972900391
2011-05-05,44.29613672326196,A,10.573975563049316,10.933430862426757,10.972371196746826,10.818704414367676,10.463655281066895,9.753299722671509,8.192941217422485
2011-05-06,43.77269995485414,A,10.621904373168944,10.786054229736328,10.943615341186524,10.828888940811158,10.473560218811036,9.780696973800659,8.219898688793183
2011-05-09,43.41417991653069,P,10.65785026550293,10.689001846313477,10.917255401611328,10.840571165084839,10.490428638458251,9.807334413528443,8.245908901691436
2011-05-10,43.18525196097041,P,10.663841247558594,10.636282539367675,10.887301254272462,10.846861743927002,10.51095136642456,9.828612003326416,8.271688995361329
2011-05-11,43.01774324732787,P,10.496098518371582,10.602733993530274,10.835181045532227,10.833981323242188,10.515983772277831,9.847976531982422,8.296601481437683
2011-05-12,42.849872879022676,P,10.368759155273438,10.561690711975098,10.747560787200928,10.81892786026001,10.511639823913574,9.866244373321534,8.31983696937561
2011-05-13,42.75094182383166,P,10.574920654296877,10.552293968200683,10.669174098968506,10.801901006698609,10.511299266815186,9.886573829650878,8.344218842983246
2011-05-16,42.622160499508816,P,10.520344734191896,10.524792861938476,10.606897354125977,10.794127321243286,10.512862567901612,9.906828861236573,8.36824114561081
2011-05-17,42.49052918789024,P,10.441523551940918,10.480329322814942,10.558305931091308,10.787504720687867,10.51189094543457,9.927886247634888,8.392042734622954
2011-05-18,42.57573119317619,P,10.550666809082031,10.491242980957031,10.546988487243652,10.776454210281372,10.514180641174317,9.948562307357788,8.416418924331666
2011-05-19,42.749615514472076,P,10.477903366088867,10.513071823120118,10.537381267547607,10.754876232147216,10.51729154586792,9.968923091888428,8.439737772941589
2011-05-20,42.76546750328191,P,10.386950492858888,10.475477790832521,10.513885879516602,10.728750610351563,10.516426696777344,9.989140214920043,8.462312886714935
2011-05-23,42.63031912219096,P,10.156534194946287,10.402715682983398,10.463754272460937,10.690504837036134,10.512511138916016,10.005285806655884,8.4842271733284
2011-05-24,42.6445719704333,P,10.380887985229492,10.390588569641114,10.435458946228028,10.661380100250245,10.521350116729737,10.023969535827638,8.506107335090638
2011-05-25,42.526856540796075,P,10.302056312561035,10.340866470336914,10.416054725646973,10.6256178855896,10.537718677520752,10.03780014038086,8.527159876823426
2011-05-26,42.410351097331606,P,10.308125495910645,10.30691089630127,10.409991359710693,10.57877607345581,10.547259159088135,10.051161231994628,8.548589534759522
2011-05-27,42.416166572399426,P,10.380887985229492,10.30569839477539,10.390588092803956,10.52988109588623,10.559812488555908,10.066781635284423,8.57049947977066
2011-05-30,42.588400374223134,P,10.380887985229492,10.350569152832032,10.376642417907714,10.491769886016845,10.56613531112671,10.081695117950439,8.592962727546691
2011-05-31,42.623666306045216,P,10.423334121704102,10.359058380126953,10.374823474884034,10.466564702987672,10.570910625457763,10.097563199996948,8.615463485717774
2011-06-01,42.71299406931205,P,10.429396629333496,10.384526443481445,10.36269645690918,10.454842472076416,10.574489231109618,10.112195901870727,8.638140149116516
2011-06-02,42.822314542788526,P,10.465775489807127,10.416056442260741,10.361483669281006,10.449432468414306,10.572445011138916,10.124659271240235,8.661173439025879
2011-06-03,42.774281563668325,P,10.259615898132324,10.391802024841308,10.34875020980835,10.431318044662476,10.563881244659424,10.134884300231933,8.682680876255036
2011-06-06,42.544243338970695,P,9.932177543640137,10.302059936523438,10.326314544677734,10.395034408569336,10.551524562835693,10.141834945678712,8.703104419708252
2011-06-07,42.24307272133709,P,9.877609252929688,10.192914962768555,10.275986671447754,10.355722808837891,10.540472888946534,10.148122119903565,8.72331336259842
2011-06-08,41.83158630870894,P,9.59868335723877,10.02677230834961,10.205649375915527,10.31085205078125,10.530911960601806,10.154270963668823,8.741487021446227
2011-06-09,41.53062037495557,P,9.75633716583252,9.884884643554688,10.150470542907716,10.280230951309203,10.529416675567626,10.163233442306518,8.76053629875183
2011-06-10,41.28122614501522,P,9.653254508972168,9.763612365722656,10.077707195281983,10.234147644042968,10.51986888885498,10.170752763748169,8.778953676223756
2011-06-13,41.1263947265186,P,9.483473777770996,9.673871612548828,9.987965774536132,10.182304096221923,10.50416955947876,10.176809921264649,8.796522150039673
2011-06-14,41.10227803740931,P,9.604743003845217,9.619298362731934,9.906106662750243,10.14046506881714,10.48766056060791,10.18549355506897,8.814696969985961
2011-06-15,41.063508852531626,P,9.356139183044434,9.570789527893066,9.798780918121338,10.08073868751526,10.466059703826904,10.190925369262695,8.831628770828248
2011-06-16,40.88656375357268,P,9.35007381439209,9.48953685760498,9.687210750579833,10.02434720993042,10.44469690322876,10.196178693771362,8.848763227462769
2011-06-17,40.88780222391383,P,9.441027641296388,9.447091484069826,9.60535192489624,9.977051067352296,10.425153179168701,10.202282657623291,8.866381576061249
2011-06-20,40.90704226733586,P,9.228802680969238,9.396157264709474,9.535014438629151,9.930664491653442,10.4012451171875,10.206264371871947,8.882589335441589
2011-06-21,40.95605954172182,P,9.519854545593262,9.379179573059082,9.499238967895508,9.88761281967163,10.380881614685059,10.209916563034058,8.90074741601944
2011-06-22,41.261337563169796,P,9.695700645446776,9.447091865539551,9.508940696716309,9.857295036315918,10.359721488952637,10.21273515701294,8.919580879211425
2011-06-23,41.51388727045965,P,9.61687183380127,9.500451469421387,9.494994163513184,9.82273235321045,10.338662357330323,10.211054077148438,8.937961962223053
2011-06-24,41.59633611407171,P,9.556236267089844,9.523493194580078,9.485292339324952,9.781499767303467,10.31147792816162,10.206528100967407,8.956039867401124
2011-06-27,41.75060090978645,B,9.495599746704102,9.576852607727051,9.486504936218262,9.737235355377198,10.287873554229737,10.202632856369018,8.974076673984527
