Date,GRADE,GPS,AOS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4234822690486908,,,,,,
1983-11-22,,,0.4206780195236206,,,,,,
1983-11-23,,,0.412263959646225,,,,,,
1983-11-24,,,0.412263959646225,,,,,,
1983-11-25,,,0.3982416689395904,0.41338597536087035,,,,,
1983-11-28,,,0.3898283541202545,0.4066551923751831,,,,,
1983-11-29,,,0.3842191398143768,0.39936341643333434,,,,,
1983-11-30,,,0.3814143538475036,0.39319349527359004,,,,,
1983-12-01,,,0.3758057057857513,0.38590184450149534,,,,,
1983-12-02,,,0.3589785993099212,0.3780492305755615,0.3957176029682159,,,,
1983-12-05,,,0.3701965808868408,0.3741228759288787,0.3903890341520309,,,,
1983-12-06,,,0.3701965808868408,0.3713183641433716,0.38534089028835294,,,,
1983-12-07,,,0.3701965808868408,0.369074809551239,0.3811341524124145,,,,
1983-12-08,,,0.3701965808868408,0.3679529845714569,0.3769274145364761,,,,
1983-12-09,,,0.3701965808868408,0.3701965808868408,0.3741229057312011,,,,
1983-12-12,,,0.3954373598098755,0.37524473667144775,0.37468380630016324,,,,
1983-12-13,,,0.4010465443134308,0.38141472935676574,0.37636654675006864,,,,
1983-12-14,,,0.3814143538475036,0.38365828394889834,0.37636654675006864,,,,
1983-12-15,,,0.3842191398143768,0.38646279573440545,0.3772078901529312,,,,
1983-12-16,,,0.3758057057857513,0.3875846207141876,0.37889060080051423,0.3873041018843651,,,
1983-12-19,,,0.3758057057857513,0.38365828990936274,0.3794515132904053,0.38492027372121806,,,
1983-12-20,,,0.3898283541202545,0.3814146518707275,0.38141469061374667,0.38337779045104975,,,
1983-12-21,,,0.3814143538475036,0.38141465187072754,0.38253646790981294,0.3818353101611137,,,
1983-12-22,,,0.3758057057857513,0.3797319650650024,0.383097380399704,0.38001239746809,,,
1983-12-23,,,0.3842191398143768,0.3814146518707275,0.3844996362924576,0.3793112710118293,,,
1983-12-26,,,0.3842191398143768,0.38309733867645257,0.3833778142929077,0.37903081029653546,,,
1983-12-27,,,0.3870233297348022,0.3825363337993621,0.38197549283504484,0.37917101979255674,,,
1983-12-28,,,0.3870233297348022,0.38365812897682183,0.3825363904237747,0.37945146858692164,,,
1983-12-29,,,0.3814143538475036,0.3847798585891723,0.38225591182708735,0.37973190099000925,,,
1983-12-30,,,0.3926326334476471,0.38646255731582635,0.38393860459327694,0.38141460269689553,,,
1984-01-02,,,0.3926326334476471,0.3881452560424804,0.3856212973594665,0.3825364053249359,,,
1984-01-03,,,0.3898283541202545,0.38870626091957095,0.3856212973594665,0.3835179939866066,,,
1984-01-04,,,0.3842191398143768,0.3881454229354858,0.3859017759561538,0.38421912193298335,,,
1984-01-05,,,0.3814143538475036,0.3881454229354858,0.38646264076232906,0.3847800105810165,,,
1984-01-06,,,0.3758057057857513,0.3847800374031066,0.38562129735946654,0.385060466825962,,,
1984-01-09,,,0.3617827594280243,0.37861006259918206,0.3833776593208313,0.3833777368068695,,,
1984-01-10,,,0.3786100149154663,0.3763663947582244,0.3825363278388977,0.38225591033697126,,,
1984-01-11,,,0.3870233297348022,0.37692723274230955,0.3825363278388977,0.38253635913133616,,,
1984-01-12,,,0.3870233297348022,0.3780490279197693,0.38309722542762753,0.38267656862735744,,,
1984-01-13,,,0.3814143538475036,0.37917075753211976,0.38197539746761316,0.3829570010304451,,,
1984-01-16,,,0.3842191398143768,0.3836580336093902,0.38113404810428614,0.3833776727318764,,,
1984-01-17,,,0.3842191398143768,0.3847798585891723,0.38057312667369836,0.3830972120165825,,,
