Date,GRADE,GPS,NTRS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7514700293540955,,,,,,
1983-11-22,,,0.7514700293540955,,,,,,
1983-11-23,,,0.7546145915985107,,,,,,
1983-11-24,,,0.7546145915985107,,,,,,
1983-11-25,,,0.7514700293540955,0.7527278542518616,,,,,
1983-11-28,,,0.7514700293540955,0.7527278542518616,,,,,
1983-11-29,,,0.7546145915985107,0.7533567667007446,,,,,
1983-11-30,,,0.7577587366104126,0.753985595703125,,,,,
1983-12-01,,,0.7577587366104126,0.7546144247055053,,,,,
1983-12-02,,,0.7577587366104126,0.7558721661567688,0.7543000102043151,,,,
1983-12-05,,,0.7546145915985107,0.7565010786056519,0.7546144664287567,,,,
1983-12-06,,,0.7546145915985107,0.7565010786056519,0.7549289226531982,,,,
1983-12-07,,,0.7546145915985107,0.7558722496032715,0.7549289226531982,,,,
1983-12-08,,,0.7546145915985107,0.7552434206008911,0.7549289226531982,,,,
1983-12-09,,,0.7546145915985107,0.7546145915985107,0.7552433788776398,,,,
1983-12-12,,,0.7546145915985107,0.7546145915985107,0.7555578351020813,,,,
1983-12-13,,,0.7546145915985107,0.7546145915985107,0.7555578351020813,,,,
1983-12-14,,,0.7546145915985107,0.7546145915985107,0.7552434206008911,,,,
1983-12-15,,,0.7546145915985107,0.7546145915985107,0.7549290060997009,,,,
1983-12-16,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7544573009014129,,,
1983-12-19,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7546145290136337,,,
1983-12-20,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7547717571258545,,,
1983-12-21,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7547717571258545,,,
1983-12-22,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7547717571258545,,,
1983-12-23,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7549289852380753,,,
1983-12-26,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.755086213350296,,,
1983-12-27,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.755086213350296,,,
1983-12-28,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7549290060997009,,,
1983-12-29,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7547717988491058,,,
1983-12-30,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7546145915985107,,,
1984-01-02,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7546145915985107,,,
1984-01-03,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7546145915985107,,,
1984-01-04,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7546145915985107,,,
1984-01-05,,,0.7546145915985107,0.7546145915985107,0.7546145915985107,0.7546145915985107,,,
1984-01-06,,,0.7577587366104126,0.7552434206008911,0.7549290060997009,0.7547717988491058,,,
1984-01-09,,,0.7577587366104126,0.7558722496032715,0.7552434206008911,0.7549290060997009,,,
1984-01-10,,,0.7577587366104126,0.7565010786056519,0.7555578351020813,0.755086213350296,,,
1984-01-11,,,0.7577587366104126,0.7571299076080322,0.7558722496032715,0.7552434206008911,,,
1984-01-12,,,0.7577587366104126,0.7577587366104126,0.7561866641044617,0.7554006278514862,,,
1984-01-13,,,0.7577587366104126,0.7577587366104126,0.7565010786056519,0.7555578351020813,,,
1984-01-16,,,0.7577587366104126,0.7577587366104126,0.756815493106842,0.7557150423526764,,,
1984-01-17,,,0.7577587366104126,0.7577587366104126,0.7571299076080322,0.7558722496032715,,,
1984-01-18,,,0.7577587366104126,0.7577587366104126,0.7574443221092224,0.7560294568538666,,,
1984-01-19,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7561866641044617,,,
1984-01-20,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7563438713550568,,,
1984-01-23,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7565010786056519,,,
1984-01-24,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.756658285856247,,,
1984-01-25,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.756815493106842,,,
1984-01-26,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7569727003574371,,,
1984-01-27,,,0.7640470862388611,0.7590164065361023,0.7583875715732574,0.7574443250894547,0.7556835687160492,,
1984-01-30,,,0.7640470862388611,0.760274076461792,0.7590164065361023,0.7579159498214721,0.7559351098537445,,
1984-01-31,,,0.7640470862388611,0.7615317463874817,0.7596452414989472,0.7583875745534897,0.7561866509914398,,
1984-02-01,,,0.767191469669342,0.7634182929992676,0.7605885148048401,0.7590164184570313,0.7564381885528565,,
1984-02-02,,,0.767191469669342,0.7653048396110534,0.7615317881107331,0.7596452623605728,0.7566897261142731,,
1984-02-03,,,0.767191469669342,0.7659337162971497,0.762475061416626,0.7601168990135193,0.757004154920578,,
1984-02-06,,,0.767191469669342,0.7665625929832458,0.763418334722519,0.7605885356664658,0.757318583726883,,
1984-02-07,,,0.7640470862388611,0.7665625929832458,0.7640471696853638,0.7609029531478881,0.75750723361969,,
1984-02-08,,,0.7640470862388611,0.7659337162971497,0.7646760046482086,0.7612173706293106,0.7576330006122589,,
1984-02-09,,,0.7640470862388611,0.7653048396110534,0.7653048396110534,0.7615317881107331,0.7577587676048279,,
1984-02-10,,,0.7640470862388611,0.7646759629249573,0.7653048396110534,0.7618462055921554,0.7578845345973968,,
1984-02-13,,,0.7609031796455383,0.7634183049201966,0.7649904489517212,0.7620034277439117,0.7580103063583374,,
1984-02-14,,,0.7640470862388611,0.7634183049201966,0.7649904489517212,0.7623178452253342,0.7581989562511444,,
1984-02-15,,,0.7640470862388611,0.7634183049201966,0.7646760106086731,0.7626322627067565,0.7583876061439514,,
1984-02-16,,,0.7609031796455383,0.762789523601532,0.7640471816062927,0.7627894848585128,0.7585133779048919,,
1984-02-17,,,0.7609031796455383,0.7621607422828675,0.7634183526039123,0.7629467070102691,0.7586391496658326,,
1984-02-20,,,0.7609031796455383,0.7621607422828675,0.762789523601532,0.7631039291620254,0.7587649214267731,,
1984-02-21,,,0.7609031796455383,0.7615319609642028,0.7624751329421997,0.7632611513137817,0.7588906931877136,,
1984-02-22,,,0.7609031796455383,0.7609031796455383,0.7621607422828675,0.763418373465538,0.7590164649486542,,
1984-02-23,,,0.7609031796455383,0.7609031796455383,0.7618463516235352,0.7635755956172943,0.7591422367095947,,
1984-02-24,,,0.7609031796455383,0.7609031796455383,0.7615319609642028,0.7634184002876282,0.7592680084705353,,
1984-02-27,,,0.7609031796455383,0.7609031796455383,0.7615319609642028,0.763261204957962,0.7593937802314759,,
1984-02-28,,,0.7609031796455383,0.7609031796455383,0.7612175703048706,0.7631040096282959,0.7595195519924164,,
1984-02-29,,,0.7609031796455383,0.7609031796455383,0.7609031796455383,0.7627895951271058,0.7596453237533569,,
1984-03-01,,,0.7609031796455383,0.7609031796455383,0.7609031796455383,0.7624751806259156,0.7597710955142974,,
1984-03-02,,,0.7609031796455383,0.7609031796455383,0.7609031796455383,0.7621607661247254,0.7598968672752381,,
1984-03-05,,,0.7577587366104126,0.7602742910385132,0.7605887353420258,0.7616891294717789,0.7599597501754761,,
1984-03-06,,,0.7577587366104126,0.759645402431488,0.7602742910385132,0.7613747119903564,0.7600226330757142,,
1984-03-07,,,0.7577587366104126,0.7590165138244629,0.7599598467350006,0.761060294508934,0.7600855159759522,,
1984-03-08,,,0.7577587366104126,0.7583876252174377,0.759645402431488,0.7607458770275116,0.7601483988761902,,
1984-03-09,,,0.7577587366104126,0.7577587366104126,0.7593309581279755,0.7604314595460892,0.7602112817764283,,
1984-03-12,,,0.7577587366104126,0.7577587366104126,0.7590165138244629,0.7602742373943329,0.7602741646766663,,
1984-03-13,,,0.7577587366104126,0.7577587366104126,0.7587020695209503,0.7599598199129105,0.7603370475769043,,
1984-03-14,,,0.7577587366104126,0.7577587366104126,0.7583876252174377,0.759645402431488,0.7603999304771424,,
1984-03-15,,,0.7577587366104126,0.7577587366104126,0.7580731809139252,0.7594881802797318,0.7604628133773804,,
1984-03-16,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7593309581279755,0.7604628133773804,,
1984-03-19,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7591737359762192,0.7604628133773804,,
1984-03-20,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7590165138244629,0.7604628133773804,,
1984-03-21,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7588592916727066,0.7604628133773804,,
1984-03-22,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7587020695209503,0.7604628133773804,,
1984-03-23,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.758544847369194,0.7604628133773804,,
1984-03-26,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7583876252174377,0.7604628133773804,,
1984-03-27,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7582304030656815,0.7604628133773804,,
1984-03-28,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7580731809139252,0.7604628133773804,,
1984-03-29,,,0.7577587366104126,0.7577587366104126,0.7577587366104126,0.7579159587621689,0.7604628133773804,,
