Date,GRADE,GPS,BEN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.0280776135623455,,,,,,
1983-11-22,,,0.02899806573987,,,,,,
1983-11-23,,,0.02899806573987,,,,,,
1983-11-24,,,0.02899806573987,,,,,,
1983-11-25,,,0.02899806573987,0.028813975304365098,,,,,
1983-11-28,,,0.02899806573987,0.02899806573987,,,,,
1983-11-29,,,0.02899806573987,0.02899806573987,,,,,
1983-11-30,,,0.02899806573987,0.02899806573987,,,,,
1983-12-01,,,0.0285380631685256,0.02890606522560112,,,,,
1983-12-02,,,0.0285380631685256,0.028814064711332237,0.02881402000784867,,,,
1983-12-05,,,0.0285380631685256,0.028722064197063357,0.02886006496846668,,,,
1983-12-06,,,0.0285380631685256,0.02863006368279448,0.028814064711332237,,,,
1983-12-07,,,0.0285380631685256,0.0285380631685256,0.0287680644541978,,,,
1983-12-08,,,0.0285380631685256,0.0285380631685256,0.028722064197063357,,,,
1983-12-09,,,0.0285380631685256,0.0285380631685256,0.02867606393992892,,,,
1983-12-12,,,0.0285380631685256,0.0285380631685256,0.02863006368279448,,,,
1983-12-13,,,0.0285380631685256,0.0285380631685256,0.02858406342566004,,,,
1983-12-14,,,0.0285380631685256,0.0285380631685256,0.0285380631685256,,,,
1983-12-15,,,0.02899806573987,0.028630063682794478,0.02858406342566004,,,,
1983-12-16,,,0.02899806573987,0.028722064197063357,0.02863006368279448,0.028722041845321573,,,
1983-12-19,,,0.0299189500510692,0.02899824157357208,0.028768152371048843,0.02881410866975776,,,
1983-12-20,,,0.0294585153460502,0.029182332009077,0.028860197588801297,0.02883713115006677,,,
1983-12-21,,,0.0294585153460502,0.02936642244458192,0.028952242806553757,0.02886015363037578,,,
1983-12-22,,,0.0299189500510692,0.029550599306821756,0.02909033149480812,0.02890619784593574,,,
1983-12-23,,,0.0326802507042884,0.030287036299705437,0.029504550248384404,0.029090307094156657,,,
1983-12-26,,,0.0326802507042884,0.030839296430349283,0.029918769001960676,0.02927441634237758,,,
1983-12-27,,,0.0317598320543766,0.03129955977201456,0.030240945890545778,0.02941250465810291,,,
1983-12-28,,,0.0322202444076538,0.031851905584335274,0.030609164014458602,0.029573613591492104,,,
1983-12-29,,,0.0322202444076538,0.0323121644556522,0.03093138188123698,0.029757722653448514,,,
1983-12-30,,,0.0322202444076538,0.03222016319632528,0.03125359974801536,0.029941831715404914,,,
1984-01-02,,,0.0322202444076538,0.03212816193699837,0.03148372918367382,0.030125940777361325,,,
1984-01-03,,,0.0322202444076538,0.0322202444076538,0.03175990208983419,0.03031004983931774,,,
1984-01-04,,,0.0322202444076538,0.0322202444076538,0.03203607499599455,0.03049415890127415,,,
1984-01-05,,,0.0322202444076538,0.0322202444076538,0.032266204431653,0.03067826796323056,,,
1984-01-06,,,0.0322202444076538,0.0322202444076538,0.03222020380198954,0.03086237702518697,,,
1984-01-09,,,0.0317598320543766,0.032128161936998356,0.03212816193699836,0.03102346546947952,,,
1984-01-10,,,0.0317598320543766,0.032036079466342925,0.03212816193699836,0.031184553913772072,,,
1984-01-11,,,0.0317598320543766,0.031943996995687486,0.032082120701670644,0.03134564235806462,,,
1984-01-12,,,0.0326802507042884,0.032035998255014395,0.0321281213313341,0.03152975160628554,,,
1984-01-13,,,0.0326802507042884,0.032127999514341324,0.03217412196099756,0.03171386085450646,,,
1984-01-16,,,0.0326802507042884,0.03231208324432368,0.032220122590661024,0.03185192588716742,,,
1984-01-17,,,0.0331406965851783,0.03258825615048402,0.032312167808413464,0.032036034949123826,,,
1984-01-18,,,0.0331406965851783,0.032864429056644356,0.032404213026165925,0.03222014401108023,,,
1984-01-19,,,0.034521572291851,0.03323269337415687,0.032634345814585644,0.03245027512311932,,,
1984-01-20,,,0.0349820293486118,0.03369304910302156,0.032910524308681445,0.03256536405533549,,,
1984-01-23,,,0.0354419946670532,0.03424539789557453,0.0332787405699491,0.03270345125347373,,,
1984-01-24,,,0.0363629125058651,0.03488984107971188,0.03373904861509795,0.032933605276048154,,,
1984-01-25,,,0.0363629125058651,0.03553428426384923,0.0341993566602468,0.03314073868095872,,,
1984-01-26,,,0.0363629125058651,0.035902552306652055,0.03456762284040447,0.03334787208586929,,,
1984-01-27,,,0.0363629125058651,0.03617872893810272,0.03493588902056214,0.03355500549077985,0.03116153888404364,,
1984-01-30,,,0.035902451723814,0.03627082034945488,0.035258109122514696,0.03373911585658786,0.03131803564727301,,
1984-01-31,,,0.035902451723814,0.036178728193044664,0.03553428463637827,0.033923226222395866,0.03145612336695189,,
1984-02-01,,,0.0349820293486118,0.035902551561594,0.035718417912721616,0.03406131546944377,0.03157580263912673,,
1984-02-02,,,0.0340611301362514,0.035442195087671255,0.035672373697161655,0.03415335975587365,0.031677063927054355,,
1984-02-03,,,0.034521572291851,0.03507392704486844,0.035626327991485573,0.034268426150083506,0.03178753405809397,,
1984-02-06,,,0.0340611301362514,0.03470566272735592,0.0354882415384054,0.03438349105417725,0.031888795346021605,,
1984-02-07,,,0.0326802507042884,0.0340612225234508,0.03511997535824773,0.03442951198667284,0.03196243904530997,,
1984-02-08,,,0.0312993787229061,0.033324692398309666,0.03461362197995183,0.034406489320099314,0.032008465304970694,,
1984-02-09,,,0.0312993787229061,0.032772342115640604,0.03410726860165593,0.0343374457210302,0.03206369161605831,,
1984-02-10,,,0.0317598320543766,0.03221999406814572,0.03364696055650708,0.03429142478853461,0.032128126993775326,,
1984-02-13,,,0.0326802507042884,0.03194381818175312,0.03332474045455452,0.03429142478853461,0.032210970744490586,,
