Date,GRADE,GPS,CCL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1987-09-04,,,1.950493335723877,2.0027115821838377,2.02574907541275,1.9574051022529602,,,
1987-09-07,,,1.950493335723877,1.978138256072998,2.0272848129272463,1.9589408874511718,,,
1987-09-08,,,1.904419183731079,1.9474218845367433,2.0149982213974,1.95740504860878,,,
1987-09-09,,,1.8890613317489624,1.9320637941360475,1.991960918903351,1.9551013171672822,,,
1987-09-10,,,1.8890613317489624,1.9167057037353517,1.9735310554504395,1.9543334245681763,,,
1987-09-11,,,1.9351359605789185,1.91363422870636,1.958172905445099,1.9558692634105683,,,
1987-09-14,,,1.950493335723877,1.91363422870636,1.945886242389679,1.958172971010208,,,
1987-09-15,,,1.950493335723877,1.9228490591049194,1.9351354718208313,1.9643162369728089,,,
1987-09-16,,,1.9658517837524412,1.9382071495056152,1.9351354718208313,1.9704594910144806,,,
1987-09-17,,,1.9351359605789185,1.9474220752716065,1.932063889503479,1.975066953897476,,,
1987-09-18,,,1.919777631759644,1.9443504095077515,1.9289923191070557,1.977370697259903,,,
1987-09-21,,,1.950493335723877,1.9443504095077515,1.9289923191070557,1.9781385660171509,,,
1987-09-22,,,1.950493335723877,1.9443504095077515,1.9335997343063354,1.9742989778518676,,,
1987-09-23,,,1.950493335723877,1.9412787199020385,1.9397429347038269,1.9658519268035888,,,
1987-09-24,,,1.9351359605789185,1.9412787199020385,1.9443503975868226,1.958940726518631,,,
1987-09-25,,,1.950493335723877,1.9474218606948852,1.9458861351013184,1.9520295202732085,,,
1987-09-28,,,1.9812099933624268,1.9535651922225952,1.9489578008651733,1.947422021627426,,,
1987-09-29,,,1.950493335723877,1.9535651922225952,1.9489578008651733,1.9420466363430022,,,
1987-09-30,,,1.9658517837524412,1.9566368818283082,1.9489578008651733,1.9420466363430022,,,
1987-10-01,,,1.950493335723877,1.9597083568572997,1.950493538379669,1.9412787139415741,1.9335997915267944,,
1987-10-02,,,1.9658517837524412,1.9627800464630127,1.955100953578949,1.9420466363430022,1.9342141079902648,,
1987-10-05,,,1.9658517837524412,1.9597084045410156,1.9566367983818054,1.9428145587444305,1.935135591030121,,
1987-10-06,,,1.919777631759644,1.9535652637481689,1.9535652279853821,1.9435824811458589,1.935442759990692,,
1987-10-07,,,1.8890613317489624,1.938207173347473,1.9474220275878906,1.9435824811458589,1.9351356029510498,,
1987-10-08,,,1.8429867029190063,1.916705846786499,1.9382071018218994,1.9412787497043609,1.9345212817192077,,
1987-10-09,,,1.7508366107940674,1.8737028121948243,1.9182414293289185,1.9320637822151183,1.9339069414138794,,
1987-10-12,,,1.6433299779891968,1.8091984510421752,1.8844534277915954,1.9167056143283845,1.928992314338684,,
1987-10-13,,,1.7047622203826904,1.7661953687667846,1.8598803162574769,1.904419058561325,1.9259206700325011,,
1987-10-14,,,1.6279709339141846,1.713977289199829,1.8260922312736512,1.8875250160694121,1.9213131999969482,,
1987-10-15,,,1.5511795282363892,1.6556158542633057,1.7861608505249023,1.8683271944522857,1.915477056503296,,
1987-10-16,,,1.4897470474243164,1.6033979415893556,1.7385503768920898,1.8468256652355195,1.907490770816803,,
1987-10-19,,,1.1211501359939575,1.4989619731903077,1.6540802121162415,1.8053585052490235,1.8915182209014894,,
1987-10-20,,,1.290090560913086,1.4160276412963868,1.5911115050315856,1.772338366508484,1.8786173129081727,,
1987-10-21,,,1.3361645936965942,1.3576663732528687,1.535821831226349,1.7416219294071198,1.8666378855705261,,
1987-10-22,,,1.1518657207489014,1.277803611755371,1.4667097330093384,1.702458417415619,1.8515868163108826,,
1987-10-23,,,1.1518657207489014,1.2102273464202882,1.4068126440048219,1.66252703666687,1.8365357470512391,,
1987-10-26,,,1.0597171783447266,1.197940754890442,1.3484513640403748,1.616452395915985,1.819641706943512,,
1987-10-27,,,1.090434193611145,1.1580094814300537,1.2870185613632201,1.5734494388103486,1.8048978304862977,,
1987-10-28,,,1.0750751495361328,1.1057915925979613,1.231728982925415,1.528910607099533,1.78953959941864,,
1987-10-29,,,1.0597171783447266,1.0873618841171264,1.1825827479362487,1.4843717992305756,1.7738742089271546,,
1987-10-30,,,1.259373903274536,1.1088635206222535,1.1595454335212707,1.4490479052066803,1.761587631702423,,
1987-11-02,,,1.290090560913086,1.1549381971359254,1.1764394760131835,1.4152598440647126,1.7486867237091064,,
1987-11-03,,,1.2440155744552612,1.1856544733047485,1.171831977367401,1.3814717411994935,1.7330213332176208,,
1987-11-04,,,1.1518657207489014,1.2010125875473023,1.1534020900726318,1.3446119606494904,1.7136699604988097,,
1987-11-05,,,1.1211501359939575,1.2132991790771483,1.1503305315971375,1.3085201323032378,1.6946257638931275,,
1987-11-06,,,1.1365077495574951,1.1887259483337402,1.1487947344779967,1.2778036892414093,1.675581569671631,,
1987-11-09,,,1.1211501359939575,1.1549378633499146,1.15493803024292,1.2516946971416474,1.6565373730659485,,
1987-11-10,,,1.1057920455932615,1.1272931575775147,1.1564738154411316,1.2217461884021759,1.6374931931495667,,
1987-11-11,,,1.1211501359939575,1.1211500406265258,1.161081314086914,1.1964051485061646,1.620599160194397,,
1987-11-12,,,1.1365077495574951,1.1242215633392334,1.1687603712081909,1.1756715595722198,1.604012279510498,,
1987-11-13,,,1.1057920455932615,1.1180784225463867,1.1534021854400633,1.156473809480667,1.5871182537078858,,
1987-11-16,,,1.090434193611145,1.1119352340698243,1.1334365487098692,1.1549380123615265,1.5699170708656311,,
1987-11-17,,,1.1057920455932615,1.1119352340698243,1.1196141958236692,1.1457230865955352,1.5539445281028748,,
1987-11-18,,,1.090434193611145,1.1057920455932617,1.1134710431098935,1.133436566591263,1.5379719853401184,,
1987-11-19,,,1.0597171783447266,1.090433931350708,1.1073277473449705,1.1288291394710541,1.5213851022720337,,
1987-11-20,,,1.0597171783447266,1.081218957901001,1.0996486902236937,1.1242217123508453,1.5038767266273498,,
1987-11-23,,,1.1057920455932615,1.0842905282974242,1.098112881183624,1.126525455713272,1.4869827008247376,,
1987-11-24,,,1.1518657207489014,1.0935052633285522,1.1027202486991883,1.1295970320701598,1.471010148525238,,
1987-11-25,,,1.1365077495574951,1.1027199745178222,1.104256010055542,1.132668662071228,1.4544232678413391,,
1987-11-26,,,1.1365077495574951,1.118078088760376,1.104256010055542,1.1365081906318664,1.4384507036209107,,
1987-11-27,,,1.1365077495574951,1.1334362030029297,1.1073275804519653,1.1303648829460144,1.4227853059768676,,
1987-11-30,,,1.1057920455932615,1.1334362030029297,1.108863365650177,1.1211499571800232,1.4058912801742554,,
1987-12-01,,,1.0750751495361328,1.118078088760376,1.1057916760444642,1.1127029359340668,1.3883829164505004,,
1987-12-02,,,1.0750751495361328,1.1057915687561035,1.104255771636963,1.1088634073734283,1.3708745527267456,,
1987-12-03,,,1.0290005207061768,1.08429012298584,1.101184105873108,1.1042559266090393,1.3527518439292907,,
1987-12-04,,,1.0290005207061768,1.0627886772155761,1.098112440109253,1.0988805651664735,1.3343219876289367,,
1987-12-07,,,1.0290005207061768,1.0474303722381593,1.0904332876205445,1.0942730844020843,1.3152777981758117,,
1987-12-08,,,1.0290005207061768,1.038215446472168,1.078146767616272,1.09043350815773,1.2968479418754577,,
1987-12-09,,,1.1672241687774658,1.0566452503204347,1.081218409538269,1.0927372097969055,1.2808753895759581,,
1987-12-10,,,1.1672241687774658,1.0842899799346923,1.084290051460266,1.094273030757904,1.26521000623703,1.5994048988819123,
1987-12-11,,,1.1672241687774658,1.1119347095489502,1.0873616933822632,1.0973446369171143,1.2492374539375306,1.5917257809638976,
1987-12-14,,,1.2132991552352903,1.1487944364547729,1.098112404346466,1.1034878849983214,1.2341864013671875,1.5846609961986542,
1987-12-15,,,1.2132991552352903,1.1856541633605957,1.1119348049163817,1.1088632404804228,1.2200568318367004,1.5777497959136964,
1987-12-16,,,1.3208072185516355,1.2163707733154294,1.136508011817932,1.1203818917274473,1.2086917495727538,1.571913676261902,
1987-12-17,,,1.366881251335144,1.256302189826965,1.1702960848808288,1.1357400953769683,1.1991696405410766,1.5668454611301421,
1987-12-18,,,1.3822392225265503,1.299305200576782,1.2056199550628661,1.1518661975860593,1.1917976927757263,1.5628523170948028,
1987-12-21,,,1.3515232801437378,1.3269500255584714,1.2378722310066224,1.1641527593135832,1.185961558818817,1.5574769365787506,
1987-12-22,,,1.290090560913086,1.3423083066940307,1.2639812350273132,1.1710640013217923,1.177668125629425,1.5517943978309632,
1987-12-23,,,1.3515232801437378,1.348451519012451,1.2824111461639405,1.1818147778511046,1.172139172554016,1.5467261862754822,
1987-12-24,,,1.4129559993743896,1.3576664686203004,1.3069843292236327,1.1956371903419494,1.1693747019767762,1.542425879240036,
1987-12-25,,,1.4129559993743896,1.3638098239898682,1.3315575122833252,1.209459602832794,1.1678388810157776,1.5376648259162904,
1987-12-28,,,1.3822392225265503,1.3699530124664308,1.348451519012451,1.2232819616794586,1.1730606627464295,1.5322894418239594,
1987-12-29,,,1.3822392225265503,1.3883827447891235,1.3653455257415772,1.2386401653289796,1.1749036359786986,1.5267604744434358,
1987-12-30,,,1.3515232801437378,1.3883827447891235,1.3684171319007874,1.2524625718593598,1.1752108097076417,1.520924347639084,
1987-12-31,,,1.4743887186050415,1.4006692886352539,1.379167878627777,1.274731981754303,1.1816612696647644,1.5166240429878235,
1988-01-01,,,1.4743887186050415,1.4129558324813842,1.3883828282356263,1.2970013916492462,1.1881117296218873,1.512323738336563,
1988-01-04,,,1.4743887186050415,1.4313857316970826,1.4006693720817567,1.3192708015441894,1.1964051604270936,1.5080234336853027,
1988-01-05,,,1.4897470474243164,1.4528872966766357,1.4206350207328797,1.3423081278800963,1.204391417503357,1.5046446239948272,
1988-01-06,,,1.5972543954849243,1.502033519744873,1.4452081322669983,1.3638096392154693,1.2148350024223327,1.5021873009204865,
1988-01-07,,,1.7201203107833862,1.551179838180542,1.475924563407898,1.3914544463157654,1.228043065071106,1.5009586369991303,
1988-01-08,,,1.6279709339141846,1.5818962812423707,1.4974260568618774,1.4144917845726013,1.2354150056838988,1.498501318693161,
1988-01-11,,,1.6433299779891968,1.6156845331192016,1.523535132408142,1.4359933257102966,1.242479794025421,1.4955832588672637,
1988-01-12,,,1.6279709339141846,1.6433293104171753,1.5481083035469054,1.4567269146442414,1.2501589012145997,1.4915901172161101,
1988-01-13,,,1.6126123666763306,1.6464009046554566,1.5742172122001648,1.471317172050476,1.2593738341331482,1.486521897315979,
1988-01-14,,,1.5972543954849243,1.6218277215957642,1.5865037798881532,1.482835829257965,1.2688959193229676,1.4817608416080474,
1988-01-15,,,1.6279709339141846,1.6218277215957642,1.6018620014190674,1.4951224148273468,1.2787251830101014,1.4771533763408662,
1988-01-18,,,1.6126123666763306,1.615684199333191,1.6156843662261964,1.5081768691539765,1.2885544276237488,1.4725459003448487,
1988-01-19,,,1.58189594745636,1.606469202041626,1.6248992562294007,1.52276713848114,1.2980765056610108,1.4677848494052887,
1988-01-20,,,1.58189594745636,1.600325918197632,1.6233634114265443,1.5342857718467713,1.3072914218902587,1.4639452910423278,
1988-01-21,,,1.5511795282363892,1.591110944747925,1.6064693331718445,1.5411969482898713,1.3155848574638367,1.4597985684871673,
1988-01-22,,,1.5511795282363892,1.575752663612366,1.5987901926040649,1.548108124732971,1.3244926071166991,1.4558054304122925,
1988-01-25,,,1.5972543954849243,1.5726810693740847,1.5941826343536376,1.5588588833808898,1.3346290111541748,1.452273041009903,
1988-01-26,,,1.6279709339141846,1.5818960666656494,1.5941826343536376,1.5711454689502715,1.3450725889205932,1.449508558511734,
1988-01-27,,,1.6279709339141846,1.5911110639572144,1.5957184910774231,1.584967851638794,1.3558233237266542,1.4468976545333863,
1988-01-28,,,1.6279709339141846,1.6064693450927734,1.5987901449203492,1.5926469624042512,1.367188398838043,1.4442867505550385,
1988-01-29,,,1.6433299779891968,1.624899435043335,1.6003260493278504,1.601094025373459,1.3788606548309326,1.4413686907291412,
1988-02-01,,,1.5972543954849243,1.624899435043335,1.5987902522087096,1.607237309217453,1.388689901828766,1.4378363013267517,
1988-02-02,,,1.5665379762649536,1.6126128435134888,1.597254455089569,1.6110768556594848,1.3969833469390869,1.4339967477321625,
1988-02-03,,,1.58189594745636,1.6033978462219238,1.597254455089569,1.6103089332580567,1.4058911108970642,1.4301571893692016,
1988-02-04,,,1.535821557044983,1.5849679708480835,1.5957186579704286,1.6010939955711365,1.413877387046814,1.4261640453338622,
1988-02-05,,,1.4897470474243164,1.5542513847351074,1.5895754098892212,1.594182801246643,1.4209421730041505,1.421863739490509,
1988-02-08,,,1.4743887186050415,1.5296782493591308,1.577288842201233,1.5857357382774353,1.428314106464386,1.4171026933193207,
1988-02-09,,,1.428314447402954,1.502033543586731,1.55732319355011,1.5757529139518738,1.4353788924217223,1.4118809044361114,
1988-02-10,,,1.4743887186050415,1.4805320978164673,1.5419649720191955,1.5688417315483094,1.4433651638031006,1.4071198582649231,
1988-02-11,,,1.4743887186050415,1.468245530128479,1.5266067504882812,1.562698447704315,1.452272927761078,1.4025123858451842,
1988-02-12,,,1.5204638242721558,1.474388885498047,1.5143201351165771,1.5573230922222137,1.4621021938323975,1.3982120907306672,
1988-02-15,,,1.5204638242721558,1.4836039066314697,1.5066410779953003,1.552715665102005,1.471931459903717,1.3936046290397643,
1988-02-16,,,1.4897470474243164,1.4958904266357422,1.4989619851112366,1.5481082201004028,1.48114639043808,1.3889971661567688,
1988-02-17,,,1.4590305089950562,1.492818784713745,1.4866754412651062,1.5419649481773376,1.4869825172424316,1.383928953409195,
1988-02-18,,,1.4436720609664917,1.4866754531860351,1.4774604916572571,1.5365895748138427,1.492511475086212,1.3788607406616211,
1988-02-19,,,1.4590305089950562,1.4743887901306152,1.474388837814331,1.5319821238517761,1.498347601890564,1.3737925279140473,
1988-02-22,,,1.535821557044983,1.4774603366851806,1.4805321216583252,1.528910481929779,1.504798049926758,1.3694922256469726,
1988-02-23,,,1.5172431468963623,1.4829595565795899,1.489424991607666,1.523374092578888,1.5108769297599793,1.3654668807983399,
1988-02-24,,,1.5172431468963623,1.494602084159851,1.4937104344367982,1.5178377032279968,1.5148056483268737,1.3617486989498138,
1988-02-25,,,1.5327255725860596,1.5124127864837646,1.4995441198349,1.5130754351615905,1.518122534751892,1.3586460876464843,
1988-02-26,,,1.5482075214385986,1.530248188972473,1.5023184895515442,1.5083193123340606,1.521441900730133,1.3566197967529297,
1988-02-29,,,1.594653606414795,1.5420145988464355,1.5097374677658082,1.5081892728805542,1.526304507255554,1.3561330330371857,
1988-03-01,,,1.6565827131271362,1.5698825120925903,1.52642103433609,1.5126915097236633,1.5336343502998353,1.3556512379646302,
1988-03-02,,,1.6410993337631226,1.5946537494659423,1.5446279168128967,1.5156516790390016,1.5394258713722229,1.3557825219631194,
1988-03-03,,,1.594653606414795,1.6070393562316894,1.559726071357727,1.518593281507492,1.543059823513031,1.3562172627449036,
1988-03-04,,,1.5482075214385986,1.6070393562316894,1.5686437726020812,1.5215163052082061,1.5457648539543152,1.3568018674850464,
1988-03-07,,,1.5482075214385986,1.5977501392364502,1.569882369041443,1.525207245349884,1.549084219932556,1.3610724413394928,
1988-03-08,,,1.5482075214385986,1.5760751008987426,1.5729788064956665,1.5312018990516663,1.5524035859107972,1.363653610944748,
1988-03-09,,,1.5172431468963623,1.5513038635253906,1.5729788064956665,1.5333446204662322,1.5557179832458496,1.3654643964767457,
1988-03-10,,,1.5327255725860596,1.5389182567596436,1.5729788064956665,1.5362614631652831,1.5568847203254699,1.3692729949951172,
1988-03-11,,,1.5172431468963623,1.5327253818511963,1.569882369041443,1.5361004292964935,1.5577418088912964,1.3729267692565919,
1988-03-14,,,1.5327255725860596,1.5296289920806885,1.5636895656585694,1.5367135167121888,1.5589085459709167,1.3776568531990052,
1988-03-15,,,1.594653606414795,1.5389182090759277,1.5574966549873352,1.5419588446617127,1.5610066771507263,1.3826990473270415,
1988-03-16,,,1.5791715383529663,1.5513038873672484,1.5513038754463195,1.547965896129608,1.5606450200080872,1.38774001121521,
1988-03-17,,,1.6410993337631226,1.572978639602661,1.5559484481811523,1.5578372597694397,1.5590646004676818,1.393553832769394,
1988-03-18,,,1.6256169080734253,1.5946533918380736,1.563689386844635,1.5661665797233582,1.5590175199508667,1.3972162628173828,
1988-03-21,,,1.6101356744766235,1.6101354122161866,1.5698822021484375,1.5698822855949401,1.5583536338806152,1.4004167139530181,
1988-03-22,,,1.6565827131271362,1.6225212335586547,1.5807197213172912,1.5768492639064788,1.5589258694648742,1.404542385339737,
1988-03-23,,,1.6565827131271362,1.6380034685134888,1.5946536779403686,1.5838162422180175,1.5598052763938903,1.4095895552635194,
1988-03-24,,,1.6101356744766235,1.631810736656189,1.602394688129425,1.5876867473125458,1.5600629019737244,1.414479410648346,
1988-03-25,,,1.5636892318725586,1.6194252014160155,1.6070392966270446,1.5884608328342438,1.558777267932892,1.4187512254714967,
1988-03-28,,,1.6101356744766235,1.6194252014160155,1.614780306816101,1.5892349362373352,1.5587277340888976,1.4236410808563233,
1988-03-29,,,1.6875461339950562,1.6256178855895995,1.6240695595741272,1.5907831072807312,1.5608407378196716,1.429458621740341,
1988-03-30,,,1.6875461339950562,1.6318105697631835,1.6349070191383361,1.5931054472923278,1.5629537415504455,1.4351225817203521,
1988-03-31,,,1.6720637083053589,1.6441961765289306,1.6380034565925599,1.596975952386856,1.565371425151825,1.440478141307831,
1988-04-01,,,1.6720637083053589,1.6658710718154908,1.6426481366157533,1.6031687617301942,1.5677891087532043,1.4461408579349517,
1988-04-04,,,1.6875461339950562,1.6813531637191772,1.6503891825675965,1.610135692358017,1.569594943523407,1.452111977338791,
1988-04-05,,,1.6875461339950562,1.6813531637191772,1.6534855246543885,1.6171026229858398,1.5707864475250244,1.457929518222809,
1988-04-06,,,1.6410993337631226,1.6720638036727906,1.651937186717987,1.623295432329178,1.5710490155220032,1.4634361696243285,
1988-04-07,,,1.6410993337631226,1.6658709287643432,1.6550335526466369,1.628714120388031,1.571311583518982,1.4692499911785126,
1988-04-08,,,1.6720637083053589,1.6658709287643432,1.665871000289917,1.6364551484584808,1.5718862581253052,1.475373456478119,
1988-04-11,,,1.6720637083053589,1.6627744436264038,1.6720638036727906,1.6434220552444458,1.573382444381714,1.48103617310524,
1988-04-12,,,1.703028440475464,1.6658709049224854,1.6736120343208314,1.6488407969474792,1.576112253665924,1.4865478003025054,
1988-04-13,,,1.6720637083053589,1.6720637798309326,1.6720637917518615,1.653485405445099,1.577915608882904,1.4919033598899842,
1988-04-14,,,1.594653606414795,1.662774634361267,1.6643227815628052,1.6511631190776825,1.5790922498703004,1.496484818458557,
1988-04-15,,,1.5482075214385986,1.638003396987915,1.6519371628761292,1.6472926497459413,1.580261459350586,1.5006018161773682,
1988-04-18,,,1.5791715383529663,1.6194249629974364,1.6410997033119201,1.6457444429397583,1.5823571157455445,1.5053356111049652,
1988-04-19,,,1.5482075214385986,1.5884607791900636,1.6271658420562745,1.6403256833553315,1.5847549772262572,1.51006693482399,
1988-04-20,,,1.5172431468963623,1.5574966669082642,1.6147802233695985,1.6333587050437928,1.5856120657920838,1.5144886147975922,
1988-04-21,,,1.5636892318725586,1.551303791999817,1.607039213180542,1.6310363829135894,1.587398076057434,1.519835501909256,
1988-04-22,,,1.6101356744766235,1.5636894226074218,1.6008464097976685,1.6333587050437928,1.5891915130615235,1.5256468534469605,
1988-04-25,,,1.5791715383529663,1.5636894226074218,1.5915571928024292,1.6318104982376098,1.5903656673431397,1.5311485636234283,
1988-04-26,,,1.5636892318725586,1.5667857646942138,1.5776232719421386,1.625617653131485,1.5918445110321044,1.536495450735092,
1988-04-27,,,1.5636892318725586,1.576074981689453,1.5667858242988586,1.6194248080253602,1.5939376854896545,1.540460101366043,
1988-04-28,,,1.5636892318725586,1.576074981689453,1.563689386844635,1.61400608420372,1.596338028907776,1.544424751996994,1.571914825439453
1988-04-29,,,1.5636892318725586,1.5667856931686401,1.565237557888031,1.6085873603820802,1.5984312033653258,1.548389402627945,1.5700575917959214
1988-05-02,,,1.5482075214385986,1.5605928897857666,1.5621411561965943,1.6016204297542571,1.5986789226531983,1.5517384862899781,1.568199741244316
1988-05-03,,,1.5791715383529663,1.5636893510818481,1.565237557888031,1.5962016999721529,1.5999174904823303,1.5553972101211548,1.5665735030174255
1988-05-04,,,1.5327255725860596,1.5574966192245483,1.5667858004570008,1.5907830119132995,1.6002271389961242,1.557516393661499,1.5647150349617005
1988-05-05,72.64523074530503,P,1.5482075214385986,1.5544002771377563,1.5652376294136048,1.5861384212970733,1.600536777973175,1.5593296563625336,1.563087558746338
1988-05-06,72.61706333321386,P,1.5327255725860596,1.5482075452804565,1.5574966192245483,1.5791715145111085,1.6002271389961242,1.5608345198631286,1.5618434184789658
1988-05-09,72.56664892724295,B,1.4707967042922974,1.5327253818511963,1.5466591358184814,1.5691081643104554,1.5977500009536743,1.5620272541046143,1.5597520953416824
1988-05-10,72.47272645264717,B,1.4553145170211792,1.507953977584839,1.5358216643333436,1.5567224681377412,1.5937246370315552,1.5636794936656953,1.5577369457483292
1988-05-11,72.39653304413125,B,1.4243509769439695,1.486279058456421,1.5218878388404846,1.5443368315696717,1.5893896698951722,1.5644077706336974,1.5555669784545898
1988-05-12,72.34160458356475,B,1.4553145170211792,1.467700457572937,1.5110503673553466,1.5373698770999908,1.5866028881072998,1.5648313558101654,1.5536286175251006
1988-05-13,72.31897970829185,B,1.4707967042922974,1.4553146839141846,1.5017611145973206,1.5334993362426759,1.5850546717643739,1.5654097628593444,1.5515372943878174
1988-05-16,72.3656765380622,B,1.5017611980438232,1.4615075826644897,1.497116482257843,1.5296288192272187,1.5841257452964783,1.5666049826145172,1.5494472122192382
1988-05-17,72.44739681581436,B,1.5327255725860596,1.4769897937774659,1.4924718856811523,1.5288547217845916,1.5838161063194276,1.5681098461151124,1.547435160279274
1988-05-18,72.5482877631731,B,1.5172431468963623,1.4955682277679443,1.4909236431121826,1.5288547217845916,1.5838161063194276,1.5697670447826386,1.5453456962108612
1988-05-19,72.59774900422839,B,1.5017611980438232,1.504857563972473,1.486279010772705,1.5257583200931548,1.5831968188285828,1.5700407695770264,1.543332406282425
1988-05-20,72.62585287552746,B,1.5017611980438232,1.5110504627227783,1.4831825733184814,1.520339596271515,1.582887179851532,1.5703144943714142,1.5413191163539885
1988-05-23,72.61620877364946,B,1.486279010772705,1.5079540252685546,1.4847308039665221,1.5156949698925017,1.5819582486152648,1.5704333972930908,1.5392284154891969
1988-05-24,72.59997987017012,B,1.5143810510635376,1.5042851209640502,1.4906374573707581,1.5132295608520507,1.5803527975082396,1.570679737329483,1.537662180662155
1988-05-25,72.59386654745177,C,1.5456056594848633,1.5099576234817504,1.5027629256248474,1.512325382232666,1.5796814799308776,1.5701632499694824,1.5361752754449844
1988-05-26,72.5945750497685,C,1.5299934148788452,1.515604066848755,1.510230815410614,1.5106405913829803,1.5774593615531922,1.568261981010437,1.5346103090047836
1988-05-27,72.6024732297963,C,1.5299934148788452,1.5212505102157592,1.5161504864692688,1.5089558005332946,1.5755468916893005,1.5672822058200837,1.5328917622566223
1988-05-30,72.61364291884999,C,1.5299934148788452,1.5299933910369874,1.518973708152771,1.508045095205307,1.5739440464973449,1.56614884018898,1.5308660495281219
1988-05-31,72.59157443934977,C,1.5299934148788452,1.5331158638000488,1.5187004923820495,1.505586189031601,1.5714122605323793,1.5651690649986267,1.5283795911073685
1988-06-01,72.57356824737349,C,1.57683002948761,1.5393607378005982,1.5246591806411742,1.5077914118766784,1.5698172068595886,1.5648112416267395,1.5256665694713591
1988-06-02,72.58836258805248,C,1.57683002948761,1.548728060722351,1.532166063785553,1.509222537279129,1.5691510939598083,1.5646069979667663,1.5231839197874069
1988-06-03,72.59216848673073,C,1.5612177848815918,1.5549729347229004,1.53811172246933,1.5106471478939056,1.569101665019989,1.5639394664764403,1.5205464214086533
1988-06-06,72.61454065914553,C,1.57683002948761,1.5643402576446535,1.5471668243408203,1.5159488141536712,1.5684355521202087,1.5635816431045533,1.518063771724701
1988-06-07,72.66166864944474,C,1.5924415588378906,1.5768298864364625,1.5549728751182557,1.5228051662445068,1.5665334606170653,1.5636870992183685,1.5157359743118286
1988-06-08,72.70736396196715,C,1.6392784118652344,1.5893195629119874,1.5643401503562928,1.53355153799057,1.565568106174469,1.5642609238624572,1.5141031074523925
1988-06-09,72.75437583055715,C,1.6548899412155151,1.6049315452575683,1.5768298029899597,1.5435303092002868,1.565224630832672,1.5652980279922486,1.512548298239708
1988-06-10,72.80259633701218,C,1.6392784118652344,1.6205436706542968,1.5877583026885986,1.5519543945789338,1.5645689249038697,1.566179016828537,1.5109922236204147
1988-06-13,72.81574422869492,C,1.6236661672592163,1.6299108982086181,1.5971255779266358,1.5580496430397033,1.5632913255691527,1.56644313454628,1.5093580877780914
1988-06-14,72.82832995781649,C,1.6392784118652344,1.639278268814087,1.6080540776252747,1.563377285003662,1.5623259711265565,1.5665562093257903,1.5080323839187622
1988-06-15,72.80760342798656,C,1.6392784118652344,1.639278268814087,1.6142989158630372,1.5694790482521057,1.5622895526885987,1.566669284105301,1.5067834693193436
1988-06-16,72.76343564611979,C,1.6236661672592163,1.6330335140228271,1.6189825296401978,1.5755742967128754,1.5619408893585205,1.5666262364387513,1.5054564934968948
