Date,GRADE,GPS,TSCO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-02-17,,,0.3652975559234619,,,,,,
1994-02-18,,,1.187217116355896,,,,,,
1994-02-21,,,1.187217116355896,,,,,,
1994-02-22,,,1.187217116355896,,,,,,
1994-02-23,,,1.1480779647827148,1.0150053739547729,,,,,
1994-02-24,,,1.0958929061889648,1.1611244440078736,,,,,
1994-02-25,,,1.1350315809249878,1.150687336921692,,,,,
1994-02-28,,,1.1219851970672607,1.1376409530639648,,,,,
1994-03-01,,,1.1350315809249878,1.1272038459777831,,,,,
1994-03-02,,,1.1219851970672607,1.1219852924346925,1.0684953331947327,,,,
1994-03-03,,,1.1350315809249878,1.129813027381897,1.1454687356948852,,,,
1994-03-04,,,1.239401936531067,1.1506870985031128,1.1506872177124023,,,,
1994-03-07,,,1.2654945850372314,1.179388976097107,1.158514964580536,,,,
1994-03-08,,,1.2524480819702148,1.2028722763061523,1.1650380611419677,,,,
1994-03-09,,,1.2654945850372314,1.2315741539001466,1.1767797231674195,,,,
1994-03-10,,,1.2133095264434814,1.2472297430038453,1.188521385192871,,,,
1994-03-11,,,1.239401936531067,1.2472297430038453,1.198958420753479,,,,
1994-03-14,,,1.2328801155090332,1.2407068490982056,1.2100479125976562,,,,
1994-03-15,,,1.1611242294311523,1.222442078590393,1.2126571774482726,,,,
1994-03-16,,,1.187217116355896,1.206786584854126,1.2191803693771361,1.1438378512859344,,,
1994-03-17,,,1.2263559103012085,1.2093958616256715,1.2283128023147583,1.1868907690048218,,,
1994-03-18,,,1.239401936531067,1.2093958616256715,1.2283128023147583,1.1895000100135804,,,
1994-03-21,,,1.2915880680084229,1.2211374521255494,1.2309221506118775,1.1947185575962067,,,
1994-03-22,,,1.3046345710754397,1.2498395204544068,1.2361407995223999,1.2005894303321838,,,
1994-03-23,,,1.317680597305298,1.275932216644287,1.2413594007492066,1.209069561958313,,,
1994-03-24,,,1.2915880680084229,1.28897864818573,1.2491872549057006,1.2188543200492858,,,
1994-03-25,,,1.239401936531067,1.28897864818573,1.2491872549057006,1.2240728378295898,,,
1994-03-28,,,1.2133095264434814,1.2733229398727417,1.2472301959991454,1.228639054298401,,,
1994-03-29,,,1.200263500213623,1.2524487257003785,1.2511441230773925,1.2319006502628327,,,
1994-03-30,,,1.2263559103012085,1.2341837882995605,1.2550580024719238,1.23711918592453,,,
1994-03-31,,,1.200263500213623,1.2159188747406007,1.2524487614631652,1.2403807818889618,,,
1994-04-01,,,1.200263500213623,1.2080911874771119,1.248534917831421,1.2384238600730897,,,
1994-04-04,,,1.1480779647827148,1.1950448751449585,1.23418390750885,1.2325530290603637,,,
1994-04-05,,,1.2133095264434814,1.1976540803909301,1.2250514030456543,1.2305961012840272,,,
1994-04-06,,,1.2263559103012085,1.1976540803909301,1.2159189343452455,1.228639167547226,,,
1994-04-07,,,1.2263559103012085,1.2028725624084473,1.2093957185745239,1.2292914867401123,,,
1994-04-08,,,1.187217116355896,1.2002632856369018,1.204177236557007,1.2266822457313538,,,
1994-04-11,,,1.2263559103012085,1.2159188747406007,1.2054818749427796,1.2263560354709626,,,
1994-04-12,,,1.200263500213623,1.2133096694946288,1.2054818749427796,1.228312999010086,,,
1994-04-13,,,1.187217116355896,1.2054819107055663,1.2015679955482483,1.228312999010086,,,
1994-04-14,,,1.2133095264434814,1.202872633934021,1.202872598171234,1.2276606798171996,,,
1994-04-15,,,1.2133095264434814,1.2080911159515382,1.20417720079422,1.2263560593128204,,,
1994-04-18,,,1.187217116355896,1.2002633571624757,1.2080911159515382,1.2211375117301941,,,
1994-04-19,,,1.1741703748703003,1.1950447320938111,1.20417720079422,1.2146143019199371,,,
1994-04-20,,,1.200263500213623,1.1976540088653564,1.2015679597854614,1.2087434470653533,,,
1994-04-21,,,1.2133095264434814,1.1976540088653564,1.2002633213996887,1.2048295199871064,,,
1994-04-22,,,1.187217116355896,1.1924355268478393,1.2002633213996887,1.2022202789783478,,,
1994-04-25,,,1.1480779647827148,1.184607696533203,1.1924355268478393,1.1989587008953095,,,
1994-04-26,,,1.141554832458496,1.1780845880508424,1.1865646600723267,1.196023267507553,,,
1994-04-27,,,1.141554832458496,1.166342854499817,1.1819984316825867,1.1917832136154174,1.1852600264549256,,
1994-04-28,,,1.1741703748703003,1.1585150241851807,1.1780845165252685,1.1904785573482513,1.2014374828338623,,
1994-04-29,,,1.2654945850372314,1.1741705179214477,1.1833030223846435,1.1937401115894317,1.203003032207489,,
1994-05-02,,,1.2654945850372314,1.197653841972351,1.191130769252777,1.1996109426021575,1.2045685815811158,,
1994-05-03,,,1.239401936531067,1.2172232627868653,1.1976539254188538,1.200915563106537,1.2056122779846192,,
1994-05-04,,,1.2328801155090332,1.2354883193969726,1.2009155869483947,1.201241773366928,1.2073083209991455,,
1994-05-05,,,1.2328801155090332,1.2472302675247193,1.20287264585495,1.2015679836273194,1.210048065185547,,
1994-05-06,,,1.2328801155090332,1.2407073736190797,1.2074389457702637,1.2038511335849762,1.2120050358772279,,
1994-05-09,,,1.2133095264434814,1.2302703619003297,1.2139621019363402,1.2031988143920898,1.2138315224647522,,
1994-05-10,,,1.200263500213623,1.2224426746368409,1.219832968711853,1.2031988143920898,1.215136160850525,,
1994-05-11,,,1.187217116355896,1.2133100748062133,1.224399197101593,1.2031988143920898,1.2164407992362976,,
1994-05-12,,,1.2263559103012085,1.2120052337646485,1.229617750644684,1.2038511335849762,1.218267285823822,,
1994-05-13,,,1.200263500213623,1.2054819107055663,1.223094642162323,1.2031988322734832,1.217484517097473,,
1994-05-16,,,1.200263500213623,1.2028727054595947,1.216571533679962,1.2038511514663697,1.216179895401001,,
1994-05-17,,,1.239401936531067,1.2107003927230835,1.216571533679962,1.207112729549408,1.215918972492218,,
1994-05-18,,,1.1937406063079834,1.212005090713501,1.2126575827598571,1.206786584854126,1.2144838929176331,,
1994-05-19,,,1.187217116355896,1.2041773319244384,1.2080912828445434,1.2054819643497467,1.2139620447158814,,
1994-05-20,,,1.2133095264434814,1.20678653717041,1.2061342239379882,1.206786584854126,1.2134401965141297,,
1994-05-23,,,1.200263500213623,1.20678653717041,1.2048296213150025,1.2093958616256715,1.2127878642082215,,
1994-05-24,,,1.2133095264434814,1.201568055152893,1.2061342239379882,1.2129835963249207,1.213831570148468,,
1994-05-25,,,1.187217116355896,1.2002633571624757,1.2061342239379882,1.2152667105197907,1.213831570148468,,
1994-05-26,,,1.2198337316513062,1.2067866802215577,1.205482006072998,1.217549878358841,1.21370112657547,,
1994-05-27,,,1.2133095264434814,1.2067866802215577,1.206786608695984,1.2149406254291535,1.2131792783737183,,
