Date,GRADE,GPS,IPG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7372675538063049,,,,,,
1983-11-22,,,0.7337899208068848,,,,,,
1983-11-23,,,0.7355290651321411,,,,,,
1983-11-24,,,0.7355290651321411,,,,,,
1983-11-25,,,0.7233572602272034,0.7330945730209351,,,,,
1983-11-28,,,0.7181410789489746,0.729269278049469,,,,,
1983-11-29,,,0.7094465494155884,0.7244006037712097,,,,,
1983-11-30,,,0.6972746849060059,0.7167497277259827,,,,,
1983-12-01,,,0.6972746849060059,0.7090988516807556,,,,,
1983-12-02,,,0.6955359578132629,0.7035345911979676,0.7183145821094513,,,,
1983-12-05,,,0.6920577883720398,0.6983179330825806,0.7137936055660248,,,,
1983-12-06,,,0.6955359578132629,0.6955358147621155,0.7099682092666626,,,,
1983-12-07,,,0.7024912238121033,0.696579122543335,0.7066644251346588,,,,
1983-12-08,,,0.6955359578132629,0.6962313771247863,0.702665114402771,,,,
1983-12-09,,,0.6972746849060059,0.696579122543335,0.7000568568706512,,,,
1983-12-12,,,0.6885807514190674,0.6958837151527405,0.6971008241176605,,,,
1983-12-13,,,0.681625247001648,0.6931015729904175,0.6943186938762664,,,,
1983-12-14,,,0.681625247001648,0.6889283776283264,0.6927537500858307,,,,
1983-12-15,,,0.6746698021888733,0.6847551465034485,0.6904932618141174,,,,
1983-12-16,,,0.6677143573760986,0.678843080997467,0.687711101770401,0.7030128419399262,,,
1983-12-19,,,0.671192467212677,0.6753654241561889,0.6856245696544647,0.6997090876102448,,,
1983-12-20,,,0.6781474351882935,0.6746698617935181,0.6838857173919678,0.6969269633293151,,,
1983-12-21,,,0.6746698021888733,0.6732787728309632,0.6811035752296448,0.6938840001821518,,,
1983-12-22,,,0.6764083504676819,0.6736264824867249,0.6791908144950867,0.6909279644489288,,,
1983-12-23,,,0.6746698021888733,0.6750175714492798,0.6769303262233735,0.6884935915470123,,,
1983-12-26,,,0.6746698021888733,0.675713038444519,0.675539231300354,0.6863200277090072,,,
1983-12-27,,,0.6746698021888733,0.675017511844635,0.6748436868190766,0.6845811903476715,,,
1983-12-28,,,0.6746698021888733,0.675017511844635,0.6741481423377991,0.6834509462118149,,,
1983-12-29,,,0.681625247001648,0.6760608911514282,0.6748436868190766,0.6826684743165969,,,
1983-12-30,,,0.7233572602272034,0.6857983827590942,0.680407977104187,0.684059539437294,,,
1984-01-02,,,0.7233572602272034,0.6955358743667602,0.6856244564056396,0.6856245130300522,,,
1984-01-03,,,0.7146629691123962,0.7035345077514649,0.6892760097980499,0.6865808635950088,,,
1984-01-04,,,0.7198794484138489,0.71257643699646,0.6937969744205474,0.6874502748250961,,,
1984-01-05,,,0.7233572602272034,0.720922839641571,0.6984918653964997,0.6888413399457931,,,
1984-01-06,,,0.7442231774330139,0.7250960230827331,0.7054472029209137,0.6911887645721435,,,
1984-01-09,,,0.7442231774330139,0.7292692065238953,0.7124025404453278,0.6939708858728408,,,
1984-01-10,,,0.7511788606643677,0.7365723848342896,0.7200534462928772,0.6974485665559769,,,
1984-01-11,,,0.7442231774330139,0.7414411306381226,0.7270087838172913,0.7005784630775451,,,
1984-01-12,,,0.7442231774330139,0.7456143140792847,0.7332685768604279,0.7040561318397522,,,
1984-01-13,,,0.7563954591751099,0.7480487704277039,0.7365723967552185,0.7084901869297028,,,
1984-01-16,,,0.740746021270752,0.7473533391952515,0.7383112728595733,0.7119678646326065,,,
1984-01-17,,,0.7424846291542053,0.745614492893219,0.7410934388637542,0.7151847243309021,,,
1984-01-18,,,0.7459619641304016,0.7459622502326966,0.7437016904354096,0.7187493324279786,,,
1984-01-19,,,0.7477009296417236,0.7466578006744384,0.7461360573768616,0.7223139613866806,,,
1984-01-20,,,0.7459619641304016,0.7445711016654968,0.7463099360466003,0.7258785694837571,,,
1984-01-23,,,0.7477009296417236,0.7459620833396912,0.7466577112674713,0.7295301258563995,,,
1984-01-24,,,0.740746021270752,0.7456143617630004,0.7456144273281098,0.7328339368104935,,,
1984-01-25,,,0.7372675538063049,0.7438754796981811,0.7449188649654388,0.7359638243913651,,,
1984-01-26,,,0.7337899208068848,0.7410932779312134,0.7438755393028259,0.7385720580816268,,,
