Date,GRADE,GPS,COST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2003-05-22,48.14967240879461,A,23.605506896972656,23.3207576751709,23.681389617919923,23.409741687774655,22.313410530090334,21.00896270751953,21.36918975830078
2003-05-23,48.08207343177893,P,23.350317001342773,23.220023345947265,23.645797729492188,23.46749677658081,22.382984886169435,21.05274875640869,21.36542901992798
2003-05-26,48.08532188976013,P,23.350317001342773,23.296585464477538,23.549763870239257,23.477570915222167,22.434964218139648,21.094251537322997,21.36086241722107
2003-05-27,48.17039998768363,A,24.12260627746582,23.535662841796874,23.530958938598634,23.5138352394104,22.50118045806885,21.14038803100586,21.36267560005188
2003-05-28,48.3152650104716,A,25.08294105529785,23.902337646484376,23.627664184570314,23.60583953857422,22.585394706726074,21.19444896697998,21.37070083618164
2003-05-29,48.39331104661142,A,24.59941291809082,24.10111885070801,23.710938262939454,23.68306932449341,22.664101982116698,21.235280094146727,21.375737562179566
2003-05-30,48.53078474359008,A,25.015792846679688,24.43421401977539,23.82711868286133,23.764664554595946,22.744958381652832,21.280073490142822,21.385978994369506
2003-06-02,48.71948080582303,A,25.06951141357422,24.77805290222168,24.03731918334961,23.86774950027466,22.84206672668457,21.325807151794432,21.394474334716797
2003-06-03,48.80921302981863,A,25.08966445922852,24.971464538574217,24.253563690185548,23.95135955810547,22.9277583694458,21.36858585357666,21.410054636001586
2003-06-04,48.780884337476465,A,25.136661529541016,24.98220863342285,24.442273139953613,24.0551157951355,23.011166458129882,21.41546094894409,21.424224634170532
2003-06-05,48.78115679114728,A,24.80088233947754,25.022502517700197,24.5618106842041,24.12160015106201,23.098872833251953,21.46065719604492,21.435775508880614
2003-06-06,48.62292822528915,A,23.70623588562012,24.760591125488283,24.597402572631836,24.12160015106201,23.164283256530762,21.495780143737793,21.4421217918396
2003-06-09,48.39997910793954,A,23.498050689697266,24.44629898071289,24.612175941467285,24.080969905853273,23.230902557373046,21.528821239471437,21.44742714881897
2003-06-10,48.192348879954174,A,23.5047664642334,24.129319381713866,24.550391960144044,24.04067544937134,23.292552223205565,21.56723482131958,21.455788164138795
2003-06-11,47.99583780034748,P,23.692798614501957,23.840546798706054,24.411377716064457,24.019520950317386,23.3417106628418,21.6090732383728,21.460724143981935
2003-06-12,47.870162140695435,P,23.874116897583008,23.655193710327147,24.338848114013675,24.024893188476565,23.39637565612793,21.64896406173706,21.46911865234375
2003-06-13,47.835053819706275,P,23.417463302612305,23.597439193725585,24.179015159606937,24.003066921234133,23.4406990814209,21.68905647277832,21.470193166732788
2003-06-16,47.89353971658672,P,23.954713821411133,23.68877182006836,24.06753540039063,24.05242729187012,23.48770866394043,21.73539436340332,21.473517446517945
2003-06-17,47.96700379897576,P,24.042016983032227,23.796221923828124,23.962770652771,24.108167171478275,23.527465171813965,21.779650497436524,21.479830160140992
2003-06-18,48.07596648095703,A,24.33751106262207,23.925164413452148,23.882855606079104,24.16256437301636,23.578773002624512,21.826122817993163,21.48691520690918
2003-06-19,48.08822643653907,A,23.89427375793457,23.92919578552246,23.792194747924807,24.177002716064457,23.602815170288086,21.870446014404298,21.49400023460388
2003-06-20,48.20518757986266,A,24.23676872253418,24.093056869506835,23.84524803161621,24.221325302124026,23.642303199768065,21.91893295288086,21.501186027526856
2003-06-23,48.22057502208099,A,24.05545234680176,24.113204574584962,23.90098819732666,24.256582069396977,23.67010601043701,21.963390636444093,21.507868127822874
2003-06-24,48.24474231572696,A,24.344226837158203,24.173646545410158,23.98493423461914,24.267663097381593,23.69119338989258,22.01503402709961,21.517337188720703
2003-06-25,48.21104300951139,A,24.20319175720215,24.146782684326173,24.03597354888916,24.22367563247681,23.71778736114502,22.06432683944702,21.524825134277343
2003-06-26,48.259700036878456,A,24.3778018951416,24.243488311767578,24.08634204864502,24.212595081329347,23.7406205368042,22.11368684768677,21.535402307510378
2003-06-27,48.20105624008855,A,24.183040618896484,24.232742691040038,24.162899780273438,24.170957469940188,23.759558486938477,22.163987007141113,21.541345567703246
2003-06-30,48.21875203495535,A,24.579269409179688,24.337506103515626,24.225355339050292,24.14644536972046,23.79367401123047,22.217174968719483,21.55350089073181
2003-07-01,48.210224634787664,A,24.51881980895996,24.372424697875978,24.273035621643068,24.117903137207033,23.82980400085449,22.270161323547363,21.56639486312866
2003-07-02,48.245818874279564,A,24.68000221252441,24.46778678894043,24.3072847366333,24.095070171356205,23.86888916015625,22.32381935119629,21.575796823501587
2003-07-03,48.21666943038738,A,24.24349403381348,24.440925216674806,24.342206764221192,24.067200756073,23.903139114379883,22.37620153427124,21.579053955078123
2003-07-04,48.23567664223159,A,24.24349403381348,24.453015899658205,24.34287929534912,24.094063663482665,23.944104690551757,22.424419937133788,21.58637405395508
2003-07-07,48.26476768567074,A,24.847900390625,24.506742095947267,24.422124099731445,24.16155614852905,23.978086013793945,22.478682403564452,21.601920824050904
2003-07-08,48.281809720910786,A,24.774023056030277,24.55778274536133,24.465103721618654,24.225018978118896,24.005620079040526,22.52602767944336,21.614311189651488
2003-07-09,48.29205988464913,A,24.666561126708984,24.555094528198246,24.511440658569335,24.273707103729247,24.034094200134277,22.575454692840577,21.63146961212158
2003-07-10,48.31860710169267,A,24.344226837158203,24.575241088867188,24.508083152770997,24.297212600708008,24.0598823928833,22.623001537323,21.649467554092407
2003-07-11,48.3699314232427,A,24.80760383605957,24.688063049316405,24.570539474487305,24.36671962738037,24.088356704711913,22.66960817337036,21.66850643157959
2003-07-14,48.36710292084711,A,24.948640823364254,24.708211135864257,24.60747661590576,24.416415977478028,24.1271732711792,22.720982990264893,21.695268325805664
2003-07-15,48.370558704748625,A,24.941913604736328,24.741789245605467,24.6497859954834,24.461410808563233,24.15766227722168,22.768664131164552,21.713937826156616
2003-07-16,48.36443760860084,A,24.767311096191406,24.761939239501952,24.658516883850098,24.4829008102417,24.191777763366698,22.814867839813232,21.735528621673584
2003-07-17,48.35816329515296,A,24.485248565673828,24.79014358520508,24.682692337036134,24.512449550628663,24.21205883026123,22.855564689636232,21.749832935333252
2003-07-18,48.28560613742555,A,24.585987091064453,24.745820236206054,24.71694164276123,24.529910469055174,24.229653854370117,22.896463108062743,21.759234857559203
2003-07-21,48.17743026562308,A,24.40467071533203,24.637026214599608,24.672618675231934,24.54737138748169,24.231534156799317,22.935481128692626,21.76853609085083
2003-07-22,48.09583174694965,P,24.525545120239254,24.553752517700197,24.647770881652832,24.556437301635743,24.23583194732666,22.983968105316162,21.77199466705322
2003-07-23,48.06266963348199,P,24.69344139099121,24.538978576660156,24.650458908081056,24.580949783325195,24.247383003234862,23.037827739715578,21.779449071884155
2003-07-24,48.028782744339395,P,24.303936004638672,24.502716064453125,24.646429824829102,24.57725648880005,24.25812828063965,23.087792320251467,21.786366243362426
2003-07-25,48.018176325556546,P,24.53225898742676,24.491970443725585,24.61889533996582,24.59471740722656,24.271693687438965,23.137353782653808,21.79069790840149
2003-07-28,48.08269956249183,P,24.774023056030277,24.565840911865234,24.601433563232423,24.604455089569093,24.30782402038574,23.194638195037843,21.796641283035278
2003-07-29,48.139479254214486,A,24.76059341430664,24.61285057067871,24.583301544189453,24.616543769836426,24.34449150085449,23.253668670654296,21.803524808883665
2003-07-30,48.13118203821708,A,24.65314674377441,24.60479164123535,24.571885108947754,24.615200996398926,24.372563095092772,23.308334045410156,21.805203771591188
2003-07-31,48.171827647768175,A,24.8411865234375,24.71224174499512,24.607478904724122,24.645085620880128,24.39727668762207,23.355343608856202,21.80852802276611
2003-08-01,48.185869816381945,A,24.62627220153809,24.731044387817384,24.611507415771484,24.664224529266356,24.422795791625976,23.402890338897706,21.81081132888794
2003-08-04,48.16795020810476,A,24.82103538513184,24.740446853637696,24.653143882751465,24.662881278991698,24.452210159301757,23.443587188720702,21.81796353340149
2003-08-05,47.687638775172296,P,20.18723487854004,23.825775146484375,24.219312858581542,24.43354187011719,24.373502731323242,23.437341594696044,21.801443071365355
2003-08-06,47.15472310718695,B,19.401500701904297,22.77544593811035,23.69011878967285,24.170288848876954,24.25987392425537,23.422634315490722,21.785157594680786
2003-08-07,46.614704059025165,B,19.49553108215332,21.706314849853516,23.209278297424316,23.92785406112671,24.15779628753662,23.41094913482666,21.7687043094635
2003-08-08,46.09533041739396,B,19.62312126159668,20.705684661865234,22.71836452484131,23.668629932403565,24.04994285583496,23.397450618743896,21.75084063529968
2003-08-11,45.583588102011504,B,19.777576446533203,19.696992874145508,22.2187198638916,23.410076713562013,23.94410415649414,23.393085441589356,21.736066198349
2003-08-12,45.71083835289992,B,20.18051528930664,19.69564895629883,21.7607120513916,23.172006797790527,23.845921173095704,23.38683977127075,21.723507947921753
2003-08-13,45.962626049925035,B,20.34841537475586,19.88503189086914,21.330238914489748,22.95106201171875,23.75015625,23.38066135406494,21.71205777168274
2003-08-14,46.24140201576839,B,20.717771530151367,20.12947998046875,20.917897415161132,22.762688159942627,23.668494033813477,23.383683433532713,21.707961235046387
2003-08-15,46.54219084361489,B,20.78493309020996,20.361842346191406,20.53376350402832,22.572635459899903,23.610067977905274,23.387175617218016,21.70389825820923
2003-08-18,46.811874998418226,B,20.57002639770508,20.52033233642578,20.108662605285645,22.380903244018555,23.55150749206543,23.391205024719238,21.700809059143065
2003-08-19,46.98125344031046,B,20.47600746154785,20.579430770874023,20.137539863586426,22.178426361083986,23.49093231201172,23.39174226760864,21.694697828292846
2003-08-20,47.109542205918075,B,20.48271942138672,20.606291580200196,20.245661735534668,21.96789026260376,23.426730728149415,23.384220695495607,21.689828948974608
2003-08-21,47.18619966702165,B,20.64390182495117,20.591517639160156,20.36049880981445,21.784888553619385,23.362126426696776,23.379251041412353,21.680762786865234
2003-08-22,47.2499432963611,B,20.744638442993164,20.583458709716798,20.4726505279541,21.595507526397704,23.308669929504394,23.374684505462646,21.671528787612914
2003-08-25,47.364525005093014,C,21.12071418762207,20.693596267700194,20.606964302062988,21.412842082977296,23.251989936828615,23.369849300384523,21.66780164718628
2003-08-26,47.4056051503959,C,21.23487663269043,20.84537010192871,20.712400436401367,21.236556243896484,23.19584712982178,23.361656150817872,21.66666000366211
2003-08-27,47.45173572308863,C,21.34905242919922,21.01863670349121,20.8124641418457,21.071351528167725,23.13607795715332,23.357425479888917,21.665954875946046
2003-08-28,47.50451872580448,C,21.61095428466797,21.21204719543457,20.901782417297362,20.90983991622925,23.090411567687987,23.346613368988038,21.666693620681762
2003-08-29,47.55751395536081,C,21.657968521118164,21.39471321105957,20.989085960388184,20.76142473220825,23.038835563659667,23.340569381713866,21.668977003097535
