Date,GRADE,GPS,UHS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-25,,,1.293735146522522,1.3487877368927002,1.362550926208496,1.3529167473316193,,,
1984-01-26,,,1.2386828660964966,1.321261501312256,1.3460351824760437,1.3556693851947785,,,
1984-01-27,,,1.2386828660964966,1.288230013847351,1.3322720646858215,1.3542930841445924,1.349888882637024,,
1984-01-30,,,1.2386828660964966,1.2607037782669068,1.3212615370750427,1.3529167830944062,1.3443836307525634,,
1984-01-31,,,1.183630108833313,1.2386827707290649,1.3019931435585022,1.3487878441810608,1.339428904056549,,
1984-02-01,,,1.183630108833313,1.216661763191223,1.2827247500419616,1.3419062554836274,1.3344741773605346,,
1984-02-02,,,1.1561037302017212,1.2001459360122682,1.260703718662262,1.3295194268226624,1.3289689230918884,,
1984-02-03,,,1.2111573219299316,1.194640827178955,1.241435420513153,1.3185089707374573,1.3245647406578065,,
1984-02-06,,,1.183630108833313,1.1836302757263184,1.2221670269966125,1.304745799303055,1.3201605367660523,,
1984-02-07,,,1.1561037302017212,1.178125,1.2084038853645325,1.2909826636314392,1.3152058053016662,,
1984-02-08,,,1.128577470779419,1.1671144723892213,1.191888117790222,1.2772195219993592,1.309150025844574,,
1984-02-09,,,1.1561037302017212,1.1671144723892213,1.1836302042007447,1.2648326933383942,1.3036447715759278,,
1984-02-10,,,1.1561037302017212,1.156103754043579,1.1753722906112671,1.2538221776485443,1.2975889754295349,,
1984-02-13,,,1.128577470779419,1.1450932264328002,1.1643617510795594,1.242811644077301,1.2915331959724425,,
1984-02-14,,,1.128577470779419,1.13958797454834,1.15885648727417,1.230424815416336,1.2854774165153504,,
1984-02-15,,,1.183630108833313,1.1505985021591187,1.15885648727417,1.2207906186580657,1.280522689819336,,
1984-02-16,,,1.1561037302017212,1.1505985021591187,1.15885648727417,1.209780102968216,1.2750174355506898,,
1984-02-17,,,1.183630108833313,1.156103777885437,1.1561037659645081,1.1987695932388305,1.2700627088546752,,
1984-02-20,,,1.183630108833313,1.1671143054962159,1.1561037659645081,1.1891353964805602,1.266209030151367,,
1984-02-21,,,1.128577470779419,1.1671143054962159,1.1533511400222778,1.1808775126934052,1.2634564018249512,,
1984-02-22,,,1.101050853729248,1.1505984544754029,1.1505984783172607,1.1712432980537415,1.2596027159690857,,
1984-02-23,,,1.128577470779419,1.1450932025909424,1.1478458523750306,1.1657380282878875,1.2557490277290344,,
1984-02-24,,,1.1561037302017212,1.139587926864624,1.1478458523750306,1.1616090714931488,1.2529963994026183,,
1984-02-27,,,1.1561037302017212,1.1340826511383058,1.1505984783172607,1.15748011469841,1.251344816684723,,
1984-02-28,,,1.169866919517517,1.1423405408859253,1.1547274231910705,1.1567919552326202,1.2499684977531433,,
1984-02-29,,,1.1561037302017212,1.15335111618042,1.1519747853279114,1.1554156363010406,1.2483169150352478,,
1984-03-01,,,1.128577470779419,1.15335111618042,1.149222159385681,1.1540393233299255,1.2455642867088317,,
1984-03-02,,,1.1561037302017212,1.15335111618042,1.146469521522522,1.151286643743515,1.2439127039909363,,
1984-03-05,,,1.128577470779419,1.1478458642959595,1.1409642577171326,1.1485340118408203,1.2417105960845947,,
1984-03-06,,,1.073525071144104,1.1285774946212768,1.135459017753601,1.1444050788879394,1.2389579510688782,,
1984-03-07,,,1.073525071144104,1.1120617628097533,1.1327064394950868,1.1416524589061736,1.2362053060531617,,
1984-03-08,,,1.073525071144104,1.1010512828826904,1.1272011995315552,1.1375235259532928,1.2340032052993775,,
1984-03-09,,,1.0184718370437622,1.0735249042510986,1.1134380102157593,1.1306419312953948,1.2290484642982482,,
1984-03-12,,,1.0459988117218018,1.0570091724395752,1.1024275183677674,1.126512998342514,1.22464426279068,,
1984-03-13,,,1.101050853729248,1.062514328956604,1.0955459117889403,1.1251366674900054,1.2213411021232605,,
1984-03-14,,,1.101050853729248,1.068019485473633,1.0900406241416931,1.1210077047348022,1.216936881542206,,
1984-03-15,,,1.183630108833313,1.0900404930114747,1.0955458879470825,1.1223840236663818,1.2125326776504517,,
1984-03-16,,,1.183630108833313,1.1230721473693848,1.0982985258102418,1.1223840236663818,1.2075779509544373,,
1984-03-19,,,1.2111573219299316,1.1561038494110107,1.106556510925293,1.1237603843212127,1.2026232266426087,,
1984-03-20,,,1.2111573219299316,1.1781251430511475,1.1203197360038757,1.1278893768787384,1.1982190442085265,,
1984-03-21,,,1.1561037302017212,1.1891357183456421,1.1285776019096374,1.130642020702362,1.1932643127441407,,
1984-03-22,,,1.2111573219299316,1.1946411609649659,1.1423408269882203,1.1347710132598876,1.189410653114319,,
1984-03-23,,,1.183630108833313,1.1946411609649659,1.1588566541671752,1.1361473321914672,1.1855569744110108,,
1984-03-26,,,1.1561037302017212,1.1836304426193238,1.1698671460151673,1.1361473321914672,1.1817032861709595,,
1984-03-27,,,1.197393774986267,1.1808777332305909,1.179501438140869,1.1375236749649047,1.1781248807907105,,
1984-03-28,,,1.2662088871002195,1.2028987646102904,1.1960172414779664,1.1430289328098298,1.1759227776527406,,
1984-03-29,,,1.3212618827819824,1.2249196767807007,1.2097804188728332,1.1526631534099578,1.1748217344284058,,
1984-03-30,,,1.3212618827819824,1.2524460315704347,1.2235435962677002,1.1609210610389709,1.173170166015625,,
1984-04-02,,,1.3763140439987185,1.296488094329834,1.2400592684745788,1.1733078896999358,1.173170166015625,,
1984-04-03,,,1.2662088871002195,1.3102511167526245,1.2455644249916076,1.1829420804977417,1.172619640827179,,
1984-04-04,,,1.293735146522522,1.315756368637085,1.2593275666236878,1.1939525842666625,1.172619640827179,,
1984-04-05,,,1.2386828660964966,1.2992405652999879,1.2620801210403443,1.2022104740142823,1.172619640827179,,
1984-04-06,,,1.2386828660964966,1.2827247619628905,1.2675853967666626,1.213221025466919,1.172619640827179,1.2612542617321014,
1984-04-09,,,1.2662088871002195,1.260703730583191,1.2785959124565125,1.2242315292358399,1.1731701612472534,1.2587768959999084,
1984-04-10,,,1.2662088871002195,1.260703730583191,1.2854774236679076,1.2324894309043883,1.1748217368125915,1.2571253204345703,
1984-04-11,,,1.2386828660964966,1.2496932744979858,1.2827248215675353,1.2393710315227509,1.1759227919578552,1.255198484659195,
1984-04-12,,,1.2386828660964966,1.2496932744979858,1.2744669198989869,1.2421236693859101,1.1775743746757508,1.2532716488838196,
1984-04-13,,,1.293735146522522,1.260703730583191,1.2717142462730409,1.2476289212703704,1.1792259311676025,1.2518953359127045,
1984-04-16,,,1.2662088871002195,1.260703730583191,1.260703730583191,1.2503814995288849,1.1808775067329407,1.2505190217494964,
1984-04-17,,,1.293735146522522,1.2662089824676515,1.263456356525421,1.2545103907585144,1.1836301350593568,1.2494179701805115,
1984-04-18,,,1.293735146522522,1.2772194385528564,1.263456356525421,1.2613919615745544,1.1869332885742188,1.2480416572093964,
1984-04-19,,,1.293735146522522,1.2882298946380615,1.2689615845680238,1.265520852804184,1.1896859169006349,1.2466653442382813,
1984-04-20,,,1.293735146522522,1.2882298946380615,1.2744668126106262,1.2710261046886444,1.1924385452270507,1.245013760328293,
1984-04-23,,,1.2662088871002195,1.2882298946380613,1.2744668126106262,1.2765313625335692,1.1951911735534668,1.2433621847629548,
1984-04-24,,,1.293735146522522,1.2882298946380615,1.2772194385528564,1.281348431110382,1.1984943270683288,1.2419858717918395,
1984-04-25,,,1.293735146522522,1.2882298946380615,1.282724666595459,1.2827247440814973,1.200696427822113,1.2406095588207244,
1984-04-26,,,1.3763140439987185,1.3047456741333008,1.2964877843856812,1.285477352142334,1.205100634098053,1.2400590348243714,
1984-04-27,,,1.4176033735275269,1.3295193195343018,1.3088746070861816,1.2902944266796113,1.2097800993919372,1.2399214041233062,
1984-04-30,,,1.4588935375213623,1.3680562496185302,1.3281430721282959,1.2944234013557434,1.2152853679656983,1.2407471990585328,
1984-05-01,,,1.5965241193771362,1.428614044189453,1.3584219694137574,1.3109391629695892,1.2246443009376526,1.244050351381302,
1984-05-02,,,1.5689985752105713,1.483666729927063,1.3859483122825622,1.3247023344039917,1.234003255367279,1.2468029856681824,
1984-05-03,,,1.513945460319519,1.5111930131912232,1.407969343662262,1.3384654641151428,1.241710615158081,1.2487298214435578,
1984-05-04,,,1.5001821517944336,1.5277087688446045,1.428614044189453,1.3515404284000396,1.2485921835899354,1.2507942914962769,
1984-05-07,,,1.513945460319519,1.538719153404236,1.453387701511383,1.3639272570610046,1.2557490181922912,1.253546917438507,
1984-05-08,,,1.4864195585250854,1.5166982412338257,1.4726561427116394,1.374937790632248,1.2620800709724427,1.256024284362793,
1984-05-09,,,1.513945460319519,1.5056876182556151,1.4946771740913392,1.388700920343399,1.2692369055747985,1.2587769103050233,
1984-05-10,,,1.4864195585250854,1.5001824378967286,1.5056877255439758,1.4010877549648284,1.276393747329712,1.2609790170192718,
1984-05-11,,,1.513945460319519,1.5029350996017456,1.515321934223175,1.4120982706546783,1.2835505819320678,1.263731642961502,
1984-05-14,,,1.4588935375213623,1.4919247150421142,1.515321934223175,1.4217325031757355,1.2901569032669067,1.2659337496757508,
1984-05-15,,,1.4588935375213623,1.4864195108413696,1.5015588760375977,1.4299904227256774,1.2978642725944518,1.268411111831665,
1984-05-16,,,1.472656488418579,1.4781617164611816,1.4919246673583983,1.4389364898204804,1.3058469009399414,1.2710261034965515,
1984-05-17,,,1.4313664436340332,1.4671510934829712,1.48366676568985,1.445818054676056,1.31300372838974,1.2735034668445586,
1984-05-18,,,1.4038403034210205,1.4451300621032714,1.4740325808525085,1.4513233125209808,1.3207110977172851,1.2748797810077668,
1984-05-21,,,1.348788142204285,1.4231089830398562,1.457516849040985,1.455452275276184,1.326766884326935,1.2757055735588074,
1984-05-22,,,1.348788142204285,1.4010879039764403,1.443753707408905,1.4582049250602722,1.3317216300964356,1.276531366109848,
1984-05-23,,,1.4038403034210205,1.3873246669769288,1.4327431917190552,1.463710182905197,1.337777419090271,1.2773571503162384,
1984-05-24,,,1.4038403034210205,1.3818194389343261,1.4244852662086487,1.4650864958763123,1.3421816229820251,1.2773571503162384,
1984-05-25,,,1.4038403034210205,1.3818194389343261,1.4134747505187988,1.464398342370987,1.3465858268737794,1.2770818889141082,
1984-05-28,,,1.4038403034210205,1.3928298711776734,1.4079694271087646,1.46164568066597,1.3504394865036011,1.276531356573105,
1984-05-29,,,1.4038403034210205,1.4038403034210205,1.4024641036987304,1.452011489868164,1.3542931461334229,1.2762560951709747,
1984-05-30,,,1.3763140439987185,1.39833505153656,1.3928298592567443,1.4423772633075713,1.3586973524093628,1.2759808325767517,
1984-05-31,,,1.3763140439987185,1.3928297996520995,1.387324619293213,1.4354956924915314,1.3620004868507385,1.2757055699825286,
1984-06-01,,,1.3763140439987185,1.3873245477676392,1.3845719933509826,1.4293022871017456,1.3658541655540466,1.2757055699825286,
1984-06-04,,,1.3763140439987185,1.381819295883179,1.387324583530426,1.4224207162857057,1.3702583718299866,1.275980829000473,
1984-06-05,,,1.3763140439987185,1.3763140439987185,1.3900771737098696,1.4169154405593871,1.3738367772102356,1.275980829000473,
1984-06-06,,,1.348788142204285,1.370808863639832,1.384571957588196,1.4086575746536254,1.3754883623123169,1.2757055699825286,
1984-06-07,,,1.348788142204285,1.365303683280945,1.3790667414665223,1.4017760038375855,1.376038887500763,1.2754303109645844,
1984-06-08,,,1.3212618827819824,1.3542932510375978,1.3708088994026186,1.3921418249607087,1.376038887500763,1.274604526758194,
1984-06-11,,,1.307498335838318,1.3405301094055178,1.3611747026443484,1.3845720648765565,1.374662573337555,1.27391636967659,
1984-06-12,,,1.2662088871002195,1.318509078025818,1.3474115610122683,1.3749378323554993,1.374662573337555,1.273641107082367,
1984-06-13,,,1.2662088871002195,1.301993227005005,1.3364010453224184,1.3646154522895813,1.374112048149109,1.273365844488144,
1984-06-14,,,1.2386828660964966,1.2799721717834474,1.3226379275321962,1.3549812734127045,1.374112048149109,1.273365844488144,
1984-06-15,,,1.2111573219299316,1.257951259613037,1.3061222553253176,1.34534712433815,1.3735615372657777,1.2730905890464783,
1984-06-18,,,1.2386828660964966,1.244188165664673,1.2923591375350951,1.3398418605327607,1.373011016845703,1.2730905890464783,
1984-06-19,,,1.2386828660964966,1.2386829614639283,1.2785960197448731,1.3343365967273713,1.3724604964256286,1.2736411166191102,
1984-06-20,,,1.3212618827819824,1.2496935606002808,1.2758433938026428,1.3302076756954193,1.3741120767593384,1.2750174343585967,
1984-06-21,,,1.36255145072937,1.2744672775268553,1.2772197246551513,1.3281432330608367,1.3765894484519958,1.2770819115638732,
1984-06-22,,,1.348788142204285,1.301993441581726,1.2799723505973817,1.325390625,1.377690508365631,1.2784582197666168,
1984-06-25,,,1.3212618827819824,1.3185092449188232,1.281348705291748,1.321261703968048,1.3787915682792664,1.2798345375061035,
1984-06-26,,,1.293735146522522,1.3295197010040283,1.2841013312339782,1.3157564461231233,1.3787915682792664,1.2812108516693115,
1984-06-27,,,1.2662088871002195,1.3185091018676758,1.2841013312339782,1.3102511882781982,1.3782410430908203,1.2825871658325196,
1984-06-28,,,1.2386828660964966,1.293735384941101,1.2841013312339782,1.3033696293830872,1.3771399974822998,1.2834129571914672,
1984-06-29,,,1.293735146522522,1.2827247858047486,1.2923591136932373,1.2992406845092774,1.3771399974822998,1.2847892713546754,
1984-07-02,,,1.2386828660964966,1.2662089824676515,1.2923591136932373,1.2923591256141662,1.3765894770622253,1.285890325307846,
1984-07-03,,,1.2662088871002195,1.260703730583191,1.2951117157936096,1.2868538677692414,1.3760389518737792,1.2872666394710541,
1984-07-04,,,1.2662088871002195,1.260703730583191,1.2896064162254333,1.2827249050140381,1.3754884266853333,1.288092427253723,
1984-07-05,,,1.2662088871002195,1.2662089347839356,1.2799721598625182,1.2785959422588349,1.3732863235473634,1.2891934788227082,
1984-07-06,,,1.2111573219299316,1.2496933698654176,1.2662090778350827,1.2730907142162322,1.3691574025154114,1.2894687509536744,
1984-07-09,,,1.2111573219299316,1.2441882610321044,1.2551986217498778,1.268273663520813,1.3642026782035828,1.2897440230846404,
1984-07-10,,,1.183630108833313,1.2276725053787232,1.2441881179809569,1.2641447246074677,1.3559447979927064,1.2902945494651794,
1984-07-11,,,1.2386828660964966,1.2221673011779786,1.2414355158805845,1.2627684235572816,1.3493384838104248,1.291670869588852,
1984-07-12,,,1.2662088871002195,1.2221673011779783,1.2441881179809569,1.2641447246074677,1.344383752346039,1.2930471837520598,
1984-07-13,,,1.2386828660964966,1.2276724100112915,1.2386828899383544,1.2655210018157959,1.33915376663208,1.2938729751110076,
1984-07-16,,,1.2386828660964966,1.2331775188446046,1.2386828899383544,1.2655210018157959,1.3336485147476196,1.2946987664699554,
1984-07-17,,,1.2111573219299316,1.2386829614639283,1.2331777334213256,1.2641447246074677,1.3281432700157165,1.2951116704940795,
1984-07-18,,,1.2386828660964966,1.2386829614639283,1.2304251313209533,1.2600157737731934,1.322638018131256,1.2959374618530273,
1984-07-19,,,1.2662088871002195,1.2386829614639283,1.2304251313209533,1.2551986455917359,1.3182338047027589,1.2973137760162354,
1984-07-20,,,1.348788142204285,1.260704016685486,1.2441882133483886,1.2551986455917359,1.314930658340454,1.299240620136261,
1984-07-23,,,1.3212618827819824,1.277219820022583,1.2551986694335937,1.2551986455917359,1.3121780252456665,1.3011674642562867,
1984-07-24,,,1.348788142204285,1.3047459840774536,1.2717144727706908,1.257951295375824,1.309975917339325,1.3039200949668883,
1984-07-25,,,1.2662088871002195,1.3102511882781982,1.2744670748710631,1.257951295375824,1.3058469653129579,1.3058469331264495,
1984-07-26,,,1.293735146522522,1.3157564401626587,1.2772197008132935,1.2607039093971253,1.3030943393707275,1.3080490338802337,
1984-07-27,,,1.2799723148345947,1.3019932746887206,1.2813486456871033,1.2600157678127288,1.300616979598999,1.310664038658142,
1984-07-30,,,1.293735146522522,1.2964879274368286,1.2868538737297057,1.26276838183403,1.2995159196853638,1.3131414020061494,
1984-07-31,,,1.2662088871002195,1.2799720764160156,1.2923590302467347,1.26276838183403,1.2978643345832825,1.314792982339859,
1984-08-01,,,1.3212618827819824,1.2909826755523681,1.3006169319152832,1.2655210316181182,1.2962127661705016,1.3169950926303864,
1984-08-02,,,1.4588935375213623,1.3240143537521363,1.3198853969573974,1.2751552641391755,1.2973138308525085,1.3197477269172668,
1984-08-03,,,1.5689985752105713,1.3818196058273315,1.341906440258026,1.2930473268032074,1.3006169962882996,1.3236014115810395,
1984-08-06,,,1.5689985752105713,1.4368722915649415,1.366680109500885,1.3109393894672394,1.3039201617240905,1.3271798241138457,
1984-08-07,,,1.5965241193771362,1.5029353380203248,1.39145370721817,1.3315840899944305,1.307773838043213,1.3310334920883178,
1984-08-08,,,1.5689985752105713,1.5524826765060424,1.4217326760292053,1.3480998754501343,1.31162752866745,1.3351624405384064,
1984-08-09,,,1.5827616453170776,1.5772562980651856,1.4506353259086608,1.3639275133609772,1.3157564806938171,1.3388784837722778,
1984-08-10,,,1.6240507364273071,1.5882667303085327,1.4850431680679321,1.3831959068775177,1.320711214542389,1.3432826900482178,
1984-08-13,,,1.6240507364273071,1.5992771625518798,1.5180747270584107,1.4024643003940582,1.3256659483909607,1.3479621601104737,
1984-08-14,,,1.6515768766403198,1.6102877140045166,1.5566115260124207,1.4244852781295776,1.3311712050437927,1.3525039911270142,
1984-08-15,,,1.5965241193771362,1.6157928228378295,1.584137749671936,1.4423773407936096,1.3361259245872497,1.3558071434497834,
1984-08-16,,,1.5827616453170776,1.6157928228378295,1.5965245604515075,1.4582049787044524,1.3408053946495055,1.3584221410751343,
1984-08-17,,,1.5965241193771362,1.6102874994277954,1.5992771148681642,1.470591777563095,1.3463106393814086,1.3611747634410858,
1984-08-20,,,1.5965241193771362,1.6047821760177612,1.6020296692848206,1.4843548893928529,1.352091155052185,1.36337686419487,
1984-08-21,,,1.6102876663208008,1.5965243339538575,1.603406023979187,1.4974298655986786,1.3589727306365966,1.3668176519870758,
1984-08-22,,,1.6102876663208008,1.5992770433425902,1.60753493309021,1.5146338045597076,1.3658543062210082,1.3699831771850586,
1984-08-23,,,1.6102876663208008,1.6047822475433349,1.6102875351905823,1.5304614305496216,1.3732864022254945,1.3736992251873017,
1984-08-24,,,1.6240507364273071,1.610287570953369,1.6102875351905823,1.5476653516292571,1.381544270515442,1.3775529038906098,1.3194035828113555
1984-08-27,,,1.6102876663208008,1.613040280342102,1.6089112281799316,1.563492977619171,1.388976366519928,1.3809936916828156,1.319885293841362
1984-08-28,,,1.5965241193771362,1.610287570953369,1.6034059524536133,1.5800087392330169,1.3961331915855408,1.3842968440055847,1.3207110822200776
1984-08-29,,,1.6240507364273071,1.6130401849746705,1.6061586141586304,1.5951481819152833,1.4021889686584472,1.3881505227088928,1.3216745036840438
1984-08-30,,,1.6102876663208008,1.6130401849746705,1.6089112162590027,1.602717888355255,1.4071436929702759,1.391866570711136,1.3225691097974777
1984-08-31,51.012031323077046,A,1.6102876663208008,1.610287570953369,1.610287570953369,1.6047823429107666,1.4123736834526062,1.3950320959091187,1.3234637159109115
1984-09-03,51.00386471380233,A,1.6102876663208008,1.610287570953369,1.6116639256477356,1.6068467974662781,1.4181541991233826,1.3984728837013245,1.3244959527254105
1984-09-04,50.9726252607877,P,1.4864195585250854,1.588266658782959,1.5992771148681642,1.6013415694236754,1.4220078873634339,1.40039972782135,1.3249088490009309
1984-09-05,50.93652053221476,P,1.4864195585250854,1.5607404232025146,1.5868903040885924,1.5972126185894013,1.4264121007919313,1.4023265719413758,1.325184114575386
1984-09-06,50.91989704130939,P,1.5414719581604004,1.5469772815704346,1.5800087332725525,1.5951481342315674,1.4324678826332091,1.4048039400577546,1.3257346421480178
1984-09-07,50.905106145320104,P,1.5414719581604004,1.5332141399383545,1.571750855445862,1.591019195318222,1.437422618865967,1.4072813081741333,1.326147534251213
1984-09-10,50.89357142271524,P,1.5552347898483276,1.5222035646438599,1.5662455677986145,1.587578397989273,1.4437536573410035,1.4101715672016144,1.3267668759822846
1984-09-11,50.91479108268854,P,1.5689985752105713,1.538719367980957,1.563493013381958,1.5834494829177856,1.4498094511032105,1.4129242014884948,1.3274550366401672
1984-09-12,50.931668691565186,P,1.5414719581604004,1.54972984790802,1.5552351355552674,1.5806968748569488,1.4553147125244141,1.4154015696048736,1.328005564212799
1984-09-13,50.93266810934798,P,1.5414719581604004,1.54972984790802,1.5483535647392273,1.578632390499115,1.4608199739456176,1.4170531487464906,1.3285560917854309
1984-09-14,50.9375864416275,P,1.5414719581604004,1.54972984790802,1.5414719939231873,1.5758797824382782,1.4674262666702271,1.4182918345928193,1.3291066193580627
1984-09-17,50.938665824542596,P,1.5552347898483276,1.54972984790802,1.53596670627594,1.5738153159618378,1.474307816028595,1.4192552471160889,1.3300012230873108
1984-09-18,50.92200050226854,P,1.4864195585250854,1.5332140445709228,1.53596670627594,1.567621910572052,1.4803636050224305,1.4181542015075683,1.3311022764444351
1984-09-19,50.90483096742735,P,1.4588935375213623,1.5166983604431152,1.5332141041755676,1.5600522041320801,1.4847678184509276,1.4170531511306763,1.3319280683994292
1984-09-20,50.88400703822055,P,1.4313664436340332,1.4946772575378418,1.522203552722931,1.5511061429977417,1.488070969581604,1.4162273609638214,1.3324785912036896
1984-09-21,50.8589252546652,P,1.4038403034210205,1.4671509265899658,1.5084403872489929,1.5400956213474273,1.4913741183280944,1.4152639424800872,1.333029116988182
1984-09-24,50.82080708059703,P,1.348788142204285,1.4258615970611572,1.4877957224845886,1.5270206451416015,1.4935762238502504,1.4136123692989349,1.333579643368721
1984-09-25,50.79228494550699,P,1.3212618827819824,1.3928300619125367,1.4630220532417297,1.5132575333118439,1.4957783150672912,1.4119607925415039,1.3339925384521485
1984-09-26,50.780279640038025,P,1.3763140439987185,1.3763141632080078,1.4465062618255615,1.5008706986904143,1.4985309386253356,1.410584478378296,1.3346806943416596
1984-09-27,50.779897568374395,P,1.3900771141052246,1.368056297302246,1.431366777420044,1.4898601710796355,1.5010083031654358,1.4096210539340972,1.3353000354766846
1984-09-28,50.780238518065126,P,1.3763140439987185,1.3625510454177858,1.4148509860038758,1.4781614899635316,1.5015588212013244,1.4082447397708893,1.3359881913661957
1984-10-01,50.790530572055125,P,1.348788142204285,1.3625510454177858,1.3942063212394715,1.4650865137577056,1.5021093463897706,1.4071436858177184,1.3365387177467347
1984-10-02,50.80926716390428,P,1.348788142204285,1.3680562973022463,1.3804431796073915,1.4582049429416657,1.5021093463897706,1.4060426318645478,1.3372268718481064
1984-10-03,50.81136369079911,P,1.3212618827819824,1.357045865058899,1.3666800141334536,1.4499470591545105,1.5032104063034057,1.4045286858081818,1.3377773946523666
1984-10-04,50.811660754941364,P,1.3350238800048828,1.3460352182388307,1.3570457577705386,1.4396246552467347,1.504036180973053,1.4035652601718902,1.3385343635082245
1984-10-05,50.819329766453485,P,1.348788142204285,1.3405300378799438,1.3515405416488648,1.4299904644489287,1.5054124975204468,1.403014738559723,1.3389472597837448
1984-10-08,50.82947547613236,P,1.3350238800048828,1.3377771854400635,1.3501641154289248,1.4189799189567567,1.506238272190094,1.4028770959377288,1.3392913347482682
1984-10-09,50.83302665391824,P,1.3350238800048828,1.3350243330001832,1.3515403151512149,1.407281184196472,1.5076145720481873,1.402739453315735,1.3396354097127914
1984-10-10,50.83821121670345,P,1.3350238800048828,1.3377767324447631,1.3474112987518312,1.3969587802886962,1.5078898119926452,1.4020512890815735,1.339704219698906
1984-10-11,50.826382713766044,P,1.293735146522522,1.329518985748291,1.337777101993561,1.3845719397068024,1.5045866441726685,1.4009502375125884,1.3391536939144135
1984-10-12,50.81243426947773,B,1.3212618827819824,1.3240137338638305,1.3322718858718874,1.3735614359378814,1.4996319103240967,1.400124453306198,1.3386031711101531
1984-10-15,50.79781020483864,B,1.3212618827819824,1.3212613344192505,1.329519259929657,1.3618627905845642,1.494677176475525,1.3992986690998077,1.3379150128364563
