Date,GRADE,GPS,MSI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-18,,,7.958494663238525,8.036138343811036,8.124981117248534,8.104450225830078,,,
1984-01-19,,,7.794251918792725,7.967455005645752,8.081680536270142,8.098104548454284,,,
1984-01-20,,,7.756918907165527,7.916688060760498,8.028673601150512,8.087279176712036,,,
1984-01-23,,,7.779312610626221,7.874878597259522,7.971933364868164,8.077573490142822,,,
1984-01-24,,,7.913699150085449,7.840535449981689,7.95102891921997,8.067494344711303,,,
1984-01-25,,,7.540413856506348,7.756919288635254,7.896528816223144,8.034271621704102,,,
1984-01-26,,,7.3612380027771,7.670316505432129,7.818885755538941,7.993210101127625,,,
1984-01-27,,,7.249248027801514,7.568782329559326,7.742735195159912,7.948789072036743,8.092950830459595,,
1984-01-30,,,7.182061672210693,7.449332141876221,7.662105369567871,7.901008725166321,8.068350658416747,,
1984-01-31,,,7.211917400360107,7.308975791931152,7.574755620956421,7.856960678100586,8.046134309768677,,
1984-02-01,,,7.017807960510254,7.204454612731934,7.480686950683594,7.8028340339660645,8.022120027542114,,
1984-02-02,,,7.14472770690918,7.16115255355835,7.415734529495239,7.74870753288269,8.00064414024353,,
1984-02-03,,,6.913291931152344,7.093961334228515,7.331371831893921,7.680022716522217,7.973050737380982,,
1984-02-06,,,6.808767795562744,7.019302558898926,7.234317350387573,7.603125357627869,7.9436647415161135,,
1984-02-07,,,6.987947463989258,6.974508571624756,7.141742181777954,7.546385550498963,7.913842315673828,,
1984-02-08,,,6.778906345367432,6.926728248596191,7.065591430664062,7.481060123443603,7.881476736068725,,
1984-02-09,,,6.868496417999268,6.871481990814209,7.01631727218628,7.41760151386261,7.849711837768555,,
1984-02-10,,,6.928215980529785,6.874466800689698,6.9842140674591064,7.36347463130951,7.818992443084717,,
1984-02-13,,,6.943150520324707,6.90134334564209,6.9603229522705075,7.31121416091919,7.787827453613281,,
1984-02-14,,,7.062602519989014,6.916274356842041,6.945391464233398,7.26007354259491,7.762773637771606,,
1984-02-15,,,7.077533721923828,6.97599983215332,6.951364040374756,7.216025495529175,7.737720651626587,,
1984-02-16,,,7.03274393081665,7.008849334716797,6.940165662765503,7.177950096130371,7.712069664001465,,
1984-02-17,,,6.883427143096924,6.999891567230224,6.937179183959961,7.134275507926941,7.685367765426636,,
1984-02-20,,,6.883427143096924,6.987946891784668,6.944645118713379,7.089481234550476,7.657177066802978,,
1984-02-21,,,6.719181060791016,6.9192625999450685,6.917768478393555,7.029755330085754,7.6280607414245605,,
1984-02-22,,,6.868496417999268,6.877455139160157,6.9267274856567385,6.996159458160401,7.60521559715271,,
1984-02-23,,,6.883427143096924,6.847591781616211,6.928220558166504,6.972268915176391,7.586999101638794,,
1984-02-24,,,7.00287675857544,6.871481704711914,6.935686635971069,6.959950351715088,7.5692305088043215,,
1984-02-27,,,7.062602519989014,6.907316780090332,6.9476318359375,6.953977394104004,7.55071536064148,,
1984-02-28,,,6.868496417999268,6.937179851531982,6.928221225738525,6.936806344985962,7.530557842254638,,
1984-02-29,,,6.958083152770996,6.955097198486328,6.916276168823242,6.933820104598999,7.51144552230835,,
1984-03-01,,,7.092468738555908,6.996905517578125,6.922248649597168,6.931207156181335,7.494871587753296,,
1984-03-02,,,7.040207386016846,7.004371643066406,6.9379266738891605,6.9375529289245605,7.476207208633423,,
1984-03-05,,,6.763972282409668,6.944645595550537,6.925981187820435,6.935313153266907,7.452018127441407,,
1984-03-06,,,6.547471523284912,6.880440616607666,6.908810234069824,6.913289356231689,7.420661916732788,,
1984-03-07,,,6.420548915863037,6.772933769226074,6.8640154838562015,6.8953714847564695,7.384975528717041,,
1984-03-08,,,6.420548915863037,6.6385498046875,6.817727661132812,6.872974109649658,7.349737138748169,,
1984-03-09,,,6.44294548034668,6.519097423553466,6.761734533309936,6.848710584640503,7.3158426761627195,,
1984-03-12,,,6.674384593963623,6.501179885864258,6.722912740707398,6.835272288322448,7.286576995849609,,
1984-03-13,,,6.756509304046631,6.542987442016601,6.711714029312134,6.81996762752533,7.259849615097046,,
1984-03-14,,,6.80131196975708,6.6191400527954105,6.696036911010742,6.8061565399169925,7.233869037628174,,
1984-03-15,,,6.825284957885742,6.700087261199951,6.669318532943725,6.795783591270447,7.205829582214355,,
1984-03-16,,,6.982608318328857,6.808019828796387,6.663558626174927,6.800742650032044,7.179741983413696,,
1984-03-19,,,6.892706394195557,6.851684188842773,6.676432037353516,6.8012066125869755,7.150661811828614,,
1984-03-20,,,6.922675132751465,6.88491735458374,6.7139523983001705,6.811381316184997,7.126660442352295,,
1984-03-21,,,6.885217666625977,6.90169849395752,6.760419273376465,6.812217378616333,7.102656497955322,,
1984-03-22,,,6.780324935913086,6.892706489562988,6.79639687538147,6.807062268257141,7.075509624481201,,
1984-03-23,,,6.742865085601807,6.844757843017578,6.826388835906982,6.79406168460846,7.050151853561402,,
1984-03-26,,,6.7653422355651855,6.8192850112915036,6.835484600067138,6.779198670387268,7.025691499710083,,
1984-03-27,,,6.86273717880249,6.807297420501709,6.846107387542725,6.778910708427429,7.001237945556641,,
1984-03-28,,,7.042544364929199,6.8387627601623535,6.870230627059937,6.78313376903534,6.982918939590454,,
1984-03-29,,,7.050042629241943,6.892706298828125,6.892706394195557,6.781012463569641,6.968034753799438,,
1984-03-30,,,7.072514533996582,6.95863618850708,6.901697015762329,6.782627820968628,6.954346666336059,,
1984-04-02,,,6.900198459625244,6.985607433319092,6.902446222305298,6.789439129829407,6.93676438331604,,
1984-04-03,,,6.922675132751465,6.997595024108887,6.902446222305298,6.808199310302735,6.9169439029693605,,
1984-04-04,,,6.810295104980469,6.951145172119141,6.894953966140747,6.827686619758606,6.902341527938843,,
1984-04-05,,,6.563052654266357,6.853747177124023,6.873226737976074,6.834811806678772,6.886377820968628,,
1984-04-06,,,6.5780415534973145,6.75485258102417,6.856744384765625,6.8415666103363035,6.872953691482544,7.48295226097107,
1984-04-09,,,6.630484580993652,6.700909805297852,6.843258619308472,6.839371609687805,6.861922149658203,7.465136404037476,
1984-04-10,,,6.667943000793457,6.64996337890625,6.823779201507568,6.8349432945251465,6.85104266166687,7.4485884857177735,
1984-04-11,,,6.630484580993652,6.614001274108887,6.782573223114014,6.826401925086975,6.843296194076538,7.432708110809326,
1984-04-12,,,6.817782402038574,6.66494722366333,6.759347200393677,6.826026797294617,6.836757287979126,7.418700714111328,
1984-04-13,,,6.817782402038574,6.712895393371582,6.733873987197876,6.8177855014801025,6.8348470973968505,7.403948917388916,
1984-04-16,,,6.952639102935791,6.77732629776001,6.739118051528931,6.820782136917114,6.837724523544312,7.390694632530212,
1984-04-17,,,6.952639102935791,6.834265518188476,6.742114448547364,6.82228033542633,6.8370183563232425,7.375430335998535,
1984-04-18,,,6.937659740447998,6.895700550079345,6.754850912094116,6.824902439117432,6.840193424224854,7.3608350801467894,
1984-04-19,,,6.967622756958008,6.925668621063233,6.795307922363281,6.834267330169678,6.8421759510040285,7.345943894386291,
1984-04-20,,,6.967622756958008,6.955636692047119,6.83426604270935,6.845505213737487,6.842964086532593,7.330978264808655,
1984-04-23,,,6.982608318328857,6.961630535125733,6.869478416442871,6.856368517875671,6.843753242492676,7.315790348052978,
1984-04-24,,,6.900198459625244,6.951142406463623,6.89270396232605,6.858241581916809,6.8405051612854,7.301639399528503,
1984-04-25,,,6.960131168365479,6.955636692047119,6.925668621063233,6.854120922088623,6.838157110214233,7.28793888092041,
1984-04-26,,,6.982608318328857,6.958633804321289,6.942151212692261,6.850749206542969,6.837154397964477,7.274612030982971,
1984-04-27,,,7.087499618530273,6.9826091766357425,6.9691229343414305,6.851498460769653,6.841235847473144,7.26330180644989,
1984-04-30,,,7.259820938110352,7.038051700592041,6.999841117858887,6.8694795846939085,6.848763723373413,7.252970395088195,
1984-05-01,,,7.3871870040893555,7.135449409484863,7.043295907974243,6.892705178260803,6.86212384223938,7.24509229183197,
1984-05-02,,,7.402163982391357,7.223855972290039,7.089746332168579,6.922298622131348,6.872797193527222,7.239006395339966,
1984-05-03,,,7.334738731384277,7.294282054901123,7.126457929611206,6.960882925987244,6.881823425292969,7.234411263465882,
1984-05-04,,,7.154930591583252,7.307768249511719,7.145188713073731,6.9897273778915405,6.884864501953125,7.2270475053787235,
1984-05-07,,,7.102480888366699,7.276300239562988,7.157175970077515,7.013327193260193,6.885662069320679,7.218188714981079,
1984-05-08,,,7.177402496337891,7.234343338012695,7.18489637374878,7.038800168037414,6.891840190887451,7.211199016571045,
1984-05-09,,,7.177402496337891,7.189391040802002,7.206623506546021,7.066146063804626,6.896226577758789,7.203836050033569,
1984-05-10,,,7.139946460723877,7.150432586669922,7.222357320785522,7.082254266738891,6.897176132202149,7.196023859977722,
1984-05-11,,,7.057531356811523,7.1309527397155765,7.219360494613648,7.094241714477539,6.897522611618042,7.186864910125732,
1984-05-14,,,7.005084037780762,7.1114733695983885,7.193886804580688,7.096863961219787,6.902344846725464,7.177181487083435,
1984-05-15,,,7.057531356811523,7.087499141693115,7.160921239852906,7.102108573913574,6.912546043395996,7.166603980064392,
1984-05-16,,,7.042544364929199,7.060527515411377,7.124959278106689,7.1073528051376345,6.92498595237732,7.15498074054718,
1984-05-17,,,6.795313358306885,6.991600894927979,7.07101674079895,7.098737335205078,6.9324812412261965,7.141109189987183,
1984-05-18,,,6.593023777008057,6.898699378967285,7.014826059341431,7.080007386207581,6.935482807159424,7.125662741661071,
1984-05-21,,,6.548070907592773,6.8072967529296875,6.959385061264038,7.058280515670776,6.932956533432007,7.109766764640808,
1984-05-22,,,6.473147392272949,6.6904199600219725,6.888959550857544,7.036927962303162,6.927289295196533,7.093569455146789,
1984-05-23,,,6.39073657989502,6.5600584030151365,6.810292959213257,7.008458232879638,6.919077787399292,7.0764734125137325,
1984-05-24,,,6.330802440643311,6.467156219482422,6.7293785572052,6.9758679389953615,6.909188137054444,7.0575088596344,
1984-05-25,,,6.315821170806885,6.411715698242188,6.655207538604737,6.937284016609192,6.895852394104004,7.03779718875885,
1984-05-28,,,6.315821170806885,6.36526575088501,6.586281251907349,6.8900840282440186,6.884314689636231,7.017488250732422,
1984-05-29,,,6.270864963531494,6.324809265136719,6.507614612579346,6.834267926216126,6.871278486251831,6.998969464302063,
1984-05-30,,,6.398229122161865,6.326307773590088,6.443183088302613,6.7840711832046505,6.861538715362549,6.982097606658936,
1984-05-31,,,6.32330846786499,6.324808979034424,6.3959825992584225,6.733499670028687,6.852398386001587,6.963954005241394,
1984-06-01,,,6.32330846786499,6.326306438446045,6.369011068344117,6.691918563842774,6.844007253646851,6.947079553604126,
1984-06-04,,,6.383244514465332,6.339791107177734,6.352528429031372,6.655956745147705,6.836365299224854,6.931028399467468,
1984-06-05,,,6.1809587478637695,6.321809864044189,6.3233095645904545,6.606134557723999,6.8227297306060795,6.91198383808136,
1984-06-06,,,6.1809587478637695,6.2783557891845705,6.302331781387329,6.556312370300293,6.80549801826477,6.894208478927612,
1984-06-07,,,6.091052055358887,6.23190450668335,6.278356742858887,6.503867650032044,6.78631820678711,6.877176480293274,
1984-06-08,,,6.023621559143066,6.1719671249389645,6.2491367816925045,6.452172160148621,6.765340347290039,6.859843506813049,
1984-06-11,,,5.731435298919678,6.041605281829834,6.190698194503784,6.388489723205566,6.741965084075928,6.839364733695984,
1984-06-12,,,5.776388645172119,5.960691261291504,6.141250562667847,6.324432587623596,6.719039354324341,6.81799162864685,
1984-06-13,,,5.731435298919678,5.870786571502686,6.074571180343628,6.25887713432312,6.697462158203125,6.799901843070984,
1984-06-14,,,5.308557033538818,5.714287567138672,5.973096036911011,6.184539318084717,6.672372245788575,6.779375033378601,
1984-06-15,,,5.3537373542785645,5.580310726165772,5.876138925552368,6.122574996948242,6.647886161804199,6.7604199266433715,
1984-06-18,,,5.602222442626953,5.554468154907227,5.798036718368531,6.075282573699951,6.627320919036865,6.744621534347534,
1984-06-19,,,5.737759113311768,5.546742248535156,5.75371675491333,6.038513159751892,6.6087172412872315,6.72987995147705,
1984-06-20,,,5.963656425476074,5.593186473846435,5.7319865226745605,6.017159152030945,6.59538067817688,6.719338436126709,
1984-06-21,,,6.031424045562744,5.7377598762512205,5.726023721694946,6.0021902322769165,6.579653511047363,6.708205399513244,
1984-06-22,,,6.166964054107666,5.900405216217041,5.740357971191406,5.994747376441955,6.566637144088745,6.700742120742798,
1984-06-25,,,6.0088372230529785,5.981728172302246,5.768098163604736,5.97939817905426,6.547761106491089,6.6927428150177,
1984-06-26,,,5.782941818237305,5.990764713287353,5.768753480911255,5.955002021789551,6.524367160797119,6.6806927585601805,
1984-06-27,,,5.715170860290527,5.9410676002502445,5.76712703704834,5.920849108695984,6.49991738319397,6.670055403709411,
1984-06-28,,,5.805529594421387,5.895888710021973,5.816824293136596,5.894960165023804,6.476675519943237,6.659425735473633,
1984-06-29,,,6.031424045562744,5.868780708312988,5.884592962265015,5.880365943908691,6.457951545715332,6.6504578161239625,
1984-07-02,,,5.963656425476074,5.859744548797607,5.920736360549927,5.859386539459228,6.437572507858277,6.640662875175476,
1984-07-03,,,6.189554214477539,5.941067028045654,5.965915870666504,5.859816312789917,6.4233596229553225,6.631932392120361,
1984-07-04,,,6.189554214477539,6.035943698883057,5.98850564956665,5.860246086120606,6.407948083877564,6.623052597045898,
1984-07-05,,,5.963656425476074,6.067569065093994,5.981728887557983,5.853876304626465,6.3875690460205075,6.612361721992492,
1984-07-06,,,5.963656425476074,6.0540155410766605,5.961398124694824,5.850878047943115,6.365092182159424,6.603164014816284,
1984-07-09,,,6.144375324249268,6.090159320831299,5.974951934814453,5.871525049209595,6.342783269882202,6.595773496627808,
1984-07-10,,,6.212141990661621,6.094676876068116,6.017871952056884,5.89331271648407,6.3192823696136475,6.590703105926513,
1984-07-11,,,6.121786594390869,6.081123352050781,6.058533525466919,5.912830281257629,6.293674821853638,6.58323600769043,
1984-07-12,,,5.760350227355957,6.0404621124267575,6.054015588760376,5.935419940948487,6.262187051773071,6.57200523853302,
1984-07-13,,,5.737759113311768,5.9952826499938965,6.0246490955352785,5.954621028900147,6.233843622207641,6.559354062080383,
1984-07-16,,,6.099193096160889,5.98624620437622,6.03820276260376,5.979469561576844,6.213777866363525,6.549719967842102,
1984-07-17,,,6.234733581542969,5.990764522552491,6.042720699310303,6.004318284988403,6.194924488067627,6.543382339477539,
1984-07-18,,,6.121786594390869,5.990764522552491,6.035943937301636,6.012224793434143,6.173812170028686,6.535019373893737,
1984-07-19,,,5.895888805389404,6.01787223815918,6.029167175292969,6.005448031425476,6.148931016921997,6.523053574562073,
1984-07-20,,,5.669992446899414,6.004318904876709,5.999800777435302,5.980599451065063,6.121180238723755,6.509351425170898,
1984-07-23,,,5.737759113311768,5.932032108306885,5.959139156341553,5.967045545578003,6.095833740234375,6.499089293479919,
1984-07-24,,,5.828121662139893,5.850709724426269,5.9207371234893795,5.969304537773132,6.0712455463409425,6.491895794868469,
1984-07-25,,,6.031424045562744,5.832637214660645,5.911700868606568,5.985117197036743,6.051023139953613,6.488004546165467,
1984-07-26,,,6.166964054107666,5.886852264404297,5.9523622512817385,6.003188920021057,6.038456153869629,6.485468697547913,
1984-07-27,,,6.325089454650879,6.01787166595459,6.011095285415649,6.0178721904754635,6.033097467422485,6.484290137290954,
1984-07-30,,,6.234733581542969,6.11726655960083,6.024649333953858,6.031426048278808,6.026830720901489,6.479893627166748,
1984-07-31,,,6.41544771194458,6.234731769561767,6.042720746994019,6.0427207231521605,6.025676727294922,6.476483011245728,
1984-08-01,,,6.573575496673584,6.3431620597839355,6.08789963722229,6.061921787261963,6.029333505630493,6.474205646514893,
1984-08-02,,,6.709115505218506,6.451592350006104,6.1692223072052,6.099194741249084,6.036899766921997,6.47304395198822,
1984-08-03,,,7.160901069641113,6.61875467300415,6.31831316947937,6.159056973457337,6.053801364898682,6.474826879501343,
1984-08-06,,,7.093135833740234,6.790435123443603,6.453850841522216,6.206494998931885,6.069347658157349,6.476831173896789,
1984-08-07,,,7.206085205078125,6.9485626220703125,6.59164719581604,6.25619215965271,6.0880520629882815,6.479665274620056,
1984-08-08,,,7.160901069641113,7.066027736663818,6.704594898223877,6.308147883415222,6.103305501937866,6.482422108650208,
1984-08-09,,,7.386806488037109,7.201565933227539,6.826579141616821,6.38947069644928,6.1245754623413085,6.488486924171448,
1984-08-10,,,7.228673458099365,7.215120410919189,6.91693754196167,6.464016413688659,6.142682762145996,6.493345007896424,
1984-08-13,,,7.3416218757629395,7.264817619323731,7.027626371383667,6.526137852668763,6.161850309371948,6.499107804298401,
1984-08-14,,,7.228673458099365,7.2693352699279785,7.1089489459991455,6.575834846496582,6.18280460357666,6.50276716709137,
1984-08-15,,,7.093135833740234,7.255782222747802,7.16090497970581,6.624402308464051,6.201048145294189,6.50327308177948,
1984-08-16,,,7.364210605621338,7.251263046264649,7.226414489746094,6.697818398475647,6.2265113162994385,6.506414761543274,
1984-08-17,,,7.499741554260254,7.305476665496826,7.260298538208008,6.789305853843689,6.256033716201782,6.510687031745911,
1984-08-20,,,7.544924259185791,7.346137142181396,7.3054773807525635,6.87966411113739,6.292303495407104,6.5171342897415165,
1984-08-21,,,7.770825386047363,7.454567527770996,7.361951398849487,6.9767992973327635,6.332192230224609,6.5256157922744755,
1984-08-22,,,7.68046760559082,7.572033882141113,7.413908052444458,7.059251475334167,6.371172876358032,6.534317517280579,
1984-08-23,,,7.838590145111084,7.666909790039062,7.4590864181518555,7.142832779884339,6.421773538589478,6.547072892189026,
1984-08-24,,,7.883779525756836,7.743717384338379,7.524597024917602,7.220767283439637,6.472374382019043,6.560130271911621,7.0215412664413455
1984-08-27,,,7.725649356842041,7.779862403869629,7.5629997730255125,7.29531307220459,6.514842920303344,6.571081919670105,7.01810916185379
1984-08-28,,,7.883779525756836,7.802453231811524,7.62851037979126,7.368729662895203,6.557763328552246,6.5832402849197384,7.015914385318756
1984-08-29,,,7.748230934143066,7.816005897521973,7.694019889831543,7.427462434768676,6.593454818725586,6.5944177484512325,7.01356292963028
1984-08-30,,,7.79341459274292,7.80697078704834,7.7369402885437015,7.481677389144897,6.628694629669189,6.604174070358276,7.011437392234802
1984-08-31,45.7975592043592,A,7.861181735992432,7.802451229095459,7.773084306716919,7.516691422462463,6.662578983306885,6.614608063697815,7.009278490543365
1984-09-03,45.75772368570269,A,7.861181735992432,7.829557704925537,7.804710054397583,7.555093717575073,6.699625873565674,6.623693490028382,7.0071940612792964
1984-09-04,45.644672130053806,A,7.68046760559082,7.788895320892334,7.795674276351929,7.578812837600708,6.7375763893127445,6.630971775054932,7.003201055526733
1984-09-05,45.541579633234484,A,7.522343635559082,7.743717861175537,7.779861879348755,7.5968849658966064,6.773719844818115,6.636818614006042,6.998826847076416
1984-09-06,45.45402928760518,A,7.590110778808594,7.703057098388672,7.755013942718506,7.607050180435181,6.80941146850586,6.643043494224548,6.99449369430542
1984-09-07,45.34937583922462,P,7.454569339752197,7.621734619140625,7.712092924118042,7.618344974517822,6.837874374389648,6.647912960052491,6.989445612430573
1984-09-10,45.25113343378317,P,7.522343635559082,7.553966999053955,7.6917623519897464,7.627381062507629,6.869048118591309,6.653310313224792,6.984550330638886
1984-09-11,45.209459217727265,P,7.477163314819336,7.513306140899658,7.651100730895996,7.639805555343628,6.894800300598145,6.659079961776733,6.980359680652619
1984-09-12,45.14278042911656,P,7.183491230010986,7.445535659790039,7.594626760482788,7.644323325157165,6.914679040908814,6.661313562393189,6.974626221656799
1984-09-13,45.16562687625818,P,7.63529109954834,7.454571723937988,7.57881441116333,7.657877349853516,6.948111734390259,6.6678403902053835,6.971226210594177
1984-09-14,45.23088748329536,P,7.68046760559082,7.499751377105713,7.560742998123169,7.666913652420044,6.982447957992553,6.673770070075989,6.9685359382629395
1984-09-17,45.274072522457764,P,7.732165813446045,7.541715812683106,7.54784140586853,7.676275730133057,7.01420376777649,6.678493518829345,6.965731956958771
1984-09-18,45.2463029906869,A,7.369364261627197,7.520156002044677,7.516731071472168,7.656202673912048,7.037348213195801,6.678315291404724,6.961703791618347
1984-09-19,45.21299354342767,P,6.983895301818848,7.48023681640625,7.462886238098145,7.6213740587234495,7.05459038734436,6.674132604598999,6.956569499969483
1984-09-20,45.12466867813294,P,7.233316421508789,7.3998418807983395,7.427206802368164,7.591110372543335,7.084049711227417,6.673118381500244,6.953764822483063
1984-09-21,45.02315141581992,B,7.187966346740723,7.30134162902832,7.400546503067017,7.556319713592529,7.113053855895996,6.6734487390518185,6.950248122215271
1984-09-24,44.939310215928025,B,7.30134105682373,7.215176677703857,7.378446245193482,7.535104298591614,7.137096815109253,6.675437340736389,6.946813027858735
1984-09-25,44.91721517534527,B,7.1652913093566895,7.174362087249756,7.347259044647217,7.499179887771606,7.155707969665527,6.675316228866577,6.943257622718811
1984-09-26,44.89352221070155,B,6.711794853210449,7.119941997528076,7.300089406967163,7.447358083724976,7.167508134841919,6.670660152435302,6.937248101234436
1984-09-27,44.81061979777715,B,6.711794853210449,7.015637683868408,7.207739782333374,7.393277096748352,7.18382625579834,6.666378636360168,6.931201248168946
1984-09-28,44.73204297946587,B,6.689113616943359,6.915867137908935,7.108604383468628,7.334673690795898,7.204208679199219,6.662694458961487,6.924779684543609
1984-10-01,44.58771188899912,B,6.48504114151001,6.752607154846191,6.983891916275025,7.265866661071778,7.219154319763184,6.657494029998779,6.917337758541107
1984-10-02,44.47395835629953,B,6.439692497253418,6.607487392425537,6.890924739837646,7.203827905654907,7.231385736465454,6.651315641403198,6.908959810733795
1984-10-03,44.46855653877898,B,6.507715225219727,6.566671466827392,6.8433067321777346,7.153096485137939,7.240911560058594,6.645967350006104,6.900474045276642
1984-10-04,44.50216930069441,B,6.598415851593018,6.543995666503906,6.779816675186157,7.1035117387771605,7.249540596008301,6.643998374938965,6.892553782463073
1984-10-05,44.51751670633137,B,6.462368965148926,6.4986467361450195,6.707256937026978,7.053901720046997,7.252286186218262,6.642691826820373,6.884177284240723
1984-10-08,44.58812757990907,B,6.439692497253418,6.489577007293701,6.621092081069946,6.999769163131714,7.256385364532471,6.64160804271698,6.875687403678894
1984-10-09,44.593226482040905,B,6.167593479156494,6.435157203674317,6.521322298049927,6.934290671348572,7.251428279876709,6.6385525035858155,6.866060979366303
1984-10-10,44.637459002654985,B,6.530390739440918,6.4396923065185545,6.503181886672974,6.901635646820068,7.2505645847320555,6.639949045181274,6.8582112288475034
1984-10-11,44.584667722181386,B,6.212944984436035,6.362598133087158,6.453296899795532,6.830518341064453,7.240641174316406,6.6387704706192014,6.8481396651268005
1984-10-12,44.54245788690364,B,6.190265655517578,6.308177471160889,6.403412103652954,6.756008243560791,7.221228466033936,6.6375149154663085,6.837656052112579
1984-10-15,44.54433269882872,B,6.371668815612793,6.294572734832764,6.392074871063232,6.687983393669128,7.206799125671386,6.638073391914368,6.827780821323395
1984-10-16,44.617740562563824,B,6.326318740844727,6.32631778717041,6.3807374954223635,6.635831117630005,7.189203796386718,6.6386279296875,6.818798696994781
1984-10-17,44.55939466012176,B,6.235619068145752,6.267363452911377,6.3535278797149655,6.5984173059463505,7.170698156356812,6.637001829147339,6.8095497179031375
1984-10-18,44.682175876683424,B,6.666450023651123,6.358064460754394,6.360331296920776,6.570073986053467,7.156291027069091,6.6404332447052,6.802193624973297
1984-10-19,44.809367375206136,B,6.575744152069092,6.435160160064697,6.371668815612793,6.539462876319885,7.143232440948486,6.642957601547241,6.795018577575684
1984-10-22,44.85714935426231,B,6.507715225219727,6.462369441986084,6.378471088409424,6.499781584739685,7.126554307937622,6.644202308654785,6.787615354061127
1984-10-23,44.92987635429191,C,6.621092796325684,6.521324253082275,6.423821020126343,6.472571659088135,7.114402694702148,6.648603649139404,6.7802937436103825
1984-10-24,45.039183522699524,C,6.598415851593018,6.593883609771728,6.430623531341553,6.466902709007263,7.104508295059204,6.652778220176697,6.7734933495521545
1984-10-25,45.00237054929304,C,6.394341945648193,6.539461994171143,6.448763227462768,6.45103006362915,7.085110921859741,6.65581111907959,6.766493799686432
1984-10-26,44.91493352466381,C,6.099565982818604,6.444226360321045,6.439693260192871,6.421552681922913,7.057107410430908,6.656570563316345,6.758207035064697
1984-10-29,44.866976108901035,B,6.099565982818604,6.36259651184082,6.412482976913452,6.402278923988343,7.028200244903564,6.660251870155334,6.749808301925659
1984-10-30,44.804551743926254,B,6.326318740844727,6.303641700744629,6.412482976913452,6.396610236167907,6.999310111999511,6.665751171112061,6.7418713998794555
