Date,GRADE,GPS,CF,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2023-03-03,38.573221072126685,C,83.15422821044922,82.87820129394531,82.27307586669922,82.36196212768554,82.03228271484375,90.1589527130127,91.09020454406738
2023-03-06,39.22346859079469,C,83.00946044921875,83.01717834472656,82.62630767822266,82.38203849792481,81.94904983520507,90.04283317565918,91.04905380249023
2023-03-07,38.36437065748379,C,80.28783416748047,82.49601745605469,82.59831924438477,82.34961166381837,81.87171432495117,89.88648307800293,90.9797587966919
2023-03-08,38.67611273175349,C,81.33015441894531,82.32615509033204,82.48926010131837,82.37554512023925,81.83943420410156,89.73653717041016,90.93121238708495
2023-03-09,36.09746157244346,B,78.28040313720703,81.21241607666016,81.99029693603515,82.12026176452636,81.76210586547852,89.52011306762695,90.85788528442383
2023-03-10,31.82867296590071,B,75.73249816894531,79.72807006835937,81.30313568115234,81.56033935546876,81.63977569580078,89.24998023986817,90.77968250274658
2023-03-13,26.659040883375937,B,72.61517333984375,77.64921264648437,80.33319549560547,81.01939277648925,81.45509902954102,88.97967895507813,90.69328033447266
2023-03-14,23.04640380575898,B,72.00715637207031,75.99307708740234,79.24454727172852,80.49244041442871,81.32070556640625,88.66913497924804,90.61294101715087
2023-03-15,18.014161613174238,B,69.95146179199219,73.71733856201172,78.02174682617188,79.88779640197754,81.13636001586914,88.36071334838867,90.53452419281005
2023-03-16,15.53109105795045,B,70.51123046875,72.16350402832032,76.68796005249024,79.29666366577149,80.93688766479492,88.04238708496094,90.46343383789062
2023-03-17,14.144058488404232,B,68.4555435180664,70.70811309814454,75.21809158325195,78.74558372497559,80.68419723510742,87.71565704345703,90.3876411819458
2023-03-20,14.883115506136775,B,70.03832244873047,70.19274291992187,73.92097778320313,78.2736427307129,80.43261291503906,87.39920455932617,90.32610122680664
2023-03-21,16.535341658561805,B,72.08436584472656,70.20818481445312,73.10063095092774,77.84947509765625,80.27958969116212,87.0884757232666,90.24209693908692
2023-03-22,17.71505090590798,B,68.70647430419922,69.95918731689453,71.83826293945313,77.16376152038575,80.03883438110351,86.7882740020752,90.1468270111084
2023-03-23,17.940416367548668,B,67.55797576904297,69.36853637695313,70.76602020263672,76.37815856933594,79.73168716430663,86.45677879333496,90.05277294158935
2023-03-24,18.78445609188286,B,66.88240814208984,69.05390930175781,69.88101119995117,75.59207344055176,79.39950027465821,86.1171881866455,89.97287975311279
2023-03-27,18.861812906115897,B,67.42286682128906,68.53081817626953,69.36178054809571,74.84748802185058,79.07812255859375,85.79324119567872,89.89568885803223
2023-03-28,17.43679705560933,B,67.81855773925781,67.67765655517579,68.94292068481445,74.09373397827149,78.78214294433593,85.4317202758789,89.80236579895019
2023-03-29,19.350501257744487,B,69.77774810791016,67.89191131591797,68.92554931640625,73.47364807128906,78.55166946411133,85.12797294616699,89.72908542633057
2023-03-30,21.643872810067382,B,69.37238311767578,68.25479278564453,68.81166458129883,72.74981231689453,78.29848663330078,84.78352149963379,89.69181072235108
2023-03-31,24.28040292591572,B,69.96111297607422,68.8705337524414,68.96222152709962,72.09015655517578,78.03613571166993,84.49921531677246,89.64451622009277
2023-04-03,26.538247476182722,B,71.0999526977539,69.60595092773437,69.06838455200196,71.49468116760254,77.81500671386719,84.17499794006348,89.5862350845337
2023-04-04,28.751864056755807,B,70.32786560058594,70.1078125,68.89273452758789,70.9966827392578,77.58957931518555,83.85122535705567,89.51932750701904
2023-04-05,29.343038148046748,C,70.60774993896484,70.27381286621093,69.08286209106446,70.46056251525879,77.39242141723633,83.57069580078125,89.46072998046876
2023-04-06,29.69542669062137,C,68.96704864501953,70.19274597167968,69.22376937866211,69.99489479064941,77.13670364379882,83.27894660949707,89.39697917938233
