Date,GRADE,GPS,PM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-03-17,,,22.52019500732422,,,,,,
2008-03-18,,,22.61594009399414,,,,,,
2008-03-19,,,22.843923568725582,,,,,,
2008-03-20,,,22.410762786865234,,,,,,
2008-03-21,,,22.410762786865234,22.560316848754884,,,,,
2008-03-24,,,23.254295349121094,22.70713691711426,,,,,
2008-03-25,,,23.596269607543945,22.90320281982422,,,,,
2008-03-26,,,22.93511390686035,22.921440887451173,,,,,
2008-03-27,,,23.10838508605957,23.06096534729004,,,,,
2008-03-28,,,23.28165626525879,23.23514404296875,22.897730445861818,,,,
2008-03-31,,,23.06279182434082,23.196843338012695,22.951990127563477,,,,
2008-04-01,,,23.06279182434082,23.09014778137207,22.996675300598145,,,,
2008-04-02,,,23.350046157836918,23.17313423156738,23.04728755950928,,,,
2008-04-03,,,23.27709579467773,23.206876373291017,23.133920860290527,,,,
2008-04-04,,,23.42300033569336,23.23514518737793,23.23514461517334,,,,
2008-04-07,,,23.10382843017578,23.243352508544923,23.220097923278807,,,,
2008-04-08,,,23.07190704345703,23.245175552368163,23.167661666870117,,,,
2008-04-09,,,22.515625,23.07829132080078,23.12571277618408,,,,
2008-04-10,,,22.187334060668945,22.860338973999024,23.03360767364502,,,,
2008-04-11,,,22.03686141967773,22.583111190795897,22.909128189086914,22.903429317474366,,,
2008-04-14,,,21.88639640808105,22.33962478637695,22.791488647460938,22.871739387512207,,,
2008-04-15,,,21.97759437561035,22.120762252807616,22.68296890258789,22.83982210159302,,,
2008-04-16,,,22.552099227905277,22.128057098388673,22.603174209594727,22.825230884552003,,,
2008-04-17,,,22.72994041442871,22.236578369140624,22.548458671569826,22.841189765930174,,,
2008-04-18,,,22.78008270263672,22.38522262573242,22.48416690826416,22.85965576171875,,,
2008-04-21,,,23.08558464050293,22.625060272216796,22.482342529296876,22.851220226287843,,,
2008-04-22,,,22.83025360107422,22.79559211730957,22.458177185058595,22.812919425964356,,,
2008-04-23,,,23.71026039123535,23.027224349975587,22.577640724182128,22.851676750183106,,,
2008-04-24,,,23.71026039123535,23.223288345336915,22.72993335723877,22.881770515441893,,,
2008-04-25,,,23.391082763671875,23.345488357543946,22.865355491638184,22.88724184036255,,,
2008-04-28,,,23.286216735839844,23.385614776611327,23.005337524414063,22.8984130859375,,,
2008-04-29,,,23.714815139770508,23.562527084350585,23.17905960083008,22.931014251708984,,,
2008-04-30,,,23.267969131469727,23.47406883239746,23.250646591186523,22.926910400390625,,,
2008-05-01,,,23.14030265808105,23.3600772857666,23.29168281555176,22.920070743560792,,,
2008-05-02,,,23.263408660888672,23.33454246520996,23.340015411376953,22.912091159820555,,,
2008-05-05,,,23.16765785217285,23.310830688476564,23.348222732543945,22.91528263092041,,,
2008-05-06,,,23.655548095703125,23.298977279663085,23.430752182006835,22.944464683532715,,,
2008-05-07,,,23.56891822814941,23.359167098999023,23.416617965698244,22.997129344940184,,,
2008-05-08,,,23.80146026611328,23.49139862060547,23.425737953186037,23.077835655212404,,,
2008-05-09,,,23.63274955749512,23.565266799926757,23.44990463256836,23.157630062103273,,,
2008-05-12,,,23.9245719909668,23.71664962768555,23.513740158081056,23.259538841247558,,,
2008-05-13,,,23.920011520385746,23.76954231262207,23.534259796142578,23.35665969848633,,,
2008-05-14,,,24.01575088500977,23.858908843994143,23.609037971496583,23.429842281341553,,,
2008-05-15,,,24.28022766113281,23.95466232299805,23.723030471801756,23.507356643676758,,,
2008-05-16,,,24.33949851989746,24.09601211547852,23.830639457702638,23.585327434539796,,,
2008-05-19,,,24.453487396240234,24.201795196533205,23.959222412109376,23.65372257232666,,,
2008-05-20,,,24.12519836425781,24.242832565307616,24.006187438964844,23.71846981048584,,,
2008-05-21,,,23.70114517211914,24.179911422729493,24.019410133361816,23.71801404953003,,,
2008-05-22,,,23.837928771972656,24.09145164489746,24.023056983947754,23.724397468566895,,,
2008-05-23,,,23.619068145751957,23.94736557006836,24.021688842773436,23.7357967376709,23.228761520385742,,
2008-05-26,,,23.619068145751957,23.7804817199707,23.991138458251953,23.752439308166505,23.250738983154296,,
2008-05-27,,,23.54155540466309,23.66375312805176,23.953292846679688,23.743776321411133,23.269251289367677,,
2008-05-28,,,23.327253341674805,23.58897476196289,23.884443092346192,23.746740531921386,23.27891788482666,,
2008-05-29,,,23.71938133239746,23.565265274047853,23.828358459472657,23.77569446563721,23.305090255737305,,
2008-05-30,,,24.011201858520508,23.643692016601562,23.79552879333496,23.8130841255188,23.33709903717041,,
2008-06-02,,,23.760408401489254,23.671960067749023,23.726220893859864,23.84272165298462,23.347221298217775,,
2008-06-03,,,23.559783935546875,23.67560577392578,23.66967945098877,23.837933444976805,23.346491584777834,,
2008-06-04,,,23.68745994567871,23.747647094726563,23.668310928344727,23.84386053085327,23.3615385055542,,
2008-06-05,,,23.623634338378903,23.72849769592285,23.64688148498535,23.834969234466552,23.371843490600586,,
2008-06-06,,,23.02632522583008,23.531522369384767,23.587607192993165,23.804648017883302,23.366736869812012,,
2008-06-09,,,22.56578826904297,23.29259834289551,23.482279205322264,23.73670883178711,23.356796798706053,,
2008-06-10,,,22.56578826904297,23.093799209594728,23.384702491760255,23.66899766921997,23.3468567276001,,
2008-06-11,,,22.734498977661133,22.90320701599121,23.325427055358887,23.604935073852538,23.33454578399658,,
2008-06-12,,,23.38652610778809,22.855785369873047,23.29214153289795,23.560249996185302,23.33673439025879,,
2008-06-13,,,23.53243064880371,22.957006454467773,23.24426441192627,23.519896602630617,23.338922996520996,,
2008-06-16,,,23.131187438964844,23.07008628845215,23.181342315673827,23.453781604766846,23.33947017669678,,
2008-06-17,,,23.08558464050293,23.17404556274414,23.133922386169434,23.401800918579102,23.339743728637696,,
2008-06-18,,,22.752729415893555,23.177691650390624,23.040449333190917,23.354380130767822,23.344485816955565,,
2008-06-19,,,22.98072052001953,23.096530532836915,22.97615795135498,23.311519718170167,23.360353546142576,,
2008-06-20,,,22.89864921569824,22.96977424621582,22.963390350341797,23.27549877166748,23.377589302062987,,
2008-06-23,,,23.09014892578125,22.961566543579103,23.015826416015624,23.249052810668946,23.401664352416994,,
2008-06-24,,,23.33180427551269,23.010810470581056,23.0924280166626,23.238565254211426,23.42874855041504,,
2008-06-25,,,23.605388641357425,23.181342315673827,23.179516983032226,23.252472019195558,23.44981433868408,,
2008-06-26,,,23.07172203063965,23.199542617797853,23.148036575317384,23.220089054107667,23.4566499710083,,
2008-06-27,,,22.92452049255371,23.204716873168945,23.087245559692384,23.165754985809325,23.45953872680664,,
2008-06-30,,,22.72209358215332,23.131105804443358,23.04633617401123,23.11383924484253,23.45226890563965,,
2008-07-01,,,23.182144165039062,23.10117378234863,23.055992126464844,23.094957256317137,23.459306716918945,,
2008-07-02,,,23.278749465942383,23.035845947265624,23.108594131469726,23.07452173233032,23.450676498413085,,
2008-07-03,,,23.67900848388672,23.157303237915038,23.178422927856445,23.07729043960571,23.450051460266113,,
2008-07-04,,,23.67900848388672,23.30820083618164,23.256458854675294,23.109924602508546,23.45580997467041,,
2008-07-07,,,23.85382461547852,23.53454704284668,23.33282642364502,23.174326419830322,23.467162132263184,,
2008-07-08,,,24.73712921142578,23.845544052124023,23.47335891723633,23.282893466949464,23.48760841369629,,
2008-07-09,,,24.84293937683105,24.15838203430176,23.59711399078369,23.38831548690796,23.519107818603516,,
2008-07-10,,,24.58531188964844,24.3396427154541,23.74847297668457,23.448254776000976,23.548008003234862,,
2008-07-11,,,24.55310440063477,24.51446189880371,23.911331367492675,23.499288463592528,23.573801918029787,,
2008-07-14,,,24.6405086517334,24.671798706054688,24.103172874450685,23.574754524230958,23.603258934020996,,
2008-07-15,,,24.520902633666992,24.62855339050293,24.237048721313478,23.64652042388916,23.620566024780274,,
2008-07-16,,,24.346080780029297,24.529181671142577,24.343781852722167,23.726187992095948,23.636109275817873,,
2008-07-17,,,23.444374084472656,24.30099411010742,24.32031841278076,23.749370670318605,23.62896755218506,,
2008-07-18,,,23.333955764770508,24.05716438293457,24.28581314086914,23.771135997772216,23.622991676330567,,
2008-07-21,,,23.22354507446289,23.773771667480467,24.222785186767577,23.7778058052063,23.608971138000488,,
2008-07-22,,,23.945825576782227,23.658756256103516,24.143654823303223,23.808506870269774,23.609487419128417,,
2008-07-23,,,23.67900848388672,23.525341796875,24.02726173400879,23.81218786239624,23.602752571105956,,
2008-07-24,,,24.13446044921875,23.663359069824217,23.98217658996582,23.865324783325196,23.599837226867677,,
2008-07-25,,,24.405874252319336,23.877742767333984,23.96745357513428,23.939392471313475,23.601164741516115,,
2008-07-28,,,24.208057403564453,24.074645233154296,23.924208450317384,24.013690662384032,23.596256141662597,,
2008-07-29,,,24.539308547973636,24.19334182739258,23.926049041748048,24.08154888153076,23.604538345336913,,
2008-07-30,,,24.55310440063477,24.368161010742188,23.946751403808594,24.145266628265382,23.621577529907228,,
2008-07-31,,,23.761808395385746,24.293630599975586,23.978494834899905,24.14940662384033,23.62005512237549,,
2008-08-01,,,23.959627151489254,24.20438117980957,24.04106197357178,24.16343755722046,23.626866302490235,23.427813911437987,
2008-08-04,,,24.7141170501709,24.30559310913086,24.190119171142577,24.20645217895508,23.648767280578614,23.449753131866455,
2008-08-05,,,25.394989013671875,24.47672920227051,24.335035514831542,24.239345169067384,23.68583595275879,23.477543621063234,
2008-08-06,,,25.54682922363281,24.675474166870117,24.52181758880615,24.27453966140747,23.73022747039795,23.504572677612305,
2008-08-07,,,25.137374877929688,24.950587463378906,24.622109031677248,24.302142810821532,23.758587341308594,23.531838798522948,
2008-08-08,,,25.399593353271484,25.23858070373535,24.721480941772462,24.34446725845337,23.786355171203613,23.56172710418701,
2008-08-11,,,25.64803695678711,25.425364685058593,24.865478897094725,24.394843673706056,23.82410774230957,23.585664520263673,
2008-08-12,,,25.740039825439453,25.49437484741211,24.985552024841308,24.455800533294678,23.86771286010742,23.607102222442627,
2008-08-13,,,25.551416397094727,25.495292282104494,25.085383224487305,24.51606731414795,23.90499198913574,23.63326524734497,
2008-08-14,,,25.51922035217285,25.571661376953124,25.261124420166013,24.61980962753296,23.94290370941162,23.657373600006103,
2008-08-15,,,25.56522750854492,25.60478820800781,25.42168445587158,24.73137321472168,23.993681755065918,23.680209312438965,
2008-08-18,,,25.30759048461914,25.53669891357422,25.481031799316405,24.83557548522949,24.048517799377443,23.702657299041746,
2008-08-19,,,25.07755851745605,25.404202651977535,25.449288749694823,24.892162132263184,24.0987532043457,23.7228049659729,
2008-08-20,,,25.12356948852539,25.318633270263668,25.40696277618408,24.964390182495116,24.146534614562988,23.740540199279785,
2008-08-21,,,25.22017288208008,25.258823776245116,25.41524257659912,25.018675804138184,24.183207550048827,23.75997097015381,
2008-08-22,,,25.54682922363281,25.25514411926269,25.429966163635253,25.075723552703856,24.22349552154541,23.781209259033204,
2008-08-25,,,25.243186950683597,25.242263412475587,25.389481163024904,25.127480030059814,24.265735511779784,23.80260284423828,
2008-08-26,,,25.137374877929688,25.254226684570312,25.329214668273927,25.157383346557616,24.30677131652832,23.823257522583006,
2008-08-27,,,24.88893318176269,25.207299423217773,25.262966346740722,25.174174785614014,24.349495391845704,23.846990604400634,
2008-08-28,,,24.80613136291504,25.124491119384764,25.19165744781494,25.22639093399048,24.386003608703614,23.873178577423097,
2008-08-29,,,24.704927444458008,24.956110763549805,25.10562744140625,25.263655948638917,24.422129173278808,23.8998592376709,
2008-09-01,,,24.704927444458008,24.84845886230469,25.045361137390138,25.26319646835327,24.454424743652343,23.928044548034666,
2008-09-02,,,25.215576171875,24.86409912109375,25.059162902832032,25.25422582626343,24.49210018157959,23.960424365997316,
2008-09-03,,,24.87513542175293,24.861339569091797,25.034319496154787,25.220641136169434,24.5174951171875,23.98365472793579,
2008-09-04,,,24.55310440063477,24.81073417663574,24.967612648010252,25.191427612304686,24.547122764587403,24.00188636779785,
2008-09-05,,,24.84293937683105,24.838336563110353,24.897223663330077,25.163594913482665,24.58549114227295,24.022514934539796,
2008-09-08,,,25.293777465820312,24.95610656738281,24.90228271484375,25.145881938934327,24.636924819946287,24.044596862792968,
2008-09-09,,,25.201778411865234,24.95334701538086,24.908723068237304,25.118968868255614,24.67731750488281,24.06831211090088,
2008-09-10,,,25.128175735473636,25.003955078125,24.9326473236084,25.09780683517456,24.714306030273438,24.08249126434326,
2008-09-11,,,25.467357635498047,25.186805725097656,24.9987699508667,25.09521369934082,24.750073013305663,24.100062236785888,
2008-09-12,,,24.942306518554688,25.206679153442384,25.022507858276366,25.06406764984131,24.775338973999023,24.115574474334718,
2008-09-15,,,24.54272079467773,25.056467819213868,25.00628719329834,25.02582416534424,24.789116897583007,24.128139514923095,
2008-09-16,,,24.984132766723636,25.012938690185546,24.983142852783203,25.021152877807616,24.794056968688963,24.140832691192628,
2008-09-17,,,22.758474349975582,24.538998413085938,24.77147674560547,24.902898120880128,24.752367668151855,24.135737743377685,
2008-09-18,,,23.232404708862305,24.09200782775879,24.639406776428224,24.80350971221924,24.725309524536133,24.1366587638855,
2008-09-19,,,23.8922119140625,23.88198890686035,24.54433403015137,24.72077884674072,24.712091674804686,24.142946796417235,
2008-09-22,,,23.24634552001953,23.62271385192871,24.33959083557129,24.620936775207518,24.68420841217041,24.143733673095703,
2008-09-23,,,22.8839168548584,23.202670669555665,24.107804679870604,24.508263874053956,24.65146869659424,24.136017360687255,
2008-09-24,,,23.134828567504883,23.277941513061524,23.90846996307373,24.420558643341064,24.62724365234375,24.13167646408081,
2008-09-25,,,23.98048591613769,23.427557754516602,23.759782791137695,24.3792763710022,24.63796588897705,24.133466720581055,
2008-09-26,,,23.65059471130371,23.379234313964844,23.630611610412597,24.32655973434448,24.644298667907716,24.13364517211914,
2008-09-29,,,21.74553680419922,23.079072570800783,23.350893211364745,24.17859020233154,24.61473850250244,24.111854820251466,
2008-09-30,,,22.349578857421875,22.972204971313477,23.08743782043457,24.035290336608888,24.582813568115235,24.096150493621828,
2008-10-01,,,23.59483528137207,23.064206314086913,23.17107391357422,23.971275329589844,24.58113010406494,24.09194133758545,
2008-10-02,,,22.804933547973636,22.8290958404541,23.12832679748535,23.883866786956787,24.554539566040038,24.077188396453856,
2008-10-03,,,23.07906913757324,22.714790725708006,23.047012519836425,23.795673274993895,24.52800346374512,24.064584102630615,
2008-10-06,,,21.42956924438477,22.651597213745116,22.865334892272948,23.60246286392212,24.472433700561524,24.034344921112062,
2008-10-07,,,20.611787796020508,22.304039001464844,22.63812198638916,23.37296333312988,24.39388328552246,23.999210815429688,
2008-10-08,,,20.00309944152832,21.585691833496092,22.324949073791505,23.116709518432618,24.30288318634033,23.96223035812378,
2008-10-09,,,18.12127685546875,20.648960494995116,21.73902816772461,22.749405479431154,24.19007255554199,23.90506383895874,
2008-10-10,,,18.465124130249023,19.726171493530273,21.22048110961914,22.42554636001587,24.08018249511719,23.85352439880371,
2008-10-13,,,20.904512405395508,19.621160125732423,21.136378669738768,22.24363594055176,24.003990402221678,23.826378841400146,
2008-10-14,,,20.463098526000977,19.591422271728515,20.94773063659668,22.017584228515624,23.90535259246826,23.795594272613524,
