Date,GRADE,GPS,INCY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-04-21,47.26036627607706,B,7.059999942779541,6.953999996185303,7.0,6.912500023841858,7.466799983978271,8.50090000152588,8.466149985790253
2005-04-22,47.2611278755868,B,7.059999942779541,6.959999942779541,7.015999984741211,6.903000020980835,7.435599985122681,8.462500004768371,8.469699985980988
2005-04-25,47.28507924840968,B,7.03000020980835,6.988000011444091,7.022000026702881,6.908500027656555,7.403199996948242,8.426700010299683,8.473499987125397
2005-04-26,47.31828728968671,C,7.070000171661377,7.01200008392334,7.008000040054322,6.93250002861023,7.36960000038147,8.39720000743866,8.476349987983703
2005-04-27,47.35627003436141,C,6.960000038146973,7.036000061035156,6.999000024795532,6.936500024795532,7.33539999961853,8.366000008583068,8.479799988269805
2005-04-28,47.32632700720482,C,6.650000095367432,6.954000091552734,6.954000043869018,6.927500033378601,7.300799999237061,8.330700006484985,8.48214998960495
2005-04-29,47.28494510017891,B,6.550000190734863,6.852000141143799,6.90600004196167,6.920000052452087,7.267200012207031,8.293500003814698,8.485799989700318
2005-05-02,47.29475779030736,B,6.949999809265137,6.836000061035156,6.912000036239624,6.940000033378601,7.241600017547608,8.256300001144409,8.493049988746643
2005-05-03,47.27627117708207,B,6.820000171661377,6.786000061035156,6.899000072479248,6.94900004863739,7.218200025558471,8.219700007438659,8.498349988460541
2005-05-04,47.344162571318044,B,7.360000133514404,6.866000080108643,6.951000070571899,6.977000045776367,7.202000026702881,8.188200006484985,8.506449990272522
2005-05-05,47.54808563677819,C,7.940000057220459,7.124000072479248,7.039000082015991,7.019500041007996,7.199600019454956,8.165400004386902,8.516599991321563
2005-05-06,47.748687286618406,C,7.949999809265137,7.403999996185303,7.128000068664551,7.072000026702881,7.182200021743775,8.142000002861023,8.525699989795685
2005-05-09,47.89826093839097,C,8.109999656677246,7.635999965667724,7.236000013351441,7.129000020027161,7.169800024032593,8.123600001335143,8.536049988269806
2005-05-10,48.09992650914153,C,8.300000190734863,7.931999969482422,7.359000015258789,7.183500027656555,7.165400018692017,8.106500000953675,8.548299989700318
2005-05-11,48.232195770651195,C,8.430000305175781,8.146000003814697,7.50600004196167,7.252500033378601,7.172400026321411,8.092900004386902,8.560049991607666
2005-05-12,48.21957027398429,C,8.079999923706055,8.173999977111816,7.649000024795532,7.301500034332276,7.1800000286102295,8.074900002479554,8.5713999915123
2005-05-13,48.190783655337974,A,7.840000152587891,8.152000045776367,7.778000020980835,7.342000031471253,7.188200035095215,8.054500002861023,8.582599992752074
2005-05-16,48.16629282455946,A,8.029999732971191,8.136000061035157,7.88600001335144,7.399000024795532,7.2082000255584715,8.035599999427795,8.594749991893769
2005-05-17,48.08584789992252,A,7.940000057220459,8.064000034332276,7.998000001907348,7.448500037193298,7.227000026702881,8.012799997329711,8.605799992084503
2005-05-18,47.98027578142901,A,7.980000019073486,7.973999977111816,8.059999990463258,7.505500030517578,7.241800031661987,7.992800002098083,8.615949993133546
2005-05-19,47.950833431478664,A,8.100000381469727,7.978000068664551,8.076000022888184,7.557500052452087,7.259400043487549,7.973800005912781,8.629199995994568
2005-05-20,47.92611968716161,A,7.949999809265137,8.0,8.076000022888184,7.602000045776367,7.265800037384033,7.953400006294251,8.641499996185303
2005-05-23,47.87127119729231,A,7.929999828338623,7.980000019073486,8.05800004005432,7.647000026702881,7.271000032424927,7.936300001144409,8.65264999628067
2005-05-24,47.838276423363205,A,7.889999866485596,7.969999980926514,8.017000007629395,7.688000011444092,7.278800029754638,7.922499995231629,8.662499995231629
2005-05-25,47.78995421076806,P,7.699999809265137,7.913999938964844,7.94399995803833,7.725,7.286400022506714,7.90699999332428,8.669599993228912
2005-05-26,47.71656941838921,P,7.570000171661377,7.807999897003174,7.892999982833862,7.771000003814697,7.291000022888183,7.8896999931335445,8.67619999408722
2005-05-27,47.68531298734131,P,7.650000095367432,7.747999954223633,7.873999977111817,7.825999999046326,7.298000020980835,7.875099997520447,8.680999994277954
2005-05-30,47.650718874632,P,7.650000095367432,7.692000007629394,7.83600001335144,7.861000013351441,7.30620002746582,7.855,8.687299995422363
2005-05-31,47.626659187102774,P,7.630000114440918,7.640000057220459,7.8050000190734865,7.901500010490418,7.316600027084351,7.83789999961853,8.692199995517731
2005-06-01,47.63585925531593,P,7.679999828338623,7.636000061035157,7.775,7.917499995231628,7.326000022888183,7.824400000572204,8.695749995708466
2005-06-02,47.63807170341736,P,7.619999885559082,7.646000003814697,7.726999950408936,7.90149998664856,7.333400020599365,7.811299996376038,8.700249996185303
2005-06-03,47.57504292924111,P,7.369999885559082,7.589999961853027,7.66899995803833,7.872499990463257,7.335800018310547,7.795199999809265,8.701599996089936
2005-06-06,47.497775831439924,P,7.099999904632568,7.479999923706055,7.585999965667725,7.822000002861023,7.339400014877319,7.776400003433228,8.703249995708466
2005-06-07,47.43325295959392,P,7.230000019073486,7.399999904632568,7.519999980926514,7.7684999942779545,7.352200012207032,7.75880000591278,8.705249996185303
2005-06-08,47.34596297174206,P,7.150000095367432,7.29399995803833,7.465000009536743,7.704499983787537,7.357600011825562,7.737700004577636,8.706149997711181
2005-06-09,47.293501953432774,P,7.159999847412109,7.201999950408935,7.423999977111817,7.65849997997284,7.364200010299682,7.719900007247925,8.70684999704361
2005-06-10,47.301857428640254,P,7.199999809265137,7.167999935150147,7.378999948501587,7.626499962806702,7.374200010299683,7.702200002670288,8.707349996566773
2005-06-13,47.364334565504464,P,7.260000228881836,7.2,7.339999961853027,7.587999987602234,7.388400011062622,7.688000001907349,8.708149998188018
2005-06-14,47.38495968474632,P,7.210000038146973,7.196000003814698,7.2979999542236325,7.55149998664856,7.39980001449585,7.672100000381469,8.705999999046325
2005-06-15,47.38186150492688,B,6.929999828338623,7.1519999504089355,7.222999954223633,7.498999977111817,7.402400007247925,7.651399998664856,8.701999998092651
2005-06-16,47.37125446723295,B,7.070000171661377,7.134000015258789,7.167999982833862,7.447499966621399,7.402000007629394,7.633500003814698,8.697649998664856
2005-06-17,47.35991504666387,B,7.139999866485596,7.122000026702881,7.144999980926514,7.406999969482422,7.406800003051758,7.616900000572205,8.692449996471405
2005-06-20,47.34602843158288,B,7.300000190734863,7.130000019073487,7.165000009536743,7.375499987602234,7.413400011062622,7.600300002098083,8.686649997234344
2005-06-21,47.33329887559504,B,7.25,7.138000011444092,7.167000007629395,7.343499994277954,7.414200010299683,7.580300002098084,8.679199998378754
2005-06-22,47.45805989210667,C,7.75,7.302000045776367,7.226999998092651,7.346000003814697,7.428200006484985,7.565599999427795,8.674199998378754
2005-06-23,47.545882089474674,C,7.570000171661377,7.402000045776367,7.2680000305175785,7.346000003814697,7.437600011825562,7.55,8.669850001335144
2005-06-24,47.588683843913344,C,7.46999979019165,7.468000030517578,7.29500002861023,7.336999988555908,7.446400003433228,7.530799994468689,8.664049999713898
2005-06-27,47.55197949180194,C,7.099999904632568,7.427999973297119,7.278999996185303,7.309499979019165,7.450600004196167,7.510599994659424,8.654899997711182
2005-06-28,47.5452504844622,C,7.199999809265137,7.417999935150147,7.277999973297119,7.287999963760376,7.455600004196167,7.492899990081787,8.642849998474121
2005-06-29,47.459476881051934,C,7.300000190734863,7.3279999732971195,7.315000009536743,7.268999981880188,7.464800004959106,7.480199995040894,8.63329999923706
2005-06-30,47.37988500888349,B,7.150000095367432,7.24399995803833,7.3230000019073485,7.245499992370606,7.4666000080108645,7.466699995994568,8.623250000476837
2005-07-01,47.36324404400454,B,7.360000133514404,7.222000026702881,7.3450000286102295,7.245000004768372,7.472600011825562,7.454099998474121,8.614800000190735
2005-07-04,47.42641186531944,B,7.360000133514404,7.274000072479248,7.351000022888184,7.258000016212463,7.4792000102996825,7.441200003623963,8.607549998760224
2005-07-05,47.52732753944244,B,7.789999961853027,7.3920001029968265,7.405000019073486,7.28600001335144,7.493600006103516,7.431600003242493,8.600649998188018
2005-07-06,47.62042290789058,C,7.949999809265137,7.522000026702881,7.425,7.325999999046326,7.513400001525879,7.424400000572205,8.59354999780655
2005-07-07,47.74433626378693,C,7.920000076293945,7.676000022888184,7.459999990463257,7.364000010490417,7.538800001144409,7.419800000190735,8.584999997615814
2005-07-08,47.90978487818911,C,8.529999732971191,7.909999942779541,7.565999984741211,7.43050000667572,7.578399991989135,7.422800002098083,8.5780499958992
2005-07-11,48.04809857744967,C,8.569999694824219,8.151999855041504,7.712999963760376,7.495999979972839,7.610799989700317,7.426200003623962,8.566099994182586
2005-07-12,48.14819890202981,A,8.65999984741211,8.32599983215332,7.858999967575073,7.568499970436096,7.647599983215332,7.432900004386902,8.558549993038177
2005-07-13,48.21111611403225,A,8.600000381469727,8.455999946594238,7.98899998664856,7.651999998092651,7.672399988174439,7.437200007438659,8.547899997234344
2005-07-14,48.28209979129661,A,8.729999542236328,8.617999839782716,8.146999931335449,7.734999966621399,7.688199977874756,7.443899998664856,8.540499994754791
2005-07-15,48.25769357499351,A,8.949999809265137,8.701999855041503,8.305999898910523,7.825499963760376,7.708199977874756,7.445199999809265,8.533799993991853
2005-07-18,48.217660770950175,A,8.84000015258789,8.755999946594239,8.453999900817871,7.902499961853027,7.7227999877929685,7.44630000591278,8.526549994945526
2005-07-19,48.15550645561243,A,8.869999885559082,8.797999954223632,8.561999893188476,7.983499956130982,7.7341999816894536,7.449800000190735,8.518799993991852
2005-07-20,48.131327545237276,A,8.899999618530273,8.857999801635742,8.656999874114991,8.040999937057496,7.743599967956543,7.457999997138977,8.514599993228913
2005-07-21,48.08642758155063,A,8.819999694824219,8.87599983215332,8.746999835968017,8.103499913215638,7.758399963378906,7.469199995994568,8.510399992465972
2005-07-22,48.02894669529385,A,8.760000228881836,8.83799991607666,8.769999885559082,8.167999935150146,7.776799964904785,7.4825,8.504699995517731
2005-07-25,47.81734414078824,A,7.420000076293945,8.553999900817871,8.654999923706054,8.183999943733216,7.76459997177124,7.486399998664856,8.491649997234344
2005-07-26,47.701923630643414,A,8.020000457763672,8.384000015258788,8.590999984741211,8.224999976158141,7.766199979782105,7.496600003242492,8.482599999904632
2005-07-27,47.54780128016309,P,7.849999904632568,8.174000072479249,8.515999937057495,8.252499961853028,7.7635999774932865,7.502700004577637,8.471849999427796
2005-07-28,47.41917531953495,P,8.050000190734863,8.020000171661376,8.44800000190735,8.297499966621398,7.762599973678589,7.511000008583069,8.46085000038147
2005-07-29,47.29598056200041,B,7.96999979019165,7.8620000839233395,8.35,8.327999949455261,7.762999973297119,7.514400005340576,8.449399998188019
2005-08-01,47.42532709393066,P,8.09000015258789,7.996000099182129,8.275,8.364499950408936,7.766199979782105,7.518600006103515,8.437799999713897
2005-08-02,47.423371561672845,P,7.960000038146973,7.984000015258789,8.184000015258789,8.372999954223634,7.767599983215332,7.523200006484985,8.426800000667573
2005-08-03,47.445645910067675,P,7.829999923706055,7.980000019073486,8.077000045776368,8.366999959945678,7.77019998550415,7.528300004005432,8.415499999523163
2005-08-04,47.44272749907657,P,7.860000133514404,7.942000007629394,7.981000089645386,8.363999962806702,7.775999984741211,7.533500003814697,8.40454999923706
2005-08-05,47.40771789276277,P,7.559999942779541,7.860000038146973,7.861000061035156,8.315499973297118,7.774199981689453,7.536100001335144,8.390350000858307
2005-08-08,47.28686398630352,P,7.25,7.692000007629394,7.844000053405762,8.249499988555907,7.766199979782105,7.5362000036239625,8.374700000286103
2005-08-09,47.21164634265521,B,7.25,7.55,7.767000007629394,8.178999996185302,7.758599977493287,7.537600002288818,8.362200000286101
2005-08-10,47.164985978498834,B,7.300000190734863,7.4440000534057615,7.712000036239624,8.11399998664856,7.7509999847412105,7.538500003814697,8.351150000095368
2005-08-11,47.120785965939824,B,7.340000152587891,7.340000057220459,7.641000032424927,8.044500017166138,7.745399990081787,7.5394000053405765,8.342799999713897
2005-08-12,47.124749039471304,B,7.239999771118164,7.276000022888184,7.568000030517578,7.959000015258789,7.742799987792969,7.539300003051758,8.331049997806549
2005-08-15,47.17313053981537,B,7.349999904632568,7.296000003814697,7.494000005722046,7.884500002861023,7.747799987792969,7.543600001335144,8.319049997329712
2005-08-16,47.23806390481213,B,7.440000057220459,7.334000015258789,7.442000007629394,7.813000011444092,7.751999988555908,7.552100000381469,8.305849997997283
2005-08-17,47.2596983300128,P,7.300000190734863,7.334000015258789,7.389000034332275,7.733000040054321,7.754999990463257,7.556300001144409,8.291600000858306
2005-08-18,47.25006785914178,P,7.130000114440918,7.292000007629395,7.316000032424927,7.648500061035156,7.754399995803833,7.559300003051757,8.27520000219345
2005-08-19,47.26190075436862,P,7.090000152587891,7.26200008392334,7.269000053405762,7.565000057220459,7.752200002670288,7.563200006484985,8.259750001430511
2005-08-22,47.26856122626854,P,7.050000190734863,7.202000141143799,7.249000072479248,7.5465000629425045,7.748000001907348,7.568200006484985,8.24440000295639
2005-08-23,47.241318137359485,B,7.03000020980835,7.120000171661377,7.227000093460083,7.497000050544739,7.744400005340577,7.572100009918213,8.229200005531311
2005-08-24,47.27737214602817,B,7.239999771118164,7.108000087738037,7.221000051498413,7.4665000438690186,7.750600004196167,7.576500005722046,8.215150003433228
2005-08-25,47.33777192136605,B,7.25,7.132000064849853,7.212000036239624,7.426500034332276,7.754200000762939,7.578100004196167,8.201050004959107
2005-08-26,47.384004121836,P,7.179999828338623,7.15,7.20600004196167,7.387000036239624,7.755,7.580900001525879,8.1869500041008
2005-08-29,47.41893821954792,P,7.369999885559082,7.213999938964844,7.208000040054321,7.351000022888184,7.756399993896484,7.584900002479554,8.173650004863738
2005-08-30,47.4569275835766,P,7.269999980926514,7.261999893188476,7.191000032424927,7.316500020027161,7.756799993515014,7.585500001907349,8.15965000629425
2005-08-31,47.45888675684305,B,7.360000133514404,7.285999965667725,7.197000026702881,7.293000030517578,7.748999996185303,7.588600001335144,8.145800006389617
2005-09-01,47.50718621002869,C,7.619999885559082,7.359999942779541,7.246000003814697,7.281000018119812,7.749999990463257,7.593800001144409,8.133250005245209
2005-09-02,47.55632579649492,C,7.53000020980835,7.4300000190734865,7.290000009536743,7.279500031471253,7.751199998855591,7.598800001144409,8.12010000705719
2005-09-05,47.59162137282602,A,7.53000020980835,7.46200008392334,7.338000011444092,7.29350004196167,7.759800004959106,7.605200004577637,8.106000006198883
2005-09-06,47.67539131526365,A,7.730000019073486,7.5540000915527346,7.4079999923706055,7.317500042915344,7.770400009155273,7.61300000667572,8.093300004005432
2005-09-07,47.753447947421726,A,7.820000171661377,7.646000099182129,7.466000032424927,7.34350004196167,7.780800008773804,7.622800006866455,8.079950006008149
2005-09-08,47.78510804741689,A,7.909999847412109,7.704000091552734,7.532000017166138,7.372000026702881,7.796000003814697,7.631300005912781,8.06610000371933
2005-09-09,47.820954696591684,A,7.929999828338623,7.784000015258789,7.607000017166138,7.406500029563904,7.807399997711181,7.640000004768371,8.051250004768372
2005-09-12,47.87409838672462,A,8.109999656677246,7.899999904632568,7.680999994277954,7.4445000171661375,7.822399988174438,7.65079999923706,8.03875000476837
2005-09-13,47.86054228542963,A,7.909999847412109,7.935999870300293,7.744999980926513,7.46800000667572,7.82479998588562,7.659199995994568,8.028200001716614
2005-09-14,47.80944884967749,A,7.670000076293945,7.905999851226807,7.775999975204468,7.486500000953674,7.8191999912261965,7.666299996376037,8.016150002479554
2005-09-15,47.75810506374634,A,7.670000076293945,7.8579998970031735,7.780999994277954,7.513499999046326,7.814199991226197,7.676499996185303,8.003600001335144
2005-09-16,47.691313121860595,C,7.639999866485596,7.7999999046325685,7.791999959945679,7.540999984741211,7.796399993896484,7.68739999294281,7.990449998378754
2005-09-19,47.57131265097234,C,7.559999942779541,7.689999961853028,7.7949999332427975,7.566499972343445,7.776199998855591,7.693499994277954,7.974899997711182
2005-09-20,47.453403169279454,C,7.28000020980835,7.564000034332276,7.749999952316284,7.5789999723434445,7.748600006103516,7.698099994659424,7.958900001049042
2005-09-21,47.3558290276269,B,7.179999828338623,7.465999984741211,7.685999917984009,7.575999975204468,7.720199995040893,7.696299991607666,7.942249999046326
2005-09-22,47.24678120739183,B,7.139999866485596,7.359999942779541,7.608999919891358,7.570499968528748,7.688400001525879,7.688299989700317,7.926849997043609
2005-09-23,47.16181528032855,B,7.25,7.281999969482422,7.540999937057495,7.573999977111816,7.654400005340576,7.681299991607666,7.911649997234345
2005-09-26,47.12595865753386,B,7.389999866485596,7.247999954223633,7.46899995803833,7.574999976158142,7.62539999961853,7.67409999370575,7.898849997520447
2005-09-27,47.11771369137367,B,7.239999771118164,7.239999866485595,7.4019999504089355,7.573499965667724,7.592799997329712,7.6634999895095826,7.884999995231628
2005-09-28,46.719338710619375,B,4.269999980926514,6.657999897003174,7.061999940872193,7.41899995803833,7.5002000045776365,7.62189998626709,7.857399995326996
2005-09-29,46.39165015235303,B,4.650000095367432,6.159999942779541,6.759999942779541,7.270499968528748,7.416800012588501,7.587599987983704,7.831249995231628
2005-09-30,46.06062114399017,B,4.699999809265137,5.649999904632568,6.465999937057495,7.128999948501587,7.335600004196167,7.556199984550476,7.805349993705749
2005-10-03,45.72533499267317,B,4.699999809265137,5.111999893188477,6.179999923706054,6.987499928474426,7.281199998855591,7.5228999853134155,7.779249992370605
2005-10-04,45.3890400967243,B,4.670000076293945,4.597999954223633,5.918999910354614,6.834499931335449,7.214199991226196,7.490199985504151,7.751499991416932
2005-10-05,45.59024165580428,B,4.610000133514404,4.665999984741211,5.661999940872192,6.673999929428101,7.149399995803833,7.456499986648559,7.724649994373322
2005-10-06,45.686609698373736,B,4.420000076293945,4.619999980926513,5.389999961853027,6.499499940872193,7.0767999935150145,7.419699983596802,7.696749994754791
2005-10-07,45.776749220650395,B,4.460000038146973,4.572000026702881,5.110999965667725,6.3259999513626095,7.006599998474121,7.38479998588562,7.669099996089935
2005-10-10,45.83592169815389,B,4.369999885559082,4.50600004196167,4.808999967575073,6.138999962806702,6.932199993133545,7.349199986457824,7.642749993801117
2005-10-11,45.91797155542704,B,4.360000133514404,4.4440000534057615,4.521000003814697,5.961499977111816,6.860199995040894,7.313899989128113,7.61819999217987
2005-10-12,45.966198504683604,B,4.320000171661377,4.386000061035157,4.526000022888184,5.793999981880188,6.79,7.280099992752075,7.593549993038177
2005-10-13,46.06349743917074,B,4.329999923706055,4.368000030517578,4.494000005722046,5.6269999742507935,6.719399995803833,7.247699990272522,7.568699991703033
2005-10-14,46.20182227262458,B,4.619999885559082,4.4,4.486000013351441,5.475999975204468,6.660599994659424,7.217399988174439,7.546249992847443
2005-10-17,46.38109433918297,B,4.769999980926514,4.480000019073486,4.493000030517578,5.336499977111816,6.610999994277954,7.188599987030029,7.521799993515015
2005-10-18,46.54754731132556,B,4.710000038146973,4.55,4.497000026702881,5.207999968528748,6.560199995040893,7.15939998626709,7.49864999294281
2005-10-19,46.648999716041594,B,4.860000133514404,4.6579999923706055,4.522000026702881,5.091999983787536,6.511399993896484,7.131199989318848,7.477799994945526
2005-10-20,46.75455107482055,C,4.829999923706055,4.757999992370605,4.563000011444092,4.97649998664856,6.461199989318848,7.103299989700317,7.457299993038178
2005-10-21,46.801185784123284,C,4.809999942779541,4.796000003814697,4.598000001907349,4.854499983787536,6.412599992752075,7.077699990272522,7.436449995040894
2005-10-24,46.837952240195136,C,4.940000057220459,4.830000019073486,4.655000019073486,4.73199999332428,6.364399995803833,7.056099991798401,7.4162499976158145
2005-10-25,46.87057004443313,C,4.920000076293945,4.872000026702881,4.71100001335144,4.616000008583069,6.313999996185303,7.0329999923706055,7.395899999141693
2005-10-26,46.93755531643496,C,4.960000038146973,4.892000007629394,4.775,4.650500011444092,6.267199993133545,7.0110999917984005,7.374399998188019
2005-10-27,46.97838643229841,C,4.800000190734863,4.886000061035157,4.822000026702881,4.658000016212464,6.220599994659424,6.987499995231628,7.353700001239776
2005-10-28,47.03568312448832,C,4.880000114440918,4.900000095367432,4.8480000495910645,4.667000031471252,6.176399993896484,6.964299998283386,7.333250000476837
2005-10-31,47.088405879080625,C,4.989999771118164,4.910000038146973,4.87000002861023,4.681500029563904,6.13519998550415,6.94159999370575,7.314799997806549
2005-11-01,47.15249830851593,C,5.050000190734863,4.936000061035156,4.9040000438690186,4.70050003528595,6.09559998512268,6.9199999952316285,7.296049997806549
2005-11-02,47.13870788271347,C,5.0,4.9440000534057615,4.918000030517578,4.7200000286102295,6.050799989700318,6.9006999969482425,7.276049997806549
2005-11-03,47.17051921552443,C,5.079999923706055,5.0,4.943000030517578,4.753000020980835,6.007399988174439,6.880799994468689,7.257149999141693
2005-11-04,47.19869215342708,C,5.090000152587891,5.042000007629395,4.971000051498413,4.784500026702881,5.965599994659424,6.860299997329712,7.238599998950958
2005-11-07,47.21147662180514,C,5.150000095367432,5.074000072479248,4.9920000553131105,4.823500037193298,5.921199998855591,6.8387999963760375,7.219549999237061
2005-11-08,47.199582726722156,C,5.079999923706055,5.080000019073486,5.008000040054322,4.8595000267028805,5.877399997711182,6.817099995613098,7.198699998855591
2005-11-09,47.1789236440815,C,4.96999979019165,5.073999977111816,5.009000015258789,4.892000007629394,5.829599990844726,6.789299993515015,7.177449996471405
2005-11-10,47.15462461325776,C,5.099999904632568,5.0779999732971195,5.03899998664856,4.93050000667572,5.779199991226196,6.764599990844727,7.157299995422363
2005-11-11,47.107864047429075,C,5.0,5.059999942779541,5.050999975204467,4.949500012397766,5.728599987030029,6.73989999294281,7.135349993705749
2005-11-14,47.06641499321713,C,4.989999771118164,5.0279998779296875,5.050999975204467,4.960500001907349,5.677799978256226,6.718799991607666,7.114699993133545
2005-11-15,47.01037346897081,C,4.789999961853027,4.969999885559082,5.024999952316284,4.964499998092651,5.618999977111816,6.694699993133545,7.093799991607666
2005-11-16,46.979879291764156,B,4.769999980926514,4.929999923706054,5.001999950408935,4.959999990463257,5.557999973297119,6.669399991035461,7.0747999930381775
2005-11-17,46.92740188091193,B,4.789999961853027,4.867999935150147,4.972999954223633,4.957999992370605,5.495599975585938,6.6457999897003175,7.056249992847443
2005-11-18,46.89947220712577,B,4.800000190734863,4.8279999732971195,4.94399995803833,4.957500004768372,5.432999982833862,6.620199990272522,7.037149994373322
2005-11-21,47.01446098436506,B,5.860000133514404,5.002000045776367,5.014999961853027,5.003500008583069,5.387999992370606,6.605199990272522,7.023199996948242
2005-11-22,47.17933088609775,C,5.96999979019165,5.238000011444091,5.103999948501587,5.055999994277954,5.349199991226197,6.586999988555908,7.009299995899201
2005-11-23,47.351054132330745,C,6.0,5.484000015258789,5.206999969482422,5.107999992370606,5.315799989700317,6.567499990463257,6.995949995517731
2005-11-24,47.52886898176158,C,6.0,5.726000022888184,5.296999979019165,5.167999982833862,5.282399988174438,6.548299989700317,6.984049994945526
2005-11-25,47.69285936169897,C,5.949999809265137,5.955999946594238,5.391999959945679,5.221499967575073,5.24859998703003,6.522499990463257,6.97264999628067
2005-11-28,47.631379220350674,C,5.699999809265137,5.923999881744384,5.462999963760376,5.256999969482422,5.211399984359741,6.493799991607666,6.959999997615814
2005-11-29,47.57556859457301,C,5.849999904632568,5.899999904632568,5.56899995803833,5.2969999551773075,5.1827999782562255,6.465699992179871,6.9492999982833865
2005-11-30,47.46919174151063,C,5.559999942779541,5.811999893188476,5.647999954223633,5.3249999523162845,5.1503999805450436,6.435299987792969,6.936249997615814
2005-12-01,47.40942022557172,C,5.929999828338623,5.797999858856201,5.761999940872192,5.367499947547913,5.126199979782104,6.407299990653992,6.925599994659424
2005-12-02,47.34973752086108,C,5.940000057220459,5.795999908447266,5.875999927520752,5.409999942779541,5.099999980926514,6.377199993133545,6.911199996471405
2005-12-05,47.36545916214403,C,6.03000020980835,5.861999988555908,5.892999935150146,5.453999948501587,5.072799987792969,6.3490999937057495,6.897699999809265
2005-12-06,47.333494853809725,C,5.909999847412109,5.873999977111817,5.886999940872192,5.495499944686889,5.046199989318848,6.31949999332428,6.884649996757507
2005-12-07,47.39230424702118,C,5.789999961853027,5.919999980926514,5.865999937057495,5.536499953269958,5.076599988937378,6.288399996757508,6.873199996948242
2005-12-08,47.38557928027723,C,5.809999942779541,5.896000003814697,5.846999931335449,5.571999955177307,5.09979998588562,6.25829999923706,6.863749997615814
2005-12-09,47.42610438540286,C,6.0,5.9079999923706055,5.851999950408936,5.621999955177307,5.125799989700317,6.230699996948243,6.856599998474121
2005-12-12,47.4938044878298,C,5.920000076293945,5.885999965667724,5.873999977111817,5.6684999704360965,5.150199995040894,6.215699996948242,6.851049997806549
2005-12-13,47.56575328856701,B,5.829999923706055,5.869999980926513,5.871999979019165,5.720499968528747,5.173399991989136,6.193799991607666,6.8451999974250795
2005-12-14,47.59066347854516,C,5.75,5.861999988555908,5.890999984741211,5.769499969482422,5.196199989318847,6.17279999256134,6.837749998569489
2005-12-15,47.64721527367514,C,5.949999809265137,5.889999961853027,5.892999982833862,5.827499961853027,5.226799983978271,6.151799988746643,6.831399998664856
2005-12-16,47.63149413882828,C,5.78000020980835,5.846000003814697,5.876999998092652,5.876499962806702,5.253199987411499,6.12989999294281,6.822149999141693
2005-12-19,47.55501632566408,B,5.650000095367432,5.792000007629395,5.83899998664856,5.865999960899353,5.278799991607666,6.105499992370605,6.81204999923706
2005-12-20,47.5029450446232,B,5.639999866485596,5.753999996185303,5.811999988555908,5.849499964714051,5.304399986267089,6.082299990653992,6.802749998569489
2005-12-21,47.4764204722965,B,5.760000228881836,5.75600004196167,5.809000015258789,5.837499976158142,5.333199987411499,6.06159999370575,6.794949998855591
2005-12-22,47.40648998871006,B,5.639999866485596,5.6940000534057615,5.792000007629395,5.819499969482422,5.35939998626709,6.039399991035461,6.78644999742508
2005-12-23,47.377039387216676,B,5.630000114440918,5.664000034332275,5.755000019073487,5.803499984741211,5.379599990844727,6.020099992752075,6.7780999970436095
2005-12-26,47.40596641798374,B,5.630000114440918,5.660000038146973,5.726000022888184,5.8,5.396799993515015,6.003899993896485,6.770049998760223
2005-12-27,47.40238939053247,B,5.440000057220459,5.6200000762939455,5.687000036239624,5.7795000076293945,5.4113999938964845,5.985799994468689,6.761699998378754
2005-12-28,47.360477749607924,B,5.380000114440918,5.544000053405762,5.650000047683716,5.770500016212464,5.421799993515014,5.966599993705749,6.752549998760223
2005-12-29,47.33361497465211,B,5.360000133514404,5.488000106811524,5.591000080108643,5.742000031471252,5.432399997711181,5.946799993515015,6.743099999427796
2005-12-30,47.30874200001659,B,5.340000152587891,5.430000114440918,5.547000074386597,5.712000036239624,5.443000001907349,5.9277999973297115,6.733550000190735
2006-01-02,47.26987723569719,B,5.340000152587891,5.372000122070313,5.516000080108642,5.677500033378601,5.4510000038146975,5.907699999809265,6.725650000572204
2006-01-03,47.27009551734636,B,5.340000152587891,5.352000141143799,5.486000108718872,5.64900004863739,5.4594000053405765,5.886700000762939,6.719400000572205
2006-01-04,47.273452922448904,B,5.300000190734863,5.336000156402588,5.440000104904175,5.624500060081482,5.466200008392334,5.86670000076294,6.7115000009536745
2006-01-05,47.305950334538586,B,5.349999904632568,5.334000110626221,5.411000108718872,5.601500058174134,5.477200002670288,5.848899998664856,6.704100000858307
2006-01-06,47.35646068336991,B,5.519999980926514,5.3700000762939455,5.400000095367432,5.577500057220459,5.49,5.833199996948242,6.6982000017166134
2006-01-09,47.40689838970295,B,5.519999980926514,5.40600004196167,5.389000082015992,5.557500052452087,5.500600004196167,5.817899994850158,6.693050000667572
2006-01-10,47.445162123768675,B,5.5,5.438000011444092,5.395000076293945,5.5410000562667845,5.50960000038147,5.802599992752075,6.687350001335144
2006-01-11,47.501694814769756,B,5.579999923706055,5.49399995803833,5.415000057220459,5.532500052452088,5.52119999885559,5.7859999942779545,6.68125
2006-01-12,47.51839824952168,C,5.5,5.523999977111816,5.429000043869019,5.510000061988831,5.529600000381469,5.7684999942779545,6.67329999923706
2006-01-13,47.507668004288114,C,5.460000038146973,5.511999988555909,5.441000032424927,5.494000053405761,5.536999998092651,5.751299996376037,6.666099998950958
