Date,GRADE,GPS,CDW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2013-09-05,,,20.780366897583008,20.088878631591797,20.0719482421875,20.33972272872925,19.138970794677736,,
2013-09-06,,,20.70908546447754,20.322346878051757,20.06927490234375,20.348188400268555,19.221308174133302,,
2013-09-09,,,20.459577560424805,20.505913543701173,20.06749267578125,20.339277362823488,19.30364547729492,,
2013-09-10,,,20.521949768066406,20.595022201538086,20.13967170715332,20.32279224395752,19.371547050476075,,
2013-09-11,,,20.869482040405277,20.668092346191408,20.267989921569825,20.325465774536134,19.448894271850588,,
2013-09-12,,,20.575416564941406,20.627102279663085,20.35799045562744,20.32947540283203,19.52036018371582,,
2013-09-13,,,20.940763473510746,20.673437881469727,20.497892379760742,20.349524974822998,19.59663803100586,,
2013-09-16,,,21.270479202270508,20.835618209838866,20.67076587677002,20.384278106689454,19.67933193206787,,
2013-09-17,,,20.70017433166504,20.871263122558595,20.73314266204834,20.38962459564209,19.74580772399902,,
2013-09-18,,,21.199188232421875,20.937204360961914,20.80264835357666,20.423486518859864,19.829392623901366,,
2013-09-19,,,20.905122756958008,21.003145599365233,20.81512393951416,20.44353609085083,19.898541526794432,,
2013-09-20,,,20.397199630737305,20.894432830810548,20.783935356140137,20.426605129241942,19.958779563903807,,
2013-09-23,,,21.26156234741211,20.892649459838868,20.864133834838867,20.46581325531006,20.03541389465332,,
2013-09-24,,,21.65364646911621,21.0833438873291,20.977303504943848,20.558487606048583,20.110265998840333,,
2013-09-25,,,21.502159118652344,21.143938064575195,21.040571212768555,20.654280567169188,20.177276458740234,,
2013-09-26,,,21.377397537231445,21.238393020629882,21.12076930999756,20.7393798828125,20.23359371185303,,
2013-09-27,,,21.36849594116211,21.432652282714844,21.163542556762696,20.830717468261717,20.289554519653322,,
2013-09-30,,,20.34372901916504,21.24908561706543,21.07086753845215,20.870816707611084,20.33393093109131,,
2013-10-01,,,20.673439025878903,21.05304412841797,21.068194007873537,20.900668334960937,20.387040252685548,,
2013-10-02,,,20.299182891845703,20.81244888305664,20.978193473815917,20.89042091369629,20.426426658630373,,
2013-10-03,,,20.780366897583008,20.693042755126953,20.96571788787842,20.89042091369629,20.450307998657227,,
2013-10-04,,,20.80710220336914,20.58076400756836,21.0067081451416,20.895321750640868,20.48167469024658,,
2013-10-07,,,20.539772033691406,20.61997261047363,20.934529113769532,20.899331474304198,20.50573429107666,,
2013-10-08,,,20.60214614868164,20.60571403503418,20.829379081726074,20.90334129333496,20.5328235244751,,
2013-10-09,,,20.210065841674805,20.587890625,20.70016975402832,20.87037048339844,20.553853378295898,,
2013-10-10,,,20.539772033691406,20.53977165222168,20.616407203674317,20.868588256835938,20.578625946044923,,
2013-10-11,,,20.486309051513672,20.475613021850585,20.528188514709473,20.845865535736085,20.588606071472167,,
2013-10-14,,,20.299182891845703,20.427495193481445,20.52373390197754,20.797300720214842,20.588427963256837,,
2013-10-15,,,20.18333625793457,20.34373321533203,20.474723625183106,20.77145881652832,20.585576477050783,,
2013-10-16,,,20.201160430908203,20.34195213317871,20.464921379089354,20.721557426452637,20.5805863571167,,
2013-10-17,,,20.299182891845703,20.29383430480957,20.416802978515626,20.691260433197023,20.57541805267334,,
2013-10-18,,,20.486309051513672,20.29383430480957,20.384723663330078,20.69571590423584,20.574348793029785,,
2013-10-21,,,20.10313415527344,20.254624557495116,20.34105987548828,20.637794494628906,20.56365550994873,,
2013-10-22,,,20.31700325012207,20.281357955932616,20.312545585632325,20.570962333679198,20.552962532043455,,
2013-10-23,,,20.24571418762207,20.29026870727539,20.31611042022705,20.508140087127686,20.541556587219237,,
2013-10-24,,,19.613037109375,20.15303955078125,20.22343692779541,20.419922065734863,20.52391284942627,,
2013-10-25,,,19.73777961730957,20.00333366394043,20.148583984375,20.338386249542236,20.507873001098634,,
2013-10-28,,,19.64867782592773,19.91244239807129,20.083533477783202,20.30363368988037,20.48933822631836,,
2013-10-29,,,19.559574127197266,19.76095657348633,20.021157264709473,20.247940444946288,20.46866481781006,,
2013-10-30,,,19.693233489990234,19.65046043395996,19.970364570617676,20.217642974853515,20.452090492248534,,
2013-10-31,,,19.59521484375,19.646895980834962,19.899967765808107,20.158385372161867,20.43391216278076,,
2013-11-01,,,19.64867782592773,19.629075622558595,19.816204643249513,20.100464153289796,20.412169342041015,,
2013-11-04,,,20.44175148010254,19.787690353393554,19.85006637573242,20.09556312561035,20.41145637512207,,
2013-11-05,,,20.49522399902344,19.97482032775879,19.86788845062256,20.09021701812744,20.425357666015625,,
2013-11-06,,,20.486309051513672,20.133435440063476,19.891947937011718,20.104029178619385,20.443357849121092,,
2013-11-07,,,20.477399826049805,20.309872436523438,19.9783842086792,20.100910568237303,20.459397621154785,,
2013-11-08,,,20.450666427612305,20.47027015686035,20.049672889709473,20.099128437042236,20.477576065063477,,
2013-11-11,,,19.3546142578125,20.252842712402344,20.02026653289795,20.051900005340578,20.47383346557617,,
2013-11-12,,,18.79322052001953,19.912442016601563,19.943631172180176,19.982394218444824,20.448169746398925,,
2013-11-13,,,18.56374168395996,19.52792854309082,19.830681991577148,19.900523281097414,20.409361953735353,19.73005708694458,
2013-11-14,,,18.447664260864254,19.12198143005371,19.715926933288575,19.80794734954834,20.362707901000977,19.750839347839356,
2013-11-15,,,19.26914978027344,18.885678100585938,19.677974128723143,19.747089385986328,20.333909187316895,19.7776086807251,
2013-11-18,,,19.036989212036133,18.822153091430664,19.537497901916502,19.693782138824464,20.30545742034912,19.80455144882202,
2013-11-19,,,18.983423233032227,18.8601936340332,19.386317825317384,19.62710313796997,20.274686889648436,19.823116970062255,
2013-11-20,,,19.403091430664062,19.028063583374024,19.277996063232422,19.58497200012207,20.245359077453614,19.8471266746521,
2013-11-21,,,19.635251998901367,19.265581130981445,19.193781280517577,19.58608274459839,20.226555786132813,19.873457984924315,
2013-11-22,,,19.79596900939941,19.37094497680664,19.128311538696288,19.588992214202882,20.203659896850585,19.900148963928224,
2013-11-25,,,19.912052154541016,19.545957565307617,19.18405532836914,19.602160930633545,20.176491355895998,19.927911643981933,
2013-11-26,,,19.831689834594727,19.715610885620116,19.28790225982666,19.615766716003417,20.15912166595459,19.952464694976808,
2013-11-27,,,19.822757720947266,19.79954414367676,19.41380386352539,19.62224292755127,20.131593055725098,19.980492839813234,
2013-11-28,,,19.822757720947266,19.83704528808594,19.551313209533692,19.633620071411134,20.109945755004883,20.00424364089966,
2013-11-29,,,19.912052154541016,19.860261917114258,19.61560344696045,19.646788787841796,20.100242805480956,20.02951118469238,
2013-12-02,,,20.054912567138672,19.88883399963379,19.717395782470703,19.627446842193603,20.07610980987549,20.055761852264403,
2013-12-03,,,20.054912567138672,19.933478546142577,19.82454471588135,19.605431270599365,20.044135131835937,20.077200565338135,
2013-12-04,,,20.447803497314453,20.058487701416016,19.929015922546387,19.603505992889403,20.02304801940918,20.100162239074706,
2013-12-05,,,20.09956359863281,20.11384887695312,19.97544708251953,19.584614181518553,19.997491340637207,20.115542526245118,
2013-12-06,,,20.170991897583008,20.165636825561524,20.01294937133789,19.57063045501709,19.973541259765625,20.131547889709474,
2013-12-09,,,20.19778823852539,20.194211959838867,20.041522979736328,19.612789154052734,19.97062244415283,20.15227668762207,
2013-12-10,,,20.08170318603516,20.199570083618163,20.066524314880372,19.677213287353517,19.958787727355958,20.172913990020753,
2013-12-11,,,19.956697463989254,20.101348876953125,20.07991828918457,19.746861076354982,19.951938018798828,20.1891823387146,
2013-12-12,,,20.13528060913086,20.108492279052733,20.11117057800293,19.83124189376831,19.939036293029787,20.194672145843505,
2013-12-13,,,19.867406845092773,20.047775268554688,20.106706047058104,19.861154747009277,19.920242385864256,20.20095853805542,
2013-12-16,,,20.045988082885746,20.017415237426757,20.105813598632814,19.91160469055176,19.910366706848144,20.208050498962404,
2013-12-17,,,19.778114318847656,19.956697463989258,20.07813377380371,19.95133924484253,19.893886070251465,20.21335479736328,
2013-12-18,,,19.992408752441406,19.963839721679687,20.032594299316408,19.980805110931396,19.889532928466796,20.22169315338135,
2013-12-19,,,19.6977481842041,19.876333236694336,19.992412757873534,19.983929920196534,19.87269245147705,20.225659198760987,
2013-12-20,,,19.97456359863281,19.897764587402342,19.972769927978515,19.992859649658204,19.862457542419435,20.2255318069458,
2013-12-23,,,19.90311813354492,19.86919059753418,19.94330291748047,19.992412948608397,19.854536247253417,20.221482105255127,
2013-12-24,,,20.19778823852539,19.953125381469725,19.95491142272949,20.01071786880493,19.854825286865236,20.220200881958007,
2013-12-25,,,20.19778823852539,19.994201278686525,19.979020500183104,20.029469394683836,19.854757843017577,20.217672100067137,
2013-12-26,,,20.447803497314453,20.144212341308595,20.010272789001466,20.060721683502198,19.857730255126953,20.216574153900147,
2013-12-27,,,20.537094116210938,20.25671844482422,20.077241516113283,20.091973781585693,19.858745956420897,20.21654737472534,
2013-12-30,,,20.73353385925293,20.42280158996582,20.14599609375,20.125904846191407,19.871353950500488,20.217504730224608,
2013-12-31,,,20.858545303344727,20.554953002929686,20.254039192199706,20.16608648300171,19.882184791564942,20.2175736618042,
2014-01-01,,,20.858545303344727,20.687104415893554,20.340652847290038,20.186623573303223,19.894441413879395,20.217999000549316,
2014-01-02,,,20.87640380859375,20.772824478149413,20.458518409729002,20.22546558380127,19.91970874786377,20.22181079864502,
2014-01-03,,,20.86747169494629,20.838899993896483,20.547809219360353,20.260289573669432,19.942302589416503,20.22508779525757,
2014-01-06,,,21.20678329467773,20.933549880981445,20.678175735473634,20.31073932647705,19.973464698791503,20.23140146255493,
2014-01-07,,,21.41215133666992,21.044271087646486,20.799612045288086,20.37726173400879,20.010516242980955,20.239590530395507,
2014-01-08,,,21.41215133666992,21.15499229431152,20.92104835510254,20.450034427642823,20.04489459991455,20.248492546081543,
2014-01-09,,,21.876462936401367,21.355004119873044,21.06391429901123,20.537093544006346,20.09051956176758,20.26221586227417,
2014-01-10,,,22.21577835083008,21.624665451049804,21.231782722473145,20.654512119293212,20.141861572265626,20.277015457153322,
2014-01-13,,,22.04612159729004,21.792533111572265,21.363041496276857,20.75451879501343,20.173948974609374,20.292702674865723,
2014-01-14,,,21.858613967895508,21.881825637817382,21.463048362731932,20.85854377746582,20.201216773986815,20.31328722000122,
2014-01-15,,,21.84075164794922,21.96754570007324,21.561268997192382,20.95096092224121,20.228305625915528,20.335831737518312,
2014-01-16,,,21.84967613220215,21.9621883392334,21.658596229553222,21.058557319641114,20.255751152038574,20.35757438659668,
2014-01-17,,,21.822895050048828,21.88361167907715,21.754138565063478,21.150973892211915,20.283195724487303,20.38038589477539,
2014-01-20,,,21.822895050048828,21.838966369628906,21.815749740600587,21.24696273803711,20.33256134033203,20.403197402954103,
2014-01-21,,,22.14434051513672,21.896111679077148,21.888968658447265,21.344290351867677,20.399583740234377,20.42387674331665,
2014-01-22,,,21.876462936401367,21.903253936767577,21.93539981842041,21.428224086761475,20.465838165283202,20.43760005950928,
2014-01-23,,,21.742528915405277,21.881824493408207,21.9220064163208,21.492960357666014,20.531735458374023,20.4472216796875,
2014-01-24,,,21.09070205688477,21.73538589477539,21.80949878692627,21.520640754699706,20.56816650390625,20.451037845611573,
2014-01-27,,,20.80496597290039,21.531800079345704,21.685383224487303,21.52421236038208,20.603526039123537,20.45449172973633,
2014-01-28,,,21.162134170532227,21.335358810424804,21.615735244750976,21.539391803741456,20.647100257873536,20.460893573760988,
2014-01-29,,,20.519235610961918,21.063913345336914,21.483583641052245,21.522426319122314,20.66942314147949,20.457391109466553,
2014-01-30,,,21.04605484008789,20.924618530273438,21.40322151184082,21.530908870697022,20.69763919830322,20.462097492218017,
2014-01-31,,,21.135351181030277,20.933548355102538,21.334467124938964,21.54430284500122,20.72442684173584,20.46404336929321,
2014-02-03,,,20.6085205078125,20.89425926208496,21.213029670715333,21.51438970565796,20.73835620880127,20.457423782348634,
2014-02-04,,,20.86747169494629,20.835326766967775,21.085342788696288,21.487155723571778,20.7590718460083,20.459096755981445,
2014-02-05,,,20.80496597290039,20.89247283935547,20.978193092346192,21.4567964553833,20.778716011047365,20.45515453338623,
2014-02-06,,,20.894262313842773,20.862114334106444,20.893366432189943,21.40768642425537,20.800146102905273,20.455045928955077,
2014-02-07,,,21.0281925201416,20.840682601928712,20.887115478515625,21.348307132720947,20.822468910217285,20.46135585784912,
2014-02-10,,,20.66209983825684,20.85139846801758,20.872828865051268,21.279106044769286,20.83461265563965,20.455361232757568,
2014-02-11,,,20.6085205078125,20.79960823059082,20.817467498779298,21.216601371765137,20.845684814453126,20.444909973144533,
2014-02-12,,,21.135351181030277,20.865685272216798,20.879079055786132,21.18133134841919,20.85943576812744,20.44124189376831,
2014-02-13,,,22.180055618286133,21.122843933105468,20.992479133605958,21.19785032272339,20.90104560852051,20.449268474578858,
2014-02-14,,,21.70681381225586,21.25856819152832,21.049625396728516,21.19204626083374,20.931762046813965,20.452651653289795,
2014-02-17,,,21.70681381225586,21.467510986328126,21.15945472717285,21.186242198944093,20.961942558288573,20.466282501220704,
2014-02-18,,,22.019332885742188,21.749673461914064,21.274640846252442,21.179991817474367,21.000695152282717,20.479741439819335,
2014-02-19,,,22.055049896240234,21.933613204956053,21.399649238586427,21.188921165466308,21.042662200927733,20.497300109863282,
2014-02-20,,,22.10862159729004,21.919326400756837,21.52108516693115,21.207225799560547,21.082129020690918,20.51058265686035,
2014-02-21,,,22.048702239990234,21.98770408630371,21.623136138916017,21.25512580871582,21.12575492858887,20.522998657226562,
2014-02-24,,,22.03974723815918,22.054290771484375,21.76090087890625,21.31686487197876,21.165630111694338,20.53799840927124,
2014-02-25,,,21.7266788482666,21.995759963989258,21.87271671295166,21.34509210586548,21.204601402282716,20.54924373626709,
2014-02-26,,,22.12024688720703,22.008799362182618,21.971206283569337,21.425142669677733,21.24715816497803,20.568345546722412,
2014-02-27,,,22.84477806091309,22.156030654907227,22.037678527832036,21.515078830718995,21.310098762512208,20.591395606994627,
2014-02-28,,,23.408296585083008,22.427949523925783,22.207826805114745,21.628726100921632,21.37877342224121,20.620615482330322,
2014-03-03,,,23.193618774414062,22.658723831176758,22.356507301330566,21.75798101425171,21.444583435058593,20.649559841156005,
2014-03-04,,,23.381452560424805,22.989678573608398,22.49271926879883,21.883680057525634,21.508256721496583,20.681541004180907,
2014-03-05,,,23.882360458374023,23.342101287841796,22.675450325012207,22.037549781799317,21.581948165893554,20.718353004455565,
2014-03-06,,,23.97181510925293,23.567508697509766,22.861769676208496,22.191427421569824,21.652428398132326,20.755079326629637,
2014-03-07,,,23.03261947631836,23.492373275756837,22.960161399841308,22.29164876937866,21.70233890533447,20.780542430877684,
2014-03-10,,,22.970006942749023,23.447650909423828,23.053187370300293,22.40704412460327,21.747068367004395,20.80921115875244,
2014-03-11,,,22.88950729370117,23.349261856079103,23.16947021484375,22.521093463897706,21.787687606811524,20.83493619918823,
2014-03-12,,,22.710603713989254,23.114910507202147,23.22850589752197,22.599856090545654,21.824728775024415,20.859585094451905,
2014-03-13,,,22.22759056091309,22.76606559753418,23.166787147521973,22.602232837677,21.8517525100708,20.885730628967284,
2014-03-14,,,22.173921585083008,22.59432601928711,23.04334964752197,22.62558822631836,21.877881507873536,20.91009204864502,
2014-03-17,,,22.78216361999512,22.556757354736327,23.002204132080077,22.679355716705324,21.909389114379884,20.941426906585694,
2014-03-18,,,22.755327224731445,22.529921340942384,22.93959159851074,22.716155433654784,21.936252632141112,20.973384437561034,
2014-03-19,,,22.808996200561523,22.549599838256835,22.832255172729493,22.753852748870848,21.964189529418945,21.004542064666747,
2014-03-20,,,22.710603713989254,22.64620246887207,22.706134033203124,22.783951854705812,21.980872344970702,21.035695953369142,
2014-03-21,,,22.647994995117188,22.741017150878907,22.667671585083006,22.81391649246216,21.989516677856447,21.065689125061034,
2014-03-24,,,22.62116050720215,22.708816528320312,22.63278694152832,22.842987155914308,22.001017456054687,21.087483215332032,
2014-03-25,,,23.479848861694336,22.85372085571289,22.691821098327637,22.930645656585693,22.033442153930665,21.11732946395874,
2014-03-26,,,23.54245948791504,23.000413513183595,22.775006675720213,23.001756286621095,22.06747631072998,21.147890968322756,
2014-03-27,,,23.578248977661133,23.17394256591797,22.91007251739502,23.038429832458498,22.10204776763916,21.178899459838867,
2014-03-28,,,23.891313552856445,23.42260627746582,23.081811714172364,23.06258068084717,22.14341613769531,21.21330593109131,
2014-03-31,,,24.544265747070312,23.807227325439452,23.258021926879884,23.13011302947998,22.197843551635742,21.26520244598389,
2014-04-01,,,25.42980194091797,24.19721794128418,23.525469398498537,23.232530498504637,22.263552780151368,21.33156826019287,
2014-04-02,,,25.58185195922852,24.605096435546876,23.802754974365236,23.317505073547363,22.33766056060791,21.401749362945555,20.565903224945068
2014-04-03,,,25.098846435546875,24.909215927124023,24.041579246520996,23.373856639862062,22.404786911010742,21.468261184692384,20.60955026626587
2014-04-04,,,25.01834297180176,25.134621810913085,24.278614044189453,23.47314281463623,22.483339729309083,21.525753116607667,20.65168089866638
2014-04-07,,,24.65160751342773,25.15609016418457,24.481658744812012,23.557222843170166,22.56027256011963,21.581899299621583,20.6932253742218
2014-04-08,,,24.481658935546875,24.96646156311035,24.581839752197265,23.636830425262453,22.62666305541992,21.63688165664673,20.729999313354494
2014-04-09,58.08055695573726,A,25.27774810791016,24.90564079284668,24.755368614196776,23.765187644958495,22.721833305358885,21.695628223419188,20.771377449035644
2014-04-10,57.9072414211516,A,24.982555389404297,24.882382583618163,24.895799255371095,23.902935886383055,22.800563316345215,21.74910125732422,20.811279621124267
2014-04-11,57.58117687231816,A,24.49954414367676,24.778622817993167,24.956622314453124,24.019217014312744,22.867847175598143,21.796137008666992,20.848142986297606
2014-04-14,57.403863431941126,A,24.642658233642575,24.77683296203613,24.96646156311035,24.112241744995117,22.948529930114745,21.843443069458008,20.88567735671997
2014-04-15,57.45067351919386,A,24.884172439575195,24.8573356628418,24.911898612976074,24.218684005737305,23.028863945007323,21.893967895507814,20.92321629524231
2014-04-16,57.33208702951246,A,25.358238220214844,24.873433685302736,24.889537239074706,24.34614610671997,23.11992938995361,21.94932270050049,20.96490777015686
2014-04-17,57.33864270864109,A,25.43874168395996,24.964670944213868,24.923526763916016,24.482553005218506,23.210818977355956,22.005482540130615,21.004863090515137
2014-04-18,57.553920761589445,A,25.43874168395996,25.15251045227051,24.965566635131836,24.622090339660645,23.299029960632325,22.060749435424803,21.045130310058592
2014-04-21,57.76656038125665,A,25.411901473999023,25.306359100341798,25.041596031188966,24.761627388000488,23.394025993347167,22.114319324493408,21.085040588378906
2014-04-22,57.97270798475452,A,25.63552665710449,25.456629943847652,25.156982803344725,24.869411277770997,23.494566116333008,22.170125465393067,21.1236630153656
2014-04-23,57.94456255627184,A,25.54607963562012,25.49419822692871,25.183815956115723,24.96959228515625,23.582780685424805,22.221108226776124,21.160635232925415
2014-04-24,57.7781129055466,A,25.40296173095703,25.487042236328126,25.225856590270997,25.060827922821044,23.64723880767822,22.274142208099367,21.194842367172242
2014-04-25,57.45471050869991,A,24.90205955505371,25.379705810546874,25.266108131408693,25.111365222930907,23.711143722534178,22.321452884674073,21.226500387191773
2014-04-28,57.12336793297993,A,25.009395599365234,25.299204635620118,25.302781867980958,25.134621715545656,23.777195358276366,22.36956895828247,21.26092282295227
2014-04-29,56.68653182121657,A,24.94678497314453,25.161456298828124,25.30904312133789,25.110470867156984,23.835744400024414,22.418219776153563,21.295566883087158
2014-04-30,56.453895225335685,A,25.21512222290039,25.09526481628418,25.294731521606444,25.092134380340575,23.898945846557616,22.470804023742676,21.329993181228637
2014-05-01,56.28092013816714,A,25.233007431030277,25.06127395629883,25.274158096313478,25.098842430114747,23.961433563232422,22.52178129196167,21.35822671890259
2014-05-02,56.32310000526962,P,25.349292755126957,25.150720596313477,25.265213203430175,25.115389919281007,24.027445373535155,22.57660015106201,21.388779344558717
2014-05-05,56.41363362945085,P,25.528186798095703,25.25447883605957,25.276841735839845,25.159218883514406,24.097214164733888,22.631422138214113,21.419736318588257
2014-05-06,56.518044486332194,A,25.170398712158203,25.299201583862306,25.230328941345213,25.19365587234497,24.16608856201172,22.685344982147218,21.44934988975525
2014-05-07,56.405313400419296,A,24.82156181335449,25.220489501953125,25.15787715911865,25.17084655761719,24.220114860534668,22.73363651275635,21.477664833068847
2014-05-08,56.547011523842194,A,25.653409957885746,25.30457000732422,25.182921981811525,25.20438928604126,24.276287498474122,22.793193130493165,21.509426164627076
2014-05-09,56.749181280723064,A,26.207984924316406,25.47630844116211,25.313514518737794,25.28981132507324,24.33228126525879,22.85552734375,21.5405295753479
2014-05-12,57.060367389009976,A,26.852006912231445,25.74107246398926,25.497775650024415,25.400278759002685,24.405449028015138,22.925016231536866,21.573249168395996
2014-05-13,57.42726431807258,A,26.735719680786133,26.054136657714842,25.676669120788574,25.492856121063234,24.472534370422363,22.990395545959473,21.60529821395874
2014-05-14,57.87362673757854,A,26.52104759216309,26.39403381347656,25.807261657714843,25.55099658966065,24.525308113098145,23.05362813949585,21.635650119781495
2014-05-15,57.999926962631186,A,26.574716567993164,26.578295135498045,25.941432571411134,25.607795333862306,24.57736614227295,23.114897270202636,21.66573571205139
2014-05-16,57.97686961142756,A,26.691001892089844,26.674898529052733,26.075603485107422,25.6704083442688,24.65053379058838,23.176436347961427,21.696491861343382
2014-05-19,57.6085664216046,A,26.31532287597656,26.56756172180176,26.154317092895507,25.715579414367674,24.71744010925293,23.23225423812866,21.724879484176636
2014-05-20,57.23813551587492,A,26.154321670532227,26.451282119750978,26.25270938873291,25.741519165039062,24.782736396789552,23.285212001800538,21.751392831802367
2014-05-21,57.12147562074344,A,26.51210594177246,26.44949378967285,26.421763801574706,25.78982048034668,24.858766441345214,23.341747608184814,21.779873304367065
2014-05-22,56.65730100714967,A,25.180099487304688,26.170570373535156,26.3744327545166,25.77867736816406,24.917816619873047,23.384784564971923,21.803297681808473
2014-05-23,56.247889467429566,A,25.48466110229492,25.929302215576172,26.302100372314452,25.807807445526123,24.984031410217284,23.43095645904541,21.82802212715149
2014-05-26,55.96906517720654,A,25.48466110229492,25.763169860839845,26.165365791320802,25.83157072067261,25.03808135986328,23.47373523712158,21.852568349838258
2014-05-27,55.836182506935074,P,25.81608390808105,25.69552230834961,26.073402214050294,25.875035667419432,25.099296493530275,23.517774562835694,21.8786825466156
2014-05-28,55.56203990513885,P,25.968374252319336,25.58677597045898,26.01813488006592,25.91269826889038,25.16248405456543,23.56333679199219,21.905914669036864
2014-05-29,55.83793558902256,P,26.08482551574707,25.76772117614746,25.96914577484131,25.95528917312622,25.229968490600587,23.605420417785645,21.933818140029906
2014-05-30,56.06963246329894,A,26.34459686279297,25.93970832824707,25.934505271911622,26.00505437850952,25.303900527954102,23.646708602905274,21.961862030029298
2014-06-02,56.405332117587655,A,26.4162654876709,26.126029205322265,25.944599533081053,26.049458312988282,25.37980262756348,23.69041004180908,21.9915563583374
2014-06-03,56.63967692725149,A,26.48791885375977,26.260396194458007,25.97795925140381,26.11533432006836,25.439964027404784,23.736703090667724,22.024995155334473
2014-06-04,56.89263349931367,A,26.66707420349121,26.400136184692382,25.993456077575683,26.207609939575196,25.50245632171631,23.784966316223144,22.060399026870726
2014-06-05,57.11025207783333,A,26.855188369750977,26.554208755493164,26.160964965820312,26.26769886016846,25.567995109558105,23.835021438598634,22.096297912597656
2014-06-06,57.25493706361079,A,26.93580436706543,26.672450256347656,26.306079292297362,26.30408983230591,25.628884925842286,23.8861505317688,22.133268213272096
2014-06-09,57.343814088993526,A,27.12391662597656,26.813980484008788,26.470004844665528,26.317685317993163,25.68047794342041,23.939160747528078,22.17117907524109
2014-06-10,57.3856317153375,A,27.2851505279541,26.973426818847656,26.616911506652833,26.345156860351562,25.717584915161133,23.99056884765625,22.20722279548645
