Date,GRADE,GPS,CBOE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-06-15,,,23.00030899047852,,,,,,
2010-06-16,,,22.70298194885254,,,,,,
2010-06-17,,,22.29947280883789,,,,,,
2010-06-18,,,21.95259475708008,,,,,,
2010-06-21,,,22.681737899780277,22.527419281005862,,,,,
2010-06-22,,,23.14189910888672,22.555737304687504,,,,,
2010-06-23,,,23.70115852355957,22.755372619628908,,,,,
2010-06-24,,,23.56664085388184,23.0088062286377,,,,,
2010-06-25,,,22.70298194885254,23.15888366699219,,,,,
2010-06-28,,,23.205604553222656,23.263656997680663,22.895538139343262,,,,
2010-06-29,,,22.483530044555664,23.13198318481445,22.843860244750978,,,,
2010-06-30,,,23.04279136657715,23.00030975341797,22.877841186523437,,,,
2010-07-01,,,21.4570426940918,22.57839012145996,22.79359817504883,,,,
2010-07-02,,,21.84640121459961,22.407073974609375,22.782978820800786,,,,
2010-07-05,,,21.84640121459961,22.135233306884764,22.699445152282717,,,,
2010-07-06,,,21.09600067138672,21.857727432250975,22.494855308532717,,,,
2010-07-07,,,20.692493438720703,21.387667846679687,22.19398880004883,,,,
2010-07-08,,,20.53674697875977,21.20360870361328,21.890999412536623,,,,
2010-07-09,,,20.508432388305664,20.936014938354493,21.671544456481932,,,,
2010-07-12,,,18.972248077392575,20.361184310913085,21.248208808898926,22.071873474121094,,,
2010-07-13,,,19.71556282043457,20.085096740722655,20.971412086486815,21.907636165618896,,,
2010-07-14,,,19.35452651977539,19.817503356933592,20.60258560180664,21.74021339416504,,,
2010-07-15,,,18.75987434387207,19.462128829956054,20.332868766784667,21.56323347091675,,,
2010-07-16,,,18.72447967529297,19.105338287353515,20.020676612854004,21.40182771682739,,,
2010-07-19,,,18.752796173095703,19.06144790649414,19.711316108703613,21.205380630493163,,,
2010-07-20,,,18.462547302246094,18.810844802856444,19.44797077178955,20.97141304016113,,,
2010-07-21,,,18.83774185180664,18.707487869262696,19.262495613098146,20.728242206573487,,,
2010-07-22,,,19.13506507873535,18.78252601623535,19.122327423095705,20.506663417816164,,,
2010-07-23,,,19.220014572143555,18.881632995605468,18.99348564147949,20.332515048980714,,,
2010-07-26,,,18.75987434387207,18.883048629760744,18.97224826812744,20.110228538513184,,,
2010-07-27,,,19.248336791992188,19.040206527709962,18.925525665283203,19.94846887588501,,,
2010-07-28,,,19.220014572143555,19.116661071777344,18.912074470520018,19.75733003616333,,,
2010-07-29,,,18.880224227905277,19.065692901611328,18.92410945892334,19.628489112854005,,,
2010-07-30,,,18.830663681030277,18.987822723388675,18.93472785949707,19.47770223617554,,,
2010-08-02,,,19.496112823486328,19.135070419311525,19.009059524536134,19.360187816619874,,,
2010-08-03,,,19.290809631347656,19.14356498718262,19.09188575744629,19.26992826461792,,,
2010-08-04,,,18.90853500366211,19.081269073486332,19.098965072631835,19.18073034286499,,,
2010-08-05,,,17.55640983581543,18.81650619506836,18.941099548339842,19.031713485717773,,,
2010-08-06,,,16.84848403930664,18.420070266723634,18.70394649505615,18.848716068267823,,,
2010-08-09,,,16.968828201293945,17.914613342285158,18.52484188079834,18.74854507446289,,,
2010-08-10,,,16.282154083251953,17.312882232666016,18.228223609924317,18.57687463760376,,,
2010-08-11,,,16.246753692626953,16.780525970458985,17.930897521972657,18.42148599624634,,,
2010-08-12,,,16.501605987548828,16.569565200805663,17.693035697937013,18.308572578430176,,,
2010-08-13,,,16.282154083251953,16.456299209594725,17.43818473815918,18.186456298828126,,,
2010-08-16,,,16.13349151611328,16.289231872558595,17.101922607421876,18.055491065979005,,,
2010-08-17,,,16.36710548400879,16.30622215270996,16.80955219268799,17.95071897506714,,,
2010-08-18,,,16.360023498535156,16.328876113891603,16.554701042175292,17.826833057403565,,,
2010-08-19,,,16.282154083251953,16.284985733032226,16.427275466918946,17.684187507629396,,,
2010-08-20,,,16.19012451171875,16.266579818725585,16.361439514160157,17.532693004608156,,,
2010-08-23,,,16.282154083251953,16.29631233215332,16.292772102355958,17.408806991577148,19.586721839904786,,
2010-08-24,,,15.42557144165039,16.10800552368164,16.207113838195802,17.217668724060058,19.435227088928222,,
2010-08-25,,,15.340620040893556,15.90412483215332,16.116500473022462,17.023698997497558,19.287979850769045,,
2010-08-26,,,15.064534187316896,15.660600852966308,15.972793292999267,16.83291449546814,19.143281078338624,,
2010-08-27,,,14.774280548095703,15.377432060241699,15.822005939483642,16.630095338821413,18.999714794158937,,
2010-08-30,,,14.59730625152588,15.040462493896484,15.668387413024902,16.385155010223393,18.83802616119385,,
2010-08-31,,,14.80260181427002,14.91586856842041,15.511937046051026,16.16074461936951,18.671240215301513,,
2010-09-01,,,15.463059425354004,14.9403564453125,15.42224063873291,15.988470840454104,18.506478233337404,,
2010-09-02,,,15.498823165893556,15.027214241027831,15.34390754699707,15.885591506958011,18.345121879577636,,
2010-09-03,,,15.856437683105469,15.243645668029785,15.310538864135742,15.835989189147952,18.208190994262694,,
2010-09-06,,,15.856437683105469,15.495471954345703,15.267967224121094,15.780369663238528,18.06120765686035,,
2010-09-07,,,15.899348258972168,15.714821243286133,15.315344905853271,15.76122937202454,17.92952402114868,,
2010-09-08,,,15.770607948303224,15.776330947875977,15.358343696594238,15.737422084808353,17.784080352783203,,
2010-09-09,,,15.59179973602295,15.794926261901855,15.411070251464844,15.691931772232058,17.666775493621827,,
2010-09-10,,,15.691932678222656,15.762025260925293,15.502835464477538,15.662420701980594,17.543686122894286,,
2010-09-13,,,15.61325454711914,15.713388633728027,15.604430294036865,15.636408853530886,17.419023189544678,,
2010-09-14,,,15.856437683105469,15.704806518554687,15.70981388092041,15.610875463485721,17.31423192977905,,
2010-09-15,,,15.978020668029783,15.7462890625,15.761310005187989,15.591775321960451,17.219942474365233,,
2010-09-16,,,15.949411392211914,15.817811393737793,15.806368827819824,15.57513818740845,17.128195762634277,,
2010-09-17,,,16.0638484954834,15.892194557189942,15.827109909057617,15.568824386596683,17.039304084777832,,
2010-09-20,,,15.634706497192385,15.89648494720459,15.804936790466309,15.536452007293704,16.972553253173828,,
2010-09-21,,,15.391539573669434,15.803505325317383,15.754155921936036,15.534750413894656,16.886072788238526,,
2010-09-22,,,15.255653381347656,15.659031867980957,15.702660465240479,15.530502080917362,16.80409532546997,,
2010-09-23,,,14.719230651855469,15.412995719909668,15.61540355682373,15.513236904144287,16.72328245162964,,
2010-09-24,,,14.740692138671877,15.148364448547364,15.520279502868652,15.511557483673096,16.643606700897216,,
2010-09-27,,,15.069692611694336,15.035361671447754,15.465923309326172,15.53517680168152,16.56994462966919,,
