Date,GRADE,GPS,NI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4802145361900329,,,,,,
1983-11-22,,,0.4843192398548126,,,,,,
1983-11-23,,,0.4802145361900329,,,,,,
1983-11-24,,,0.4802145361900329,,,,,,
1983-11-25,,,0.4843192398548126,0.48185641765594484,,,,,
1983-11-28,,,0.4802145361900329,0.48185641765594484,,,,,
1983-11-29,,,0.4802145361900329,0.4810354769229888,,,,,
1983-11-30,,,0.4802145361900329,0.4810354769229888,,,,,
1983-12-01,,,0.4761101603507995,0.4802146017551422,,,,,
1983-12-02,,,0.4761101603507995,0.4785727858543396,0.4802146017551422,,,,
1983-12-05,,,0.4720060229301452,0.476931083202362,0.47939375042915333,,,,
1983-12-06,,,0.4761101603507995,0.4761102080345153,0.47857284247875204,,,,
1983-12-07,,,0.4761101603507995,0.47528933286666863,0.4781624048948287,,,,
1983-12-08,,,0.4802145361900329,0.47611020803451537,0.4781624048948287,,,,
1983-12-09,,,0.4802145361900329,0.476931083202362,0.47775193452835074,,,,
1983-12-12,,,0.4884233474731445,0.4802145481109618,0.4785728156566619,,,,
1983-12-13,,,0.4884233474731445,0.4826771855354308,0.47939369678497307,,,,
1983-12-14,,,0.4884233474731445,0.4851398229598999,0.4802145779132842,,,,
1983-12-15,,,0.4884233474731445,0.48678158521652215,0.48144589662551873,,,,
1983-12-16,,,0.4884233474731445,0.4884233474731445,0.4826772153377533,0.48144590854644764,,,
1983-12-19,,,0.4884233474731445,0.4884233474731445,0.4843189477920532,0.48185634911060327,,,
1983-12-20,,,0.4884233474731445,0.4884233474731445,0.48555026650428773,0.48206155449151983,,,
1983-12-21,,,0.4925275444984436,0.48924418687820437,0.4871920049190521,0.4826772049069404,,,
1983-12-22,,,0.4761101603507995,0.48678154945373525,0.4867815673351288,0.4824719861149787,,,
1983-12-23,,,0.4761101603507995,0.48431891202926625,0.48637112975120544,0.48206153213977804,,,
1983-12-26,,,0.4761101603507995,0.48185627460479735,0.48513981103897097,0.48185631334781637,,,
1983-12-27,,,0.4802145361900329,0.480214512348175,0.4843189299106598,0.48185631334781637,,,
1983-12-28,,,0.4802145361900329,0.4777519106864928,0.48349804878234853,0.48185631334781637,,,
1983-12-29,,,0.4802145361900329,0.4785727858543395,0.4826771676540374,0.48206153213977804,,,
1983-12-30,,,0.4802145361900329,0.47939366102218617,0.4818562865257262,0.4822667509317397,,,
1984-01-02,,,0.4802145361900329,0.4802145361900329,0.4810354053974151,0.4826771765947341,,,
1984-01-03,,,0.4802145361900329,0.4802145361900329,0.48021452426910394,0.48288239538669575,,,
1984-01-04,,,0.4802145361900329,0.4802145361900329,0.47898322343826283,0.4830876141786574,,,
1984-01-05,,,0.4802145361900329,0.4802145361900329,0.47939366102218617,0.4830876141786574,,,
1984-01-06,,,0.4843192398548126,0.48103547692298887,0.4802145689725875,0.4832928493618964,,,
1984-01-09,,,0.4843192398548126,0.48185641765594484,0.4810354769229888,0.4830876439809798,,,
1984-01-10,,,0.4884233474731445,0.48349817991256716,0.48185635805130006,0.4830876439809798,,,
1984-01-11,,,0.4843192398548126,0.48431912064552307,0.482266828417778,0.4828824386000633,,,
1984-01-12,,,0.4802145361900329,0.48431912064552307,0.482266828417778,0.48247199803590773,,,
1984-01-13,,,0.4802145361900329,0.48349817991256716,0.482266828417778,0.48206155747175217,,,
1984-01-16,,,0.4802145361900329,0.4826772391796112,0.482266828417778,0.4816511169075966,,,
1984-01-17,,,0.4720060229301452,0.4793937742710114,0.48144597709178927,0.4808302506804466,,,
1984-01-18,,,0.4761101603507995,0.4777519583702087,0.48103553950786593,0.48000938147306443,,,
1984-01-19,,,0.4802145361900329,0.4777519583702087,0.48103553950786593,0.4802146002650261,,,
1984-01-20,,,0.4843192398548126,0.4785728991031646,0.48103553950786593,0.4806250542402267,,,
1984-01-23,,,0.4843192398548126,0.4793938398361206,0.48103553950786593,0.4810355082154274,,,
1984-01-24,,,0.4802145361900329,0.48103554248809816,0.48021465837955474,0.4810355082154274,,,
1984-01-25,,,0.4637965559959411,0.47857282161712644,0.4781623899936676,0.4802146092057228,,,
1984-01-26,,,0.4596923589706421,0.47446838617324827,0.4761101722717285,0.47918850034475324,,,
1984-01-27,,,0.4637965559959411,0.4703638494014739,0.47446837425231925,0.4783676013350487,0.4802966612577438,,
1984-01-30,,,0.4555883705615997,0.46461767554283134,0.47200575768947595,0.47713629305362704,0.4798041379451751,,
1984-01-31,,,0.4637965559959411,0.46133407950401306,0.4711848109960555,0.4763153940439224,0.47939368426799767,,
1984-02-01,,,0.4596923589706421,0.4605132400989532,0.4695430308580398,0.4752892851829529,0.47898324072360987,,
