Date,GRADE,GPS,HST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7524808645248413,,,,,,
1983-11-22,,,0.7627012133598328,,,,,,
1983-11-23,,,0.7537583708763123,,,,,,
1983-11-24,,,0.7537583708763123,,,,,,
1983-11-25,,,0.7563132643699646,0.7558024168014527,,,,,
1983-11-28,,,0.7627012133598328,0.7578464865684509,,,,,
1983-11-29,,,0.7767542600631714,0.7606570959091187,,,,,
1983-11-30,,,0.7793093919754028,0.7657673001289368,,,,,
1983-12-01,,,0.7793093919754028,0.7708775043487549,,,,,
1983-12-02,,,0.7844193577766418,0.7764987230300904,0.7661505699157715,,,,
1983-12-05,,,0.7869744300842285,0.7813533663749694,0.7695999264717102,,,,
1983-12-06,,,0.7716439366340637,0.780331301689148,0.7704941987991333,,,,
1983-12-07,,,0.7665338516235352,0.7777761936187744,0.7717717468738556,,,,
1983-12-08,,,0.7678114771842957,0.775476610660553,0.7731770575046539,,,,
1983-12-09,,,0.7563132643699646,0.7698553919792175,0.7731770575046539,,,,
1983-12-12,,,0.746092677116394,0.7616790413856507,0.7715162038803101,,,,
1983-12-13,,,0.7499255537986755,0.757335364818573,0.7688333332538605,,,,
1983-12-14,,,0.746092677116394,0.7532471299171448,0.7655116617679596,,,,
1983-12-15,,,0.7397046685218811,0.7476257681846619,0.7615511894226075,,,,
1983-12-16,,,0.7345950603485107,0.7432821273803711,0.7565687596797943,0.7613596647977829,,,
1983-12-19,,,0.7345950603485107,0.7409826040267944,0.7513308227062225,0.7604653745889663,,,
1983-12-20,,,0.7229252457618713,0.7355825424194335,0.7464589536190033,0.7584765762090683,,,
1983-12-21,,,0.7370002865791321,0.7337640643119812,0.743505597114563,0.7576386719942093,,,
1983-12-22,,,0.7318822145462036,0.7321995735168457,0.7399126708507537,0.7565448641777038,,,
1983-12-23,,,0.7267643809318542,0.7306334376335144,0.7369577825069428,0.7550674200057983,,,
1983-12-26,,,0.7267643809318542,0.7290673017501831,0.7350249528884888,0.7532705783843994,,,
1983-12-27,,,0.7254844903945923,0.7295791506767273,0.7325808465480804,0.7507070899009705,,,
1983-12-28,,,0.7229252457618713,0.7267641425132751,0.7302641034126282,0.7478878825902939,,,
1983-12-29,,,0.7229252457618713,0.7249727487564087,0.7285861611366272,0.7450686752796173,,,
1983-12-30,,,0.7293232083320618,0.7254845142364502,0.7280589759349823,0.7423138678073883,,,
1984-01-02,,,0.7293232083320618,0.7259962797164917,0.7275317907333374,0.73943130671978,,,
1984-01-03,,,0.7280439734458923,0.7265081763267517,0.7280436635017395,0.7372513085603714,,,
1984-01-04,,,0.7318822145462036,0.7282995700836181,0.7275318562984466,0.7355187267065049,,,
1984-01-05,,,0.7459571957588196,0.7329059600830078,0.7289393544197083,0.734426012635231,,,
1984-01-06,,,0.7638702392578125,0.7398153662681579,0.7326499402523041,0.7348038613796234,,,
1984-01-09,,,0.7600319385528564,0.7459571123123169,0.7359766960144043,0.7355008244514465,,,
1984-01-10,,,0.7689884305000305,0.7541460037231446,0.7403270900249481,0.7364539682865143,,,
1984-01-11,,,0.7753859758377075,0.7628467559814454,0.7455731630325317,0.73791863322258,,,
1984-01-12,,,0.7677087783813477,0.7671970725059509,0.7500515162944794,0.7393188387155533,,,
1984-01-13,,,0.7702678442001343,0.7684765934944153,0.7541459798812866,0.7411024779081344,,,
1984-01-16,,,0.7574725151062012,0.7679647088050843,0.7569609105587005,0.742246350646019,,,
1984-01-17,,,0.7651494145393372,0.7671969056129455,0.7606714546680451,0.7443575590848923,,,
1984-01-18,,,0.7625907063484192,0.7646378517150879,0.7637423038482666,0.7456370800733566,,,
1984-01-19,,,0.7600319385528564,0.7631024837493896,0.7651497781276703,0.7470445662736893,,,
1984-01-20,,,0.7600319385528564,0.761055302619934,0.7647659480571747,0.7487079441547394,,,
1984-01-23,,,0.7459571957588196,0.7587522387504577,0.763358473777771,0.7496675848960876,,,
1984-01-24,,,0.7370002865791321,0.7531224131584168,0.7601596593856812,0.7502433747053147,,,
1984-01-25,,,0.7139691710472107,0.743398106098175,0.7540179789066315,0.7497955709695816,,,
1984-01-26,,,0.7178077697753906,0.7349532723426819,0.7490278780460358,0.7495396971702576,,,
1984-01-27,,,0.7088513374328613,0.7247171521186828,0.7428862273693084,0.7485161036252975,0.7495621025562287,,
1984-01-30,,,0.6807019114494324,0.7116660952568055,0.7352091670036316,0.746085038781166,0.7481265234947204,,
1984-01-31,,,0.6717449426651001,0.698615026473999,0.7258687198162079,0.7432700872421265,0.7463073980808258,,
1984-02-01,,,0.6755834817886353,0.6909378886222839,0.7171679973602295,0.740455150604248,0.7447439002990722,,
1984-02-02,,,0.6794221997261047,0.6832607746124267,0.7091070234775543,0.7371284008026123,0.7432571768760681,,
1984-02-03,,,0.6730247139930725,0.676095449924469,0.700406301021576,0.7325861245393753,0.7415914058685302,,
1984-02-06,,,0.6755834817886353,0.6750717639923096,0.6933689296245575,0.7283637017011643,0.7398490512371063,,
1984-02-07,,,0.6807019114494324,0.676863157749176,0.6877390921115876,0.7239493757486344,0.7379280042648315,,
1984-02-08,,,0.6679064035415649,0.675327742099762,0.683132815361023,0.7185753971338272,0.7356999444961548,,
