Date,GRADE,GPS,USB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.3861927390098572,,,,,,
1983-11-22,,,0.3974196314811706,,,,,,
1983-11-23,,,0.4064004123210907,,,,,,
1983-11-24,,,0.4064004123210907,,,,,,
1983-11-25,,,0.4086461067199707,0.40101186037063596,,,,,
1983-11-28,,,0.4108909964561462,0.4059515118598938,,,,,
1983-11-29,,,0.4108909964561462,0.4086457848548889,,,,,
1983-11-30,,,0.4153816699981689,0.4104420363903046,,,,,
1983-12-01,,,0.4176269769668579,0.412687349319458,,,,,
1983-12-02,,,0.4176269769668579,0.4144835233688354,0.4077476918697357,,,,
1983-12-05,,,0.4198724031448364,0.4162798047065735,0.41111565828323365,,,,
1983-12-06,,,0.4243631660938263,0.4189742386341095,0.4138100117444992,,,,
1983-12-07,,,0.4243631660938263,0.420770537853241,0.4156062871217728,,,,
1983-12-08,,,0.4243631660938263,0.4221177756786346,0.41740256249904634,,,,
1983-12-09,,,0.4198724031448364,0.42256686091423035,0.4185251921415329,,,,
1983-12-12,,,0.4198724031448364,0.42256686091423035,0.4194233328104019,,,,
1983-12-13,,,0.4198724031448364,0.4216687083244324,0.42032147347927096,,,,
1983-12-14,,,0.4198724031448364,0.4207705557346344,0.42077054679393766,,,,
1983-12-15,,,0.4153816699981689,0.4189742565155029,0.42054601609706876,,,,
1983-12-16,,,0.4086461067199707,0.4167289972305298,0.4196479290723801,0.4136978104710579,,,
1983-12-19,,,0.4041553437709808,0.4135855853557587,0.4180762231349945,0.4145959407091141,,,
1983-12-20,,,0.4041553437709808,0.41044217348098755,0.41605544090270996,0.41493272632360456,,,
1983-12-21,,,0.4041553437709808,0.4072987616062164,0.41403465867042544,0.4148204728960991,,,
1983-12-22,,,0.4108909964561462,0.4064006268978118,0.41268744170665733,0.4150450021028519,,,
1983-12-23,,,0.4108909964561462,0.4068496048450469,0.4117893010377883,0.41515724658966063,,,
1983-12-26,,,0.4108909964561462,0.40819673538208,0.41089116036891926,0.41515724658966063,,,
1983-12-27,,,0.4108909964561462,0.4095438659191132,0.40999301970005025,0.41515724658966063,,,
1983-12-28,,,0.4064004123210907,0.4099928796291351,0.4086458206176757,0.41470818370580675,,,
1983-12-29,,,0.4041553437709808,0.40864574909210194,0.40752318799495696,0.4140346020460129,,,
1983-12-30,,,0.4041553437709808,0.4072986185550689,0.407074111700058,0.413361020386219,,,
1984-01-02,,,0.4041553437709808,0.4059514880180359,0.407074111700058,0.41257516741752626,,,
1984-01-03,,,0.4019103646278381,0.40415536165237426,0.4068496137857437,0.4114525273442268,,,
1984-01-04,,,0.4019103646278381,0.40325735211372365,0.40662511587142935,0.41032988727092734,,,
1984-01-05,,,0.3996647000312805,0.4023592233657836,0.4055024862289428,0.40909496396780004,,,
1984-01-06,,,0.4086461067199707,0.4032573759555816,0.4052779972553252,0.40853364914655677,,,
1984-01-09,,,0.4041553437709808,0.40325737595558164,0.4046044319868087,0.407747796177864,,,
1984-01-10,,,0.4019103646278381,0.40325737595558164,0.40370636880397787,0.40684969425201406,,,
1984-01-11,,,0.4019103646278381,0.40325737595558164,0.4032573640346526,0.4059515923261642,,,
1984-01-12,,,0.4041553437709808,0.40415550470352163,0.40325736403465273,0.40539027601480476,,,
1984-01-13,,,0.4019103646278381,0.40280835628509515,0.40303286612033845,0.4050534889101981,,,
1984-01-16,,,0.3996647000312805,0.40191022753715505,0.40258380174636843,0.4048289567232131,,,
1984-01-17,,,0.3974196314811706,0.40101208090782164,0.40213472843170167,0.4044921711087226,,,
1984-01-18,,,0.3974196314811706,0.4001139342784882,0.4016856551170349,0.4041553854942321,,,
1984-01-19,,,0.395173966884613,0.39831765890121457,0.4012365818023681,0.4033695340156555,,,
1984-01-20,,,0.395173966884613,0.39697037935256957,0.39988936781883233,0.4025836825370789,,,
1984-01-23,,,0.395173966884613,0.39607223272323605,0.39899123013019555,0.4017978310585022,,,
1984-01-24,,,0.3974196314811706,0.39607223272323605,0.3985421568155288,0.40112426280975344,,,
1984-01-25,,,0.3974196314811706,0.39607223272323605,0.39809308350086203,0.40067522376775744,,,
1984-01-26,,,0.4064004123210907,0.3983175218105316,0.39831759035587305,0.4007874771952629,,,
1984-01-27,,,0.4131366610527038,0.4019100606441498,0.39944021999835966,0.4012365430593491,0.40738856375217436,,
1984-01-30,,,0.4131366610527038,0.40550259947776796,0.400787416100502,0.4016856089234352,0.4079274421930313,,
1984-01-31,,,0.4131366610527038,0.4086460053920746,0.4023591190576553,0.4022469237446785,0.408241782784462,,
1984-02-01,,,0.4131366610527038,0.41178941130638114,0.40393082201480857,0.4028082385659217,0.4083765077590942,,
1984-02-02,,,0.4176269769668579,0.41403472423553456,0.4061761230230331,0.4037063524127006,0.4086010390520095,,
1984-02-03,,,0.4310987293720245,0.4176271378993987,0.4097685992717742,0.4048289835453033,0.40905009150505056,,
1984-02-06,,,0.4221180379390716,0.4194234132766724,0.41246300637722005,0.4057271182537078,0.4092746323347091,,
1984-02-07,,,0.4153816699981689,0.4198724150657654,0.41425921022891987,0.40640068352222436,0.40936444580554954,,
1984-02-08,,,0.4153816699981689,0.4203214168548583,0.4160554140806198,0.4070742487907409,0.40936444580554954,,
1984-02-09,,,0.4131366610527038,0.4194233536720275,0.4167290389537811,0.40752331465482705,0.40927463948726645,,
1984-02-10,,,0.4131366610527038,0.41583094000816334,0.4167290389537811,0.4080846294760703,0.4091848331689834,,
1984-02-13,,,0.4108909964561462,0.41358553171157836,0.41650447249412537,0.4086459442973136,0.4090052050352096,,
1984-02-14,,,0.4108909964561462,0.41268739700317375,0.4162799060344695,0.40931951254606236,0.408735761642456,,
1984-02-15,,,0.4086461067199707,0.4113402843475341,0.4158308506011962,0.40988083630800237,0.40842142045497887,,
1984-02-16,,,0.4041553437709808,0.40954402089118946,0.4144836872816085,0.4103299051523209,0.40801726400852195,,
1984-02-17,,,0.4041553437709808,0.407747757434845,0.41178934872150413,0.41077897399663926,0.40770292282104487,,
1984-02-20,,,0.4041553437709808,0.40640062689781187,0.40999307930469503,0.41122804284095765,0.4073885816335677,,
1984-02-21,,,0.3996647000312805,0.40415536761283877,0.4084213823080062,0.41134029626846313,0.4069844275712966,,
1984-02-22,,,0.3996647000312805,0.4023590862751007,0.40684968531131743,0.4114525496959686,0.4065802735090255,,
1984-02-23,,,0.3996647000312805,0.40146095752716066,0.4055024892091751,0.4111157640814781,0.40626593410968775,,
1984-02-24,,,0.3996647000312805,0.40056282877922056,0.4041552931070328,0.41044216603040695,0.40608630597591394,,
1984-02-27,,,0.3996647000312805,0.3996647000312805,0.4030326634645462,0.4097685679793358,0.4059964931011199,,
1984-02-28,,,0.3996647000312805,0.3996647000312805,0.40191003382205964,0.4090949699282646,0.4059066802263259,,
1984-02-29,,,0.3996647000312805,0.3996647000312805,0.40101189315319063,0.40842137187719346,0.4058168673515319,,
1984-03-01,,,0.3996647000312805,0.3996647000312805,0.40056282877922056,0.40752325803041456,0.4055923414230346,,
1984-03-02,,,0.3996647000312805,0.3996647000312805,0.40011376440525054,0.4059515565633774,0.40536781549453726,,
1984-03-05,,,0.3996647000312805,0.3996647000312805,0.3996647000312805,0.4048288896679878,0.40514328956603995,,
1984-03-06,,,0.3996647000312805,0.3996647000312805,0.3996647000312805,0.4040430411696434,0.40491876363754264,,
1984-03-07,,,0.4041553437709808,0.40056282877922056,0.40011376440525054,0.403481724858284,0.40487386226654043,,
1984-03-08,,,0.4041553437709808,0.40146095752716066,0.40056282877922056,0.4030326589941978,0.40487386226654043,,
1984-03-09,,,0.4041553437709808,0.4023590862751007,0.40101189315319063,0.4025835931301117,0.40487386226654043,,
1984-03-12,,,0.4041553437709808,0.4032572150230408,0.40146095752716066,0.4022468104958534,0.40487386226654043,,
1984-03-13,,,0.4198724031448364,0.40729875564575196,0.4034817278385162,0.40269588083028796,0.4052331030368804,,
1984-03-14,,,0.4176269769668579,0.40999308228492737,0.40527795553207396,0.40314492434263227,0.40554743528366083,,
1984-03-15,,,0.4131366610527038,0.4117893457412719,0.4066251516342162,0.40359399020671843,0.40581687450408926,,
1984-03-16,,,0.4131366610527038,0.41358560919761655,0.40797234773635854,0.4040430560708046,0.40590668559074394,,
1984-03-19,,,0.4108909964561462,0.41493273973464967,0.40909497737884515,0.4043798387050629,0.40604139864444727,,
1984-03-20,,,0.4108909964561462,0.4131364583969116,0.4102176070213317,0.40494115352630616,0.4062210112810134,,
1984-03-21,,,0.4108909964561462,0.4117892622947692,0.41089117228984834,0.40550246834754944,0.4064006239175796,,
1984-03-22,,,0.4108909964561462,0.41134012937545766,0.41156473755836487,0.4060637831687927,0.4065353369712829,,
1984-03-23,,,0.4108909964561462,0.4108909964561462,0.4122383028268814,0.406625097990036,0.40671494960784904,,
1984-03-26,,,0.4064004123210907,0.4099928796291351,0.4124628096818924,0.4069618836045265,0.40684966385364524,,
1984-03-27,,,0.4064004123210907,0.40909476280212403,0.41111561059951784,0.40729866921901703,0.40702927947044365,,
