Date,GRADE,GPS,STX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-12-11,,,5.426921367645264,,,,,,
2002-12-12,,,5.275909423828125,,,,,,
2002-12-13,,,5.389167308807373,,,,,,
2002-12-16,,,5.478832244873047,,,,,,
2002-12-17,,,5.426921367645264,5.399550342559815,,,,,
2002-12-18,,,5.285349845886231,5.371236038208008,,,,,
2002-12-19,,,5.077710151672363,5.331596183776855,,,,,
2002-12-20,,,5.101306915283203,5.274024105072021,,,,,
2002-12-23,,,4.9078240394592285,5.159822463989258,,,,,
2002-12-24,,,4.832319259643555,5.040902042388916,5.220226192474366,,,,
2002-12-25,,,4.832319259643555,4.950295925140381,5.160765981674194,,,,
2002-12-26,,,4.733218193054199,4.881397533416748,5.106496858596802,,,,
2002-12-27,,,4.7804107666015625,4.81721830368042,5.0456212043762205,,,,
2002-12-30,,,4.94086217880249,4.823825931549072,4.991824197769165,,,,
2002-12-31,,,5.063551902770996,4.87007246017456,4.955487251281738,,,,
2003-01-01,,,5.063551902770996,4.9163189888000485,4.933307456970215,,,,
2003-01-02,,,4.955017566680908,4.9606788635253904,4.921038198471069,,,,
2003-01-03,,,5.072991847991943,5.019195079803467,4.918206691741943,,,,
2003-01-06,,,5.393888473510742,5.109800338745117,4.9668131351470945,,,,
2003-01-07,,,5.780853271484375,5.253260612487793,5.061666536331177,5.140946364402771,,,
2003-01-08,,,5.757257461547852,5.392001724243164,5.154160356521606,5.1574631690979,,,
2003-01-09,,,5.946017742156982,5.590201759338379,5.275440311431884,5.190968585014343,,,
2003-01-10,,,5.238158702850342,5.623235130310059,5.321215105056763,5.183418154716492,,,
2003-01-13,,,4.827600955963135,5.509977626800537,5.3098889827728275,5.150856590270996,,,
2003-01-14,,,4.837040424346924,5.321215057373047,5.28723783493042,5.121362543106079,,,
2003-01-15,,,5.082430362701416,5.18624963760376,5.289125680923462,5.111216568946839,,,
2003-01-16,,,5.1956892013549805,5.036183929443359,5.313192844390869,5.11711552143097,,,
2003-01-17,,,5.096585273742676,5.007869243621826,5.315552186965943,5.1168794393539425,,,
2003-01-20,,,5.096585273742676,5.061666107177734,5.285821866989136,5.126317501068115,,,
2003-01-21,,,4.832319259643555,5.0607218742370605,5.190968465805054,5.126317501068115,,,
2003-01-22,,,4.492547035217285,4.942745208740234,5.064497423171997,5.109328889846802,,,
2003-01-23,,,4.719061374664307,4.8474196434021,4.9418017864227295,5.108621048927307,,,
2003-01-24,,,4.695465564727783,4.767195701599121,4.887532472610474,5.104373788833618,,,
2003-01-27,,,4.412323474884033,4.630343341827393,4.8460047245025635,5.0779468536376955,,,
2003-01-28,,,4.435917377471924,4.551062965393067,4.805892419815064,5.046565127372742,,,
2003-01-29,,,4.591647624969482,4.570883083343506,4.7568141460418705,5.022969913482666,,,
2003-01-30,,,4.435917377471924,4.5142542839050295,4.680836963653564,4.997014904022217,,,
2003-01-31,,,4.33209753036499,4.441580677032471,4.604388189315796,4.959970188140869,,,
2003-02-03,,,4.3273797035217285,4.42459192276001,4.5274676322937015,4.906644749641418,,,
2003-02-04,,,4.270750999450684,4.391558647155762,4.471310806274414,4.831139636039734,,,
2003-02-05,,,4.270750999450684,4.327379322052002,4.449131202697754,4.756814312934876,,,
2003-02-06,,,4.270750999450684,4.294346046447754,4.404300165176392,4.67305097579956,,,
2003-02-07,,,4.2471537590026855,4.277357292175293,4.359468984603882,4.623500728607178,,,
2003-02-10,,,4.105584621429443,4.232998275756836,4.328795099258423,4.587399911880493,,,
2003-02-11,,,4.214121341705322,4.2216723442077635,4.306615495681763,4.556253957748413,,,
2003-02-12,,,3.948962450027466,4.15731463432312,4.242346978187561,4.499580562114716,,,
2003-02-13,,,3.816385507583618,4.066441535949707,4.18039379119873,4.430615377426148,,,
2003-02-14,,,3.9773740768432617,4.012485599517822,4.144921445846558,4.374654817581177,,,
2003-02-17,,,3.9773740768432617,3.986843490600586,4.109920883178711,4.318694257736206,,,
2003-02-18,,,4.138361930847168,3.971691608428955,4.09668197631836,4.2839963912963865,4.808170795440674,,
2003-02-19,,,4.256738185882568,4.033246755599976,4.095280694961548,4.272205948829651,4.78476713180542,,
2003-02-20,,,4.266207695007324,4.123211193084717,4.094826364517212,4.249563264846802,4.764573097229004,,
2003-02-21,,,4.356171607971191,4.198970699310303,4.1057281494140625,4.2325985670089725,4.74391318321228,,
2003-02-24,,,4.261470794677734,4.255790042877197,4.121316766738891,4.225055932998657,4.719565954208374,,
2003-02-25,,,4.583449840545654,4.3448076248168945,4.158249616622925,4.232432556152344,4.702696523666382,,
2003-02-26,,,4.5076904296875,4.394998073577881,4.214122414588928,4.2282346963882445,4.687143335342407,,
2003-02-27,,,4.474547863006592,4.436666107177734,4.279938650131226,4.230166220664978,4.675080089569092,,
2003-02-28,,,4.389315605163574,4.443294906616211,4.321132802963257,4.233027124404908,4.660840263366699,,
2003-03-03,,,4.403521537780762,4.471705055236816,4.363747549057007,4.236834216117859,4.65075421333313,,
2003-03-04,,,4.389315605163574,4.432878208160401,4.388842916488647,4.242762446403503,4.64189414024353,,
2003-03-05,,,4.398786067962647,4.4110973358154295,4.403047704696656,4.249164199829101,4.6332234764099125,,
2003-03-06,,,4.536101341247559,4.423408031463623,4.4300370693206785,4.262431716918945,4.629281139373779,,
2003-03-07,,,4.59291934967041,4.46412878036499,4.4537118434906,4.279719996452331,4.625531311035156,,
2003-03-10,,,4.621328830718994,4.5076902389526365,4.489697647094727,4.305507206916809,4.619140644073486,,
2003-03-11,,,4.521895408630371,4.534206199645996,4.483542203903198,4.3208959102630615,4.608307514190674,,
2003-03-12,,,4.275676250457764,4.509584236145019,4.460340785980224,4.337231600284577,4.592550001144409,,
2003-03-13,,,4.285147666931152,4.459393501281738,4.441400766372681,4.360669708251953,4.579152603149414,,
2003-03-14,,,4.242531776428223,4.389315986633301,4.426722383499145,4.373927593231201,4.562543401718139,,
2003-03-17,,,4.427196025848389,4.3504894256591795,4.429089832305908,4.3964186906814575,4.543209552764893,,
2003-03-18,,,4.5171613693237305,4.349542617797852,4.441874408721924,4.415358662605286,4.51793571472168,,
2003-03-19,,,4.422459125518799,4.378899192810058,4.444241714477539,4.423644709587097,4.491239748001099,,
2003-03-20,,,4.469811916351318,4.415832042694092,4.437612771987915,4.433824920654297,4.461715631484985,,
2003-03-21,,,4.640269756317139,4.495379638671875,4.442347812652588,4.448029828071594,4.449757852554321,,
2003-03-24,,,4.521895408630371,4.514319515228271,4.432404470443726,4.461051058769226,4.443643741607666,,
2003-03-25,,,4.734968662261963,4.557880973815918,4.453711795806885,4.468626999855042,4.441602306365967,,
2003-03-26,,,4.782318592071533,4.6298528671264645,4.504376029968261,4.482358407974243,4.435600070953369,,
2003-03-27,,,5.151645660400391,4.766219615936279,4.5910258293151855,4.516213297843933,4.4347192001342775,,
2003-03-28,,,4.900691986083984,4.818304061889648,4.656841850280761,4.541782116889953,4.430801334381104,,
2003-03-31,,,4.886487483978272,4.891222476959229,4.70277099609375,4.565930414199829,4.4265993785858155,,
2003-04-01,,,5.0048604011535645,4.945200824737549,4.751540899276733,4.596707653999329,4.430050201416016,,
2003-04-02,,,5.085355281829834,5.005808162689209,4.817830514907837,4.631036114692688,4.441906366348267,,
2003-04-03,,,5.075885772705078,4.990656185150146,4.878437900543213,4.658025336265564,4.449042854309082,,
2003-04-04,,,4.862812519073486,4.983080291748047,4.900692176818848,4.671519994735718,4.452389793395996,,
2003-04-07,,,4.881752014160156,4.982133197784424,4.9366778373718265,4.684541153907776,4.4617783641815185,,
2003-04-08,,,4.9811859130859375,4.977398300170899,4.961299562454224,4.707505679130554,4.472683734893799,,
2003-04-09,,,5.075885772705078,4.975504398345947,4.9906562805175785,4.74751615524292,4.482368497848511,,
2003-04-10,,,5.127971649169922,4.985921573638916,4.988288879394531,4.789657354354858,4.496209583282471,,
2003-04-11,,,5.1847920417785645,5.050317478179932,5.016698884963989,4.836770367622376,4.513263473510742,,
2003-04-14,,,5.232141971588135,5.120395469665527,5.051264333724975,4.877017664909363,4.53135871887207,,
2003-04-15,,,5.421539783477783,5.208466243743897,5.092932271957397,4.922236585617066,4.554374494552612,,
2003-04-16,,,5.634612560272217,5.320211601257324,5.147857999801635,4.982844257354737,4.581651725769043,,
2003-04-17,,,5.800339221954346,5.454685115814209,5.220303344726562,5.049370622634887,4.612243490219116,,
2003-04-18,,,5.800339221954346,5.577794551849365,5.314056015014648,5.107374095916748,4.64330719947815,,
2003-04-21,,,5.805070877075195,5.692380332946778,5.406387901306152,5.171532869338989,4.677296924591064,,
2003-04-22,,,5.847685813903809,5.777609539031983,5.49303789138794,5.227168726921081,4.709968214035034,,
2003-04-23,,,5.563587665557861,5.7634045600891115,5.541808080673218,5.266232180595398,4.7422607183456424,,
2003-04-24,,,5.445213794708252,5.692379474639893,5.573532295227051,5.280910587310791,4.774837284088135,,
2003-04-25,,,5.3789238929748535,5.608096408843994,5.59294548034668,5.304822182655334,4.802868280410767,,
2003-04-28,,,5.4357452392578125,5.534231281280517,5.6133058071136475,5.332285070419312,4.8320357036590575,,
2003-04-29,,,5.700903415679932,5.504874801635742,5.641242170333863,5.3670872211456295,4.863286533355713,4.835728664398193,
2003-04-30,,,5.724576473236084,5.537072563171387,5.650238561630249,5.399048280715943,4.892643299102783,4.838705215454102,
2003-05-01,,,5.800339221954346,5.608097648620605,5.650238561630249,5.435270953178406,4.923325929641724,4.843949513435364,
2003-05-02,,,5.819276332855225,5.69616813659668,5.652132272720337,5.4830941438674925,4.952588024139405,4.848250603675842,
2003-05-05,,,5.937652587890625,5.796549606323242,5.66539044380188,5.5358891725540165,4.986111660003662,4.852838807106018,
2003-05-06,,,5.918711185455322,5.840111160278321,5.672492980957031,5.582765436172485,5.012816886901856,4.857756705284118,
2003-05-07,,,6.027878284454346,5.900771522521973,5.71892204284668,5.6303650617599486,5.043220643997192,4.8651819896698,
2003-05-08,,,6.037372589111328,5.9481781959533695,5.778137922286987,5.675835108757019,5.0744771385192875,4.87477861404419,
2003-05-09,,,5.975666999816895,5.9794563293457035,5.837812232971191,5.715378856658935,5.106204166412353,4.883522214889527,
2003-05-12,,,6.341135025024414,6.060152816772461,5.928351211547851,5.77082850933075,5.144956436157226,4.897855324745178,
2003-05-13,,,6.611678600311279,6.198746299743652,6.019428730010986,5.8303354501724245,5.189403696060181,4.915648918151856,
