Date,GRADE,GPS,AIG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,29.319690704345703,,,,,,
1983-11-22,,,30.51154518127441,,,,,,
1983-11-23,,,31.34585952758789,,,,,,
1983-11-24,,,31.34585952758789,,,,,,
1983-11-25,,,31.465038299560547,30.79759864807129,,,,,
1983-11-28,,,30.74992561340332,31.083645629882813,,,,,
1983-11-29,,,30.988296508789062,31.178995895385743,,,,,
1983-11-30,,,30.988296508789062,31.107483291625975,,,,,
1983-12-01,,,31.58422088623047,31.15515556335449,,,,,
1983-12-02,,,31.82261085510254,31.22667007446289,31.01213436126709,,,,
1983-12-05,,,31.941783905029297,31.465041732788087,31.27434368133545,,,,
1983-12-06,,,32.180145263671875,31.703411483764647,31.441203689575197,,,,
1983-12-07,,,32.06096649169922,31.91794548034668,31.512714385986328,,,,
1983-12-08,,,32.180145263671875,32.03713035583496,31.596142959594726,,,,
1983-12-09,,,32.41851806640625,32.1563117980957,31.691490936279298,,,,
1983-12-12,,,31.34585952758789,32.03712692260742,31.751084327697754,,,,
1983-12-13,,,30.63072395324707,31.72724266052246,31.715327072143555,,,,
1983-12-14,,,30.51154518127441,31.4173583984375,31.66765193939209,,,,
1983-12-15,,,30.03481101989746,30.988291549682618,31.512710952758788,,,,
1983-12-16,,,30.03481101989746,30.51155014038086,31.33393096923828,31.173032665252684,,,
1983-12-19,,,30.03481101989746,30.249340438842772,31.143233680725096,31.208788681030274,,,
1983-12-20,,,30.03481101989746,30.13015785217285,30.928700256347657,31.184951972961425,,,
1983-12-21,,,29.91562271118164,30.010973358154295,30.714165878295898,31.113440132141115,,,
1983-12-22,,,30.51154518127441,30.106320190429688,30.547305870056153,31.07172441482544,,,
1983-12-23,,,30.51154518127441,30.201667022705077,30.356608581542968,31.024049758911133,,,
1983-12-26,,,30.51154518127441,30.29701385498047,30.27317714691162,31.012130737304688,,,
1983-12-27,,,30.51154518127441,30.392360687255852,30.261259269714355,30.988293170928955,,,
1983-12-28,,,30.74992561340332,30.559221267700188,30.285097312927245,30.976374626159668,,,
1983-12-29,,,30.63072395324707,30.58305702209472,30.344688606262206,30.9286997795105,,,
1983-12-30,,,30.63072395324707,30.606892776489257,30.404279899597167,30.869105434417726,,,
1984-01-02,,,30.63072395324707,30.63072853088379,30.463871192932128,30.803552436828614,,,
1984-01-03,,,30.392358779907227,30.606891250610353,30.499625968933106,30.71416311264038,,,
1984-01-04,,,30.51154518127441,30.55921516418457,30.559218215942384,30.63669204711914,,,
1984-01-05,,,30.988296508789062,30.63072967529297,30.60689334869385,30.577099609375,,,
1984-01-06,,,31.58422088623047,30.82142906188965,30.714160919189453,30.535384750366212,,,
1984-01-09,,,31.58422088623047,31.01212844848633,30.821428489685058,30.54730281829834,,,
1984-01-10,,,31.82261085510254,31.29817886352539,30.95253505706787,30.606897163391114,,,
1984-01-11,,,31.34585952758789,31.465041732788087,31.01212844848633,30.648612880706786,,,
1984-01-12,,,30.80951690673828,31.42928581237793,31.030007743835448,30.68734817504883,,,
1984-01-13,,,30.332752227783203,31.178992080688477,31.000210571289063,30.702245235443115,,,
1984-01-16,,,30.213592529296875,30.904866409301757,30.95849742889404,30.711184310913087,,,
1984-01-17,,,29.856033325195312,30.511550903320312,30.904864883422853,30.702245426177978,,,
1984-01-18,,,30.27316665649414,30.297012329101562,30.881027030944825,30.720122623443604,,,
1984-01-19,,,30.15400695800781,30.16591033935547,30.7975980758667,30.702245712280273,,,
1984-01-20,,,29.79643440246582,30.058646774291994,30.618819427490234,30.666490173339845,,,
1984-01-23,,,29.6772575378418,29.951379776000977,30.42812309265137,30.62477579116821,,,
1984-01-24,,,29.91562271118164,29.963297653198243,30.237424278259276,30.594979667663573,,,
1984-01-25,,,29.558055877685547,29.820275497436523,30.058643913269044,30.535386180877687,,,
1984-01-26,,,28.84295654296875,29.55806541442871,29.86198787689209,30.44599781036377,,,
1984-01-27,,,28.66416931152344,29.331612396240235,29.695129585266113,30.347670078277588,30.689137077331544,,
1984-01-30,,,28.008649826049805,28.997890853881835,29.474635314941406,30.216566371917725,30.662916259765623,,
1984-01-31,,,28.008649826049805,28.616496276855468,29.289896965026855,30.097380924224854,30.61285835266113,,
1984-02-01,,,27.41272735595703,28.187430572509765,29.003853034973144,29.942440032958984,30.534195709228516,,
1984-02-02,,,27.41272735595703,27.90138473510742,28.729725074768066,29.763661575317382,30.455533065795898,,
1984-02-03,,,27.05518341064453,27.579587554931642,28.455599975585937,29.537209701538085,30.367335968017578,,
1984-02-06,,,26.578418731689453,27.29354133605957,28.1457160949707,29.286919593811035,30.2839058303833,,
1984-02-07,,,27.05518341064453,27.102848052978516,27.859672164916994,29.048548221588135,30.20524356842041,,
1984-02-08,,,26.1016788482666,26.84063835144043,27.514034461975097,28.78633918762207,30.10751121520996,,
1984-02-09,,,26.578418731689453,26.673776626586914,27.287580680847167,28.57478427886963,30.00739517211914,,
1984-02-10,,,27.29354286193848,26.721448516845705,27.150518035888673,28.42282381057739,29.91681381225586,,
1984-02-13,,,27.174341201782227,26.84063301086426,27.067087173461914,28.27086124420166,29.82146495819092,,
1984-02-14,,,27.651092529296875,26.959814834594727,27.03133144378662,28.160614204406738,29.73088390350342,,
1984-02-15,,,27.531909942626957,27.245861053466797,27.043249702453615,28.023551368713377,29.640302772521974,,
1984-02-16,,,27.651092529296875,27.46039581298828,27.067086219787598,27.898405647277833,29.549721717834473,,
1984-02-17,,,27.41272735595703,27.484232711791993,27.102840614318847,27.779220294952392,29.44960590362549,,
1984-02-20,,,27.41272735595703,27.531909942626953,27.186271476745606,27.665993785858156,29.37094326019287,,
1984-02-21,,,27.174341201782227,27.436559677124023,27.198187255859374,27.528929710388184,29.301815605163576,,
1984-02-22,,,26.578418731689453,27.245861434936522,27.24586124420166,27.379947853088378,29.223153076171876,,
1984-02-23,,,26.22087860107422,26.959818649291993,27.210107231140135,27.248843955993653,29.14687442779541,,
1984-02-24,,,26.51882743835449,26.781038665771483,27.13263568878174,27.141576862335206,29.07655475616455,,
1984-02-27,,,27.29354286193848,26.757201766967775,27.144555854797364,27.105821514129637,29.021729393005373,,
1984-02-28,,,27.29354286193848,26.781042098999023,27.108800888061523,27.07006616592407,28.96690402984619,,
1984-02-29,,,27.651092529296875,26.995576858520508,27.120719146728515,27.081984424591063,28.921613426208495,,
1984-03-01,,,26.697599411010746,27.090921020507814,27.0253698348999,27.04622802734375,28.845334510803223,,
1984-03-02,,,26.1016788482666,27.007491302490234,26.89426498413086,26.998552799224854,28.757137184143065,,
1984-03-05,,,25.38655662536621,26.62609405517578,26.691647911071776,26.938959693908693,28.6546374130249,,
1984-03-06,,,25.38655662536621,26.244696807861327,26.512869453430177,26.855528354644775,28.55213764190674,,
1984-03-07,,,24.790632247924805,25.672604751586913,26.334090805053712,26.789976024627684,28.432951774597168,,
1984-03-08,,,24.790632247924805,25.291211318969726,26.191066169738768,26.70058670043945,28.31614994049072,,
1984-03-09,,,24.43307876586914,24.957491302490233,25.982491302490235,26.557563495635986,28.192197036743163,,
1984-03-12,,,24.790632247924805,24.838306427001953,25.73220024108887,26.438378047943115,28.07539520263672,,
1984-03-13,,,24.909814834594727,24.742958068847656,25.493827438354494,26.30131416320801,27.96574432373047,,
1984-03-14,,,24.790632247924805,24.742958068847656,25.207781410217287,26.1642502784729,27.851326065063475,,
1984-03-15,,,24.67145538330078,24.719122695922852,25.00516700744629,26.015268421173097,27.72498924255371,,
1984-03-16,,,24.55226325988769,24.742959594726564,24.8502254486084,25.872245216369627,27.584350090026856,,
1984-03-19,,,24.55226325988769,24.695285797119137,24.766796112060547,25.72922201156616,27.4437109375,,
1984-03-20,,,25.982498168945312,24.909822463989254,24.826390266418457,25.669629859924317,27.326908683776857,,
1984-03-21,,,26.459243774414062,25.243544769287105,24.993251419067384,25.66367111206055,27.22917636871338,,
1984-03-22,,,26.22087860107422,25.553429412841794,25.136276054382325,25.66367111206055,27.1374036026001,,
1984-03-23,,,26.816791534423828,26.006335067749024,25.374647331237792,25.678569316864014,27.06708438873291,,
1984-03-26,,,26.578418731689453,26.411566162109374,25.553425979614257,25.64281311035156,26.994380912780763,,
1984-03-27,,,27.889448165893555,26.792956161499024,25.85138931274414,25.672608375549316,26.955049209594726,,
1984-03-28,,,28.72375869750977,27.245859146118164,26.244701957702638,25.726241683959962,26.924061050415037,,
