Date,GRADE,GPS,TAP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,4.581386566162109,,,,,,
1983-11-22,,,4.467561721801758,,,,,,
1983-11-23,,,4.439105033874512,,,,,,
1983-11-24,,,4.439105033874512,,,,,,
1983-11-25,,,4.353736877441406,4.45617904663086,,,,,
1983-11-28,,,4.325284481048584,4.404958629608155,,,,,
1983-11-29,,,4.410651206970215,4.393576526641846,,,,,
1983-11-30,,,4.410651206970215,4.3878857612609865,,,,,
1983-12-01,,,4.353736877441406,4.370812129974365,,,,,
1983-12-02,,,4.268370151519775,4.353738784790039,4.404958915710449,,,,
1983-12-05,,,4.239916324615479,4.336665153503418,4.370811891555786,,,,
1983-12-06,,,4.239916324615479,4.3025181770324705,4.348047351837158,,,,
1983-12-07,,,4.268370151519775,4.274061965942383,4.330973863601685,,,,
1983-12-08,,,4.296825885772705,4.262679767608643,4.316745948791504,,,,
1983-12-09,,,4.382192611694336,4.285444259643555,4.319591522216797,,,,
1983-12-12,,,4.410651206970215,4.319591236114502,4.32812819480896,,,,
1983-12-13,,,4.410651206970215,4.35373821258545,4.32812819480896,,,,
1983-12-14,,,4.410651206970215,4.3821944236755375,4.32812819480896,,,,
1983-12-15,,,4.496016979217529,4.422032642364502,4.342356204986572,,,,
1983-12-16,,,4.581386566162109,4.4618714332580565,4.373657846450806,4.389308381080627,,,
1983-12-19,,,4.609839916229248,4.5017091751098635,4.410650205612183,4.3907310485839846,,,
1983-12-20,,,4.581386566162109,4.535856246948242,4.444797229766846,4.396422290802002,,,
1983-12-21,,,4.581386566162109,4.570003318786621,4.476098871231079,4.403536367416382,,,
1983-12-22,,,4.638298034667969,4.598459529876709,4.510246086120605,4.413496017456055,,,
1983-12-23,,,4.780575275421143,4.638297271728516,4.550084352493286,4.4348379373550415,,,
1983-12-26,,,4.780575275421143,4.6724443435668945,4.5870767593383786,4.457602477073669,,,
1983-12-27,,,4.723665237426758,4.700900077819824,4.618378162384033,4.473253178596496,,,
1983-12-28,,,4.69520902633667,4.723664569854736,4.6468339443206785,4.4874810695648195,,,
1983-12-29,,,4.609839916229248,4.717972946166992,4.658216238021851,4.500286221504211,,,
1983-12-30,,,4.609839916229248,4.683825874328614,4.661061573028564,4.517359709739685,,,
1984-01-02,,,4.609839916229248,4.649678802490234,4.661061573028564,4.5358558893203735,,,
1984-01-03,,,4.524475574493408,4.6098408699035645,4.655370473861694,4.55008385181427,,,
1984-01-04,,,4.581386566162109,4.5870763778686525,4.655370473861694,4.5657346725463865,,,
1984-01-05,,,4.581386566162109,4.581385707855224,4.649679327011109,4.579962706565857,,,
1984-01-06,,,4.638298034667969,4.587077331542969,4.635451602935791,4.592767977714539,,,
1984-01-09,,,4.609839916229248,4.587077331542969,4.618378067016602,4.60272741317749,,,
1984-01-10,,,4.638298034667969,4.609841823577881,4.609841346740723,4.614109754562378,,,
1984-01-11,,,4.638298034667969,4.621224117279053,4.604150247573853,4.625492095947266,,,
1984-01-12,,,4.638298034667969,4.632606410980225,4.606996059417725,4.632606148719788,,,
1984-01-13,,,4.809031009674072,4.6667530059814455,4.626915168762207,4.643988370895386,,,
1984-01-16,,,4.894399166107178,4.723664855957031,4.65537109375,4.658216333389282,,,
1984-01-17,,,4.86594295501709,4.769193840026856,4.689517831802368,4.672444152832031,,,
1984-01-18,,,4.780575275421143,4.797649288177491,4.709436702728271,4.682403588294983,,,
1984-01-19,,,4.638298034667969,4.797649288177491,4.715127849578858,4.682403588294983,,,
1984-01-20,,,4.524475574493408,4.740738201141357,4.703745603561401,4.6695986032485965,,,
1984-01-23,,,4.5529303550720215,4.672444438934326,4.698054647445678,4.65821635723114,,,
1984-01-24,,,4.581386566162109,4.61553316116333,4.692363500595093,4.651102423667908,,,
1984-01-25,,,4.5529303550720215,4.570004177093506,4.683826732635498,4.643988490104675,,,
1984-01-26,,,4.524475574493408,4.547239685058594,4.672444486618042,4.6397202730178835,,,
1984-01-27,,,4.467561721801758,4.535856914520264,4.6382975578308105,4.632606363296508,4.540978212356567,,
1984-01-30,,,4.382192611694336,4.501709365844727,4.587076902389526,4.621223998069763,4.536994333267212,,
1984-01-31,,,4.439105033874512,4.473253059387207,4.544393110275268,4.6169554710388185,4.536425199508667,,
1984-02-01,,,4.239916324615479,4.410650253295899,4.490327215194702,4.599881958961487,4.532441425323486,,
1984-02-02,,,4.239916324615479,4.353738403320312,4.450489044189453,4.5828084468841555,4.5284576511383055,,
1984-02-03,,,4.268370151519775,4.313900089263916,4.42487850189209,4.564312052726746,4.526750316619873,,
1984-02-06,,,4.211458683013916,4.279753303527832,4.390731334686279,4.544392991065979,4.524473800659179,,
1984-02-07,,,4.154550075531006,4.2228423118591305,4.348047685623169,4.5202055931091305,4.519351778030395,,
1984-02-08,,,3.613888740539551,4.097636795043945,4.254143524169922,4.46898512840271,4.503416528701782,,
1984-02-09,,,3.841535806655884,4.017960691452027,4.185849547386169,4.429147017002106,4.493172507286072,,
1984-02-10,,,4.126091003417969,3.989504861831665,4.151702475547791,4.3950000166893,4.490326924324036,,
1984-02-13,,,3.955355882644653,3.9382843017578124,4.109018802642822,4.348047852516174,4.484635715484619,,
1984-02-14,,,4.268370151519775,3.9610483169555666,4.091945314407349,4.318169212341308,4.485204792022705,,
1984-02-15,,,4.410651206970215,4.1204008102417,4.109018802642822,4.299673008918762,4.488050413131714,,
1984-02-16,,,3.926900625228882,4.137473773956299,4.077717232704162,4.264103138446808,4.480651907920837,,
1984-02-17,,,3.699256420135498,4.052106857299805,4.020805859565735,4.222842180728913,4.46699318408966,,
1984-02-20,,,3.699256420135498,4.0008869647979735,3.969585633277893,4.180158483982086,4.452765288352967,,
1984-02-21,,,3.756167411804199,3.8984464168548585,3.9297473669052123,4.1388975262641905,4.439675612449646,,
1984-02-22,,,3.841535806655884,3.7846233367919924,3.9525120735168455,4.103327798843384,4.4282933044433594,,
1984-02-23,,,3.756167411804199,3.7504766941070558,3.943975234031677,4.0649123907089235,4.413496313095092,,
1984-02-24,,,3.813078403472901,3.773241090774536,3.912673974037171,4.03218822479248,4.398130149841308,,
1984-02-27,,,3.670800447463989,3.7675498962402343,3.884218430519104,3.996618616580963,4.379349360466003,,
1984-02-28,,,3.699256420135498,3.756167697906494,3.8273070573806764,3.9596261858940123,4.3617067575454715,,
1984-02-29,,,3.699256420135498,3.727711820602417,3.7561675786972044,3.9325931906700133,4.344064154624939,,
1984-03-01,,,3.699256420135498,3.7163296222686766,3.7334031581878664,3.9055601954460144,4.32528332233429,,
1984-03-02,,,3.699256420135498,3.6935652256011964,3.7334031581878664,3.8771045088768004,4.3036569452285764,,
1984-03-05,,,3.528519868850708,3.66510910987854,3.716329503059387,3.8429575681686403,4.278615837097168,,
1984-03-06,,,3.556976079940796,3.6366530418395997,3.696410369873047,3.8130788683891295,4.2552820539474485,,
1984-03-07,,,3.585430860519409,3.6138879299163817,3.6707998752593993,3.8116559743881226,4.233086490631104,,
1984-03-08,,,3.585430860519409,3.5911228179931642,3.6537262201309204,3.798850727081299,4.212598309516907,,
1984-03-09,,,3.64234471321106,3.5797404766082765,3.6366528511047362,3.7746634125709533,4.193248405456543,,
1984-03-12,,,3.64234471321106,3.6025054454803467,3.6338072776794434,3.7590128540992738,4.173898501396179,,
1984-03-13,,,3.727710008621216,3.6366522312164307,3.636652636528015,3.7319798469543457,4.1579631900787355,,
1984-03-14,,,3.64234471321106,3.648035001754761,3.630961465835571,3.6935645222663878,4.139182353019715,,
1984-03-15,,,3.64234471321106,3.6594177722930907,3.6252702951431273,3.679336726665497,4.120401515960693,,
1984-03-16,,,3.670800447463989,3.6651089191436768,3.6224246978759767,3.6779139280319213,4.101051564216614,,
