Date,GRADE,GPS,WM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1988-08-16,,,1.7719647884368896,1.8570186138153075,1.9704244971275329,2.0909185111522675,,,
1988-08-17,,,1.5593295097351074,1.800315833091736,1.9137217164039613,2.0590231478214265,,,
1988-08-18,,,1.5593295097351074,1.7294375896453857,1.8641067147254944,2.023583847284317,,,
1988-08-19,,,1.5593295097351074,1.6585593461990356,1.8074039340019226,1.9916884839534759,,,
1988-08-22,,,1.4884498119354248,1.5876806259155274,1.7436131834983826,1.9562491357326508,,,
1988-08-23,,,1.5593295097351074,1.5451535701751709,1.7010860919952393,1.9243537724018096,,,
1988-08-24,,,1.4884498119354248,1.5309776306152343,1.665646731853485,1.8889144241809845,,,
1988-08-25,,,1.4884498119354248,1.516801691055298,1.6231196403503418,1.8534750759601593,,,
1988-08-26,,,1.6302075386047363,1.5309772968292237,1.5947683215141297,1.8251236140727998,,,
1988-08-29,,,1.5593295097351074,1.5451532363891602,1.5664169311523437,1.7896843135356904,,,
1988-08-30,,,1.5593295097351074,1.5451532363891602,1.5451534032821654,1.7577889502048492,2.1419512486457823,,
1988-08-31,,,1.5593295097351074,1.5593291759490966,1.5451534032821654,1.7294375598430634,2.120687673091888,,
1988-09-01,,,1.5593295097351074,1.5735051155090332,1.5451534032821654,1.70463005900383,2.1036768126487733,,
1988-09-02,,,1.5593295097351074,1.5593295097351074,1.5451534032821654,1.6762786686420441,2.0852483773231505,,
1988-09-05,,,1.5593295097351074,1.5593295097351074,1.5522413730621338,1.647927278280258,2.0682375168800355,,
1988-09-06,,,1.5593295097351074,1.5593295097351074,1.5522413730621338,1.6266637325286866,2.0540617966651915,,
1988-09-07,,,1.3466932773590088,1.5168022632598877,1.5380657196044922,1.6018562257289886,2.0342157912254333,,
1988-09-08,,,1.6302075386047363,1.5309778690338134,1.5522414922714234,1.5876805663108826,2.0172049164772035,,
1988-09-09,,,1.8428434133529663,1.5876806497573852,1.5735050797462464,1.584136700630188,2.0001940536499023,,
1988-09-12,,,1.7719647884368896,1.6302077054977417,1.5947686076164245,1.5805927693843842,1.9817656183242798,,
1988-09-13,,,1.6302075386047363,1.6443833112716675,1.6018564105033875,1.5735049068927764,1.9619196033477784,,
1988-09-14,,,1.7010860443115234,1.7152618646621705,1.616032063961029,1.5805927336215972,1.9449087285995483,,
1988-09-15,,,1.7010860443115234,1.729437565803528,1.6302077174186707,1.587680560350418,1.9278978538513183,,
1988-09-16,,,1.7719647884368896,1.7152618408203124,1.651471245288849,1.5983123242855073,1.9137221240997315,,
1988-09-19,,,1.7010860443115234,1.7010860919952393,1.6656468987464905,1.6089441359043122,1.8981288194656372,,
1988-09-20,,,1.7010860443115234,1.7152617931365968,1.6798225522041321,1.616031962633133,1.882535514831543,,
1988-09-21,,,1.7010860443115234,1.7152617931365968,1.7152618288993835,1.6266637742519379,1.865524640083313,,
1988-09-22,,,1.6302075386047363,1.7010860919952393,1.7152618288993835,1.6337516605854034,1.848513765335083,,
1988-09-23,,,1.6302075386047363,1.6727346420288085,1.6939982414245605,1.6337516605854034,1.8315028905868531,,
1988-09-26,,,1.6302075386047363,1.6585589408874513,1.6798225164413452,1.637295562028885,1.8159095907211305,,
1988-09-27,,,1.5593295097351074,1.630207633972168,1.6727347135543824,1.637295562028885,1.8003163099288941,,
1988-09-28,,,1.5593295097351074,1.6018563270568849,1.6585590600967408,1.637295562028885,1.7875581645965577,,
1988-09-29,,,1.5593295097351074,1.587680721282959,1.6443834066390992,1.637295562028885,1.7733824443817139,,
1988-09-30,,,1.4884498119354248,1.5593291759490966,1.6160319089889525,1.6337515771389008,1.7592067050933837,,
1988-10-03,,,1.417572021484375,1.5168020725250244,1.5876805067062378,1.6266637027263642,1.7436134099960328,,
1988-10-04,,,1.4884498119354248,1.5026261329650878,1.5664168834686278,1.62311971783638,1.7294376707077026,,
1988-10-05,,,1.417572021484375,1.4742746353149414,1.5380654811859131,1.6266636550426483,1.7138443756103516,,
1988-10-06,,,1.4884498119354248,1.4600986957550048,1.523889708518982,1.6195757687091827,1.6996686363220215,,
1988-10-07,,,1.417572021484375,1.445923137664795,1.502626156806946,1.5983121991157532,1.6840753412246705,,
1988-10-10,,,1.3466932773590088,1.4317473888397216,1.4742747306823731,1.577048623561859,1.6656468963623048,,
1988-10-11,,,1.3466932773590088,1.4033960819244384,1.4530111074447631,1.5628729104995727,1.6486360263824462,,
1988-10-12,,,1.3466932773590088,1.3892203330993653,1.4317474842071534,1.545153272151947,1.63304274559021,,
1988-10-13,,,1.2758148908615112,1.3466933488845825,1.4033960223197937,1.5238897144794463,1.6174494528770447,,
1988-10-14,,,1.3466932773590088,1.3325176000595094,1.389220368862152,1.5026261389255524,1.6018561720848083,,
1988-10-17,,,1.2758148908615112,1.3183419227600097,1.3750446557998657,1.4813625812530518,1.584845323562622,,
1988-10-18,,,1.2758148908615112,1.3041662454605103,1.3537811636924744,1.460099023580551,1.5706696128845214,,
1988-10-19,,,1.2758148908615112,1.2899905681610107,1.339605450630188,1.4388354659080504,1.5593290424346924,,
1988-10-20,,,1.3466932773590088,1.3041662454605103,1.3254297971725464,1.424659752845764,1.5479884934425354,,
1988-10-21,,,1.3466932773590088,1.3041662454605103,1.3183419227600097,1.4104840397834777,1.5366479444503784,,
1988-10-24,,,1.2758148908615112,1.3041662454605103,1.31125408411026,1.3927644073963166,1.5253073740005494,,
1988-10-25,,,1.2758148908615112,1.3041662454605103,1.3041662454605103,1.3785886764526367,1.5153843760490417,,
1988-10-26,,,1.2758148908615112,1.3041662454605103,1.2970784068107606,1.3644129455089569,1.50971408367157,,
1988-10-27,,,1.2758148908615112,1.2899905681610107,1.2970784068107606,1.350237214565277,1.5040437912940978,,
1988-10-28,,,1.3466932773590088,1.2899905681610107,1.2970784068107606,1.3431493878364562,1.499791066646576,,
1988-10-31,,,1.4884498119354248,1.3325175523757935,1.318341898918152,1.3466932773590088,1.499791066646576,,
1988-11-01,,,1.7010860443115234,1.417571783065796,1.360869014263153,1.3573250889778137,1.5026261973381043,,
1988-11-02,,,1.7010860443115234,1.5026260137557983,1.4033961296081543,1.3715007901191711,1.5068789219856262,,
1988-11-03,,,1.8428434133529663,1.6160317182540893,1.45301114320755,1.3892204701900481,1.5139667940139772,,
1988-11-04,,,1.8428434133529663,1.715261745452881,1.502626156806946,1.4104840397834777,1.5182195115089416,,
1988-11-07,,,1.7719647884368896,1.7719647407531738,1.5522411465644836,1.4317476153373718,1.5224722170829772,,
1988-11-08,,,1.7010860443115234,1.7719647407531738,1.594768261909485,1.4494672536849975,1.5253073477745056,1.833629298210144,
1988-11-09,,,1.6302075386047363,1.7577890396118163,1.6302075266838074,1.463642966747284,1.5267249083518981,1.8237062907218933,
1988-11-10,,,1.5593295097351074,1.7010862588882447,1.658558988571167,1.4778186976909637,1.5267249083518981,1.8152008605003358,
1988-11-11,,,1.4884498119354248,1.6302075386047363,1.6727346420288085,1.4849065244197845,1.5253073143959046,1.8052778458595276,
1988-11-14,,,1.4884498119354248,1.5735045433044434,1.6727346420288085,1.4955382704734803,1.5238897204399109,1.7960636186599732,
1988-11-15,,,1.4884498119354248,1.5309772968292237,1.6514710187911987,1.5061700165271759,1.5224721264839172,1.7882669615745543,
1988-11-16,,,1.5593295097351074,1.516801691055298,1.6372953653335571,1.5203457474708557,1.5267248511314393,1.7804703211784363,
1988-11-17,,,1.5593295097351074,1.516801691055298,1.6089439749717713,1.5309775590896606,1.5253072905540466,1.771256103515625,
1988-11-18,,,1.4884498119354248,1.516801691055298,1.5735046148300171,1.5380653858184814,1.5182194185256959,1.759206736087799,
1988-11-21,,,1.4884498119354248,1.516801691055298,1.5451531171798707,1.5486971318721772,1.5125491189956666,1.747157368659973,
1988-11-22,,,1.4884498119354248,1.516801691055298,1.5238894939422607,1.5593288779258727,1.5097139644622803,1.7358167839050294,
1988-11-23,,,1.4884498119354248,1.5026257514953614,1.5097137212753295,1.5699606239795685,1.5054612398147582,1.7251849842071534,
1988-11-24,,,1.4884498119354248,1.4884498119354248,1.5026257514953614,1.5805923700332642,1.5012085151672363,1.7145531845092774,
1988-11-25,,,1.4884498119354248,1.4884498119354248,1.5026257514953614,1.587680196762085,1.495538215637207,1.7046301698684692,
1988-11-28,,,1.4884498119354248,1.4884498119354248,1.5026257514953614,1.587680196762085,1.491285490989685,1.6947071552276611,
1988-11-29,,,1.417572021484375,1.474274253845215,1.4955379724502564,1.5735044956207276,1.4856152105331422,1.6840753626823426,
1988-11-30,,,1.4884498119354248,1.474274253845215,1.488450002670288,1.5628726840019227,1.48136248588562,1.6734435629844666,
1988-12-01,,,1.4884498119354248,1.474274253845215,1.4813620328903199,1.5451530039310455,1.4785273313522338,1.6635205483436584,
1988-12-02,,,1.417572021484375,1.4600986957550048,1.474274253845215,1.523889434337616,1.4742746210098268,1.6528887557983398,
1988-12-05,,,1.417572021484375,1.445923137664795,1.4671864748001098,1.5061697959899902,1.4700219106674195,1.642965750694275,
1988-12-06,,,1.417572021484375,1.445923137664795,1.4600986957550048,1.4919940948486328,1.4671867609024047,1.6337515354156493,
1988-12-07,,,1.417572021484375,1.4317475795745849,1.4530109167099,1.4813623189926148,1.4643516111373902,1.6259548878669738,
1988-12-08,,,1.417572021484375,1.417572021484375,1.445923137664795,1.4742744445800782,1.4615164613723755,1.6174494528770447,
1988-12-09,,,1.3466932773590088,1.4033962726593017,1.4317474842071534,1.4671866178512574,1.4586813306808473,1.6089440178871155,
1988-12-12,,,1.3466932773590088,1.3892205238342286,1.4175718307495118,1.4600987911224366,1.4572637557983399,1.6004385828971863,
1988-12-13,,,1.3466932773590088,1.3750447750091552,1.410483956336975,1.4530109643936158,1.4544286251068115,1.5919331479072572,
1988-12-14,,,1.2758148908615112,1.3466933488845825,1.3892204642295838,1.438835233449936,1.4515934824943542,1.582718929052353,
1988-12-15,,,1.2758148908615112,1.3183419227600097,1.3679569721221925,1.424659502506256,1.447340784072876,1.5735047101974486,
1988-12-16,,,1.3466932773590088,1.3183419227600097,1.3608690977096558,1.4175716757774353,1.4459232091903687,1.5649992752075195,
1988-12-19,,,1.2758148908615112,1.3041662454605103,1.3466933846473694,1.4069399297237397,1.4445056414604187,1.5550762689113617,
1988-12-20,,,1.2758148908615112,1.2899905681610107,1.332517671585083,1.396308183670044,1.4430880737304688,1.5458620500564575,
1988-12-21,,,1.2758148908615112,1.2899905681610107,1.3183419585227967,1.3856764376163482,1.4416705060005188,1.5373566257953644,
1988-12-22,,,1.2758148908615112,1.2899905681610107,1.3041662454605103,1.3750446915626526,1.4416705060005188,1.5295599794387817,
1988-12-23,,,1.3466932773590088,1.2899905681610107,1.3041662454605103,1.3679568648338318,1.4416705060005188,1.5217633390426635,
1988-12-26,,,1.3466932773590088,1.3041662454605103,1.3041662454605103,1.360869038105011,1.4430880737304688,1.5139666986465454,
1988-12-27,,,1.3466932773590088,1.3183419227600097,1.3041662454605103,1.3573251008987426,1.4445056414604187,1.5075876271724702,
1988-12-28,,,1.417572021484375,1.3466933488845825,1.3183419585227967,1.3537812113761902,1.447340784072876,1.503334913253784,
1988-12-29,,,1.417572021484375,1.3750447750091552,1.332517671585083,1.3502373218536377,1.4487583589553834,1.4983734261989594,
1988-12-30,,,1.3466932773590088,1.3750447750091552,1.332517671585083,1.3466933846473694,1.4487583589553834,1.4927031517028808,
1989-01-02,,,1.3466932773590088,1.3750447750091552,1.3396055102348328,1.343149447441101,1.4501759266853333,1.4877416503429413,
1989-01-03,,,1.3466932773590088,1.3750447750091552,1.3466933488845825,1.3396055102348328,1.4515934944152833,1.4834889352321625,
1989-01-04,,,1.3466932773590088,1.3608690261840821,1.3537811875343322,1.3360615730285645,1.4530110621452332,1.4813625729084015,
1989-01-05,,,1.417572021484375,1.3608690261840821,1.3679569005966186,1.3360615730285645,1.4558462047576903,1.479944998025894,
1989-01-06,,,1.417572021484375,1.3750447750091552,1.3750447750091552,1.3396055102348328,1.4572637796401977,1.478527423143387,
1989-01-09,,,1.417572021484375,1.3892205238342286,1.382132649421692,1.343149447441101,1.4558462238311767,1.4778186452388764,
1989-01-10,,,1.5593295097351074,1.4317477703094483,1.4033962726593017,1.353781259059906,1.4530110931396485,1.4778186452388764,
1989-01-11,,,1.7719647884368896,1.5168020725250244,1.4388355493545533,1.378588753938675,1.4544286680221559,1.480653795003891,
1989-01-12,,,1.7719647884368896,1.5876806259155274,1.4742748260498046,1.4033962488174438,1.4530110955238342,1.4834889447689057,
1989-01-13,,,1.7010860443115234,1.644383430480957,1.5097141027450562,1.4211158871650695,1.4501759481430054,1.4841977298259734,
1989-01-16,,,1.7010860443115234,1.7010862350463867,1.5451533794403076,1.4423794448375702,1.448758373260498,1.4856152951717376,
1989-01-17,,,1.6302075386047363,1.7152618408203124,1.5735048055648804,1.4600990772247315,1.4473408031463624,1.4863240754604339,
1989-01-18,,,1.6302075386047363,1.6869103908538818,1.6018562316894531,1.4778187096118927,1.4473408031463624,1.4870328557491304,
1989-01-19,,,1.6302075386047363,1.6585589408874513,1.6231197834014892,1.495538341999054,1.4487583637237549,1.4877416360378266,
1989-01-20,,,1.7010860443115234,1.6585589408874513,1.6514711856842041,1.5132579803466797,1.4530110883712768,1.4891592013835906,
1989-01-23,,,1.7010860443115234,1.6585589408874513,1.6798225879669189,1.5309776186943054,1.457263813018799,1.4905767667293548,
1989-01-24,,,1.7010860443115234,1.6727346420288085,1.6939982414245605,1.548697257041931,1.4615165376663208,1.491994332075119,
1989-01-25,,,1.6302075386047363,1.6727346420288085,1.6798225164413452,1.5593290328979492,1.4629340982437133,1.4948294746875763,
1989-01-26,,,1.7010860443115234,1.686910343170166,1.6727346420288085,1.5735047340393067,1.4657692289352418,1.4955382597446443,
1989-01-27,,,1.7010860443115234,1.686910343170166,1.6727346420288085,1.5912243723869324,1.4700219535827637,1.4941206860542298,
1989-01-30,,,1.7010860443115234,1.686910343170166,1.6727346420288085,1.608944010734558,1.4742746782302856,1.493411898612976,
1989-01-31,,,1.7010860443115234,1.686910343170166,1.6798224925994873,1.6266636490821837,1.4785274028778077,1.494120683670044,
1989-02-01,,,1.7719647884368896,1.7152617931365968,1.6939982175827026,1.6479272246360779,1.484197702407837,1.4948294711112977,
1989-02-02,,,1.7719647884368896,1.7294375419616699,1.708173942565918,1.6656468629837036,1.4898680019378663,1.4955382585525512,
1989-02-03,,,1.7719647884368896,1.7436132907867432,1.7152618169784546,1.6833665013313293,1.4955383014678956,1.4955382585525512,
1989-02-06,,,1.7719647884368896,1.7577890396118163,1.7223496913909913,1.7010861396789552,1.5012086009979249,1.4962470459938049,
1989-02-07,,,1.7719647884368896,1.7719647884368896,1.729437565803528,1.7117179036140442,1.5082964563369752,1.4969558334350586,
1989-02-08,,,1.7010860443115234,1.7577890396118163,1.7365254163742065,1.708173966407776,1.512549180984497,1.4969558334350586,
1989-02-09,,,1.6302075386047363,1.7294375896453857,1.729437565803528,1.7010861039161682,1.5153843355178833,1.4969558334350586,
1989-02-10,,,1.5593295097351074,1.6869105339050292,1.7152619123458863,1.6939982771873474,1.5182194852828979,1.4962470531463623,
1989-02-13,,,1.4884498119354248,1.6302075386047363,1.6939982891082763,1.6833664655685425,1.5196370410919189,1.4948294758796692,
1989-02-14,,,1.4884498119354248,1.5735045433044434,1.6727346658706665,1.676278579235077,1.52105459690094,1.4941206789016723,
1989-02-15,,,1.4884498119354248,1.5309772968292237,1.64438316822052,1.6691906929016114,1.522472152709961,1.4934118819236755,
1989-02-16,,,1.4884498119354248,1.5026257514953614,1.6160316705703734,1.6621028065681458,1.523889708518982,1.4927030849456786,
1989-02-17,,,1.4884498119354248,1.4884498119354248,1.587680172920227,1.651470994949341,1.5267248392105102,1.4927030849456786,
1989-02-20,,,1.4884498119354248,1.4884498119354248,1.5593286752700806,1.6408391833305358,1.5295599699020386,1.4934118628501891,
1989-02-21,,,1.4884498119354248,1.4884498119354248,1.5309771776199341,1.630207371711731,1.532395100593567,1.4934118628501891,
1989-02-22,,,1.4884498119354248,1.4884498119354248,1.5097135543823241,1.6231194853782653,1.5366477990150451,1.4941206407546996,
1989-02-23,,,1.4884498119354248,1.4884498119354248,1.495537781715393,1.6124876737594604,1.5409004974365235,1.4941206407546996,
1989-02-24,,,1.417572021484375,1.474274253845215,1.4813620328903199,1.598311972618103,1.5423180723190308,1.4941206407546996,
1989-02-27,,,1.3466932773590088,1.4459229469299317,1.4671863794326783,1.5805923342704773,1.5437356400489808,1.4941206407546996,
1989-02-28,,,1.3466932773590088,1.4175716400146485,1.4530107259750367,1.5628726959228516,1.5451532077789307,1.4941206407546996,
1989-03-01,,,1.3466932773590088,1.3892203330993653,1.438835072517395,1.5416091203689575,1.5465707755088807,1.4941206407546996,
1989-03-02,,,1.3466932773590088,1.3608690261840821,1.4246594190597535,1.5203455448150636,1.5479883432388306,1.4948294246196747,
1989-03-03,,,1.417572021484375,1.3608690261840821,1.4175716400146485,1.5026259064674377,1.549405918121338,1.4955382120609284,
1989-03-06,,,1.417572021484375,1.3750447750091552,1.4104838609695434,1.484906268119812,1.5508234930038451,1.496955783367157,
1989-03-07,,,1.3466932773590088,1.3750447750091552,1.3963082075119018,1.463642692565918,1.5508234930038451,1.497664567232132,
1989-03-08,,,1.3466932773590088,1.3750447750091552,1.3821325540542602,1.4459230542182921,1.549405918121338,1.498373351097107,
1989-03-09,,,1.3466932773590088,1.3750447750091552,1.3679569005966186,1.4317473411560058,1.5479883432388306,1.498373351097107,
1989-03-10,,,1.3466932773590088,1.3608690261840821,1.3608690261840821,1.4211155295372009,1.5479883432388306,1.498373351097107,
1989-03-13,,,1.3466932773590088,1.3466932773590088,1.3608690261840821,1.41402770280838,1.5479883432388306,1.499082134962082,
1989-03-14,,,1.2758148908615112,1.3325176000595094,1.3537811875343322,1.4033959567546845,1.5465707755088807,1.499082134962082,
1989-03-15,,,1.2758148908615112,1.3183419227600097,1.3466933488845825,1.3927642107009888,1.5451532077789307,1.499082134962082,
1989-03-16,,,1.417572021484375,1.332517671585083,1.3537812232971191,1.3892203211784362,1.5451532077789307,1.5004997062683105,
1989-03-17,,,1.417572021484375,1.3466934204101562,1.3537812232971191,1.3856764316558838,1.5451532077789307,1.5012084937095642,
1989-03-20,,,1.3466932773590088,1.3466934204101562,1.3466933488845825,1.378588604927063,1.5437356328964233,1.4997909283638,
1989-03-21,,,1.417572021484375,1.375044846534729,1.3537812232971191,1.3750447154045105,1.5409004831314086,1.4969557881355287,
1989-03-22,,,1.4884498119354248,1.4175718307495118,1.3679568767547607,1.3750447154045105,1.5352301836013793,1.4948294258117676,
1989-03-23,,,1.7719647884368896,1.4884503841400147,1.4104840278625488,1.3892204642295838,1.5352301836013793,1.4941206395626068,
1989-03-24,,,1.7719647884368896,1.5593289375305175,1.4530111789703368,1.4069401025772095,1.5366477584838867,1.493411853313446,
1989-03-27,,,1.7719647884368896,1.6443832397460938,1.495538330078125,1.4282036781311036,1.538065333366394,1.493411853313446,
1989-03-28,,,1.6302075386047363,1.686910343170166,1.5309775948524476,1.44237939119339,1.538065333366394,1.4927030682563782,1.6631661832332612
1989-03-29,,,1.6302075386047363,1.7152618885040283,1.56641685962677,1.4565551042556764,1.538065333366394,1.4927030682563782,1.6582046794891356
1989-03-30,,,1.6302075386047363,1.6869104385375977,1.587680411338806,1.4707308173179627,1.538065333366394,1.4934118485450745,1.654306354522705
1989-03-31,,,1.6302075386047363,1.658558988571167,1.6089439630508422,1.4813625931739807,1.5366477632522584,1.4948294258117676,1.6500536358356477
1989-04-03,,,1.6302075386047363,1.6302075386047363,1.637295389175415,1.4919943690299988,1.5352301931381225,1.4962470030784607,1.6461553108692168
1989-04-04,46.10515374988622,C,1.6302075386047363,1.6302075386047363,1.6585589408874513,1.5061700820922852,1.5338126230239868,1.4976645803451538,1.6429657709598542
1989-04-05,46.05499484356687,C,1.5593295097351074,1.6160319328308106,1.6656469106674194,1.51680189371109,1.5323950624465943,1.4976645803451538,1.639067450761795
1989-04-06,46.00125261218488,C,1.5593295097351074,1.6018563270568849,1.6443833827972412,1.527433705329895,1.5295599317550659,1.4976645803451538,1.6344603419303894
1989-04-07,45.92236392630465,C,1.4884498119354248,1.5735047817230225,1.6160318851470947,1.5345215320587158,1.525307207107544,1.4976645803451538,1.6284356582164765
1989-04-10,45.83417306195892,B,1.4884498119354248,1.5451532363891602,1.5876803874969483,1.5416093587875366,1.521054482460022,1.4976645803451538,1.6224109745025634
1989-04-11,45.77728084048135,B,1.5593295097351074,1.5309776306152343,1.5805925846099853,1.5557850897312164,1.5182193517684937,1.4983733773231507,1.61709508061409
1989-04-12,45.763955496521255,B,1.5593295097351074,1.5309776306152343,1.5735047817230225,1.5699608206748963,1.513966646194458,1.4990821743011475,1.6121335792541505
1989-04-13,45.834072719403565,B,1.7010860443115234,1.5593289375305175,1.5805926322937012,1.5841365218162538,1.5125490713119507,1.5012085366249084,1.607880860567093
1989-04-14,45.94754221635562,C,1.7010860443115234,1.6018561840057373,1.5876804828643798,1.598312222957611,1.5111314964294433,1.5033348989486695,1.6039825344085694
1989-04-17,46.03721837352725,C,1.6302075386047363,1.6302077293395996,1.5876804828643798,1.6124879360198974,1.5082963514328003,1.5047524762153626,1.5997298157215118
1989-04-18,46.06811133818318,C,1.6302075386047363,1.6443833351135253,1.5876804828643798,1.6231197118759155,1.5054612064361572,1.5068788313865662,1.5954770970344543
1989-04-19,46.09264230115454,C,1.6302075386047363,1.6585589408874513,1.5947682857513428,1.630207598209381,1.5040436363220215,1.5082964086532593,1.5908699858188629
1989-04-20,46.04148654555002,C,1.6302075386047363,1.6443832397460938,1.6018560886383058,1.6231197357177733,1.5040436363220215,1.5097139859199524,1.5866172671318055
1989-04-21,45.994011047718544,C,1.6302075386047363,1.6302075386047363,1.616031861305237,1.6160318732261658,1.505461196899414,1.511840341091156,1.582364548444748
1989-04-24,45.95552826048313,B,1.5593295097351074,1.6160319328308106,1.623119831085205,1.6054001092910766,1.5068787908554078,1.5132579159736634,1.5781118333339692
1989-04-25,45.931917200542614,P,1.5593295097351074,1.6018563270568849,1.623119831085205,1.6018562078475953,1.5082963848114013,1.5146754908561706,1.57421351313591
1989-04-26,45.88494639041537,P,1.4884498119354248,1.5735047817230225,1.616031861305237,1.5947683215141297,1.5082963848114013,1.515384268760681,1.5706695783138276
1989-04-27,45.85006782952965,P,1.4884498119354248,1.5451532363891602,1.594768238067627,1.5876804351806642,1.5082963848114013,1.5160930466651916,1.5667712497711181
1989-04-28,45.80723973571532,P,1.4884498119354248,1.516801691055298,1.5735046148300171,1.5805925488471986,1.5082963848114013,1.5175106120109558,1.5632273149490357
1989-05-01,45.764681212117836,P,1.417572021484375,1.4884501934051513,1.552241063117981,1.5699607729911804,1.5068788290023805,1.5182193994522095,1.559328991174698
1989-05-02,45.71642430795101,B,1.417572021484375,1.4600986957550048,1.5309775114059447,1.5593289971351623,1.5054612731933594,1.5189281868934632,1.5554306674003602
1989-05-03,45.70722800448997,B,1.417572021484375,1.445923137664795,1.5097139596939086,1.5522411227226258,1.5040437173843384,1.5203457581996918,1.5515323436260224
1989-05-04,45.71403965912088,B,1.417572021484375,1.4317475795745849,1.4884504079818726,1.5451532483100892,1.5026261615753174,1.5217633295059203,1.5476340198516845
1989-05-05,45.72061690741288,B,1.417572021484375,1.417572021484375,1.4671868562698365,1.5416093587875366,1.5026261615753174,1.522472116947174,1.5437356960773467
1989-05-08,45.76032584961178,B,1.417572021484375,1.417572021484375,1.4530111074447631,1.5380654692649842,1.5040437364578247,1.5238896882534028,1.5394829785823823
1989-05-09,45.79772701453761,P,1.417572021484375,1.417572021484375,1.43883535861969,1.5309775948524476,1.5054613113403321,1.5253072595596313,1.5355846548080445
1989-05-10,45.80017766875232,P,1.3466932773590088,1.4033962726593017,1.4246597051620484,1.5203457832336427,1.5054613113403321,1.5260160434246064,1.5316863346099854
1989-05-11,45.795416622826885,P,1.3466932773590088,1.3892205238342286,1.4104840517044068,1.5026261448860168,1.5054613113403321,1.5267248272895813,1.5281424033641815
1989-05-12,45.77547534271678,P,1.3466932773590088,1.3750447750091552,1.3963083982467652,1.484906506538391,1.5040437364578247,1.5267248272895813,1.5242440831661224
1989-05-15,45.748543210698784,B,1.3466932773590088,1.3608690261840821,1.3892205238342286,1.4707307934761047,1.5026261615753174,1.5267248272895813,1.5203457629680635
1989-05-16,45.7329514144879,B,1.3466932773590088,1.3466932773590088,1.382132649421692,1.4565550804138183,1.5026261615753174,1.5267248272895813,1.5171562272310257
