Date,GRADE,GPS,LIN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1992-09-17,,,4.732359409332275,4.717799377441406,4.626792478561401,4.653186464309693,4.469295692443848,,
1992-09-18,,,4.768763065338135,4.746921348571777,4.655914735794068,4.65229012966156,4.481991748809815,,
1992-09-21,,,4.732359409332275,4.732359790802002,4.681396627426148,4.655013012886047,4.49323450088501,,
1992-09-22,,,4.695957660675049,4.732359790802002,4.7032383441925045,4.65410270690918,4.5030239391326905,,
1992-09-23,,,4.623153209686279,4.710518550872803,4.7032383441925045,4.647738981246948,4.510632038116455,,
1992-09-24,,,4.732359409332275,4.710518550872803,4.714158964157105,4.648648762702942,4.52187479019165,,
1992-09-25,,,4.732359409332275,4.703237819671631,4.725079584121704,4.651371645927429,4.5316670131683345,,
1992-09-28,,,4.768763065338135,4.710518550872803,4.721439170837402,4.655914711952209,4.544363069534302,,
1992-09-29,,,4.695957660675049,4.710518550872803,4.721439170837402,4.657734799385071,4.555603017807007,,
1992-09-30,,,4.659555912017822,4.717799091339112,4.714158821105957,4.661375117301941,4.5632138919830325,,
1992-10-01,,,4.58674955368042,4.68867712020874,4.6995978355407715,4.663195157051087,4.5700939178466795,,
1992-10-02,,,4.58674955368042,4.659555149078369,4.681396484375,4.668655610084533,4.575523452758789,,
1992-10-05,,,4.55034875869751,4.6158722877502445,4.663195419311523,4.672296023368835,4.579499673843384,,
1992-10-06,,,4.513943195343018,4.579469394683838,4.6449939727783205,4.674116158485413,4.5827477836608885,,
1992-10-07,,,4.623153209686279,4.572188854217529,4.6449939727783205,4.674116158485413,4.589630603790283,,
1992-10-08,,,4.659555912017822,4.586750125885009,4.637713623046875,4.67593629360199,4.5957909679412845,,
1992-10-09,,,4.441138744354248,4.557627964019775,4.608591556549072,4.6668355703353885,4.596857767105103,,
1992-10-12,,,4.404734134674072,4.528505039215088,4.572188663482666,4.646813917160034,4.595745944976807,,
1992-10-13,,,4.477540493011475,4.521224498748779,4.550346946716308,4.635893058776856,4.595365009307861,,
1992-10-14,,,4.477540493011475,4.492101955413818,4.532145404815674,4.623152112960815,4.594984073638916,,
1992-10-15,,,4.404734134674072,4.441137599945068,4.513943862915039,4.606770849227905,4.594597511291504,,
1992-10-16,,,4.441138744354248,4.441137599945068,4.499382781982422,4.590389633178711,4.596389532089233,,
1992-10-19,,,4.58674955368042,4.477540683746338,4.503022861480713,4.583109140396118,4.601819067001343,,
1992-10-20,,,4.58674955368042,4.499382495880127,4.510303497314453,4.577648735046386,4.609424343109131,,
1992-10-21,,,4.58674955368042,4.521224308013916,4.506663131713867,4.575828552246094,4.617029619216919,,
1992-10-22,,,4.513943195343018,4.543066120147705,4.492101860046387,4.564907741546631,4.620277729034424,,
1992-10-23,,,4.513943195343018,4.557627010345459,4.4993823051452635,4.553986930847168,4.619174337387085,,
1992-10-26,,,4.55034875869751,4.550346851348877,4.513943767547607,4.543066215515137,4.618073768615723,,
1992-10-27,,,4.623153209686279,4.557627582550049,4.528505039215088,4.539425992965699,4.617704019546509,,
1992-10-28,,,4.659555912017822,4.572188854217529,4.546706581115723,4.539425992965699,4.618787593841553,,
1992-10-29,,,4.55034875869751,4.579469966888428,4.561268043518067,4.537605953216553,4.616236534118652,,
1992-10-30,,,4.58674955368042,4.594031238555909,4.575829124450683,4.537605953216553,4.612237730026245,,
1992-11-02,,,4.623153209686279,4.608592128753662,4.579469490051269,4.541246175765991,4.61114275932312,,
1992-11-03,,,4.623153209686279,4.608592128753662,4.5831098556518555,4.546706676483154,4.609322547912598,4.511253056526184,
1992-11-04,,,4.623153209686279,4.601311588287354,4.586750221252442,4.546706676483154,4.606777057647705,4.511430816650391,
1992-11-05,,,4.695957660675049,4.630433368682861,4.604951667785644,4.548526763916016,4.606412935256958,4.513061866760254,
1992-11-06,,,4.732359409332275,4.659555339813233,4.626793289184571,4.563087797164917,4.607502088546753,4.514694333076477,
1992-11-09,,,4.805167198181152,4.695958137512207,4.652275133132934,4.583109450340271,4.610047397613525,4.518505382537842,
1992-11-10,,,4.877971649169922,4.746921825408935,4.677756977081299,4.6031310081481935,4.614415712356568,4.522681846618652,
1992-11-11,,,4.950775623321533,4.8124463081359865,4.70687894821167,4.626792764663696,4.62169623374939,4.528311614990234,
1992-11-12,,,4.84156608581543,4.8415679931640625,4.736000680923462,4.648634362220764,4.627520580291748,4.5321240234375,
1992-11-13,,,4.877971649169922,4.870690441131591,4.765122890472412,4.670476007461548,4.635529203414917,4.535937867164612,
1992-11-16,,,4.732359409332275,4.856128883361817,4.776043510437011,4.677756500244141,4.640625581741333,4.537932934761048,
1992-11-17,,,4.695957660675049,4.819726085662841,4.783323955535889,4.683216905593872,4.644993925094605,4.538113493919372,
1992-11-18,,,4.805167198181152,4.7906044006347654,4.801525354385376,4.694137787818908,4.648634204864502,4.540474038124085,
1992-11-19,,,4.805167198181152,4.7833246231079105,4.8124463081359865,4.708698987960815,4.6522744846343995,4.541746692657471,
1992-11-20,,,4.805167198181152,4.768763732910156,4.819727087020874,4.7232601881027225,4.655914764404297,4.543019347190857,
1992-11-23,,,4.659555912017822,4.754203033447266,4.805165958404541,4.728720545768738,4.65300253868103,4.544649033546448,
1992-11-24,,,4.732359409332275,4.761483383178711,4.790604734420777,4.734180855751037,4.653730573654175,4.54954514503479,
1992-11-25,,,4.84156608581543,4.768763160705566,4.779683780670166,4.743281364440918,4.655914707183838,4.557709088325501,
1992-11-26,,,4.84156608581543,4.776042938232422,4.779683780670166,4.757842230796814,4.658098840713501,4.563697266578674,
1992-11-27,,,4.877971649169922,4.790603828430176,4.779683780670166,4.772403335571289,4.660283012390137,4.571137380599976,
1992-11-30,,,4.805167198181152,4.819726085662841,4.786964559555054,4.781504034996033,4.661739168167114,4.577486834526062,
1992-12-01,,,4.786750316619873,4.8306042671203615,4.796043825149536,4.789683890342713,4.663555021286011,4.58328948020935,
1992-12-02,,,4.859829425811768,4.834256935119629,4.801510047912598,4.8015177011489865,4.668288545608521,4.589460291862488,
1992-12-03,,,4.823290824890137,4.8306018829345705,4.803322410583496,4.807884359359742,4.670107173919678,4.595990982055664,
1992-12-04,,,4.896371364593506,4.8342818260192875,4.812442827224731,4.816084957122802,4.673387413024902,4.602527213096619,
1992-12-07,,,4.896371364593506,4.852522659301758,4.8361243724823,4.820645165443421,4.675939579010009,4.610151324272156,
1992-12-08,,,4.859829425811768,4.867138481140136,4.848871374130249,4.819738054275513,4.679217014312744,4.617410016059876,
1992-12-09,,,4.823290824890137,4.859830760955811,4.847043848037719,4.813363814353943,4.68249171257019,4.622852802276611,
1992-12-10,,,4.932912349700928,4.881755065917969,4.85617847442627,4.817931127548218,4.689414968490601,4.62975444316864,
1992-12-11,,,4.859829425811768,4.874446678161621,4.854364252090454,4.81702401638031,4.694876565933227,4.635200009346009,
1992-12-14,,,4.750209331512451,4.8452142715454105,4.848868465423584,4.817916512489319,4.698873777389526,4.639186725616455,
1992-12-15,,,4.677129745483398,4.808674335479736,4.837906408309936,4.816975116729736,4.702137508392334,4.642442646026612,
1992-12-16,,,4.750209331512451,4.794058036804199,4.826944398880005,4.814227223396301,4.704678630828857,4.64715461730957,
1992-12-17,,,4.896371364593506,4.786749839782715,4.834252452850341,4.818787431716919,4.7094149398803715,4.652602953910828,
1992-12-18,,,4.859829425811768,4.786749839782715,4.830598258972168,4.821520543098449,4.717788753509521,4.657323260307312,
1992-12-21,,,4.823290824890137,4.801366138458252,4.823290205001831,4.829707288742066,4.726159887313843,4.660952916145325,
1992-12-22,,,4.823290824890137,4.8305983543396,4.819636344909668,4.834253859519959,4.733074893951416,4.664219951629638,
1992-12-23,,,4.823290824890137,4.8452146530151365,4.819636344909668,4.833340096473694,4.73998990058899,4.667486987113953,
1992-12-24,,,4.823290824890137,4.830598545074463,4.8086741924285885,4.8324263334274296,4.7483610343933105,4.671479272842407,
1992-12-25,,,4.823290824890137,4.823290824890137,4.805020332336426,4.82969229221344,4.756004076004029,4.676196804046631,
1992-12-28,,,4.750209331512451,4.8086745262146,4.805020332336426,4.826944398880005,4.759273271560669,4.680546169281006,
1992-12-29,,,4.750209331512451,4.794058227539063,4.812328290939331,4.825117349624634,4.76254246711731,4.6859834051132205,
1992-12-30,,,4.823290824890137,4.794058227539063,4.819636440277099,4.823290419578552,4.767273292541504,4.692151455879212,
1992-12-31,,,4.896371364593506,4.808674335479736,4.819636440277099,4.82694444656372,4.774921855926514,4.697599792480469,
1993-01-01,,,4.896371364593506,4.82329044342041,4.823290634155273,4.82694444656372,4.782570419311523,4.700872378349304,
1993-01-04,,,4.786750316619873,4.830598640441894,4.819636583328247,4.821463394165039,4.7872984504699705,4.702686109542847,
1993-01-05,,,4.823290824890137,4.845214939117431,4.819636583328247,4.8196364641189575,4.791301202774048,4.704502611160279,
1993-01-06,,,4.932912349700928,4.86713924407959,4.8305987358093265,4.825117540359497,4.79676833152771,4.707777962684632,
1993-01-07,,,5.005992412567139,4.889063453674316,4.848868894577026,4.828771543502808,4.805881204605103,4.711058869361877,
1993-01-08,,,4.932912349700928,4.896371650695801,4.859831047058106,4.832425689697265,4.812804460525513,4.7125210952758785,
1993-01-11,,,5.042531967163086,4.947527980804443,4.889063310623169,4.847041821479797,4.821192035675049,4.716167397499085,
1993-01-12,,,5.005992412567139,4.984068298339844,4.914641618728638,4.863484954833984,4.828848819732666,4.719085683822632,
1993-01-13,,,4.969449043273926,4.9913756370544435,4.929257440567016,4.874446940422058,4.835774736404419,4.721275897026062,
1993-01-14,,,5.005992412567139,4.9913756370544435,4.94021954536438,4.87992799282074,4.841975431442261,4.724194183349609,
1993-01-15,,,4.896371364593506,4.984067440032959,4.94021954536438,4.881755089759826,4.845255670547485,4.726378879547119,
1993-01-18,,,4.896371364593506,4.954835319519043,4.951181650161743,4.885409116744995,4.847079753875732,4.728563575744629,
1993-01-19,,,5.042531967163086,4.962143230438232,4.973105764389038,4.896371173858642,4.850370960235596,4.732393336296082,
1993-01-20,,,5.042531967163086,4.976759815216065,4.984067726135254,4.90733323097229,4.852206087112426,4.736951160430908,
1993-01-21,,,5.042531967163086,4.984067726135254,4.987721681594849,4.918295288085938,4.85622540473938,4.741872992515564,
1993-01-22,,,4.896371364593506,4.984067726135254,4.984067583084107,4.921949315071106,4.856593399047852,4.746061301231384,
1993-01-25,,,5.005992412567139,5.0059919357299805,4.980413627624512,4.9347384691238405,4.862066059112549,4.751345820426941,
1993-01-26,,,5.005992412567139,4.998684024810791,4.980413627624512,4.947527623176574,4.86826675415039,4.756630339622498,
1993-01-27,,,4.932912349700928,4.9767601013183596,4.976759958267212,4.953008699417114,4.8708216571807865,4.759727931022644,
1993-01-28,,,4.896371364593506,4.947527980804443,4.965797853469849,4.953008699417114,4.872645740509033,4.762460112571716,
1993-01-29,,,4.859829425811768,4.940219593048096,4.962143659591675,4.9511816024780275,4.873738985061646,4.764826874732972,
1993-02-01,,,4.932912349700928,4.925603580474854,4.965797758102417,4.95848970413208,4.879206113815307,4.766104326248169,
1993-02-02,,,4.969449043273926,4.918294906616211,4.958489465713501,4.96579761505127,4.88394790649414,4.768839240074158,
1993-02-03,,,4.969449043273926,4.92560224533081,4.951181173324585,4.96762444972992,4.8865055656433105,4.771210136413575,
1993-02-04,,,5.005992412567139,4.947526454925537,4.94752721786499,4.96762444972992,4.889794092178345,4.773946466445923,
1993-02-05,,,5.005992412567139,4.976759052276611,4.958489322662354,4.97127845287323,4.892354507446289,4.776318759918213,
1993-02-08,,,5.188692092895508,5.027915000915527,4.97675929069519,4.978586459159851,4.900025005340576,4.780882086753845,
1993-02-09,,,5.1156110763549805,5.057147407531739,4.987721157073975,4.984067392349243,4.906602220535278,4.785078620910644,
1993-02-10,,,5.225229263305664,5.108303451538086,5.016952848434448,4.99685640335083,4.9139102172851565,4.791099381446839,
1993-02-11,,,5.1521501541137695,5.1375349998474125,5.042530727386475,5.004164290428162,4.920487403869629,4.795297288894654,
1993-02-12,,,5.188692092895508,5.174074935913086,5.075416994094849,5.018780326843261,4.926333818435669,4.799860615730285,
1993-02-15,,,5.188692092895508,5.174074935913086,5.100994968414307,5.033396363258362,4.932180233001709,4.804059906005859,
1993-02-16,,,5.005992412567139,5.152151203155517,5.104649305343628,5.031569385528565,4.9351034927368165,4.80716025352478,
1993-02-17,,,4.932912349700928,5.09368782043457,5.100995635986328,5.026088404655456,4.937295923233032,4.809893817901611,
1993-02-18,,,4.823290824890137,5.027915954589844,5.082725477218628,5.015126347541809,4.9351034927368165,4.812259230613709,
1993-02-19,,,4.932912349700928,4.976760005950927,5.075417470932007,5.01695339679718,4.9365651512146,4.815720858573914,
1993-02-22,,,4.896371364593506,4.918295860290527,5.046185398101807,5.0114723443984985,4.939488391876221,4.8191810846328735,
1993-02-23,,,4.896371364593506,4.896371650695801,5.024261426925659,5.005991291999817,4.9438732242584225,4.823005366325378,
1993-02-24,,,4.896371364593506,4.889063453674316,4.9913756370544435,5.004164242744446,4.946796464920044,4.825737547874451,
1993-02-25,,,4.932912349700928,4.910987758636475,4.969451856613159,5.005991291999817,4.9475272846221925,4.828471112251282,
1993-02-26,,,5.005992412567139,4.925603771209717,4.951181888580322,5.013299441337585,4.9504505443573,4.83411964893341,
1993-03-01,,,4.914160251617432,4.929161548614502,4.923728704452515,5.012361836433411,4.9522679328918455,4.839213910102845,
1993-03-02,,,4.987505435943604,4.947388362884522,4.921880006790161,5.0132646560668945,4.955552225112915,4.844313559532165,
1993-03-03,,,4.95083475112915,4.95828104019165,4.923672246932983,5.012333941459656,4.958103103637695,4.849046502113342,
1993-03-04,,,4.987505435943604,4.9691996574401855,4.94009370803833,5.011409592628479,4.961387395858765,4.854874215126038,
1993-03-05,,,4.987505435943604,4.965502262115479,4.945553016662598,5.010485243797302,4.964671688079834,4.860337882041931,
1993-03-08,,,5.170872688293457,5.0168447494506845,4.973003149032593,5.0095942735672,4.973084955215454,4.866179113388061,
1993-03-09,,,5.024182796478272,5.024180221557618,4.985784292221069,5.005022859573364,4.97856442451477,4.87055344581604,
1993-03-10,,,5.097524642944336,5.053518199920655,5.0058996200561525,4.998637628555298,4.984049100875854,4.87566119670868,
1993-03-11,,,5.060850143432617,5.068187141418457,5.0186933994293215,4.99407262802124,4.987338676452636,4.881130266189575,
1993-03-12,,,4.987505435943604,5.068187141418457,5.016844701766969,4.984013295173645,4.989161357879639,4.885865888595581,
1993-03-15,,,5.060850143432617,5.046182632446289,5.031513690948487,4.9776211977005005,4.994643354415894,4.890970902442932,
1993-03-16,,,4.987505435943604,5.038847160339356,5.031513690948487,4.976696848869324,4.997927646636963,4.894614424705505,
1993-03-17,,,5.13419771194458,5.046181774139404,5.04984998703003,4.986761116981507,5.001953353881836,4.899360842704773,
1993-03-18,,,5.097524642944336,5.053516674041748,5.060851907730103,5.000472807884217,5.0037839984893795,4.904832601547241,
1993-03-19,,,5.097524642944336,5.0755205154418945,5.071853828430177,5.008703422546387,5.0070762443542485,4.909940352439881,
1993-03-22,,,5.13419771194458,5.090190029144287,5.068186330795289,5.020594739913941,5.008909559249878,4.915050797462463,
1993-03-23,,,5.24421501159668,5.141531944274902,5.0901895523071286,5.037986922264099,5.013674011230469,4.921261415481568,4.716257236003876
1993-03-24,,,5.170872688293457,5.148866939544678,5.097524356842041,5.051711988449097,5.01770248413086,4.926738610267639,4.719084713459015
1993-03-25,,,5.170872688293457,5.163536548614502,5.108526611328125,5.063610005378723,5.021000089645386,4.931487760543823,4.722274813652039
1993-03-26,,,5.24421501159668,5.192874622344971,5.134197568893432,5.0755211353302006,5.027956962585449,4.9366063165664675,4.725650324821472
1993-03-29,,,5.317564964294434,5.229548072814941,5.159869050979614,5.09569137096405,5.036380834579468,4.9417302942276,4.730117838382721
1993-03-30,45.98785285381609,A,5.280890941619873,5.23688325881958,5.189207601547241,5.110360646247864,5.041148014068604,4.9457594871521,4.734220666885376
1993-03-31,45.97721598832779,A,5.170872688293457,5.23688325881958,5.192875099182129,5.121362543106079,5.043714828491211,4.947960457801819,4.7381360363960265
1993-04-01,45.93696876353574,A,5.024182796478272,5.207545280456544,5.1855409145355225,5.123196411132812,5.043347845077514,4.949786624908447,4.740955324172973
1993-04-02,45.85500067176232,A,4.914160251617432,5.141534328460693,5.167204475402832,5.119529151916504,5.0437036228179934,4.950148510932922,4.743043189048767
1993-04-05,45.762854013713394,P,4.987505435943604,5.075522422790527,5.152535247802734,5.110360789299011,5.043333883285523,4.952699971199036,4.745316452980042
1993-04-06,45.6669214286129,P,4.877488613128662,4.9948419570922855,5.115862607955933,5.103026080131531,5.040763807296753,4.954515280723572,4.746314387321473
1993-04-07,45.61149405029199,P,4.914160251617432,4.94349946975708,5.09019136428833,5.093857860565185,5.040388765335083,4.955605211257935,4.7480396246910095
1993-04-08,45.592829523011396,P,4.914160251617432,4.921494960784912,5.0645201206207275,5.0865233659744264,5.0407445430755615,4.956695141792298,4.749220917224884
1993-04-09,45.6047624074154,P,4.914160251617432,4.921494960784912,5.031514644622803,5.0828561067581175,5.041831159591675,4.9577850723266605,4.750402209758758
1993-04-12,45.65310218794641,P,5.13419771194458,4.950833415985107,5.013177919387817,5.086523485183716,5.045856866836548,4.962531490325928,4.753590261936187
1993-04-13,45.744165748514284,P,5.170872688293457,5.009510231018067,5.002176094055176,5.095691847801208,5.049885339736939,4.96691662311554,4.758230884075164
1993-04-14,45.803867207980886,A,5.097524642944336,5.046183109283447,4.994841289520264,5.0938581943511965,5.0524468517303465,4.969476208686829,4.763592648506164
1993-04-15,45.87255703631362,A,5.170872688293457,5.097525596618652,5.009510278701782,5.097525596618652,5.055744457244873,4.972769274711609,4.768233270645141
1993-04-16,45.94868649727491,A,5.207543849945068,5.15620231628418,5.038848638534546,5.103026556968689,5.059775485992431,4.97606499671936,4.773601188659668
1993-04-19,45.99379121904903,A,5.354236602783203,5.200210094451904,5.075521755218506,5.11402850151062,5.063086376190186,4.981555690765381,4.779521262645721
1993-04-20,45.997794027076054,A,5.24421501159668,5.214878559112549,5.112194395065307,5.11402850151062,5.065658454895019,4.986130337715149,4.78470990896225
1993-04-21,46.01620204300519,A,5.24421501159668,5.244216632843018,5.145199871063232,5.117695617675781,5.06603816986084,4.989974193572998,4.789717242717743
1993-04-22,46.02412088990568,A,5.280890941619873,5.266220283508301,5.181872940063476,5.123196530342102,5.068612985610962,4.994550194740295,4.79527058839798
1993-04-23,46.00253976126959,A,5.24421501159668,5.273554515838623,5.214878416061401,5.123196530342102,5.069723443984985,4.998028631210327,4.800277922153473
1993-04-26,45.80493545162779,P,4.510758876800537,5.1048589706420895,5.152534532546997,5.082856225967407,5.056164779663086,4.994172506332397,4.8021619153022765
1993-04-27,45.60276216634639,P,4.327394485473633,4.921494865417481,5.068186712265015,5.035181403160095,5.042592821121215,4.988848156929016,4.803129086494446
1993-04-28,45.42247811254978,B,4.400741100311279,4.7528000831604,4.998508358001709,4.996674823760986,5.031949396133423,4.984622659683228,4.803737730979919
1993-04-29,45.242415223861904,B,4.43741512298584,4.584104919433594,4.925162601470947,4.967336440086365,5.024231882095337,4.979667687416077,4.804711065292358
1993-04-30,45.10903909197944,B,4.584104061126709,4.452082729339599,4.862818622589112,4.950833630561829,5.017255716323852,4.976910433769226,4.806055221557617
1993-05-03,45.187855892479,B,4.620777130126953,4.4740863800048825,4.789472675323486,4.932497215270996,5.011743831634521,4.975616111755371,4.807401418685913
1993-05-04,45.283441547238375,B,4.474087715148926,4.503425025939942,4.712459945678711,4.912327170372009,5.00329815864563,4.973585691452026,4.8080141687393185
1993-05-05,45.35175493012329,B,4.474087715148926,4.5180943489074705,4.635447216033936,4.890323543548584,4.994852485656739,4.970824475288391,4.808989546298981
1993-05-06,45.39578078357368,B,4.43741512298584,4.5180943489074705,4.551099634170532,4.866486287117004,4.984942541122437,4.966234912872315,4.809418933391571
1993-05-07,45.39268658918544,B,4.400741100311279,4.481421756744385,4.466752243041992,4.840815329551697,4.97283751487732,4.961644029617309,4.80948364496231
1993-05-10,45.3570136123237,B,4.327394485473633,4.422745227813721,4.448415803909302,4.800475168228149,4.9611021995544435,4.9566850662231445,4.808818991184235
1993-05-11,45.343625632356144,B,4.327394485473633,4.393406581878662,4.448415803909302,4.758301258087158,4.947899980545044,4.95172610282898,4.807973027229309
1993-05-12,45.3506053006134,B,4.400741100311279,4.378737258911133,4.448415803909302,4.723462080955505,4.936898107528687,4.9475006055831905,4.807493796348572
1993-05-13,45.35083555032896,B,4.29072380065918,4.349398994445801,4.433746671676635,4.679454636573792,4.922962474822998,4.942174935340882,4.806827104091644
1993-05-14,45.34806901660741,B,4.217379093170166,4.312726593017578,4.397074174880982,4.629946398735046,4.907559947967529,4.936115818023682,4.806156311035156
1993-05-17,45.32905731792775,B,4.217379093170166,4.290723514556885,4.356734371185302,4.573103523254394,4.888490076065064,4.930787515640259,4.805666842460632
1993-05-18,45.33489171109514,B,4.327394485473633,4.290723514556885,4.342065048217774,4.527262496948242,4.874554309844971,4.926559367179871,4.806271386146546
1993-05-19,45.35534177176677,B,4.510758876800537,4.312727069854736,4.345732164382935,4.490589690208435,4.862818994522095,4.923434047698975,4.807792751789093
1993-05-20,45.403108478905246,B,4.510758876800537,4.356734085083008,4.353066539764404,4.452083086967468,4.851817169189453,4.919577922821045,4.808588857650757
1993-05-21,45.48989706331299,B,4.584104061126709,4.430079078674316,4.371402835845947,4.41907753944397,4.843749141693115,4.916455249786377,4.808663814067841
1993-05-24,45.606273314180925,C,4.584104061126709,4.503424072265625,4.397073793411255,4.422744798660278,4.834214220046997,4.914428787231445,4.808557448387146
1993-05-25,45.668967002477245,C,4.510758876800537,4.540096950531006,4.4154102325439455,4.4319130182266235,4.824679288864136,4.91130346775055,4.807903039455414
1993-05-26,45.702644276601426,C,4.620777130126953,4.562100601196289,4.437413835525513,4.442914819717407,4.814410877227783,4.908182115554809,4.8079800391197205
1993-05-27,45.74942455715361,C,4.694124698638916,4.598773765563965,4.477753925323486,4.455750298500061,4.806342878341675,4.905063438415527,4.808061153888702
