Date,GRADE,GPS,PYPL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2015-07-06,,,36.709999084472656,,,,,,
2015-07-07,,,36.619998931884766,,,,,,
2015-07-08,,,34.70000076293945,,,,,,
2015-07-09,,,34.5,,,,,,
2015-07-10,,,34.689998626708984,35.443999481201175,,,,,
2015-07-13,,,36.77999877929688,35.45799942016602,,,,,
2015-07-14,,,36.93000030517578,35.51999969482422,,,,,
2015-07-15,,,37.5099983215332,36.08199920654297,,,,,
2015-07-16,,,38.630001068115234,36.907999420166014,,,,,
2015-07-17,,,38.38999938964844,37.6479995727539,36.54599952697754,,,,
2015-07-20,,,40.470001220703125,38.386000061035155,36.92199974060058,,,,
2015-07-21,,,39.34999847412109,38.869999694824216,37.19499969482422,,,,
2015-07-22,,,38.38999938964844,39.045999908447264,37.563999557495116,,,,
2015-07-23,,,37.0099983215332,38.72199935913086,37.814999389648435,,,,
2015-07-24,,,37.0,38.443999481201175,38.04599952697754,,,,
2015-07-27,,,36.38999938964844,37.62799911499023,38.0069995880127,,,,
2015-07-28,,,37.59999847412109,37.27799911499024,38.07399940490723,,,,
2015-07-29,,,37.95000076293945,37.189999389648435,38.11799964904785,,,,
2015-07-30,,,38.45000076293945,37.47799987792969,38.099999618530276,,,,
2015-07-31,,,38.70000076293945,37.81800003051758,38.13099975585938,37.33849964141846,,,
2015-08-03,,,39.38999938964844,38.418000030517575,38.0229995727539,37.47249965667724,,,
2015-08-04,,,38.95000076293945,38.68800048828125,37.98299980163574,37.58899974822998,,,
2015-08-05,,,39.27000045776367,38.95200042724609,38.07099990844726,37.81749973297119,,,
2015-08-06,,,38.84999847412109,39.03199996948242,38.25499992370605,38.03499965667724,,,
2015-08-07,,,39.130001068115234,39.11800003051758,38.46800003051758,38.256999778747556,,,
2015-08-10,,,39.04999923706055,39.05,38.734000015258786,38.370499801635745,,,
2015-08-11,,,38.84999847412109,39.029999542236325,38.859000015258786,38.466499710083006,,,
2015-08-12,,,38.18999862670898,38.81399917602538,38.88299980163574,38.5004997253418,,,
2015-08-13,,,37.619998931884766,38.567999267578124,38.79999961853027,38.44999961853027,,,
2015-08-14,,,38.13999938964844,38.369998931884766,38.74399948120117,38.437499618530275,,,
2015-08-17,,,38.72999954223633,38.305998992919925,38.67799949645996,38.35049953460693,,,
2015-08-18,,,37.9900016784668,38.13399963378906,38.58199958801269,38.28249969482422,,,
2015-08-19,,,37.18999862670898,37.933999633789064,38.373999404907224,38.22249965667724,,,
2015-08-20,,,35.97999954223633,37.60599975585937,38.086999511718744,38.170999717712405,,,
2015-08-21,,,34.25,36.827999877929685,37.59899940490722,38.0334997177124,,,
2015-08-24,,,33.75,35.831999969482425,37.06899948120117,37.90149974822998,,,
2015-08-25,,,32.70000076293945,34.773999786376955,36.453999710083,37.6564998626709,,,
2015-08-26,,,33.16999816894531,33.96999969482422,35.95199966430664,37.417499732971194,,,
2015-08-27,,,34.619998931884766,33.69799957275391,35.65199966430664,37.225999641418454,,,
2015-08-28,,,35.040000915527344,33.85599975585937,35.34199981689453,37.04299964904785,,,
2015-08-31,,,35.0,34.10599975585937,34.9689998626709,36.82349967956543,,,
2015-09-01,,,33.77000045776367,34.31999969482422,34.54699974060058,36.56449966430664,,,
2015-09-02,,,35.06999969482422,34.7,34.33499984741211,36.354499626159665,,,
2015-09-03,,,35.310001373291016,34.83800048828125,34.26800003051758,36.177499771118164,,,
2015-09-04,,,34.290000915527344,34.68800048828125,34.27200012207031,35.93549976348877,,,
2015-09-07,,,34.290000915527344,34.54600067138672,34.32600021362305,35.69749984741211,,,
2015-09-08,,,34.70000076293945,34.732000732421874,34.52600021362305,35.48999996185303,,,
2015-09-09,,,34.369998931884766,34.592000579833986,34.64600028991699,35.29899997711182,,,
2015-09-10,,,33.459999084472656,34.22200012207031,34.53000030517578,35.09099998474121,,,
2015-09-11,,,33.54999923706055,34.07399978637695,34.3810001373291,34.86149997711182,36.628799743652344,,
2015-09-14,,,33.77000045776367,33.96999969482422,34.258000183105466,34.61350002288818,36.56999977111816,,
2015-09-15,,,33.79999923706055,33.789999389648436,34.261000061035155,34.40399990081787,36.51359977722168,,
2015-09-16,,,33.77000045776367,33.66999969482422,34.1310001373291,34.23299999237061,36.49499977111817,,
2015-09-17,,,33.31999969482422,33.64199981689453,33.93199996948242,34.1,36.471399765014645,,
2015-09-18,,,32.91999816894531,33.51599960327148,33.79499969482422,34.03349990844727,36.43599975585938,,
2015-09-21,,,34.25,33.61199951171875,33.79099960327149,34.05849990844727,36.38539978027344,,
2015-09-22,,,33.349998474121094,33.52199935913086,33.65599937438965,34.09099979400635,36.313799743652346,,
2015-09-23,,,34.15999984741211,33.599999237060544,33.634999465942386,34.140499877929685,36.24679977416992,,
2015-09-24,,,33.90999984741211,33.71799926757812,33.67999954223633,34.10499992370605,36.15239974975586,,
2015-09-25,,,33.77000045776367,33.8879997253418,33.70199966430664,34.04149990081787,36.059999771118164,,
2015-09-28,,,32.25,33.487999725341794,33.54999961853027,33.90399990081787,35.8955997467041,,
2015-09-29,,,30.6299991607666,32.9439998626709,33.232999610900876,33.74699983596802,35.72119976043701,,
2015-09-30,,,31.040000915527344,32.320000076293944,32.95999965667725,33.545499897003175,35.57419979095459,,
2015-10-01,,,31.479999542236328,31.834000015258788,32.77599964141846,33.35399980545044,35.46359981536865,,
2015-10-02,,,32.83000183105469,31.64600028991699,32.76700000762939,33.28099985122681,35.380199851989744,,
2015-10-05,,,32.66999816894531,31.729999923706053,32.60899982452393,33.199999713897704,35.30579982757568,,
2015-10-06,,,31.86000061035156,31.976000213623045,32.46000003814697,33.05799970626831,35.190999870300296,,
