Date,GRADE,GPS,GEN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1989-06-23,,,0.2639329433441162,,,,,,
1989-06-26,,,0.2811460196971893,,,,,,
1989-06-27,,,0.2696707546710968,,,,,,
1989-06-28,,,0.2639329433441162,,,,,,
1989-06-29,,,0.2581953108310699,0.2673755943775177,,,,,
1989-06-30,,,0.2581953108310699,0.2662280678749084,,,,,
1989-07-03,,,0.2696707546710968,0.2639330148696899,,,,,
1989-07-04,,,0.2696707546710968,0.2639330148696899,,,,,
1989-07-05,,,0.2581953108310699,0.26278548836708066,,,,,
1989-07-06,,,0.2639329433441162,0.26393301486968995,0.26565430462360384,,,,
1989-07-07,,,0.2668018937110901,0.26565433144569395,0.2659411996603012,,,,
1989-07-10,,,0.2639329433441162,0.26450676918029786,0.2642198920249939,,,,
1989-07-11,,,0.2696707546710968,0.26450676918029786,0.2642198920249939,,,,
1989-07-12,,,0.2696707546710968,0.26680185794830324,0.264793673157692,,,,
1989-07-13,,,0.2696707546710968,0.26794942021369933,0.26594121754169464,,,,
1989-07-14,,,0.2696707546710968,0.26852319240570066,0.2670887619256973,,,,
1989-07-17,,,0.2754083275794983,0.2708182692527771,0.2676625192165375,,,,
1989-07-18,,,0.2754083275794983,0.2719657838344574,0.26823627650737764,,,,
1989-07-19,,,0.2868835628032684,0.2754083454608917,0.27110510170459745,,,,
1989-07-20,,,0.29835906624794,0.28114600777626036,0.27454771399497985,0.2701010093092918,,,
1989-07-21,,,0.2926212847232818,0.28573611378669733,0.277129653096199,0.2715354263782501,,,
1989-07-24,,,0.2868835628032684,0.28803116083145136,0.27942471504211425,0.2718223035335541,,,
1989-07-25,,,0.2868835628032684,0.2903262078762054,0.2811459958553314,0.2726829439401626,,,
1989-07-26,,,0.2926212847232818,0.29147375226020805,0.28344104886054994,0.2741173610091209,,,
1989-07-27,,,0.2926212847232818,0.2903261959552764,0.2857361018657684,0.2758386597037315,,,
1989-07-28,,,0.2868835628032684,0.28917865157127376,0.2874573826789856,0.27727307230234144,,,
1989-07-31,,,0.2926212847232818,0.2903261959552764,0.2891786783933639,0.2784205988049507,,,
1989-08-01,,,0.2868835628032684,0.2903261959552764,0.2903262019157409,0.27928123921155923,,,
1989-08-02,,,0.2868835628032684,0.2891786515712737,0.29032620191574093,0.28071565181016916,,,
1989-08-03,,,0.2926212847232818,0.28917865157127376,0.2897524237632751,0.28215006887912747,,,
1989-08-04,,,0.29835906624794,0.2914737522602081,0.29032620191574093,0.28372792750597,,,
1989-08-07,,,0.3098343014717102,0.29491635560989377,0.2926212757825851,0.28602299541234966,,,
1989-08-08,,,0.3155719339847564,0.3006540298461914,0.2954901129007339,0.28831805437803265,,,
1989-08-09,,,0.3213096261024475,0.3075392425060272,0.29835894703865046,0.2908999979496002,,,
1989-08-10,,,0.3270472586154938,0.3144244372844696,0.30180154442787166,0.29376882314682,,,
1989-08-11,,,0.3155719339847564,0.31786701083183283,0.3046703815460205,0.296063882112503,,,
1989-08-14,,,0.3385226428508758,0.323604679107666,0.3092605173587799,0.2992195978760719,,,
1989-08-15,,,0.3327850103378296,0.3270472943782806,0.313850662112236,0.30208843201398844,,,
1989-08-16,,,0.3270472586154938,0.3281948208808899,0.31786703169345853,0.3040966168045997,,,
1989-08-17,,,0.3241786360740661,0.3276210963726044,0.3210227668285369,0.30538759529590603,,,
1989-08-18,,,0.3213096261024475,0.3287686347961426,0.3233178228139877,0.3068220123648643,,,
1989-08-21,,,0.3184409141540527,0.32475228905677794,0.32417848408222194,0.3083998799324036,,,
1989-08-22,,,0.3098343014717102,0.3201621472835541,0.3236047208309173,0.30954741686582565,,,
1989-08-23,,,0.3098343014717102,0.3167195558547974,0.3224571883678436,0.3104080677032471,,,
1989-08-24,,,0.3213096261024475,0.3161457538604736,0.32188342511653895,0.31184248477220533,,,
1989-08-25,,,0.3270472586154938,0.3172932803630829,0.3230309575796127,0.3138506695628166,,,
1989-08-28,,,0.3270472586154938,0.3190145492553711,0.32188341915607455,0.3155719682574272,,,
1989-08-29,,,0.3327850103378296,0.32360469102859496,0.32188341915607455,0.3178670406341553,,,
1989-08-30,,,0.3213096261024475,0.3258997559547424,0.3213096559047699,0.3195883437991142,,,
1989-08-31,,,0.3327850103378296,0.3281948328018188,0.3221702933311462,0.3215965300798416,0.2946295005083084,,
1989-09-01,,,0.3270472586154938,0.3281948328018188,0.32274405658245087,0.3230309396982193,0.2958917868137359,,
1989-09-04,,,0.3270472586154938,0.3281948328018188,0.32360469102859496,0.3238915875554085,0.296809811592102,,
1989-09-05,,,0.3327850103378296,0.3281948328018188,0.3258997619152069,0.32475224137306213,0.29807209670543666,,
1989-09-06,,,0.3213096261024475,0.3281948328018188,0.3270472943782806,0.32475224137306213,0.2992196303606033,,
1989-09-07,,,0.3213096261024475,0.3258997559547424,0.3270472943782806,0.3244653597474098,0.30048191666603086,,
1989-09-08,,,0.3213096261024475,0.32475222945213317,0.326473531126976,0.32475224435329436,0.3017442029714584,,
1989-09-11,,,0.3327850103378296,0.32589977979660034,0.3270473062992096,0.32446536272764204,0.3030064880847931,,
1989-09-12,,,0.3385226428508758,0.32704730629920953,0.32762106955051423,0.32475224435329436,0.3043835258483886,,
1989-09-13,,,0.3442603349685669,0.33163744807243345,0.32991614043712614,0.325612898170948,0.30610482633113856,,
1989-09-14,,,0.3442603349685669,0.33622758984565737,0.3310636729001999,0.32661698311567305,0.3077113741636276,,
1989-09-15,,,0.3499979674816131,0.3419652581214905,0.33335874378681185,0.32805140018463136,0.30937529563903804,,
1989-09-18,,,0.3442603349685669,0.34426032304763793,0.33508005142211916,0.32934237122535703,0.3109818434715271,,
1989-09-19,,,0.3413917124271393,0.3448341369628906,0.3359407216310501,0.3309202417731285,0.3124162626266479,,
1989-09-20,,,0.3557356894016266,0.3471292078495026,0.33938332796096804,0.33321531116962433,0.31413756132125853,,
1989-09-21,,,0.3557356894016266,0.3494242787361145,0.3428259342908859,0.33493661433458327,0.3158588600158691,,
1989-09-22,,,0.3442603349685669,0.34827675223350524,0.3451210051774979,0.3357972681522369,0.3173506516218185,,
1989-09-25,,,0.3442603349685669,0.34827675223350524,0.3462685376405716,0.3366579219698906,0.31872769176959986,,
1989-09-26,,,0.3672108948230743,0.35344058871269224,0.34913736283779145,0.3383792161941528,0.32056374311447144,,
1989-09-27,,,0.3614733517169952,0.354588121175766,0.35085866451263426,0.3403874024748802,0.32205553889274596,,
1989-09-28,,,0.3729487657546997,0.3580307364463806,0.35372750759124755,0.3423955902457237,0.3235473328828812,,
1989-09-29,,,0.3672108948230743,0.36262084841728204,0.35544880032539367,0.34440377205610273,0.32503912508487703,,
1989-10-02,,,0.3672108948230743,0.36721096038818357,0.35774385631084443,0.3464119538664817,0.32664567172527315,,
1989-10-03,,,0.3643423020839691,0.3666372418403625,0.3600389152765274,0.34798981845378874,0.32819484651088715,,
1989-10-04,,,0.3700800538063049,0.3683585822582245,0.3614733517169952,0.3504283398389816,0.3297440218925476,,
1989-10-05,,,0.4016371369361877,0.3740962564945221,0.36606349647045133,0.3544447153806686,0.33192433893680573,,
1989-10-06,,,0.4131124317646026,0.3832765638828277,0.3729487061500549,0.35903485566377635,0.3344489163160324,,
1989-10-09,,,0.4131124317646026,0.3924568712711334,0.3798339158296585,0.36305122673511503,0.33685873925685883,,
1989-10-10,,,0.4016371369361877,0.3999158382415771,0.3832765400409698,0.3662069514393806,0.3391538107395171,,
1989-10-11,,,0.4073746800422668,0.40737476348876944,0.38786667287349696,0.3693626686930656,0.3415636330842971,,
1989-10-12,,,0.4073746800422668,0.40852227210998526,0.39130926430225366,0.3725183859467506,0.34385870099067684,,
1989-10-13,,,0.3958993554115295,0.40507965683937075,0.3941781103610992,0.37481345534324645,0.3458095067739486,,
1989-10-16,,,0.3844240307807922,0.3993419766426086,0.39589942395687094,0.3768216401338577,0.34730130136013027,,
1989-10-17,,,0.3844240307807922,0.39589935541152943,0.39790759682655324,0.37897325605154036,0.34867834329605096,,
1989-10-18,,,0.3786863684654236,0.3901616930961608,0.39876822829246517,0.3801207900047302,0.34982587814331045,,
1989-10-19,,,0.3901616930961609,0.3867190957069397,0.3976206839084625,0.3818420901894569,0.3510881668329238,,
1989-10-20,,,0.3901616930961609,0.385571563243866,0.3953256100416183,0.38413715809583665,0.3525799620151519,,
1989-10-23,,,0.3901616930961609,0.3867190957069397,0.3930305361747741,0.38643222600221633,0.35361274302005763,,
1989-10-24,,,0.3786863684654236,0.385571563243866,0.3907354593276977,0.3870059996843338,0.3545307701826095,,
1989-10-25,,,0.3844240307807922,0.38671909570693963,0.38844039440155026,0.38815353363752364,0.35567830562591546,,
1989-10-26,,,0.3786863684654236,0.38442403078079224,0.38557156324386593,0.3884404137730598,0.3567684602737426,,
1989-10-27,,,0.3557356894016266,0.3775388300418854,0.3815551966428757,0.38786665350198746,0.35745698153972616,,
1989-10-30,,,0.3672108948230743,0.3729486703872681,0.37983388304710386,0.38786665350198746,0.3584323811531066,,
1989-10-31,,,0.3672108948230743,0.3706535756587982,0.3781125694513321,0.3880100831389427,0.3595799130201339,,
1989-11-01,,,0.3672108948230743,0.36721094846725466,0.37696502208709715,0.38786662518978116,0.3607274448871612,,
1989-11-02,,,0.3557356894016266,0.36262081265449525,0.3735224217176437,0.3855715528130531,0.36141596615314475,,
1989-11-03,,,0.3614733517169952,0.36376834511756895,0.37065358757972716,0.38298959881067274,0.3621044880151748,,
1989-11-06,,,0.3614733517169952,0.3626208364963531,0.3677847534418106,0.38040764480829237,0.3627930098772048,,
1989-11-07,,,0.3614733517169952,0.3614733278751373,0.36606345176696775,0.37839945554733273,0.3633667767047881,,
1989-11-08,,,0.3844240307807922,0.3649159550666809,0.36606345176696775,0.377251923084259,0.36462906479835505,,
1989-11-09,,,0.3844240307807922,0.370653623342514,0.36663721799850457,0.3761043906211853,0.3656618452072143,0.33014567285776136,
1989-11-10,,,0.3844240307807922,0.3752437591552734,0.3695060521364212,0.3755306243896484,0.36680938065052027,0.33135058373212817,
1989-11-13,,,0.3786863684654236,0.3786863625049591,0.3706535995006561,0.37524374127387994,0.36784216284751886,0.3323259872198105,
1989-11-14,,,0.3786863684654236,0.38212896585464473,0.371801146864891,0.37495685815811153,0.3687601900100707,0.33341614335775377,
1989-11-15,,,0.3786863684654236,0.38098143339157103,0.3729486942291259,0.37495685815811153,0.36990772485733026,0.3345636776089668,
1989-11-16,,,0.3844240307807922,0.38098143339157103,0.3758175283670425,0.3746699750423431,0.37117001295089713,0.33582596480846405,
1989-11-17,,,0.3901616930961609,0.3821289658546448,0.3786863625049591,0.3746699750423431,0.3725470542907714,0.33714562863111497,
1989-11-20,,,0.3786863684654236,0.3821289658546448,0.38040766417980193,0.37409620881080624,0.3734650814533233,0.33823578476905825,
1989-11-21,,,0.3786863684654236,0.3821289658546448,0.3821289658546448,0.37409620881080624,0.37426835596561425,0.3393259409070015,
1989-11-22,,,0.3786863684654236,0.3821289658546448,0.3815551996231079,0.3738093256950378,0.3749568766355514,0.34053085148334505,
1989-11-23,,,0.3786863684654236,0.38098143339157103,0.38098143339157103,0.3738093256950378,0.3756453973054885,0.3416783857345581,
1989-11-24,,,0.3786863684654236,0.3786863684654236,0.38040766716003416,0.37495685964822767,0.37621916532516475,0.3427972304821014,
1989-11-27,,,0.3672108948230743,0.37639127373695375,0.37926011979579927,0.37495685964822767,0.3766781765222549,0.343830009996891,
1989-11-28,,,0.3729487657546997,0.37524375319480896,0.37868635952472685,0.37524375319480896,0.3773093175888061,0.344862790107727,
1989-11-29,,,0.3672108948230743,0.37294865846633907,0.37753881216049195,0.37524375319480896,0.377538821697235,0.34583819150924683,
1989-11-30,,,0.3672108948230743,0.37065356373786923,0.37581749856472013,0.3758175134658813,0.377768325805664,0.3468135929107666,
1989-12-01,,,0.3643423020839691,0.3677847504615783,0.37323555946350095,0.37596096098423004,0.378169965147972,0.3477603083848953,
1989-12-04,,,0.3614733517169952,0.36663724184036256,0.3715142577886581,0.37596096098423004,0.3785142254829406,0.3486209586262703,
1989-12-05,,,0.3643423020839691,0.36491594910621644,0.3700798511505127,0.37610440850257876,0.3784568536281585,0.349510298371315,
1989-12-06,,,0.3672108948230743,0.36491594910621644,0.3689323037862777,0.3752437517046928,0.3785716044902801,0.35031357169151306,
1989-12-07,,,0.3557356894016266,0.36262090802192687,0.36663723587989805,0.37380933463573457,0.37822734296321864,0.35088733792304994,
1989-12-08,,,0.3557356894016266,0.36089958548545836,0.3643421679735183,0.37237491756677626,0.37799783885478966,0.3515184819698334,
1989-12-11,,,0.3499979674816131,0.3586045086383819,0.3626208752393722,0.37094049751758573,0.3776535803079604,0.3521496260166168,
