Date,GRADE,GPS,NDSN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.9770849347114564,,,,,,
1983-11-22,,,0.9770849347114564,,,,,,
1983-11-23,,,0.9770849347114564,,,,,,
1983-11-24,,,0.9770849347114564,,,,,,
1983-11-25,,,0.9770849347114564,0.9770849347114564,,,,,
1983-11-28,,,0.9770849347114564,0.9770849347114564,,,,,
1983-11-29,,,0.9770849347114564,0.9770849347114564,,,,,
1983-11-30,,,0.9770849347114564,0.9770849347114564,,,,,
1983-12-01,,,0.9770849347114564,0.9770849347114564,,,,,
1983-12-02,,,0.9770849347114564,0.9770849347114564,0.9770849347114564,,,,
1983-12-05,,,0.9770849347114564,0.9770849347114564,0.9770849347114564,,,,
1983-12-06,,,0.9770849347114564,0.9770849347114564,0.9770849347114564,,,,
1983-12-07,,,0.9770849347114564,0.9770849347114564,0.9770849347114564,,,,
1983-12-08,,,0.9852953553199768,0.9787270188331606,0.9779059767723085,,,,
1983-12-09,,,0.993505597114563,0.9820111513137819,0.9795480430126192,,,,
1983-12-12,,,1.0017162561416626,0.986937415599823,0.9820111751556398,,,,
1983-12-13,,,1.0017162561416626,0.9918636798858642,0.9844743072986605,,,,
1983-12-14,,,1.0017162561416626,0.9967899441719055,0.9869374394416809,,,,
1983-12-15,,,1.0017162561416626,1.0000741243362428,0.9894005715847015,,,,
1983-12-16,,,1.0017162561416626,1.0017162561416626,0.9918637037277221,0.9844743192195893,,,
1983-12-19,,,1.0017162561416626,1.0017162561416626,0.9943268358707428,0.9857058852910996,,,
1983-12-20,,,0.9770849347114564,0.9967899918556213,0.9943268358707428,0.9857058852910996,,,
1983-12-21,,,0.9524519443511964,0.9869371294975281,0.9918635368347168,0.9844742357730866,,,
1983-12-22,,,0.8539223074913025,0.957378339767456,0.9787262320518494,0.9783161044120788,,,
1983-12-23,,,0.8539223074913025,0.927819550037384,0.9647679030895233,0.9721579730510712,,,
1983-12-26,,,0.8539223074913025,0.8982607603073121,0.9499885082244873,0.9659998416900635,,,
1983-12-27,,,0.8703441023826599,0.8769125938415527,0.936851292848587,0.9606628000736237,,,
1983-12-28,,,0.8703441023826599,0.8604910254478455,0.9237140774726867,0.9553257584571838,,,
1983-12-29,,,0.8457117080688477,0.8588489055633545,0.9081136226654053,0.9487570971250534,,,
1983-12-30,,,0.8375015258789062,0.8555647492408752,0.8916921496391297,0.9417779266834259,,,
1984-01-02,,,0.8375015258789062,0.852280592918396,0.875270676612854,0.9347987562417984,,,
1984-01-03,,,0.8539223074913025,0.8489962339401245,0.8629544138908386,0.9286406248807907,,,
1984-01-04,,,0.8621322512626648,0.8473538637161255,0.8539224445819855,0.9228929907083512,,,
1984-01-05,,,0.8621322512626648,0.8506379723548889,0.8547434389591217,0.9167348355054855,,,
1984-01-06,,,0.8621322512626648,0.8555641174316406,0.855564433336258,0.9101661682128906,,,
1984-01-09,,,0.8375015258789062,0.8555641174316406,0.8539223551750184,0.9019554316997528,,,
1984-01-10,,,0.8621322512626648,0.8572061061859131,0.8531011700630188,0.894976231455803,,,
1984-01-11,,,0.8621322512626648,0.8572061061859131,0.8522799849510193,0.887997031211853,,,
1984-01-12,,,0.8621322512626648,0.8572061061859131,0.853922039270401,0.8810178309679031,,,
1984-01-13,,,0.8621322512626648,0.8572061061859131,0.8563851118087769,0.8740386307239533,,,
1984-01-16,,,0.8621322512626648,0.8621322512626648,0.8588481843471527,0.8670594304800033,,,
1984-01-17,,,0.8621322512626648,0.8621322512626648,0.8596691787242889,0.8613117963075638,,,
1984-01-18,,,0.8621322512626648,0.8621322512626648,0.8596691787242889,0.8567958116531372,,,
1984-01-19,,,0.8621322512626648,0.8621322512626648,0.8596691787242889,0.8572063088417053,,,
1984-01-20,,,0.8621322512626648,0.8621322512626648,0.8596691787242889,0.8576168060302735,,,
1984-01-23,,,0.8621322512626648,0.8621322512626648,0.8621322512626648,0.8580273032188416,,,
1984-01-24,,,0.8498173356056213,0.8596692681312561,0.8609007596969604,0.8570009648799897,,,
1984-01-25,,,0.8498173356056213,0.8572062849998474,0.8596692681312561,0.8559746265411377,,,
1984-01-26,,,0.8375015258789062,0.8522801399230957,0.8572061955928802,0.8555641174316406,,,
1984-01-27,,,0.8375015258789062,0.847353994846344,0.8547431230545044,0.8555641174316406,0.9143538045883178,,
1984-01-30,,,0.8375015258789062,0.8424278497695923,0.8522800505161285,0.8555641174316406,0.9115621364116668,,
1984-01-31,,,0.8375015258789062,0.8399646878242493,0.8498169779777527,0.8547430783510208,0.9087704682350158,,
1984-02-01,,,0.8375015258789062,0.8375015258789062,0.8473539054393768,0.8535115420818329,0.9059788000583648,,
1984-02-02,,,0.8375015258789062,0.8375015258789062,0.844890832901001,0.852280005812645,0.9031871318817138,,
1984-02-03,,,0.8375015258789062,0.8375015258789062,0.8424277603626251,0.851048469543457,0.9003954637050628,,
1984-02-06,,,0.8128685355186462,0.8325749278068543,0.8375013887882232,0.849816820025444,0.8971111357212067,,
1984-02-07,,,0.7636040449142456,0.8177954316139221,0.8288800597190857,0.8448904097080231,0.8928415179252625,,
1984-02-08,,,0.7882357835769653,0.8079422831535339,0.8227219045162201,0.8411955863237381,0.8890645349025726,,
1984-02-09,,,0.7636040449142456,0.7931627869606018,0.815332156419754,0.8362691760063171,0.8847949171066284,,
1984-02-10,,,0.7636040449142456,0.7783832907676697,0.807942408323288,0.8313427656888962,0.8805252993106842,,
1984-02-13,,,0.7389710545539856,0.7636037945747376,0.7980893611907959,0.8251847058534623,0.8757630217075348,,
1984-02-14,,,0.7389710545539856,0.7586771965026855,0.7882363140583039,0.8190266460180282,0.8710007441043853,,
