Date,GRADE,GPS,TT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.8748955130577087,,,,,,
1983-11-22,,,0.8837320804595947,,,,,,
1983-11-23,,,0.8815235495567322,,,,,,
1983-11-24,,,0.8815235495567322,,,,,,
1983-11-25,,,0.8771048188209534,0.8797559022903443,,,,,
1983-11-28,,,0.8793140649795532,0.8806396126747131,,,,,
1983-11-29,,,0.8793140649795532,0.8797560095787048,,,,,
1983-11-30,,,0.8771048188209534,0.8788722634315491,,,,,
1983-12-01,,,0.8660588264465332,0.8757793188095093,,,,,
1983-12-02,,,0.8395462036132812,0.8682675957679749,0.8740117490291596,,,,
1983-12-05,,,0.8439651727676392,0.8611978173255921,0.8709187150001526,,,,
1983-12-06,,,0.8483834266662598,0.8550116896629334,0.867383849620819,,,,
1983-12-07,,,0.8616394996643066,0.851918625831604,0.8653954446315766,,,,
1983-12-08,,,0.8748955130577087,0.8536859631538392,0.8647326409816742,,,,
1983-12-09,,,0.8793140649795532,0.8616395354270935,0.8649535655975342,,,,
1983-12-12,,,0.8793140649795532,0.8687093138694764,0.8649535655975342,,,,
1983-12-13,,,0.8704772591590881,0.873128080368042,0.8640698850154876,,,,
1983-12-14,,,0.8793140649795532,0.8766629934310913,0.8642908096313476,,,,
1983-12-15,,,0.8793140649795532,0.8775467038154602,0.8656163334846496,,,,
1983-12-16,,,0.888152003288269,0.8793142914772034,0.8704769134521484,0.872244331240654,,,
1983-12-19,,,0.8925703167915344,0.8819655418395996,0.8753374278545379,0.8731280714273453,,,
1983-12-20,,,0.8925703167915344,0.8863841533660889,0.8797561168670655,0.8735699832439423,,,
1983-12-21,,,0.9102448225021362,0.8925703048706055,0.8846166491508484,0.8750060468912124,,,
1983-12-22,,,0.9080353379249572,0.8983145594596863,0.8879306316375732,0.8763316363096237,,,
1983-12-23,,,0.9146639108657836,0.9036169409751892,0.8914656162261962,0.8782095909118652,,,
1983-12-26,,,0.9146639108657836,0.9080356597900391,0.8950006008148194,0.8799770832061767,,,
1983-12-27,,,0.9190824627876282,0.9133380889892578,0.8998611211776734,0.8819655030965805,,,
1983-12-28,,,0.9190824627876282,0.9151056170463562,0.9038379609584808,0.8840643852949143,,,
1983-12-29,,,0.936756432056427,0.9208498358726501,0.9095821976661682,0.8875992655754089,,,
1983-12-30,,,0.9257103204727172,0.9230591177940368,0.9133380293846131,0.8919074714183808,,,
1984-01-02,,,0.9257103204727172,0.9252683997154236,0.9166520297527313,0.8959947288036346,,,
1984-01-03,,,0.9146639108657836,0.9243846893310547,0.9188613891601562,0.8993087530136108,,,
1984-01-04,,,0.9235012531280518,0.9252684473991394,0.9201870322227478,0.9024018406867981,,,
1984-01-05,,,0.9235012531280518,0.9226174116134643,0.9217336237430572,0.9048321276903153,,,
1984-01-06,,,0.9190824627876282,0.9212918400764465,0.9221754789352417,0.906820547580719,,,
1984-01-09,,,0.9190824627876282,0.9199662685394288,0.9226173341274262,0.9088089674711227,,,
1984-01-10,,,0.9345480799674988,0.9239431023597717,0.9241638958454133,0.9120125085115433,,,
1984-01-11,,,0.936756432056427,0.9265941381454468,0.9259312927722931,0.914884626865387,,,
1984-01-12,,,0.936756432056427,0.9292451739311218,0.9259312927722931,0.9177567452192307,,,
1984-01-13,,,0.9566412568092346,0.9367569327354431,0.9290243864059449,0.9211812078952789,,,
1984-01-16,,,0.9588502645492554,0.9447104930877686,0.9323383808135987,0.924495205283165,,,
1984-01-17,,,0.9721073508262634,0.9522223472595215,0.9380827248096466,0.9284720569849014,,,
1984-01-18,,,0.9809430837631226,0.9610596776008606,0.9438269078731537,0.9320069700479507,,,
1984-01-19,,,0.9721073508262634,0.9681298613548279,0.9486875176429749,0.935210570693016,,,
1984-01-20,,,0.9654786586761476,0.9698973417282104,0.9533271372318268,0.9377513080835342,,,
1984-01-23,,,0.9389660954475404,0.9659205079078674,0.955315500497818,0.9389664173126221,,,
1984-01-24,,,0.9389660954475404,0.9592922568321228,0.9557573020458221,0.9399605989456177,,,
1984-01-25,,,0.9455945491790771,0.9522225499153137,0.9566411137580871,0.9412862032651901,,,
1984-01-26,,,0.936756432056427,0.9451523661613465,0.9566411137580871,0.9412862032651901,,,
1984-01-27,,,0.9301289319992064,0.9380824208259583,0.9539898812770844,0.9415071338415146,0.90816819190979,,
1984-01-30,,,0.927919864654541,0.9358731746673584,0.9508968412876129,0.9416176110506058,0.9092286789417267,,
1984-01-31,,,0.936756432056427,0.9354312419891357,0.9473617494106292,0.9427222371101379,0.9102891659736634,,
1984-02-01,,,0.927919864654541,0.9318963050842285,0.9420594274997711,0.9429431676864624,0.9112170922756195,,
1984-02-02,,,0.9257103204727172,0.9296870827674866,0.9374197244644165,0.9430536210536957,0.9121008276939392,,
1984-02-03,,,0.9146639108657836,0.926594078540802,0.9323382496833801,0.9428326934576035,0.9128520095348358,,
1984-02-06,,,0.8859423995018005,0.9181985855102539,0.9270358800888061,0.941175690293312,0.9129845762252807,,
1984-02-07,,,0.8682670593261719,0.9045007109642029,0.9199659764766693,0.9378616392612458,0.9127636361122131,,
1984-02-08,,,0.8395462036132812,0.8868259787559509,0.9093611419200898,0.9330011278390884,0.9120124638080597,,
1984-02-09,,,0.8284999132156372,0.8673838973045349,0.8985354900360107,0.927588301897049,0.9112612855434418,,
1984-02-10,,,0.8351278305053711,0.8514766812324523,0.8890353798866272,0.9215126305818557,0.9111729180812835,,
1984-02-13,,,0.8422960638999939,0.8427474141120911,0.8804729998111724,0.9156849205493927,0.9111395359039307,,
1984-02-14,,,0.8512568473815918,0.839345371723175,0.8719230413436889,0.9096423953771591,0.9111970043182374,,
1984-02-15,,,0.837816059589386,0.838999342918396,0.8629126608371734,0.9024860441684723,0.9107205355167389,,
1984-02-16,,,0.833335280418396,0.8399664163589478,0.8536751568317413,0.8955474406480789,0.9098893308639526,,
1984-02-17,,,0.833335280418396,0.8396079063415527,0.8455422937870025,0.8889402717351913,0.9089697551727295,,
1984-02-20,,,0.833335280418396,0.8378157496452332,0.8402815818786621,0.8836587309837342,0.9080501794815063,,
1984-02-21,,,0.8243752121925354,0.8324394226074219,0.8358923971652985,0.8779291868209839,0.9071281385421753,,
1984-02-22,,,0.8154142498970032,0.8279590606689453,0.8334792017936706,0.8714201718568801,0.9058501422405243,,
1984-02-23,,,0.8154142498970032,0.8243748545646667,0.8321706354618073,0.865353062748909,0.9045721459388733,,
1984-02-24,,,0.8602169156074524,0.8297511816024781,0.8346795439720154,0.8618574619293213,0.904013444185257,,
1984-02-27,,,0.8714181184768677,0.8373677492141723,0.8375917494297027,0.8590323746204376,0.9035904002189636,,
1984-02-28,,,0.8557369709014893,0.8436401009559631,0.8380397617816925,0.8549814015626908,0.9028537333011627,,
1984-02-29,,,0.8512568473815918,0.8508086204528809,0.8393838405609131,0.8511482506990433,0.9016739737987518,,
1984-03-01,,,0.8557369709014893,0.858873164653778,0.8416240096092225,0.8476495832204819,0.9006280064582824,,
1984-03-02,,,0.8557369709014893,0.8579771757125855,0.8438641786575317,0.8447032362222672,0.8994494676589966,,
1984-03-05,,,0.8512568473815918,0.8539449214935303,0.8456563353538513,0.8429689586162568,0.8981813263893127,,
1984-03-06,,,0.8534969091415405,0.8534969091415405,0.8485685050487518,0.8422304511070251,0.896869615316391,,
1984-03-07,,,0.8512568473815918,0.8534969091415405,0.8521527647972107,0.8428159832954407,0.8955131030082703,,
1984-03-08,,,0.866937518119812,0.8557370185852051,0.8573050916194915,0.8447378635406494,0.894116724729538,,
1984-03-09,,,0.8557369709014893,0.8557370185852051,0.8568570971488952,0.8457683205604554,0.8927172577381134,,
1984-03-12,,,0.8781384229660034,0.8611133337020874,0.8575291275978089,0.8475604385137558,0.8917658197879791,,
1984-03-13,,,0.8826189637184143,0.8669377446174622,0.8602173268795014,0.8491285443305969,0.8911249208450317,,
1984-03-14,,,0.8758984208106995,0.8718660593032836,0.8626814842224121,0.8510326623916626,0.8901728641986847,,
1984-03-15,,,0.8781384229660034,0.8741062402725219,0.8649216294288635,0.853272819519043,0.8892656075954437,,
1984-03-16,,,0.8870986700057983,0.8803785800933838,0.8680577993392944,0.8559609889984131,0.8886259317398071,,
1984-03-19,,,0.8781384229660034,0.8803785800933838,0.8707459568977356,0.8582011461257935,0.8878070509433746,,
1984-03-20,,,0.8714181184768677,0.8781384110450745,0.8725380778312684,0.86055329144001,0.886544451713562,,
1984-03-21,,,0.8803786635398865,0.8790344595909119,0.8754502594470978,0.8638015121221543,0.8854168963432312,,
1984-03-22,,,0.8736581802368164,0.8781384110450745,0.8761223256587982,0.8667137086391449,0.884154931306839,,
1984-03-23,,,0.8736581802368164,0.8754503130912781,0.877914446592331,0.867385771870613,0.8824952697753906,,
1984-03-26,,,0.8736581802368164,0.8745542645454407,0.8774664223194122,0.8674977749586106,0.8807914280891418,,
1984-03-27,,,0.8848581910133362,0.8772422790527343,0.8776903450489044,0.8689538359642028,0.8790464448928833,,
1984-03-28,,,0.8960590362548828,0.8803783535957337,0.8797064065933228,0.8711939454078674,0.8773487639427185,,
1984-03-29,,,0.8915790915489197,0.8839625358581543,0.8810504734516144,0.872986051440239,0.8757381987571716,,
1984-03-30,,,0.9005398154258728,0.8893388628959655,0.8823945879936218,0.8752261936664582,0.8744394218921662,,
1984-04-02,,,0.8915790915489197,0.8929230451583863,0.8837386548519135,0.8772423058748245,0.8734916818141937,,
1984-04-03,,,0.8803786635398865,0.8920271396636963,0.8846347093582153,0.8785863935947418,0.8723199331760406,,
1984-04-04,,,0.8915790915489197,0.8911311507225037,0.8857547521591187,0.8806025058031082,0.8712396240234375,,
1984-04-05,,,0.8736581802368164,0.887546968460083,0.8857547521591187,0.8809385389089585,0.8699776589870453,,
1984-04-06,,,0.8736581802368164,0.8821706414222718,0.8857547521591187,0.8818345993757248,0.8688482439517975,0.8885082179307937,
