Date,GRADE,GPS,HON,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-02,,,2.912177085876465,2.9094300270080566,2.9334691047668455,2.967467212677002,2.9713819885253905,,
1984-02-03,,,2.8160200119018555,2.8792090892791746,2.916984963417053,2.9585383892059327,2.966986231803894,,
1984-02-06,,,2.8160200119018555,2.8654722213745116,2.902561402320862,2.9502963185310365,2.963139967918396,,
1984-02-07,,,2.877833127975464,2.862724447250366,2.89637975692749,2.943427872657776,2.9609420585632322,,
1984-02-08,,,2.870966672897339,2.8586033821105956,2.8867639541625976,2.936216104030609,2.9584694623947145,,
1984-02-09,,,2.8091514110565186,2.8379982471466065,2.8737141370773314,2.9259135723114014,2.95462317943573,,
1984-02-10,,,2.828610897064209,2.8405164241790772,2.859862756729126,2.916584014892578,2.9518529033660887,,
1984-02-13,,,2.793862581253052,2.8360849380493165,2.850778579711914,2.906203866004944,2.9485250425338747,,
1984-02-14,,,2.8077611923217773,2.8220705509185793,2.8423974990844725,2.896862101554871,2.945749878883362,,
1984-02-15,,,2.7591116428375244,2.799699544906616,2.829151463508606,2.885087859630585,2.942001724243164,,
1984-02-16,,,2.68266224861145,2.7744017124176024,2.8061999797821047,2.869834542274475,2.9374114274978638,,
1984-02-17,,,2.6687636375427246,2.7424322605133056,2.7914743423461914,2.8542296528816222,2.9329552602767945,,
1984-02-20,,,2.6687636375427246,2.7174124717712402,2.776748704910278,2.8396550536155702,2.929185929298401,,
1984-02-21,,,2.6687636375427246,2.6896129608154298,2.7558417558670043,2.8261107563972474,2.925691342353821,,
1984-02-22,,,2.6687636375427246,2.6715433597564697,2.735621452331543,2.8111927032470705,2.921784658432007,,
1984-02-23,,,2.6896138191223145,2.6729336738586427,2.7236676931381227,2.798690915107727,2.918294978141785,,
1984-02-24,,,2.7521653175354004,2.689614009857178,2.7160231351852415,2.787942945957184,2.9155068445205687,,
1984-02-27,,,2.7660603523254395,2.7090733528137205,2.7132429122924804,2.7820107460021974,2.912584509849548,,
1984-02-28,,,2.7104649543762207,2.71741361618042,2.7035132884979247,2.772955393791199,2.9081381702423097,,
1984-02-29,,,2.696563482284546,2.722973585128784,2.697258472442627,2.7632049679756165,2.9031390523910523,,
1984-03-01,,,2.696563482284546,2.7243635177612306,2.6986485958099364,2.7524242877960203,2.8971783924102783,,
1984-03-02,,,2.7243618965148926,2.718802833557129,2.704208421707153,2.7478413820266723,2.8916363191604613,,
1984-03-05,,,2.675713539123535,2.700733470916748,2.704903411865234,2.740826058387756,2.8851212787628175,,
1984-03-06,,,2.6896138191223145,2.696563243865967,2.7069884300231934,2.731415092945099,2.8777853298187255,,
1984-03-07,,,2.6687636375427246,2.6910032749176027,2.7069884300231934,2.721304941177368,2.869757652282715,,
1984-03-08,,,2.696563482284546,2.6910032749176027,2.7076833963394167,2.7156755447387697,2.8624233388900757,,
1984-03-09,,,2.7035129070281982,2.6868334770202638,2.7028181552886963,2.709420645236969,2.8552280139923094,,
1984-03-12,,,2.7243618965148926,2.696563148498535,2.6986483097076417,2.705945611000061,2.8484496688842773,,
1984-03-13,,,2.73826265335083,2.706292915344238,2.7014280796051025,2.7024706840515136,2.8420866966247558,,
1984-03-14,,,2.745213508605957,2.7215828895568848,2.7062930822372437,2.701775777339935,2.836412172317505,,
1984-03-15,,,2.7869131565093994,2.7396528244018556,2.715328049659729,2.7069883227348326,2.8310222101211546,,
1984-03-16,,,2.856412410736084,2.7702327251434324,2.7285331010818483,2.7163707613945007,2.8282585287094117,,
1984-03-19,,,2.856412410736084,2.7966428279876707,2.746602988243103,2.725753200054169,2.8257695484161376,,
1984-03-20,,,2.9050605297088623,2.8300024032592774,2.768147659301758,2.7375680446624755,2.8235667181015014,,
1984-03-21,,,2.9328572750091557,2.867531156539917,2.794557023048401,2.7507727265357973,2.821919822692871,,
1984-03-22,,,2.9120092391967773,2.8925503730773925,2.816101598739624,2.7618924975395203,2.819855966567993,,
1984-03-23,,,2.856412410736084,2.8925503730773925,2.8313915491104127,2.7671048521995543,2.8166801738739013,,
1984-03-26,,,2.8355605602264404,2.888380002975464,2.8425114154815674,2.7705798625946043,2.8133620738983156,,
1984-03-27,,,2.8355605602264404,2.8744800090789795,2.8522412061691282,2.7768346428871156,2.8101813554763795,,
1984-03-28,,,2.86336088180542,2.8605807304382322,2.864055943489075,2.785174512863159,2.807556643486023,,
1984-03-29,,,2.8911590576171875,2.8564106941223146,2.8744805335998533,2.7949042916297913,2.805625252723694,,
1984-03-30,,,2.86336088180542,2.8578003883361816,2.875175380706787,2.8018542408943174,2.8032752418518068,,
1984-04-02,,,2.828610897064209,2.8564104557037355,2.8723952293396,2.8094991087913512,2.8006423473358155,,
1984-04-03,,,2.8216631412506104,2.8536309719085695,2.8640554904937745,2.816101574897766,2.798282618522644,,
1984-04-04,,,2.828610897064209,2.8466809749603272,2.85363085269928,2.8240939378738403,2.795512342453003,,
1984-04-05,,,2.7799630165100098,2.8244417667388917,2.840426230430603,2.8282639145851136,2.7923186111450193,,
1984-04-06,,,2.7521653175354004,2.802202653884888,2.8300015211105345,2.830696535110474,2.788019423484802,2.885470118522644,
1984-04-09,,,2.7521653175354004,2.786913537979126,2.8216619968414305,2.832086706161499,2.785368642807007,2.882565016746521,
1984-04-10,,,2.7869131565093994,2.7799635410308836,2.8167972564697266,2.8345192313194274,2.783275465965271,2.880007393360138,
1984-04-11,,,2.7591116428375244,2.766063690185547,2.806372332572937,2.835214138031006,2.7806262588500976,2.8772404313087465,
1984-04-12,,,2.8355605602264404,2.777183198928833,2.8008124828338623,2.837646508216858,2.779093928337097,2.875237958431244,
1984-04-13,,,2.793862581253052,2.7855226516723635,2.7938626527786257,2.834519016742706,2.778650779724121,2.8728185057640077,
1984-04-16,,,2.8077611923217773,2.7966418266296387,2.7917776823043825,2.832086455821991,2.7784856033325194,2.870812785625458,
1984-04-17,,,2.8216631412506104,2.803591823577881,2.7917776823043825,2.8279165863990783,2.7773622035980225,2.8691521310806274,
1984-04-18,,,2.8077611923217773,2.8133217334747314,2.7896927118301393,2.8216617822647097,2.776098093986511,2.867283778190613,
1984-04-19,,,2.8077611923217773,2.807761859893799,2.7924725294113157,2.8164493799209596,2.7760702896118166,2.865346734523773,
1984-04-20,,,2.8077611923217773,2.810541582107544,2.798032116889954,2.814016819000244,2.775653295516968,2.8637530994415283,
1984-04-23,,,2.8077611923217773,2.810541582107544,2.8035917043685914,2.812626850605011,2.775931267738342,2.8622281551361084,
1984-04-24,,,2.8494622707366943,2.816101408004761,2.809846615791321,2.8133219361305235,2.7767652893066406,2.8612575840950014,
1984-04-25,,,2.86336088180542,2.8272213459014894,2.82027153968811,2.8133219361305235,2.7788502740859986,2.8604259991645815,
1984-04-26,,,2.9120092391967773,2.8480709552764893,2.827916407585144,2.8143644452095034,2.783437213897705,2.8604243206977844,
1984-04-27,,,2.939809560775757,2.874480628967285,2.8425111055374144,2.81818687915802,2.788858132362366,2.86090669631958,
1984-04-30,,,2.967609405517578,2.9064502716064453,2.8584959268569947,2.8251368045806884,2.794835047721863,2.8620104885101316,
1984-05-01,,,2.995408773422241,2.935639572143555,2.8758704900741576,2.83382408618927,2.8013679504394533,2.863529646396637,
1984-05-02,,,2.988457679748535,2.9606589317321776,2.8939401388168333,2.8418164253234863,2.8077618312835693,2.8647732448577883,
1984-05-03,,,2.960658550262451,2.9703887939453124,2.909229874610901,2.8508512020111083,2.813182725906372,2.8657388520240783,
1984-05-04,,,2.9228105545043945,2.96698899269104,2.9207348108291624,2.859383463859558,2.816595630645752,2.8660512375831604,
1984-05-07,,,2.9368271827697754,2.9608325481414797,2.9336414098739625,2.868616557121277,2.8200109672546385,2.8662977385520936,
1984-05-08,,,2.9718751907348637,2.9561258316040044,2.945882701873779,2.87786465883255,2.8252391719818117,2.8666886711120605,
1984-05-09,,,2.929819345474243,2.9443981647491455,2.952528548240662,2.886400043964386,2.8299042892456057,2.866521670818329,
1984-05-10,,,2.9368271827697754,2.9396318912506105,2.9550103425979612,2.891463375091553,2.83470956325531,2.865943977832794,
1984-05-11,,,2.90879225730896,2.9368282318115235,2.9519086122512816,2.8972098588943482,2.8383981704711916,2.865017244815826,
1984-05-14,,,2.859727621078491,2.9214083194732665,2.941120433807373,2.899808180332184,2.8420784521102904,2.8635998654365538,
1984-05-15,,,2.866736650466919,2.9003806114196777,2.9282532215118406,2.9020618557929994,2.8456209087371827,2.861703119277954,
1984-05-16,,,2.8807568550109863,2.8905681133270265,2.9174831390380858,2.9057116389274595,2.8498607730865477,2.8598092126846315,
1984-05-17,,,2.8737475872039795,2.8779521942138673,2.9087920427322387,2.90901095867157,2.8534044551849367,2.857913897037506,
1984-05-18,,,2.894773483276367,2.8751484394073485,2.905988335609436,2.9133615732192992,2.8572296667099,2.856228840351105,
1984-05-21,,,2.859727621078491,2.8751484394073485,2.8982783794403075,2.915959894657135,2.8599369812011717,2.8541933250427247,
1984-05-22,,,2.8386993408203125,2.869540977478027,2.8849607944488525,2.915421748161316,2.8619457149505614,2.852016205787659,
1984-05-23,,,2.803656101226806,2.8541208267211915,2.872344470024109,2.912436509132385,2.8631145668029787,2.849763369560242,
1984-05-24,,,2.7545900344848637,2.8302893161773683,2.8541207551956176,2.9045655488967896,2.8624681043624878,2.846745157241821,
1984-05-25,,,2.7545900344848637,2.8022526264190675,2.838700532913208,2.895304572582245,2.8604316568374633,2.8443450927734375,
1984-05-28,,,2.7545900344848637,2.7812251091003417,2.828186774253845,2.8846536040306097,2.858395209312439,2.8420823788642884,
1984-05-29,,,2.803656101226806,2.7742164611816404,2.821878719329834,2.8750659704208372,2.8563671207427976,2.8399669194221495,
1984-05-30,,,2.7966458797454834,2.772814416885376,2.8134676218032837,2.8654753804206847,2.8536428928375246,2.8377813577651976,
1984-05-31,,,2.807158946990967,2.7833281993865966,2.8068087577819822,2.8578004002571107,2.8515458869934083,2.8357009267807007,
1984-06-01,,,2.859727621078491,2.8043557167053224,2.803304171562195,2.8546462535858153,2.8516121912002563,2.834146182537079,
1984-06-04,,,2.8492143154144287,2.8232805728912354,2.8022528409957888,2.850265610218048,2.851885266304016,2.8326236701011656,
1984-06-05,,,2.807158946990967,2.8239811420440675,2.799098801612854,2.842029798030853,2.8513172340393065,2.830749294757843,
1984-06-06,,,2.8492143154144287,2.8344948291778564,2.8036546230316164,2.8379995465278625,2.851034302711487,2.829295473098755,
1984-06-07,,,2.870241641998291,2.847111368179321,2.815219783782959,2.8346702694892882,2.850615954399109,2.8281206035614015,
1984-06-08,,,2.859727621078491,2.847111368179321,2.8257335424423218,2.832217037677765,2.85054328918457,2.8269092655181884,
1984-06-11,,,2.8386993408203125,2.845008373260498,2.8341444730758667,2.831165623664856,2.8507450580596925,2.825693702697754,
1984-06-12,,,2.807158946990967,2.845008373260498,2.8344947576522825,2.828186738491058,2.8504549741744993,2.8243687963485717,
1984-06-13,,,2.7966458797454834,2.834494686126709,2.8344947576522825,2.823981189727783,2.849815673828125,2.822664008140564,
1984-06-14,,,2.775621175765991,2.815570592880249,2.8313409805297853,2.819074869155884,2.8497288370132448,2.821023724079132,
1984-06-15,,,2.649453639984131,2.773515796661377,2.810313582420349,2.806808876991272,2.8476746034622193,2.8178470134735107,
1984-06-18,,,2.7125368118286133,2.748283290863037,2.7966458320617678,2.7994493365287783,2.8468820333480833,2.816125338077545,
1984-06-19,,,2.7230494022369385,2.7314613819122315,2.7882348775863646,2.7936668395996094,2.8456047582626343,2.8144401121139526,
1984-06-20,,,2.7020206451416016,2.712536334991455,2.773515510559082,2.788585066795349,2.8444629383087157,2.812544598579407,
1984-06-21,,,2.649453639984131,2.687302827835083,2.751436710357666,2.7833282470703127,2.8407407999038696,2.8099173641204835,
1984-06-22,,,2.6704800128936768,2.691508102416992,2.7325119495391847,2.7791227459907533,2.838273148536682,2.8084619641304016,
1984-06-25,,,2.733565092086792,2.695713758468628,2.7219985246658327,2.7780714988708497,2.8367892265319825,2.807637414932251,
1984-06-26,,,2.7020206451416016,2.6915080070495607,2.711484694480896,2.7729897260665894,2.8343963766098024,2.8058792901039125,
1984-06-27,,,2.628427267074585,2.676789331436157,2.694662833213806,2.7645787954330445,2.8308096981048583,2.803453896045685,
1984-06-28,,,2.617913007736206,2.6704812049865723,2.6788920164108276,2.7551164984703065,2.827012734413147,2.8015415120124816,
1984-06-29,,,2.659968137741089,2.6683788299560547,2.6799434661865233,2.7451285243034365,2.824056873321533,2.7998550844192507,
1984-07-02,,,2.659968137741089,2.653659439086914,2.674686598777771,2.7356662154197693,2.8211010122299194,2.7985161399841307,
1984-07-03,,,2.649453639984131,2.64314603805542,2.6673270225524903,2.7277809500694277,2.8171008396148682,2.796933064460754,
1984-07-04,,,2.649453639984131,2.647351312637329,2.662070322036743,2.7177929162979124,2.8128226947784425,2.7958364844322205,
1984-07-05,,,2.63893985748291,2.65155668258667,2.661018943786621,2.7062278270721434,2.807361307144165,2.7953992605209352,
1984-07-06,,,2.649453639984131,2.6494537830352782,2.6589163064956667,2.6957141280174257,2.8015541887283324,2.7952061605453493,
1984-07-09,,,2.7125368118286133,2.6599675178527833,2.6568134784698487,2.6894060015678405,2.7964527368545533,2.795643892288208,
1984-07-10,,,2.680994272232056,2.666275644302368,2.654710841178894,2.683097767829895,2.7901644468307496,2.7957661986351012,
1984-07-11,,,2.586372375488281,2.653659391403198,2.6505053520202635,2.672584092617035,2.782122740745544,2.7949422860145567,
1984-07-12,,,2.512778043746948,2.628427028656006,2.639991855621338,2.6594419360160826,2.7731651306152343,2.7931739282608032,
1984-07-13,,,2.52328896522522,2.6031940937042237,2.626323938369751,2.6531337022781374,2.765174698829651,2.7908851647377015,
1984-07-16,,,2.533804416656494,2.5674476146698,2.6137075662612914,2.6441970825195313,2.7571142435073854,2.7885626053810117,
1984-07-17,,,2.544315814971924,2.5401119232177733,2.6031937837600707,2.6352604031562805,2.7485630559921264,2.786901113986969,
1984-07-18,,,2.533804416656494,2.529598331451416,2.5916288614273073,2.626849591732025,2.7406427574157717,2.7852735233306887,
1984-07-19,,,2.512778043746948,2.529598331451416,2.5790126800537108,2.620015811920166,2.732161774635315,2.7834356689453124,
1984-07-20,,,2.481233596801758,2.521187257766724,2.5621906757354735,2.61055349111557,2.723610601425171,2.7810043859481812,
1984-07-23,,,2.52328896522522,2.519084167480469,2.5432658910751345,2.6000396847724914,2.7168818283081055,2.779480140209198,
1984-07-24,,,2.52328896522522,2.5148787975311278,2.5274953603744508,2.5911031007766727,2.7100128746032714,2.777816891670227,
1984-07-25,,,2.428665399551392,2.4938509941101072,2.511724662780762,2.5811150074005127,2.7009710454940796,2.775415909290314,
1984-07-26,,,2.4602060317993164,2.483336591720581,2.5064674615859985,2.573229658603668,2.692700214385986,2.7730523347854614,
1984-07-27,,,2.4917476177215576,2.485439395904541,2.5033133268356322,2.564818632602692,2.68463969707489,2.770934681892395,
1984-07-30,,,2.4917476177215576,2.4791311264038085,2.4991076469421385,2.556407606601715,2.6772800970077513,2.7686085391044615,
1984-07-31,,,2.41815185546875,2.4581037044525145,2.486491250991821,2.544842517375946,2.66886914730072,2.7654074311256407,
1984-08-01,,,2.428665399551392,2.458103704452515,2.475977349281311,2.533803105354309,2.6613693332672117,2.7622419500350954,
1984-08-02,,,2.649453639984131,2.4959532260894775,2.489644908905029,2.53432879447937,2.6592666053771974,2.7608673548698426,
1984-08-03,,,2.7545900344848637,2.548521709442139,2.5169805526733398,2.5395856142044066,2.6592666053771974,2.7598491311073303,
1984-08-06,,,2.8142902851104736,2.6130302429199217,2.5460806846618653,2.5446732878684997,2.6604606103897095,2.759427909851074,
1984-08-07,,,2.80362606048584,2.69012508392334,2.5741143941879274,2.550804877281189,2.6604600095748903,2.758413565158844,
1984-08-08,,,2.771647691726685,2.7587215423583986,2.608412623405457,2.560068643093109,2.6599600458145143,2.756801469326019,
1984-08-09,,,2.8995676040649414,2.8087443351745605,2.6523487806320194,2.579408121109009,2.6618082189559935,2.756677052974701,
1984-08-10,,,2.867586851119995,2.8313436985015867,2.6899327039718632,2.5966230154037477,2.661965403556824,2.75678879737854,
1984-08-13,,,2.8995676040649414,2.8483991622924805,2.7307147026062015,2.61491117477417,2.662972469329834,2.757428867816925,
1984-08-14,,,2.8889076709747314,2.865455484390259,2.7777902841568,2.6321407675743105,2.6646074438095093,2.757962338924408,
1984-08-15,,,2.729006052017212,2.8569271564483643,2.807824349403382,2.6419008493423464,2.662203278541565,2.756618790626526,
1984-08-16,,,2.771647691726685,2.831343173980713,2.820043754577637,2.6548443317413333,2.6602313995361326,2.755423676967621,
1984-08-17,,,2.782306909561157,2.8142871856689453,2.822815442085266,2.6698979973793033,2.658682985305786,2.7546131372451783,
1984-08-20,,,2.792966365814209,2.792966938018799,2.8206830501556395,2.6833818674087526,2.657768325805664,2.754256691932678,
1984-08-21,,,2.867586851119995,2.7887027740478514,2.8270791292190554,2.7005967617034914,2.658976883888245,2.754715929031372,
1984-08-22,,,2.8995676040649414,2.8228150844573974,2.839871120452881,2.724141871929169,2.661035318374634,2.7554254961013793,
1984-08-23,,,2.8995676040649414,2.8483990669250487,2.839871120452881,2.7461099505424498,2.663514246940613,2.7566215419769287,
1984-08-24,,,2.9102282524108887,2.8739833354949953,2.8441352605819703,2.7670339822769163,2.668729739189148,2.7582021713256837,2.821836144924164
1984-08-27,,,2.8889076709747314,2.8931715965270994,2.8430692672729494,2.786891984939575,2.6722571563720705,2.7595695948600767,2.821067305803299
1984-08-28,,,2.8995676040649414,2.899567747116089,2.8441352605819703,2.810962772369385,2.6757875204086305,2.760696139335632,2.820351766347885
1984-08-29,,,2.8569297790527344,2.8910401821136475,2.8569276332855225,2.8323759913444517,2.678885703086853,2.7616743206977845,2.8194573760032653
1984-08-30,,,2.878248929977417,2.8867764472961426,2.867587757110596,2.8438157558441164,2.6834616088867187,2.7621012043952944,2.818669581413269
1984-08-31,52.27027815635666,A,2.8995676040649414,2.884644317626953,2.879313826560974,2.8510646343231203,2.688043360710144,2.7631582546234132,2.8179883801937105
1984-09-03,52.25771808315988,A,2.8995676040649414,2.886776304244995,2.8899739503860475,2.8553285002708435,2.691363410949707,2.7640763187408446,2.8174445521831513
1984-09-04,52.23128479071581,A,2.846268653869629,2.8761165142059326,2.887842130661011,2.857460629940033,2.6942483711242677,2.764322373867035,2.816737252473831
1984-09-05,52.196861406162704,A,2.771647691726685,2.8590600967407225,2.8750501394271852,2.857460629940033,2.6971127796173096,2.763961238861084,2.8156225085258484
1984-09-06,52.171707234763,P,2.8142902851104736,2.846268367767334,2.8665224075317384,2.8531967639923095,2.701040325164795,2.764026529788971,2.814686632156372
1984-09-07,52.15703441685019,P,2.867586851119995,2.839872217178345,2.862258267402649,2.8531967639923095,2.705192699432373,2.7646247863769533,2.8141889429092406
1984-09-10,52.140105095171386,P,2.846268653869629,2.8292124271392822,2.8579943656921385,2.850531816482544,2.708918709754944,2.7650098609924316,2.8136190080642702
1984-09-11,52.14394463098821,P,2.8569297790527344,2.831344652175903,2.853730583190918,2.848932921886444,2.713068232536316,2.7650845360755922,2.813171060085297
1984-09-12,52.18235414941458,P,2.8995676040649414,2.8569286346435545,2.8579943656921385,2.8574609994888305,2.718070511817932,2.7654466032981873,2.8129363012313844
1984-09-13,52.235893902800285,A,3.0061697959899902,2.895304536819458,2.870786452293396,2.8691871047019957,2.7254151105880737,2.7663882088661196,2.813406264781952
1984-09-14,52.28255318811969,A,3.0488123893737797,2.9315496444702154,2.88571093082428,2.8825123786926268,2.733402285575867,2.7674782371520994,2.81419246673584
1984-09-17,52.34844148692398,A,3.112771987915039,2.984850311279297,2.9070313692092897,2.8985026597976686,2.7414069890975954,2.768929862976074,2.815470175743103
1984-09-18,52.390530342578394,A,3.0381505489349365,3.021094465255737,2.9262195587158204,2.9070308446884154,2.748550114631653,2.7693572807312012,2.8164434635639193
1984-09-19,52.40444417991383,A,3.0061697959899902,3.042414903640747,2.949671769142151,2.912360954284668,2.756946063041687,2.769534401893616,2.817153823375702
1984-09-20,52.39518797557062,A,3.016831636428833,3.044547271728516,2.9699259042739867,2.9182241559028625,2.767027134895325,2.7700961327552793,2.817917492389679
1984-09-21,52.36602942756357,A,2.9741907119750977,3.029622936248779,2.980586290359497,2.921422278881073,2.776045169830322,2.7706099343299866,2.8183305859565735
1984-09-24,52.32352526518503,A,2.9955103397369385,3.0061706066131593,2.995510458946228,2.9267524123191833,2.7852792882919313,2.771196765899658,2.818747252225876
1984-09-25,52.30682056215948,A,3.016831636428833,3.0019068241119387,3.0115006446838377,2.932615613937378,2.7947296047210695,2.7716463303565977,2.8191675007343293
1984-09-26,52.30654957907068,A,3.0488123893737797,3.0104353427886963,3.0264251232147217,2.94220974445343,2.805029764175415,2.7728362607955934,2.819678965806961
1984-09-27,52.29833102032236,A,3.027491569519043,3.012567329406738,3.028557300567627,2.9496718764305117,2.815324034690857,2.773742904663086,2.81984344124794
1984-09-28,52.302913323850476,A,3.0061697959899902,3.0189631462097166,3.024293041229248,2.955001986026764,2.8258227586746214,2.774716680049896,2.819866962432861
1984-10-01,52.30994200544121,A,3.0381505489349365,3.0274911880493165,3.016830897331238,2.9619311332702636,2.836119990348816,2.7765009093284605,2.820050387382507
1984-10-02,52.3138102441747,A,3.0488123893737797,3.033887338638306,3.0178970813751222,2.972058320045471,2.846630458831787,2.7783216667175292,2.8200123929977416
1984-10-03,52.31348017543371,A,3.0594727993011475,3.0360194206237794,3.0232273817062376,2.9864495754241944,2.8592466068267823,2.780108826160431,2.819959019422531
1984-10-04,52.32389060642411,A,3.0594727993011475,3.0424156665802,3.027491497993469,2.998708701133728,2.8712319421768187,2.7819660782814024,2.8199399876594544
1984-10-05,52.34458070558364,A,3.0914511680603027,3.059471940994263,3.03921754360199,3.0099019169807435,2.883226013183594,2.783932855129242,2.8200808477401735
1984-10-08,52.35300257604809,A,3.0594727993011475,3.063736391067505,3.0456137895584106,3.0205621242523195,2.8945805168151857,2.7859303069114687,2.8200618159770965
1984-10-09,52.35292487789811,A,3.0381505489349365,3.0616040229797363,3.047745680809021,3.0296231627464296,2.9069804906845094,2.787924818992615,2.8199705123901366
1984-10-10,52.35655809012804,A,3.0914511680603027,3.0679996967315675,3.0520095586776734,3.0392173409461973,2.9202362060546876,2.79080276966095,2.820283069610596
1984-10-11,52.36716224136675,A,3.155413150787353,3.0871877670288086,3.0648017168045043,3.046679508686066,2.930355396270752,2.794811000823975,2.820778079032898
1984-10-12,52.360559153477745,A,3.1340951919555664,3.0957165718078614,3.077594256401062,3.050943648815155,2.937945499420166,2.7986060523986818,2.8214755725860594
1984-10-15,52.36003308885415,A,3.1340951919555664,3.110641050338745,3.087188720703125,3.052009809017181,2.944341597557068,2.8024011039733887,2.8222417414188383
1984-10-16,52.35021167875437,A,3.0701308250427246,3.1170371055603026,3.0893205642700194,3.0536088228225706,2.9496716928482054,2.805065851211548,2.822516385316849
1984-10-17,52.308177347578415,A,2.984849214553833,3.095716714859009,3.081858205795288,3.0525427937507628,2.9539357233047485,2.8069478845596314,2.8223646211624147
1984-10-18,52.25585388867706,A,3.0061697959899902,3.065868043899536,3.0765279054641725,3.052009701728821,2.9560677671432494,2.8089379930496214,2.8223194599151613
