Date,GRADE,GPS,UNH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-10-17,,,0.1148432344198226,,,,,,
1984-10-18,,,0.1179476752877235,,,,,,
1984-10-19,,,0.1148432344198226,,,,,,
1984-10-22,,,0.1148432344198226,,,,,,
1984-10-23,,,0.1117395460605621,0.11484338492155069,,,,,
1984-10-24,,,0.1148432344198226,0.11484338492155069,,,,,
1984-10-25,,,0.1117395460605621,0.1136017590761184,,,,,
1984-10-26,,,0.1117395460605621,0.11298102140426629,,,,,
1984-10-29,,,0.1117395460605621,0.1123602837324142,,,,,
1984-10-30,,,0.1117395460605621,0.1123602837324142,0.11360183432698243,,,,
1984-10-31,,,0.1148432344198226,0.1123602837324142,0.11360183432698243,,,,
1984-11-01,,,0.1117395460605621,0.1123602837324142,0.11298102140426632,,,,
1984-11-02,,,0.1117395460605621,0.1123602837324142,0.11267065256834026,,,,
1984-11-05,,,0.1086358278989791,0.11173954010009761,0.11204991191625588,,,,
1984-11-06,,,0.1086358278989791,0.111118796467781,0.11173954010009761,,,,
1984-11-07,,,0.1086358278989791,0.1098773151636123,0.11111879944801326,,,,
1984-11-08,,,0.1086358278989791,0.10925657153129568,0.11080842763185494,,,,
1984-11-09,,,0.1086358278989791,0.1086358278989791,0.11049805581569665,,,,
1984-11-12,,,0.1086358278989791,0.1086358278989791,0.11018768399953835,,,,
1984-11-13,,,0.1086358278989791,0.1086358278989791,0.10987731218338007,0.11173957325518125,,,
1984-11-14,,,0.1055321916937828,0.10801510065793984,0.10894620791077607,0.11127402111887925,,,
1984-11-15,,,0.1055321916937828,0.10739437341690058,0.10832547247409814,0.11065324693918221,,,
1984-11-16,,,0.0993240252137184,0.10553201287984845,0.10708392038941376,0.10987728647887703,,,
1984-11-19,,,0.0993240252137184,0.1036696523427963,0.10615274012088771,0.10910132601857181,,,
1984-11-20,,,0.096220389008522,0.1011865645647049,0.104911196231842,0.1083253681659698,,,
1984-11-21,,,0.096220389008522,0.09932420402765273,0.10366965234279628,0.10739422589540477,,,
1984-11-22,,,0.096220389008522,0.09746184349060057,0.10242810845375057,0.10661826804280276,,,
1984-11-23,,,0.096220389008522,0.0968411162495613,0.10118656456470485,0.10584231019020077,,,
1984-11-26,,,0.0993240252137184,0.0968411162495613,0.10025538429617879,0.10522153414785858,,,
1984-11-27,,,0.1024276912212371,0.0980825766921043,0.0996345706284046,0.10475594140589232,,,
1984-11-28,,,0.1024276912212371,0.09932403713464732,0.09932412058115002,0.10413516424596306,,,
1984-11-29,,,0.1024276912212371,0.10056549757719033,0.09901367053389545,0.1036695715039968,,,
1984-11-30,,,0.1024276912212371,0.10180695801973336,0.09932403713464732,0.10320397876203054,,,
1984-12-03,,,0.0993240252137184,0.10180695801973336,0.09932403713464732,0.10273838862776752,,,
1984-12-04,,,0.096220389008522,0.10056549757719035,0.09932403713464732,0.10211761668324466,,,
1984-12-05,,,0.096220389008522,0.09932403713464732,0.09932403713464731,0.10149684473872181,,,
1984-12-06,,,0.0931166782975196,0.09746183454990383,0.09901366606354708,0.10072088725864883,,,
1984-12-07,,,0.0931166782975196,0.09559963196516033,0.09870329499244684,0.09994492977857586,,,
1984-12-10,,,0.0931166782975196,0.09435816258192056,0.09808256030082696,0.09916897229850288,,,
1984-12-11,,,0.0931166782975196,0.09373742043972008,0.0971514590084552,0.09839301481842991,,,
1984-12-12,,,0.0931166782975196,0.0931166782975196,0.09622035771608346,0.09777223914861674,,,
1984-12-13,,,0.0931166782975196,0.0931166782975196,0.09528925642371171,0.09715146347880357,,,
1984-12-14,,,0.0931166782975196,0.0931166782975196,0.09435815513133997,0.09684109613299365,,,
1984-12-17,,,0.0931166782975196,0.0931166782975196,0.09373742043972008,0.0965307287871837,,,
1984-12-18,,,0.0931166782975196,0.0931166782975196,0.09342704936861985,0.09637554325163358,,,
1984-12-19,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09622035771608346,,,
1984-12-20,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09606517218053334,,,
1984-12-21,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09590998664498321,,,
1984-12-24,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.0955996192991733,,,
1984-12-25,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.0951340686529874,0.10267637088894839,,
1984-12-26,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09466851800680152,0.10224183976650231,,
1984-12-27,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09420296736061566,0.10174521982669824,,
1984-12-28,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09373741671442978,0.10131068870425217,,
1984-12-31,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09342704936861984,0.10087615758180611,,
1985-01-01,,,0.0931166782975196,0.0931166782975196,0.0931166782975196,0.09327186383306971,0.10050370022654526,,
1985-01-02,,,0.096220389008522,0.09373742043972008,0.09342704936861984,0.09327186383306971,0.10013124331831927,,
1985-01-03,,,0.096220389008522,0.09435816258192056,0.09373742043972008,0.09342704936861984,0.09982086017727847,,
1985-01-04,,,0.096220389008522,0.09497890472412104,0.09404779151082032,0.09358223490416996,0.09951047703623767,,
1985-01-07,,,0.1024276912212371,0.09684110730886455,0.09497889280319208,0.09404778555035584,0.09932423993945116,,
1985-01-08,,,0.1148432344198226,0.10118641853332515,0.09715154841542237,0.09513411335647098,0.09938631370663638,,
1985-01-09,,,0.1148432344198226,0.10491098761558526,0.09932420402765267,0.09622044116258613,0.09938631370663638,,
1985-01-10,,,0.1179476752877235,0.10925644487142556,0.10180730372667306,0.09746199101209634,0.09951047629117961,,
1985-01-11,,,0.1179476752877235,0.11360190212726584,0.10429040342569344,0.09870354086160653,0.09963463887572283,,
1985-01-14,,,0.1210513189435005,0.11732662767171853,0.10708386749029153,0.10010027289390558,0.09988294869661325,,
