Date,GRADE,GPS,MS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-04-27,,,3.905971765518189,3.946180725097656,4.1084511280059814,4.160147690773011,,,
1993-04-28,,,3.977772235870361,3.940436267852783,4.0567543506622314,4.138607382774353,,,
1993-04-29,,,3.963413000106812,3.9318199634552,4.022289681434631,4.124247181415558,,,
1993-04-30,,,4.451657772064209,4.032341146469117,4.038085532188416,4.142197382450104,,,
1993-05-03,,,4.221895217895508,4.1041419982910154,4.04095766544342,4.145069348812103,4.051584396362305,,
1993-05-04,,,4.250617027282715,4.173071050643921,4.059625887870789,4.152249538898468,4.065370168685913,,
1993-05-05,,,4.2075371742248535,4.219024038314819,4.079730153083801,4.1544036030769345,4.076283941268921,,
1993-05-06,,,4.178816318511963,4.26210470199585,4.096962332725525,4.155839574337006,4.084900064468384,,
1993-05-07,,,4.193173885345459,4.2104079246521,4.121374535560608,4.157993423938751,4.092654557228088,,
1993-05-10,,,4.250617027282715,4.216152286529541,4.1601471424102785,4.157993423938751,4.104142718315124,,
1993-05-11,,,4.236255645751953,4.2132800102233885,4.193175530433654,4.150813329219818,4.113333196640014,,
1993-05-12,,,4.236255645751953,4.219023704528809,4.219023871421814,4.137889111042023,4.122810893058777,,
1993-05-13,,,4.135735511779785,4.210407543182373,4.236256122589111,4.129272902011872,4.130565400123596,,
1993-05-14,,,4.020853042602539,4.175943374633789,4.193175649642944,4.11563059091568,4.1345862817764285,,
1993-05-17,,,4.092653751373291,4.1443507194519045,4.180251502990723,4.1106045842170715,4.140330371856689,,
1993-05-18,,,4.049576282501221,4.107014846801758,4.160147428512573,4.109886658191681,4.142915225028991,,
1993-05-19,,,4.092653751373291,4.078294467926026,4.148659086227417,4.114194619655609,4.1432024145126345,,
1993-05-20,,,4.020853042602539,4.055317974090576,4.132862758636475,4.114912545680999,4.142053589820862,,
1993-05-21,,,3.905971765518189,4.032341718673706,4.104142546653748,4.112758541107178,4.137171087265014,,
1993-05-24,,,3.977772235870361,4.00936541557312,4.076858067512513,4.118502604961395,4.135160646438599,,
1993-05-25,,,3.97489333152771,3.994428825378418,4.050721836090088,4.121948683261872,4.134815855026245,,
1993-05-26,,,4.21972131729126,4.019842338562012,4.049068403244019,4.134046137332916,4.138506031036377,,
1993-05-27,,,4.046900272369385,4.025051784515381,4.040184879302979,4.138220500946045,4.136729326248169,,
1993-05-28,,,3.960490942001343,4.035955619812012,4.0341486692428585,4.113662159442901,4.13408607006073,,
1993-05-31,,,3.960490942001343,4.032499361038208,4.020932388305664,4.100591945648193,4.1317300033569335,,
1993-06-01,,,3.989292144775391,4.035379123687744,4.014903974533081,4.087525701522827,4.131673188209533,,
1993-06-02,,,4.018097400665283,3.995054340362549,4.007448339462281,4.078053712844849,4.133054099082947,,
1993-06-03,,,3.9460878372192383,3.9748918533325197,3.9999718189239504,4.066417288780213,4.132994818687439,,
1993-06-04,,,3.902884960174561,3.9633706569671636,3.9996631383895873,4.051902842521668,4.126901774406433,,
1993-06-07,,,3.902884960174561,3.9518494606018075,3.9921744108200072,4.03451623916626,4.11994713306427,,
1993-06-08,,,3.902884960174561,3.9345680236816407,3.9849735736846923,4.01784770488739,4.1098332643508915,,
1993-06-09,,,3.960490942001343,3.9230467319488525,3.9590505361557007,4.004059469699859,4.100871515274048,,
1993-06-10,,,3.917285203933716,3.917286205291748,3.946089029312134,3.9931369543075563,4.0942048788070675,,
1993-06-11,,,3.9460878372192383,3.9259267807006837,3.9446487188339234,3.989398694038391,4.0912735605239865,,
1993-06-14,,,3.960490942001343,3.9374479770660407,3.9446487188339234,3.9827905535697936,4.087194261550903,,
1993-06-15,,,3.917285203933716,3.940328025817871,3.937448024749756,3.9761759996414185,4.083399701118469,,
1993-06-16,,,4.032499313354492,3.954729700088501,3.9388882160186767,3.9731682777404784,4.0807605695724485,,
1993-06-17,,,4.046900272369385,3.9806527137756347,3.9489694595336915,3.9744706392288207,4.078696637153626,,
1993-06-18,,,3.931687593460083,3.977772665023804,3.9518497228622436,3.9757564306259154,4.0743284511566165,,
1993-06-21,,,3.902884960174561,3.9662514686584474,3.9518497228622436,3.9720120668411254,4.067373809814453,,
1993-06-22,,,3.902884960174561,3.963371419906616,3.9518497228622436,3.968411648273468,4.057834358215332,,
1993-06-23,,,3.902884960174561,3.9374485492706297,3.9460891246795655,3.952569830417633,4.045997257232666,,
1993-06-24,,,4.046900272369385,3.9374485492706297,3.9590506315231324,3.952569830417633,4.040774068832397,,
1993-06-25,,,4.176518440246582,3.9864147186279295,3.9820936918258667,3.963371205329895,4.038430452346802,,
1993-06-28,,,4.4645538330078125,4.09874849319458,4.032499980926514,3.9885743498802184,4.043858051300049,,
1993-06-29,,,4.2917327880859375,4.176518058776855,4.069944739341736,4.003696382045746,4.0484140110015865,,
1993-06-30,,,4.320536613464356,4.260048389434815,4.0987484693527225,4.0188183426857,4.0546948528289795,,
1993-07-01,,,4.262928485870361,4.30325403213501,4.12035129070282,4.034660375118255,4.059823532104492,,
1993-07-02,,,4.2917327880859375,4.3262969017028805,4.156355810165406,4.054102766513824,4.066677150726318,,
1993-07-05,,,4.2917327880859375,4.291732692718506,4.1952405929565435,4.073545157909393,4.075253987312317,,
1993-07-06,,,4.248524188995361,4.283090972900391,4.229804515838624,4.0908271193504335,4.0821050357818605,,
1993-07-07,,,4.248524188995361,4.268688488006592,4.2643684387207035,4.105228781700134,4.0875200748443605,,
1993-07-08,,,4.234126091003418,4.262928009033203,4.283091020584107,4.12107082605362,4.092934336662292,,
1993-07-09,,,4.234126091003418,4.251406669616699,4.28885178565979,4.135472738742829,4.088583703041077,,
1993-07-12,,,4.4645538330078125,4.285970878601074,4.28885178565979,4.160675883293152,4.093436875343323,4.072510635852813,
1993-07-13,,,4.248524188995361,4.285970878601074,4.284530925750732,4.1772378325462345,4.093395018577576,4.0793825936317445,
1993-07-14,,,4.104507923126221,4.257167625427246,4.262928056716919,4.18083826303482,4.091334433555603,4.083809187412262,
1993-07-15,,,4.133310317993164,4.2370044708251955,4.249966239929199,4.185158765316009,4.090424313545227,4.087662189006806,
1993-07-16,,,4.118911266326904,4.213961505889893,4.232684087753296,4.194519948959351,4.088939061164856,4.090796809196473,
1993-07-19,,,4.190920352935791,4.159234809875488,4.222602844238281,4.208921718597412,4.087745127677917,4.095943922996521,
1993-07-20,,,4.378143310546875,4.185158634185791,4.235564756393432,4.232684636116028,4.090582880973816,4.101958038806916,
1993-07-21,,,4.450150489807129,4.254287147521973,4.255727386474609,4.260047912597656,4.09486077785492,4.108835835456848,
1993-07-22,,,4.349338531494141,4.297492790222168,4.267248630523682,4.275169825553894,4.099132838249207,4.114849119186402,
1993-07-23,,,4.306136131286621,4.3349377632141115,4.274449634552002,4.281650710105896,4.104838500022888,4.119712390899658,
1993-07-26,,,4.435747623443604,4.383903217315674,4.271569013595581,4.280210399627686,4.111700377464294,4.126015374660492,
1993-07-27,,,4.363742828369141,4.381023120880127,4.283090877532959,4.2838109016418455,4.117983708381653,4.130449466705322,
1993-07-28,,,4.349338531494141,4.36086072921753,4.307573938369751,4.285250997543335,4.12311740398407,4.133159909248352,
1993-07-29,,,4.2917327880859375,4.349339580535888,4.3234161853790285,4.286691212654114,4.128534998893738,4.1352942943572994,
1993-07-30,,,4.2917327880859375,4.346458911895752,4.340698337554931,4.286691212654114,4.136250219345093,4.1367106533050535,
1993-08-02,,,4.262928485870361,4.311895084381104,4.347899150848389,4.285250997543335,4.141953344345093,4.138556995391846,
1993-08-03,,,4.21972131729126,4.2830907821655275,4.332056951522827,4.28381085395813,4.146849904060364,4.1408328795433045,
1993-08-04,,,4.248524188995361,4.262927913665772,4.311894321441651,4.28381085395813,4.147425961494446,4.142965996265412,
1993-08-05,,,4.21972131729126,4.248525619506836,4.298932600021362,4.283090615272522,4.150882382392883,4.143805854320526,
1993-08-06,,,4.363742828369141,4.262927627563476,4.304693269729614,4.289571452140808,4.158947420120239,4.1465167450904845,
1993-08-09,,,4.435747623443604,4.297491455078125,4.304693269729614,4.288131141662598,4.168452553749084,4.150091278553009,
1993-08-10,,,4.406947135925293,4.334936618804932,4.309013700485229,4.296052289009094,4.1768056535720826,4.154239420890808,
1993-08-11,,,4.2917327880859375,4.343578338623047,4.303253126144409,4.30541353225708,4.1822783613204955,4.1576662302017215,
1993-08-12,,,4.2917327880859375,4.357980632781983,4.303253126144409,4.313334655761719,4.18919126033783,4.161093039512634,
1993-08-13,,,4.248524188995361,4.334936904907226,4.298932266235352,4.319815301895142,4.196104044914246,4.1615029096603395,
1993-08-16,,,4.234126091003418,4.29461259841919,4.296052026748657,4.321975588798523,4.202728867530823,4.161338000297547,
1993-08-17,,,4.205320835113525,4.254287338256836,4.294611978530884,4.3133344650268555,4.208777585029602,4.159305424690246,
1993-08-18,,,4.248524188995361,4.24564561843872,4.294611978530884,4.303253149986267,4.214538249969483,4.157704882621765,
1993-08-19,,,4.21972131729126,4.231243324279785,4.294611978530884,4.296772289276123,4.220586972236633,4.15739592552185,
1993-08-20,,,4.262928485870361,4.234124183654785,4.284530544281006,4.29461190700531,4.226923785209656,4.159098672866821,
1993-08-23,,,4.320536613464356,4.251406288146972,4.273009443283081,4.288851356506347,4.234124698638916,4.1606594800949095,
1993-08-24,,,4.536561489105225,4.317654418945312,4.285970878601074,4.297492289543152,4.246510224342346,4.164954962730408,
1993-08-25,,,4.507761001586914,4.369501781463623,4.307573699951172,4.30541341304779,4.256015458106995,4.168388013839722,
1993-08-26,,,4.504870891571045,4.42653169631958,4.328887510299682,4.316070318222046,4.265174870491028,4.171935753822327,
1993-08-27,,,4.418241024017334,4.457594203948974,4.34585919380188,4.3223957300186155,4.274905939102172,4.174617195129395,
1993-08-30,,,4.562626361846924,4.5060121536254885,4.378709220886231,4.3373806238174435,4.28810076713562,4.177737288475036,
1993-08-31,,,4.490432262420654,4.496786308288574,4.407220363616943,4.350916171073914,4.299851713180542,4.178843035697937,
1993-09-01,,,4.548187255859375,4.504871559143067,4.437186670303345,4.365899324417114,4.3127577590942385,4.179377508163452,
1993-09-02,,,4.6059417724609375,4.525085735321045,4.475808715820312,4.385210347175598,4.32393858909607,4.182356328964233,
1993-09-03,,,4.548187255859375,4.551074981689453,4.504334592819214,4.39443256855011,4.331371965408326,4.184901208877563,
1993-09-06,,,4.548187255859375,4.548187160491944,4.527099657058716,4.400054550170898,4.333044633865357,4.188451342582702,
1993-09-07,,,4.504870891571045,4.551074886322022,4.523930597305298,4.404950737953186,4.337307395935059,4.192860703468323,
1993-09-08,,,4.418241024017334,4.5250856399536135,4.51497859954834,4.411276149749756,4.339261484146118,4.196978168487549,
1993-09-09,,,4.44711446762085,4.493320178985596,4.50920295715332,4.419045233726502,4.342945203781128,4.2013843679428104,
1993-09-10,,,4.504870891571045,4.484656906127929,4.517865943908691,4.431862568855285,4.3472079658508305,4.206942558288574,
1993-09-13,,,4.562626361846924,4.48754472732544,4.517865943908691,4.448287582397461,4.35262583732605,4.213939912319184,
1993-09-14,,,4.475995063781738,4.481769561767578,4.5164222240448,4.461821293830871,4.357175254821778,4.219640145301819,
1993-09-15,,,4.504870891571045,4.49909553527832,4.512090587615967,4.474638628959656,4.362302188873291,4.224911131858826,
1993-09-16,,,4.678134441375732,4.545299530029297,4.519309854507446,4.497559285163879,4.3711823558807374,4.232058346271515,
1993-09-17,,,4.764768600463867,4.597279071807861,4.540967988967895,4.522651290893554,4.381795206069946,4.2351894545555115,
1993-09-20,,,4.938028812408447,4.672359561920166,4.579952144622803,4.553525900840759,4.391264705657959,4.242350790500641,
1993-09-21,,,4.938028812408447,4.7647663116455075,4.623267936706543,4.57359926700592,4.405054798126221,4.2492249083518985,
1993-09-22,,,5.1546125411987305,4.894714641571045,4.696905088424683,4.605941843986511,4.426056890487671,4.258695662021637,
1993-09-23,,,5.169050216674805,4.992897796630859,4.7690986633300785,4.639150810241699,4.446771688461304,4.268598001003266,
1993-09-24,,,5.096858501434326,5.059315776824951,4.828297424316406,4.673081684112549,4.4663306331634525,4.277634847164154,
1993-09-27,,,5.039102554321289,5.079530525207519,4.875945043563843,4.696905493736267,4.483294277191162,4.28551970243454,
1993-09-28,,,5.0679802894592285,5.105520820617675,4.935143566131591,4.725782895088196,4.497091016769409,4.293836948871612,
1993-09-29,,,5.039102554321289,5.082418823242188,4.988566732406616,4.7503286600112915,4.508870058059692,4.3018654179573055,
1993-09-30,,,5.082418918609619,5.06509256362915,5.028995180130005,4.774152517318726,4.523531665802002,4.311332252025604,
1993-10-01,,,5.169050216674805,5.079530906677246,5.069423341751099,4.805195665359497,4.540789947509766,4.3228142237663265,
1993-10-04,,,5.197927474975586,5.111295890808106,5.0954132080078125,4.837682676315308,4.556033544540405,4.33386696100235,
1993-10-05,,,5.342316627502441,5.166163158416748,5.135841989517212,4.879554963111877,4.575605020523072,4.346794364452362,
1993-10-06,,,5.284558773040772,5.215254402160645,5.148836612701416,4.92287085056305,4.5943094253540036,4.358713414669037,
1993-10-07,,,5.197927474975586,5.238356113433838,5.151724338531494,4.960411500930786,4.612433319091797,4.370484158992768,
1993-10-08,,,5.111293792724609,5.2268048286437985,5.153167867660523,4.990732645988464,4.628824539184571,4.382537379264831,
1993-10-11,,,5.096858501434326,5.206591033935547,5.158943462371826,5.0174442529678345,4.645503139495849,4.3937282419204715,
1993-10-12,,,5.169050216674805,5.171937751770019,5.169050455093384,5.052097010612488,4.66448971748352,4.4056698107719425,
1993-10-13,,,5.183489799499512,5.151723957061767,5.183489179611206,5.086027956008911,4.683189029693604,4.415307495594025,
1993-10-14,,,5.125735759735107,5.137285614013672,5.187820863723755,5.10840802192688,4.701309318542481,4.426095850467682,
1993-10-15,,,5.053540229797363,5.125734901428222,5.17626986503601,5.122846603393555,4.715105266571045,4.437026343345642,
1993-10-18,,,4.851397037506104,5.076642608642578,5.1416168212890625,5.1185150146484375,4.7234182548522945,4.445935404300689,
1993-10-19,,,4.663695812225342,4.975571727752685,5.073754739761353,5.104798364639282,4.728553228378296,4.4526794409751895,
1993-10-20,,,4.57706356048584,4.854286479949951,5.0030052185058596,5.075920915603637,4.734259843826294,4.458269102573395,
1993-10-21,,,4.735886573791504,4.7763166427612305,4.956801128387451,5.054262733459472,4.743142919540405,4.466167089939117,
1993-10-22,,,4.779206275939941,4.721449851989746,4.923592376708984,5.038380122184753,4.753756561279297,4.474930303096771,
1993-10-25,,,4.634819507598877,4.678134346008301,4.8773884773254395,5.018165969848633,4.7617704296112064,4.482249648571014,
1993-10-26,,,4.6059417724609375,4.66658353805542,4.821077632904053,4.995064043998719,4.769782848358155,4.489280216693878,
1993-10-27,,,4.634819507598877,4.678134727478027,4.766210603713989,4.974849891662598,4.777508754730224,4.496023502349853,
1993-10-28,,,4.692574501037598,4.669472312927246,4.722894477844238,4.955357670783997,4.786965818405151,4.503776395320893,
1993-10-29,,,4.750329494476318,4.663696956634522,4.692573404312133,4.934421634674072,4.79671383857727,4.5118188118934635,
1993-11-01,,,4.663695812225342,4.6694722175598145,4.673803281784058,4.90771005153656,4.80357702255249,4.518850860595703,
1993-11-02,,,4.620376110076904,4.6723590850830075,4.669471311569214,4.871613025665283,4.805253314971924,4.525881769657135,
1993-11-03,,,4.475995063781738,4.64059419631958,4.659364461898804,4.831184840202331,4.80461799621582,4.5303167271614075,
1993-11-04,,,4.418241024017334,4.585727500915527,4.627599906921387,4.792200517654419,4.802885398864746,4.534030134677887,
1993-11-05,,,4.38936185836792,4.513533973693848,4.588615465164184,4.756103920936584,4.802307815551758,4.538606877326965,
1993-11-08,,,4.461555004119873,4.473105812072754,4.571289014816284,4.7243387460708615,4.800286388397216,4.544193577766419,
1993-11-09,,,4.548187255859375,4.458668041229248,4.565513563156128,4.69329559803009,4.801441488265991,4.550646600723266,
1993-11-10,,,4.461555004119873,4.455780029296875,4.548187112808227,4.657198858261109,4.799708843231201,4.556233301162719,
1993-11-11,,,4.475995063781738,4.467330837249756,4.526529169082641,4.62471182346344,4.7971099090576175,4.560524249076844,
1993-11-12,,,4.504870891571045,4.490432643890381,4.501983308792115,4.597278356552124,4.796243581771851,4.563807773590088,
1993-11-15,,,4.418241024017334,4.481769847869873,4.477437829971313,4.575620555877686,4.79364465713501,4.563344645500183,
1993-11-16,,,4.38936185836792,4.450004768371582,4.454336404800415,4.561903858184815,4.791334476470947,4.564320936203003,
1993-11-17,,,4.418241024017334,4.441341972351074,4.448561000823974,4.5539627313613895,4.791334476470947,4.565297980308532,
1993-11-18,,,4.38936185836792,4.42401533126831,4.445673084259033,4.53663649559021,4.790179424285888,4.566562314033508,
1993-11-19,,,4.201658248901367,4.363372802734375,4.426902723312378,4.507759094238281,4.784115171432495,4.565661568641662,
1993-11-22,,,4.071710586547852,4.294066715240478,4.387918281555176,4.47960364818573,4.774296855926513,4.563461346626282,
1993-11-23,,,4.331606388092041,4.282515621185302,4.366260194778443,4.465886878967285,4.7714090824127195,4.564292168617248,
1993-11-24,,,4.328711032867432,4.264609622955322,4.352975797653198,4.450581455230713,4.767885885238647,4.565094037055969,
1993-11-25,,,4.328711032867432,4.252479457855225,4.338247394561767,4.432388281822204,4.760897417068481,4.566039886474609,
1993-11-26,,,4.314232349395752,4.274994277954102,4.3191835403442385,4.410583424568176,4.751886692047119,4.566840949058533,
1993-11-29,,,4.386620044708252,4.337976169586182,4.31602144241333,4.396729636192322,4.740858516693115,4.566061611175537,4.319286123514176
1993-11-30,,,4.401098251342773,4.351874542236328,4.317195081710816,4.385765743255615,4.730119905471802,4.567587351799011,4.323484972715378
1993-12-01,,,4.502439022064209,4.386620140075683,4.325614881515503,4.387087941169739,4.717076435089111,4.571566662788391,4.327687925100326
1993-12-02,,,4.444530010223389,4.409783935546875,4.33113169670105,4.388402390480041,4.702586030960083,4.574678859710693,4.3311705243587495
1993-12-03,,,4.502439022064209,4.447425270080567,4.361209774017334,4.394056248664856,4.69069764137268,4.578514137268066,4.334655473232269
1993-12-06,46.875324726730014,A,4.516916751861572,4.47348461151123,4.405730390548706,4.396824336051941,4.680253925323487,4.5817741012573245,4.338859012126923
1993-12-07,46.88319614865467,A,4.459004878997803,4.485065937042236,4.418470239639282,4.392365217208862,4.668074417114258,4.582582716941833,4.3422703778743745
1993-12-08,46.79737075165829,A,4.415574073791504,4.467692947387695,4.427156543731689,4.390066170692444,4.655603847503662,4.5822369527816775,4.345536394119263
1993-12-09,46.806493305530886,A,4.502439022064209,4.479274749755859,4.444529342651367,4.391388368606568,4.644004249572754,4.583767957687378,4.3493085384368895
1993-12-10,46.72142658795775,A,4.487961769104004,4.476379299163819,4.461902284622193,4.390542912483215,4.630382480621338,4.585586214065552,4.352649302482605
1993-12-13,46.63606858471499,A,4.531394004821777,4.479274749755859,4.476379680633545,4.396200561523438,4.6170518112182615,4.586542677879334,4.356279026269913
1993-12-14,46.621140988046,A,4.487961769104004,4.4850661277771,4.485066032409668,4.401130557060242,4.599964714050293,4.5877848672866826,4.359117166996002
1993-12-15,46.59114723794166,A,4.415574073791504,4.4850661277771,4.476379537582398,4.40099720954895,4.5825850200653075,4.5884472227096555,4.360803565979004
1993-12-16,46.47647156744306,A,4.372142791748047,4.459006881713867,4.469140815734863,4.400136256217957,4.566069326400757,4.589251322746277,4.362272808551788
1993-12-17,46.420203564716694,P,4.401098251342773,4.441634178161621,4.45900673866272,4.410108256340027,4.55186541557312,4.590344977378845,4.36352781534195
1993-12-20,46.35991986564082,P,4.401098251342773,4.41557502746582,4.44742488861084,4.426577639579773,4.537950210571289,4.591726675033569,4.365141835212707
1993-12-21,46.302409646523955,P,4.372142791748047,4.392411231994629,4.438738679885864,4.428604459762573,4.522012062072754,4.593250889778137,4.367041884660721
1993-12-22,46.33715888253096,P,4.415574073791504,4.392411231994629,4.438738679885864,4.4329476118087765,4.506653747558594,4.594921388626099,4.368943692445755
1993-12-23,46.36567197181743,P,4.372142791748047,4.392411231994629,4.425709056854248,4.435119199752807,4.491581888198852,4.596445603370666,4.370125728845596
1993-12-24,46.35941204032855,P,4.372142791748047,4.386620140075683,4.414127159118652,4.438014721870422,4.4779539394378665,4.596529603004456,4.3715231740474705
1993-12-27,46.294049194935724,P,4.285280704498291,4.3634566307067875,4.389515829086304,4.432947754859924,4.46663161277771,4.595024933815003,4.372558106184005
1993-12-28,46.221902988942446,B,4.183939456939697,4.325815963745117,4.359113597869873,4.4220898151397705,4.457036485671997,4.5927948570251464,4.373517138957977
1993-12-29,46.06702059149154,B,4.097074508666992,4.2621160507202145,4.327263641357422,4.401821589469909,4.44743670463562,4.590848274230957,4.374257252216339
1993-12-30,45.929942382496755,B,4.068117618560791,4.201311016082764,4.2968611240386965,4.38300096988678,4.434081325531006,4.5886121225357055,4.37485258102417
1993-12-31,45.74078959738173,B,4.010208606719971,4.128924179077148,4.257772159576416,4.358389449119568,4.418701372146606,4.586228966712952,4.373865938186645
1994-01-03,45.65255760435599,B,4.053642272949219,4.082596492767334,4.22302656173706,4.3352257251739506,4.407077827453613,4.58442412853241,4.372881064414978
1994-01-04,45.626618039772914,B,4.068117618560791,4.059432125091552,4.192624044418335,4.3156813621521,4.39632134437561,4.583052096366882,4.371178760528564
1994-01-05,45.636057947226845,B,4.039165019989014,4.047850227355957,4.154983139038086,4.296860909461975,4.384408254623413,4.580958504676818,4.369331693649292
1994-01-06,45.66336815812216,B,4.039165019989014,4.042059707641601,4.121685361862182,4.2736972093582155,4.371340065002442,4.579152941703796,4.368274433612823
1994-01-07,45.83439791770636,B,4.169461250305176,4.073910236358643,4.101417207717896,4.257772183418274,4.359722700119018,4.578218269348144,4.368658471107483
1994-01-10,45.972182189883966,B,4.198416233062744,4.1028650283813475,4.092730760574341,4.241123294830322,4.350417108535766,4.576997065544129,4.368828272819519
1994-01-11,46.144307397583226,B,4.299753665924072,4.149192237854004,4.104312181472778,4.231712889671326,4.34400465965271,4.574628987312317,4.3697919750213625
1994-01-12,46.42430228718505,B,4.415574073791504,4.224474048614502,4.136162137985229,4.231712889671326,4.342796239852905,4.5737071180343625,4.371047565937042
1994-01-13,46.75111540824965,C,4.487961769104004,4.3142333984375,4.178146553039551,4.237503838539124,4.344190654754638,4.573538026809692,4.372736890316009
1994-01-14,47.028538277852476,C,4.574825763702393,4.3953063011169435,4.234608268737793,4.246190214157105,4.347899932861328,4.575103874206543,4.3748605346679685
1994-01-17,47.218035256621164,C,4.502439022064209,4.456110858917237,4.279487943649292,4.2512572526931764,4.348717613220215,4.574502000808716,4.376119644641876
1994-01-18,47.32301779300673,A,4.516916751861572,4.499543476104736,4.32436785697937,4.258495950698853,4.348092203140259,4.574766845703125,4.376804940700531
1994-01-19,47.27025456947164,A,4.459004878997803,4.5082296371459964,4.366351842880249,4.260667490959167,4.348041200637818,4.5738750219345095,4.376626265048981
1994-01-20,47.1910285308199,A,4.516916751861572,4.51402063369751,4.414127016067505,4.267906188964844,4.348859634399414,4.572984771728516,4.377670550346375
1994-01-21,46.99933082325962,C,4.444530010223389,4.487961483001709,4.441633892059326,4.271525549888611,4.347652816772461,4.571948199272156,4.37842470407486
1994-01-24,46.907500224639755,C,4.444530010223389,4.476379680633545,4.46624526977539,4.2794880151748655,4.348178596496582,4.570911626815796,4.379681484699249
1994-01-25,46.79467654072101,C,4.372142791748047,4.44742488861084,4.473484182357788,4.288898181915283,4.347834215164185,4.569584345817566,4.381222524642944
1994-01-26,46.7731302103843,C,4.415574073791504,4.43873872756958,4.473484182357788,4.304823160171509,4.347780876159668,4.569557676315307,4.383267922401428
1994-01-27,46.73962959055452,A,4.473484516143799,4.430052280426025,4.472036457061767,4.3250915050506595,4.349463329315186,4.569821376800537,4.385602872371674
1994-01-28,46.79962130497506,A,4.473484516143799,4.435843181610108,4.461902332305908,4.348255300521851,4.354899854660034,4.569507513046265,4.3882250356674195
1994-01-31,46.83047265808784,P,4.444530010223389,4.435843181610108,4.456111431121826,4.367799687385559,4.3623562431335445,4.568326549530029,4.3911332309246065
1994-02-01,46.90246292746759,A,4.459004878997803,4.453215599060059,4.450320243835449,4.3873440504074095,4.36490421295166,4.56815664768219,4.393898396492005
