Date,GRADE,GPS,GWW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-02-19,33.26269247458675,B,23.71661376953125,24.06312484741211,24.241242027282716,24.535288524627685,24.191156272888183,22.77114513397217,22.264277830123902
2001-02-20,33.233236147492455,B,23.709871292114254,23.932340240478517,24.170312690734864,24.51710319519043,24.168783912658693,22.833013610839842,22.23422929763794
2001-02-21,33.19457228379396,B,23.04920768737793,23.730095672607423,24.00245018005371,24.43652696609497,24.139069938659667,22.88243444442749,22.200669956207275
2001-02-22,33.08099293263469,B,22.988529205322266,23.43616714477539,23.847396087646484,24.3508189201355,24.125757179260255,22.932917346954344,22.166599760055544
2001-02-23,33.015995962853346,B,22.543590545654297,23.2015625,23.677510833740236,24.265932273864745,24.121160163879395,22.980619659423827,22.130719823837282
2001-02-26,33.06735627156564,B,23.608753204345703,23.179990386962892,23.6215576171875,24.238497161865233,24.15128734588623,23.03688762664795,22.105561809539793
2001-02-27,33.1000068240385,P,23.6424617767334,23.16650848388672,23.549424362182616,24.17919578552246,24.17286193847656,23.09766477584839,22.082025022506713
2001-02-28,33.20579115794599,P,23.60200500488281,23.277067947387692,23.50358180999756,24.038017559051514,24.205370635986327,23.161375179290772,22.062229318618776
2001-03-01,33.3307256545103,P,23.60200500488281,23.399763107299805,23.417965126037597,23.961258983612062,24.24123447418213,23.230509338378905,22.040150594711303
2001-03-02,33.527025696137684,P,24.22896194458008,23.73683738708496,23.46919994354248,23.92255868911743,24.27537769317627,23.302575283050537,22.025565023422242
2001-03-05,33.635175451935545,P,24.822214126586918,23.979529571533202,23.579759979248045,23.91050100326538,24.32138595581055,23.373481159210204,22.013945713043213
2001-03-06,33.764550402046666,A,24.7143497467041,24.193907165527342,23.680207824707033,23.925260257720947,24.36691463470459,23.45624200820923,22.000126695632936
2001-03-07,33.90519484200049,A,24.98401260375977,24.470308685302737,23.873688316345216,23.93806924819946,24.382606811523438,23.5400306892395,21.9924294090271
2001-03-08,34.030281002793124,A,25.03120994567871,24.756149673461916,24.07795639038086,23.96267623901367,24.404276008605958,23.61636417388916,21.984345541000366
2001-03-09,34.04742641300574,A,24.76154327392578,24.86266593933106,24.299751663208006,23.98863124847412,24.409647331237792,23.69417325973511,21.970762491226196
2001-03-12,33.933777079532994,A,23.78402328491211,24.655027770996092,24.31727867126465,23.969418144226076,24.395468254089355,23.756366024017336,21.9572728061676
2001-03-13,33.75146693031274,A,23.076169967651367,24.327391815185546,24.260649490356446,23.90503692626953,24.373003578186037,23.811063022613524,21.940658931732177
2001-03-14,33.50535595474482,B,22.577301025390625,23.846049499511718,24.158179092407227,23.830880451202393,24.320430641174315,23.863274745941162,21.924871377944946
2001-03-15,33.24840840421935,B,22.698644638061523,23.379536437988282,24.0678430557251,23.742904090881346,24.264413146972657,23.908355522155762,21.90969054222107
2001-03-16,32.92439270315925,B,21.566070556640625,22.74044189453125,23.80155391693115,23.635376930236816,24.19077667236328,23.92375316619873,21.89071461677551
2001-03-19,32.688478501361125,B,20.95933723449707,22.175504684448242,23.415266227722167,23.497513103485108,24.118426399230955,23.92765968322754,21.87752547264099
2001-03-20,32.53299888461007,B,20.993038177490234,21.758878326416017,23.04313507080078,23.361671447753906,24.054299087524413,23.92439329147339,21.867099075317384
2001-03-21,32.37371343010072,B,20.413280487060547,21.32607421875,22.586061859130858,23.229875087738037,23.961800804138182,23.9107399559021,21.85066082954407
2001-03-22,32.22449073288748,B,20.37957572937012,20.86226043701172,22.1208984375,23.09942741394043,23.871983489990235,23.892253589630126,21.840280179977416
2001-03-23,32.27187784811942,B,20.871694564819336,20.72338523864746,21.731913566589355,23.01583261489868,23.794525184631347,23.88581823348999,21.83827500343323
2001-03-26,32.444577974124776,B,21.82225227355957,20.89596824645996,21.5357364654541,22.926507568359376,23.736078033447267,23.88763023376465,21.84610731124878
2001-03-27,32.640846842612746,B,22.2132511138916,21.140010833740234,21.449444580078126,22.855047035217286,23.69048351287842,23.895029773712157,21.854026756286622
2001-03-28,32.90939849794649,B,22.26045036315918,21.509444808959962,21.417759513854982,22.787969303131103,23.643316764831543,23.891996955871583,21.866333026885986
2001-03-29,33.19916329268628,B,22.759313583374023,21.985392379760743,21.42382640838623,22.745834732055663,23.614514961242676,23.880112590789796,21.874907417297365
2001-03-30,33.41384778648578,B,22.819982528686523,22.37504997253418,21.54921760559082,22.675385761260987,23.586926536560057,23.880997428894045,21.88793592453003
2001-04-02,33.45185103657881,C,22.273927688598636,22.465385055541994,21.680676651000976,22.54797143936157,23.549255981445313,23.869292011260985,21.89657382965088
2001-04-03,33.37957663122724,C,21.70764541625977,22.364263916015624,21.75213737487793,22.397636222839356,23.50193733215332,23.841019401550295,21.902587881088255
2001-04-04,33.330437812459756,C,22.17954444885254,22.348082733154296,21.928763771057127,22.257412815093993,23.45231357574463,23.823337345123292,21.911895332336425
2001-04-05,33.31940724516447,C,23.035703659057617,22.403360748291014,22.19437656402588,22.157637500762938,23.41897384643555,23.815894470214843,21.924964752197265
2001-04-06,33.24910034505998,C,22.685163497924805,22.376396942138673,22.375723457336427,22.05381851196289,23.387850646972655,23.7973970413208,21.93607394218445
2001-04-09,33.28260028271824,C,22.907629013061523,22.50313720703125,22.484261131286623,22.00999879837036,23.36285411834717,23.78573755264282,21.944144668579103
2001-04-10,33.424916629076606,C,23.25145149230957,22.81189842224121,22.58808116912842,22.018762874603272,23.33131336212158,23.78338788986206,21.953934507369993
2001-04-11,33.48156726240578,C,22.934595108032227,22.96290855407715,22.655495643615723,22.036627578735352,23.26149387359619,23.77912784576416,21.966083307266235
2001-04-12,33.43576421536846,C,22.53009986877441,22.861787796020508,22.63257427215576,22.028200340270995,23.209352340698242,23.77082284927368,21.982435760498046
2001-04-13,33.450450883092486,C,22.53009986877441,22.83077507019043,22.60358600616455,22.076401805877687,23.159894981384276,23.757904605865477,21.99878821372986
2001-04-16,33.437132700813066,C,22.516616821289062,22.75257263183594,22.627854919433595,22.154265785217284,23.1089599609375,23.738979835510253,22.010507459640504
2001-04-17,33.39542425645646,C,22.590776443481445,22.620437622070312,22.716168022155763,22.234152698516844,23.072392196655272,23.72331304550171,22.021767330169677
2001-04-18,33.53143368010296,C,24.181774139404297,22.869873428344725,22.91639099121094,22.422577381134033,23.06147102355957,23.716845893859862,22.043265085220337
2001-04-19,33.67956602249715,C,23.912113189697266,23.1462760925293,23.004031944274903,22.59920425415039,23.048931884765626,23.710617961883546,22.060301475524902
2001-04-20,33.77003106381412,C,23.56829643249512,23.353915405273437,23.092345237731934,22.73403434753418,23.035448951721193,23.69549966812134,22.07416600227356
2001-04-23,33.936607893085295,C,24.8020076751709,23.810993576049803,23.28178310394287,22.883022117614747,23.048123397827148,23.687266139984132,22.091293535232545
2001-04-24,34.101698274876604,C,25.280651092529297,24.348968505859375,23.484703063964844,23.03639211654663,23.06646053314209,23.675011730194093,22.109776582717895
2001-04-25,34.136138231747815,A,25.61772727966309,24.636159133911132,23.75301628112793,23.204255962371825,23.097606468200684,23.672838439941405,22.129945011138915
2001-04-26,34.23160321177017,A,25.948047637939453,25.04334602355957,24.094811058044435,23.363692665100096,23.127403984069826,23.68151765823364,22.149482088088988
2001-04-27,34.40245384670806,A,26.23794174194336,25.57727508544922,24.465595245361328,23.534590625762938,23.177830543518066,23.693934593200684,22.170676202774047
2001-04-30,34.47672607459514,A,26.1435546875,25.84558448791504,24.828289031982422,23.72807197570801,23.226369361877442,23.708762817382812,22.193888874053954
2001-05-01,34.587934464578225,A,26.763784408569336,26.142211151123046,25.245589828491212,23.980878925323488,23.287447624206543,23.728115768432616,22.222278051376342
2001-05-02,34.678236582656126,A,26.972768783569336,26.413219451904297,25.524689292907716,24.220540142059328,23.36591884613037,23.75249439239502,22.253372478485108
2001-05-03,34.678313066198086,A,26.407371520996094,26.505084228515624,25.774215126037596,24.38912353515625,23.434295692443847,23.78002643585205,22.28039469718933
2001-05-04,34.681008965407436,A,26.67144012451172,26.591783905029295,26.08452949523926,24.588437366485596,23.516852684020996,23.819006423950196,22.31039754867554
2001-05-07,34.674866859603775,A,26.718847274780277,26.70684242248535,26.276213455200196,24.778998279571532,23.579054565429686,23.86517095565796,22.33856204032898
2001-05-08,34.606678830765276,A,27.01000213623047,26.75608596801758,26.44914855957031,24.966925811767577,23.64640537261963,23.909633655548095,22.366729545593262
2001-05-09,34.5619934266641,A,27.10478973388672,26.782490158081053,26.597854804992675,25.175435543060303,23.716461067199706,23.96091585159302,22.396201162338258
2001-05-10,34.63800163158447,A,27.646484375,27.030312728881835,26.76769847869873,25.43125476837158,23.797350654602052,24.01929256439209,22.4294189453125
2001-05-11,34.64073438583058,A,27.632951736450195,27.222615051269532,26.907199478149415,25.686397361755372,23.865430450439455,24.07040407180786,22.459663496017455
2001-05-14,34.65442184260082,A,27.497520446777344,27.378349685668944,27.042596054077148,25.935442543029787,23.91893657684326,24.120161266326903,22.488815841674803
2001-05-15,34.68187384957192,A,27.761598587036133,27.52866897583008,27.14237747192383,26.19398365020752,23.979881553649903,24.173398094177244,22.518043298721313
2001-05-16,34.68611070093343,A,28.20848655700684,27.749408340454103,27.265949249267578,26.395319271087647,24.044371032714842,24.21348892211914,22.548882570266723
2001-05-17,34.67131965924743,A,28.675689697265625,27.955249404907228,27.49278106689453,26.633498096466063,24.11726062774658,24.260768318176268,22.581907682418823
2001-05-18,34.71208033957749,A,28.98041343688965,28.224741744995118,27.723678398132325,26.90410394668579,24.20163803100586,24.305642681121824,22.61666506767273
2001-05-21,34.80776870493638,A,29.522085189819336,28.629654693603516,28.004002189636232,27.140107822418212,24.316399269104004,24.35593376159668,22.65329635620117
2001-05-22,34.881764971215475,A,29.33249855041504,28.943834686279295,28.236251831054688,27.3427001953125,24.441525840759276,24.407264709472656,22.693151845932007
2001-05-23,34.924960897152765,A,29.061662673950195,29.114469909667967,28.431939125061035,27.514896965026857,24.57121307373047,24.445821857452394,22.731235971450804
2001-05-24,34.870746074900524,A,28.77047538757324,29.13342704772949,28.54433822631836,27.656018352508546,24.692649688720703,24.47853141784668,22.76828134536743
2001-05-25,34.806290222589666,A,28.91268920898437,29.11988220214844,28.672311973571777,27.789755725860594,24.83958206176758,24.51517936706543,22.806037788391112
2001-05-28,34.71320314001384,A,28.91268920898437,28.998003005981445,28.81382884979248,27.928212451934815,24.998649101257325,24.55853775024414,22.8465061378479
2001-05-29,34.66569777048206,A,29.312166213989254,28.99393653869629,28.968885612487792,28.05563154220581,25.165031661987303,24.60966537475586,22.889597702026368
2001-05-30,34.66802568388303,A,29.42051887512207,29.065707778930665,29.090088844299316,28.178019046783447,25.345176429748534,24.65348861694336,22.93489987373352
2001-05-31,34.77242687465887,A,29.92158317565918,29.29592933654785,29.21467819213867,28.3537296295166,25.536016578674317,24.704000034332275,22.98041269302368
2001-06-01,34.867733180693975,A,30.185640335083008,29.55051956176758,29.33520088195801,28.529439640045165,25.72229549407959,24.758410339355468,23.027871627807617
2001-06-04,34.947262974032164,A,30.32784080505371,29.833549880981444,29.415776443481445,28.709889316558836,25.892407264709473,24.81424264907837,23.077084579467773
2001-06-05,34.993096360044376,A,30.40909767150879,30.052936172485353,29.52343635559082,28.879844093322752,26.056324195861816,24.873403854370117,23.126078004837037
2001-06-06,35.01638276160813,A,30.20595932006836,30.210024261474608,29.637866020202637,29.034902572631836,26.215234375,24.92927556991577,23.174472951889037
2001-06-07,35.045453239316664,A,30.9237060546875,30.410448837280274,29.853189086914064,29.19876365661621,26.37852222442627,24.996518592834473,23.232662677764893
2001-06-08,35.09630807838152,A,31.384130477905277,30.650146865844725,30.100333213806152,29.386322593688966,26.549805183410644,25.068365859985352,23.29174645423889
2001-06-11,35.07001531715329,A,30.32784080505371,30.650146865844725,30.241848373413085,29.527838611602782,26.710883445739746,25.13006971359253,23.345548782348633
2001-06-12,34.996891462043045,A,29.82678985595703,30.533685302734376,30.293310737609865,29.631098175048827,26.873266334533692,25.187601833343507,23.394133977890014
2001-06-13,34.91493883867918,A,29.7116813659668,30.434829711914062,30.322426986694335,29.706257915496828,27.023909072875977,25.238111324310303,23.44130920410156
2001-06-14,34.6725434360796,A,28.92622947692871,30.035334396362305,30.22289161682129,29.718784904479982,27.1417195892334,25.280346717834473,23.486434631347656
2001-06-15,34.41139296982647,A,29.16321563720703,29.591151428222656,30.120649147033692,29.72792501449585,27.271280632019042,25.32956563949585,23.533579387664794
2001-06-18,34.20466336444344,P,28.675689697265625,29.26072120666504,29.955434036254882,29.685605239868163,27.386641845703124,25.374747982025145,23.578703727722168
