,GRADE,0,SW,MA 5,MA 10,MA 20,MA 50,100,200
2024-09-26 00:00:00,,,49.5099983215332,47.79199981689453,47.48199996948242,46.34499988555908,44.89454986572266,,
2024-09-27 00:00:00,,,50.09000015258789,48.327999877929685,47.99900016784668,46.47849998474121,44.972592239379885,,
2024-09-30 00:00:00,,,49.41999816894531,48.86399917602539,48.26800003051758,46.578499984741214,45.008050689697264,,
2024-10-01 00:00:00,,,48.77000045776367,49.11799926757813,48.41199989318848,46.73199996948242,45.00847236633301,,
2024-10-02 00:00:00,,,47.83000183105469,49.123999786376956,48.40900001525879,46.84500007629394,44.995057373046876,,
2024-10-03 00:00:00,,,46.630001068115234,48.54800033569336,48.170000076293945,46.90950012207031,44.98087028503418,,
2024-10-04 00:00:00,,,46.7599983215332,47.88199996948242,48.10499992370605,47.01149997711182,44.947047805786134,,
2024-10-07 00:00:00,,,46.45000076293945,47.28800048828125,48.07599983215332,47.110499954223634,44.9320401763916,,
2024-10-08 00:00:00,,,46.119998931884766,46.758000183105466,47.9379997253418,47.25049991607666,44.926513290405275,,
2024-10-09 00:00:00,,,46.060001373291016,46.40400009155273,47.763999938964844,47.37700004577637,44.957507095336915,,
2024-10-10 00:00:00,,,45.400001525878906,46.15800018310547,47.353000259399415,47.41750011444092,45.00547744750977,,
2024-10-11 00:00:00,,,45.59999847412109,45.92600021362305,46.90400009155273,47.45150012969971,45.088021240234376,,
2024-10-14 00:00:00,,,45.290000915527344,45.694000244140625,46.49100036621094,47.379500198364255,45.198909225463865,,
2024-10-15 00:00:00,,,44.43999862670898,45.35800018310547,46.05800018310547,47.23500003814697,45.287039794921874,,
2024-10-16 00:00:00,,,45.38999938964844,45.22399978637695,45.81399993896484,47.11149997711182,45.41938362121582,,
2024-10-17 00:00:00,,,43.41999816894531,44.827999114990234,45.49299964904785,46.831499862670896,45.507364196777345,,
2024-10-18 00:00:00,,,44.34999847412109,44.577999114990234,45.25199966430664,46.67849979400635,45.62089332580567,,
2024-10-21 00:00:00,,,44.20000076293945,44.359999084472655,45.02699966430664,46.55149974822998,45.73360633850098,,
2024-10-22 00:00:00,,,44.540000915527344,44.37999954223633,44.8689998626709,46.40349979400635,45.82333992004394,,
2024-10-23 00:00:00,,,46.650001525878906,44.63199996948242,44.927999877929686,46.34599990844727,45.93819999694824,,
2024-10-24 00:00:00,,,45.86000061035156,45.12000045776367,44.97399978637695,46.163500022888186,46.000599975585935,,
2024-10-25 00:00:00,,,45.84000015258789,45.41800079345703,44.99799995422363,45.95100002288818,46.05919998168945,,
2024-10-28 00:00:00,,,45.290000915527344,45.63600082397461,44.99799995422363,45.744500160217285,46.09519996643066,,
2024-10-29 00:00:00,,,44.709999084472656,45.67000045776367,45.025,45.541500091552734,46.12919998168945,,
2024-10-30 00:00:00,,,50.06999969482422,46.354000091552734,45.49300003051758,45.65349998474121,46.250199966430664,,
2024-10-31 00:00:00,,,51.5,47.48199996948242,46.30100021362305,45.89699993133545,46.404399948120115,,
2024-11-01 00:00:00,,,51.459999084472656,48.60599975585937,47.012000274658206,46.13199996948242,46.526999893188474,,
