Date,GRADE,GPS,CMG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2006-01-26,,,0.8799999952316284,,,,,,
2006-01-27,,,0.843999981880188,,,,,,
2006-01-30,,,0.8960000276565552,,,,,,
2006-01-31,,,0.9503999948501588,,,,,,
2006-02-01,,,0.9312000274658204,0.9003200054168701,,,,,
2006-02-02,,,0.8949999809265137,0.9033200025558472,,,,,
2006-02-03,,,0.930999994277954,0.9207200050354004,,,,,
2006-02-06,,,0.954200029373169,0.9323600053787231,,,,,
2006-02-07,,,0.925599992275238,0.927400004863739,,,,,
2006-02-08,,,0.914799988269806,0.9241199970245362,0.9122200012207031,,,,
2006-02-09,,,0.8809999823570251,0.9213199973106384,0.9123199999332428,,,,
2006-02-10,,,0.8461999893188477,0.9043599963188171,0.9125400006771087,,,,
2006-02-13,,,0.8295999765396118,0.8794399857521057,0.9058999955654145,,,,
2006-02-14,,,0.8600000143051147,0.866319990158081,0.8968599975109101,,,,
2006-02-15,,,0.8539999723434448,0.8541599869728088,0.8891399919986724,,,,
2006-02-16,,,0.8889999985694885,0.8557599902153015,0.88853999376297,,,,
2006-02-17,,,0.8769999742507935,0.8619199872016907,0.8831399917602539,,,,
2006-02-20,,,0.8769999742507935,0.871399986743927,0.8754199862480163,,,,
2006-02-21,,,0.8619999885559082,0.8717999815940857,0.8690599858760834,,,,
2006-02-22,,,0.8773999810218811,0.876479983329773,0.8653199851512909,0.888769993185997,,,
2006-02-23,,,0.9160000085830688,0.881879985332489,0.8688199877738952,0.890569993853569,,,
2006-02-24,,,0.9333999752998352,0.8931599855422974,0.877539986371994,0.8950399935245514,,,
2006-02-27,,,0.9305999875068665,0.903879988193512,0.8876399874687195,0.8967699915170669,,,
2006-02-28,,,0.9120000004768372,0.9138799905776978,0.8928399860858918,0.8948499917984009,,,
2006-03-01,,,0.9100000262260436,0.9203999996185303,0.8984399914741517,0.893789991736412,,,
2006-03-02,,,0.915000021457672,0.9202000021934509,0.90103999376297,0.89478999376297,,,
2006-03-03,,,0.909600019454956,0.9154400110244751,0.9042999982833863,0.8937199950218201,,,
2006-03-06,,,0.9157999753952026,0.9124800086021423,0.9081799983978271,0.8917999923229217,,,
2006-03-07,,,0.8999999761581421,0.9100800037384034,0.9119799971580506,0.890519991517067,,,
2006-03-08,,,0.8500000238418579,0.8980800032615661,0.9092400014400482,0.8872799932956695,,,
2006-03-09,,,0.829200029373169,0.8809200048446655,0.9005600035190582,0.8846899956464768,,,
2006-03-10,,,0.842199981212616,0.8674399971961975,0.8914400041103363,0.8844899952411651,,,
2006-03-13,,,0.8682000041007996,0.8579200029373169,0.8852000057697296,0.8864199966192245,,,
2006-03-14,,,0.9739999771118164,0.8727200031280518,0.8914000034332276,0.8921199947595596,,,
2006-03-15,,,1.0401999950408936,0.9107599973678588,0.9044200003147125,0.9014299958944321,,,
2006-03-16,,,1.10099995136261,0.9651199817657471,0.9230199933052063,0.9120299935340881,,,
2006-03-17,,,1.0772000551223757,1.012119996547699,0.9397799968719482,0.9220399975776672,,,
