Date,GRADE,GPS,KEY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1987-11-05,,,1.5510388612747192,,,,,,
1987-11-06,,,1.5510388612747192,,,,,,
1987-11-09,,,1.507224678993225,,,,,,
1987-11-10,,,1.5510388612747192,,,,,,
1987-11-11,,,1.5510388612747192,1.5422760248184204,,,,,
1987-11-12,,,1.638668417930603,1.5598019361495972,,,,,
1987-11-13,,,1.638668417930603,1.577327847480774,,,,,
1987-11-16,,,1.6299059391021729,1.6018640995025635,,,,,
1987-11-17,,,1.603617787361145,1.6123798847198487,,,,,
1987-11-18,,,1.559802770614624,1.6141326665878295,1.578204345703125,,,,
1987-11-19,,,1.4721723794937134,1.5808334589004516,1.5703176975250244,,,,
1987-11-20,,,1.4721723794937134,1.5475342512130736,1.5624310493469238,,,,
1987-11-23,,,1.480936050415039,1.5177402734756469,1.5598021864891052,,,,
1987-11-24,,,1.5159876346588137,1.5002142429351806,1.5562970638275146,,,,
1987-11-25,,,1.480936050415039,1.4844408988952638,1.5492867827415466,,,,
1987-11-26,,,1.480936050415039,1.486193633079529,1.5335135459899902,,,,
1987-11-27,,,1.49846088886261,1.491451334953308,1.519492793083191,,,,
1987-11-30,,,1.4634100198745728,1.487946128845215,1.502843201160431,,,,
1987-12-01,,,1.4896987676620483,1.4826883554458619,1.4914512991905213,,,,
1987-12-02,,,1.480936050415039,1.4826883554458619,1.4835646271705627,1.5308844864368438,,,
1987-12-03,,,1.4546475410461426,1.4774306535720825,1.4818121433258056,1.526064920425415,,,
1987-12-04,,,1.428358793258667,1.463410234451294,1.477430784702301,1.5199309170246125,,,
1987-12-07,,,1.410832405090332,1.4528947114944457,1.4704204201698303,1.5151113033294679,,,
1987-12-08,,,1.4721723794937134,1.449389433860779,1.4660388946533203,1.5111679792404176,,,
1987-12-09,,,1.4195951223373413,1.4371212482452393,1.4599048018455505,1.5045957922935487,,,
1987-12-10,,,1.410832405090332,1.428358221054077,1.4528944373130799,1.493203991651535,,,
1987-12-11,,,1.3933064937591553,1.4213477611541747,1.4423789978027344,1.4809358954429626,,,
1987-12-14,,,1.4195951223373413,1.4231003046035766,1.4379975080490113,1.470420354604721,,,
1987-12-15,,,1.4371211528778076,1.4160900592803956,1.4327397465705871,1.462095522880554,,,
1987-12-16,,,1.4195951223373413,1.4160900592803956,1.4266056537628173,1.45508514046669,,,
1987-12-17,,,1.4634100198745728,1.4266055822372437,1.4274819016456604,1.454647022485733,,,
1987-12-18,,,1.5247507095336914,1.452894425392151,1.4371210932731628,1.457275938987732,,,
1987-12-21,,,1.49846088886261,1.4686675786972048,1.4458839416503906,1.4581521809101106,,,
1987-12-22,,,1.5159876346588137,1.4844408750534057,1.4502654671669006,1.4581521809101106,,,
1987-12-23,,,1.5802637338638306,1.5165745973587037,1.4663323283195495,1.46311856508255,,,
1987-12-24,,,1.562507390975952,1.5363940715789794,1.4814998269081117,1.4671971321105957,,,
1987-12-25,,,1.562507390975952,1.5439454078674317,1.4984199166297913,1.4703994572162629,,,
1987-12-28,,,1.6068966388702393,1.5656325578689576,1.517150068283081,1.4775737881660462,,,
1987-12-29,,,1.5447522401809692,1.5713854789733888,1.5279131770133971,1.4803264617919922,,,
1987-12-30,,,1.562507390975952,1.5678342103958127,1.5422044038772582,1.4844050288200379,,,
1987-12-31,,,1.5092393159866333,1.557180595397949,1.5467873334884643,1.4871346175670623,,,
1988-01-01,,,1.5092393159866333,1.5465269804000854,1.5452361941337585,1.4911786437034606,,,
1988-01-04,,,1.553629755973816,1.5358736038208007,1.550753080844879,1.498318511247635,,,
1988-01-05,,,1.6068966388702393,1.5483024835586547,1.5598439812660216,1.5050547242164611,,,
1988-01-06,,,1.5980195999145508,1.5554049253463744,1.5616195678710938,1.5139759480953217,,,
1988-01-07,,,1.6246529817581177,1.5784876585006713,1.5678341269493103,1.524666976928711,,,
1988-01-08,,,1.5447522401809692,1.5855902433395386,1.566058611869812,1.5322392642498017,,,
1988-01-11,,,1.5447522401809692,1.5838147401809692,1.559844172000885,1.538497120141983,,,
1988-01-12,,,1.518118143081665,1.5660590410232544,1.5571807622909546,1.5425469696521759,,,
1988-01-13,,,1.4914851188659668,1.5447521448135375,1.550078535079956,1.546141469478607,1.5161315131187438,,
1988-01-14,,,1.4648513793945312,1.5127918243408203,1.545639741420746,1.546213537454605,1.5144077634811401,,
1988-01-15,,,1.473728895187378,1.498587155342102,1.5420886993408203,1.5436624467372895,1.5128615641593932,,
1988-01-18,,,1.5092393159866333,1.491484570503235,1.537649655342102,1.5442013680934905,1.5129018568992614,,
1988-01-19,,,1.562507390975952,1.5003624200820922,1.5332107305526734,1.5465273559093475,1.5131312274932862,,
1988-01-20,,,1.5358741283416748,1.5092402219772338,1.5269961833953858,1.5443078756332398,1.5128279328346252,,
1988-01-21,,,1.518118143081665,1.5198935747146607,1.5163426995277405,1.5420884132385253,1.5104169273376464,,
1988-01-22,,,1.5447522401809692,1.534098243713379,1.5163426995277405,1.5412006556987763,1.5085386037826538,,
1988-01-25,,,1.5358741283416748,1.5394252061843872,1.515454888343811,1.537649530172348,1.5066579675674439,,
1988-01-26,,,1.5358741283416748,1.5340985536575318,1.517230486869812,1.5372056245803833,1.5053030943870545,,
1988-01-27,,,1.562507390975952,1.5394252061843872,1.5243327140808105,1.5372056245803833,1.505357186794281,,
1988-01-28,,,1.5802637338638306,1.5518543243408203,1.5358739495277405,1.540756845474243,1.5075190138816834,,
1988-01-29,,,1.5891411304473877,1.560732102394104,1.5474151730537415,1.5447519361972808,1.5098583889007569,,
1988-02-01,,,1.5891411304473877,1.5713855028152466,1.555405354499817,1.5465275049209595,1.512022490501404,,
1988-02-02,,,1.562507390975952,1.576712155342102,1.555405354499817,1.5443080425262452,1.5129528856277465,,
1988-02-03,,,1.5447522401809692,1.5731611251831055,1.5562931656837464,1.541644674539566,1.5142292094230652,,
1988-02-04,,,1.518118143081665,1.5607320070266724,1.5562931656837464,1.5363179326057435,1.5149728512763978,,
1988-02-05,,,1.518118143081665,1.5465274095535277,1.553629755973816,1.5349862277507782,1.5153659963607788,,
1988-02-08,,,1.5092393159866333,1.5305470466613769,1.5509662747383117,1.5332105815410615,1.51628258228302,,
1988-02-09,,,1.473728895187378,1.512791347503662,1.5447517514228821,1.530991119146347,1.5159631848335267,,
1988-02-10,,,1.4914851188659668,1.5021379232406615,1.5376495242118835,1.530991119146347,1.5161741662025452,,
1988-02-11,,,1.5092393159866333,1.5003621578216553,1.5305470824241638,1.5332105159759521,1.517266001701355,,
1988-02-12,,,1.5269967317581177,1.502137875556946,1.5243326425552368,1.5358739078044892,1.519238760471344,,
1988-02-15,,,1.5269967317581177,1.5056893587112428,1.5181182026863098,1.5367617785930634,1.5215620470046998,,
1988-02-16,,,1.4914851188659668,1.5092406034469605,1.5110159754753112,1.533210664987564,1.5219483017921447,,
1988-02-17,,,1.5358741283416748,1.518118405342102,1.5101281642913817,1.533210664987564,1.5242738819122315,,
1988-02-18,,,1.5269967317581177,1.5216698884963988,1.511016023159027,1.5336545944213866,1.5265971684455872,,
1988-02-19,,,1.5358741283416748,1.5234453678131104,1.5127916216850281,1.533210688829422,1.5294485211372375,,
1988-02-22,,,1.5358741283416748,1.5252208471298219,1.5154551029205323,1.533210688829422,1.5317741012573243,,
1988-02-23,,,1.5269967317581177,1.532323169708252,1.5207818865776062,1.5327668190002441,1.5335716128349304,,
1988-02-24,,,1.5358741283416748,1.532323169708252,1.525220787525177,1.5314351558685302,1.5358971929550171,,
1988-02-25,,,1.5447522401809692,1.5358742713928222,1.5287720799446105,1.5296595811843872,1.537524037361145,,
1988-02-26,,,1.5447522401809692,1.537649893760681,1.5305476307868957,1.5274401366710664,1.5379240679740906,,
1988-02-29,,,1.5269967317581177,1.5358744144439698,1.5305476307868957,1.5243329167366029,1.5384947848320008,,
1988-03-01,,,1.5092393159866333,1.532322931289673,1.5323230504989624,1.521669512987137,1.5383598184585572,,
1988-03-02,,,1.5092393159866333,1.5269959688186645,1.5296595692634583,1.51989386677742,1.5369393301010132,,
1988-03-03,,,1.473728895187378,1.5127912998199462,1.5243327856063842,1.5176744043827057,1.5351637601852417,,
1988-03-04,,,1.5358741283416748,1.5110156774520873,1.5243327856063842,1.5185622036457063,1.5346310949325561,,
1988-03-07,,,1.5447522401809692,1.5145667791366577,1.5252205967903136,1.520337849855423,1.5333882069587708,,
1988-03-08,,,1.562507390975952,1.5252203941345213,1.528771662712097,1.5247767746448517,1.5337433099746705,,
1988-03-09,,,1.562507390975952,1.5358740091323853,1.531434988975525,1.528327888250351,1.5337433099746705,,
1988-03-10,,,1.562507390975952,1.5536297082901,1.533210504055023,1.530991291999817,1.5348086714744569,,
1988-03-11,,,1.553629755973816,1.5571808338165283,1.5340982556343077,1.5323229432106018,1.5356964802742004,,
1988-03-14,,,1.5802637338638306,1.5642831325531006,1.539424955844879,1.5349862933158875,1.5362291598320008,,
1988-03-15,,,1.5713859796524048,1.5660588502883912,1.5456396222114561,1.5389813363552094,1.535518946647644,,
1988-03-16,,,1.562507390975952,1.5660588502883912,1.550966429710388,1.5403129994869231,1.5348087024688721,,
1988-03-17,,,1.5802637338638306,1.5696101188659668,1.5616199135780333,1.5429763495922089,1.5339209175109862,,
1988-03-18,,,1.5891411304473877,1.576712393760681,1.5669466137886046,1.5456396996974946,1.5348086953163147,,
1988-03-21,,,1.5447522401809692,1.569610095024109,1.5669466137886046,1.5460836052894593,1.5348086953163147,,
1988-03-22,,,1.5269967317581177,1.5607322454452515,1.5633955478668211,1.5460836052894593,1.5349862670898438,,
1988-03-23,,,1.553629755973816,1.5589567184448243,1.5625077843666078,1.5469713866710664,1.5362291598320008,1.5261803364753723,
1988-03-24,,,1.562507390975952,1.5554054498672483,1.5625077843666078,1.5478591442108154,1.5381822800636291,1.5262950217723847,
1988-03-25,,,1.5481075048446655,1.547198724746704,1.5619555592536927,1.5480269074440003,1.5396698522567749,1.5262657082080842,
1988-03-28,,,1.52110493183136,1.5424692630767822,1.5560396790504456,1.5477323174476623,1.5399071645736695,1.5264045107364654,
1988-03-29,,,1.5031031370162964,1.5376905441284179,1.5492113947868347,1.5474255084991455,1.5387190794944763,1.5259251534938811,
1988-03-30,,,1.5121045112609863,1.529385495185852,1.544171106815338,1.5475687682628632,1.5382436871528626,1.525535809993744,
1988-03-31,,,1.5481075048446655,1.5265055179595948,1.5409554839134216,1.5512876987457276,1.5388434743881225,1.5246302008628845,
1988-04-01,,,1.5481075048446655,1.5265055179595948,1.5368521213531494,1.551899367570877,1.5389105796813964,1.5237245917320252,
1988-04-04,,,1.5391056537628174,1.5301056623458862,1.5362874627113343,1.5516170382499694,1.5389752101898193,1.5228165888786316,
1988-04-05,,,1.5391056537628174,1.5373061656951905,1.5374983549118042,1.5504469513893127,1.5390398406982422,1.5221714675426483,
1988-04-06,,,1.5391056537628174,1.5427063941955566,1.5360459446907044,1.549276864528656,1.5385718059539795,1.5219644963741303,
1988-04-07,,,1.5301047563552856,1.5391058444976806,1.5328056812286377,1.5476567327976227,1.5375686264038086,1.522543820142746,
1988-04-08,,,1.5481075048446655,1.5391058444976806,1.5328056812286377,1.547380620241165,1.5367479538917541,1.5233031713962555,
1988-04-11,,,1.566107988357544,1.544506311416626,1.5373059868812562,1.5466728329658508,1.5362872910499572,1.5241548907756806,
1988-04-12,,,1.5571070909500122,1.548106598854065,1.5427063822746276,1.5459588885307312,1.5361792850494385,1.5245660853385925,
1988-04-13,,,1.5571070909500122,1.551706886291504,1.5472066402435303,1.5456888735294343,1.5364263820648194,1.5253277957439422,
1988-04-14,,,1.5301047563552856,1.551706886291504,1.5454063653945922,1.543180924654007,1.5366661143302918,1.5258194828033447,
1988-04-15,,,1.5031031370162964,1.54270601272583,1.5409059286117555,1.5388790249824524,1.5363658142089844,1.5258659052848815,
1988-04-18,,,1.5121045112609863,1.5319053173065185,1.5382058143615722,1.5372466385364532,1.5364231181144714,1.5263528501987458,
1988-04-19,,,1.485102653503418,1.5175044298171998,1.5328055143356323,1.5351519346237184,1.5366505932807923,1.5263068890571594,
1988-04-20,,,1.4581013917922974,1.4977032899856568,1.5247050881385804,1.5303755164146424,1.5359829187393188,1.526078542470932,
1988-04-21,,,1.4671015739440918,1.485102653503418,1.518404769897461,1.5256052255630492,1.535140163898468,1.5262030827999116,
1988-04-22,,,1.5031031370162964,1.485102653503418,1.513904333114624,1.5233550071716309,1.5346622920036317,1.5269505262374878,
1988-04-25,,,1.5301047563552856,1.4887027025222779,1.5103040099143983,1.5238049983978272,1.534724452495575,1.5281432497501373,
1988-04-26,,,1.4941034317016602,1.4905028581619262,1.504003643989563,1.5233550131320954,1.5347768187522888,1.5283625602722168,
