Date,GRADE,GPS,EXPD,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-09-26,,,0.1307833790779113,,,,,,
1984-09-27,,,0.132764846086502,,,,,,
1984-09-28,,,0.1288019716739654,,,,,,
1984-10-01,,,0.1268205642700195,,,,,,
1984-10-02,,,0.1248390823602676,0.12880196869373314,,,,,
1984-10-03,,,0.1248390823602676,0.12761310935020442,,,,,
1984-10-04,,,0.1208754405379295,0.1252352282404899,,,,,
1984-10-05,,,0.1208754405379295,0.12364992201328273,,,,,
1984-10-08,,,0.1188939809799194,0.12206460535526271,,,,,
1984-10-09,,,0.1188939809799194,0.12087558507919308,0.12483877688646312,,,,
1984-10-10,,,0.1188939809799194,0.11968656480312342,0.12364983707666392,,,,
1984-10-11,,,0.1188939809799194,0.11929027289152143,0.12226275056600569,,,,
1984-10-12,,,0.1149310767650604,0.11810140013694759,0.12087566107511516,,,,
1984-10-15,,,0.1149310767650604,0.11730881929397581,0.11968671232461925,,,,
1984-10-16,,,0.1169125959277153,0.11691254228353498,0.11889406368136402,,,,
1984-10-17,,,0.1149310767650604,0.11611996144056318,0.1179032631218433,,,,
1984-10-18,,,0.1208754405379295,0.1165162533521652,0.11790326312184332,,,,
1984-10-19,,,0.1248390823602676,0.11849785447120664,0.11829962730407713,,,,
1984-10-22,,,0.1268205642700195,0.12087575197219844,0.11909228563308713,,,,
1984-10-23,,,0.1268205642700195,0.12285734564065928,0.11988494396209715,0.12236186042428013,,,
1984-10-24,,,0.1288019716739654,0.1256315246224403,0.12087574303150173,0.12226279005408283,,,
1984-10-25,,,0.1268205642700195,0.12682054936885828,0.12166840136051174,0.1219655759632587,,,
1984-10-26,,,0.1288019716739654,0.12761312723159784,0.12305549085140224,0.1219655759632587,,,
1984-10-29,,,0.1288019716739654,0.12800940871238703,0.12444258034229276,0.12206464633345601,,,
1984-10-30,,,0.1288019716739654,0.12840569019317621,0.12563151791691776,0.1222627907991409,,,
1984-10-31,,,0.1288019716739654,0.12840569019317621,0.12701860740780826,0.1224609352648258,,,
1984-11-01,,,0.1288019716739654,0.1288019716739654,0.12781126052141184,0.12285726182162757,,,
1984-11-02,,,0.1288019716739654,0.1288019716739654,0.12820754945278162,0.12325358837842937,,,
1984-11-05,,,0.1268205642700195,0.12840569019317621,0.12820754945278162,0.12364991754293438,,,
1984-11-06,,,0.1268205642700195,0.12800940871238703,0.12820754945278162,0.12404624670743938,,,
1984-11-07,,,0.1268205642700195,0.12761312723159784,0.12800940871238703,0.12444257587194438,,,
1984-11-08,,,0.1268205642700195,0.12721684575080866,0.12800940871238703,0.12483890503644939,,,
1984-11-09,,,0.1248390823602676,0.12642426788806913,0.12761311978101725,0.12533430531620976,,,
1984-11-12,,,0.1228568404912948,0.12563152313232417,0.1270186066627502,0.12573059350252147,,,
1984-11-13,,,0.1228568404912948,0.12483877837657924,0.12642409354448314,0.12602780573070044,,,
1984-11-14,,,0.1208754405379295,0.12364975363016124,0.12563144043087954,0.12632502391934392,,,
1984-11-15,,,0.1208754405379295,0.12246072888374324,0.12483878731727596,0.12632502391934392,,,
1984-11-16,,,0.1208754405379295,0.12166800051927562,0.12404613420367236,0.126126841828227,,,
1984-11-19,,,0.1208754405379295,0.12127172052860255,0.12345162183046336,0.1258295856416225,,,
1984-11-20,,,0.1208754405379295,0.1208754405379295,0.12285710945725437,0.125532329455018,,,
1984-11-21,,,0.1188939809799194,0.12047914862632747,0.12206445112824435,0.1250369299203157,,,
1984-11-22,,,0.1188939809799194,0.12008285671472545,0.12127179279923435,0.1246406007558107,,,
1984-11-23,,,0.1188939809799194,0.11968656480312342,0.12067728266119952,0.12414520122110839,,,
1984-11-26,,,0.1188939809799194,0.11929027289152143,0.12028099671006198,0.12364980168640609,,,
1984-11-27,,,0.1169125959277153,0.11849770396947859,0.11968657225370402,0.12305533289909358,,,
1984-11-28,,,0.1169125959277153,0.11810142695903776,0.11929028779268262,0.12246086411178107,,,
1984-11-29,,,0.1149310767650604,0.11730884611606596,0.11869585141539571,0.12176731936633582,,,
1984-11-30,,,0.1169125959277153,0.11691256910562516,0.1182995669543743,0.12117285057902334,,,
1984-12-03,,,0.1169125959277153,0.11651629209518433,0.11790328249335287,0.12067745216190813,,,
1984-12-04,,,0.1188939809799194,0.11691256910562513,0.11770513653755185,0.12028112299740312,0.12269870325922963,,
1984-12-05,,,0.1169125959277153,0.11691256910562513,0.11750699803233147,0.11978572458028791,0.1224212875962257,,
1984-12-06,,,0.1169125959277153,0.11730887293815613,0.11730885952711105,0.1192903261631727,0.12210424259304997,,
1984-12-07,,,0.1169125959277153,0.11730887293815613,0.11711072102189064,0.11889400184154508,0.12186645507812496,,
1984-12-10,,,0.1169125959277153,0.11730887293815613,0.11691258251667022,0.1185967896133661,0.12166829571127888,,
1984-12-11,,,0.1169125959277153,0.1169125959277153,0.11691258251667022,0.11829957738518712,0.12150976598262783,,
1984-12-12,,,0.1169125959277153,0.1169125959277153,0.11691258251667022,0.11810143515467642,0.12135123625397679,,
1984-12-13,,,0.1149310767650604,0.11651629209518433,0.11691258251667022,0.11780421696603297,0.12123234897851941,,
1984-12-14,,,0.1149310767650604,0.11611998826265332,0.11671443060040473,0.11750699877738953,0.12111346170306202,,
1984-12-17,,,0.1169125959277153,0.11611998826265332,0.11671443060040473,0.11730885654687881,0.12107383400201793,,
1984-12-18,,,0.1169125959277153,0.11611998826265332,0.11651629209518433,0.1171107143163681,0.12103420630097388,,
1984-12-19,,,0.1169125959277153,0.11611998826265332,0.11651629209518433,0.1170116450637579,0.12099457859992979,,
1984-12-20,,,0.1169125959277153,0.11651629209518433,0.11651629209518433,0.1169125758111477,0.12095495089888571,,
1984-12-21,,,0.1169125959277153,0.1169125959277153,0.11651629209518433,0.11681350655853748,0.1209945812821388,,
1984-12-24,,,0.1149310767650604,0.11651629209518433,0.11631814017891884,0.11661536134779453,0.1209945812821388,,
1984-12-25,,,0.1149310767650604,0.11611998826265332,0.11611998826265332,0.11651628538966179,0.12095495089888571,,
1984-12-26,,,0.1149310767650604,0.11572368443012235,0.11592183634638784,0.11641720943152904,0.12095495089888571,,
1984-12-27,,,0.1169125959277153,0.11572368443012235,0.11611998826265332,0.11651628538966179,0.12087569400668143,,
1984-12-28,,,0.1169125959277153,0.11572368443012235,0.11631814017891881,0.11651628538966179,0.12071716427803038,,
1984-12-31,,,0.1169125959277153,0.11611998826265335,0.11631814017891881,0.11651628538966179,0.1205190049111843,,
1985-01-01,,,0.1169125959277153,0.11651629209518433,0.11631814017891881,0.11641721613705158,0.12032084554433821,,
1985-01-02,,,0.1169125959277153,0.1169125959277153,0.11631814017891881,0.11641721613705158,0.1200830580294132,,
1985-01-03,,,0.1169125959277153,0.1169125959277153,0.11631814017891881,0.11641721613705158,0.11988489866256712,,
1985-01-04,,,0.1169125959277153,0.1169125959277153,0.11631814017891881,0.11641721613705158,0.11964711114764212,,
1985-01-07,,,0.1169125959277153,0.1169125959277153,0.11651629209518433,0.11641721613705158,0.11940932363271711,,
1985-01-08,,,0.1169125959277153,0.1169125959277153,0.11671444401144981,0.11641721613705158,0.11917153611779212,,
1985-01-09,,,0.1169125959277153,0.1169125959277153,0.1169125959277153,0.11641721613705158,0.11893374860286711,,
1985-01-10,,,0.1169125959277153,0.1169125959277153,0.1169125959277153,0.11651629209518433,0.1186959610879421,,
1985-01-11,,,0.1169125959277153,0.1169125959277153,0.1169125959277153,0.11661536805331707,0.1184581735730171,,
1985-01-14,,,0.1169125959277153,0.1169125959277153,0.1169125959277153,0.11661536805331707,0.11826001420617102,,
1985-01-15,,,0.1169125959277153,0.1169125959277153,0.1169125959277153,0.11661536805331707,0.11806185483932494,,
1985-01-16,,,0.1268205642700195,0.11889418959617615,0.11790339276194572,0.11711076647043228,0.11806185483932494,,
1985-01-17,,,0.1288019716739654,0.12127206474542615,0.11909233033657074,0.11770523525774476,0.11810148298740385,,
1985-01-18,,,0.1288019716739654,0.12364993989467618,0.12028126791119576,0.11829970404505727,0.11818074077367781,,
1985-01-21,,,0.1288019716739654,0.12602781504392618,0.12147020548582074,0.11899324879050252,0.11829964339733123,,
1985-01-22,,,0.1288019716739654,0.12840569019317621,0.12265914306044576,0.11968679353594777,0.11841854602098464,,
1985-01-23,,,0.132764846086502,0.1295945465564727,0.12424436807632444,0.12057848200201986,0.11865633413195609,,
1985-01-24,,,0.1367284506559372,0.1311798423528671,0.12622595354914662,0.12156927473843096,0.11897339433431624,,
1985-01-25,,,0.1387099027633667,0.13316142857074734,0.12840568423271176,0.12265914008021353,0.11933008357882498,,
1985-01-28,,,0.1426728218793869,0.13593559861183163,0.13098170682787894,0.1239471513777971,0.11976603120565413,,
1985-01-29,,,0.1426728218793869,0.13870976865291593,0.13355772942304608,0.12523516267538068,0.12020197883248328,,
1985-01-30,,,0.1545622050762176,0.14306924045085906,0.13633189350366587,0.1271176431328058,0.12091534331440924,,
