Date,GRADE,GPS,CPRT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-03-17,,,0.1523440033197403,,,,,,
1994-03-18,,,0.158853992819786,,,,,,
1994-03-21,,,0.158853992819786,,,,,,
1994-03-22,,,0.158853992819786,,,,,,
1994-03-23,,,0.158853992819786,0.15755199491977684,,,,,
1994-03-24,,,0.1601559966802597,0.15911439359188073,,,,,
1994-03-25,,,0.1666669994592666,0.16067699491977688,,,,,
1994-03-28,,,0.1575520038604736,0.16041659712791437,,,,,
1994-03-29,,,0.1484380066394806,0.1583333998918533,,,,,
1994-03-30,,,0.1510419994592666,0.15677100121974943,0.15716149806976315,,,,
1994-03-31,,,0.1445309966802597,0.15364600121974942,0.15638019740581507,,,,
1994-04-01,,,0.1445309966802597,0.14921880066394805,0.15494789779186244,,,,
1994-04-04,,,0.1419270038604736,0.14609380066394806,0.15325519889593123,,,,
1994-04-05,,,0.1458330005407333,0.1455727994441986,0.15195309966802595,,,,
1994-04-06,,,0.1471350044012069,0.14479140043258662,0.15078120082616803,,,,
1994-04-07,,,0.1536460071802139,0.14661440253257746,0.15013020187616344,,,,
1994-04-08,,,0.1523440033197403,0.14817700386047358,0.14869790226221083,,,,
1994-04-11,,,0.15625,0.15104160308837886,0.14856770187616347,,,,
1994-04-12,,,0.1549479961395263,0.1528646022081375,0.14921870082616803,,,,
1994-04-13,,,0.1549479961395263,0.15442720055580136,0.14960930049419402,0.15338539928197856,,,
1994-04-14,,,0.1536460071802139,0.15442720055580136,0.1505208015441894,0.15345049947500225,,,
1994-04-15,,,0.1523440033197403,0.15442720055580136,0.15130210220813747,0.15312499999999996,,,
1994-04-18,,,0.1510419994592666,0.15338560044765467,0.15221360176801677,0.152734400331974,,,
1994-04-19,,,0.1484380066394806,0.15208360254764552,0.1524741023778915,0.15221360102295872,,,
1994-04-20,,,0.1458330005407333,0.15026060342788694,0.15234390199184417,0.1515625514090061,,,
1994-04-21,,,0.1458330005407333,0.14869800209999082,0.1515626013278961,0.15084640160202978,,,
1994-04-22,,,0.1458330005407333,0.14739580154418944,0.1509115010499954,0.1498047016561031,,,
