Date,GRADE,GPS,DLR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2004-12-23,,,6.22740364074707,6.0603271484375,5.9285423278808596,5.849471163749695,,,
2004-12-24,,,6.22740364074707,6.1085738182067875,5.9718749046325685,5.878285241127014,,,
2004-12-27,,,6.075516700744629,6.131804180145264,6.002699327468872,5.8988348007202145,,,
2004-12-28,,,6.044243812561035,6.138951396942138,6.0308431625366214,5.916033792495727,,,
2004-12-29,,,6.001761436462402,6.115265846252441,6.048037719726563,5.9223973751068115,,,
2004-12-30,,,6.010802745819092,6.071945667266846,6.066136407852173,5.933680415153503,,,
2004-12-31,,,6.087632179260254,6.043991374969482,6.076282596588134,5.94433753490448,,,
2005-01-03,,,6.141866683959961,6.057261371612549,6.094532775878906,5.958376574516296,,,
2005-01-04,,,6.168979644775391,6.08220853805542,6.110579967498779,5.976451754570007,,,
2005-01-05,,,5.965604782104492,6.074977207183838,6.09512152671814,5.987485194206238,,,
2005-01-06,,,6.051476001739502,6.08311185836792,6.077528762817383,6.003035545349121,5.757401027679443,,
2005-01-07,,,5.992722988128662,6.064130020141602,6.054060697555542,6.012967801094055,5.7700404453277585,,
2005-01-10,,,6.010802745819092,6.037917232513427,6.047589302062988,6.02514431476593,5.783041458129883,,
2005-01-11,,,5.992722988128662,6.002665901184082,6.042437219619751,6.036640191078186,5.795680875778198,,
2005-01-12,,,6.010802745819092,6.011705493927002,6.04334135055542,6.045689535140991,5.807341785430908,,
2005-01-13,,,6.042435169219971,6.009897327423095,6.0465045928955075,6.0563205003738405,5.820439434051513,,
2005-01-14,,,6.141866683959961,6.039726066589355,6.0519280433654785,6.0641053199768065,5.835346994400024,,
2005-01-17,,,6.141866683959961,6.06593885421753,6.0519280433654785,6.073230409622193,5.850879974365235,,
2005-01-18,,,6.191579341888428,6.105710124969482,6.054188013076782,6.082383990287781,5.867407207489014,,
2005-01-19,,,6.168979644775391,6.137345504760742,6.074525499343872,6.084823513031006,5.883482446670532,,
2005-01-20,,,6.1283063888549805,6.154519748687744,6.08220853805542,6.079868650436401,5.898654937744141,,
2005-01-21,,,6.146383762359619,6.155423164367676,6.097574615478516,6.075817656517029,5.911776571273804,,
2005-01-24,,,6.110229969024658,6.149095821380615,6.107517337799072,6.07755331993103,5.923281669616699,,
2005-01-25,,,6.101188659667969,6.131017684936523,6.118363904953003,6.080400562286377,5.933623151779175,,
2005-01-26,,,6.1960978507995605,6.136441326141357,6.13689341545105,6.090117383003235,5.945773448944092,,
2005-01-27,,,6.191579341888428,6.149095916748047,6.151807832717895,6.099156212806702,5.955957126617432,,
2005-01-28,,,6.23676872253418,6.167172908782959,6.161298036575317,6.106613039970398,5.967133960723877,,
2005-01-31,,,6.23676872253418,6.192480659484863,6.170788240432739,6.1113581418991085,5.9790255641937256,,
2005-02-01,,,6.23676872253418,6.219596672058105,6.175307178497315,6.1147475957870485,5.989398260116577,,
2005-02-02,,,6.304563522338867,6.241289806365967,6.1888655662536625,6.1316955327987674,6.001216220855713,,
2005-02-03,,,6.318119525909424,6.266597843170166,6.2078468799591064,6.145027709007263,6.01330530166626,,
2005-02-04,,,6.309080600738525,6.281060218811035,6.224116563796997,6.1608455896377565,6.026464471817016,,
2005-02-07,,,6.349756240844727,6.303657722473145,6.248069190979004,6.177793264389038,6.040169086456299,,
2005-02-08,,,6.327159404754639,6.321735858917236,6.270666265487671,6.194515085220337,6.052706995010376,,
2005-02-09,,,6.2593674659729,6.312696647644043,6.276993227005005,6.206943321228027,6.060404548645019,,
2005-02-10,,,6.376873970031738,6.324447536468506,6.295522689819336,6.223665261268616,6.0722391891479495,,
2005-02-11,,,6.580247402191162,6.378680896759033,6.329870557785034,6.245584297180176,6.086354341506958,,
2005-02-14,,,6.553129196166992,6.419355487823486,6.361506605148316,6.266147422790527,6.100195207595825,,
2005-02-15,,,6.539572238922119,6.461838054656982,6.39178695678711,6.283547067642212,6.114837131500244,,
2005-02-16,,,6.553129196166992,6.5205904006958,6.416643524169922,6.302754545211792,6.131000995635986,,
2005-02-17,,,6.327159404754639,6.510647487640381,6.417547512054443,6.312697196006775,6.142734804153442,,
2005-02-18,,,6.327159404754639,6.460029888153076,6.419355392456055,6.321735978126526,6.153396434783936,,
2005-02-21,,,6.327159404754639,6.4148359298706055,6.417095708847046,6.3325824499130245,6.1645941734313965,,
2005-02-22,,,6.272927284240723,6.361506938934326,6.411672496795655,6.341169381141663,6.17479660987854,,
2005-02-23,,,6.2593674659729,6.302754592895508,6.411672496795655,6.344332861900329,6.183387641906738,,
2005-02-24,,,6.318119525909424,6.300946617126465,6.405797052383423,6.35065987110138,6.193153715133667,,
2005-02-25,,,6.349756240844727,6.305465984344482,6.382747936248779,6.356309247016907,6.200425434112549,,
2005-02-28,,,6.476297855377197,6.3352936744689945,6.3750648021698,6.368285703659057,6.210764093399048,,
2005-03-01,,,6.440147399902344,6.368737697601318,6.365122318267822,6.378454637527466,6.219396886825561,,
2005-03-02,,,6.553129196166992,6.4274900436401365,6.365122318267822,6.390882921218872,6.228055686950683,,
2005-03-03,,,6.512453556060791,6.46635684967041,6.3836517333984375,6.400599622726441,6.233756685256958,,
2005-03-04,,,6.548609733581543,6.506127548217774,6.405796766281128,6.412576079368591,6.2401808071136475,,
2005-03-07,,,6.562167644500732,6.523301506042481,6.429297590255738,6.423196649551391,6.249913825988769,,
2005-03-08,,,6.440147399902344,6.523301506042481,6.4460196018219,6.428846049308777,6.257831897735596,,
2005-03-09,,,6.444663047790527,6.501608276367188,6.464549160003662,6.438110828399658,6.266689929962158,,
2005-03-10,,,6.46726131439209,6.492569828033448,6.479463338851929,6.442630195617676,6.275819101333618,,
2005-03-11,,,6.427720546722412,6.468391990661621,6.487259769439698,6.435003852844238,6.282620868682861,,
2005-03-14,,,6.731175899505615,6.502193641662598,6.512747573852539,6.443906188011169,6.294407052993774,,
2005-03-15,,,6.515078544616699,6.517179870605469,6.520240688323975,6.442681503295899,6.3013290309906,,
2005-03-16,,,6.436913967132568,6.515630054473877,6.508619165420532,6.436870741844177,6.310755214691162,,
2005-03-17,,,6.423117637634277,6.506801319122315,6.499685573577881,6.4416686534881595,6.318188047409057,6.037794537544251,
2005-03-18,,,6.482893943786621,6.517835998535157,6.493113994598389,6.449455380439758,6.327991466522217,6.049015955924988,
2005-03-21,,,6.501285076141357,6.4718578338623045,6.487025737762451,6.458161664009094,6.337801113128662,6.060421285629272,
2005-03-22,,,6.395534992218018,6.4479491233825685,6.482564496994018,6.464292049407959,6.345857353210449,6.070769114494324,
2005-03-23,,,6.551864147186279,6.4709391593933105,6.493284606933594,6.478916883468628,6.356678581237793,6.082010183334351,
2005-03-24,,,6.671402931213379,6.520596218109131,6.513698768615723,6.496581053733825,6.369257936477661,6.094848685264587,
2005-03-25,,,6.671402931213379,6.558298015594483,6.53806700706482,6.512663388252259,6.37984866142273,6.107597827911377,
2005-03-28,,,6.671402931213379,6.592321586608887,6.532089710235596,6.522418642044068,6.390439386367798,6.120659680366516,
2005-03-29,,,6.666807651519775,6.6465761184692385,6.5472626209259035,6.533751654624939,6.399943952560425,6.133675580024719,
2005-03-30,,,6.749567031860352,6.686116695404053,6.578527927398682,6.543573546409607,6.411555700302124,6.147519073486328,
2005-03-31,,,6.607032775878906,6.673242664337158,6.596919441223145,6.548302507400512,6.421130228042602,6.159892582893372,
2005-04-01,,,6.579446315765381,6.654851341247559,6.606574678421021,6.549844336509705,6.429791479110718,6.170784025192261,
2005-04-04,,,6.584043502807617,6.637379455566406,6.6148505210876465,6.550938129425049,6.439267749786377,6.181274709701538,
2005-04-05,,,6.510480880737305,6.606114101409912,6.626345109939575,6.554454803466797,6.447453594207763,6.190538372993469,
2005-04-06,,,6.712785243988037,6.598757743835449,6.642437219619751,6.5678609132766725,6.4577873420715335,6.201780395507813,
2005-04-07,,,6.634621620178223,6.604275512695312,6.6387590885162355,6.576228928565979,6.466648187637329,6.21130265712738,
2005-04-08,,,6.446113109588623,6.577608871459961,6.616230106353759,6.5771485567092896,6.470835075378418,6.218984518051148,
2005-04-11,,,6.4139275550842285,6.543585681915284,6.590482568740844,6.56128613948822,6.474378252029419,6.226701908111572,
2005-04-12,,,6.620828628540039,6.56565523147583,6.585884666442871,6.566573643684388,6.482059450149536,6.235728855133057,
2005-04-13,,,6.505882263183594,6.524274635314941,6.561516189575196,6.570022058486939,6.48608582496643,6.243651022911072,
2005-04-14,,,6.390939235687256,6.475538158416748,6.53990683555603,6.568413138389587,6.487542219161988,6.250423760414123,
2005-04-15,,,6.358750820159912,6.458065700531006,6.517837285995483,6.562205982208252,6.4885356235504155,6.257500047683716,
2005-04-18,,,6.363349914550781,6.447950172424316,6.4957679271697994,6.555309224128723,6.488807497024536,6.264488291740418,
2005-04-19,,,6.436913967132568,6.411167240142822,6.488411235809326,6.557378172874451,6.491002588272095,6.2718547916412355,
2005-04-20,,,6.427720546722412,6.395534896850586,6.459904766082763,6.551170992851257,6.494369649887085,6.277387099266052,
2005-04-21,,,6.469098567962647,6.411166763305664,6.443352460861206,6.54105577468872,6.496214141845703,6.284226665496826,
2005-04-22,,,6.436913967132568,6.426799392700195,6.442432546615601,6.52933132648468,6.4933474731445315,6.289850907325745,
2005-04-25,,,6.492089748382568,6.452547359466553,6.450248765945434,6.52036566734314,6.492126684188843,6.296160945892334,
2005-04-26,,,6.446113109588623,6.454387187957764,6.432777214050293,6.509330940246582,6.490257501602173,6.302547316551209,
2005-04-27,,,6.510480880737305,6.470939254760742,6.433237075805664,6.49737663269043,6.489404535293579,6.3102027654647825,
2005-04-28,,,6.482893943786621,6.473698329925537,6.442432546615601,6.491169691085815,6.492519226074219,6.317627015113831,
2005-04-29,,,6.561057567596436,6.4985270500183105,6.462663221359253,6.4902502536773685,6.497197189331055,6.325296812057495,
2005-05-02,,,6.61622953414917,6.523355007171631,6.487951183319092,6.491859555244446,6.502978591918946,6.333786382675171,
2005-05-03,,,6.7035908699035645,6.574850559234619,6.514618873596191,6.501515054702759,6.511591863632202,6.343194236755371,
2005-05-04,,,6.846120834350586,6.641978549957275,6.556458902359009,6.508181834220887,6.5233269309997555,6.353357286453247,
2005-05-05,,,6.850715637207031,6.715542888641357,6.594620609283448,6.518986535072327,6.533978853225708,6.363566284179687,
2005-05-06,,,6.74036979675293,6.751405334472656,6.624966192245483,6.533699369430542,6.541791124343872,6.371108279228211,
2005-05-09,,,6.887497425079346,6.805658912658691,6.664506959915161,6.557377862930298,6.550015115737915,6.380389604568482,
2005-05-10,,,6.841518878936768,6.833244514465332,6.704047536849975,6.5684123754501345,6.558042545318603,6.3887197160720826,
2005-05-11,,,6.712785243988037,6.806577396392822,6.724277973175049,6.5787575244903564,6.561235666275024,6.394645676612854,
2005-05-12,,,6.666807651519775,6.7697957992553714,6.742669343948364,6.592550945281983,6.564322748184204,6.399039716720581,
2005-05-13,,,6.584043502807617,6.738530540466309,6.744967937469482,6.603815579414368,6.565031423568725,6.402606115341187,
2005-05-16,,,6.694392204284668,6.699909496307373,6.752784204483032,6.620367693901062,6.567675914764404,6.408794870376587,
2005-05-17,,,6.653012275695801,6.662208175659179,6.747726345062256,6.631172609329224,6.571933212280274,6.414882555007934,
2005-05-18,,,6.712785243988037,6.662208175659179,6.734392786026001,6.645425844192505,6.577295656204224,6.421992793083191,
2005-05-19,,,6.763359546661377,6.6815185546875,6.725657176971436,6.660138893127441,6.583217620849609,6.429518361091613,
2005-05-20,,,6.89209508895874,6.743128871917724,6.740829706192017,6.68289794921875,6.592505111694336,6.4375629901885985,
2005-05-23,,,7.002446174621582,6.804739665985108,6.75232458114624,6.708415770530701,6.597930517196655,6.446168785095215,
2005-05-24,,,6.924283504486084,6.858993911743164,6.760601043701172,6.7323242902755736,6.606114616394043,6.453721823692322,
2005-05-25,,,6.901292324066162,6.896695327758789,6.779451751708985,6.751864862442017,6.615402183532715,6.463078699111938,
2005-05-26,,,6.924283504486084,6.928880119323731,6.805199337005615,6.773934340476989,6.625425500869751,6.471806774139404,
2005-05-27,,,6.956470489501953,6.941755199432373,6.842442035675049,6.793704986572266,6.634897031784058,6.481444249153137,
2005-05-30,,,6.956470489501953,6.932560062408447,6.868649864196778,6.810717034339905,6.644000740051269,6.4909009265899655,
2005-05-31,,,6.896695137023926,6.927042388916016,6.89301815032959,6.820372247695923,6.654023942947387,6.499940648078918,
2005-06-01,,,6.933478355407715,6.933479595184326,6.915087461471558,6.8247401237487795,6.661656227111816,6.509167404174804,
2005-06-02,,,6.970259189605713,6.942674732208252,6.935777425765991,6.830717301368713,6.667633352279663,6.518445644378662,
2005-06-03,,,6.974855422973633,6.946351718902588,6.94405345916748,6.842441582679749,6.673702402114868,6.5267755317687985,
2005-06-06,,,6.988650798797607,6.952787780761719,6.942673921585083,6.847499251365662,6.680047359466553,6.535243372917176,
2005-06-07,,,7.007044315338135,6.97485761642456,6.950950002670288,6.85577552318573,6.68685209274292,6.543398022651672,
2005-06-08,,,7.255321979522705,7.039226341247558,6.986352968215942,6.882902359962463,6.696967191696167,6.5542614459991455,
2005-06-09,,,7.356476783752441,7.116469860076904,7.029572296142578,6.917385816574097,6.7119560718536375,6.56654314994812,
2005-06-10,,,7.365670204162598,7.194632816314697,7.070492267608643,6.956467151641846,6.727680549621582,6.57873601436615,
2005-06-13,,,7.306842803955078,7.258271217346191,7.105529499053955,6.987089681625366,6.742136535644531,6.590702142715454,
2005-06-14,,,7.344191551208496,7.325700664520264,7.150279140472412,7.021648645401001,6.758810749053955,6.603132171630859,
2005-06-15,,,7.586973190307617,7.392030906677246,7.215628623962402,7.06535804271698,6.776294507980347,6.61704092502594,
2005-06-16,,,7.600986003875732,7.440932750701904,7.278701305389404,7.107239365577698,6.795621795654297,6.631134991645813,
2005-06-17,,,7.516944408416748,7.471187591552734,7.332910203933716,7.138481831550598,6.817038421630859,6.643936748504639,
2005-06-20,,,7.470254421234131,7.503869915008545,7.381070566177368,7.161872243881225,6.838164958953858,6.656271605491638,
2005-06-21,,,7.647672653198242,7.564566135406494,7.445133399963379,7.198041701316834,6.858701839447021,6.6703806447982785,
2005-06-22,,,7.610321521759033,7.569235801696777,7.480633354187011,7.233493161201477,6.88079062461853,6.68343822479248,
2005-06-23,,,7.717705726623535,7.592579746246338,7.516756248474121,7.27316427230835,6.907325954437256,6.697434086799621,
2005-06-24,,,7.997839450836182,7.688758754730225,7.57997317314148,7.325232720375061,6.940107727050782,6.7143216753005985,
2005-06-27,,,7.797079086303711,7.754123687744141,7.628996801376343,7.367263150215149,6.96878231048584,6.728794903755188,
2005-06-28,,,7.937142848968506,7.812017726898193,7.688291931152344,7.419285535812378,6.998786888122559,6.744894738197327,
2005-06-29,,,8.035192489624023,7.896991920471192,7.733113861083984,7.474371242523193,7.030936326980591,6.762652988433838,
2005-06-30,,,8.114564895629883,7.976363754272461,7.784471750259399,7.531586527824402,7.063845653533935,6.780029897689819,
2005-07-01,,,8.287315368652344,8.034258937835693,7.861508846282959,7.597209525108338,7.100853681564331,6.797100577354431,
2005-07-04,,,8.287315368652344,8.13230619430542,7.94321494102478,7.662142753601074,7.136758193969727,6.814442439079285,
2005-07-05,,,8.240622520446777,8.193002128601075,8.002509927749633,7.723821663856507,7.17264838218689,6.831452941894531,
2005-07-06,,,8.179927825927734,8.221949195861816,8.059470558166504,7.770051956176758,7.206037321090698,6.847720928192139,
2005-07-07,,,8.15658187866211,8.230352592468261,8.103358173370362,7.810057210922241,7.239511079788208,6.8660151529312134,
2005-07-08,,,8.334004402160645,8.239690399169922,8.136974668502807,7.858473920822144,7.274970016479492,6.886083602905273,
2005-07-11,,,8.352680206298828,8.252763366699218,8.192534780502319,7.910765790939331,7.309699029922485,6.906338810920715,
2005-07-12,,,8.418041229248047,8.288247108459473,8.240624618530273,7.964458274841308,7.343988037109375,6.927789950370789,
2005-07-13,,,8.394699096679688,8.331201362609864,8.27657527923584,8.004844570159912,7.374959602355957,6.949143266677856,
2005-07-14,,,8.221949577331543,8.34427490234375,8.287313747406007,8.035892748832703,7.402384281158447,6.968181567192078,
2005-07-15,,,8.049201011657715,8.287314224243165,8.263502311706542,8.06250557899475,7.428560905456543,6.985176014900207,
2005-07-18,,,8.0772123336792,8.232220649719238,8.24249200820923,8.092853474617005,7.45235520362854,7.001185159683228,
2005-07-19,,,8.151910781860352,8.1789945602417,8.233620834350585,8.11806538105011,7.4785630416870115,7.018302793502808,
2005-07-20,,,8.310653686523438,8.16218547821045,8.246693420410157,8.15308198928833,7.51052041053772,7.035878038406372,
2005-07-21,,,8.497411727905273,8.217277908325196,8.280776405334473,8.192067289352417,7.54713249206543,7.0557276201248165,
2005-07-22,,,8.502080917358398,8.307853889465331,8.297584056854248,8.217279362678529,7.5854932403564455,7.075262331962586,
2005-07-25,,,8.6048002243042,8.413371467590332,8.322796058654784,8.257665419578553,7.623701400756836,7.09568865776062,
2005-07-26,,,8.651488304138184,8.513286972045899,8.3461407661438,8.293382692337037,7.663670921325684,7.1178020668029784,
2005-07-27,,,8.660823822021484,8.583320999145508,8.372753238677978,8.32466425895691,7.702631692886353,7.139963674545288,
2005-07-28,,,8.833576202392578,8.650553894042968,8.433915901184083,8.360614824295045,7.744036026000977,7.163626823425293,
2005-07-29,,,8.842915534973145,8.718720817565918,8.513287353515626,8.388394832611084,7.783052434921265,7.187778773307801,
2005-08-01,,,8.894269943237305,8.776614761352539,8.594993114471436,8.418742561340332,7.820888910293579,7.209409713745117,
2005-08-02,,,8.912943840026855,8.828905868530274,8.671096420288086,8.452358627319336,7.860662117004394,7.233388366699219,
2005-08-03,,,9.109042167663574,8.918549537658691,8.750935268402099,8.498814344406128,7.904817113876343,7.260109648704529,
2005-08-04,,,8.945621490478516,8.940958595275879,8.795756244659424,8.538266324996949,7.945243873596191,7.285334687232972,6.661564612388611
2005-08-05,,,8.894269943237305,8.951229476928711,8.834975147247315,8.56627960205078,7.983999862670898,7.309448447227478,6.679232201576233
2005-08-08,,,8.707514762878418,8.913878440856934,8.845246601104737,8.58402132987976,8.019020748138427,7.331510744094849,6.69596601486206
2005-08-09,,,8.754204750061035,8.88213062286377,8.855518245697022,8.60082950592041,8.05617094039917,7.355097441673279,6.712933278083801
2005-08-10,,,8.707514762878418,8.801825141906738,8.860187339782716,8.616470289230346,8.091651668548584,7.3766539478302,6.729332065582275
2005-08-11,53.101240604538276,A,8.744866371154785,8.761674118041991,8.851316356658936,8.642616128921508,8.127143812179565,7.397388582229614,6.746118633747101
2005-08-12,53.01235706290003,A,8.730856895446777,8.728991508483887,8.840110492706298,8.676698923110962,8.162263841629029,7.4179831218719485,6.762790474891663
2005-08-15,53.08460427623575,P,8.884933471679688,8.764475250244141,8.839176845550536,8.717084980010986,8.20018949508667,7.440118427276611,6.780389053821564
2005-08-16,53.218715595010515,A,9.118379592895508,8.837310218811036,8.859720420837402,8.765408420562744,8.242416200637818,7.4646341466903685,6.799154863357544
2005-08-17,53.36765926874279,A,9.127718925476074,8.921351051330566,8.861588096618652,8.806261682510376,8.279864139556885,7.488415665626526,6.817967369556427
2005-08-18,53.48910621641556,A,9.118379592895508,8.996053695678711,8.878863906860351,8.837310075759888,8.315102195739746,7.513529133796692,6.836710858345032
2005-08-19,53.62650308023601,A,9.179073333740234,9.085696983337403,8.907344245910645,8.87115969657898,8.351370258331299,7.53952540397644,6.8551547145843506
2005-08-22,53.68806596659329,A,9.188409805297852,9.146392250061036,8.955433750152588,8.900340175628662,8.389001598358155,7.565569067001343,6.873421888351441
2005-08-23,53.57245026820584,A,9.010994911193848,9.124915313720702,8.98111276626587,8.918315505981445,8.422337665557862,7.590574207305909,6.890556290149688
2005-08-24,53.46613566651663,A,8.99232006072998,9.097835540771484,9.009593296051026,8.93489031791687,8.450444602966309,7.613369555473327,6.90757497549057
2005-08-25,53.3260887331874,A,8.926952362060547,9.059550094604493,9.027801895141602,8.939559125900269,8.476963930130005,7.636292862892151,6.923797760009766
2005-08-26,53.19222286520486,A,8.996991157531738,9.023133659362793,9.054415321350097,8.947262907028199,8.506564865112304,7.661801643371582,6.940393080711365
2005-08-29,53.02261382839995,A,8.931620597839355,8.971775817871094,9.059084033966064,8.949130439758301,8.53579218864441,7.686978573799133,6.956840240955353
2005-08-30,52.95216992016227,A,8.98298168182373,8.96617317199707,9.045544242858886,8.952632331848145,8.562498369216918,7.71060010433197,6.973164479732514
2005-08-31,52.86260192985961,A,8.880268096923828,8.94376277923584,9.020799160003662,8.941193628311158,8.587897300720215,7.734343962669373,6.988997492790222
2005-09-01,52.82987702117659,P,8.880268096923828,8.934425926208496,8.996988010406493,8.937925958633423,8.61114854812622,7.759237251281738,7.004830505847931
2005-09-02,52.74092136184478,P,8.870924949645996,8.909212684631347,8.96617317199707,8.936758708953857,8.628610258102418,7.784358992576599,7.020929520130157
2005-09-05,52.7179802649228,P,8.870924949645996,8.897073554992676,8.934424686431885,8.944929218292236,8.650087175369263,7.809434742927551,7.036961517333984
2005-09-06,52.74774612720545,P,9.015661239624023,8.903609466552734,8.934891319274902,8.958002042770385,8.671657543182373,7.835222215652466,7.053538503646851
2005-09-07,52.77716107132354,P,8.880268096923828,8.903609466552734,8.923686122894287,8.966639709472656,8.68855905532837,7.85974769115448,7.068567395210266
2005-09-08,52.81663716684403,P,8.954967498779297,8.918549346923829,8.926487636566161,8.977144765853883,8.705367107391357,7.884606380462646,7.084416522979736
2005-09-09,52.88233680625669,A,8.996991157531738,8.943762588500977,8.926487636566161,8.99045147895813,8.719560623168945,7.910207152366638,7.100029029846191
2005-09-12,52.85885446616465,A,8.852251052856445,8.940027809143066,8.91855068206787,8.988817358016968,8.730859336853028,7.933808765411377,7.114984855651856
2005-09-13,52.71495571743753,P,8.750086784362793,8.88691291809082,8.895261192321778,8.970402717590332,8.741048622131348,7.956848502159119,7.129697909355164
2005-09-14,52.6353114703941,P,8.735897064208984,8.858038711547852,8.880824089050293,8.950811624526978,8.752168006896973,7.979102663993835,7.144652714729309
2005-09-15,52.55059568327186,P,8.811574935913086,8.829360198974609,8.873954772949219,8.935471391677856,8.765267868041992,8.0023894739151,7.160008244514465
2005-09-16,52.42250187308326,P,8.75954532623291,8.781871032714843,8.86281681060791,8.91449499130249,8.773778686523437,8.024374351501464,7.1748355817794796
2005-09-19,52.318436465750295,P,8.627115249633789,8.736843872070313,8.838435840606689,8.886430263519287,8.779267387390137,8.044483208656311,7.1891347956657405
2005-09-20,52.24765228519994,P,8.523062705993652,8.691439056396485,8.789175987243652,8.862033653259278,8.781367816925048,8.062677927017212,7.202936081886292
2005-09-21,52.148766113376865,P,8.480488777160645,8.640357398986817,8.749198055267334,8.83644208908081,8.783083610534668,8.079021606445313,7.21618944644928
2005-09-22,52.02734120065606,P,8.489950180053711,8.576032447814942,8.702696323394775,8.814591979980468,8.788443622589112,8.095413951873779,7.2294901180267335
2005-09-23,51.97098535937821,P,8.537245750427246,8.531572532653808,8.656721782684325,8.791604709625243,8.798204517364502,8.113382711410523,7.2422454953193665
2005-09-26,51.9895767863238,P,8.570355415344238,8.5202205657959,8.628532218933106,8.773541450500488,8.808067378997803,8.130211291313172,7.255300447940827
2005-09-27,52.045763076064866,P,8.537245750427246,8.523057174682616,8.607248115539551,8.751254653930664,8.81577407836914,8.147168560028076,7.26794413805008
2005-09-28,52.04567685655373,P,8.348058700561523,8.496571159362793,8.568464279174805,8.724644184112549,8.816522178649903,8.163521294593812,7.279083485603333
2005-09-29,52.0199082260063,P,8.32913589477539,8.46440830230713,8.520220375061035,8.697087574005128,8.813156661987305,8.180144577026367,7.289592146873474
2005-09-30,52.04328681415253,P,8.513594627380371,8.459678077697754,8.495625305175782,8.679221057891846,8.813386936187744,8.199440088272095,7.30102310180664
2005-10-03,52.06397840503277,P,8.598734855651855,8.465353965759277,8.492787265777588,8.66561155319214,8.813265628814698,8.218483514785767,7.313639192581177
2005-10-04,52.08129669331624,P,8.584547996520996,8.474814414978027,8.498935794830322,8.644055891036988,8.811926822662354,8.237798871994018,7.326340713500977
2005-10-05,52.135485474031846,P,8.428464889526367,8.490895652770996,8.493733406066895,8.621465730667115,8.807279644012452,8.254955668449401,7.3384742307662965
2005-10-06,52.26500537390668,P,8.598734855651855,8.54481544494629,8.50461187362671,8.603654098510741,8.802582817077637,8.273309421539306,7.3514138913154605
2005-10-07,52.370450609072826,A,8.821035385131836,8.606303596496582,8.532990837097168,8.594856309890748,8.802145214080811,8.292598824501038,7.365080907344818
2005-10-10,52.38461570517786,A,8.702790260314941,8.6271146774292,8.546234321594238,8.587383270263672,8.798315620422363,8.309602265357972,7.377885525226593
2005-10-11,52.512433374235336,A,8.96292781829834,8.702790641784668,8.588802528381347,8.59802532196045,8.799315299987793,8.329988708496094,7.391855266094208
