Date,GRADE,GPS,PFG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-10-23,,,11.50537395477295,,,,,,
2001-10-24,,,12.135425567626951,,,,,,
2001-10-25,,,12.025850296020508,,,,,,
2001-10-26,,,11.779311180114746,,,,,,
2001-10-29,,,11.614944458007812,11.812181091308593,,,,,
2001-10-30,,,12.07516384124756,11.926139068603515,,,,,
2001-10-31,,,12.327183723449709,11.964490699768067,,,,,
2001-11-01,,,12.025850296020508,11.964490699768067,,,,,
2001-11-02,,,12.151863098144531,12.039001083374023,,,,,
2001-11-05,,,12.05324649810791,12.126661491394042,11.969421291351319,,,,
2001-11-06,,,12.381966590881348,12.188022041320801,12.057080554962159,,,,
2001-11-07,,,11.971062660217283,12.116797828674317,12.040644264221191,,,,
2001-11-08,,,11.95462703704834,12.102553176879884,12.033521938323975,,,,
2001-11-09,,,11.834088325500488,12.038998222351074,12.038999652862548,,,,
2001-11-12,,,12.04228687286377,12.036806297302245,12.081733894348144,,,,
2001-11-13,,,11.971062660217283,11.954625511169434,12.071323776245118,,,,
2001-11-14,,,11.916278839111328,11.943668746948243,12.03023328781128,,,,
2001-11-15,,,12.014891624450684,11.955721664428712,12.029137420654298,,,,
2001-11-16,,,12.190211296081545,12.026946258544921,12.032972240447998,,,,
2001-11-19,,,12.23404312133789,12.065297508239746,12.051051902770997,12.010236597061157,,,
2001-11-20,,,12.447710037231444,12.160626983642578,12.057626247406006,12.057353401184082,,,
2001-11-21,,,12.529895782470703,12.283350372314453,12.113509559631348,12.07707691192627,,,
2001-11-22,,,12.529895782470703,12.386351203918457,12.171036434173583,12.10227918624878,,,
2001-11-23,,,12.261441230773926,12.400597190856933,12.213771724700928,12.126385688781738,,,
2001-11-26,,,12.23404312133789,12.400597190856933,12.23294734954834,12.157340621948242,,,
2001-11-27,,,12.272394180297852,12.365534019470214,12.263080501556397,12.167202138900757,,,
2001-11-28,,,12.491546630859377,12.35786418914795,12.3206072807312,12.17542028427124,,,
2001-11-29,,,12.535374641418455,12.3589599609375,12.372655582427978,12.200896501541138,,,
2001-11-30,,,12.573724746704102,12.421416664123536,12.411006927490234,12.221989583969116,,,
2001-12-03,,,12.573724746704102,12.489352989196778,12.444975090026855,12.248013496398926,,,
2001-12-04,,,12.573724746704102,12.549619102478028,12.457576560974122,12.257601404190064,,,
2001-12-05,,,12.710694313049316,12.593448638916016,12.475656414031983,12.294582986831665,,,
2001-12-06,,,12.847662925720217,12.655906295776367,12.507433128356933,12.339234781265258,,,
2001-12-07,,,12.847662925720217,12.71069393157959,12.566055297851562,12.389913511276244,,,
2001-12-10,,,12.792876243591309,12.754524230957031,12.621938610076905,12.427442979812621,,,
2001-12-11,,,12.86957836151123,12.813694953918457,12.681657028198241,12.47236876487732,,,
2001-12-12,,,12.957237243652344,12.863003540039063,12.72822608947754,12.52441668510437,,,
2001-12-13,,,12.86409854888916,12.866290664672851,12.761098480224609,12.566877031326294,,,
2001-12-14,,,13.192824363708496,12.935322952270507,12.82300844192505,12.617007684707641,,,
2001-12-17,,,12.97914981842041,12.972577667236328,12.86355094909668,12.654263019561768,,,
2001-12-18,,,12.97914981842041,12.994491958618164,12.90409345626831,12.680835008621216,,,
2001-12-19,,,12.880531311035156,12.979150772094727,12.921077156066895,12.698366785049439,,,
2001-12-20,,,12.918888092041016,12.990108680725097,12.928199672698975,12.717816400527955,,,
2001-12-21,,,12.803829193115234,12.912309646606445,12.923816299438476,12.74493579864502,,,
2001-12-24,,,12.820265769958496,12.880532836914062,12.926555252075195,12.77424693107605,,,
2001-12-25,,,12.820265769958496,12.848756027221679,12.921623992919923,12.801640510559082,,,
2001-12-26,,,12.76547622680664,12.825745010375977,12.90244789123535,12.815336990356446,,,
2001-12-27,,,12.902447700500488,12.82245693206787,12.906282806396485,12.833690643310547,,,
2001-12-28,,,12.886013984680176,12.83889389038086,12.875601768493652,12.84930510520935,,,
2001-12-31,,,13.14899444580078,12.904639625549317,12.89258623123169,12.878068590164185,12.444317092895508,,
2002-01-01,,,13.14899444580078,12.970385360717774,12.909570693969727,12.906832075119018,12.477189502716065,,
2002-01-02,,,13.055851936340332,13.028460502624512,12.927102756500243,12.92408995628357,12.495598030090331,,
2002-01-03,,,13.0120210647583,13.050375175476074,12.936416053771973,12.932307863235474,12.515321445465087,,
2002-01-04,,,13.12159824371338,13.097492027282716,12.968192958831787,12.946004629135132,12.54216718673706,,
2002-01-07,,,13.066815376281738,13.081056213378906,12.992847919464111,12.959701585769654,12.571204605102539,,
2002-01-08,,,13.192824363708496,13.08982219696045,13.030103778839111,12.975863885879516,12.593557815551758,,
2002-01-09,,,13.09420108795166,13.097492027282716,13.062976264953614,12.982712078094483,12.608898162841797,,
2002-01-10,,,13.258567810058594,13.146801376342774,13.098588275909425,13.002435541152954,12.63355251312256,,
2002-01-11,,,13.14899444580078,13.152280616760255,13.124886322021485,13.000244045257569,12.653495140075684,,
2002-01-14,,,13.138035774230955,13.166524696350098,13.123790454864501,13.008188343048095,12.675190925598145,,
2002-01-15,,,13.039416313171388,13.135843086242676,13.112832641601562,13.011201667785645,12.688339920043946,,
2002-01-16,,,12.984630584716797,13.113928985595702,13.105710506439209,13.016406631469726,12.708611278533935,,
2002-01-17,,,13.247607231140137,13.111736869812011,13.129269123077393,13.032842588424682,12.73447088241577,,
2002-01-18,,,13.258567810058594,13.133651542663575,13.142966079711915,13.05557951927185,12.762960472106933,,
2002-01-21,,,13.258567810058594,13.1577579498291,13.1621413230896,13.077494621276855,12.78728609085083,,
2002-01-22,,,13.41197395324707,13.232269477844238,13.184056282043457,13.107080030441285,12.816104316711426,,
2002-01-23,,,13.039416313171388,13.243226623535156,13.17857780456543,13.120777034759522,12.838567066192628,,
2002-01-24,,,13.231173515319824,13.239939880371093,13.175838375091553,13.137213325500488,12.86289270401001,,
2002-01-25,,,14.047508239746094,13.397727966308594,13.265689754486084,13.195288038253784,12.9000386428833,,
2002-01-28,,,14.244739532470703,13.594962310791015,13.376360130310058,13.25007529258728,12.940252571105956,,
2002-01-29,,,14.228306770324709,13.758228874206543,13.495249176025391,13.304040908813477,12.975864505767822,,
2002-01-30,,,13.97080421447754,13.944506454467774,13.593866539001464,13.349788522720337,13.00468267440796,,
