Date,GRADE,GPS,AMCR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-05-15,,,4.826178550720215,,,,,,
2012-05-16,,,4.826178550720215,,,,,,
2012-05-17,,,4.826178550720215,,,,,,
2012-05-18,,,4.826178550720215,,,,,,
2012-05-21,,,4.826178550720215,4.826178550720215,,,,,
2012-05-22,,,4.826178550720215,4.826178550720215,,,,,
2012-05-23,,,4.826178550720215,4.826178550720215,,,,,
2012-05-24,,,4.826178550720215,4.826178550720215,,,,,
2012-05-25,,,4.826178550720215,4.826178550720215,,,,,
2012-05-28,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-05-29,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-05-30,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-05-31,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-06-01,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-06-04,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-06-05,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-06-06,,,4.826178550720215,4.826178550720215,4.826178550720215,,,,
2012-06-07,,,4.638145446777344,4.78857192993164,4.807375240325928,,,,
2012-06-08,,,4.638145446777344,4.750965309143067,4.78857192993164,,,,
2012-06-11,,,4.638145446777344,4.713358688354492,4.769768619537354,4.797973585128784,,,
2012-06-12,,,4.638145446777344,4.675752067565918,4.750965309143067,4.78857192993164,,,
2012-06-13,,,4.638145446777344,4.638145446777344,4.732161998748779,4.779170274734497,,,
2012-06-14,,,4.638145446777344,4.638145446777344,4.713358688354492,4.769768619537354,,,
2012-06-15,,,4.638145446777344,4.638145446777344,4.694555377960205,4.76036696434021,,,
2012-06-18,,,4.638145446777344,4.638145446777344,4.675752067565918,4.750965309143067,,,
2012-06-19,,,4.638145446777344,4.638145446777344,4.656948757171631,4.7415636539459225,,,
2012-06-20,,,4.638145446777344,4.638145446777344,4.638145446777344,4.732161998748779,,,
2012-06-21,,,4.638145446777344,4.638145446777344,4.638145446777344,4.722760343551636,,,
2012-06-22,,,4.638145446777344,4.638145446777344,4.638145446777344,4.713358688354492,,,
2012-06-25,,,4.638145446777344,4.638145446777344,4.638145446777344,4.703957033157349,,,
2012-06-26,,,4.638145446777344,4.638145446777344,4.638145446777344,4.694555377960205,,,
2012-06-27,,,4.638145446777344,4.638145446777344,4.638145446777344,4.6851537227630615,,,
2012-06-28,,,4.638145446777344,4.638145446777344,4.638145446777344,4.675752067565918,,,
2012-06-29,,,4.638145446777344,4.638145446777344,4.638145446777344,4.666350412368774,,,
2012-07-02,,,4.638145446777344,4.638145446777344,4.638145446777344,4.656948757171631,,,
2012-07-03,,,4.638145446777344,4.638145446777344,4.638145446777344,4.647547101974487,,,
2012-07-04,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-05,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-06,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-09,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-10,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-11,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-12,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-13,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-16,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-17,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-18,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-19,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-20,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,,,
2012-07-23,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.70207670211792,,
2012-07-24,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.698316040039063,,
2012-07-25,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.694555377960205,,
2012-07-26,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.690794715881347,,
2012-07-27,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.68703405380249,,
2012-07-30,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.683273391723633,,
2012-07-31,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.679512729644776,,
2012-08-01,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.675752067565918,,
2012-08-02,,,4.638145446777344,4.638145446777344,4.638145446777344,4.638145446777344,4.67199140548706,,
