Date,GRADE,GPS,JNPR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1999-06-25,,,12.842008590698242,,,,,,
1999-06-28,,,12.874479293823242,,,,,,
1999-06-29,,,15.001286506652832,,,,,,
1999-06-30,,,19.3523063659668,,,,,,
1999-07-01,,,18.96266365051269,15.806548881530762,,,,,
1999-07-02,,,18.540552139282227,16.94625759124756,,,,,
1999-07-05,,,18.540552139282227,18.079472160339357,,,,,
1999-07-06,,,18.11843681335449,18.702902221679686,,,,,
1999-07-07,,,17.542097091674805,18.34086036682129,,,,,
1999-07-08,,,16.624801635742188,17.873287963867188,16.839918422698975,,,,
1999-07-09,,,17.241737365722656,17.613525009155275,17.279891300201417,,,,
1999-07-12,,,16.624801635742188,17.230374908447267,17.654923534393312,,,,
1999-07-13,,,16.235158920288086,16.853719329833986,17.778310775756836,,,,
1999-07-14,,,17.152442932128906,16.775788497924804,17.55832443237305,,,,
1999-07-15,,,19.41725730895996,17.33427963256836,17.603783798217773,,,,
1999-07-16,,,18.55678367614746,17.59728889465332,17.605406951904296,,,,
1999-07-19,,,17.533966064453125,17.779121780395506,17.504748344421387,,,,
1999-07-20,,,17.923608779907227,18.116811752319336,17.48526554107666,,,,
1999-07-21,,,18.670429229736328,18.42040901184082,17.598098754882812,,,,
1999-07-22,,,19.287368774414062,18.39443130493164,17.86435546875,17.35213694572449,,,
1999-07-23,,,18.94642448425293,18.472359466552735,18.034824180603028,17.657357740402222,,,
1999-07-26,,,18.735374450683597,18.712641143798827,18.245881462097167,17.95040249824524,,,
1999-07-27,,,18.97890281677246,18.923699951171876,18.520255851745606,18.14928331375122,,,
1999-07-28,,,18.670429229736328,18.923699951171876,18.672054481506347,18.115189456939696,,,
1999-07-29,,,18.832782745361328,18.832782745361328,18.613607025146486,18.108695411682127,,,
1999-07-30,,,21.09759330749512,19.263016510009766,18.86768798828125,18.236547470092773,,,
1999-08-02,,,20.94335174560547,19.70461196899414,19.208626556396485,18.356687450408934,,,
1999-08-03,,,20.18030166625977,19.944891738891602,19.434295845031738,18.4597806930542,,,
1999-08-04,,,20.245241165161133,20.259854125976563,19.591777038574218,18.594937896728517,,,
1999-08-05,,,20.476593017578125,20.588616180419923,19.710699462890624,18.78752746582031,,,
1999-08-06,,,20.7810001373291,20.525297546386717,19.894157028198244,18.964490604400634,,,
1999-08-09,,,21.09759330749512,20.55614585876465,20.130378913879394,19.188130187988282,,,
1999-08-10,,,22.201580047607425,20.96040153503418,20.45264663696289,19.48645124435425,,,
1999-08-11,,,24.07674217224121,21.726701736450195,20.993277931213377,19.832666206359864,,,
1999-08-12,,,25.58661651611328,22.748706436157228,21.668661308288574,20.141134166717528,,,
1999-08-13,,,27.76211929321289,24.144930267333983,22.33511390686035,20.601400947570802,,,
1999-08-16,,,26.495777130126957,25.224567031860353,22.890356445312502,21.049491500854494,,,
1999-08-17,,,28.391231536865234,26.462497329711915,23.71144943237305,21.572872638702393,,,
1999-08-18,,,26.861066818237305,27.019362258911134,24.373031997680666,21.982404518127442,,,
1999-08-19,,,26.88541984558105,27.27912292480469,25.01391468048096,22.36230707168579,,,
1999-08-20,,,26.57695579528809,27.042090225219727,25.593510246276857,22.74383363723755,,,
1999-08-23,,,29.483049392700195,27.639544677734374,26.432055854797362,23.28121738433838,,,
1999-08-24,,,28.74434471130371,27.71016731262207,27.086332321166992,23.76948947906494,,,
1999-08-25,,,28.119293212890625,27.961812591552736,27.490587425231933,24.241932678222657,,,
1999-08-26,,,27.96505355834961,28.177739334106445,27.728431129455565,24.69854621887207,,,
1999-08-27,,,28.31411361694336,28.5251708984375,27.783630561828613,25.059372234344483,,,
1999-08-30,,,27.283178329467773,28.085196685791015,27.862370681762695,25.3763635635376,,,
1999-08-31,,,26.62565803527832,27.661459350585936,27.685813331604002,25.698631381988527,,,
1999-09-01,,,23.411096572875977,26.719820022583008,27.340816307067872,25.85692415237427,,,
1999-09-02,,,25.79766273498535,26.286341857910156,27.2320405960083,26.122977638244627,21.332185726165772,,
1999-09-03,,,25.09955596923828,25.643430328369142,27.08430061340332,26.33890542984009,21.57733667373657,,
1999-09-06,,,25.09955596923828,25.206705856323243,26.64595127105713,26.539003562927245,21.821838207244873,,
1999-09-07,,,25.132028579711918,24.90797996520996,26.28471965789795,26.685525989532472,22.024453048706054,,
1999-09-08,,,25.132028579711918,25.25216636657715,25.98599319458008,26.738290309906006,22.14004749298096,,
1999-09-09,,,24.961557388305664,25.084945297241212,25.685643577575682,26.707037353515624,22.260025367736816,,
1999-09-10,,,24.87226104736328,25.039486312866213,25.341458320617676,26.562544441223146,22.38665954589844,,
1999-09-13,,,23.37862968444824,24.695301055908203,24.95100345611572,26.40668706893921,22.48342109680176,,
1999-09-14,,,23.784507751464844,24.425796890258788,24.666888427734374,26.17635087966919,22.596742515563964,,
1999-09-15,,,23.959033966064453,24.1911979675293,24.721682167053224,26.031249237060546,22.72508125305176,,
1999-09-16,,,23.81698036193848,23.962282562255858,24.523613929748535,25.87782726287842,22.868924827575682,,
1999-09-17,,,23.703332901000977,23.728496932983397,24.383991622924803,25.734146118164062,22.99815673828125,,
1999-09-20,,,23.76827049255371,23.806425094604492,24.250863075256348,25.44840717315674,23.141026115417482,,
1999-09-21,,,24.287797927856445,23.907083129882814,24.1664400100708,25.225579833984376,23.302078895568847,,
1999-09-22,,,24.64497375488281,24.044271087646486,24.117734527587892,25.051863861083984,23.451929512023927,,
1999-09-23,,,23.760150909423828,24.032905197143556,23.997593879699707,24.841618728637695,23.538787384033203,,
1999-09-24,,,25.83826065063477,24.45989074707031,24.094193840026854,24.717826080322265,23.68441692352295,,
1999-09-27,,,26.86918830871582,25.080074310302734,24.443249702453613,24.697126579284667,23.871121368408204,,
1999-09-28,,,25.61907958984375,25.346330642700195,24.626706886291505,24.64679765701294,24.025030784606933,,
1999-09-29,,,24.86413955688477,25.390163803100585,24.717217445373535,24.71944980621338,24.1489049911499,,
1999-09-30,,,23.64651107788086,25.36743583679199,24.700170516967773,24.611892223358154,24.236087837219237,,
1999-10-01,,,24.032093048095703,25.00620231628418,24.733046531677246,24.558519077301025,24.337801208496092,,
1999-10-04,,,23.654624938964844,24.363289642333985,24.721681976318358,24.486272525787353,24.436186218261717,,
1999-10-05,,,23.89815330505371,24.019104385375975,24.682717514038085,24.424578762054445,24.534571228027342,,
1999-10-06,,,24.79109001159668,24.00449447631836,24.697329139709474,24.407531833648683,24.65698444366455,,
1999-10-07,,,25.700252532958984,24.415242767333986,24.89133930206299,24.444466590881348,24.794333839416502,,
1999-10-08,,,27.66471099853516,25.141766357421876,25.073984336853027,24.584089088439946,24.925676193237305,,
1999-10-11,,,31.691036224365234,26.74904861450195,25.55616912841797,24.999709415435795,25.1406298828125,,
1999-10-12,,,28.89857292175293,27.749132537841795,25.884118461608885,25.255412673950197,25.314995307922363,,
1999-10-13,,,28.444000244140625,28.479714584350585,26.242104530334473,25.479660987854007,25.478970489501954,,
1999-10-14,,,28.671300888061523,29.073924255371093,26.744583511352538,25.722377014160156,25.642864646911622,,
1999-10-15,,,28.135528564453125,29.168087768554688,27.154927062988282,25.943986797332762,25.7899552154541,,
1999-10-18,,,29.710344314575195,28.77194938659668,27.760499000549316,26.241090488433837,25.962210235595702,,
1999-10-19,,,30.64385986328125,29.121006774902344,28.43506965637207,26.558893585205077,26.13105583190918,,
1999-10-20,,,32.14560317993164,29.861327362060546,29.170520973205566,26.933925056457518,26.29243305206299,,
1999-10-21,,,33.606788635253906,30.848424911499023,29.96117458343506,27.426256942749024,26.4528364944458,,
1999-10-22,,,33.99641418457031,32.02060203552246,30.594344902038575,27.8341646194458,26.57752239227295,,
1999-10-25,,,33.476898193359375,32.773912811279295,30.77293109893799,28.16455011367798,26.717144813537598,,
1999-10-26,,,32.76254653930664,33.19765014648438,31.15932846069336,28.521723461151122,26.804571113586427,,
1999-10-27,,,32.46220016479492,33.26096954345703,31.56114845275879,28.90162649154663,26.916593780517577,,
1999-10-28,,,34.41854476928711,33.42332077026367,32.13587284088135,29.440228176116943,27.0672562789917,,
1999-10-29,,,35.79852294921875,33.78374252319336,32.90217227935791,30.028549671173096,27.251687622070314,,
1999-11-01,,,34.88124465942383,34.06461181640625,33.41926231384277,30.589880657196044,27.359651527404786,,
1999-11-02,,,34.45099639892578,34.40230178833008,33.79997596740723,31.11752281188965,27.473784561157228,,
1999-11-03,,,36.33428192138672,35.176718139648436,34.21884384155273,31.69468240737915,27.63808433532715,,
1999-11-04,,,36.12322616577149,35.51765441894531,34.47048759460449,32.21583108901977,27.801247787475585,,
1999-11-05,,,35.47382354736328,35.45271453857422,34.61822853088379,32.606286716461184,27.944441986083984,,
1999-11-08,,,37.51945114135742,35.98035583496094,35.022483825683594,32.89770746231079,28.149167442321776,,
1999-11-09,,,34.548423767089844,35.99984130859375,35.20107154846191,33.180200004577635,28.307622756958008,,
1999-11-10,,,34.67829513549805,35.668643951416016,35.42268104553223,33.49191474914551,28.53296672821045,,
1999-11-11,,,33.988304138183594,35.241659545898436,35.37965698242188,33.75776491165161,28.696779556274414,25.01448264122009,
1999-11-12,,,37.27592468261719,35.60207977294922,35.52739715576172,34.214784717559816,28.940306930541993,25.25882180213928,
1999-11-15,,,36.82133102416992,35.46245574951172,35.721405792236325,34.57033405303955,29.174742431640624,25.49829031944275,
1999-11-16,,,42.66599655151367,37.08597030639648,36.54290580749512,35.17144088745117,29.52542179107666,25.77493741989136,
1999-11-17,,,39.841068267822266,38.11852493286133,36.893584442138675,35.5562141418457,29.81960258483887,25.97982503890991,
1999-11-18,,,39.45143127441406,39.211150360107425,37.22640495300293,35.84844627380371,30.109400062561036,26.184712715148926,
1999-11-19,,,40.26319122314453,39.80860366821289,37.70534172058105,36.16178512573242,30.41721866607666,26.401939105987548,
1999-11-22,,,39.35402297973633,40.31514205932617,37.88879890441895,36.45564136505127,30.736726531982423,26.61007381439209,
1999-11-23,,,38.18510055541992,39.41896286010742,38.25246658325195,36.726769065856935,31.02473838806152,26.810740451812745,
1999-11-24,,,38.672142028808594,39.185177612304685,38.65185127258301,37.037266159057616,31.319000549316407,27.02204090118408,
1999-11-25,,,38.672142028808594,39.029319763183594,39.12023506164551,37.24994602203369,31.61610378265381,27.242514305114746,
1999-11-26,,,39.75990295410156,38.928662109375,39.36863288879395,37.44801502227783,31.93723518371582,27.467695960998537,
1999-11-29,,,38.18510055541992,38.69487762451172,39.50500984191895,37.61320781707764,32.22557178497314,27.68329895019531,
1999-11-30,,,35.99333953857422,38.25652542114258,38.837744140625,37.69032497406006,32.4596826171875,27.880880756378176,
1999-12-01,,,35.37639617919922,37.5973762512207,38.3912769317627,37.64243068695068,32.67431106567383,28.06312028884888,
1999-12-02,,,38.96437454223633,37.65582275390625,38.34257125854492,37.784488105773924,32.978395538330076,28.25859146118164,
1999-12-03,,,39.32967376708984,37.569776916503905,38.249219512939455,37.977280616760254,33.24822380065918,28.466320362091064,
1999-12-06,,,37.43827438354492,37.42041168212891,38.05764465332031,37.97322177886963,33.45960552215576,28.665363445281983,
1999-12-07,,,43.12057876586914,38.84585952758789,38.55119247436524,38.40182952880859,33.80963550567627,28.9173331451416,
1999-12-08,,,45.47468566894531,40.86551742553711,39.23144683837891,38.94164905548096,34.221846427917484,29.18537570953369,
1999-12-09,,,46.042911529541016,42.28122482299805,39.968523788452146,39.54437942504883,34.66977443695068,29.45293113708496,
1999-12-10,,,45.88055419921875,43.591400909423825,40.58058891296387,39.97461090087891,35.10674365997315,29.72227243423462,
1999-12-13,,,44.01351165771485,44.90644836425781,41.16343002319336,40.33421993255615,35.513921394348145,29.97505380630493,
1999-12-14,,,42.89328002929688,44.86098861694336,41.853424072265625,40.345584106445315,35.89382392883301,30.214197578430177,
1999-12-15,,,41.22918701171875,44.011888885498045,42.43870315551758,40.41499004364014,36.22258586883545,30.43978515625,
1999-12-16,,,41.11553955078125,43.026414489746095,42.65381965637207,40.49819545745849,36.5308916091919,30.6626127243042,
1999-12-17,,,39.48391342163086,41.74708633422851,42.66924362182617,40.459231567382815,36.76727565765381,30.846475925445556,
1999-12-20,,,38.96437454223633,40.73725891113281,42.82185363769531,40.43974914550781,36.91274242401123,31.026686153411866,
1999-12-21,,,43.38034057617188,40.83467102050782,42.847829818725586,40.69951114654541,37.202377777099606,31.258686542510986,
1999-12-22,,,41.9029426574707,40.9694221496582,42.490655517578126,40.86105117797852,37.47155662536621,31.475263557434083,
1999-12-23,,,41.99629211425781,41.145572662353516,42.0859935760498,41.027258682250974,37.73805644989014,31.69046054840088,
1999-12-24,,,41.99629211425781,41.648048400878906,41.69756736755371,41.13907814025879,38.01527172088623,31.902613468170166,
1999-12-27,,,45.1256217956543,42.8802978515625,41.80877838134766,41.48610420227051,38.32357727050781,32.14289375305176,
1999-12-28,,,44.6710319519043,43.13843612670898,41.9865535736084,41.919988822937015,38.60412071228027,32.36758827209473,
1999-12-29,,,43.51022338867188,43.45989227294922,42.21465721130371,42.326680183410645,38.83141311645508,32.561923084259035,
1999-12-30,,,43.86333465576172,43.83330078125,42.48943672180176,42.571628189086915,39.03654403686524,32.74469026565552,
1999-12-31,,,44.159629821777344,44.265968322753906,42.957008361816406,42.81312599182129,39.239808349609376,32.908665370941165,
2000-01-03,,,44.67916488647461,44.17667694091797,43.52848739624024,43.175170516967775,39.46385368347168,33.09049924850464,
2000-01-04,,,42.7147102355957,43.78541259765625,43.461924362182614,43.1548770904541,39.662896957397464,33.23373403549194,
2000-01-05,,,42.39001083374024,43.561370086669925,43.51063117980958,43.000643348693856,39.861453170776365,33.38902347564697,
2000-01-06,,,40.52295684814453,42.89329452514649,43.363297653198245,42.72464561462403,39.98354141235352,33.525398845672605,
2000-01-07,,,42.19518280029297,42.50040512084961,43.38318672180176,42.54037704467774,40.111474609375,33.68158111572266,
2000-01-10,,,42.2763557434082,42.01984329223633,43.09826011657715,42.45351924896241,40.25937683105469,33.80951417922974,
2000-01-11,,,42.06530380249024,41.88996200561523,42.83768730163575,42.41212043762208,40.41166297912598,33.942723770141605,
2000-01-12,,,39.970951080322266,41.40615005493164,42.483760070800784,42.34920864105225,40.484396362304686,34.061240348815915,
2000-01-13,,,40.83953857421875,41.46946640014649,42.18138046264649,42.33540859222413,40.57872261047363,34.18998519897461,
2000-01-14,,,44.17586135864258,41.86560211181641,42.18300361633301,42.570005989074716,40.75276336669922,34.3486026763916,
2000-01-17,,,44.17586135864258,42.24550323486328,42.132673263549805,42.83058032989503,40.88589157104492,34.51752950668335,
2000-01-18,,,46.27019119262695,43.086480712890626,42.48822135925293,42.97507286071778,41.120326919555666,34.71397483825684,
2000-01-19,,,46.36762237548828,44.365814971923825,42.885982513427734,43.19830684661866,41.35411346435547,34.94354009628296,
2000-01-20,,,45.56396484375,45.310700225830075,43.39008331298828,43.37669048309327,41.585626678466795,35.14120311737061,
2000-01-21,,,58.42222595214844,48.15997314453125,45.012787628173825,44.1979871749878,42.00855270385742,35.474429817199706,
2000-01-24,,,55.08588409423828,50.34197769165039,46.29374046325684,44.696000289916995,42.37384376525879,35.774293098449704,
2000-01-25,,,55.67034530639648,52.222008514404294,47.654244613647464,45.24596595764161,42.63393074035645,36.07967626571655,
2000-01-26,,,56.01128768920898,54.15074157714844,49.25827827453613,45.871019172668454,42.95733512878418,36.38846885681152,
2000-01-27,,,55.49988555908203,56.137925720214845,50.724312973022464,46.452846717834475,43.27830421447754,36.69385213851929,
2000-01-28,,,54.84235763549805,55.42195205688476,51.790962600708006,46.986983108520505,43.56988754272461,36.99355310440063,
2000-01-31,,,52.723663330078125,54.94950790405274,52.64574279785156,47.389208030700686,43.837280349731444,37.287003440856935,
2000-02-01,,,53.965667724609375,54.60857238769531,53.415290451049806,47.951755905151366,44.15289169311524,37.58881504058838,
2000-02-02,,,53.40555953979492,54.0874267578125,54.119084167480466,48.5025333404541,44.44756004333496,37.88328029632569,
2000-02-03,,,60.37042236328125,55.06153411865235,55.59972991943359,49.49490661621094,44.881525650024415,38.24881471633911,
2000-02-04,,,66.23944091796875,57.34095077514648,56.38145141601562,50.697119522094724,45.411116409301755,38.67417579650879,
2000-02-07,,,67.40840148925781,60.27789840698242,57.61370315551758,51.953721809387204,45.99558242797852,39.11057710647583,
2000-02-08,,,66.09331512451172,62.70342788696289,58.6560001373291,53.15512237548828,46.597581939697264,39.52863227844238,
2000-02-09,,,72.44937896728516,66.51219177246094,60.299809265136716,54.77904376983643,47.33904159545899,40.00667633056641,
2000-02-10,,,81.24073791503906,70.6862548828125,62.87389450073242,56.79910373687744,48.184568862915036,40.58148220062256,
2000-02-11,,,84.11434173583984,74.26123504638672,65.8010929107666,58.796027755737306,49.08026222229004,41.16424301147461,
2000-02-14,,,79.51167297363281,76.68188934326172,68.47989387512207,60.562818336486814,49.92173019409179,41.69066785812378,
2000-02-15,,,82.94541931152344,80.05231018066407,71.37786903381348,62.39657974243164,50.718227005004884,42.26393125534057,
2000-02-16,,,85.91645050048828,82.74572448730468,74.62895812988282,64.37402114868163,51.527062301635745,42.87445436477661,
2000-02-17,,,94.00154876708984,85.29788665771484,77.99207077026367,66.79590034484863,52.48623504638672,43.5780047416687,
2000-02-18,,,92.85697174072266,87.04641265869141,80.65382385253906,68.51763763427735,53.4257633972168,44.26625352859497,
2000-02-21,,,92.85697174072266,89.71547241210938,83.19868087768555,70.40619201660157,54.402632598876956,44.95827699661255,
2000-02-22,,,89.91029357910156,91.108447265625,85.58037872314453,72.11818943023681,55.342972869873044,45.618398399353026,
2000-02-23,,,91.54196166992188,92.23354949951172,87.4896369934082,73.89472312927246,56.349228363037106,46.28590711593628,
2000-02-24,,,89.22840881347656,91.27892150878907,88.28840408325195,75.58114929199219,57.31148574829101,46.92118867874146,
2000-02-25,,,90.68961334228516,90.84544982910157,88.94593124389648,77.37351207733154,58.335599746704105,47.55143770217896,
2000-02-28,,,89.25279998779297,90.12461547851562,89.9200439453125,79.19996891021728,59.34136825561524,48.12705533981323,
2000-02-29,,,106.88416290283205,93.51938934326172,92.31391830444336,81.84589366912842,60.61144470214844,48.90691123962402,
2000-03-01,,,105.5934600830078,96.3296890258789,94.28161926269532,84.45528869628906,61.88525505065918,49.678405838012694,
2000-03-02,,,101.40477752685548,98.76496276855468,95.02194213867188,86.50700645446777,63.07342475891113,50.405740604400634,
2000-03-03,,,103.03643798828124,101.23432769775391,96.03988876342774,88.3468563079834,64.2942276763916,51.154749698638916,
2000-03-06,,,105.44732666015624,104.47323303222656,97.29892425537109,90.24880256652833,65.50066177368164,51.91211952209473,
2000-03-07,,,108.58885192871094,104.81417083740234,99.16678009033203,92.37357940673829,66.77901817321778,52.69156944274902,
2000-03-08,,,107.00596618652344,105.09667205810547,100.71318054199219,94.10140876770019,68.0489330291748,53.44017307281494,
2000-03-09,,,107.54167938232422,106.32405242919921,102.54450759887695,95.41645584106445,69.32249992370606,54.17952198028564,
2000-03-10,,,110.05001831054688,107.72676849365234,104.48054809570313,96.7132396697998,70.64030769348145,54.94005802154541,
2000-03-13,,,102.8172607421875,107.2007553100586,105.83699417114258,97.87851905822754,71.8030696105957,55.63346164703369,
2000-03-14,,,95.681884765625,104.6193618774414,104.71676635742188,98.51534233093261,72.8624131011963,56.26265502929687,
2000-03-15,,,89.5206527709961,101.12229919433594,103.1094856262207,98.695552444458,73.8050259399414,56.83323955535889,
2000-03-16,,,92.3455810546875,98.0830795288086,102.20356597900391,98.6127540588379,74.84147842407226,57.41250991821289,
2000-03-17,,,97.38660430908205,95.55039672851562,101.63858261108399,98.83923568725587,75.94530685424805,58.02839073181153,
2000-03-20,,,91.59063720703124,93.30507202148438,100.25291366577149,98.77591896057129,76.9315924835205,58.5954846572876,
