Date,GRADE,GPS,TRGP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-12-07,,,13.226147651672363,,,,,,
2010-12-08,,,13.734840393066406,,,,,,
2010-12-09,,,13.692005157470703,,,,,,
2010-12-10,,,13.729485511779783,,,,,,
2010-12-13,,,14.20069694519043,13.716635131835938,,,,,
2010-12-14,,,14.211408615112305,13.913687324523925,,,,,
2010-12-15,,,13.954385757446287,13.957596397399902,,,,,
2010-12-16,,,14.355990409851074,14.090393447875977,,,,,
2010-12-17,,,14.623723983764648,14.26924114227295,,,,,
2010-12-20,,,14.74152946472168,14.377407646179199,14.047021389007568,,,,
2010-12-21,,,14.484503746032717,14.432026672363282,14.172856998443603,,,,
2010-12-22,,,14.393477439880373,14.519845008850098,14.238720703125,,,,
2010-12-23,,,14.382769584655762,14.525200843811035,14.307797145843505,,,,
2010-12-24,,,14.382769584655762,14.477009963989257,14.373125553131104,,,,
2010-12-27,,,14.195348739624023,14.367773818969727,14.372590732574462,,,,
2010-12-28,,,14.350634574890137,14.340999984741211,14.386513328552246,,,,
2010-12-29,,,14.538053512573242,14.369915199279784,14.444880104064941,,,,
2010-12-30,,,14.473796844482422,14.388120651245117,14.456660747528076,,,,
2010-12-31,,,14.355990409851074,14.38276481628418,14.429887390136718,,,,
2011-01-03,,,14.457724571228027,14.43523998260498,14.401506900787354,14.224264144897461,,,
2011-01-04,,,14.543410301208496,14.473795127868652,14.407397556304932,14.290127277374268,,,
2011-01-05,,,14.63979148864746,14.494142723083495,14.43202896118164,14.33537483215332,,,
2011-01-06,,,14.987844467163086,14.59695224761963,14.492536449432373,14.40016679763794,,,
2011-01-07,,,14.88611125946045,14.702976417541503,14.542870616912841,14.457998085021973,,,
2011-01-10,,,14.671918869018556,14.74581527709961,14.590527629852295,14.48155918121338,,,
2011-01-11,,,14.77365779876709,14.791864776611328,14.632829952239991,14.509671640396117,,,
2011-01-12,,,15.18061637878418,14.900029754638672,14.697086238861084,14.570983171463013,,,
2011-01-13,,,15.00926685333252,14.904314231872558,14.750633239746094,14.603646993637085,,,
2011-01-14,,,15.159194946289062,14.958930969238281,14.830953693389892,14.630420541763305,,,
2011-01-17,,,15.159194946289062,15.056386184692382,14.901100730895996,14.651303815841676,,,
2011-01-18,,,15.710732460021973,15.24380111694336,15.017832946777343,14.712615251541138,,,
2011-01-19,,,15.459060668945312,15.299489974975586,15.09975986480713,14.765894412994385,,,
2011-01-20,,,15.748210906982422,15.447278785705567,15.175796508789062,14.834166479110717,,,
2011-01-21,,,15.748210906982422,15.565081977844239,15.262006473541259,14.902438545227051,,,
2011-01-24,,,16.117687225341797,15.756780433654786,15.406583309173584,14.99855546951294,,,
2011-01-25,,,16.165884017944336,15.847810745239258,15.545805931091309,15.08931794166565,,,
2011-01-26,,,16.278331756591797,16.011664962768556,15.655577468872071,15.176331853866577,,,
2011-01-27,,,16.272977828979492,16.116618347167968,15.781948566436768,15.26629090309143,,,
2011-01-28,,,16.374717712402344,16.241919708251952,15.903500843048096,15.367227268218993,,,
2011-01-31,,,16.455036163330078,16.309389495849608,16.0330849647522,15.467092847824096,,,
2011-02-01,,,16.44537925720215,16.365288543701173,16.106549644470213,15.56219129562378,,,
2011-02-02,,,16.182462692260742,16.346114730834962,16.17888984680176,15.639324855804443,,,
2011-02-03,,,15.763958930969238,16.24431095123291,16.180464649200438,15.67813057899475,,,
2011-02-04,,,16.107351303100586,16.19083766937256,16.216378688812256,15.739192581176757,,,
2011-02-07,,,16.096620559692383,16.11915454864502,16.214272022247314,15.81042766571045,,,
2011-02-08,,,16.74048614501953,16.178175926208496,16.271732234954833,15.90876908302307,,,
2011-02-09,,,16.82633399963379,16.306950187683107,16.326532459259035,15.991054964065551,,,
2011-02-10,,,16.622446060180664,16.47864761352539,16.36147928237915,16.07171392440796,,,
2011-02-11,,,16.64389991760254,16.585957336425782,16.38839750289917,16.145949172973634,,,
2011-02-14,,,16.869258880615234,16.740485000610352,16.429819774627685,16.23145236968994,15.16250675201416,,
2011-02-15,,,17.105337142944336,16.813455200195314,16.495815563201905,16.30118260383606,15.2400905418396,,
2011-02-16,,,17.287771224975586,16.905742645263672,16.60634641647339,16.392618131637573,15.311149158477782,,
2011-02-17,,,17.2233829498291,17.02593002319336,16.752288818359375,16.466376733779907,15.381776714324952,,
2011-02-18,,,17.352155685424805,17.167581176757814,16.876769256591796,16.546573972702028,15.454230117797852,,
2011-02-21,,,17.352155685424805,17.264160537719725,17.00232276916504,16.608297395706177,15.517259292602539,,
2011-02-22,,,17.121437072753906,17.26738052368164,17.040417861938476,16.656075048446656,15.575459861755371,,
2011-02-23,,,17.137531280517578,17.23733253479004,17.071537590026857,16.699035024642946,15.639122772216798,,
2011-02-24,,,17.19118881225586,17.230893707275392,17.128411865234376,16.744945573806763,15.695826740264893,,
2011-02-25,,,17.491661071777344,17.2587947845459,17.213187980651856,16.800792741775513,15.753185482025147,,
2011-02-28,,,17.582870483398438,17.304937744140624,17.284549140930174,16.85718445777893,15.810012302398682,,
2011-03-01,,,17.491661071777344,17.378982543945312,17.323181533813475,16.909498548507692,15.870155448913573,,
2011-03-02,,,17.695547103881836,17.490585708618163,17.363959121704102,16.985152769088746,15.936196842193603,,
2011-03-03,,,17.561412811279297,17.56463050842285,17.397762107849122,17.075025463104247,15.999769706726074,,
2011-03-04,,,17.824323654174805,17.631163024902342,17.44497890472412,17.16087408065796,16.068600788116456,,
2011-03-07,,,18.21600914001465,17.757790756225585,17.531364250183106,17.26684350967407,16.149013996124268,,
2011-03-08,,,18.017486572265625,17.862955856323243,17.620969200134276,17.330693531036378,16.222351036071778,,
2011-03-09,,,17.797494888305664,17.88334541320801,17.686965560913087,17.379251575469972,16.287539863586424,,
2011-03-10,,,17.277040481567383,17.826470947265626,17.69555072784424,17.411981296539306,16.343604736328125,,
2011-03-11,,,17.357515335083008,17.733109283447266,17.682136154174806,17.44766206741333,16.403635234832763,,
2011-03-14,,,17.19655418395996,17.52921829223633,17.643504524230956,17.464026832580565,16.458411827087403,,
2011-03-15,,,17.137531280517578,17.35322723388672,17.60809154510498,17.46563653945923,16.510294246673585,,
2011-03-16,,,17.277040481567383,17.24913635253906,17.566240882873537,17.465100002288818,16.563039226531984,,
2011-03-17,,,17.894079208374023,17.37254409790039,17.599507522583007,17.498634815216064,16.6211639213562,,
