Date,GRADE,GPS,LLY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-03-01,28.842960165892325,C,31.245012283325195,30.782621002197267,30.56414203643799,30.482168865203857,30.760115127563477,30.558968257904052,33.37429792404175
2005-03-02,28.933452343750513,C,31.16758346557617,30.950762939453124,30.61502876281738,30.526206684112548,30.76147144317627,30.563346290588377,33.33092943191528
2005-03-03,28.99220182038482,C,31.056968688964844,31.06470489501953,30.671446990966796,30.572129344940187,30.753585052490234,30.568091773986815,33.285542736053465
2005-03-04,29.010989835977913,C,31.39434051513672,31.167580795288085,30.790916633605956,30.630525875091553,30.75244609832764,30.569006061553956,33.24262969970703
2005-03-07,29.032771429054836,A,31.70409393310547,31.31359977722168,30.94136161804199,30.684910392761232,30.758380851745606,30.57274501800537,33.20126543045044
2005-03-08,29.013712354440745,C,31.383302688598636,31.341257858276368,31.061939430236816,30.732593154907228,30.75515354156494,30.5809175491333,33.15539397239685
2005-03-09,28.97467513719671,C,30.752742767333984,31.25828971862793,31.104526329040528,30.769344997406005,30.74129264831543,30.58769691467285,33.10702101707459
2005-03-10,28.960375543747602,C,30.730632781982425,31.193022537231446,31.128863716125487,30.800872230529784,30.72424304962158,30.607682361602784,33.058917379379274
2005-03-11,28.89388213499602,C,30.337915420532227,30.981737518310545,31.074659156799317,30.782895851135255,30.707578048706054,30.62805265426636,33.00711359024048
2005-03-14,28.767568397078424,C,29.70185089111328,30.58128890991211,30.947444343566893,30.735881900787355,30.683684272766115,30.64975845336914,32.95033864974975
2005-03-15,28.616115072678287,B,29.148738861083984,30.13437614440918,30.737817001342773,30.65097951889038,30.65696765899658,30.65496208190918,32.89155805587769
2005-03-16,28.475557326763305,B,28.921964645385746,29.768220520019533,30.51325511932373,30.564141941070556,30.619343833923338,30.637429618835448,32.83655446052551
2005-03-17,28.3212637576337,B,28.88878059387207,29.39985008239746,30.296436309814453,30.483941650390626,30.576113090515136,30.62043857574463,32.78119504928589
2005-03-18,28.23377942712871,B,29.04917335510254,29.142101669311522,30.061919593811034,30.426418113708497,30.539056243896486,30.611219367980958,32.72663760185242
2005-03-21,28.173485745028326,B,28.7504940032959,28.951830291748045,29.766559600830078,30.353960609436037,30.488555755615234,30.597703285217285,32.673137168884274
2005-03-22,28.16964585777471,B,28.673057556152344,28.85669403076172,29.49553508758545,30.278737258911132,30.435517730712892,30.583576793670655,32.619466609954834
2005-03-23,28.219573889472375,B,29.192995071411133,28.910900115966797,29.339560317993165,30.222043323516846,30.38463939666748,30.56640754699707,32.566822061538694
2005-03-24,28.276514128690405,B,29.25935173034668,28.985014343261717,29.19243221282959,30.16064796447754,30.350028343200684,30.546135635375975,32.51358695983887
2005-03-25,28.296289027769507,B,29.25935173034668,29.027050018310547,29.084575843811034,30.079617500305176,30.306299629211427,30.52433563232422,32.460243158340454
2005-03-28,28.346297963635177,B,29.176387786865234,29.112228775024413,29.03202953338623,29.98973693847656,30.26091163635254,30.50525375366211,32.4089536190033
2005-03-29,28.351344847602565,B,28.612239837646484,29.100065231323242,28.97837963104248,29.858098316192628,30.20105442047119,30.48282283782959,32.354137868881224
2005-03-30,28.368152575270646,B,29.187456130981445,29.098957443237303,29.00492877960205,29.759091949462892,30.158633995056153,30.469192504882812,32.30162841796875
2005-03-31,28.3548962335548,B,28.816875457763672,29.0104621887207,28.99773826599121,29.64708728790283,30.115063514709473,30.449824237823485,32.2483784866333
2005-04-01,28.31992687761185,B,28.313552856445312,28.82130241394043,28.92417621612549,29.49304790496826,30.07362033843994,30.424214096069335,32.19622060775757
2005-04-04,28.27304437860594,B,28.390987396240234,28.66422233581543,28.888225555419922,29.327392578125,30.038998908996582,30.39405040740967,32.14363594055176
2005-04-05,28.3625947838734,B,29.43082427978516,28.827939224243163,28.964002227783208,29.229768657684325,30.025064544677733,30.376317405700682,32.10018459320068
2005-04-06,28.41813430072602,B,29.624412536621094,28.915330505371095,29.0071439743042,29.17335214614868,30.007861404418946,30.365738410949707,32.05862371444702
2005-04-07,28.52173542148255,C,29.867786407470703,29.1255126953125,29.0679874420166,29.130209827423094,29.994756660461427,30.354627075195314,32.0209387588501
2005-04-08,28.701402894546764,C,30.039234161376957,29.470648956298827,29.14597568511963,29.11527576446533,30.00694164276123,30.35171169281006,31.98291706085205
2005-04-11,28.877912672372158,C,30.072420120239254,29.806935501098632,29.23557891845703,29.13380422592163,30.01254024505615,30.34412982940674,31.945061292648315
2005-04-12,28.938424086799326,C,29.76821517944336,29.874413681030273,29.351176452636718,29.1647780418396,30.006342163085936,30.3417449760437,31.90864199638367
2005-04-13,29.116197563240707,C,31.593481063842773,30.26822738647461,29.59177894592285,29.29835386276245,30.032475242614748,30.35673385620117,31.88338399887085
2005-04-14,29.19087418471364,A,30.50938415527344,30.396546936035158,29.76102981567383,29.37938404083252,30.039892616271974,30.36088176727295,31.85175594329834
2005-04-15,29.343476614436877,A,32.118919372558594,30.812483978271484,30.141566467285156,29.532871341705324,30.077742805480955,30.381344738006593,31.830563163757326
2005-04-18,29.530091799213494,A,32.63331985473633,31.3246639251709,30.565799713134766,29.727012634277344,30.118081130981444,30.40931354522705,31.808903560638427
2005-04-19,29.752150950215704,A,32.8822021484375,31.947461318969726,30.9109375,29.9374698638916,30.16713222503662,30.445209007263184,31.787647228240967
2005-04-20,29.747964112951593,A,32.091278076171875,32.047020721435544,31.15762405395508,30.082384014129637,30.20860366821289,30.46693349838257,31.763630084991455
2005-04-21,29.85991731048804,A,32.35676193237305,32.41649627685547,31.406521606445313,30.237254524230956,30.253737144470215,30.489555187225342,31.74408781051636
2005-04-22,29.811859344199053,A,32.30144119262695,32.45300064086914,31.63274230957031,30.38935899734497,30.285817108154298,30.513216667175293,31.725706939697265
2005-04-25,29.740229449239624,A,32.506107330322266,32.42755813598633,31.876111030578613,30.55584497451782,30.323096656799315,30.53837549209595,31.71043857574463
2005-04-26,29.647785074972123,A,32.30144119262695,32.311405944824216,32.12943363189697,30.740305042266847,30.352189750671386,30.566650829315186,31.69648021697998
2005-04-27,29.628938299819556,A,32.207420349121094,32.334634399414064,32.19082756042481,30.891303253173827,30.383163833618163,30.590250911712648,31.680396690368653
2005-04-28,29.57820379943675,A,32.08021926879883,32.27932586669922,32.34791107177735,31.054470443725585,30.414912490844728,30.610711307525634,31.665142345428468
2005-04-29,29.581113442340698,A,32.340171813964844,32.287071990966794,32.37003631591797,31.255801391601562,30.45772304534912,30.631794033050536,31.656695671081543
2005-05-02,29.577090503843085,A,32.58353042602539,32.30255661010742,32.365057373046874,31.46542854309082,30.505400772094728,30.649762477874756,31.651012325286864
2005-05-03,29.587015344510448,A,33.048133850097656,32.45189514160156,32.38165054321289,31.646294021606444,30.562812957763672,30.6671590423584,31.64512861251831
2005-05-04,29.6509283528668,A,33.330223083496094,32.676455688476565,32.50554504394531,31.831584548950197,30.622879943847657,30.68891441345215,31.63897325515747
2005-05-05,29.70685007095898,A,33.429779052734375,32.94636764526367,32.612846755981444,32.00968418121338,30.681730346679686,30.707930316925047,31.633451251983644
2005-05-06,29.734640961871722,A,33.285987854003906,33.13553085327148,32.71130142211914,32.17202186584473,30.729850883483888,30.733088512420654,31.626993255615233
2005-05-09,29.739922917888364,A,33.053672790527344,33.229559326171874,32.76605796813965,32.32108449935913,30.771444358825683,30.759878082275392,31.619834976196287
2005-05-10,29.699786112251218,A,32.705223083496094,33.16097717285156,32.806436157226564,32.467934894561765,30.8006485748291,30.78038185119629,31.611829738616944
2005-05-11,29.600860018221994,A,32.70521926879883,33.03597640991211,32.85621604919434,32.52352180480957,30.831401290893556,30.79643636703491,31.60265785217285
2005-05-12,29.541636384918515,A,32.950157165527344,32.9400520324707,32.94320983886719,32.64556045532227,30.869265060424805,30.81142505645752,31.600788288116455
2005-05-13,29.455665012488115,A,32.710777282714844,32.82500991821289,32.98027038574219,32.67515335083008,30.895593795776367,30.824019947052,31.598834266662596
2005-05-16,29.410240676719734,A,33.067073822021484,32.82769012451172,33.0286247253418,32.69684104919433,30.92285339355469,30.840617122650148,31.600099754333495
2005-05-17,29.401362272170115,A,33.15613555908203,32.91787261962891,33.039424896240234,32.71053771972656,30.958310050964357,30.856731796264647,31.600209712982178
2005-05-18,29.462365758383257,A,33.60148620605469,33.09712600708008,33.066551208496094,32.786048126220706,31.015284919738768,30.8782887840271,31.597374839782717
2005-05-19,29.461394996654786,A,33.36768341064453,33.18063125610352,33.06034164428711,32.83659420013428,31.06802593231201,30.896134490966798,31.594844627380372
2005-05-20,29.475080360863203,A,32.78873062133789,33.196221923828126,33.01061592102051,32.860958671569826,31.117042236328125,30.91231014251709,31.590756950378417
2005-05-23,29.458529857647807,A,32.688507080078125,33.12050857543945,32.97409934997559,32.87007865905762,31.17677536010742,30.930229816436768,31.582019882202147
2005-05-24,29.451742013940677,A,32.63285827636719,33.01585311889649,32.9668628692627,32.88664951324463,31.246457748413086,30.951712703704835,31.57371410369873
2005-05-25,29.393966106988106,P,32.677391052246094,32.831034088134764,32.964080047607425,32.91014804840088,31.321566276550293,30.970455055236815,31.560909690856935
2005-05-26,29.378394278490717,P,32.90005111694336,32.73750762939453,32.959069442749026,32.95113964080811,31.40179168701172,30.988952388763426,31.549791679382324
2005-05-27,29.394587651584274,P,32.87223052978516,32.754207611083984,32.97521476745605,32.97774257659912,31.478252830505372,31.00865453720093,31.538125114440916
2005-05-30,29.414139498046804,P,32.87223052978516,32.7909523010254,32.95573043823242,32.99217758178711,31.56068756103516,31.024621658325195,31.526731491088867
2005-05-31,29.383165174757192,P,32.454715728759766,32.75532379150391,32.88558845520019,32.96250667572021,31.63632072448731,31.035919227600097,31.512431602478028
2005-06-01,29.351509988933827,P,32.538211822509766,32.727487945556646,32.7792610168457,32.9229061126709,31.703225059509283,31.04393222808838,31.499149589538575
2005-06-02,29.302199185742612,P,32.39345932006836,32.626169586181646,32.68183860778809,32.8710901260376,31.765907211303716,31.0579677772522,31.487736473083498
2005-06-03,29.223374352713876,P,32.09284973144531,32.47029342651367,32.61225051879883,32.81143321990967,31.822577171325687,31.064438400268553,31.472664279937746
2005-06-06,29.162096662914422,P,32.11513137817383,32.31887359619141,32.5549129486084,32.76450614929199,31.88135204315186,31.071131839752198,31.46076005935669
2005-06-07,29.151884946601367,P,32.09284973144531,32.246500396728514,32.50091209411621,32.73388748168945,31.950964241027837,31.07600933074951,31.448062267303467
2005-06-08,29.135716716943477,P,31.936975479125977,32.12625312805176,32.4268705368042,32.69547529220581,32.005954627990725,31.082294311523437,31.43278380393982
2005-06-09,29.109656475223716,P,31.769981384277344,32.00155754089356,32.313863563537595,32.63646650314331,32.065016746521,31.090040130615236,31.414787282943724
2005-06-10,29.123086231549554,P,31.725454330444336,31.92807846069336,32.19918594360352,32.58720035552979,32.13325477600098,31.10343755722046,31.396076946258546
2005-06-13,29.135567859600318,P,31.89802360534668,31.88465690612793,32.10176525115967,32.52874784469604,32.20339550018311,31.121197204589844,31.378229455947874
2005-06-14,29.13658437309314,P,32.09284973144531,31.88465690612793,32.065578651428225,32.47558355331421,32.256636009216315,31.14085027694702,31.358572301864623
2005-06-15,29.139206753036845,P,31.93143844604492,31.88354949951172,32.00490131378174,32.39208116531372,32.30277652740479,31.155318965911864,31.34064625740051
2005-06-16,29.19425904675968,P,32.48812484741211,32.02717819213867,32.01436786651611,32.3481032371521,32.35518329620361,31.17496997833252,31.323702383041383
