Date,GRADE,GPS,SBUX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1992-06-26,,,0.2591370940208435,,,,,,
1992-06-29,,,0.2772161364555359,,,,,,
1992-06-30,,,0.2681761682033539,,,,,,
1992-07-01,,,0.2742030024528503,,,,,,
1992-07-02,,,0.2742030024528503,0.2705870807170868,,,,,
1992-07-03,,,0.2742030024528503,0.2736002624034881,,,,,
1992-07-06,,,0.2742030024528503,0.272997635602951,,,,,
1992-07-07,,,0.2742030024528503,0.2742030024528503,,,,,
1992-07-08,,,0.2681761682033539,0.272997635602951,,,,,
1992-07-09,,,0.2772161364555359,0.27360026240348817,0.2720936715602874,,,,
1992-07-10,,,0.2802290618419647,0.274805474281311,0.27420286834239954,,,,
1992-07-13,,,0.2862558662891388,0.2772160470485687,0.27510684132575985,,,,
1992-07-14,,,0.2862558662891388,0.2796266198158264,0.27691481113433836,,,,
1992-07-15,,,0.2952955961227417,0.285050505399704,0.2790240705013275,,,,
1992-07-16,,,0.3148811757564544,0.2925835132598877,0.28309188783168787,,,,
1992-07-17,,,0.3314543068408966,0.3028285622596741,0.2888170182704925,,,,
1992-07-20,,,0.334467202425003,0.3124708294868469,0.2948434382677078,,,,
1992-07-21,,,0.3374803960323334,0.3227157354354858,0.30117117762565615,,,,
1992-07-22,,,0.334467202425003,0.33055005669593807,0.30780028104782103,,,,
1992-07-23,,,0.3404934108257293,0.33567250370979307,0.3141280084848404,0.2931108400225639,,,
1992-07-24,,,0.3435072302818298,0.33808308839797974,0.3204558253288269,0.2973293468356132,,,
1992-07-27,,,0.351039707660675,0.3413975894451141,0.3269342094659805,0.30102052539587015,,,
1992-07-28,,,0.3374803960323334,0.3413975894451141,0.33205666244029997,0.30448573678731916,,,
1992-07-29,,,0.3209079802036285,0.3386857450008392,0.33461790084838866,0.30682098567485805,,,
1992-07-30,,,0.3194013833999634,0.33446733951568597,0.3350699216127396,0.3090809047222137,,,
1992-07-31,,,0.3209079802036285,0.32994748950004577,0.3340152889490127,0.3114161536097526,,,
1992-08-03,,,0.3239209055900574,0.32452372908592225,0.33296065926551816,0.313902048766613,,,
1992-08-04,,,0.3299470841884613,0.3230170667171478,0.33220732808113096,0.3166892528533935,,,
1992-08-05,,,0.3163877427577972,0.3221130192279816,0.33039938211441033,0.31909983158111566,,,
1992-08-06,,,0.3163877427577972,0.3215102910995483,0.32798881530761714,0.32105841189622875,,,
1992-08-07,,,0.3284405171871185,0.3230167984962463,0.326482143998146,0.32346898466348645,,,
1992-08-10,,,0.3284405171871185,0.32392072081565854,0.32422222495079034,0.3255782172083854,,,
1992-08-11,,,0.3314543068408966,0.32422216534614556,0.3236196160316467,0.3278381392359733,,,
1992-08-12,,,0.3163877427577972,0.3242221653461456,0.3231675922870636,0.3288927465677261,,,
1992-08-13,,,0.3163877427577972,0.32422216534614556,0.322866228222847,0.32896807491779323,,,
1992-08-14,,,0.2983087003231048,0.31819580197334285,0.32060630023479464,0.32731079459190365,,,
1992-08-17,,,0.3043347299098968,0.31337464451789854,0.3186476826667785,0.32580417096614833,,,
1992-08-18,,,0.301321804523468,0.3073481440544128,0.3157851547002792,0.32399624139070504,,,
1992-08-19,,,0.301321804523468,0.304334956407547,0.31427856087684625,0.32233897149562835,,,
1992-08-20,,,0.2983087003231048,0.3007191479206085,0.31247065663337703,0.32022973597049714,,,
1992-08-21,,,0.2922818958759308,0.2995137870311737,0.3088547945022583,0.3176684692502022,,,
1992-08-24,,,0.2952955961227417,0.2977059602737427,0.3055403023958206,0.3148812636733055,,,
1992-08-25,,,0.2922818958759308,0.2958979785442352,0.301623061299324,0.31262133866548536,,,
1992-08-26,,,0.2892688810825348,0.2934873938560486,0.29891117513179777,0.3110393837094307,,,
1992-08-27,,,0.2952955961227417,0.29288477301597593,0.2968019604682922,0.30983409434556963,,,
1992-08-28,,,0.301321804523468,0.2946927547454834,0.29710327088832855,0.3088547855615616,,,
1992-08-31,,,0.2998152077198028,0.29559667706489556,0.29665131866931915,0.30764950066804886,,,
1992-09-01,,,0.3043347299098968,0.29800724387168886,0.296952611207962,0.3063688829541206,,,
1992-09-02,,,0.332960844039917,0.30674563646316527,0.3001165151596069,0.30719753801822663,,,
1992-09-03,,,0.3435072302818298,0.3163879632949829,0.30463636815547945,0.3085535123944282,0.30626350402832025,,
1992-09-04,,,0.3465202152729034,0.32542764544487,0.3100602000951767,0.30945749729871747,0.30801116645336146,,
