Date,GRADE,GPS,LVS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-01-24,,,27.458341598510746,28.52533111572266,28.440443229675292,29.804873085021974,,,
2005-01-25,,,27.490989685058597,28.119169616699224,28.269357681274414,29.60897512435913,,,
2005-01-26,,,27.464879989624023,27.820100784301765,28.20144729614258,29.418627548217774,,,
2005-01-27,,,27.458341598510746,27.59677848815918,28.17206268310547,29.22925968170166,,,
2005-01-28,,,27.55629539489746,27.48576965332031,28.093704223632812,29.03989210128784,,,
2005-01-31,,,28.339879989624023,27.662077331542967,28.093704223632812,28.873052310943603,,,
2005-02-01,,,28.23540687561035,27.81096076965332,27.96506519317627,28.669971656799316,,,
2005-02-02,,,29.482614517211918,28.2145076751709,28.01730422973633,28.549167251586915,,,
2005-02-03,,,29.874412536621094,28.697721862792967,28.147250175476074,28.47603178024292,,,
2005-02-04,,,31.09551239013672,29.40556526184082,28.445667457580566,28.543616580963135,,,
2005-02-07,,,31.96398162841797,30.13038558959961,28.89623146057129,28.66833734512329,,,
2005-02-08,,,30.69718170166016,30.62274055480957,29.21685066223145,28.74310417175293,,,
2005-02-09,,,30.89307975769043,30.904833602905274,29.559670639038092,28.880558967590332,,,
2005-02-10,,,31.0497989654541,31.139910888671874,29.918816375732426,29.045439529418946,,,
2005-02-11,,,30.72330474853516,31.065469360351564,30.235517311096196,29.1646107673645,,,
2005-02-14,,,31.35018348693848,30.942709732055665,30.536547660827644,29.315125942230225,,,
2005-02-15,,,33.165496826171875,31.436372756958008,31.029556655883795,29.49731092453003,,,
2005-02-16,,,32.46680450439453,31.751117706298828,31.32797565460205,29.67263994216919,,,
2005-02-17,,,32.74757766723633,32.09067344665527,31.615292167663576,29.881271171569825,,,
2005-02-18,,,32.029293060302734,32.35187110900879,31.708670234680177,30.07716884613037,,,
2005-02-21,,,32.029293060302734,32.48769302368164,31.715201377868652,30.30571641921997,,,
2005-02-22,,,31.09551239013672,32.07369613647461,31.75503444671631,30.485942554473876,30.383880195617675,,
2005-02-23,,,30.95185661315918,31.770706558227538,31.760912132263183,30.660291385650634,30.394850616455077,,
2005-02-24,,,30.89307975769043,31.39980697631836,31.745240211486816,30.832028293609618,30.371342811584473,,
2005-02-25,,,31.670137405395508,31.327975845336915,31.839923477172853,31.03772039413452,30.312573318481444,,
2005-02-28,,,31.27834892272949,31.177787017822265,31.832740020751952,31.184643840789796,30.30343147277832,,
2005-03-01,,,32.662696838378906,31.491223907470705,31.782460021972657,31.406008338928224,30.337909507751466,,
2005-03-02,,,32.636573791503906,31.828167343139647,31.799436950683592,31.56370630264282,30.357107467651367,,
2005-03-03,,,32.453731536865234,32.14029769897461,31.770052337646483,31.69267225265503,30.372779350280762,,
2005-03-04,,,31.559131622314453,32.1180965423584,31.723036193847655,31.715853214263916,30.37055923461914,,
2005-03-07,,,32.51902770996094,32.366232299804686,31.772009658813477,31.743605518341063,30.398637733459474,,
2005-03-08,,,30.91920280456543,32.017533493041995,31.754378700256346,31.754706573486327,30.38884281158447,,
2005-03-09,,,29.449970245361328,31.380212783813477,31.604190063476562,31.682551097869872,30.352405586242675,,
2005-03-10,,,29.861358642578125,30.861738204956055,31.50101795196533,31.623129081726074,30.32471878051758,,
2005-03-11,,,30.03114128112793,30.55614013671875,31.337118339538574,31.58852090835571,30.29846866607666,,
2005-03-14,,,30.99757194519043,30.25184898376465,31.30904064178467,31.57089033126831,30.28488658905029,,
2005-03-15,,,32.25784683227539,30.51957778930664,31.268555641174316,31.525507831573485,30.284103126525878,,
2005-03-16,,,31.54607391357422,30.93879852294922,31.15950565338135,31.479471302032472,30.277050552368163,,
2005-03-17,,,31.67667579650879,31.30186195373535,31.081800079345705,31.425926208496094,30.28384162902832,,
2005-03-18,,,31.826866149902344,31.661006927490234,31.108573532104494,31.415804862976074,30.325502624511717,,
2005-03-21,,,31.54607391357422,31.77070732116699,31.01127815246582,31.391643905639647,30.367032775878908,,
2005-03-22,,,30.35763168334961,31.390664291381835,30.95512104034424,31.354749870300292,30.39014850616455,,
2005-03-23,,,29.88094711303711,31.057638931274415,30.998218727111816,31.30120439529419,30.424887771606446,,
2005-03-24,,,30.03766250610352,30.72983627319336,31.015849113464355,31.258433532714843,30.47059726715088,,
2005-03-25,,,30.03766250610352,30.371995544433595,31.016501235961915,31.176809787750244,30.504552917480467,,
2005-03-28,,,30.024606704711918,30.067702102661134,30.919204711914062,31.114122676849366,30.538247451782226,,
2005-03-29,,,28.73168182373047,29.742512130737303,30.56658821105957,30.917571926116942,30.52244514465332,,
2005-03-30,,,29.78298759460449,29.722920227050782,30.3902795791626,30.774892616271973,30.538900413513183,,
2005-03-31,,,29.38467788696289,29.592323303222656,30.161079788208006,30.621439933776855,30.555094909667968,,
2005-04-01,,,28.90145492553711,29.365081787109375,29.868538665771485,30.488556098937988,30.570897216796876,,
2005-04-04,,,27.98726272583008,28.957612991333008,29.51265754699707,30.261967849731445,30.58147563934326,,
2005-04-05,,,27.49752616882324,28.710781860351563,29.226646995544435,30.090884017944337,30.581606369018555,,
2005-04-06,,,28.601078033447266,28.474399948120116,29.09866008758545,30.04843940734863,30.60433032989502,,
2005-04-07,,,28.829627990722656,28.36338996887207,28.977856636047363,29.99685287475586,30.631756057739256,,
2005-04-08,,,28.35946655273437,28.254992294311524,28.810037040710448,29.913269138336183,30.647819480895997,,
2005-04-11,,,28.41172218322754,28.339884185791014,28.64874858856201,29.78397665023804,30.649256324768068,,
2005-04-12,,,28.69902610778809,28.580184173583984,28.645483016967773,29.60603561401367,30.65852870941162,,
2005-04-13,,,28.73168182373047,28.606304931640626,28.540352439880373,29.465316009521484,30.64351005554199,,
2005-04-14,,,28.274581909179688,28.49529571533203,28.429342842102052,29.29521131515503,30.611513442993164,,
2005-04-15,,,26.67474365234375,28.158351135253906,28.206671714782715,29.037605190277098,30.523098068237303,,
2005-04-18,,,26.02176094055176,27.68035888671875,28.010121536254882,28.761389541625977,30.40425365447998,,
2005-04-19,,,25.98910903930664,27.13837547302246,27.859279823303222,28.542963409423827,30.31009220123291,,
2005-04-20,,,24.728837966918945,26.337806701660156,27.47205581665039,28.28535795211792,30.18680736541748,,
2005-04-21,,,24.40886688232422,25.564663696289067,27.029979705810547,28.003918170928955,30.053988723754884,,
2005-04-22,,,24.160728454589844,25.061860656738283,26.610105895996092,27.71007146835327,29.922737197875975,,
2005-04-25,,,24.330507278442383,24.723609924316406,26.201984405517578,27.425366497039796,29.782343673706055,,
2005-04-26,,,25.303464889526367,24.58648109436035,25.862428283691408,27.25395565032959,29.625103034973144,,
2005-04-27,,,25.107574462890625,24.662228393554688,25.50001754760742,27.020184993743896,29.477918434143067,,
2005-04-28,,,24.813718795776367,24.743198776245116,25.15393123626709,26.79163703918457,29.319241256713866,,
2005-04-29,,,24.454578399658203,24.80196876525879,24.931914710998534,26.569293212890624,29.167746963500978,,
2005-05-02,,,25.009618759155277,24.937791061401366,24.830700492858888,26.420411014556883,29.027353477478027,,
2005-05-03,,,23.573036193847656,24.591705322265625,24.58909320831299,26.224186515808107,28.876903953552247,29.63039207458496,
2005-05-04,,,23.59263038635254,24.288716506958007,24.475472450256348,25.97376413345337,28.729719429016114,29.562285022735594,
2005-05-05,,,23.207355499267575,23.96744384765625,24.355321311950682,25.692650508880615,28.576004943847657,29.473673877716063,
2005-05-06,,,23.50773429870605,23.77807502746582,24.290021896362305,25.4500638961792,28.412756881713868,29.362665100097658,
2005-05-09,,,23.73628044128418,23.5234073638916,24.230599212646485,25.21629180908203,28.26191551208496,29.28267349243164,
2005-05-10,,,23.357545852661133,23.480309295654298,24.03600730895996,24.949217796325684,28.075812492370606,29.206861000061036,
2005-05-11,,,23.44896697998047,23.45157661437988,23.870146560668946,24.685082054138185,27.892060356140135,29.12458391189575,
2005-05-12,,,22.920040130615234,23.394113540649414,23.68077869415283,24.41735496520996,27.701386528015135,29.03708293914795,
2005-05-13,,,22.005857467651367,23.093738174438478,23.435906600952148,24.183910655975343,27.510321044921874,28.94044013977051,
2005-05-16,,,22.169103622436523,22.780302810668946,23.151855087280275,23.99127779006958,27.30332256317139,28.85098014831543,
2005-05-17,,,22.867807388305664,22.68235511779785,23.081332206726074,23.83521270751953,27.142294654846193,28.765568733215332,
2005-05-18,,,23.8342342376709,22.75940856933594,23.10549259185791,23.79048252105713,27.02997993469238,28.69119276046753,
2005-05-19,,,24.29133033752441,23.03366661071777,23.213890075683594,23.784605693817138,26.91857936859131,28.621649074554444,
2005-05-20,,,24.239086151123047,23.48031234741211,23.287025260925294,23.788523578643797,26.80273826599121,28.550603466033934,
2005-05-23,,,24.29133033752441,23.904757690429687,23.342530250549316,23.7865647315979,26.66861343383789,28.476750011444093,
2005-05-24,,,24.00400733947754,24.131997680664064,23.407176399230956,23.721591854095458,26.503536643981935,28.393819885253905,
2005-05-25,,,23.25959587097168,24.017070007324218,23.388239288330077,23.629192924499513,26.33780708312988,28.307428817749024,
2005-05-26,,,23.97789001464844,23.954381942749023,23.4940242767334,23.587401485443117,26.183831367492676,28.233836498260498,
2005-05-27,,,24.2847957611084,23.963523864746094,23.7219181060791,23.578912353515626,26.032989959716797,28.179246292114257,
2005-05-30,,,24.2847957611084,23.962216949462892,23.933487319946288,23.54267120361328,25.88776439666748,28.127398586273195,
2005-05-31,,,23.67751121520996,23.896917724609374,24.01445770263672,23.547894954681396,25.754161987304688,28.07215524673462,
2005-06-01,,,24.415395736694336,24.128077697753906,24.072573852539062,23.589033222198488,25.64485095977783,28.03486936569214,
2005-06-02,,,25.336109161376957,24.399721527099608,24.177051734924316,23.695470905303956,25.5508198928833,28.01070858001709,
2005-06-03,,,25.46671485900879,24.636105346679688,24.29981460571289,23.793419933319093,25.459400939941407,27.98197692871094,
2005-06-06,,,24.94432640075684,24.768011474609377,24.365114212036133,23.853822231292725,25.357795333862306,27.948021392822266,
2005-06-07,,,24.487228393554688,24.929954910278322,24.413436317443846,23.9103063583374,25.27290626525879,27.897675704956054,
2005-06-08,,,24.082372665405277,24.86335029602051,24.495713996887208,23.941976642608644,25.158893966674803,27.848897190093993,
2005-06-09,,,24.128082275390625,24.621744918823243,24.510733222961427,24.002378749847413,25.05376205444336,27.804428482055663,
2005-06-10,,,24.278268814086918,24.38405570983887,24.510080528259277,24.11599931716919,24.961298332214355,27.766097774505614,
2005-06-13,,,24.487228393554688,24.292636108398437,24.530323791503907,24.2319055557251,24.891297645568848,27.736386642456054,
2005-06-14,,,25.538543701171875,24.502899169921875,24.716427040100097,24.36544237136841,24.85211799621582,27.716862182617188,
2005-06-15,,,25.140220642089844,24.71446876525879,24.78890953063965,24.430741691589354,24.78290084838867,27.693615589141846,
2005-06-16,,,25.336109161376957,24.956074142456053,24.78890953063965,24.48298063278198,24.71303047180176,27.67239326477051,
2005-06-17,,,26.08705711364746,25.317831802368165,24.850943756103515,24.575379180908204,24.66758228302002,27.657700881958007,
2005-06-20,,,25.793212890625,25.579028701782228,24.93583240509033,24.65047330856323,24.61521209716797,27.63223421096802,
2005-06-21,,,25.336109161376957,25.538541793823246,25.02072048187256,24.717078399658202,24.547953758239746,27.603241233825685,
2005-06-22,,,25.59078025817871,25.628653717041015,25.171561241149902,24.833637619018553,24.48513572692871,27.564322891235353,
2005-06-23,,,24.487228393554688,25.458877563476566,25.207475852966308,24.859104537963866,24.409388656616212,27.510451049804686,
2005-06-24,,,24.617826461791992,25.16503143310547,25.241431617736815,24.875756072998048,24.368250312805177,27.445674190521242,
2005-06-27,,,24.121551513671875,24.830699157714843,25.204863929748534,24.867593860626222,24.33024612426758,27.36724988937378,
2005-06-28,,,24.42192840576172,24.6478630065918,25.09320240020752,24.90481472015381,24.29890251159668,27.304497356414796,
2005-06-29,,,23.873411178588867,24.304389190673827,24.96652145385742,24.877715492248534,24.281793975830077,27.234300670623778,
2005-06-30,,,23.344486236572266,24.075840759277344,24.76735916137695,24.7781343460083,24.260506362915038,27.15724754333496,
2005-07-01,,,23.670988082885746,23.886473083496092,24.52575225830078,24.688348007202148,24.250711555480958,27.086724376678468,
2005-07-04,,,23.670988082885746,23.796360397338866,24.31352977752686,24.624681091308595,24.237521171569824,27.009932422637938,
2005-07-05,,,23.93218994140625,23.698412704467774,24.173137855529788,24.596929168701173,24.210095672607423,26.917599353790283,
2005-07-06,,,23.85382080078125,23.69449462890625,23.999441909790043,24.58550157546997,24.185020599365235,26.83146951675415,
2005-07-07,,,23.925657272338867,23.81072883605957,23.94328479766846,24.575380325317383,24.167259368896485,26.743250312805177,
2005-07-08,,,24.62434959411621,24.001401138305663,23.943937110900883,24.59268436431885,24.170654792785644,26.66920087814331,
2005-07-11,,,24.71576690673828,24.21035690307617,24.003358650207524,24.60411128997803,24.164777755737305,26.596065616607667,
2005-07-12,,,24.85289764404297,24.394498443603517,24.046455574035647,24.569828987121582,24.19037498474121,26.533639469146728,
2005-07-13,,,24.74842071533203,24.573418426513673,24.133956527709962,24.55023899078369,24.2134907913208,26.471605110168458,
2005-07-14,,,24.434982299804688,24.675283432006836,24.243006134033205,24.505182647705077,24.238043327331543,26.407024135589598,
2005-07-15,,,24.754955291748047,24.701404571533203,24.351402854919435,24.438577556610106,24.262987747192383,26.337872314453126,
2005-07-18,,,24.74842071533203,24.707935333251953,24.459146118164064,24.38633794784546,24.28323055267334,26.27257303237915,
2005-07-19,,,25.388362884521484,24.815028381347656,24.604763412475585,24.388950634002686,24.323846893310545,26.199829692840577,
2005-07-20,,,25.46671485900879,24.958687210083006,24.76605281829834,24.38274736404419,24.364201850891114,26.128131103515624,
2005-07-21,,,26.322134017944336,25.336117553710938,25.005700492858885,24.474492645263673,24.432243728637694,26.066815128326414,
2005-07-22,,,26.315603256225582,25.648247146606444,25.174825859069824,24.55938148498535,24.51843864440918,26.014379844665527,
2005-07-25,,,25.46671485900879,25.7919059753418,25.249920654296876,24.626639652252198,24.584390869140623,25.943856716156006,
2005-07-26,,,24.80719566345215,25.67567253112793,25.245350456237794,24.645903015136717,24.623178634643555,25.882736644744874,
2005-07-27,,,25.11410140991211,25.605149841308595,25.2819185256958,24.70793752670288,24.64877597808838,25.83937795639038,
2005-07-28,,,25.85851287841797,25.51242561340332,25.42427158355713,24.833638858795165,24.68011962890625,25.79934949874878,
2005-07-29,,,26.26336097717285,25.501977157592773,25.57511215209961,24.96325750350952,24.720605125427245,25.76167169570923,
2005-08-01,,,26.29601287841797,25.66783676147461,25.729871368408205,25.094508743286134,24.760698776245118,25.714656105041502,
2005-08-02,,,26.393966674804688,25.98519096374512,25.830431747436524,25.217597579956056,24.80849796295166,25.656017303466797,
2005-08-03,,,24.892078399658203,25.940786361694336,25.772968101501466,25.2695104598999,24.84114761352539,25.589477348327637,
2005-08-04,,,24.55252456665039,25.67958869934082,25.59600715637207,25.30085382461548,24.85264030456543,25.518235836029053,
2005-08-05,,,24.77454376220703,25.381825256347657,25.441901206970215,25.30836353302002,24.862435264587404,25.4477126121521,
2005-08-08,,,24.350101470947266,24.992642974853517,25.330239868164064,25.290080261230468,24.86374137878418,25.37575288772583,
2005-08-09,,,24.71576690673828,24.657003021240236,25.321096992492677,25.283223724365236,24.884506492614747,25.319334239959716,
2005-08-10,,,24.70924186706543,24.62043571472168,25.280611038208008,25.281264781951904,24.890383415222168,25.2676171875,
2005-08-11,,,24.74188804626465,24.65830841064453,25.168948554992674,25.2966100692749,24.878498992919923,25.21465944290161,
2005-08-12,,,24.683120727539062,24.64002380371094,25.010924530029296,25.293018341064453,24.862827110290528,25.161114025115968,
2005-08-15,,,24.754955291748047,24.720994567871095,24.856818771362306,25.293345069885255,24.85903968811035,25.108417510986328,
2005-08-16,,,24.30438804626465,24.638718795776366,24.6478609085083,25.239146327972414,24.85538288116455,25.06414457321167,
2005-08-17,,,24.683120727539062,24.633494567871093,24.626965141296388,25.199966621398925,24.867397842407225,25.013145904541016,
2005-08-18,,,24.637407302856445,24.612598419189453,24.63545341491699,25.11573028564453,24.877584342956542,24.96567319869995,
2005-08-19,,,24.16725730895996,24.509425735473634,24.574724769592287,25.00831298828125,24.875364112854005,24.918331222534178,
2005-08-22,,,23.664459228515625,24.29132652282715,24.506160545349122,24.91820020675659,24.85890872955322,24.875103187561034,
2005-08-23,,,23.27919006347656,24.08628692626953,24.362502861022946,24.841799926757812,24.813721656799316,24.832919826507567,
2005-08-24,,,23.00493049621582,23.75064888000488,24.19207172393799,24.736341381072997,24.771015853881835,24.776958351135253,
2005-08-25,,,23.45549774169922,23.514266967773438,24.063432693481445,24.61619062423706,24.733403625488283,24.72321704864502,
2005-08-26,,,23.4228515625,23.365385818481446,23.93740577697754,24.474165153503417,24.680119514465332,24.673850898742675,
2005-08-29,,,23.670988082885746,23.36669158935547,23.82900905609131,24.342913913726807,24.637675018310546,24.626443557739258,
2005-08-30,,,23.3183650970459,23.374526596069337,23.730406761169434,24.189133834838866,24.597320137023925,24.572636947631835,
2005-08-31,,,23.044113159179688,23.38236312866211,23.566506004333498,24.096735572814943,24.546386795043944,24.515761260986327,
2005-09-01,,,23.29877471923828,23.351018524169923,23.43264274597168,24.034048080444336,24.522617721557616,24.466003189086916,
2005-09-02,,,23.33795928955078,23.334040069580077,23.349712944030763,23.962218856811525,24.497020378112794,24.432635345458984,
2005-09-05,,,23.33795928955078,23.267434310913085,23.31706295013428,23.9116117477417,24.48134853363037,24.405797328948974,
2005-09-06,,,23.55998039245605,23.31575736999512,23.345141983032228,23.853822422027587,24.464109573364258,24.381506042480467,
2005-09-07,,,25.133691787719727,23.733673095703125,23.558018112182616,23.875044918060304,24.489315185546875,24.385554580688478,
2005-09-08,,,25.107574462890625,24.095433044433594,23.723225784301757,23.893329238891603,24.524576950073243,24.392541656494142,
2005-09-09,,,24.761489868164062,24.38013916015625,23.857089614868165,23.89724769592285,24.54638698577881,24.398549270629882,
2005-09-12,,,24.160728454589844,24.544692993164062,23.906063652038576,23.867536354064942,24.55618179321289,24.39685148239136,
2005-09-13,,,23.514270782470703,24.535551071166992,23.925654220581055,23.828030490875243,24.54782341003418,24.3789595413208,
2005-09-14,,,23.05064582824707,24.118941879272462,23.926307487487794,23.746406745910644,24.531759910583496,24.358390254974367,
2005-09-15,,,22.78291893005371,23.654010772705078,23.874721908569335,23.65368232727051,24.508905143737792,24.33808225631714,
2005-09-16,,,22.84821319580078,23.271355438232423,23.825747299194337,23.587730121612548,24.473382415771486,24.322018604278565,
2005-09-19,,,21.97973251342773,22.83515625,23.68992462158203,23.503493785858154,24.418661727905274,24.29171974182129,
2005-09-20,,,22.09073829650879,22.550449752807616,23.543000411987304,23.444071197509764,24.36341854095459,24.2768967628479,26.95364441871643
2005-09-21,,,20.882699966430664,22.116860580444335,23.117901229858397,23.337959671020506,24.286104125976564,24.249797458648683,26.90604124069214
2005-09-22,,,21.091663360595703,21.778609466552734,22.716310119628908,23.21976795196533,24.219237747192384,24.228640537261963,26.851157207489013
2005-09-23,,,21.143898010253903,21.437746429443358,22.354550933837892,23.10582027435303,24.1470166015625,24.20500217437744,26.78383363723755
2005-09-26,,,20.686805725097656,21.179161071777344,22.00715866088867,22.956611156463623,24.065784301757812,24.174507427215577,26.728590459823607
2005-09-27,45.95127636723931,B,20.667221069335938,20.894457626342774,21.722453689575197,22.824053955078124,23.971361465454102,24.147604179382324,26.67723258972168
2005-09-28,46.489785682868636,B,21.30062294006348,20.978042221069337,21.547451400756835,22.736879444122316,23.888039627075194,24.126120738983154,26.625352325439454
2005-09-29,47.058182706529614,B,21.62059211730957,21.08382797241211,21.431218719482423,22.65297031402588,23.7940087890625,24.113126258850098,26.575104598999022
2005-09-30,47.66561120897669,B,21.489990234375,21.15304641723633,21.295396423339845,22.56057186126709,23.69749652862549,24.107967586517333,26.52420386314392
2005-10-03,48.45809993311955,B,21.60099983215332,21.33588523864746,21.257523155212404,22.473723888397217,23.620182228088378,24.1022865486145,26.476633348464965
2005-10-04,49.26235727097346,B,21.888317108154297,21.580104446411134,21.237281036376952,22.390140724182128,23.56180465698242,24.092491645812988,26.42903018951416
2005-10-05,49.380017434776114,B,21.52916717529297,21.625813293457032,21.301927757263183,22.20991449356079,23.49010597229004,24.06944097518921,26.38031686782837
2005-10-06,48.99796603515336,B,20.78475570678711,21.45864601135254,21.271236991882326,21.993773555755617,23.388630828857423,24.034375228881835,26.32801215171814
2005-10-07,48.845871770101915,B,21.254913330078125,21.411630630493164,21.282338523864745,21.81844472885132,23.288461875915527,24.004533500671386,26.27756848335266
2005-10-10,48.1938673779216,B,20.45172882080078,21.181776428222655,21.25883083343506,21.632994747161867,23.171576194763183,23.96613748550415,26.221443748474123
2005-10-11,47.364310623326794,B,20.22970962524414,20.850054931640624,21.215079689025877,21.468766689300537,23.048291053771973,23.928394508361816,26.161107196807862
2005-10-12,46.69731555728847,B,19.6485538482666,20.47393226623535,21.04987277984619,21.298662090301512,22.94342056274414,23.892284088134765,26.099856452941893
2005-10-13,46.462602248061366,B,19.50489044189453,20.217959213256837,20.838302612304688,21.134760665893555,22.842467880249025,23.847554092407226,26.04069529533386
2005-10-14,46.40282548082714,B,20.48438262939453,20.063853073120118,20.73774185180664,21.016569137573242,22.756664657592772,23.809549961090088,25.994398126602174
2005-10-17,46.68126896103623,B,20.22970962524414,20.01944923400879,20.600612831115722,20.92906799316406,22.67425682067871,23.768999099731445,25.94819884300232
2005-10-18,46.722733223139016,B,19.387351989746094,19.85097770690918,20.350516319274902,20.79389867782593,22.567688522338866,23.72609750747681,25.899126377105713
2005-10-19,47.525973645611,B,20.569263458251957,20.03511962890625,20.2545259475708,20.778226852416992,22.4848889541626,23.687636184692384,25.86125277519226
2005-10-20,48.34991980338713,B,20.569263458251957,20.247994232177735,20.232976722717286,20.752106857299804,22.401436462402344,23.639967727661134,25.825338153839112
2005-10-21,48.83579994211803,B,21.124313354492188,20.375980377197266,20.21991672515869,20.751127624511717,22.330260314941405,23.59654371261597,25.789260320663452
2005-10-24,49.940659832568,B,22.46294593811035,20.82262763977051,20.42103843688965,20.839934635162354,22.284420127868653,23.571729907989504,25.759875650405885
2005-10-25,51.328124909526714,C,22.045026779174805,21.35416259765625,20.602570152282716,20.908824920654297,22.239232902526854,23.547307891845705,25.722491798400878
2005-10-26,51.627083648974015,C,21.254913330078125,21.491292572021486,20.76320610046387,20.90653944015503,22.170668754577637,23.51903329849243,25.683965244293212
2005-10-27,51.71628808691059,C,20.830474853515625,21.54353485107422,20.895764541625976,20.867033576965333,22.09453010559082,23.486057224273683,25.645242853164675
2005-10-28,51.970252890546014,C,21.62059211730957,21.642790603637696,21.00938549041748,20.87356367111206,22.04359680175781,23.459480457305908,25.612789115905763
2005-10-31,51.743611379923856,C,22.39764976501465,21.629731369018554,21.22617950439453,20.913396167755128,22.018260612487794,23.438584671020507,25.58748565673828
2005-11-01,51.537436234218205,C,22.129919052124023,21.646709823608397,21.500436210632323,20.925476264953613,21.995275192260742,23.40449842453003,25.56068030357361
2005-11-02,52.02216375231668,C,22.69150161743164,21.934027481079102,21.712660026550292,20.983592987060547,21.98900661468506,23.380011234283447,25.536813411712647
2005-11-03,53.17839377100569,C,23.78199958801269,22.524332427978514,22.033933639526367,21.133455181121825,21.995536651611328,23.364470138549805,25.518431701660155
2005-11-04,54.248248807261,C,24.59170913696289,23.11855583190918,22.380673217773438,21.300294971466066,22.018913803100585,23.34951665878296,25.503608770370484
2005-11-07,55.186333890312135,C,25.2512264251709,23.68927116394043,22.65950126647949,21.54026985168457,22.050518569946288,23.34409679412842,25.488165502548217
2005-11-08,56.026097948983754,C,24.630878448486328,24.18946304321289,22.918086433410643,21.76032829284668,22.0767688369751,23.337044486999513,25.470142860412597
2005-11-09,56.7121108629434,C,24.892078399658203,24.629578399658204,23.281802940368653,22.02250452041626,22.11372814178467,23.330057468414306,25.44719017982483
2005-11-10,57.47841380196285,C,26.50497436523437,25.17417335510254,23.849252891540527,22.37250871658325,22.17785213470459,23.350234928131105,25.430342988967894
2005-11-11,57.89834049369031,A,26.635576248168945,25.58294677734375,24.350751304626463,22.68006839752197,22.243804473876953,23.37041242599487,25.40804330825806
2005-11-14,58.25745123980582,A,27.02737236022949,25.93817596435547,24.81372356414795,23.01995153427124,22.31759273529053,23.39947063446045,25.383360261917115
2005-11-15,58.58730177378593,A,26.211132049560547,26.254226684570312,25.2218448638916,23.361140537261964,22.370615768432618,23.417362670898438,25.360930013656617
2005-11-16,58.51935689488216,A,26.04788017272949,26.48538703918457,25.557482719421387,23.63507137298584,22.38889953613281,23.439107360839845,25.33670401573181
2005-11-17,58.03480853814347,A,27.151439666748047,26.614680099487305,25.89442672729492,23.964180183410644,22.42977684020996,23.4771768951416,25.317212219238282
2005-11-18,57.749076996714344,A,27.353864669799805,26.758337783813477,26.170642280578612,24.275657749176027,22.481624336242675,23.514005661010742,25.300365018844605
2005-11-21,57.93727877123363,A,29.045108795166016,27.161885070800782,26.550030517578126,24.60476589202881,22.5793119430542,23.567746868133543,25.288839645385742
2005-11-22,58.562300192435465,A,29.40425109863281,27.800508880615233,27.027367782592773,24.97272710800171,22.697111549377443,23.62246747970581,25.270033416748046
2005-11-23,59.78196911831114,A,29.92664337158203,28.576261520385742,27.530824279785158,25.406313610076904,22.83463150024414,23.68319570541382,25.257332611083985
2005-11-24,60.58195079497322,A,29.92664337158203,29.131302261352538,27.872991180419923,25.861122035980223,22.977505989074707,23.74320556640625,25.243227939605713
2005-11-25,61.20705028538444,A,29.652393341064453,29.59100799560547,28.174672889709473,26.26271209716797,23.11358959197998,23.79348600387573,25.23134344100952
2005-11-28,60.89539230493839,A,29.156118392944336,29.613209915161132,28.387547492980957,26.600635528564453,23.25711730957031,23.837889518737793,25.21697756767273
