Date,GRADE,GPS,LW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2016-11-10,,,27.157377243041992,,,,,,
2016-11-11,,,26.763402938842773,,,,,,
2016-11-14,,,27.032018661499023,,,,,,
2016-11-15,,,27.246915817260746,,,,,,
2016-11-16,,,28.384071350097656,27.316757202148438,,,,,
2016-11-17,,,29.10934257507324,27.707150268554688,,,,,
2016-11-18,,,29.26156044006348,28.206781768798827,,,,,
2016-11-21,,,28.419883728027344,28.484354782104493,,,,,
2016-11-22,,,29.27947235107422,28.890866088867188,,,,,
2016-11-23,,,29.565994262695312,29.12725067138672,28.222003936767578,,,,
2016-11-24,,,29.565994262695312,29.218581008911134,28.46286563873291,,,,
2016-11-25,,,29.18098258972168,29.202465438842772,28.7046236038208,,,,
2016-11-28,,,29.31529235839844,29.38154716491699,28.932950973510742,,,,
2016-11-29,,,29.718204498291016,29.46929359436035,29.180079841613768,,,,
2016-11-30,,,29.97787475585937,29.551669692993165,29.339460182189942,,,,
2016-12-01,,,29.10934257507324,29.46033935546875,29.339460182189942,,,,
2016-12-02,,,29.53912353515625,29.531967544555663,29.367216491699217,,,,
2016-12-05,,,30.13010025024414,29.694929122924805,29.5382381439209,,,,
2016-12-06,,,30.282306671142575,29.807749557495118,29.638521575927733,,,,
2016-12-07,,,31.115039825439453,30.035182571411134,29.79342613220215,29.007715034484864,,,
2016-12-08,,,32.17159652709961,30.647633361816407,30.05398635864258,29.258425998687745,,,
2016-12-09,,,32.57451629638672,31.2547119140625,30.393339729309083,29.54898166656494,,,
2016-12-12,,,32.887916564941406,31.806275177001954,30.750602149963377,29.84177656173706,,,
2016-12-13,,,32.75361251831055,32.30053634643555,31.054142951965332,30.11711139678955,,,
2016-12-14,,,31.47319221496582,32.37216682434082,31.203674697875975,30.27156744003296,,,
2016-12-15,,,30.783729553222656,32.09459342956543,31.37111339569092,30.35528678894043,,,
2016-12-16,,,31.571678161621094,31.894025802612305,31.5743688583374,30.47079267501831,,,
2016-12-19,,,30.87328147888184,31.49109878540039,31.648686981201173,30.593462562561037,,,
2016-12-20,,,31.294118881225582,31.199200057983397,31.749868202209473,30.694194889068605,,,
2016-12-21,,,31.35679054260254,31.17591972351074,31.77404327392578,30.783734703063963,,,
2016-12-22,,,32.52975845336914,31.52512550354004,31.809859466552734,30.931922912597656,,,
2016-12-23,,,32.995361328125,31.80986213684082,31.851943969726562,31.122641849517823,,,
2016-12-26,,,32.995361328125,32.23427810668945,31.86268844604492,31.30664529800415,,,
2016-12-27,,,33.434104919433594,32.662275314331055,31.930737686157226,31.49244031906128,,,
2016-12-28,,,33.335628509521484,33.05804290771484,32.11698131561279,31.660328006744386,,,
2016-12-29,,,33.81913757324219,33.31591873168945,32.420522117614745,31.895817756652832,,,
2016-12-30,,,33.89076232910156,33.494998931884766,32.65243053436279,32.1133996963501,,,
2017-01-02,,,33.89076232910156,33.67407913208008,32.95417861938476,32.30143280029297,,,
2017-01-03,,,33.568416595458984,33.700941467285155,33.18160839080811,32.46573829650879,,,
2017-01-04,,,33.111759185791016,33.656167602539064,33.35710525512695,32.56557426452637,,,
2017-01-05,,,32.78941345214844,33.45022277832031,33.38307075500488,32.59646511077881,,,
2017-01-06,,,32.97745513916016,33.26756134033203,33.3812801361084,32.61661205291748,,,
2017-01-09,,,33.03117370605469,33.09564361572266,33.384861373901366,32.62377490997314,,,
2017-01-10,,,32.98640823364258,32.979241943359376,33.340091705322266,32.63541469573975,,,
2017-01-11,,,33.03117370605469,32.96312484741211,33.30964622497559,32.71331377029419,,,
2017-01-12,,,33.0938606262207,33.02401428222656,33.237118530273435,32.82882032394409,,,
2017-01-13,,,33.32666015625,33.09385528564453,33.18070831298828,32.91656942367554,,,
2017-01-16,,,33.32666015625,33.15295257568359,33.124298095703125,33.039238357543944,,,
2017-01-17,,,33.03117370605469,33.161905670166014,33.070573806762695,33.1260910987854,,,
2017-01-18,,,32.80733108520508,33.1171371459961,33.0401309967041,33.19861812591553,31.23734191894531,,
2017-01-19,,,33.0938606262207,33.1171371459961,33.07057571411133,33.226823234558104,31.356071586608888,,
2017-01-20,,,33.22816848754883,33.09743881225586,33.0956470489502,33.2384635925293,31.485366897583006,,
2017-01-23,,,32.923728942871094,33.01685256958008,33.08490257263183,33.2348819732666,31.60320110321045,,
2017-01-24,,,33.568416595458984,33.12430114746094,33.143103408813474,33.24159755706787,31.729631118774414,,
2017-01-25,,,32.834190368652344,33.12967300415039,33.123405075073244,33.216525650024415,31.81863349914551,,
2017-01-26,,,32.69740295410156,33.05038146972656,33.08375930786133,33.16043891906738,31.890394706726074,,
2017-01-27,,,32.796390533447266,32.96402587890625,33.03073234558106,33.105720329284665,31.96109130859375,,
2017-01-30,,,33.10239028930664,32.99975814819336,33.008305358886716,33.06630172729492,32.05474143981934,,
2017-01-31,,,33.62441635131836,33.01095809936523,33.06762962341308,33.06910171508789,32.14164031982422,,
2017-02-01,,,33.99341583251953,33.24280319213867,33.18623809814453,33.11318454742432,32.2301887512207,,
2017-02-02,,,34.57840347290039,33.61900329589844,33.3346923828125,33.20263404846192,32.33043693542481,,
2017-02-03,,,35.010433197021484,34.06181182861328,33.512918853759764,33.30428295135498,32.4470259475708,,
2017-02-06,,,35.3164176940918,34.504617309570314,33.752187728881836,33.418545150756835,32.56704845428467,,
2017-02-07,,,35.46943283081055,34.87362060546875,33.94228935241699,33.54269638061523,32.68207302093506,,
2017-02-08,,,35.244415283203125,35.12382049560547,34.18331184387207,33.653358459472656,32.78740383148193,,
2017-02-09,,,35.17242431640625,35.24262466430664,34.43081398010254,33.757286643981935,32.90866546630859,,
2017-02-10,,,35.34342956542969,35.30922393798828,34.68551788330078,33.85812511444092,33.024751586914064,,
2017-02-13,,,35.4874267578125,35.34342575073242,34.924021530151364,33.96616344451904,33.13189811706543,,
2017-02-14,,,35.685428619384766,35.38662490844727,35.13012275695801,34.09887619018555,33.239960556030276,,
2017-02-15,,,35.667415618896484,35.47122497558594,35.297522735595706,34.24188041687012,33.33100807189941,,
2017-02-16,,,35.910430908203125,35.61882629394531,35.430725479125975,34.38270893096924,33.40578475952148,,
2017-02-17,,,35.65842819213867,35.68182601928711,35.4955249786377,34.50422191619873,33.46746299743652,,
2017-02-20,,,35.65842819213867,35.716026306152344,35.52972602844238,34.64095687866211,33.52287322998047,,
2017-02-21,,,35.65842819213867,35.710626220703126,35.5486255645752,34.74545745849609,33.58096954345703,,
2017-02-22,,,35.865440368652344,35.750231170654295,35.610728073120114,34.897019958496095,33.668814506530765,,
2017-02-23,,,35.55043029785156,35.67823104858398,35.64852867126465,35.03967132568359,33.76414852142334,,
2017-02-24,,,35.62242889404297,35.67103118896485,35.676428604125974,35.18097324371338,33.84516353607178,,
2017-02-27,,,35.53242874145508,35.64583129882813,35.680928802490236,35.302475166320804,33.938346481323244,,
2017-02-28,,,35.271419525146484,35.56842956542969,35.63952789306641,35.38482532501221,34.01789249420166,,
2017-03-01,,,35.95542526245117,35.58642654418945,35.668328857421876,35.48292579650879,34.10986518859863,,
2017-03-02,,,36.19842529296875,35.71602554321289,35.69712829589844,35.56392688751221,34.18323852539063,,
2017-03-03,,,36.36043167114258,35.863626098632814,35.76732864379883,35.63142681121826,34.25053993225097,,
2017-03-06,,,36.37843322753906,36.03282699584961,35.839329147338866,35.68452758789063,34.31820137023926,,
2017-03-07,,,36.66643905639648,36.31183090209961,35.94013023376465,35.74437789916992,34.38284805297852,,
2017-03-08,,,36.64844512939453,36.450434875488284,36.01843070983887,35.81457939147949,34.449104385375975,,
2017-03-09,,,36.882442474365234,36.58723831176758,36.151631927490236,35.90008029937744,34.51037048339844,,
