Date,GRADE,GPS,MMC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-29,,,1.2248547077178955,1.2304218769073487,1.2412091732025146,1.2445149004459382,1.3062881135940552,,
1984-03-01,,,1.2109355926513672,1.225550365447998,1.2366854906082154,1.241383171081543,1.3031274461746216,,
1984-03-02,,,1.2387735843658447,1.2269423723220825,1.2352936148643494,1.239991295337677,1.3005235385894776,,
1984-03-05,,,1.2526923418045044,1.231118130683899,1.2352936148643494,1.239295357465744,1.2981980061531067,,
1984-03-06,,,1.2422535419464111,1.2339019536972047,1.2345977067947387,1.2387734174728393,1.2958012771606446,,
1984-03-07,,,1.2109355926513672,1.231118130683899,1.2307700037956237,1.2377295196056366,1.2932597374916077,,
1984-03-08,,,1.2178951501846311,1.2325100421905515,1.2290302038192749,1.236337625980377,1.2906510162353515,,
1984-03-09,,,1.2248547077178955,1.2297262668609619,1.2283343195915222,1.2354676842689514,1.2877687311172485,,
1984-03-12,,,1.2318135499954224,1.2255505084991456,1.2283343195915222,1.2352937042713166,1.2850256228446961,,
1984-03-13,,,1.2422535419464111,1.2255505084991456,1.2297262310981751,1.2361636459827423,1.283591992855072,,
1984-03-14,,,1.2526923418045044,1.233901858329773,1.2325099945068358,1.2368595838546752,1.2817825555801392,,
1984-03-15,,,1.2631313800811768,1.2429491043090821,1.2377295732498168,1.2372075319290161,1.279903507232666,,
1984-03-16,,,1.297927737236023,1.2575637102127075,1.2436449885368348,1.239469301700592,1.278302824497223,,
1984-03-19,,,1.3014076948165894,1.2714825391769409,1.2485165238380431,1.2419050693511964,1.277050130367279,,
1984-03-20,,,1.3153269290924072,1.2860972166061402,1.2558238625526428,1.2452107846736908,1.2758670353889465,,
1984-03-21,,,1.3153269290924072,1.2986241340637208,1.2662629961967469,1.2485164999961853,1.274683940410614,,
1984-03-22,,,1.3292454481124878,1.311846947669983,1.2773980259895326,1.2532141149044036,1.273988001346588,,
1984-03-23,,,1.3362047672271729,1.319502353668213,1.2885330319404602,1.2584336757659913,1.2735704207420349,,
1984-03-26,,,1.332726001739502,1.3257660150527955,1.2986242771148682,1.2634792983531953,1.2735008454322816,,
1984-03-27,,,1.3257662057876587,1.3278538703918457,1.306975543498993,1.268350887298584,1.2731528854370118,,
1984-03-28,,,1.3779618740081787,1.340380859375,1.3195024967193603,1.276006245613098,1.2736400437355042,,
1984-03-29,,,1.3640424013137815,1.3473402500152587,1.3295935988426208,1.2836615860462188,1.2736400437355042,,
1984-03-30,,,1.3466439247131348,1.349428081512451,1.334465217590332,1.2890551030635833,1.27343124628067,,
1984-04-02,,,1.3431642055511477,1.3515157222747802,1.3386408686637878,1.2935786962509155,1.2730136823654175,,
1984-04-03,,,1.3292454481124878,1.3522115707397462,1.3400327205657958,1.2979282915592194,1.2723873114585877,,
1984-04-04,,,1.3482553958892822,1.3462702751159668,1.3433255672454834,1.3047942817211151,1.2724891352653502,,
1984-04-05,,,1.35881507396698,1.3452248096466064,1.3462825298309327,1.3118402779102325,1.2730805277824402,,
1984-04-06,,,1.351775050163269,1.3462510347366332,1.3478395581245421,1.3181862950325012,1.273948667049408,1.3023213255405426,
1984-04-09,,,1.2989718914031982,1.3374125719070435,1.3444641470909118,1.32154421210289,1.273691167831421,1.3022404849529265,
1984-04-10,,,1.24616801738739,1.320797085762024,1.336504328250885,1.3217399358749389,1.2731431245803833,1.3015972113609313,
1984-04-11,,,1.189844250679016,1.2891148567199706,1.3176925659179688,1.3185975313186644,1.2717469716072083,1.3003219056129456,
1984-04-12,,,1.2285665273666382,1.2630651473999024,1.3041449785232544,1.3168692886829374,1.2708468985557557,1.299433822631836,
1984-04-13,,,1.2320871353149414,1.2391275644302369,1.2926892995834351,1.3135772585868835,1.2701564192771913,1.2985465490818024,
1984-04-16,,,1.2285665273666382,1.225046491622925,1.2812295317649842,1.3099352002143858,1.2693955278396607,1.2976240694522858,
1984-04-17,,,1.2180061340332031,1.2194141149520874,1.2701056003570557,1.3050691604614255,1.2687018036842346,1.296595985889435,
1984-04-18,,,1.2180061340332031,1.225046491622925,1.2570806741714478,1.3002031207084654,1.2684256553649902,1.2956710934638977,
1984-04-19,,,1.2039247751235962,1.2201181411743165,1.2415916442871093,1.2939370870590208,1.2675894904136658,1.2944677996635436,
1984-04-20,,,1.2039247751235962,1.2144856691360473,1.2268066167831422,1.287323087453842,1.2668229150772095,1.2934364879131317,
1984-04-23,,,1.2004050016403198,1.2088533639907837,1.2169499278068543,1.280707037448883,1.2661251521110535,1.2925075578689575,
1984-04-24,,,1.2004050016403198,1.205333137512207,1.2123736262321472,1.274438977241516,1.265636157989502,1.29171621799469,
1984-04-25,,,1.210965633392334,1.2039250373840331,1.214485764503479,1.2660891652107238,1.2650799989700316,1.2910648810863494,
1984-04-26,,,1.2039247751235962,1.2039250373840331,1.2120215892791748,1.2580832839012146,1.2640350461006165,1.2904119205474853,
1984-04-27,,,1.2039247751235962,1.2039250373840331,1.2092053532600402,1.2509473264217377,1.2630596947669983,1.2898621571063995,
1984-04-30,,,1.2039247751235962,1.2046289920806885,1.206741178035736,1.2439853549003599,1.2620843434333802,1.2892435991764069,
1984-05-01,,,1.1722424030303955,1.1989964723587037,1.2021648049354554,1.2361352026462553,1.2605449390411376,1.28817063331604,
1984-05-02,,,1.112398982048035,1.1792831420898438,1.1916040897369384,1.2243423819541932,1.257808666229248,1.2862928533554077,
1984-05-03,,,1.140560746192932,1.166610336303711,1.185267686843872,1.2134296655654906,1.2559140181541444,1.2847654807567597,
1984-05-04,,,1.126479148864746,1.1511212110519409,1.177523124217987,1.2021648705005643,1.2538073301315307,1.2830285024642945,
1984-05-07,,,1.126479148864746,1.135632085800171,1.1701305389404297,1.1935402333736418,1.2517006421089172,1.2811195456981659,
1984-05-08,,,1.112398982048035,1.1236634016036988,1.1613299369812011,1.1868517816066741,1.2493819332122802,1.278966602087021,
1984-05-09,,,1.1229592561721802,1.1257754564285278,1.1525292992591858,1.1835075318813324,1.247344024181366,1.2768160688877106,
1984-05-10,,,1.105357050895691,1.1187347173690796,1.1426725268363953,1.177347058057785,1.2452324533462524,1.274179949760437,
1984-05-11,,,1.1088786125183103,1.1152146100997924,1.1331679105758667,1.1711866319179536,1.2426345539093018,1.2715790462493897,
1984-05-14,,,1.105357050895691,1.1109901905059814,1.1233111381530763,1.1650261580944061,1.2396878480911255,1.268942927122116,
1984-05-15,,,1.126479148864746,1.1138062238693238,1.1187348127365113,1.1604498088359834,1.2373723602294922,1.2665868186950684,
1984-05-16,,,1.1299992799758911,1.115214228630066,1.1204948425292969,1.1560494661331178,1.2357536339759827,1.2645066857337952,
1984-05-17,,,1.126479148864746,1.119438648223877,1.1190866827964783,1.1521771848201752,1.233925313949585,1.2622881650924682,
1984-05-18,,,1.1088786125183103,1.119438648223877,1.1173266291618347,1.1474248766899109,1.2316057920455932,1.259687261581421,
1984-05-21,,,1.1018375158309937,1.1187347412109374,1.1148624658584594,1.1424965023994447,1.2290062713623047,1.2570159471035003,
1984-05-22,,,1.091277003288269,1.1116943120956422,1.112750267982483,1.137040102481842,1.2259867405891418,1.2547893667221068,
1984-05-23,,,1.091277003288269,1.1039498567581176,1.1095820426940919,1.1310556709766388,1.222758433818817,1.252270494699478,
1984-05-24,,,1.091277003288269,1.0969094276428222,1.1081740379333496,1.1254232823848724,1.219321346282959,1.2496124267578126,
1984-05-25,,,1.0631144046783447,1.087756586074829,1.1035976171493531,1.1183827638626098,1.2146250796318054,1.2464639520645142,
1984-05-28,,,1.0631144046783447,1.0800119638442993,1.0993733525276184,1.1113422453403472,1.2098592138290405,1.2434546720981599,
1984-05-29,,,1.0279123783111572,1.067339038848877,1.0895166754722596,1.1041257441043855,1.2041109228134155,1.239988979101181,
1984-05-30,,,1.0455138683319092,1.058186411857605,1.0810681343078614,1.1007814884185791,1.1987146615982056,1.2366993010044098,
1984-05-31,,,1.1229592561721802,1.0645228624343872,1.0807161450386047,1.0999014139175416,1.1945889377593994,1.2342884695529939,
1984-06-01,,,1.126479148864746,1.0771958112716675,1.0824761986732483,1.0999014139175416,1.1903944253921508,1.2319824230670928,
1984-06-04,,,1.126479148864746,1.0898687601089478,1.0849403619766236,1.0999014139175416,1.1862694883346558,1.2298851668834687,
1984-06-05,,,1.126479148864746,1.1095821142196656,1.0884605765342712,1.100605422258377,1.1822837471961976,1.2277183163166046,
1984-06-06,,,1.126479148864746,1.1257751703262329,1.091980791091919,1.1007814168930055,1.1772540926933288,1.2254470682144165,
1984-06-07,,,1.1335203647613523,1.1278873920440673,1.0962051272392273,1.1021895825862884,1.1726436519622803,1.2231418478488922,
1984-06-08,,,1.1546412706375122,1.1335198163986206,1.105357813835144,1.1044777154922485,1.168803598880768,1.221117422580719,
1984-06-11,,,1.158161997795105,1.1398563861846924,1.11486257314682,1.1071179628372192,1.165103554725647,1.2190586185455323,
1984-06-12,,,1.1722424030303955,1.1490090370178223,1.129295575618744,1.1094061255455017,1.161963493824005,1.2171754026412964,
1984-06-13,,,1.1546412706375122,1.1546414613723754,1.1402083158493042,1.1106382250785827,1.1580912113189696,1.21529017329216,
1984-06-14,,,1.1335203647613523,1.1546414613723754,1.1412644267082215,1.110990285873413,1.1535853171348571,1.2133329224586487,
1984-06-15,,,1.147600769996643,1.1532333612442016,1.1433765888214111,1.1129263937473297,1.1495018315315246,1.2117252492904662,
1984-06-18,,,1.147600769996643,1.1511211156845094,1.1454887509346008,1.1152145564556122,1.1464744091033936,1.2100827884674072,
1984-06-19,,,1.147600769996643,1.1461927890777588,1.1476009130477904,1.118030744791031,1.1445030641555787,1.208823094367981,
1984-06-20,,,1.1511210203170776,1.1454887390136719,1.1500651001930238,1.1210229456424714,1.14372859954834,1.207737785577774,
1984-06-21,,,1.158161997795105,1.1504170656204225,1.1525292634963988,1.1243671953678132,1.1423205089569093,1.2065837037563325,
1984-06-22,,,1.1687219142913818,1.15464129447937,1.153937327861786,1.129647570848465,1.1410532045364379,1.2056048119068146,
1984-06-25,,,1.161682367324829,1.1574576139450072,1.1542893648147583,1.1345759689807893,1.1397155213356018,1.2045555245876312,
1984-06-26,,,1.1652010679244995,1.1609776735305786,1.1535852313041688,1.1414404034614563,1.1386594200134277,1.2036806118488312,
1984-06-27,,,1.1687219142913818,1.1644978523254395,1.1549932956695557,1.14760080575943,1.1376737356185913,1.2030496954917909,
1984-06-28,,,1.189844250679016,1.1708343029022217,1.1606256842613218,1.1509450554847718,1.1373921251296997,1.2024908077716827,
1984-06-29,,,1.225046157836914,1.1820991516113282,1.1683702230453492,1.1558734059333802,1.137814552783966,1.2023187339305879,
1984-07-02,,,1.2637686729431152,1.2025164127349854,1.1799870133399963,1.1627378821372987,1.139081826210022,1.2026034891605377,
1984-07-03,,,1.2616311311721802,1.2218024253845214,1.19139004945755,1.1694954812526703,1.1403063488006593,1.2029712533950805,
1984-07-04,,,1.2616311311721802,1.2403842687606812,1.2024410605430602,1.176253080368042,1.1413196587562562,1.203199828863144,
1984-07-05,,,1.2473751306533811,1.251890444755554,1.211362373828888,1.1819458186626435,1.1421886658668519,1.2031118559837342,
1984-07-06,,,1.2259910106658936,1.2520794153213501,1.2170892834663392,1.1855133056640625,1.1426299905776978,1.202844842672348,
1984-07-09,,,1.1832239627838137,1.2359704732894898,1.2192434430122376,1.186766403913498,1.1422159743309022,1.202150158882141,
1984-07-10,,,1.2117353677749634,1.2259913206100463,1.223896872997284,1.1887410521507262,1.1430058336257936,1.2017753863334655,
1984-07-11,,,1.2188637256622314,1.2174378395080567,1.2289110541343689,1.1919521749019624,1.1451351284980773,1.2014718973636627,
1984-07-12,,,1.2081713676452637,1.2095970869064332,1.2307437658309937,1.1956847250461577,1.1464873409271241,1.2012006795406343,
1984-07-13,,,1.2152990102767944,1.2074586868286132,1.2297690510749817,1.1990696370601654,1.148263738155365,1.2010355341434478,
1984-07-16,,,1.2117353677749634,1.2131609678268434,1.2245657205581666,1.2022763669490815,1.1499688625335693,1.2008347523212433,
1984-07-17,,,1.2117353677749634,1.2131609678268434,1.2195761442184447,1.2054830968379975,1.151955590248108,1.200668761730194,
1984-07-18,,,1.2259910106658936,1.2145864248275757,1.2160121321678161,1.2092265963554383,1.1540162253379822,1.2006801247596741,
1984-07-19,,,1.2117353677749634,1.2152992248535157,1.2124481558799745,1.211905264854431,1.1561437916755677,1.20068812251091,
1984-07-20,,,1.1832239627838137,1.2088842153549195,1.2081714510917663,1.2126303672790528,1.1576306986808778,1.2001326262950898,
1984-07-23,,,1.1475857496261597,1.1960542917251586,1.2046076297760009,1.2119255363941193,1.158475272655487,1.1990815603733063,
1984-07-24,,,1.1832239627838137,1.1903520107269288,1.2017564892768862,1.212826681137085,1.1596101689338685,1.1984912645816803,
1984-07-25,,,1.2010434865951538,1.1853625059127808,1.1999744653701785,1.2144427597522736,1.1610310530662538,1.1983923435211181,
1984-07-26,,,1.2152990102767944,1.1860752344131469,1.2006872296333315,1.2157154977321625,1.1628074502944947,1.1983663821220398,
1984-07-27,,,1.2402468919754028,1.197479820251465,1.2031820178031922,1.216475534439087,1.1654348158836365,1.1985203039646148,
1984-07-30,,,1.250939130783081,1.2181504964828491,1.207102394104004,1.2158340573310853,1.1684168481826782,1.1987115597724916,
1984-07-31,,,1.258067011833191,1.2331191062927247,1.2117355585098268,1.2156558513641358,1.1717526483535767,1.1988696944713593,
1984-08-01,,,1.290142059326172,1.2509388208389283,1.2181506633758548,1.2170813977718353,1.1757299494743347,1.199244191646576,
1984-08-02,,,1.315090894699097,1.270897197723389,1.228486216068268,1.2204671859741212,1.1802062273025513,1.199763786792755,
1984-08-03,,,1.368549108505249,1.296557641029358,1.2470187306404115,1.2275950908660889,1.1863149213790893,1.2004700005054474,
1984-08-06,,,1.325781226158142,1.3115260601043703,1.2648382782936096,1.2347229540348053,1.1915682578086852,1.2007137358188629,
1984-08-07,,,1.3542917966842651,1.3307710170745852,1.2819450616836547,1.2418507754802703,1.1980958461761475,1.2011033844947816,
1984-08-08,,,1.3542917966842651,1.3436009645462037,1.2972698926925659,1.248622179031372,1.2042714047431946,1.2014930331707,
1984-08-09,,,1.368549108505249,1.3542926073074342,1.3125949025154113,1.2566410660743714,1.209183201789856,1.2018860697746276,
1984-08-10,,,1.4148799180984497,1.3635587692260742,1.330058205127716,1.266620111465454,1.21495121717453,1.2026728212833404,
1984-08-13,,,1.418442726135254,1.3820910692214965,1.3468085646629333,1.2769554793834685,1.2207904887199401,1.2035299885272979,
1984-08-14,,,1.418442726135254,1.3949212551116943,1.3628461360931396,1.2872908473014832,1.2266297602653504,1.204456753730774,
1984-08-15,,,1.418442726135254,1.407751441001892,1.375676202774048,1.2969134330749512,1.2324690318107605,1.2048615622520447,
1984-08-16,,,1.4255719184875488,1.419156002998352,1.386724305152893,1.3076052606105804,1.2383100628852843,1.2054768574237824,
1984-08-17,,,1.439826250076294,1.424145269393921,1.3938520193099975,1.3204353749752045,1.2440137624740601,1.206408680677414,
1984-08-20,,,1.4255719184875488,1.4255711078643798,1.4038310885429381,1.3343346834182739,1.249361960887909,1.2072327578067779,
1984-08-21,,,1.4469552040100098,1.431273603439331,1.4130974292755127,1.3475212454795837,1.2548562169075013,1.2084098553657532,
1984-08-22,,,1.418442726135254,1.431273603439331,1.4195125222206115,1.3583912074565887,1.260132246017456,1.209111728668213,
1984-08-23,,,1.411315679550171,1.4284223556518554,1.4237891793251038,1.3681920409202575,1.2656881523132324,1.2096367347240449,
1984-08-24,,,1.411315679550171,1.422720241546631,1.423432755470276,1.376745480298996,1.270962450504303,1.2102321410179138,1.2562767332792282
1984-08-27,,,1.4148799180984497,1.420581841468811,1.4230764746665954,1.3849425196647644,1.276308033466339,1.2113912212848663,1.2568158531188964
1984-08-28,,,1.411315679550171,1.4134539365768433,1.4223637700080871,1.3926049530506135,1.2815823316574098,1.213042697906494,1.2573199546337128
1984-08-29,,,1.407751202583313,1.411315631866455,1.421294617652893,1.3984854102134705,1.2867149353027343,1.215221767425537,1.2577718365192414
1984-08-30,,,1.397059679031372,1.4084644317626953,1.4184433937072753,1.4025838494300842,1.2914928889274597,1.2169066989421844,1.2581702607870102
1984-08-31,48.3025840290825,P,1.38993239402771,1.4041877746582032,1.413454008102417,1.4036530137062073,1.2959170985221862,1.218485151529312,1.2585158503055573
1984-09-03,48.29025871299686,P,1.38993239402771,1.3991982698440553,1.409890055656433,1.4068605720996856,1.3004820990562438,1.220098810195923,1.2588614398241043
1984-09-04,48.27061209097915,P,1.375676155090332,1.3920703649520874,1.4027621507644654,1.407929790019989,1.3046916007995606,1.2216755104064942,1.2591357481479646
1984-09-05,48.23212667811043,P,1.3329092264175415,1.377101969718933,1.394208800792694,1.4068606615066528,1.3079753470420838,1.2228245413303376,1.2592478173971176
1984-09-06,48.202428656405914,P,1.3329092264175415,1.364271879196167,1.3863681554794312,1.4050786674022675,1.3108366465568542,1.224114385843277,1.2592910927534104
1984-09-07,48.17813777963278,P,1.3329092264175415,1.3528672456741333,1.3785275101661683,1.400980132818222,1.3129939079284667,1.2254042303562165,1.259420359134674
1984-09-10,48.14923520895743,P,1.3364732265472412,1.3421754121780396,1.3706868410110473,1.3968816578388215,1.3144479990005493,1.2267649126052858,1.2596362352371215
1984-09-11,48.14832550525751,P,1.3721121549606323,1.3414626121520996,1.3667664885520936,1.3945651292800902,1.3166576194763184,1.2284819841384889,1.2600991010665894
1984-09-12,48.183034963140955,P,1.4041882753372192,1.3557184219360352,1.3664101958274841,1.3938524067401885,1.3195087623596191,1.2304142105579376,1.2607395458221435
1984-09-13,48.223034312400806,P,1.411315679550171,1.371399712562561,1.367835795879364,1.3931395947933196,1.322787573337555,1.2324881196022033,1.2614500200748444
1984-09-14,48.27113361160625,P,1.418442726135254,1.3885064125061035,1.3706868290901184,1.3920704185962678,1.3266366076469422,1.23463329911232,1.2622477281093598
1984-09-17,48.306620378579076,P,1.382804036140442,1.3977725744247436,1.3699739933013917,1.3899320244789124,1.3306282091140746,1.2364220917224884,1.2628328454494477
1984-09-18,48.31804323800112,A,1.382804036140442,1.3999109506607055,1.3706867814064025,1.3867244660854339,1.3340495824813843,1.2385277080535888,1.2633491706848146
1984-09-19,48.31805809454995,A,1.3934965133666992,1.3977725982666016,1.3767455101013184,1.3854771554470062,1.3375422382354736,1.2413386833667754,1.2638157683610916
1984-09-20,48.31636229375303,A,1.4041882753372192,1.3963471174240112,1.383873414993286,1.3851207852363587,1.3414625763893127,1.2439749586582183,1.264370219707489
1984-09-21,48.313855339976975,A,1.4148799180984497,1.3956345558166503,1.392070484161377,1.3852989971637726,1.3454541945457459,1.2468589663505554,1.264943734407425
1984-09-24,48.326428934426104,A,1.411315679550171,1.4013368844985963,1.39955472946167,1.3851207852363587,1.34944580078125,1.2497073316574097,1.2654134386777878
1984-09-25,48.33848093977989,A,1.4041882753372192,1.4056137323379516,1.4027623414993287,1.384764415025711,1.3532948589324951,1.2526252245903016,1.2657959133386611
1984-09-26,48.33145733317159,A,1.3934965133666992,1.4056137323379516,1.4016931653022766,1.3840516805648804,1.3566449689865112,1.2553305971622466,1.2660733330249787
1984-09-27,48.32160269258312,A,1.397059679031372,1.4041880130767823,1.4002675652503966,1.3840516805648804,1.3603514552116394,1.2582476234436035,1.2662137866020202
1984-09-28,48.2950755632412,P,1.368549108505249,1.394921851158142,1.3952782034873963,1.3829825162887572,1.3640579581260681,1.260844328403473,1.2662116873264313
1984-10-01,48.26946834586008,P,1.3614201545715332,1.3849427461624146,1.3931398153305055,1.3815569043159486,1.3683346462249757,1.2634049594402312,1.2661739432811736
1984-10-02,48.248220789474004,P,1.3614201545715332,1.3763891220092774,1.3910014271736144,1.3808441042900086,1.37189857006073,1.2657543694972992,1.2661705940961838
1984-10-03,48.24058313155384,P,1.3614201545715332,1.369973850250244,1.3877937912940979,1.3822696506977081,1.3751061034202576,1.2680685782432557,1.2662876319885255
1984-10-04,48.235990191797214,P,1.375676155090332,1.3656971454620361,1.3849425792694092,1.3844079971313477,1.3783136463165284,1.2705605483055116,1.26642435669899
1984-10-05,48.25818128423461,P,1.4041882753372192,1.3728249788284301,1.383873414993286,1.3879719495773315,1.3815924739837646,1.2735136449337006,1.2666004532575608
1984-10-08,48.275097569249716,P,1.397059679031372,1.379952883720398,1.3824478149414063,1.3910012722015381,1.3845148849487305,1.2764658665657043,1.2667409068346023
1984-10-09,48.29131772631862,A,1.38993239402771,1.3856553316116333,1.3810222268104553,1.391892284154892,1.387152192592621,1.2794524204730988,1.2671208935976028
1984-10-10,48.31127802633005,A,1.4144682884216309,1.3962649583816529,1.3831194043159485,1.3924062848091125,1.3896387171745301,1.2826843333244324,1.2674774140119554
1984-10-11,48.335527042171826,A,1.4433352947235107,1.4097967863082885,1.3877469658851624,1.3940072655677795,1.3922036051750184,1.2862049162387847,1.2679086714982986
1984-10-12,48.35276912700624,A,1.4685934782028198,1.4226778268814086,1.3977514028549194,1.3965148031711578,1.3942044925689698,1.2902597069740296,1.2683618295192718
