Date,GRADE,GPS,ROK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1988-06-01,55.28317378449075,C,2.197648525238037,2.1466066360473635,2.119667649269104,2.1024674654006956,2.1337178564071655,2.0950334775447845,2.2072386723756794
1988-06-02,55.29739821401472,C,2.197648525238037,2.160784864425659,2.129592490196228,2.1105434894561768,2.1324547386169432,2.0977720606327055,2.203121647238732
1988-06-03,55.30918263227514,C,2.211827278137207,2.180634546279907,2.140935206413269,2.1165199637413026,2.132598581314087,2.099950306415558,2.1988666874170306
1988-06-06,55.32532600951273,C,2.240183591842652,2.2061554908752443,2.1607850074768065,2.123212122917175,2.1321861648559572,2.1028333926200866,2.1945446783304217
1988-06-07,55.32434740032429,C,2.183469533920288,2.2061554908752443,2.169291949272156,2.126756656169891,2.1309203195571897,2.10571102976799,2.190495981574059
1988-06-08,55.32417923953948,C,2.211827278137207,2.2089912414550783,2.177798938751221,2.1324280142784118,2.130502452850342,2.109293513298035,2.1865194600820543
1988-06-09,55.32897286992329,C,2.240183591842652,2.217498254776001,2.18914155960083,2.14164400100708,2.1309325599670412,2.113159559965134,2.1829631561040883
1988-06-10,55.336658597425775,C,2.268539905548096,2.228840780258179,2.2047376632690434,2.151568877696991,2.131929793357849,2.117449594736099,2.1794094330072404
1988-06-13,55.341848487529546,A,2.296898365020752,2.2401837348937987,2.2231696128845218,2.1607848525047304,2.1346175909042358,2.121601940393448,2.1759975022077565
1988-06-14,55.36911100009062,A,2.3677895069122314,2.2770477294921876,2.241601610183716,2.174254322052002,2.137318968772888,2.12618235707283,2.172870405316353
1988-06-15,55.397388781698304,A,2.39614486694336,2.313911247253418,2.2614512443542485,2.190559446811676,2.1408683013916017,2.1311867475509643,2.170233138203621
1988-06-16,55.39735682004777,A,2.2827179431915283,2.3224181175231933,2.2699581861495974,2.1997753381729126,2.14186824798584,2.1342143428325655,2.167237555384636
1988-06-17,55.40661318157624,A,2.381967544555664,2.345103645324707,2.286972212791443,2.213953709602356,2.1440106439590454,2.137953573465347,2.164807835221291
1988-06-20,55.4002586213496,A,2.311074733734131,2.3479389190673827,2.294061326980591,2.227423167228699,2.1452969026565554,2.1408434641361236,2.161605986952782
1988-06-21,55.39662579547147,A,2.4103240966796875,2.356445837020874,2.316746783256531,2.243019366264343,2.1488489723205566,2.144445005655289,2.158830781579018
1988-06-22,55.39010246434805,A,2.4386794567108154,2.3649527549743654,2.339432001113892,2.2586154699325562,2.1526873254776,2.148610943555832,2.1564061874151235
1988-06-23,55.412305196985585,A,2.424501419067383,2.393309450149536,2.3578637838363647,2.2735026717185973,2.1604547929763793,2.1523542582988737,2.154328356385231
1988-06-24,55.41155264031249,A,2.4103240966796875,2.3989807605743407,2.372042202949524,2.2883899331092836,2.167377004623413,2.155815364122391,2.1516923660039904
1988-06-27,55.42008756173315,A,2.3536109924316406,2.4074880123138427,2.3777134656906127,2.3004415392875672,2.1737266635894774,2.159551889896393,2.1491904693841937
1988-06-28,55.404172218229945,A,2.3536109924316406,2.396145391464233,2.3762956142425535,2.308948612213135,2.180076322555542,2.1628671431541444,2.146062101721764
1988-06-29,55.37700645274369,A,2.311074733734131,2.3706244468688964,2.3677886009216307,2.3146199226379394,2.1847327089309694,2.165757033824921,2.143208302855492
1988-06-30,55.363101210026606,A,2.39614486694336,2.3649531364440923,2.379131293296814,2.3245447397232057,2.191933045387268,2.16991889834404,2.14098868906498
1988-07-01,55.354749507006204,A,2.4103240966796875,2.364953136444092,2.3819669485092163,2.3344695806503295,2.1971702194213867,2.1736608588695527,2.1387703579664232
1988-07-04,55.354895358613284,A,2.4103240966796875,2.3762957572937013,2.391891884803772,2.3429766058921815,2.2026882362365723,2.1774028193950654,2.1365520268678666
1988-07-05,55.37509530007313,A,2.467037916183472,2.398981142044067,2.39756326675415,2.3571550250053406,2.2096213579177855,2.181571499109268,2.1349653083086015
1988-07-06,55.39548092269424,A,2.4103240966796875,2.4188310146331786,2.3947277307510375,2.3670798659324648,2.2154202032089234,2.1851730406284333,2.1330950206518176
1988-07-07,55.386347950137015,A,2.3677895069122314,2.413159942626953,2.3890565395355225,2.3734601616859434,2.220649185180664,2.1889109086990355,2.1314297205209733
1988-07-08,55.38207383816229,A,2.3677895069122314,2.404653024673462,2.3848030805587768,2.3784226417541503,2.227001576423645,2.191946668624878,2.1302516871690753
1988-07-11,55.37475136713982,A,2.381967544555664,2.398981714248657,2.387638735771179,2.382676100730896,2.2336375284194947,2.1945625257492067,2.128796499371529
1988-07-12,55.348598281608076,P,2.3394322395324707,2.373460578918457,2.386220860481262,2.381258237361908,2.239141902923584,2.197033870220184,2.127476679682732
1988-07-13,55.34440917986989,A,2.39614486694336,2.3706247329711916,2.394727873802185,2.381258237361908,2.245780529975891,2.200634038448334,2.1263012152910234
1988-07-14,55.3525968883543,A,2.39614486694336,2.376295804977417,2.394727873802185,2.3869295835494997,2.25298086643219,2.204234206676483,2.125334572196007
1988-07-15,55.36281289205533,A,2.4386794567108154,2.390473794937134,2.397563409805298,2.389765179157257,2.2599084997177123,2.2079788661003112,2.12478942334652
1988-07-18,55.36658758548764,A,2.4103240966796875,2.3961451053619385,2.397563409805298,2.394727647304535,2.265988173484802,2.2111591291427612,2.123824062943459
1988-07-19,55.37585751193833,A,2.39614486694336,2.4074876308441167,2.3904741048812865,2.3940186858177186,2.27165949344635,2.2144784426689146,2.1227182000875477
1988-07-20,55.37916900038957,A,2.4386794567108154,2.4159945487976078,2.3933096408843992,2.3940186858177186,2.2784650802612303,2.2185039567947387,2.12217305123806
1988-07-21,55.37329409858288,A,2.381967544555664,2.4131590843200685,2.3947274446487428,2.3918919920921327,2.284987154006958,2.2221027755737306,2.1214835661649705
1988-07-22,55.35233401166257,P,2.296898365020752,2.3848028659820555,2.3876383304595947,2.386220705509186,2.2895242738723756,2.224570059776306,2.121621707081795
1988-07-25,55.350075147433415,P,2.325253963470459,2.36778883934021,2.381966972351074,2.384802854061127,2.2937777757644655,2.226618781089783,2.124964445829392
1988-07-26,55.3476172843335,P,2.311074733734131,2.350774812698364,2.37913122177124,2.3826760411262513,2.298031268119812,2.228525710105896,2.12635683298111
