Date,GRADE,GPS,HSIC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1996-02-01,,,5.588234901428223,5.5392156600952145,5.50735297203064,5.120710921287537,4.962255020141601,,
1996-02-02,,,5.735293865203857,5.6176470756530765,5.556372547149659,5.169730520248413,4.9879903221130375,,
1996-02-05,,,5.735293865203857,5.6666666030883786,5.58088231086731,5.224877572059631,5.012500123977661,,
1996-02-06,,,5.784314155578613,5.7254901885986325,5.602941226959229,5.2806373834609985,5.036029548645019,,
1996-02-07,,,5.882352828979492,5.745097923278808,5.637254905700684,5.337009930610657,5.053676605224609,,
1996-02-08,,,5.735293865203857,5.774509716033935,5.656862688064575,5.390931463241577,5.0693628787994385,,
1996-02-09,,,5.784314155578613,5.784313774108886,5.7009804248809814,5.447304010391235,5.086029558181763,,
1996-02-12,,,5.784314155578613,5.794117832183838,5.730392217636108,5.503676557540894,5.106127605438233,,
1996-02-13,,,5.808824062347412,5.799019813537598,5.762255001068115,5.55392165184021,5.125245265960693,,
1996-02-14,,,5.784314155578613,5.779412078857422,5.762255001068115,5.602941250801086,5.143382530212403,,
1996-02-15,,,5.686275005340576,5.7696083068847654,5.77205901145935,5.639705991744995,5.162009992599487,,
1996-02-16,,,5.735293865203857,5.7598042488098145,5.77205901145935,5.664215779304504,5.180637426376343,,
1996-02-19,,,5.735293865203857,5.7500001907348635,5.77205901145935,5.67647066116333,5.199264860153198,,
1996-02-20,,,5.686275005340576,5.725490379333496,5.762255096435547,5.6825981616973875,5.217892322540283,,
1996-02-21,,,5.686275005340576,5.705882549285889,5.742647314071656,5.689951109886169,5.238480558395386,,
1996-02-22,,,5.833333015441895,5.735294151306152,5.752451229095459,5.704656958580017,5.263970737457275,,
1996-02-23,,,5.710783958435059,5.730392169952393,5.745098209381103,5.723039317131042,5.287009935379029,,
1996-02-26,,,5.759803771972656,5.735294151306152,5.742647171020508,5.736519694328308,5.312990331649781,,
1996-02-27,,,5.686275005340576,5.735294151306152,5.730392265319824,5.7463236331939695,5.335539350509643,,
1996-02-28,,,5.686275005340576,5.735294151306152,5.720588350296021,5.7414216756820675,5.356127586364746,,
1996-02-29,,,5.686275005340576,5.705882549285889,5.720588350296021,5.746323680877685,5.3786766052246096,,
1996-03-01,,,5.735293865203857,5.710784530639648,5.720588350296021,5.746323680877685,5.399264841079712,,
1996-03-04,,,5.735293865203857,5.705882549285889,5.720588350296021,5.746323680877685,5.419853076934815,,
1996-03-05,,,5.882352828979492,5.745098114013672,5.7401961326599125,5.75122561454773,5.446323652267456,,
1996-03-06,,,5.980391979217529,5.803921508789062,5.769607830047607,5.756127572059631,5.461029529571533,,
1996-03-07,,,5.882352828979492,5.8431370735168455,5.7745098114013675,5.763480520248413,5.467892265319824,,
1996-03-08,,,5.833333015441895,5.862744903564453,5.78676471710205,5.765931463241577,5.4688726425170895,,
1996-03-11,,,5.931373119354248,5.901960754394532,5.80392165184021,5.7732844114303585,5.471813821792603,,
1996-03-12,,,5.882352828979492,5.901960754394532,5.823529434204102,5.776960849761963,5.482598142623901,,
1996-03-13,,,5.882352828979492,5.8823529243469235,5.843137216567993,5.781862783432007,5.497304019927978,,
1996-03-14,,,5.931373119354248,5.892156982421875,5.86764702796936,5.79411768913269,5.520343246459961,,
1996-03-15,,,5.931373119354248,5.911765003204346,5.887254953384399,5.80392165184021,5.543872671127319,,
1996-03-18,,,5.784314155578613,5.882353210449219,5.892156982421875,5.806372666358948,5.566911897659302,,
1996-03-19,,,5.686275005340576,5.843137645721436,5.872549200057984,5.806372666358948,5.587255039215088,,
1996-03-20,,,5.710783958435059,5.808823871612549,5.8455883979797365,5.807598114013672,5.606372680664062,,
1996-03-21,,,5.784314155578613,5.779412078857422,5.835784530639648,5.805147171020508,5.628921699523926,5.1601716423034665,
1996-03-22,,,5.686275005340576,5.7303924560546875,5.821078729629517,5.803921723365784,5.649509935379029,5.172426552772522,
1996-03-25,,,5.808824062347412,5.735294437408447,5.808823823928833,5.806372737884521,5.672549152374268,5.185661854743958,
1996-03-26,,,5.833333015441895,5.764706039428711,5.803921842575074,5.813725638389587,5.693137369155884,5.199877533912659,
1996-03-27,,,5.784314155578613,5.779412078857422,5.794117975234985,5.818627595901489,5.712745208740234,5.214093227386474,
1996-03-28,,,5.735293865203857,5.769608020782471,5.774510049819947,5.821078538894653,5.728431482315063,5.226838326454162,
1996-03-29,,,5.735293865203857,5.779411792755127,5.754902124404907,5.821078538894653,5.738235397338867,5.24154420375824,
1996-04-01,,,6.029411792755127,5.82352933883667,5.779411888122558,5.835784435272217,5.749019708633423,5.2582108736038204,
1996-04-02,,,5.980391979217529,5.8529411315917965,5.808823585510254,5.840686392784119,5.757353048324585,5.275367732048035,
1996-04-03,,,5.931373119354248,5.8823529243469235,5.830882501602173,5.838235449790955,5.765196189880371,5.291176562309265,
1996-04-04,,,5.784314155578613,5.892156982421875,5.830882501602173,5.833333516120911,5.770098152160645,5.304902052879333,
1996-04-05,,,5.784314155578613,5.901961040496826,5.840686416625976,5.830882573127747,5.778921699523925,5.319607944488525,
1996-04-08,,,5.882352828979492,5.872549247741699,5.848039293289185,5.828431558609009,5.7867648315429685,5.335294222831726,
1996-04-09,,,5.784314155578613,5.833333683013916,5.843137407302857,5.823529624938965,5.792647190093994,5.350000114440918,
1996-04-10,,,5.686275005340576,5.784314060211182,5.833333492279053,5.813725733757019,5.790686407089233,5.36372561454773,
1996-04-11,,,5.784314155578613,5.784314060211182,5.838235521316529,5.806372785568238,5.794607992172241,5.378431506156922,
1996-04-12,,,5.539216041564941,5.735294437408447,5.818627738952637,5.786764931678772,5.790686435699463,5.38933837890625,
1996-04-15,,,5.735293865203857,5.70588264465332,5.78921594619751,5.784313917160034,5.790686435699463,5.401593279838562,
1996-04-16,,,6.127450942993164,5.77451000213623,5.803921842575074,5.806372714042664,5.797549171447754,5.416789360046387,
1996-04-17,,,6.029411792755127,5.84313735961914,5.813725709915161,5.822304105758667,5.800490350723266,5.427083477973938,
1996-04-18,,,6.029411792755127,5.892156887054443,5.838235473632812,5.834558987617493,5.806372709274292,5.437867794036865,
1996-04-19,,,6.078431129455566,5.999999904632569,5.867647171020508,5.854166793823242,5.812255048751831,5.449142303466797,
1996-04-22,,,6.078431129455566,6.06862735748291,5.887255001068115,5.8676471471786495,5.8181373882293705,5.462132496833801,
1996-04-23,,,6.470588207244873,6.137254810333252,5.955882406234741,5.899509906768799,5.831372671127319,5.478308968544006,
1996-04-24,,,6.274509906768799,6.186274433135987,6.0147058963775635,5.924019694328308,5.841176586151123,5.492279558181763,
1996-04-25,,,6.568626880645752,6.294117450714111,6.093137168884278,5.965686345100403,5.858823623657226,5.510416808128357,
1996-04-26,,,6.8627448081970215,6.450980186462402,6.2254900455474855,6.022058892250061,5.88137264251709,5.531005034446716,
1996-04-29,,,7.20588207244873,6.676470375061035,6.3725488662719725,6.080882406234741,5.910784406661987,5.555024633407593,
1996-04-30,,,7.058824062347412,6.794117546081543,6.465686178207397,6.134804010391235,5.938235387802124,5.578063855171203,
1996-05-01,,,7.254901885986328,6.990195941925049,6.588235187530517,6.20098044872284,5.969607925415039,5.604044241905212,
1996-05-02,,,7.254901885986328,7.127450942993164,6.710784196853638,6.274509835243225,5.998039302825927,5.631005020141601,
1996-05-03,,,7.107842922210693,7.176470565795898,6.813725376129151,6.340686273574829,6.02598048210144,5.6564952087402345,
1996-05-06,,,7.156863212585449,7.166666793823242,6.921568584442139,6.404411792755127,6.053921670913696,5.683456001281738,
1996-05-07,,,7.303922176361084,7.215686416625976,7.004901981353759,6.48039219379425,6.086274614334107,5.710906982421875,
1996-05-08,,,7.181373119354248,7.2009806632995605,7.095588302612304,6.555147099494934,6.11617657661438,5.736152081489563,
1996-05-09,,,7.156863212585449,7.181372928619385,7.154411935806275,6.623774552345276,6.145588340759278,5.762132472991944,
1996-05-10,,,7.156863212585449,7.191176986694336,7.183823776245117,6.7046569108963014,6.174019727706909,5.78664228439331,
1996-05-13,,,7.107842922210693,7.181372928619385,7.174019861221313,6.773284363746643,6.2014707088470455,5.810661892890931,
1996-05-14,,,7.279411792755127,7.176470851898193,7.196078634262085,6.830882406234741,6.229411888122558,5.8378677701950075,
1996-05-15,,,7.107842922210693,7.161764812469483,7.181372737884521,6.88480396270752,6.251960906982422,5.856495218276978,
1996-05-16,,,7.279411792755127,7.186274528503418,7.183823728561402,6.94730396270752,6.279902086257935,5.87389717578888,
1996-05-17,,,7.107842922210693,7.176470470428467,7.183823728561402,6.998774552345276,6.30539228439331,5.8871324634552,
1996-05-20,,,7.107842922210693,7.176470470428467,7.178921699523926,7.050245141983032,6.328921680450439,5.900367751121521,
1996-05-21,,,7.303922176361084,7.181372547149659,7.178921699523926,7.091911840438843,6.357353067398071,5.919975605010986,
1996-05-22,,,7.132352828979492,7.186274528503418,7.17401967048645,7.134803986549377,6.382353067398071,5.939828543663025,
1996-05-23,,,7.120098114013672,7.154411792755127,7.1703431606292725,7.162377548217774,6.40612756729126,5.963235406875611,
1996-05-24,,,7.107842922210693,7.154411792755127,7.1654411315917965,7.174632453918457,6.429656963348389,5.986764817237854,
1996-05-27,,,7.107842922210693,7.154411792755127,7.1654411315917965,7.169730496406555,6.45612753868103,6.011519718170166,
1996-05-28,,,7.254901885986328,7.144607734680176,7.162990140914917,7.179534387588501,6.487500076293945,6.037377557754517,
1996-05-29,,,7.107842922210693,7.139705753326416,7.162990140914917,7.172181439399719,6.515441255569458,6.06090696811676,
1996-05-30,,,7.303922176361084,7.176470565795898,7.165441179275513,7.174632453918457,6.545833415985108,6.087377557754516,
1996-05-31,,,7.254901885986328,7.205882358551025,7.1801470756530765,7.181985402107239,6.577205953598022,6.113357944488525,
1996-06-03,,,7.107842922210693,7.205882358551025,7.1801470756530765,7.179534387588501,6.603186330795288,6.1378677415847775,
1996-06-04,,,7.450980186462402,7.245098018646241,7.194852876663208,7.186887288093567,6.635539274215699,6.164338321685791,
1996-06-05,,,7.720588207244873,7.3676470756530765,7.253676414489746,7.213848042488098,6.674264755249023,6.193504981994629,
1996-06-06,,,7.990196228027344,7.504901885986328,7.340686225891114,7.255514693260193,6.7193628025054934,6.223897142410278,
1996-06-07,,,8.026961326599121,7.659313774108886,7.432598066329956,7.299019598960877,6.765196151733399,6.251715774536133,
1996-06-10,,,7.941175937652588,7.825980377197266,7.5159313678741455,7.340686249732971,6.803431434631348,6.276225571632385,
1996-06-11,,,8.529412269592285,8.041666793823243,7.643382406234741,7.403186273574829,6.854411840438843,6.305882444381714,
1996-06-12,,,8.43137264251709,8.183823680877685,7.775735378265381,7.469362759590149,6.9044118309021,6.3348040103912355,
1996-06-13,,,8.088234901428223,8.203431415557862,7.854166650772095,7.509803915023804,6.950490245819092,6.360294198989868,
1996-06-14,,,8.284314155578613,8.25490198135376,7.957107877731323,7.5686274766922,7.000490245819091,6.389705972671509,
1996-06-17,,,7.769608020782471,8.220588397979736,8.0232843875885,7.601715731620788,7.038235349655151,6.41250009059906,
1996-06-18,,,7.5,8.01470594406128,8.028186368942261,7.611519622802734,7.072549066543579,6.432598128318786,
1996-06-19,,,7.303922176361084,7.789215850830078,7.986519765853882,7.620098090171814,7.10490200996399,6.447794208526611,
1996-06-20,,,6.911765098571777,7.553921890258789,7.878676652908325,7.609681439399719,7.127451028823852,6.461029510498047,
1996-06-21,,,6.911765098571777,7.279412078857422,7.767157030105591,7.599877548217774,7.1549020099639895,6.472794222831726,
1996-06-24,,,6.8627448081970215,7.098039436340332,7.659313917160034,7.58762264251709,7.177451028823852,6.484068732261658,
1996-06-25,,,6.8872551918029785,6.975490474700928,7.495098209381103,7.569240307807922,7.1926471138000485,6.495098142623902,
1996-06-26,,,6.764706134796143,6.867647266387939,7.328431558609009,7.5520834684371945,7.207353000640869,6.503921675682068,
1996-06-27,,,6.985293865203857,6.882353019714356,7.218137454986572,7.536152052879333,7.2264706420898435,6.516421675682068,
1996-06-28,,,7.5,7.0,7.139706039428711,7.548406958580017,7.254902019500732,6.533578534126281,
1996-07-01,,,7.892157077789307,7.205882453918457,7.151960945129394,7.587622666358948,7.291176538467408,6.554656963348389,
1996-07-02,,,7.598039150238037,7.348039245605468,7.161764860153198,7.59497561454773,7.31372555732727,6.572549114227295,
1996-07-03,,,7.549019813537598,7.504901981353759,7.186274623870849,7.586397194862366,7.3392157554626465,6.590196170806885,
1996-07-04,,,7.549019813537598,7.617647171020508,7.250000095367431,7.564338374137878,7.3588236141204835,6.608823618888855,
1996-07-05,,,7.598039150238037,7.637255001068115,7.318627500534058,7.542892265319824,7.373529500961304,6.627451071739197,
1996-07-08,,,7.20588207244873,7.5,7.352941226959229,7.506127572059631,7.373529500961304,6.642156953811646,
1996-07-09,,,6.838234901428223,7.348039150238037,7.348039197921753,7.421568703651428,7.36911771774292,6.653676552772522,
1996-07-10,,,6.960783958435059,7.230391979217529,7.367646980285644,7.348039269447327,7.363235359191894,6.666421642303467,
1996-07-11,,,6.764706134796143,7.073529243469238,7.345588207244873,7.281862831115722,7.353431444168091,6.675735373497009,
1996-07-12,,,6.32352876663208,6.818627166748047,7.227941083908081,7.183823561668396,7.337745161056518,6.68186282157898,
1996-07-15,,,6.200980186462402,6.617646789550781,7.0588233947753904,7.105392169952393,7.318627500534058,6.686274585723877,
1996-07-16,,,6.274509906768799,6.504901790618897,6.926470470428467,7.044117665290832,7.2980392551422115,6.6921569347381595,
1996-07-17,,,6.642157077789307,6.441176414489746,6.835784196853638,7.0110294103622435,7.287254934310913,6.701715755462646,
1996-07-18,,,7.058824062347412,6.5,6.786764621734619,7.018382358551025,7.285294151306152,6.715441246032714,
1996-07-19,,,7.156863212585449,6.666666889190674,6.74264702796936,7.030637264251709,7.285294151306152,6.729656939506531,
1996-07-22,,,7.107842922210693,6.848039436340332,6.732843112945557,7.042892169952393,7.285294151306152,6.743382430076599,
1996-07-23,,,7.156863212585449,7.024510097503662,6.764705944061279,7.056372570991516,7.282843179702759,6.756127533912658,
1996-07-24,,,6.960783958435059,7.088235473632812,6.764705944061279,7.066176462173462,7.279902000427246,6.765931453704834,
1996-07-25,,,6.911765098571777,7.058823680877685,6.779411840438843,7.062500023841858,7.272549066543579,6.776225576400757,
1996-07-26,,,7.107842922210693,7.049019622802734,6.857843255996704,7.042892169952393,7.272549066543579,6.788970675468445,
1996-07-29,,,6.960783958435059,7.019607830047607,6.9338236331939695,6.99632351398468,7.269607887268067,6.799264783859253,
1996-07-30,,,7.254901885986328,7.039215564727783,7.031862831115722,6.979166650772095,7.268627481460571,6.812990274429321,
1996-07-31,,,7.181373119354248,7.0833333969116214,7.085784435272217,6.960784316062927,7.269607887268067,6.825980477333069,
1996-08-01,,,7.107842922210693,7.122548961639405,7.090686321258545,6.938725471496582,7.2693627834320065,6.837745175361634,
1996-08-02,,,6.764706134796143,7.0539216041564945,7.051470613479614,6.897058820724487,7.262500047683716,6.8460785055160525,
1996-08-05,,,6.568626880645752,6.9754901885986325,6.99754900932312,6.865196061134339,7.251715726852417,6.853921632766724,
1996-08-06,,,6.5441179275512695,6.8333333969116214,6.936274480819702,6.850490212440491,7.2375000476837155,6.862500061988831,
1996-08-07,,,6.715685844421387,6.740195941925049,6.911764669418335,6.838235306739807,7.229656906127929,6.872549080848694,
1996-08-08,,,6.568626880645752,6.632352733612061,6.877450847625733,6.828431344032287,7.214951000213623,6.880392208099365,6.020281925201416
1996-08-09,,,6.568626880645752,6.593136882781982,6.823529243469238,6.840686249732971,7.201225500106812,6.889215726852417,6.03082113981247
1996-08-12,,,6.8627448081970215,6.651960468292236,6.813725328445434,6.873774480819702,7.196323537826538,6.899754934310913,6.042708394527435
1996-08-13,,,6.8627448081970215,6.715685844421387,6.774509620666504,6.903186225891114,7.18455883026123,6.910049052238464,6.054963293075562
1996-08-14,,,6.911765098571777,6.754901695251465,6.747548818588257,6.916666626930237,7.1683823680877685,6.921323561668396,6.067708394527435
1996-08-15,54.78472197857402,A,6.5441179275512695,6.749999904632569,6.691176319122315,6.89093132019043,7.139460802078247,6.92941180229187,6.078125064373016
1996-08-16,54.772462434883515,A,6.617647171020508,6.75980396270752,6.676470422744751,6.863970518112183,7.111274518966675,6.938235335350036,6.089889769554138
1996-08-19,54.347883466777084,P,6.495098114013672,6.686274623870849,6.669117546081543,6.833333277702332,7.082352962493896,6.942892198562622,6.100551536083222
1996-08-20,53.975406965318996,P,6.519608020782471,6.617647266387939,6.666666555404663,6.801470518112183,7.042156877517701,6.948284358978271,6.111826045513153
1996-08-21,53.634341096823114,P,6.519608020782471,6.539215850830078,6.647058773040771,6.779411721229553,7.003921585083008,6.954166707992553,6.122671635150909
1996-08-22,53.64536796602176,P,6.421568870544434,6.514706039428711,6.63235297203064,6.754901909828186,6.970588264465332,6.960539255142212,6.132720654010773
1996-08-23,53.574782860555075,P,6.519608020782471,6.495098209381103,6.627451086044312,6.725490164756775,6.935294141769409,6.967892193794251,6.1437500691413875
1996-08-26,53.7666853896956,P,6.6666669845581055,6.52941198348999,6.60784330368042,6.710784316062927,6.9132353210449216,6.975735335350037,6.155514779090882
1996-08-27,54.076989561157916,P,6.813724994659424,6.588235378265381,6.60294132232666,6.688725471496582,6.8995098209381105,6.986029443740844,6.168014779090881
1996-08-28,54.421673159128964,P,6.813724994659424,6.647058773040771,6.593137311935425,6.670343065261841,6.889705877304078,6.997303943634034,6.180514779090881
1996-08-29,54.703319107467216,P,6.6666669845581055,6.6960783958435055,6.605392217636108,6.648284268379212,6.884803915023804,7.006127471923828,6.1922794890403745
1996-08-30,54.873854854400925,P,6.519608020782471,6.6960783958435055,6.595588302612304,6.636029362678528,6.876960773468017,7.015931391716004,6.202634885311126
1996-09-02,54.90784837634403,P,6.519608020782471,6.6666666030883786,6.598039293289185,6.633578419685364,6.8700980377197265,7.02377453327179,6.212683906555176
1996-09-03,54.67150100093159,P,6.372549057006836,6.578431415557861,6.5833333969116214,6.624999976158142,6.859803915023804,7.0262255144119266,6.221507437229157
1996-09-04,54.4525117583588,P,6.470588207244873,6.509804058074951,6.578431415557861,6.612745094299316,6.853921556472779,7.030637278556823,6.228860378265381
1996-09-05,54.34001902639073,P,6.568626880645752,6.49019603729248,6.593137216567993,6.612745094299316,6.845588216781616,7.03602942943573,6.236948611736298
1996-09-06,54.41941440519847,P,6.764706134796143,6.5392156600952145,6.61764702796936,6.622549057006836,6.830882339477539,7.042892179489136,6.246017241477967
1996-09-09,54.70363337121294,A,7.156863212585449,6.666666698455811,6.666666650772095,6.637254977226258,6.816176462173462,7.053676500320434,6.257904498577118
1996-09-10,54.95133902810457,A,6.8627448081970215,6.764705848693848,6.6715686321258545,6.637254977226258,6.801470575332641,7.057598066329956,6.267953517436982
1996-09-11,55.15105124773339,A,6.8627448081970215,6.843137168884278,6.676470613479614,6.63480396270752,6.78774507522583,7.063480415344238,6.277879986763001
1996-09-12,55.26295358897618,A,6.8627448081970215,6.901960754394532,6.6960783958435055,6.650735306739807,6.774019575119018,7.066421594619751,6.288419201374054
1996-09-13,55.04494479772646,A,6.617647171020508,6.872548961639405,6.70588231086731,6.650735306739807,6.754411735534668,7.0639706182479856,6.297487826347351
1996-09-16,54.73627710970538,A,6.8627448081970215,6.813725280761719,6.740195989608765,6.669117641448975,6.7475489902496335,7.060539245605469,6.307781939506531
1996-09-17,54.72913265986188,A,6.813724994659424,6.803921318054199,6.784313583374024,6.683823490142823,6.747058792114258,7.058088254928589,6.318076055049897
1996-09-18,54.93244035268077,C,7.156863212585449,6.862744998931885,6.852941083908081,6.715686249732971,6.750980377197266,7.0571078681945805,6.330576055049896
1996-09-19,55.55278201507158,C,7.769608020782471,7.044117641448975,6.973039197921753,6.783088207244873,6.7710784149169925,7.062254929542542,6.346629974842071
1996-09-20,56.33629466178385,A,7.598039150238037,7.24019603729248,7.056372499465942,6.837009763717651,6.7965686225891115,7.067156891822815,6.3618260502815245
1996-09-23,56.864492708854385,A,7.549019813537598,7.377451038360595,7.095588159561157,6.881127405166626,6.823529415130615,7.0710784578323365,6.377267229557037
1996-09-24,57.21538829404094,A,7.401960849761963,7.495098209381103,7.149509763717651,6.910539197921753,6.8460784339904786,7.072058844566345,6.3914829134941105
1996-09-25,57.13003722295139,A,7.20588207244873,7.504901981353759,7.183823490142823,6.930147051811218,6.857352933883667,7.07230393409729,6.404228007793426
1996-09-26,56.4675393416268,A,7.20588207244873,7.392156791687012,7.218137216567993,6.95710780620575,6.860294094085694,7.072794122695923,6.417463297843933
1996-09-27,56.073690395322984,A,7.401960849761963,7.3529411315917965,7.296568584442139,7.001225447654724,6.865196046829223,7.075245099067688,6.4309436917305
1996-09-30,55.90887955134244,A,7.549019813537598,7.3529411315917965,7.365196084976196,7.05269603729248,6.874019584655762,7.079656867980957,6.4451593804359435
1996-10-01,55.8408527878269,A,7.5,7.372548961639405,7.433823585510254,7.109068584442139,6.880882320404052,7.081862750053406,6.459865260124206
1996-10-02,56.099835209902004,A,7.696077823638916,7.470588111877442,7.487745046615601,7.170343065261841,6.89558819770813,7.087745099067688,6.4721201586723325
1996-10-03,56.39073284388286,A,7.745098114013672,7.57843132019043,7.485294055938721,7.229166626930237,6.912254858016968,7.092401962280274,6.483149569034577
1996-10-04,56.457214823242595,A,7.794117927551269,7.656862735748291,7.504901933670044,7.280637216567993,6.9259803581237795,7.099264712333679,6.493198587894439
1996-10-07,56.459647873937996,A,7.892157077789307,7.7254901885986325,7.5392156600952145,7.317401909828186,6.944607820510864,7.107107853889465,6.503737802505493
1996-10-08,56.3349159056898,A,7.647058963775635,7.754901981353759,7.563725471496582,7.3566176176071165,6.95245096206665,7.110539221763611,6.515257413387299
1996-10-09,56.17419946848903,A,7.696077823638916,7.754901981353759,7.612745046615601,7.398284268379212,6.962745056152344,7.116176471710205,6.528002507686615
1996-10-10,56.20628174479426,A,7.794117927551269,7.764705944061279,7.6715686321258545,7.4448529243469235,6.976470556259155,7.122916669845581,6.543076038360596
1996-10-11,56.135809284847625,A,7.598039150238037,7.7254901885986325,7.691176462173462,7.4938725233078,6.993137216567993,7.127818632125854,6.557291724681854
1996-10-14,56.03814464448672,A,7.647058963775635,7.676470565795898,7.700980377197266,7.533088231086731,7.014705858230591,7.133210792541504,6.572365255355835
