Date,GRADE,GPS,TDY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-03-29,54.08617053943234,C,37.790000915527344,38.123999786376956,38.26599960327148,37.659499931335446,37.91180015563965,39.17580009460449,38.67579999923706
2007-03-30,53.93261766424959,C,37.43999862670898,37.80199966430664,38.22999954223632,37.692999839782715,37.87160011291504,39.15940006256103,38.697199993133545
2007-04-02,53.901675463813575,C,37.43999862670898,37.64999923706055,38.17399940490722,37.75999984741211,37.84000007629395,39.139900054931644,38.717399978637694
2007-04-03,53.92367105835658,B,37.97999954223633,37.67599945068359,38.13699951171874,37.82049980163574,37.80760009765625,39.12270004272461,38.74399997711182
2007-04-04,53.948478451763265,B,37.709999084472656,37.67199935913086,38.01499938964843,37.86349983215332,37.75600006103516,39.090800018310546,38.772249965667726
2007-04-05,53.92867108653801,B,37.68000030517578,37.64999923706055,37.88699951171874,37.90699977874756,37.73300003051758,39.05340003967285,38.7953999710083
2007-04-06,53.96057002619228,B,37.68000030517578,37.69799957275391,37.74999961853027,37.924499702453616,37.73060005187988,39.02100006103515,38.81999998092651
2007-04-09,53.96195856988299,C,37.54999923706055,37.71999969482422,37.684999465942376,37.9129997253418,37.737600021362304,38.98190006256104,38.84374998092651
2007-04-10,53.99703185205942,C,38.27000045776367,37.77799987792969,37.72699966430664,37.99399967193604,37.753000030517576,38.951600074768066,38.87109998703003
2007-04-11,54.0609459606333,C,38.06999969482422,37.85,37.76099967956543,38.02149963378906,37.751399993896484,38.91700008392334,38.90059999465942
2007-04-12,54.14296811287911,A,38.38999938964844,37.991999816894534,37.82099952697754,38.04349956512451,37.74239997863769,38.885600090026855,38.92920000076294
2007-04-13,54.26070512168567,A,38.83000183105469,38.22200012207031,37.95999984741211,38.09499969482422,37.732799987792966,38.861500091552735,38.96360000610352
2007-04-16,54.529326886923705,A,39.83000183105469,38.67800064086914,38.19900016784668,38.186499786376956,37.776000061035155,38.85920009613037,39.005350017547606
2007-04-17,54.71190608254954,A,40.09999847412109,39.04400024414062,38.41100006103515,38.273999786376955,37.822200012207034,38.86090007781982,39.04785000801086
2007-04-18,54.861974879835095,A,39.54999923706055,39.34000015258789,38.59500007629394,38.30499973297119,37.85279998779297,38.85220008850098,39.08935000419617
2007-04-19,55.047041900446885,A,39.869998931884766,39.636000061035155,38.81399993896484,38.3504997253418,37.89939994812012,38.84890007019043,39.13710000038147
2007-04-20,55.187406711518015,A,40.11000061035156,39.89199981689453,39.05699996948242,38.40349979400635,37.95979995727539,38.84530006408691,39.187300004959106
2007-04-23,55.22438374719771,A,40.869998931884766,40.099999237060544,39.388999938964844,38.53699970245361,38.02859992980957,38.83740005493164,39.24180000305176
2007-04-24,55.270062392840124,A,41.18999862670898,40.317999267578124,39.680999755859375,38.70399971008301,38.104399871826175,38.8292000579834,39.293999996185306
2007-04-25,55.8336949345522,A,45.810001373291016,41.56999969482422,40.454999923706055,39.10799980163574,38.27739990234375,38.86800006866455,39.36
2007-04-26,56.275634354834686,A,45.20000076293945,42.636000061035155,41.136000061035155,39.478499794006346,38.43859992980957,38.90140007019043,39.42220001220703
2007-04-27,56.69763399633586,A,45.18000030517578,43.65,41.770999908447266,39.865499877929686,38.59639991760254,38.935900077819824,39.48695001602173
2007-04-30,56.91325583249043,A,44.11000061035156,44.29800033569336,42.19899978637695,40.19899997711182,38.73279991149902,38.95780010223389,39.53995002746582
2007-05-01,57.08471717996694,A,43.97999954223633,44.85600051879883,42.58699989318848,40.498999977111815,38.85639991760254,38.98410011291504,39.587750034332274
2007-05-02,56.826451677086276,A,45.310001373291016,44.75600051879883,43.16300010681152,40.87900009155273,39.0007999420166,39.02470012664795,39.64430004119873
2007-05-03,56.671813526590654,A,45.81999969482422,44.880000305175784,43.758000183105466,41.28600006103515,39.15359992980957,39.07260013580322,39.68965003967285
2007-05-04,56.50605699155608,A,45.93000030517578,45.03000030517578,44.34000015258789,41.698500061035155,39.29739990234375,39.12020015716553,39.73055004119873
2007-05-07,56.51865366996077,A,45.84999847412109,45.37799987792969,44.83800010681152,42.11350002288818,39.437999877929684,39.174900131225584,39.76900003433227
2007-05-08,56.557010369538794,A,45.61000061035156,45.704000091552736,45.28000030517578,42.480500030517575,39.59479988098145,39.22620014190674,39.80915002822876
2007-05-09,56.46914537600559,A,45.79999923706055,45.80199966430664,45.27900009155273,42.86700000762939,39.74979988098144,39.279200134277346,39.85165002822876
2007-05-10,56.33975510658831,A,45.59999847412109,45.757999420166016,45.3189998626709,43.22749996185303,39.9189998626709,39.33520011901855,39.89055002212525
2007-05-11,56.33136312123455,A,46.5,45.87199935913086,45.45099983215332,43.61099987030029,40.11359985351562,39.41300010681152,39.93390001296997
2007-05-14,56.25204560135202,A,45.83000183105469,45.86800003051758,45.62299995422363,43.910999870300294,40.308199920654296,39.48410011291504,39.97160001754761
2007-05-15,56.195071857487875,A,46.09999847412109,45.96599960327148,45.83499984741211,44.21099987030029,40.49479988098145,39.54530010223389,40.011300010681154
2007-05-16,56.18882003612214,A,45.77999877929688,45.96199951171875,45.8819995880127,44.52249984741211,40.67339988708496,39.59850009918213,40.05540000915527
2007-05-17,56.14348545832942,A,45.52000045776367,45.94599990844726,45.85199966430664,44.804999923706056,40.84759986877442,39.650600090026856,40.089950008392336
2007-05-18,55.98570872749415,A,45.709999084472656,45.7879997253418,45.82999954223633,45.08499984741211,41.01519981384277,39.706400070190426,40.128000011444094
2007-05-21,55.93717628209699,A,46.209999084472656,45.86399917602539,45.86599960327148,45.351999855041505,41.18379981994629,39.767200050354006,40.1685000038147
2007-05-22,55.8751057355285,A,46.18999862670898,45.88199920654297,45.92399940490723,45.601999855041505,41.37459976196289,39.82780002593994,40.20385000228882
2007-05-23,55.76792796511367,A,45.95000076293945,45.91599960327149,45.938999557495116,45.60899982452393,41.54319976806641,39.89190002441406,40.23560001373291
2007-05-24,55.64209299103703,A,45.09000015258789,45.82999954223633,45.8879997253418,45.603499794006346,41.68599975585938,39.94590003967285,40.26400001525879
2007-05-25,55.575568524901314,A,45.7599983215332,45.83999938964844,45.813999557495116,45.63249969482422,41.845199737548825,40.010100021362305,40.29555000305176
2007-05-28,55.47114322517158,P,45.7599983215332,45.74999923706055,45.80699920654297,45.7149995803833,42.00039970397949,40.07029998779297,40.33059999465942
2007-05-29,55.3884657031422,P,45.88999938964844,45.689999389648435,45.7859992980957,45.810499572753905,42.15119972229004,40.137399978637696,40.365699996948244
2007-05-30,55.4088517293662,P,46.0099983215332,45.70199890136719,45.80899925231934,45.845499420166014,42.292799682617186,40.20549995422363,40.40669998168946
2007-05-31,55.51128848745916,A,46.08000183105469,45.89999923706055,45.86499938964844,45.85849952697754,42.43519973754883,40.265499954223635,40.44709999084473
2007-06-01,55.542092639129486,A,46.130001068115234,45.97399978637695,45.906999588012695,45.86849956512451,42.57679977416992,40.323699951171875,40.48895000457764
2007-06-04,55.54224735044627,A,46.0099983215332,46.023999786376955,45.88699951171875,45.876499557495116,42.7329997253418,40.380699920654294,40.52760000228882
2007-06-05,55.47847917310625,A,45.5099983215332,45.94799957275391,45.818999481201175,45.8714994430542,42.88619972229004,40.434399909973145,40.56064998626709
2007-06-06,55.374477045593956,P,45.119998931884766,45.76999969482422,45.735999298095706,45.83749942779541,43.03399971008301,40.48529991149903,40.59504997253418
2007-06-07,55.22501710357164,P,44.459999084472656,45.44599914550781,45.67299919128418,45.78049945831299,43.167399673461915,40.539599914550784,40.6256499671936
2007-06-08,55.16513853768,P,45.5099983215332,45.321998596191406,45.64799919128418,45.73099937438965,43.328799667358396,40.60019989013672,40.65934995651245
2007-06-11,55.12381104181736,P,45.34000015258789,45.18799896240235,45.60599937438965,45.70649929046631,43.48679969787597,40.663399887084964,40.69219995498657
2007-06-12,55.05340870783049,P,44.68999862670898,45.0239990234375,45.485999298095706,45.635999298095705,43.62099967956543,40.71429988861084,40.7195499420166
2007-06-13,55.29597864829724,P,47.34999847412109,45.46999893188477,45.619999313354484,45.71449928283691,43.813799667358396,40.784899864196774,40.765899925231935
2007-06-14,55.56594122631109,A,46.880001068115234,45.95399932861328,45.69999923706054,45.78249931335449,43.997799682617185,40.865399856567386,40.808299922943114
2007-06-15,55.79837566335067,A,47.41999816894531,46.3359992980957,45.828998947143546,45.86799926757813,44.19259963989258,40.961599845886234,40.85104991912842
2007-06-18,55.946557000162095,A,46.43999862670898,46.555998992919925,45.87199897766113,45.87949924468994,44.37039962768554,41.05399982452393,40.89074991226196
2007-06-19,56.18849637624891,A,46.4900016784668,46.91599960327149,45.969999313354485,45.89449939727783,44.53479965209961,41.143899841308595,40.92939992904663
2007-06-20,56.00026553490948,A,45.869998931884766,46.619999694824216,46.04499931335449,45.8904993057251,44.69079963684082,41.22109981536865,40.9584499168396
2007-06-21,55.84795878947679,A,45.97999954223633,46.439999389648435,46.19699935913086,45.93499927520752,44.842599639892576,41.29249980926514,40.98644990921021
2007-06-22,55.57885327129464,A,45.75,46.10599975585937,46.220999526977536,45.93449935913086,44.980999603271485,41.35689979553223,41.0111999130249
2007-06-25,55.43910248156166,A,45.75,45.96800003051758,46.26199951171874,45.9339994430542,45.09939956665039,41.43769981384278,41.03794990539551
2007-06-26,55.2913787256068,A,45.869998931884766,45.84399948120117,46.37999954223633,45.93299942016601,45.214799575805664,41.518499794006345,41.061799907684325
2007-06-27,55.297842805263436,A,46.36000061035156,45.94199981689453,46.280999755859376,45.950499534606934,45.35099960327148,41.601899795532226,41.08449991226196
2007-06-28,55.228377771861155,P,45.77999877929688,45.90199966430664,46.17099952697754,45.935499382019046,45.469199600219724,41.68429977416992,41.104849910736085
2007-06-29,55.2679756553844,P,45.95000076293945,45.94199981689453,46.023999786376955,45.926499366760254,45.58599960327148,41.772899780273434,41.12934991836548
2007-07-02,55.312769868438814,A,46.43000030517578,46.077999877929685,46.022999954223636,45.947499465942386,45.6971996307373,41.86289978027344,41.156349925994874
2007-07-03,55.41003247925047,A,47.060001373291016,46.316000366210936,46.079999923706055,46.02499961853027,45.814599685668945,41.959499778747556,41.18514993667603
2007-07-04,55.45369389058366,A,47.060001373291016,46.45600051879883,46.19900016784668,46.121999740600586,45.839599685668944,42.058499794006345,41.215749950408934
2007-07-05,55.64370467698012,A,47.720001220703125,46.84400100708008,46.37300033569336,46.28499984741211,45.88999969482422,42.1642998123169,41.25059995651245
2007-07-06,55.802617761863466,A,47.68000030517578,47.19000091552734,46.566000366210936,46.39349994659424,45.939999694824216,42.26819980621338,41.29099996566772
2007-07-09,55.91389340924488,A,47.65999984741211,47.43600082397461,46.75700035095215,46.50949993133545,46.01099967956543,42.37189979553223,41.33274995803833
2007-07-10,55.80102877103264,A,46.20000076293945,47.264000701904294,46.79000053405762,46.58500003814697,46.05539970397949,42.45589981079102,41.365599956512455
2007-07-11,55.70595042690434,A,46.66999816894531,47.18600006103516,46.821000289916995,46.55100002288818,46.08259963989258,42.54169979095459,41.39819993972778
2007-07-12,55.60543137946124,A,47.70000076293945,47.18199996948242,47.01300048828125,46.592000007629395,46.12019966125488,42.63689979553223,41.435299949645994
2007-07-13,55.55716141600434,A,48.52999877929688,47.35199966430664,47.27100028991699,46.64750003814697,46.1721996307373,42.734799766540526,41.47034994125366
2007-07-16,55.41324454994557,A,47.70000076293945,47.35999984741211,47.39800033569336,46.710500144958495,46.20919967651367,42.82359977722168,41.49624994277954
2007-07-17,55.50758446734079,A,47.959999084472656,47.71199951171875,47.488000106811526,46.78400001525879,46.25619964599609,42.92549976348877,41.52394994735718
2007-07-18,55.532203534985285,A,47.150001525878906,47.80800018310547,47.49700012207031,46.8480001449585,46.28319969177246,43.016499786376954,41.54539995193481
2007-07-19,55.451212666691895,A,47.40999984741211,47.75,47.46599998474121,46.91950016021728,46.319399719238284,43.11919979095459,41.56239995956421
2007-07-20,55.089934681484266,P,45.2400016784668,47.092000579833986,47.22200012207031,46.89400024414063,46.294199752807614,43.20389980316162,41.57049997329712
2007-07-23,54.888581534398895,P,45.61000061035156,46.6740005493164,47.01700019836426,46.887000274658206,46.289799728393554,43.298999824523925,41.57724998474121
2007-07-24,54.49449967703737,P,44.29999923706055,45.94200057983399,46.827000045776366,46.80850028991699,46.253799743652344,43.37429981231689,41.57984998703003
2007-07-25,54.329278504062415,P,45.45000076293945,45.6020004272461,46.70500030517578,46.763000297546384,46.24719978332519,43.46029983520508,41.591649990081784
2007-07-26,54.07879778500745,P,44.70000076293945,45.060000610351565,46.40500030517578,46.70900039672851,46.23079978942871,43.53919982910156,41.59599998474121
2007-07-27,54.135418170843586,P,45.09999847412109,45.03199996948242,46.0620002746582,46.6665002822876,46.21859977722168,43.61689979553223,41.60424997329712
2007-07-30,54.20148905215722,P,45.9900016784668,45.10800018310547,45.89100036621094,46.64450035095215,46.21419982910156,43.69899982452392,41.618749980926516
2007-07-31,54.26891129298459,P,44.369998931884766,45.12200012207031,45.532000350952146,46.510000228881836,46.17779983520508,43.77619979858398,41.62659997940064
2007-08-01,54.29306320735396,P,45.5099983215332,45.13399963378906,45.36800003051758,46.43250007629395,46.16899978637695,43.85609977722168,41.6406499671936
2007-08-02,54.441132200251616,P,45.68000030517578,45.32999954223633,45.195000076293944,46.33050003051758,46.18079978942871,43.933399772644044,41.6553999710083
2007-08-03,54.344833770384675,P,43.59999847412109,45.029999542236325,45.030999755859376,46.12649993896484,46.13759979248047,43.99139976501465,41.66444995880127
2007-08-06,54.36546931843974,P,45.880001068115234,45.007999420166016,45.057999801635745,46.0375,46.139999847412106,44.0701997756958,41.68544996261597
2007-08-07,54.6460102151271,P,46.5099983215332,45.4359992980957,45.278999710083006,46.052999877929686,46.1523998260498,44.15179977416992,41.709399948120115
2007-08-08,55.025318887221715,A,48.84999847412109,46.10399932861328,45.61899948120117,46.16199989318847,46.209199829101564,44.250999755859375,41.75349994659424
2007-08-09,55.360526913930016,A,48.650001525878906,46.6979995727539,46.01399955749512,46.20949993133544,46.260599822998046,44.34789978027344,41.79974994659424
2007-08-10,56.06194845028404,A,50.2599983215332,48.029999542236325,46.529999542236325,46.29599990844726,46.343199768066405,44.45999977111816,41.85464994430542
2007-08-13,56.26617526464545,A,47.790000915527344,48.41199951171875,46.70999946594238,46.30049991607665,46.37879981994629,44.55589977264404,41.89464994430542
2007-08-14,56.21297486776992,A,46.400001525878906,48.39000015258789,46.9129997253418,46.22250003814697,46.3965998840332,44.64139980316162,41.928099956512455
2007-08-15,55.85634634224246,A,45.91999816894531,47.80400009155274,46.95399971008301,46.16099987030029,46.412599868774414,44.72329978942871,41.957399940490724
2007-08-16,55.58159147198078,A,46.40999984741211,47.35599975585937,47.02699966430664,46.11099987030029,46.4515998840332,44.80949977874756,41.992649936676024
2007-08-17,55.439591038769244,A,49.47999954223633,47.2,47.614999771118164,46.32299976348877,46.530999908447264,44.92989978790283,42.04464992523194
2007-08-20,55.45363268584396,A,47.86000061035156,47.21399993896485,47.8129997253418,46.435499763488764,46.58139991760254,45.03409980773926,42.08699993133545
2007-08-21,55.753664869544444,A,49.18000030517578,47.76999969482422,48.079999923706055,46.67949981689453,46.67119995117187,45.14609981536865,42.13439992904663
2007-08-22,56.031281724095116,A,48.70000076293945,48.32600021362305,48.06500015258789,46.84199981689453,46.69819999694824,45.25599983215332,42.173399925231934
2007-08-23,56.184183178825435,A,48.08000183105469,48.66000061035156,48.008000183105466,47.01099987030029,46.72220001220703,45.35999984741211,42.20669994354248
2007-08-24,56.09858719845577,A,50.130001068115234,48.790000915527344,47.99500045776367,47.262499999999996,46.77640007019043,45.484499855041506,42.25274995803833
2007-08-27,56.18733388985863,A,49.59999847412109,49.13800048828125,48.17600021362305,47.44299983978271,46.83960006713867,45.60499984741211,42.29344995498657
2007-08-28,55.970402752492646,A,48.20000076293945,48.94200057983399,48.356000137329104,47.63449993133544,46.87380004882812,45.70429985046387,42.32794996261597
2007-08-29,56.03535387784596,A,49.5099983215332,49.104000091552734,48.71500015258789,47.83449993133544,46.94660003662109,45.81869983673096,42.36784996032715
2007-08-30,56.230368414407685,A,50.220001220703125,49.53199996948242,49.096000289916994,48.06149997711181,47.03140007019043,45.936999855041506,42.41129997253418
2007-08-31,56.22485750407976,A,49.90999984741211,49.487999725341794,49.13900032043457,48.37700004577637,47.114600067138674,46.047799835205076,42.454649963378905
2007-09-03,56.20160089579702,A,49.90999984741211,49.55,49.344000244140624,48.578499984741214,47.19780006408691,46.148599815368655,42.50389995574951
2007-09-04,56.28800505770588,A,49.650001525878906,49.84000015258789,49.39100036621094,48.73550014495849,47.273400115966794,46.24409984588623,42.55249996185303
2007-09-05,56.11530895935851,A,49.11000061035156,49.76000061035156,49.43200035095215,48.74850025177002,47.328400115966794,46.33969985961914,42.59594997406006
2007-09-06,55.888021202855036,A,49.25,49.566000366210936,49.54900016784668,48.778500175476076,47.39780014038086,46.433499870300295,42.64119997024536
2007-09-07,55.5844753375119,A,47.97999954223633,49.18000030517578,49.33400001525879,48.66450023651123,47.4384001159668,46.51219985961914,42.67874996185303
2007-09-10,55.2442437954426,P,47.619998931884766,48.72200012207031,49.136000061035155,48.6560001373291,47.46220008850098,46.57969985961914,42.70854995727539
2007-09-11,54.950268057924795,P,47.47999954223633,48.2879997253418,49.06399993896484,48.71000003814697,47.470600051879885,46.64259986877441,42.735899963378905
2007-09-12,54.63186992850143,P,46.83000183105469,47.831999969482425,48.79600028991699,48.75550022125244,47.46600006103515,46.65279987335205,42.7603999710083
2007-09-13,54.30887896907734,P,47.13999938964844,47.40999984741211,48.488000106811526,48.792000198364256,47.45440002441406,46.67219985961914,42.78679996490479
2007-09-14,54.214553997363936,P,47.56999969482422,47.327999877929685,48.25400009155273,48.69650020599365,47.45220001220703,46.696099853515626,42.81599996566772
2007-09-17,54.08989955885084,P,46.540000915527344,47.1120002746582,47.917000198364256,48.63050022125244,47.429800033569336,46.72039985656738,42.839099979400636
2007-09-18,54.39992776089051,P,50.93000030517578,47.80200042724609,48.045000076293945,48.71800022125244,47.524400024414064,46.78989986419678,42.88699998855591
2007-09-19,54.949263644388054,A,51.84999847412109,48.805999755859375,48.3189998626709,48.87550010681152,47.628000030517576,46.85529983520508,42.939999980926515
2007-09-20,55.52247637557907,A,52.38999938964844,49.85599975585937,48.63299980163574,49.09099998474121,47.721800003051754,46.92099983215332,42.99679998397827
2007-09-21,56.079580933018555,A,52.95000076293945,50.93199996948242,49.12999992370605,49.23199996948242,47.81020004272461,46.99119983673096,43.05569999694824
2007-09-24,56.75031115328621,A,52.900001525878906,52.204000091552736,49.65800018310547,49.39700012207031,47.9142000579834,47.061699867248535,43.11829999923706
2007-09-25,56.94111816640768,A,53.58000183105469,52.73400039672852,50.2680004119873,49.66600017547607,48.02660011291504,47.14139987945557,43.18380001068115
2007-09-26,57.047799120760374,A,53.970001220703125,53.15800094604492,50.98200035095215,49.88900032043457,48.16300010681152,47.223099899291995,43.25115001678467
2007-09-27,57.12852631613534,A,54.27999877929688,53.53600082397461,51.696000289916995,50.09200019836426,48.30040008544922,47.30989990234375,43.322550010681155
2007-09-28,57.1070484052341,A,53.38999938964844,53.624000549316406,52.27800025939941,50.26600017547607,48.46340003967285,47.37879989624023,43.39590000152588
2007-10-01,57.27185920876939,A,55.58000183105469,54.16000061035156,53.18200035095215,50.5495002746582,48.662800064086916,47.476299896240235,43.48020000457764
2007-10-02,57.3018715963766,A,54.959999084472656,54.43600006103516,53.58500022888184,50.81500015258789,48.87600006103516,47.56489990234375,43.55510000228882
2007-10-03,57.267883433599174,A,54.81999969482422,54.60599975585937,53.88200035095215,51.10050010681152,49.06340003967285,47.65529991149902,43.62690000534057
2007-10-04,57.3490844319683,A,56.09999847412109,54.96999969482422,54.253000259399414,51.44300003051758,49.29139999389648,47.761099891662596,43.705849990844726
2007-10-05,57.49261118490845,A,55.70000076293945,55.43199996948242,54.52800025939941,51.829000091552736,49.503400039672854,47.86099990844727,43.78369998931885
2007-10-08,57.34000766860311,A,55.880001068115234,55.491999816894534,54.82600021362305,52.24200019836426,49.70120002746582,47.95769992828369,43.86244998931885
2007-10-09,57.3427402330723,A,55.56999969482422,55.613999938964845,55.025,52.646500205993654,49.92520004272461,48.051499938964845,43.939649982452394
2007-10-10,57.347539944975665,A,55.06999969482422,55.66399993896484,55.13499984741211,53.058500099182126,50.11640007019043,48.14269992828369,44.01729997634888
2007-10-11,56.99950906064455,A,53.09999847412109,55.06399993896484,55.01699981689453,53.35650005340576,50.26480003356934,48.222799911499024,44.08434997558594
2007-10-12,56.7852411929944,A,53.88999938964844,54.70199966430664,55.06699981689453,53.67250003814697,50.470600051879885,48.30409992218018,44.15709997177124
2007-10-15,56.51963136557734,A,53.4900016784668,54.22399978637695,54.85799980163574,54.02000007629395,50.62280006408692,48.381399955749515,44.22584997177124
2007-10-16,56.19844556727313,P,53.33000183105469,53.77600021362305,54.695000076293944,54.14000015258789,50.75920013427734,48.455799980163576,44.29659997940063
2007-10-17,55.80986305701324,P,52.470001220703125,53.25600051879883,54.46000022888184,54.17100028991699,50.831600189208984,48.520400009155274,44.362949981689454
2007-10-18,55.60360877328227,P,51.88999938964844,53.014000701904294,54.03900032043457,54.14600028991699,50.896400146484375,48.578499984741214,44.42199996948242
2007-10-19,54.938747489979136,P,48.93000030517578,52.02200088500977,53.3620002746582,53.94500026702881,50.86980018615723,48.60649997711182,44.46509996414184
2007-10-22,54.62980359883897,P,51.060001373291016,51.53600082397461,52.880000305175784,53.853000259399415,50.9352001953125,48.65700000762939,44.51884996414184
2007-10-23,54.563160884166564,P,52.61000061035156,51.39200057983398,52.58400039672851,53.80450019836426,51.059400177001955,48.72800003051758,44.581199970245365
2007-10-24,54.701999560774674,P,53.130001068115234,51.524000549316405,52.39000053405762,53.76250019073486,51.20360023498535,48.80810005187988,44.64669998168945
2007-10-25,54.713445548026606,P,50.72999954223633,51.29200057983398,52.15300064086914,53.58500022888184,51.29000022888184,48.87080005645752,44.70519998550415
2007-10-26,55.148892286481065,P,51.43000030517578,51.79200057983398,51.90700073242188,53.4870002746582,51.32900024414062,48.93000007629394,44.76509998321533
2007-10-29,55.20507553431336,P,50.65999984741211,51.7120002746582,51.624000549316406,53.241000175476074,51.385000228881836,48.98320007324219,44.823299980163576
2007-10-30,55.144191076199576,P,51.7400016784668,51.53800048828125,51.465000534057616,53.08000030517578,51.436200256347654,49.053700103759766,44.8839999961853
2007-10-31,55.00734279619266,P,52.310001373291016,51.374000549316406,51.44900054931641,52.954500389099124,51.50840026855469,49.103300132751464,44.94409999847412
2007-11-01,54.88204318780475,P,49.77000045776367,51.182000732421876,51.23700065612793,52.63800048828125,51.542200241088864,49.13220012664795,44.99879999160767
2007-11-02,54.83128347140974,P,51.15999984741211,51.12800064086914,51.460000610351564,52.411000442504886,51.5628002166748,49.16960014343262,45.06559999465942
2007-11-05,54.932220744016774,P,51.31999969482422,51.26000061035156,51.48600044250488,52.18300037384033,51.59720024108887,49.218400154113766,45.13619998931885
2007-11-06,55.09617710833669,P,53.0,51.512000274658206,51.525000381469724,52.05450038909912,51.693200225830076,49.2835001373291,45.21369998931885
2007-11-07,54.94762221661025,P,50.34000015258789,51.11800003051758,51.24600028991699,51.818000411987306,51.709800262451175,49.32820014953613,45.274649982452395
2007-11-08,55.32657820926159,A,52.81999969482422,51.72799987792969,51.45500030517578,51.80400047302246,51.76180023193359,49.39660015106201,45.34454998016358
2007-11-09,55.453190670306874,A,52.470001220703125,51.99000015258789,51.559000396728514,51.73300056457519,51.813000259399416,49.46380016326904,45.410349979400635
2007-11-12,55.634729750658785,A,52.900001525878906,52.306000518798825,51.7830005645752,51.7035005569458,51.87280029296875,49.535300178527834,45.4864999961853
2007-11-13,55.81012598206903,A,54.7400016784668,52.65400085449219,52.083000564575194,51.774000549316405,51.974600296020505,49.62400020599365,45.57125
2007-11-14,56.32247902105676,A,54.470001220703125,53.480001068115236,52.2990005493164,51.874000549316406,52.08180030822754,49.705100212097165,45.6535000038147
2007-11-15,56.46109078713004,A,54.34000015258789,53.784001159667966,52.75600051879883,51.99650058746338,52.1836003112793,49.79070022583008,45.7375
2007-11-16,56.801940879020854,A,54.9900016784668,54.288001251220706,53.139000701904294,52.29950065612793,52.32380035400391,49.881100234985354,45.827000007629394
2007-11-19,56.8343988017891,A,53.209999084472656,54.35000076293945,53.32800064086914,52.40700054168701,52.43560035705566,49.94890022277832,45.90590000152588
2007-11-20,56.81642651641537,A,55.0099983215332,54.40400009155273,53.529000473022464,52.527000427246094,52.5862003326416,50.02840019226074,45.99394998550415
2007-11-21,56.61874525816703,A,53.0099983215332,54.11199951171875,53.79600028991699,52.52100028991699,52.709800262451175,50.087900161743164,46.07319997787476
2007-11-22,56.408386771918664,A,53.0099983215332,53.84599914550781,53.81500015258789,52.635000228881836,52.82720024108887,50.140800132751465,46.15254997253418
2007-11-23,56.19657447416653,A,54.36000061035156,53.71999893188477,54.00400009155273,52.781500244140624,52.963000259399415,50.207600135803226,46.237899971008304
2007-11-26,56.10444783050528,A,52.63999938964844,53.60599899291992,53.97799987792969,52.88050022125244,53.08500022888184,50.25740013122559,46.314649963378905
2007-11-27,55.93201552686767,A,53.88999938964844,53.38199920654297,53.89299964904785,52.988000106811526,53.14420021057129,50.334300117492674,46.39509996414185
2007-11-28,56.035211935484504,A,54.9900016784668,53.77799987792969,53.94499969482422,53.12200012207031,53.207000274658206,50.41750015258789,46.47959997177124
2007-11-29,56.146231309814596,A,54.709999084472656,54.11800003051758,53.9819995880127,53.36900005340576,53.253400268554685,50.48760013580322,46.562249965667725
2007-11-30,56.007310120617795,A,54.220001220703125,54.09000015258789,53.904999542236325,53.52200012207031,53.27880027770996,50.54450016021728,46.63964996337891
2007-12-03,56.068764720443006,A,54.2599983215332,54.41399993896484,54.009999465942386,53.66900005340576,53.306000213623044,50.61010013580322,46.71684995651245
2007-12-04,55.98415666073138,A,53.58000183105469,54.3520004272461,53.866999816894534,53.6980001449585,53.306000213623044,50.66630016326904,46.79589996337891
2007-12-05,55.902357260998514,A,54.47999954223633,54.25,54.013999938964844,53.90500011444092,53.31620018005371,50.73960014343262,46.87804996490478
2007-12-06,55.8635023017122,A,55.0,54.30800018310547,54.21300010681152,54.01400012969971,53.33060020446777,50.8155001449585,46.967349967956544
2007-12-07,56.005732184822655,A,54.95000076293945,54.454000091552736,54.27200012207031,54.138000106811525,53.36180023193359,50.912600135803224,47.058249969482425
2007-12-10,56.14100927081017,A,55.79999923706055,54.762000274658206,54.58800010681152,54.282999992370605,53.36620018005371,51.01450012207031,47.15674997329712
2007-12-11,56.34660570645526,A,55.060001373291016,55.05800018310547,54.70500030517578,54.29899997711182,53.36820022583008,51.12210014343262,47.248199977874755
2007-12-12,56.372398934008025,A,55.220001220703125,55.20600051879883,54.728000259399415,54.336499977111814,53.37620025634766,51.21980014801025,47.340049991607664
2007-12-13,56.34956851985421,A,55.119998931884766,55.23000030517578,54.76900024414063,54.37549991607666,53.35660026550293,51.324000129699705,47.43159997940064
2007-12-14,56.09493309760555,A,53.25,54.89000015258789,54.672000122070315,54.28849983215332,53.30760025024414,51.405500144958495,47.511199970245364
2007-12-17,55.58011716979379,P,51.68999862670898,54.06800003051758,54.41500015258789,54.21249980926514,53.22380020141602,51.46250011444092,47.58074996948242
2007-12-18,55.40497276841126,P,53.7400016784668,53.80400009155274,54.4310001373291,54.148999977111814,53.18720024108887,51.556200141906736,47.66619997024536
2007-12-19,55.24411256196856,P,53.630001068115234,53.486000061035156,54.346000289916994,54.180000114440915,53.158400268554686,51.63740016937256,47.74674997329712
2007-12-20,55.21313577482011,P,54.63999938964844,53.39000015258789,54.31000022888183,54.26150016784668,53.18920028686524,51.72700016021729,47.83019996643066
2007-12-21,55.51496393089855,P,55.47999954223633,53.83600006103516,54.363000106811526,54.31750011444092,53.221000289916994,51.845800170898436,47.918599967956546
