Date,GRADE,GPS,TDY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2013-04-11,56.77365064950579,A,78.33999633789062,77.49799957275391,77.31800003051758,77.3689998626709,74.31620040893554,69.99890033721924,66.74875026702881
2013-04-12,57.05536584765117,A,78.33000183105469,78.04799957275391,77.30699996948242,77.35950012207032,74.5038005065918,70.15310035705566,66.83130027770996
2013-04-15,56.74969614112718,P,75.26000213623047,77.50599975585938,77.02900009155273,77.25800018310547,74.64500061035156,70.27020038604736,66.8975002861023
2013-04-16,56.814825713194274,A,77.30000305175781,77.56200103759765,77.03800048828126,77.29350051879882,74.81440063476562,70.41330039978027,66.97915029525757
2013-04-17,56.41117013466444,P,74.63999938964844,76.77400054931641,76.89600067138672,77.1645004272461,74.92700057983399,70.52630039215087,67.05090028762817
2013-04-18,55.90321369682912,P,73.13999938964844,75.73400115966797,76.61600036621094,76.98900032043457,75.00600051879883,70.61870037078857,67.11780029296875
2013-04-19,55.38467178799899,P,73.20999908447266,74.71000061035156,76.37900009155274,76.80100021362304,75.07280044555664,70.7208003616333,67.17555028915405
2013-04-22,55.321632872594876,P,73.95999908447266,74.45,75.97799987792969,76.66750030517578,75.15180038452148,70.8308003616333,67.23470027923584
2013-04-23,54.9571720918872,P,74.05000305175781,73.8,75.68100051879883,76.49150047302246,75.23000045776367,70.94570037841797,67.29480030059814
2013-04-24,55.00958000701009,P,75.12999725341797,73.8979995727539,75.33600006103515,76.33200035095214,75.32240036010742,71.0712003326416,67.35715028762817
2013-04-25,55.26438680731642,P,75.44999694824219,74.35999908447266,75.04700012207032,76.18250007629395,75.4220002746582,71.19880031585693,67.41845027923584
2013-04-26,55.46551804469542,P,74.81999969482422,74.68199920654297,74.69599990844726,76.00149993896484,75.50580032348633,71.31790031433106,67.47895027160645
2013-04-29,55.615867802548735,P,75.02999877929688,74.89599914550782,74.67299957275391,75.85099983215332,75.5938003540039,71.43010028839112,67.54410026550293
2013-04-30,55.761505986872244,P,75.05999755859375,75.097998046875,74.4489990234375,75.74349975585938,75.66040023803711,71.53890026092529,67.61155025482178
2013-05-01,55.74331364204976,P,73.93000030517578,74.85799865722656,74.37799911499023,75.63699989318847,75.72160018920898,71.65050025939941,67.67495025634766
2013-05-02,55.726290085710666,P,74.33000183105469,74.63399963378906,74.49699935913085,75.5564998626709,75.78740020751952,71.77470027923584,67.73830026626587
2013-05-03,55.96573442394299,A,76.33999633789062,74.93799896240235,74.80999908447265,75.5944995880127,75.88480010986328,71.92100025177002,67.8021502494812
2013-05-06,56.106182413083786,A,76.19999694824219,75.1719985961914,75.03399887084962,75.50599937438965,75.99180007934571,72.05990020751953,67.87550024032593
2013-05-07,56.370450010971126,A,77.5,75.65999908447266,75.37899856567383,75.52999954223633,76.10440002441406,72.19150024414063,67.95150024414062
2013-05-08,56.67386900176947,A,77.79000091552734,76.43199920654297,75.64499893188477,75.49049949645996,76.20260009765624,72.31910026550293,68.03145025253296
2013-05-09,56.846796487751014,A,77.44999694824219,77.05599822998047,75.84499893188476,75.44599952697754,76.28,72.44170021057128,68.1074002456665
2013-05-10,56.762871075552276,A,77.55999755859375,77.2999984741211,76.11899871826172,75.40749931335449,76.3465998840332,72.5653002166748,68.1740502166748
2013-05-13,56.727231904185636,A,77.0199966430664,77.46399841308593,76.31799850463867,75.4954990386963,76.41259979248046,72.68730018615723,68.24025020599365
2013-05-14,56.579495177269116,A,77.55999755859375,77.47599792480469,76.56799850463867,75.50849876403808,76.46779968261718,72.81470016479493,68.3074501800537
2013-05-15,56.48914854017138,A,77.5199966430664,77.4219970703125,76.92699813842773,75.65249862670899,76.52099960327149,72.94890014648438,68.37475017547608
2013-05-16,56.400343737208324,A,76.80000305175781,77.29199829101563,77.17399826049805,75.83549880981445,76.54939971923828,73.07260017395019,68.43785018920899
2013-05-17,56.38717697128221,A,77.33999633789062,77.247998046875,77.27399826049805,76.04199867248535,76.56639968872071,73.20930015563965,68.50360015869141
2013-05-20,56.327927557134025,A,77.04000091552734,77.25199890136719,77.35799865722656,76.19599876403808,76.5811996459961,73.32900016784669,68.5696001625061
2013-05-21,56.26229644961651,A,77.11000061035156,77.16199951171875,77.31899871826172,76.34899864196777,76.59259963989258,73.44940017700195,68.63655015945434
2013-05-22,56.00168274159836,A,76.30999755859375,76.91999969482421,77.17099838256836,76.40799865722656,76.5727995300293,73.5459001159668,68.69800016403198
2013-05-23,55.830549257587485,P,76.5,76.85999908447266,77.07599868774415,76.46049880981445,76.5411994934082,73.64920013427735,68.75645017623901
2013-05-24,55.678836498516894,P,77.0199966430664,76.7959991455078,77.02199859619141,76.57049865722657,76.5111994934082,73.75250007629394,68.81760015487671
2013-05-27,55.60268537255124,P,77.0199966430664,76.79199829101563,77.02199859619141,76.66999855041504,76.50579940795899,73.85950004577637,68.87905012130737
2013-05-28,55.69064243947094,P,78.45999908447266,77.06199798583984,77.1119987487793,76.83999862670899,76.54319946289063,73.97510002136231,68.94770009994507
2013-05-29,55.85796673352446,A,77.6500015258789,77.32999877929687,77.12499923706055,77.02599868774413,76.55179946899415,74.07580001831055,69.01375009536743
2013-05-30,56.031893277884194,A,77.94999694824219,77.61999816894532,77.23999862670898,77.20699844360351,76.57779937744141,74.17379997253418,69.08250009536744
2013-05-31,56.04042318936993,A,77.22000122070312,77.65999908447266,77.22799911499024,77.25099868774414,76.5827993774414,74.26869995117187,69.14265008926391
2013-06-03,56.10408611644554,A,77.91000366210938,77.83800048828125,77.31499938964843,77.3364990234375,76.60839950561524,74.37430000305176,69.20830011367798
2013-06-04,55.82972408549497,A,76.58999633789062,77.46399993896485,77.26299896240235,77.29099884033204,76.58879943847656,74.46059997558594,69.26825010299683
2013-06-05,55.45814726210238,P,74.73999786376953,76.88199920654297,77.10599899291992,77.13849868774415,76.51719940185546,74.53179992675781,69.31940008163453
2013-06-06,55.041717349117484,P,74.69000244140625,76.23000030517578,76.92499923706055,77.00049896240235,76.44219940185548,74.59959991455078,69.37270009994506
2013-06-07,54.846511642857514,P,75.55999755859375,75.8979995727539,76.77899932861328,76.90049896240234,76.38459930419921,74.67519989013672,69.42795007705689
2013-06-10,54.557091176170395,P,75.58999633789062,75.43399810791016,76.6359992980957,76.82899894714356,76.33559921264649,74.75109985351563,69.48335004806519
2013-06-11,54.408681099622704,P,75.08999633789062,75.13399810791016,76.2989990234375,76.7054988861084,76.29319915771484,74.80419982910156,69.53655004501343
2013-06-12,54.41399645759773,P,74.27999877929688,75.04199829101563,75.9619987487793,76.54349899291992,76.2575991821289,74.85029983520508,69.58555002212525
2013-06-13,54.52815117076687,P,75.66999816894531,75.23799743652344,75.7339988708496,76.4869987487793,76.25219909667969,74.88909980773926,69.6360000038147
2013-06-14,54.4866297674616,P,74.97000122070312,75.11999816894532,75.50899887084961,76.36849899291992,76.23999908447266,74.92879981994629,69.68325002670288
2013-06-17,54.54345582909616,P,76.05999755859375,75.21399841308593,75.32399826049804,76.31949882507324,76.20179901123046,74.98939979553222,69.739850025177
2013-06-18,54.847745190946206,P,77.36000061035156,75.66799926757812,75.40099868774413,76.33199882507324,76.20859909057617,75.06399978637695,69.80390001296998
2013-06-19,55.10434849753732,P,76.22000122070312,76.05599975585938,75.5489990234375,76.3274990081787,76.16139907836914,75.13799980163574,69.86250001907348
2013-06-20,55.08982500549997,P,74.79000091552734,75.88000030517578,75.5589988708496,76.24199905395508,76.09039916992188,75.20329978942871,69.91200002670288
2013-06-21,55.24023837293526,A,75.91000366210938,76.06800079345703,75.59399948120117,76.18649940490722,76.04199920654297,75.27289985656738,69.96720003128051
2013-06-24,55.21888483188451,A,74.93000030517578,75.84200134277344,75.52799987792969,76.08199958801269,76.03539916992187,75.34019989013672,70.01770002365112
2013-06-25,54.885552726168264,P,74.41000366210938,75.252001953125,75.46000061035156,75.87949981689454,75.97759918212891,75.39599990844727,70.06605005264282
2013-06-26,54.75776058895227,P,75.12000274658203,75.03200225830078,75.54400100708008,75.75299987792968,75.98719924926758,75.45709991455078,70.11785005569457
2013-06-27,54.99292939127732,P,76.75,75.42400207519532,75.65200119018554,75.69300003051758,76.05939926147461,75.53269989013671,70.17915006637573
2013-06-28,55.174942907276716,P,77.3499984741211,75.71200103759766,75.89000091552734,75.69949989318847,76.14219924926758,75.60749984741211,70.24390005111694
2013-07-01,55.45457586166551,A,77.66999816894531,76.26000061035157,76.0510009765625,75.68749961853027,76.21639923095704,75.68409980773926,70.31225004196168
2013-07-02,55.80321021523836,A,76.91999816894531,76.76199951171876,76.00700073242187,75.70399971008301,76.27379913330078,75.75189979553222,70.37980003356934
2013-07-03,56.04518701756868,A,77.33999633789062,77.20599822998047,76.11900024414062,75.83399963378906,76.31799911499023,75.82019973754883,70.44910001754761
2013-07-04,56.072408116213445,A,77.33999633789062,77.3239974975586,76.37399978637696,75.96649932861328,76.35579910278321,75.8888996887207,70.51604999542236
2013-07-05,56.2154294678825,A,79.29000091552734,77.71199798583984,76.71199951171874,76.15299949645996,76.44519912719727,75.97549972534179,70.59555000305176
2013-07-08,56.366941233507625,A,79.61000061035156,78.0999984741211,77.17999954223633,76.353999710083,76.53679916381836,76.06529975891114,70.67360000610351
2013-07-09,56.64144791678229,A,80.05999755859375,78.72799835205078,77.74499893188477,76.60249977111816,76.63679916381835,76.14859970092773,70.75329998016358
2013-07-10,56.87524503098527,A,79.97000122070312,79.25399932861328,78.22999877929688,76.88699989318847,76.7575991821289,76.23959968566895,70.83354999542236
2013-07-11,57.11306427873083,A,80.36000061035156,79.85800018310547,78.59099884033203,77.12150001525879,76.87819915771485,76.33279968261719,70.91439998626709
2013-07-12,57.06508095813715,A,79.95999908447266,79.99199981689453,78.85199890136718,77.37099990844726,76.95059921264648,76.41769966125489,70.99189998626709
2013-07-15,57.00481200529058,A,80.3499984741211,80.13999938964844,79.11999893188477,77.58549995422364,77.03359924316406,76.51269966125489,71.07014999389648
2013-07-16,56.782684765113316,A,79.69999694824219,80.06799926757813,79.39799880981445,77.70249977111817,77.0775991821289,76.59099960327148,71.14994997024536
2013-07-17,56.544524693343725,A,79.68000030517578,80.00999908447265,79.63199920654297,77.8754997253418,77.11539916992187,76.65899963378907,71.23109996795654
2013-07-18,56.392954700334336,A,80.33999633789062,80.00599822998046,79.93199920654297,78.15299949645996,77.17319915771485,76.72659957885742,71.3142999458313
2013-07-19,56.33050611800954,A,80.44000244140625,80.10199890136718,80.04699935913087,78.3794994354248,77.2307992553711,76.78869956970215,71.3996499633789
2013-07-22,56.305981869240405,A,80.91000366210938,80.21399993896485,80.17699966430663,78.67849960327149,77.30859939575195,76.86059959411621,71.48604997634888
2013-07-23,56.40077724584928,A,81.2699966430664,80.52799987792969,80.29799957275391,79.02149925231933,77.3827993774414,76.92529953002929,71.57074995040894
2013-07-24,56.47585277442807,A,81.19999694824219,80.83199920654297,80.4209991455078,79.32549896240235,77.45639938354492,76.9886994934082,71.65064992904664
2013-07-25,56.447286786986616,A,81.25,81.01399993896484,80.50999908447265,79.55049896240234,77.54539932250977,77.04739952087402,71.73189992904663
2013-07-26,56.408921879092695,A,80.98999786376953,81.1239990234375,80.61299896240234,79.73249893188476,77.61839935302734,77.09239952087403,71.814199924469
2013-07-29,56.30411916373651,A,80.91000366210938,81.1239990234375,80.66899948120117,79.89449920654297,77.69579940795899,77.13849952697754,71.901549949646
2013-07-30,56.1811121062806,A,80.69000244140625,81.00800018310547,80.76800003051758,80.08299942016602,77.76739944458008,77.17999954223633,71.99319995880127
2013-07-31,56.03525002531456,A,80.16999816894531,80.8020004272461,80.81699981689454,80.22449951171875,77.84459945678711,77.2086994934082,72.08519994735718
2013-08-01,56.07205168568629,A,82.43000030517578,81.03800048828126,81.02600021362305,80.478999710083,77.96319946289063,77.25219947814941,72.1685499382019
2013-08-02,56.14336347427559,A,82.31999969482422,81.30400085449219,81.21399993896485,80.63049964904785,78.06919952392577,77.29019950866699,72.26399993896484
2013-08-05,56.29559888601568,A,82.94000244140625,81.71000061035156,81.41699981689453,80.79699974060058,78.18759963989258,77.34669952392578,72.3625499534607
2013-08-06,56.36674679435486,A,82.2699966430664,82.0259994506836,81.51699981689453,80.90749969482422,78.26379959106445,77.40349952697754,72.45774993896484
2013-08-07,56.44940845512383,A,81.83000183105469,82.35800018310547,81.58000030517579,81.0004997253418,78.34739959716796,77.44959953308106,72.54674995422363
2013-08-08,56.32658069703817,A,81.97000122070312,82.26600036621093,81.6520004272461,81.08099975585938,78.42779968261719,77.5027995300293,72.63064994812012
2013-08-09,56.22401530946672,A,81.66999816894531,82.13600006103516,81.72000045776367,81.166499710083,78.51679962158204,77.54979949951172,72.7205499458313
2013-08-12,55.98077780339861,A,81.33000183105469,81.81399993896484,81.7620002746582,81.21549987792969,78.58519958496093,77.59679954528809,72.80374994277955
2013-08-13,55.857514252134315,A,81.48999786376953,81.65800018310547,81.84199981689453,81.30499992370605,78.68319961547851,77.63599952697754,72.88454992294311
2013-08-14,55.797416945709195,A,81.1500015258789,81.52200012207031,81.94000015258788,81.37849998474121,78.8113996887207,77.66429954528809,72.97369993209838
2013-08-15,55.63843701704485,A,79.9800033569336,81.1240005493164,81.69500045776367,81.36050033569336,78.91719970703124,77.67969955444336,73.06134994506836
2013-08-16,55.50191045014967,P,80.30999755859375,80.8520004272461,81.49400024414062,81.35400009155273,79.01219970703124,77.69839950561523,73.15029993057252
2013-08-19,55.348333510659586,P,79.33999633789062,80.45399932861328,81.13399963378906,81.2754997253418,79.08719970703125,77.71139945983887,73.23899991989136
2013-08-20,55.272942635259625,P,80.3499984741211,80.22599945068359,80.94199981689454,81.22949981689453,79.19239974975586,77.74279945373536,73.33074991226196
2013-08-21,55.154579953417745,P,79.5,79.89599914550782,80.70899963378906,81.14449996948242,79.29679977416993,77.77719947814941,73.42599990844727
2013-08-22,55.26850849674425,P,80.0999984741211,79.91999816894531,80.52199935913086,81.08699989318848,79.38539978027343,77.81879943847656,73.52449989318848
2013-08-23,55.418320544778034,P,80.6500015258789,79.98799896240234,80.41999969482421,81.07000007629395,79.49899978637696,77.8694994354248,73.62414989471435
2013-08-26,55.527636050832825,P,79.76000213623047,80.0720001220703,80.2629997253418,81.0125,79.57299987792969,77.88739944458008,73.71164991378784
2013-08-27,55.292023220502294,P,77.80000305175781,79.56200103759765,79.89400024414063,80.86800003051758,79.58179992675781,77.89519950866699,73.78744993209838
2013-08-28,55.15300016807017,P,78.31999969482422,79.3260009765625,79.61100006103516,80.77550010681152,79.62379989624023,77.8925994873047,73.8665499305725
2013-08-29,54.96433158912737,P,78.58999633789062,79.02400054931641,79.47199935913086,80.58349990844727,79.6997998046875,77.89509948730469,73.94699991226196
2013-08-30,54.530973956138695,P,77.16999816894531,78.32799987792968,79.15799942016602,80.32599983215331,79.72499969482422,77.88349945068359,74.01829990386963
2013-09-02,54.31002430222741,P,77.16999816894531,77.80999908447265,78.94099960327148,80.03749961853028,79.7697996520996,77.90259941101074,74.08639989852905
2013-09-03,54.42250593875866,P,78.0,77.8499984741211,78.70599975585938,79.82399978637696,79.84159957885743,77.90959938049316,74.16144989013672
2013-09-04,54.597747751331035,P,79.05000305175781,77.99599914550781,78.66100006103515,79.68499984741212,79.92019958496094,77.95369941711425,74.23999990463257
2013-09-05,54.777488628401635,P,79.55999755859375,78.18999938964843,78.60699996948242,79.56449966430664,79.97639953613282,78.0178993988037,74.31829988479615
2013-09-06,55.15404899509542,P,79.38999938964844,78.63399963378906,78.48099975585937,79.4504997253418,80.01719955444337,78.07969940185546,74.40024988174439
2013-09-09,55.600922821896,P,80.88999938964844,79.37799987792968,78.59399948120117,79.42849960327149,80.08159957885742,78.14899940490723,74.48989988327027
2013-09-10,56.09099467192135,A,82.13999938964844,80.20599975585938,79.02799911499024,79.46099967956543,80.18599960327148,78.22989936828613,74.58779987335205
2013-09-11,56.40605702791158,A,82.3499984741211,80.86599884033203,79.43099899291992,79.52099952697753,80.28619964599609,78.30209938049316,74.68664985656739
2013-09-12,56.668718270280976,A,82.18000030517578,81.38999938964844,79.78999938964844,79.63099937438965,80.38299972534179,78.3693994140625,74.78409986495971
2013-09-13,56.98001421058793,A,82.76000213623047,82.06399993896484,80.34899978637695,79.75349960327148,80.45239974975586,78.44879943847656,74.88334987640381
2013-09-16,57.171406679784695,A,83.55999755859375,82.5979995727539,80.9879997253418,79.96449966430664,80.5313996887207,78.53409942626953,74.98209985733033
2013-09-17,57.37883519553761,A,85.94999694824219,83.35999908447266,81.78299942016602,80.2444995880127,80.64919967651367,78.64299942016602,75.09094984054565
2013-09-18,57.715657689238164,A,86.66000366210938,84.22200012207031,82.54399948120117,80.60249977111816,80.7829997253418,78.77029945373535,75.21039985656738
2013-09-19,57.97618879405237,A,85.7699966430664,84.93999938964843,83.16499938964844,80.88599967956543,80.8911996459961,78.88469940185547,75.32969984054566
2013-09-20,58.048955098572186,A,84.98999786376953,85.38599853515625,83.72499923706054,81.10299949645996,80.99179962158203,78.97119941711426,75.44609983444214
2013-09-23,58.00579024874393,A,84.63999938964844,85.60199890136718,84.09999923706054,81.34699935913086,81.07759963989258,79.05559944152832,75.55774982452392
2013-09-24,57.73722487502038,A,85.01000213623047,85.41399993896485,84.38699951171876,81.70749931335449,81.18379974365234,79.13069946289062,75.66109985351562
2013-09-25,57.25832746478782,A,84.29000091552734,84.93999938964843,84.58099975585938,82.00599937438965,81.27599975585937,79.19569946289063,75.75739986419677
2013-09-26,57.01507033192056,A,85.45999908447266,84.87799987792968,84.90899963378907,82.34949951171875,81.37839981079101,79.27579948425293,75.85874984741211
2013-09-27,56.85512563065513,A,84.80999755859375,84.84199981689453,85.11399917602539,82.73149948120117,81.46579971313477,79.34829948425293,75.95679985046387
2013-09-30,56.79046768216614,A,84.93000030517578,84.9,85.2509994506836,83.1194995880127,81.5461996459961,79.42739952087402,76.05734985351563
2013-10-01,56.79791402645767,A,85.83000183105469,85.06399993896484,85.23899993896484,83.51099967956543,81.63739974975586,79.51009956359863,76.16239986419677
2013-10-02,56.87547198569084,A,85.36000061035156,85.27799987792969,85.10899963378907,83.82649955749511,81.72059982299805,79.58849960327149,76.26869987487792
2013-10-03,56.68657804828672,A,84.18000030517578,85.02200012207031,84.95,84.05749969482422,81.77919982910156,79.66229957580566,76.36744987487793
2013-10-04,56.58502140836083,A,84.29000091552734,84.91800079345703,84.88000030517578,84.30249977111816,81.84519989013671,79.73179962158203,76.47054988861083
2013-10-07,56.37705728184509,P,83.66999816894531,84.66600036621094,84.78300018310547,84.44149971008301,81.90039978027343,79.79809959411621,76.56354988098144
2013-10-08,56.072316564920634,P,83.27999877929688,84.15599975585937,84.60999984741211,84.49849967956543,81.95219970703126,79.85979957580567,76.65459987640381
2013-10-09,55.78285428234839,P,82.77999877929688,83.63999938964844,84.45899963378906,84.51999969482422,82.00439971923828,79.9244995880127,76.73519985198975
2013-10-10,55.90373322519497,P,85.69999694824219,83.94399871826172,84.48299942016601,84.69599952697754,82.0697996520996,80.01649955749512,76.83284984588623
2013-10-11,56.1089868116505,P,87.16999816894531,84.5199981689453,84.71899948120117,84.91649932861328,82.16679962158203,80.1179995727539,76.93524982452392
2013-10-14,56.451146419580795,A,87.62000274658203,85.30999908447265,84.9879997253418,85.1194995880127,82.26039962768554,80.22399963378906,77.04174983978271
2013-10-15,56.68101585192223,A,86.26000213623047,85.90599975585937,85.03099975585937,85.1349998474121,82.34019973754883,80.30199966430663,77.13854984283448
2013-10-16,57.057687020658506,A,87.2300033569336,86.79600067138672,85.21800003051757,85.16349983215332,82.4481997680664,80.39779968261719,77.23679985046387
2013-10-17,57.18486171242691,A,88.08000183105469,87.27200164794922,85.60800018310547,85.27900009155273,82.57039978027343,80.49909973144531,77.33644985198974
2013-10-18,57.185018520280636,A,88.2300033569336,87.48400268554687,86.00200042724609,85.44100036621094,82.7015998840332,80.60919975280761,77.43894985198975
2013-10-21,57.173940186162554,A,88.54000091552734,87.66800231933594,86.4890007019043,85.63600044250488,82.84579986572265,80.7154997253418,77.54489986419678
2013-10-22,57.49567204679523,A,89.41999816894531,88.30000152587891,87.10300064086914,85.85650024414062,83.00439987182617,80.84379974365234,77.65219985961915
2013-10-23,57.748706171484805,A,89.58999633789062,88.77200012207031,87.78400039672852,86.12150001525879,83.17319976806641,80.99229972839356,77.76204982757568
2013-10-24,57.988061422647604,A,90.54000091552734,89.26399993896484,88.26800079345703,86.37550010681153,83.38439971923827,81.15079971313476,77.87519981384277
2013-10-25,58.151546286374646,A,90.25,89.66799926757812,88.5760009765625,86.64750022888184,83.58319976806641,81.29769973754883,77.98644981384277
2013-10-28,58.30800540915533,A,90.58000183105467,90.0759994506836,88.87200088500977,86.93000030517578,83.80799987792969,81.44759979248047,78.09934982299805
2013-10-29,58.354492792410525,A,91.2300033569336,90.43800048828125,89.36900100708007,87.20000038146972,84.02559997558593,81.6089998626709,78.20659984588623
2013-10-30,58.178369052479376,A,89.38999938964844,90.39800109863282,89.58500061035156,87.40150032043456,84.22339996337891,81.76009986877442,78.30519985198974
2013-10-31,57.84958019669359,A,88.81999969482422,90.05400085449219,89.65900039672852,87.633500289917,84.39779998779296,81.8915998840332,78.39034984588623
2013-11-01,57.47982473945313,A,87.52999877929688,89.51000061035157,89.58899993896485,87.79550018310547,84.53539993286132,82.01719985961914,78.47299983978272
2013-11-04,57.19941066730851,A,88.68000030517578,89.13000030517578,89.60299987792969,88.04600028991699,84.71379989624023,82.14339988708497,78.5663998413086
2013-11-05,56.86779792785441,A,88.6500015258789,88.61399993896484,89.52600021362305,88.31450042724609,84.93079986572266,82.25629989624024,78.6601498413086
2013-11-06,56.79156206168136,P,88.69000244140625,88.4740005493164,89.43600082397461,88.61000061035156,85.1381999206543,82.38099990844727,78.7594998550415
2013-11-07,56.67067915834395,P,87.0199966430664,88.11399993896484,89.08400039672851,88.67600059509277,85.30679992675782,82.50329986572265,78.85329982757568
2013-11-08,56.718100677939496,P,87.51000213623047,88.11000061035156,88.81000061035157,88.69300079345703,85.51360000610352,82.61929985046386,78.94609985351562
2013-11-11,56.61302679327767,P,87.30999755859375,87.83600006103515,88.48300018310547,88.67750053405761,85.71639999389649,82.74309982299805,79.04164985656739
2013-11-12,56.612513929046365,P,88.12999725341797,87.73199920654297,88.17299957275391,88.771000289917,85.91899993896484,82.88029975891114,79.1381498336792
2013-11-13,56.58523111198391,P,88.76000213623047,87.74599914550781,88.10999984741211,88.84750022888184,86.1131999206543,83.01669975280761,79.2368998336792
2013-11-14,56.81657066902985,A,89.44999694824219,88.23199920654297,88.17299957275391,88.9159999847412,86.31099990844727,83.14369972229004,79.33819980621338
2013-11-15,56.9234578297864,A,88.86000061035156,88.50199890136719,88.30599975585938,88.9474998474121,86.50039993286133,83.25879974365235,79.43314979553223
2013-11-18,56.99755909491447,A,88.62000274658203,88.76399993896484,88.3,88.95149993896484,86.655,83.3682997894287,79.52619979858399
2013-11-19,56.96304986956145,A,88.70999908447266,88.88000030517578,88.30599975585938,88.9159999847412,86.78639999389648,83.48619979858398,79.61904979705811
2013-11-20,56.78431967836078,A,88.1500015258789,88.75800018310547,88.25199966430664,88.84400024414063,86.90240005493165,83.59429985046387,79.70724979400634
2013-11-21,56.73236006022862,A,90.16999816894533,88.9020004272461,88.56699981689454,88.82550010681152,87.06220001220703,83.72259986877441,79.80574977874755
2013-11-22,56.77893935825162,A,90.79000091552734,89.28800048828126,88.89499969482422,88.8525001525879,87.22279998779297,83.83759986877442,79.9065497970581
2013-11-25,56.92400880018132,A,91.18000030517578,89.8,89.28199996948243,88.88250007629395,87.37520004272461,83.95329986572266,80.0092998123169
2013-11-26,57.14135258153419,A,92.38999938964844,90.53600006103515,89.70800018310547,88.94049987792968,87.50400009155274,84.0765998840332,80.11259979248047
2013-11-27,57.540536317816446,A,92.98999786376952,91.50399932861328,90.13099975585938,89.12049980163575,87.63059997558594,84.20679985046387,80.22319976806641
2013-11-28,57.682407898654674,A,92.98999786376952,92.06799926757812,90.4849998474121,89.32899971008301,87.775,84.33309982299805,80.33294975280762
2013-11-29,57.7893149036375,A,92.7300033569336,92.45599975585937,90.87200012207032,89.58899993896485,87.92980010986328,84.46079986572266,80.43924976348877
2013-12-02,57.70135872970281,A,91.22000122070312,92.46399993896483,91.13199996948242,89.71599998474122,88.06140014648437,84.56949989318848,80.54109977722167
2013-12-03,57.45545347311537,A,90.47000122070312,92.08000030517577,91.30800018310546,89.80699996948242,88.17060012817383,84.67719993591308,80.63409976959228
2013-12-04,57.03433391881671,A,89.73999786376953,91.43000030517578,91.46699981689453,89.85949974060058,88.27960006713867,84.77779991149902,80.71839977264405
2013-12-05,56.687790396913385,A,90.41999816894533,90.91600036621094,91.49199981689453,90.02949981689453,88.37880004882813,84.87859992980957,80.8025997543335
2013-12-06,56.35872411846475,A,90.6999969482422,90.50999908447267,91.48299942016601,90.18899955749512,88.49660003662109,84.98119987487793,80.88494972229005
2013-12-09,56.15853232901549,A,90.0,90.26599884033205,91.36499938964843,90.32349967956543,88.59800003051758,85.07209983825683,80.96634971618653
2013-12-10,55.93785916574395,P,89.08999633789062,89.98999786376955,91.03499908447266,90.37149963378906,88.6631999206543,85.15029983520508,81.03779968261719
2013-12-11,55.68598231731409,P,87.88999938964844,89.61999816894533,90.52499923706054,90.32799949645997,88.71379989624023,85.21719985961914,81.10294967651367
2013-12-12,55.50123578452345,P,88.97000122070312,89.32999877929687,90.12299957275391,90.303999710083,88.80959991455079,85.29439987182617,81.17089969635009
2013-12-13,55.36743196273262,P,89.69000244140625,89.12799987792968,89.81899948120119,90.34549980163574,88.91759994506836,85.38139991760254,81.23689971923828
2013-12-16,55.3319265303893,P,89.69999694824219,89.06799926757813,89.6669990539551,90.39949951171874,89.0381999206543,85.46929985046387,81.3038996887207
2013-12-17,55.47118725763312,P,89.68000030517578,89.18600006103516,89.58799896240235,90.4479995727539,89.16619995117188,85.55919982910156,81.36959968566894
2013-12-18,55.937369796883615,A,91.25,89.85800018310547,89.7389991760254,90.60299949645996,89.33559997558594,85.66999984741211,81.43934967041015
2013-12-19,56.1106174346338,A,90.6999969482422,90.20399932861328,89.76699905395508,90.6294994354248,89.43559997558594,85.75269981384277,81.5024496459961
2013-12-20,56.16965548269808,A,90.76000213623048,90.41799926757812,89.7729995727539,90.62799949645996,89.50740005493164,85.83709983825683,81.56364967346191
2013-12-23,56.25375370483177,A,91.5500030517578,90.78800048828126,89.9279998779297,90.64649963378906,89.58600006103515,85.92319984436035,81.63494968414307
2013-12-24,56.44310762826989,A,92.62999725341795,91.37799987792968,90.28199996948243,90.65849952697754,89.7133999633789,86.02679985046387,81.7151496887207
2013-12-25,56.378674648884136,A,92.62999725341795,91.65399932861328,90.75599975585938,90.64049949645997,89.82139984130859,86.1347998046875,81.79219966888428
2013-12-26,56.53233229235647,A,92.86000061035156,92.08600006103515,91.14499969482422,90.63399963378906,89.91699981689453,86.24369979858399,81.87324966430664
2013-12-27,56.68164037532065,A,92.4499969482422,92.4239990234375,91.4209991455078,90.6199993133545,90.00139968872071,86.35149978637695,81.95064964294434
2013-12-30,56.68910257167755,A,91.83000183105467,92.47999877929688,91.63399963378906,90.65049934387207,90.06719970703125,86.45649978637695,82.02664966583252
2013-12-31,56.511942898949876,A,91.86000061035156,92.3259994506836,91.85199966430665,90.71999931335449,90.11599975585938,86.56019981384277,82.09809967041015
2014-01-01,56.350697167794756,A,91.86000061035156,92.17200012207032,91.91299972534179,90.8259994506836,90.1613998413086,86.6672998046875,82.1657996749878
2014-01-02,55.99758754016327,A,90.05999755859375,91.61199951171875,91.84899978637695,90.80799942016601,90.15179977416992,86.7680997467041,82.22389965057373
2014-01-03,55.702653456152575,A,90.06999969482422,91.13600006103516,91.77999954223633,90.77649955749511,90.1481997680664,86.8656997680664,82.28204963684082
