Date,GRADE,GPS,KDP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-07-21,,,2.2782201766967773,2.2868627548217773,2.344926691055298,2.3634870052337646,2.6015365076065065,,
2008-07-22,,,2.300382137298584,2.281544065475464,2.3367268562316896,2.3536250829696654,2.590145435333252,,
2008-07-23,,,2.239438056945801,2.263371801376343,2.3207704782485963,2.3407159566879274,2.5769371080398558,,
2008-07-24,,,2.266030550003052,2.2644798278808596,2.305257248878479,2.3311864018440245,2.5645708894729613,,
2008-07-25,,,2.2483015060424805,2.266474485397339,2.290298056602478,2.323928451538086,2.5508084964752196,,
2008-07-28,,,2.2361128330230717,2.258053016662598,2.2724578857421878,2.3194961071014406,2.5377552700042725,,
2008-07-29,,,2.243869543075561,2.246750497817993,2.2641472816467285,2.3175569653511046,2.526009593009949,,
2008-07-30,,,2.2904086112976074,2.2569446086883547,2.2601582050323485,2.3138448715209963,2.5152833318710326,,
2008-07-31,,,2.2904086112976074,2.2618202209472655,2.2631500244140623,2.3123489737510683,2.5040916776657105,,
2008-08-01,,,2.318110466003418,2.275782012939453,2.271128249168396,2.312238168716431,2.4941189098358154,,
2008-08-04,,,2.295949459075928,2.2877493381500242,2.2729011774063115,2.3089139342308043,2.4837029218673705,,
2008-08-05,,,2.326975584030152,2.3043705463409423,2.275560522079468,2.3061436891555784,2.4739961051940917,,
2008-08-06,,,2.334731340408325,2.3132350921630858,2.2850898504257207,2.302930164337158,2.464821181297302,,
2008-08-07,,,2.334731340408325,2.3220996379852297,2.2919599294662474,2.298608589172363,2.456222424507141,,
2008-08-08,,,2.432243824005127,2.3449263095855715,2.310354161262512,2.300326108932495,2.449064197540283,,
2008-08-11,,,2.435568332672119,2.3728500843048095,2.330299711227417,2.3013787984848024,2.444321618080139,,
2008-08-12,,,2.40010929107666,2.3874768257141112,2.3459236860275268,2.305035483837128,2.438692545890808,,
2008-08-13,,,2.525322914123535,2.4255951404571534,2.36941511631012,2.314786660671234,2.4362326145172117,,
2008-08-14,,,2.576294183731079,2.473907709121704,2.398003673553467,2.330576848983765,2.4311132717132566,,
2008-08-15,,,2.6394550800323486,2.5153499603271485,2.4301381349563598,2.3506331920623778,2.428542528152466,,
2008-08-18,,,2.646103382110596,2.557456970214844,2.465153527259827,2.369027352333069,2.4261268949508668,,
2008-08-19,,,2.656076192855835,2.6086503505706786,2.498063588142395,2.3868120551109313,2.423999376296997,,
2008-08-20,,,2.658292055130005,2.6352441787719725,2.530419659614563,2.4077547550201417,2.4232458734512328,,
2008-08-21,,,2.6616172790527344,2.652308797836304,2.5631082534790037,2.4275340914726256,2.4228913021087646,,
2008-08-22,,,2.692643642425537,2.6629465103149412,2.589148235321045,2.4497511982917786,2.4220713233947753,,
2008-08-25,,,2.6782381534576416,2.6693734645843508,2.6134152173995973,2.471857464313507,2.4230907487869264,,
2008-08-26,,,2.6760220527648926,2.673362636566162,2.6410064935684203,2.4934650897979735,2.424619927406311,,
2008-08-27,,,2.7591278553009038,2.693529796600342,2.6643869876861572,2.5169010519981385,2.4270798444747923,,
2008-08-28,,,2.749155282974243,2.7110373973846436,2.6816730976104735,2.5398383855819704,2.429118723869324,,
2008-08-29,,,2.7380738258361816,2.7201234340667724,2.691534972190857,2.5608365535736084,2.4306922149658203,,
2008-09-01,,,2.7380738258361816,2.7320905685424806,2.7007320165634154,2.582942771911621,2.4331521463394163,,
2008-09-02,,,2.801235675811768,2.7571332931518553,2.715247964859009,2.6066557765007023,2.4392244482040404,,
2008-09-03,,,2.8034517765045166,2.7659980773925783,2.72976393699646,2.6300917983055117,2.4453410720825195,,
2008-09-04,,,2.786830425262451,2.7735331058502197,2.7422852516174316,2.652696752548218,2.4519452476501464,,
2008-09-05,,,2.787938356399536,2.7835060119628907,2.7518147230148315,2.6704814791679388,2.4598348045349123,,
2008-09-08,,,2.8378026485443115,2.8034517765045166,2.7677711725234984,2.690593194961548,2.4700956630706785,,
2008-09-09,,,2.827829122543335,2.80877046585083,2.7829518795013426,2.711979186534882,2.4809991979598998,,
2008-09-10,,,2.817857503890991,2.811651611328125,2.7888248443603514,2.7266059160232547,2.490063338279724,,
2008-09-11,,,2.8444507122039795,2.8231756687164307,2.798354387283325,2.7400137424468998,2.5005458211898803,,
2008-09-12,,,2.938637018203736,2.8533154010772703,2.8184107065200807,2.754972839355469,2.512912030220032,,
2008-09-15,,,2.8056678771972656,2.8468884468078612,2.825170111656189,2.7629510641098025,2.521776704788208,,
2008-09-16,,,2.7757484912872314,2.8364723205566404,2.822621393203735,2.7689346790313722,2.5296440649032594,,
2008-09-17,,,2.7425074577331543,2.8214023113250732,2.8165269613265993,2.7731454491615297,2.536514177322388,,
2008-09-18,,,2.7314252853393555,2.7987972259521485,2.8109864473342894,2.776635849475861,2.5427194261550903,,
2008-09-19,,,2.7912628650665283,2.769322395324707,2.8113188982009887,2.7815668106079103,2.550586814880371,,
2008-09-22,,,2.770209312438965,2.7622306823730467,2.804559564590454,2.7861653685569765,2.557700710296631,,
2008-09-23,,,2.7148048877716064,2.750041961669922,2.793257141113281,2.7881045103073125,2.56545729637146,2.605126700401306,
2008-09-24,,,2.708156108856201,2.7431716918945312,2.7822870016098022,2.785555922985077,2.573014430999756,2.6039521360397337,
2008-09-25,,,2.7114808559417725,2.7391828060150147,2.7689900159835816,2.783672201633453,2.5820342397689817,2.6029216265678405,
2008-09-26,,,2.813424587249756,2.74361515045166,2.7564687728881836,2.787439739704132,2.593536167144775,2.6030878400802613,
2008-09-29,,,2.69042706489563,2.7276587009429933,2.74494469165802,2.7850574016571046,2.6017803049087522,2.6016584062576293,
2008-09-30,,,2.9342050552368164,2.771538734436035,2.7607903480529785,2.791705870628357,2.6144567632675173,2.6023010993003846,
2008-10-01,,,2.89542293548584,2.808992099761963,2.776081895828247,2.796304428577423,2.627576460838318,2.6022567844390867,
2008-10-02,,,2.810099840164185,2.828715896606446,2.78394935131073,2.79746789932251,2.6384578466415407,2.601514368057251,
2008-10-03,,,2.786830425262451,2.8233970642089843,2.7835061073303224,2.7974125027656553,2.64922842502594,2.60001846075058,
2008-10-06,,,2.7591278553009038,2.837137222290039,2.782397961616516,2.793478763103485,2.6596887254714967,2.5987219977378846,
2008-10-07,,,2.6527516841888428,2.7808465480804445,2.77619264125824,2.7847248911857605,2.6678663682937622,2.5969379806518553,
2008-10-08,,,2.636132001876831,2.7289883613586428,2.768990230560303,2.7756386160850526,2.674780836105347,2.5950320839881895,
2008-10-09,,,2.5474846363067627,2.676465320587158,2.752590608596802,2.7607903122901916,2.67992235660553,2.59200701713562,
2008-10-10,,,2.4954042434692383,2.6181800842285154,2.72078857421875,2.7386286735534666,2.683468232154846,2.588793570995331,
2008-10-13,,,2.636132001876831,2.5935809135437013,2.71535906791687,2.730151879787445,2.690271883010864,2.5869874024391173,
2008-10-14,,,2.548592329025269,2.5727490425109862,2.6767977952957156,2.718794071674347,2.6947042179107665,2.5843501615524294,
2008-10-15,,,2.33694839477539,2.512912321090698,2.6209503412246704,2.6985161185264586,2.694748558998108,2.579784870147705,
2008-10-16,,,2.313678503036499,2.4661510944366456,2.571308207511902,2.677628779411316,2.694327502250671,2.5752749633789063,
2008-10-17,,,2.318110466003418,2.4306923389434814,2.5244362115859986,2.6539711594581603,2.692044835090637,2.57055451631546,
2008-10-20,,,2.385704517364502,2.380606842041016,2.4870938777923586,2.634745919704437,2.6910475587844847,2.567684588432312,
2008-10-21,,,2.381272554397583,2.3471428871154787,2.4599459648132322,2.6180693030357363,2.6906708240509034,2.564681684970856,
2008-10-22,,,2.3170015811920166,2.3431535243988035,2.428032922744751,2.598511576652527,2.686504397392273,2.5613685059547424,
2008-10-23,,,2.242761373519897,2.3289700984954833,2.3975605964660645,2.575075602531433,2.6798337411880495,2.555473506450653,
2008-10-24,,,2.1241962909698486,2.2901872634887694,2.3604398012161254,2.5406141877174377,2.6695285654067993,2.5490355467796326,
2008-10-27,,,2.129737377166748,2.238993835449219,2.3098003387451174,2.5125797033309936,2.6592012453079223,2.5426640701293945,
2008-10-28,,,2.402325391769409,2.243204402923584,2.295173645019531,2.485985720157623,2.654126229286194,2.5390628027915954,
2008-10-29,,,2.443324089050293,2.268468904495239,2.3058112144470213,2.463380777835846,2.6498268699645995,2.5365363717079163,
2008-10-30,,,2.4289193153381348,2.305700492858887,2.317335295677185,2.4443217515945435,2.6451729106903077,2.534032106399536,
2008-10-31,,,2.5375118255615234,2.3883635997772217,2.339275431632996,2.431855821609497,2.6420702743530273,2.5320707988739013,
2008-11-03,,,2.500943660736084,2.462604856491089,2.3507993459701537,2.418946611881256,2.6385243844985964,2.5308075666427614,
2008-11-04,,,2.5829432010650635,2.4987284183502196,2.370966410636902,2.4154561877250673,2.6366628074645995,2.5306413674354555,
2008-11-05,,,2.4920804500579834,2.508479690551758,2.3884742975234987,2.4082536101341248,2.6313218593597414,2.529200851917267,
2008-11-06,,,2.4278111457824707,2.508258056640625,2.406979274749756,2.4022699356079102,2.6248949766159058,2.5270068502426146,
2008-11-07,,,2.513134002685547,2.5033824920654295,2.4458730459213256,2.4031564235687255,2.620396180152893,2.525544197559357,
2008-11-10,,,2.523106098175049,2.5078149795532227,2.485209918022156,2.3975051283836364,2.6160968255996706,2.5246244859695435,
2008-11-11,,,2.369082450866699,2.46504282951355,2.481885623931885,2.388529634475708,2.607453761100769,2.523339104652405,
2008-11-12,,,2.3170015811920166,2.4300270557403563,2.4692533731460573,2.3875322937965393,2.597724757194519,2.5215329146385193,
2008-11-13,,,2.0156047344207764,2.3475857734680177,2.427921915054321,2.3726286053657533,2.5823002433776856,2.517122745513916,
2008-11-14,,,1.945794701576233,2.2341179132461546,2.368750202655792,2.354012817144394,2.5654573702812193,2.512646087408066,
2008-11-17,,,1.898147463798523,2.1091261863708497,2.308470582962036,2.329634964466095,2.5466642665863035,2.508379964828491,
2008-11-18,,,1.8427425622940063,2.003858208656311,2.2344505190849304,2.302708464860916,2.526962535381317,2.5039808666706085,
2008-11-19,,,1.834987044334412,1.9074553012847901,2.1687411785125734,2.278607738018036,2.5073051261901855,2.4986842322349547,
2008-11-20,,,1.6277748346328735,1.8298893213272094,2.0887375473976135,2.247858411073685,2.4829716086387634,2.491758714914322,
2008-11-21,,,1.7252860069274902,1.785787582397461,2.0099527478218078,2.2279128968715667,2.4587045884132386,2.485808309316635,
2008-11-24,,,1.7718255519866943,1.7605232000350952,1.9348246932029725,2.2100173056125643,2.438027741909027,2.4799022233486174,
2008-11-25,,,1.7651768922805786,1.7450100660324097,1.8744341373443603,2.1781598806381224,2.417816309928894,2.4737301874160766,
2008-11-26,,,1.7973119020462036,1.737475037574768,1.822465169429779,2.145859271287918,2.398912398815155,2.4677132880687713,
2008-11-27,,,1.7973119020462036,1.771382451057434,1.8006358861923217,2.1142789006233214,2.380230131149292,2.461474778652191,
2008-11-28,,,1.7884466648101809,1.7840145826339722,1.784901082515717,2.0768256425857543,2.360173807144165,2.4553803110122683,
2008-12-01,,,1.6432876586914062,1.7583070039749145,1.7594151020050048,2.0339428424835204,2.337635374069214,2.447668042182922,
2008-12-02,,,1.646612286567688,1.7345940828323365,1.739802074432373,1.9871262967586518,2.3162715220451355,2.440864409208298,
2008-12-03,,,1.6687742471694946,1.7088865518569947,1.7231807947158813,1.9459609866142273,2.2954838848114014,2.4342491579055787,
2008-12-04,,,1.5269391536712646,1.6548120021820067,1.7130972266197204,1.900917387008667,2.271793050765991,2.4269136452674864,
2008-12-05,,,1.6033973693847656,1.6178021430969238,1.700908362865448,1.8554305553436279,2.2475925064086915,2.4205643367767333,
2008-12-08,,,1.6000728607177734,1.6091591835021972,1.683733093738556,1.8092788934707642,2.225785422325134,2.413782863616943,
2008-12-09,,,1.6222344636917114,1.604283618927002,1.6694388508796691,1.7719364941120148,2.1995460104942324,2.4070013868808746,
2008-12-10,,,1.7009085416793823,1.6107104778289796,1.659798514842987,1.741131842136383,2.175655722618103,2.4016160917282106,
2008-12-11,,,1.6898274421691897,1.6432881355285645,1.6490500688552856,1.7248429775238037,2.153250274658203,2.3958540606498717,
2008-12-12,,,1.723069667816162,1.6672225952148438,1.6425123691558838,1.7137067258358,2.1319750595092772,2.3906017422676085,
2008-12-15,,,1.7485557794570925,1.6969191789627076,1.6530391812324523,1.7062271416187287,2.111763617992401,2.3857261717319487,
2008-12-16,,,1.785122632980347,1.7294968128204347,1.6668902158737182,1.7033461451530456,2.094411036968231,2.381138702630997,
2008-12-17,,,1.7773663997650146,1.7447883844375611,1.6777494311332704,1.7004651129245758,2.0772357249259947,2.376008280515671,
2008-12-18,,,1.856039047241211,1.7780307054519653,1.710659420490265,1.7118783235549926,2.0634068131446837,2.371664584875107,
2008-12-19,,,1.8793095350265503,1.809278678894043,1.7382506370544433,1.7195794999599456,2.05108491897583,2.367276575565338,
2008-12-22,,,1.8903908729553225,1.837645697593689,1.7672824382781982,1.725507766008377,2.0361700963974,2.363220989704132,
2008-12-23,,,1.8682293891906736,1.8542670488357544,1.7918819308280944,1.7306603908538818,2.022562837600708,2.358633527755737,
2008-12-24,,,1.873769998550415,1.8735477685928346,1.8091680765151978,1.7344832956790923,2.0132992696762084,2.354023914337158,
2008-12-25,,,1.873769998550415,1.8770939588546753,1.8275623321533203,1.738306200504303,2.004501099586487,2.3494143009185793,
2008-12-26,,,1.8715535402297971,1.8755427598953247,1.842410719394684,1.7424615442752838,1.9955699610710145,2.3438073980808256,
2008-12-29,,,1.8460679054260252,1.8666781663894654,1.8521619319915772,1.7526005566120149,1.984777228832245,2.337912393808365,
2008-12-30,,,1.821689248085022,1.857370138168335,1.8558185935020446,1.7613544046878815,1.9735855627059937,2.3321281933784483,
2008-12-31,,,1.8006354570388794,1.8427432298660278,1.858145499229431,1.7679474651813507,1.9632582402229308,2.324881318807602,
2009-01-01,,,1.8006354570388794,1.8281163215637206,1.852605140209198,1.7816322803497315,1.9544157218933105,2.3171247315406798,
2009-01-02,,,1.8338781595230105,1.8205812454223633,1.848062002658844,1.7931563198566436,1.9486093592643738,2.3090689623355867,
2009-01-05,,,1.873769998550415,1.8261216640472413,1.8463999152183532,1.8068411767482757,1.943490011692047,2.301345628499985,
2009-01-06,,,1.9092280864715576,1.8436294317245483,1.8504997849464417,1.821190857887268,1.93362806558609,2.293877147436142,
2009-01-07,,,1.823905348777771,1.8482834100723267,1.8455133199691773,1.8273406982421876,1.9212396907806397,2.28553328037262,
2009-01-08,,,1.840527057647705,1.8562617301940918,1.8421890258789062,1.8348756790161134,1.9094718456268311,2.277322378158569,
2009-01-09,,,1.8050684928894043,1.8504997968673706,1.835540521144867,1.8389756202697753,1.8948229789733886,2.268446626663208,
2009-01-12,,,1.7485557794570925,1.8254569530487061,1.8257893085479737,1.8389756202697753,1.879775221347809,2.2591498029232024,
2009-01-13,,,1.7585289478302002,1.7953171253204345,1.8194732785224914,1.837645936012268,1.8632869362831115,2.2499748718738557,
2009-01-14,,,1.740799069404602,1.7786958694458008,1.8134896397590636,1.8358175694942473,1.848261308670044,2.2397915840148928,
2009-01-15,,,1.7507719993591309,1.760744857788086,1.8085032939910888,1.8305542171001434,1.834720525741577,2.2298077511787415,
2009-01-16,,,1.822797417640686,1.7642906427383422,1.8073952198028564,1.8277286112308502,1.8209137940406799,2.2206549870967867,
2009-01-19,,,1.822797417640686,1.779138970375061,1.8022979617118835,1.8243489384651184,1.8069076204299928,2.2115022230148313,
2009-01-20,,,1.7685017585754397,1.7811335325241089,1.7882253289222718,1.8193625569343568,1.7948960065841675,2.201174883842468,
2009-01-21,,,1.8117167949676516,1.7953170776367187,1.7870064735412599,1.8162598967552186,1.78479031085968,2.1912575340270997,
2009-01-22,,,1.7906628847122192,1.8032952547073364,1.782020056247711,1.8121045410633088,1.7802914738655091,2.1812958586215974,
2009-01-23,,,1.7662848234176636,1.791992735862732,1.778141689300537,1.806841105222702,1.7767012763023375,2.1710793232917784,
2009-01-26,,,1.8283381462097168,1.7931008815765381,1.7861199259757996,1.8059546172618866,1.7753050899505616,2.1609846782684325,
2009-01-27,,,1.8383108377456665,1.8070626974105835,1.7940981149673463,1.8067856967449187,1.7752164554595948,2.151089495420456,
2009-01-28,,,1.862688422203064,1.817257022857666,1.8062870502471924,1.809888345003128,1.7757704830169678,2.1415378046035767,
2009-01-29,,,1.8582563400268557,1.8307757139205934,1.8170354843139649,1.812769389152527,1.7803801131248473,2.1316758608818054,
2009-01-30,,,1.822797417640686,1.8420782327651977,1.8170354843139649,1.8122153520584106,1.7823303413391114,2.120517464876175,
2009-02-02,,,1.7607451677322388,1.8285596370697021,1.81083025932312,1.8065641105175019,1.7821087336540222,2.1100682377815247,
2009-02-03,,,1.79398775100708,1.8196950197219848,1.8133788585662842,1.800802093744278,1.7826849508285523,2.100250630378723,
2009-02-04,,,1.7363667488098145,1.794430685043335,1.8058438539505004,1.7964251637458801,1.7814660477638244,2.0901892232894896,
2009-02-05,,,1.7840150594711304,1.77958242893219,1.8051790714263916,1.7935995638370514,1.781200110912323,2.0807151210308077,
2009-02-06,,,1.841634750366211,1.7833498954772948,1.8127140641212462,1.7954278767108918,1.7822638726234437,2.0712188398838043,
2009-02-09,,,1.8072843551635744,1.792657732963562,1.810608685016632,1.7983643054962157,1.785543806552887,2.0615895903110504,
2009-02-10,,,1.714205622673035,1.776701307296753,1.7981981635093693,1.7961481392383576,1.786895673274994,2.0515835976600645,2.3283551490306853
2009-02-11,,,1.7751495838165283,1.7844578742980957,1.7894442796707157,1.797865664958954,1.7890231800079348,2.042253532409668,2.323102834224701
2009-02-12,,,1.809500813484192,1.789555025100708,1.7845687270164494,1.8008021056652068,1.7946744132041934,2.033233731985092,2.3180776792764664
2009-02-13,,,1.8394190073013303,1.7891118764877318,1.7862308859825133,1.8016331851482392,1.7993948459625244,2.0234936761856077,2.3132907581329345
2009-02-16,,,1.8394190073013303,1.7955388069152831,1.7940982699394226,1.8024642646312714,1.8041817688941955,2.014983595609665,2.3083210009336472
2009-02-17,48.865831781607206,C,1.7574206590652466,1.8041818141937256,1.7904415607452393,1.8019102096557618,1.8068854928016662,2.003215751647949,2.302758425474167
2009-02-18,48.83249808574615,C,1.7928787469863892,1.8077276468276977,1.7960927605628967,1.8009683072566987,1.8087248969078065,1.9921903097629547,2.2972235471010207
2009-02-19,48.69132613807975,C,1.7751495838165283,1.8008574008941651,1.7952062129974364,1.800192642211914,1.8104313397407532,1.9818408071994782,2.2916775876283646
2009-02-20,48.429891805184035,B,1.71531343460083,1.7760362863540649,1.7825740814208983,1.7976440727710723,1.8102762150764464,1.9711256372928618,2.285572049021721
2009-02-23,48.01795046056131,B,1.6610175371170044,1.7403559923171996,1.7679473996162414,1.7892780423164367,1.8085254502296448,1.9601445341110229,2.2794332659244536
2009-02-24,47.923859318537694,B,1.694259762763977,1.727723813056946,1.7659528136253357,1.7820754885673522,1.8067081928253175,1.9505596148967743,2.273748797774315
2009-02-25,47.67432432758205,B,1.6388556957244873,1.6969192028045654,1.7523234248161317,1.7708838522434234,1.803937978744507,1.940586851835251,2.2678094679117202
2009-02-26,47.37090192989498,B,1.595641016960144,1.6610174894332885,1.7309374451637267,1.7577530860900878,1.7987300181388854,1.9310684156417848,2.2615377163887023
2009-02-27,47.18240909105987,B,1.5568574666976929,1.629326295852661,1.702681291103363,1.7444560885429383,1.7922809767723082,1.9216829478740691,2.2552382594347
2009-03-02,46.980282862204696,B,1.4936963319778442,1.595862054824829,1.6681090235710143,1.7311036467552186,1.7843470859527588,1.9102585911750793,2.2486229968070983
2009-03-03,46.59236474819676,B,1.4549133777618408,1.5479927778244018,1.6378582954406737,1.7141499280929566,1.7760807657241822,1.8993218016624451,2.241835981607437
2009-03-04,46.412373225735074,B,1.4515893459320068,1.5105395078659059,1.6037293553352356,1.6999110579490662,1.767637152671814,1.8904682111740112,2.235126540660858
2009-03-05,46.14582633164746,B,1.3418896198272705,1.459789228439331,1.5604033589363098,1.6778047859668732,1.756999545097351,1.8807503223419189,2.2280126428604126
2009-03-06,45.94234749911245,B,1.3529704809188845,1.4190118312835693,1.5241690635681153,1.6533715724945068,1.7466278839111329,1.8710989224910737,2.220826719403267
2009-03-09,45.853813459259385,B,1.318619966506958,1.383996558189392,1.4899293065071106,1.6289383530616761,1.7360789251327515,1.8604280769824981,2.214056332707405
2009-03-10,46.13666534661112,B,1.4870480298995972,1.3904234886169433,1.4692081332206726,1.6175804734230042,1.729386100769043,1.8514858317375182,2.208083758354187
2009-03-11,46.38733956906083,B,1.4948053359985352,1.399066686630249,1.4548030972480774,1.6035632610321044,1.7232694983482362,1.8432638692855834,2.202316187620163
2009-03-12,47.00473929874238,B,1.5878835916519165,1.4482654809951783,1.4540273547172546,1.5924823999404907,1.719014461040497,1.8367150914669037,2.196094298958778
2009-03-13,47.66359757748476,B,1.613369703292847,1.5003453254699708,1.45967857837677,1.5811799347400666,1.714604291915894,1.8316068255901337,2.190321186184883
2009-03-16,48.346600862179315,B,1.618909478187561,1.5604032278060913,1.4721998929977418,1.570154458284378,1.7095070815086368,1.8264985466003418,2.184581308364868
2009-03-17,48.65315877431285,C,1.6588013172149658,1.594753885269165,1.4925886869430542,1.565223491191864,1.704498546123505,1.8190633058547974,2.1790630543231964
2009-03-18,48.9523224859206,C,1.6709903478622437,1.6299908876419067,1.514528787136078,1.5591290712356567,1.7014402461051943,1.8113399684429168,2.1739381700754166
2009-03-19,48.97605782376715,C,1.6255587339401243,1.6375259160995483,1.5428956985473632,1.5516495287418366,1.6971408796310425,1.8033063626289367,2.1686692345142364
2009-03-20,48.988631280473044,C,1.6765304803848269,1.6501580715179442,1.5752516984939575,1.5497103810310364,1.6945701193809513,1.7946965491771698,2.1633836740255354
2009-03-23,49.08984450100207,C,1.7064487934112549,1.6676659345626832,1.6140345811843873,1.551981943845749,1.6937279796600344,1.7867516005039215,2.158779583573341
2009-03-24,49.16716347358567,C,1.7241785526275637,1.6807413816452026,1.6377476334571839,1.5534778833389282,1.6930409717559818,1.7781639540195464,2.154402660727501
2009-03-25,49.225426960846754,C,1.718637228012085,1.690270757675171,1.6601308226585387,1.5574669599533082,1.6925977349281314,1.7704295217990875,2.149815186858177
2009-03-26,49.83302956612883,C,1.9801453351974487,1.7611880779266358,1.699356997013092,1.5766921758651733,1.6971852016448978,1.7659528636932373,2.146479856967926
2009-03-27,50.16206955827749,C,1.8937147855758667,1.8046249389648437,1.727391505241394,1.5935350418090821,1.6986035490036013,1.7597586715221405,2.1426514345407486
2009-03-30,50.331910049140475,C,1.867120742797852,1.836759328842163,1.7522126317024231,1.6122062623500824,1.6994900155067447,1.7531988179683686,2.138911651968956
2009-03-31,50.645198426764466,C,1.873769998550415,1.8666776180267335,1.773709499835968,1.6331490933895112,1.7015953803062442,1.7482456934452058,2.135792399048805
2009-04-01,51.03638749092727,C,1.9280654191970823,1.908563256263733,1.799417006969452,1.6569728970527648,1.7039223527908327,1.7443563318252564,2.1329446232318876
2009-04-02,51.11799145821313,C,2.011171340942383,1.9147684574127197,1.8379782676696776,1.6904369831085204,1.7083325219154362,1.7443119978904724,2.130717371702194
2009-04-03,51.536137112046355,C,2.049955129623413,1.946016526222229,1.8753207325935364,1.725286215543747,1.714005928039551,1.7453536021709442,2.128999844789505
