Date,GRADE,GPS,DVA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1996-03-19,,,5.949999809265137,5.939999961853028,5.947499990463257,5.968749976158142,5.869999990463257,5.460249986648559,
1996-03-20,,,5.925000190734863,5.939999961853028,5.947499990463257,5.973749995231628,5.8774999904632566,5.480499987602234,
1996-03-21,,,5.875,5.925,5.927500009536743,5.964999985694885,5.8839999866485595,5.497499985694885,
1996-03-22,,,5.824999809265137,5.904999923706055,5.909999990463257,5.9562499761581424,5.8854999828338626,5.515749983787536,
1996-03-25,,,5.974999904632568,5.909999942779541,5.917499971389771,5.949999976158142,5.887999982833862,5.536499981880188,
1996-03-26,,,6.125,5.9449999809265135,5.94249997138977,5.949999976158142,5.890999984741211,5.559749982357025,
1996-03-27,,,6.175000190734863,5.994999980926513,5.9674999713897705,5.959999990463257,5.895499992370605,5.583249983787536,
1996-03-28,,,6.199999809265137,6.059999942779541,5.992499971389771,5.974999976158142,5.905999984741211,5.60474997997284,
1996-03-29,,,6.224999904632568,6.139999961853027,6.022499942779541,5.988749980926514,5.916999979019165,5.625999979972839,
1996-04-01,,,6.574999809265137,6.259999942779541,6.084999942779541,6.0187499761581424,5.935999975204468,5.650249977111816,
1996-04-02,,,6.550000190734863,6.344999980926514,6.144999980926514,6.046249985694885,5.954999980926513,5.6742499780654905,
1996-04-03,,,6.625,6.434999942779541,6.214999961853027,6.0812499761581424,5.975999984741211,5.699499979019165,
1996-04-04,,,7.0,6.594999980926514,6.327499961853027,6.127499985694885,6.00399998664856,5.728499979972839,
1996-04-05,,,7.0,6.75,6.4449999809265135,6.177499985694885,6.033499984741211,5.756999979019165,
1996-04-08,,,7.050000190734863,6.845000076293945,6.552500009536743,6.2349999904632565,6.0649999904632566,5.784499979019165,
1996-04-09,,,7.099999904632568,6.955000019073486,6.65,6.296249985694885,6.097499990463257,5.812499976158142,
1996-04-10,,,7.25,7.080000019073486,6.7574999809265135,6.3624999761581424,6.13149998664856,5.8409999752044675,
1996-04-11,,,7.125,7.105000019073486,6.85,6.421249985694885,6.159999990463257,5.868249974250793,
1996-04-12,,,7.074999809265137,7.119999980926513,6.934999990463257,6.478749966621399,6.183999986648559,5.89374997138977,
1996-04-15,,,7.074999809265137,7.124999904632569,6.9849999904632565,6.534999966621399,6.206499986648559,5.915999970436096,
1996-04-16,,,7.150000095367432,7.134999942779541,7.044999980926514,6.594999980926514,6.224499988555908,5.934249973297119,
1996-04-17,,,7.25,7.134999942779541,7.107499980926514,6.66124997138977,6.241499986648559,5.950749974250794,
1996-04-18,,,7.074999809265137,7.124999904632569,7.1149999618530275,6.721249961853028,6.259999980926514,5.967749972343444,
1996-04-19,,,7.099999904632568,7.1299999237060545,7.124999952316284,6.784999966621399,6.280499982833862,5.984999971389771,
1996-04-22,,,7.199999809265137,7.154999923706055,7.139999914169311,6.846249961853028,6.299999980926514,6.0044999694824215,
1996-04-23,,,7.625,7.249999904632569,7.1924999237060545,6.921249961853027,6.334999980926514,6.02749997138977,
1996-04-24,,,8.074999809265137,7.414999866485596,7.274999904632568,7.016249942779541,6.378999977111817,6.051499967575073,
1996-04-25,,,7.949999809265137,7.589999866485596,7.357499885559082,7.103749942779541,6.421999969482422,6.07449996471405,
1996-04-26,,,7.875,7.744999885559082,7.437499904632569,7.186249947547912,6.461999969482422,6.096249966621399,
1996-04-29,,,7.599999904632568,7.824999904632568,7.489999914169312,7.237499952316284,6.496499967575073,6.114999966621399,
1996-04-30,,,7.650000095367432,7.829999923706055,7.539999914169312,7.292499947547912,6.533499965667724,6.132249965667724,
1996-05-01,,,7.699999809265137,7.7549999237060545,7.584999895095825,7.346249938011169,6.570999965667725,6.149749965667724,
1996-05-02,,,7.275000095367432,7.619999980926513,7.604999923706055,7.359999942779541,6.595499963760376,6.162999968528748,
1996-05-03,,,7.099999904632568,7.464999961853027,7.604999923706055,7.364999938011169,6.617499961853027,6.174499969482422,
1996-05-06,,,7.5,7.4449999809265135,7.634999942779541,7.387499928474426,6.6454999637603756,6.192249970436096,
1996-05-07,,,7.800000190734863,7.475,7.652499961853027,7.422499942779541,6.6789999675750735,6.215749974250794,
1996-05-08,,,7.875,7.5100000381469725,7.6324999809265135,7.453749942779541,6.716999969482422,6.241749973297119,
1996-05-09,,,7.974999904632568,7.65,7.634999990463257,7.49624993801117,6.758499965667725,6.2694999742507935,
1996-05-10,,,8.649999618530273,7.959999942779541,7.712499952316284,7.574999928474426,6.812499961853027,6.303999972343445,
1996-05-13,,,9.024999618530272,8.264999866485596,7.854999923706055,7.6724999189376835,6.873499956130981,6.342249970436097,
1996-05-14,,,8.774999618530273,8.459999752044677,7.967499876022339,7.753749895095825,6.928999948501587,6.377999968528748,
1996-05-15,,,8.649999618530273,8.614999675750733,8.062499856948852,7.8237498760223385,6.983499937057495,6.408499965667724,
1996-05-16,,,8.449999809265137,8.709999656677246,8.179999828338623,7.892499876022339,7.030999937057495,6.43699996471405,
1996-05-17,,,8.225000381469727,8.624999809265137,8.292499876022339,7.948749899864197,7.075499944686889,6.459249968528748,
1996-05-20,,,8.25,8.469999885559082,8.36749987602234,8.00124990940094,7.122499942779541,6.481749968528748,
1996-05-21,,,8.175000190734863,8.35,8.40499987602234,8.028749918937683,7.168499946594238,6.50499997138977,
1996-05-22,,,8.024999618530273,8.225,8.419999837875366,8.02624990940094,7.210499935150146,6.526249966621399,
1996-05-23,,,7.925000190734863,8.120000076293945,8.414999866485596,8.024999928474426,7.249999942779541,6.548999967575074,
1996-05-24,,,8.199999809265137,8.114999961853027,8.369999885559082,8.041249918937684,7.295499935150146,6.574749965667724,
1996-05-27,,,8.199999809265137,8.104999923706055,8.287499904632568,8.07124991416931,7.340499935150146,6.60074996471405,
1996-05-28,,,8.050000190734863,8.079999923706055,8.214999961853028,8.091249918937683,7.382499942779541,6.6262499666213985,
1996-05-29,,,7.925000190734863,8.060000038146972,8.142500019073486,8.102499938011169,7.422499942779541,6.649999966621399,
1996-05-30,,,8.225000381469727,8.120000076293945,8.120000076293945,8.149999952316284,7.469499950408935,6.676749968528748,
1996-05-31,,,8.25,8.130000114440918,8.122500038146972,8.207499957084655,7.517999954223633,6.701749968528747,
1996-06-03,,,8.274999618530273,8.145000076293945,8.125,8.24624993801117,7.5639999485015865,6.725999965667724,
1996-06-04,,,8.175000190734863,8.170000076293945,8.125,8.264999938011169,7.604999952316284,6.747999968528748,
1996-06-05,,,7.974999904632568,8.180000019073486,8.12000002861023,8.269999933242797,7.640999946594238,6.768249969482422,
1996-06-06,,,8.074999809265137,8.149999904632569,8.134999990463257,8.274999928474426,7.678499946594238,6.792249965667724,
1996-06-07,,,7.900000095367432,8.079999923706055,8.105000019073486,8.237499952316284,7.711999950408935,6.8144999647140505,
1996-06-10,,,7.724999904632568,7.969999980926514,8.05750002861023,8.172499966621398,7.734999952316284,6.835499963760376,
1996-06-11,,,7.699999809265137,7.874999904632569,8.022499990463256,8.118749976158142,7.7579999446868895,6.856499962806701,
1996-06-12,,,7.724999904632568,7.824999904632568,8.002499961853028,8.072499990463257,7.779999942779541,6.877999963760376,
1996-06-13,,,7.699999809265137,7.749999904632569,7.949999904632568,8.034999990463257,7.793999938964844,6.898999962806702,
1996-06-14,,,7.775000095367432,7.724999904632568,7.9024999141693115,8.012499976158143,7.809499940872192,6.921499962806702,
1996-06-17,,,7.75,7.729999923706055,7.849999952316284,7.9874999761581424,7.823499937057495,6.944249963760376,
1996-06-18,,,7.775000095367432,7.744999980926513,7.809999942779541,7.9674999713897705,7.836999940872192,6.967249965667724,
1996-06-19,,,7.775000095367432,7.755000019073487,7.789999961853027,7.954999995231629,7.847499942779541,6.98949996471405,
1996-06-20,,,7.75,7.765000057220459,7.7574999809265135,7.946249985694886,7.859999942779541,7.009999966621399,
1996-06-21,,,7.724999904632568,7.755000019073487,7.7399999618530275,7.9224999904632565,7.87299994468689,7.0284999656677245,
1996-06-24,,,7.574999809265137,7.719999980926514,7.724999952316284,7.8912499904632565,7.8829999446868895,7.044749965667725,
1996-06-25,,,7.75,7.714999961853027,7.729999971389771,7.876249980926514,7.894999942779541,7.0597499656677245,
1996-06-26,,,7.675000190734863,7.6949999809265135,7.725,7.863749980926514,7.903499946594239,7.072499966621399,
1996-06-27,,,7.849999904632568,7.714999961853027,7.740000009536743,7.844999957084656,7.918999948501587,7.08949996471405,
1996-06-28,,,8.449999809265137,7.859999942779541,7.807499980926513,7.854999947547912,7.945999946594238,7.113249964714051,
1996-07-01,,,8.449999809265137,8.03499994277954,7.877499961853028,7.863749957084655,7.9709999465942385,7.135499963760376,
1996-07-02,,,8.375,8.15999994277954,7.937499952316284,7.873749947547912,7.985999946594238,7.160499963760376,
1996-07-03,,,8.199999809265137,8.264999866485596,7.979999923706055,7.884999942779541,7.988499946594239,7.183749961853027,
1996-07-04,,,8.199999809265137,8.33499984741211,8.024999904632569,7.891249942779541,7.9934999465942385,7.20774995803833,
1996-07-05,,,8.175000190734863,8.279999923706054,8.069999933242798,7.904999947547912,7.999499950408936,7.230749959945679,
1996-07-08,,,7.800000190734863,8.15,8.09249997138977,7.908749961853028,8.003499956130982,7.249999961853027,
1996-07-09,,,7.875,8.05,8.10499997138977,7.917499971389771,8.007999954223633,7.270749959945679,
1996-07-10,,,7.824999809265137,7.975,8.119999933242799,7.922499966621399,8.010499954223633,7.290749959945678,
1996-07-11,,,7.150000095367432,7.765000057220459,8.049999952316284,7.894999980926514,8.007999954223633,7.301749958992004,
1996-07-12,,,7.050000190734863,7.540000057220459,7.909999990463257,7.858749985694885,8.006999959945679,7.312249960899353,
1996-07-15,,,6.724999904632568,7.325,7.7375,7.807499980926513,7.99149995803833,7.318499960899353,
1996-07-16,,,6.5,7.05,7.55,7.743749976158142,7.965499954223633,7.322249960899353,
1996-07-17,,,6.775000095367432,6.840000057220459,7.4075000286102295,7.693749976158142,7.943499956130982,7.330249962806701,
1996-07-18,,,6.824999809265137,6.775,7.270000028610229,7.647499966621399,7.920499954223633,7.3394999599456785,
1996-07-19,,,7.099999904632568,6.784999942779541,7.1625,7.616249966621399,7.889499959945678,7.350999960899353,
1996-07-22,,,6.949999809265137,6.829999923706055,7.077499961853027,7.584999966621399,7.847999963760376,7.360749959945679,
1996-07-23,,,6.824999809265137,6.894999885559082,6.972499942779541,7.538749957084656,7.808999967575073,7.36899995803833,
1996-07-24,,,6.724999904632568,6.884999847412109,6.862499952316284,7.491249942779541,7.770499973297119,7.3769999551773076,
1996-07-25,,,6.900000095367432,6.899999904632568,6.837499952316284,7.443749952316284,7.739499979019165,7.38524995803833,
1996-07-26,,,7.025000095367432,6.884999942779541,6.834999942779541,7.372499966621399,7.715499973297119,7.395499958992004,
1996-07-29,,,7.099999904632568,6.914999961853027,6.872499942779541,7.304999971389771,7.69249997138977,7.407499957084656,
1996-07-30,,,7.125,6.975,6.934999942779541,7.242499971389771,7.671499967575073,7.419999957084656,
1996-07-31,,,7.150000095367432,7.060000038146972,6.972499942779541,7.189999985694885,7.653999977111816,7.432249956130981,
1996-08-01,,,6.949999809265137,7.0699999809265135,6.984999942779541,7.127499985694885,7.634499969482422,7.442249956130982,
1996-08-02,,,7.025000095367432,7.0699999809265135,6.977499961853027,7.0699999809265135,7.610999975204468,7.4532499551773075,
1996-08-05,,,7.324999809265137,7.1149999618530275,7.014999961853027,7.046249961853027,7.593499975204468,7.466999955177307,6.454249970912933
1996-08-06,,,7.425000190734863,7.175,7.075,7.023749971389771,7.580999975204468,7.481749958992005,6.470999972820282
1996-08-07,,,7.599999904632568,7.264999961853027,7.1625,7.012499976158142,7.574499969482422,7.498499956130981,6.489499971866608
1996-08-08,,,7.449999809265137,7.3649999618530275,7.2174999713897705,7.027499961853027,7.5589999580383305,7.514249954223633,6.505874969959259
1996-08-09,,,7.599999904632568,7.479999923706055,7.274999952316284,7.054999947547913,7.545999956130982,7.531999955177307,6.523874969482422
1996-08-12,51.708162366295944,A,7.675000190734863,7.55,7.332499980926514,7.102499961853027,7.533999967575073,7.54899995803833,6.542749969959259
1996-08-13,51.80799193872544,A,7.599999904632568,7.584999942779541,7.37999997138977,7.157499957084656,7.522499961853027,7.563749957084656,6.56174996972084
1996-08-14,51.79983817534537,A,7.599999904632568,7.584999942779541,7.424999952316284,7.198749947547912,7.514999961853027,7.577999954223633,6.5806249690055845
1996-08-15,51.81389407867349,A,7.574999809265137,7.609999942779541,7.487499952316284,7.236249947547913,7.504999961853027,7.591749954223633,6.598249967098236
1996-08-16,51.74012290326863,A,7.550000190734863,7.6,7.539999961853027,7.258749961853027,7.497999963760376,7.604999957084655,6.615499968528748
1996-08-19,51.6062337692774,A,7.474999904632568,7.559999942779541,7.554999971389771,7.284999966621399,7.492999963760376,7.61399995803833,6.6321249675750735
1996-08-20,51.43421399102826,A,7.275000095367432,7.494999980926513,7.539999961853027,7.307499980926513,7.484499969482422,7.621249957084656,6.6477499675750735
1996-08-21,51.34299174221357,A,7.449999809265137,7.464999961853027,7.524999952316284,7.343749976158142,7.478999967575073,7.629499955177307,6.664499967098236
1996-08-22,51.2537580773212,A,7.5,7.45,7.5299999713897705,7.3737499713897705,7.474999971389771,7.634499955177307,6.681499967575073
1996-08-23,51.2086917868196,P,7.574999809265137,7.454999923706055,7.527499961853027,7.401249957084656,7.470999965667724,7.640249953269959,6.698624966144561
1996-08-26,51.253935285610346,P,7.724999904632568,7.5049999237060545,7.532499933242798,7.432499957084656,7.470499963760376,7.646999950408936,6.715749964714051
1996-08-27,51.42489694568553,A,7.875,7.624999904632569,7.559999942779541,7.469999957084656,7.4724999618530275,7.65474995136261,6.733624963760376
1996-08-28,51.55258797530448,A,7.974999904632568,7.729999923706055,7.597499942779541,7.511249947547912,7.47649995803833,7.661999950408935,6.751499962806702
1996-08-29,51.732686993706544,A,8.100000381469727,7.85,7.65,7.568749976158142,7.483499965667725,7.671749954223633,6.769999964237213
1996-08-30,51.93978225665629,A,8.225000381469727,7.980000114440918,7.717500019073486,7.628749990463257,7.493499975204468,7.6832499599456785,6.788499965667724
1996-09-02,52.0735155888066,A,8.225000381469727,8.08000020980835,7.792500066757202,7.673750019073486,7.50649998664856,7.694749965667724,6.80537496805191
1996-09-03,52.06544211305908,A,8.100000381469727,8.125000286102296,7.875000095367431,7.707500028610229,7.513499994277954,7.704249968528748,6.819249970912933
1996-09-04,51.99145117922158,A,8.050000190734863,8.140000343322754,7.9350001335144045,7.730000042915345,7.520999994277954,7.712249970436096,6.831499972343445
1996-09-05,51.82669796640766,A,7.949999809265137,8.110000228881836,7.980000114440918,7.755000042915344,7.522999992370606,7.720999970436096,6.844374971389771
1996-09-06,51.58604729696378,A,7.974999904632568,8.060000133514404,8.020000123977661,7.773750042915344,7.513499994277954,7.729749970436096,6.857374970912933
1996-09-09,51.33695009310577,A,7.900000095367432,7.9950000762939455,8.037500143051147,7.785000038146973,7.5025,7.736749973297119,6.870624971389771
1996-09-10,51.11088035509104,A,7.775000095367432,7.9300000190734865,8.02750015258789,7.793750047683716,7.490500001907349,7.7382499742507935,6.882874972820282
1996-09-11,50.871539161343996,A,7.625,7.844999980926514,7.992500162124633,7.795000052452087,7.479000005722046,7.733749976158142,6.892624971866607
1996-09-12,50.63031970372453,P,7.5,7.755000019073487,7.932500123977661,7.791250061988831,7.465000009536743,7.729249978065491,6.901874971389771
1996-09-13,50.44387637659123,B,7.550000190734863,7.670000076293945,7.8650001049041744,7.791250061988831,7.4525000095367435,7.72599997997284,6.911124973297119
1996-09-16,50.426713791656766,B,7.824999809265137,7.655000019073486,7.825000047683716,7.808750057220459,7.453000001907348,7.728249979019165,6.921624972820282
1996-09-17,50.439778668893524,B,7.699999809265137,7.639999961853027,7.784999990463257,7.830000042915344,7.4494999980926515,7.728749976158142,6.930499970912933
1996-09-18,50.52916197622239,B,7.699999809265137,7.654999923706055,7.749999952316284,7.842500042915344,7.446999998092651,7.728749976158142,6.939249970912933
1996-09-19,50.7708400445251,P,7.875,7.729999923706055,7.742499971389771,7.861250042915344,7.461499996185303,7.734749975204468,6.948874971866608
1996-09-20,50.993620805201665,A,7.849999904632568,7.789999866485596,7.729999971389771,7.875000047683716,7.477499990463257,7.742249975204468,6.958374972343445
1996-09-23,51.04783769101547,A,7.800000190734863,7.784999942779541,7.719999980926514,7.87875006198883,7.498999996185303,7.745249977111817,6.968749973773956
1996-09-24,51.13071511592676,A,7.775000095367432,7.8,7.719999980926514,7.873750066757202,7.524499998092652,7.744999976158142,6.980374975204468
1996-09-25,51.20308981892714,A,7.775000095367432,7.815000057220459,7.7349999904632565,7.863750076293945,7.544499998092651,7.743999977111816,6.992874975204468
1996-09-26,51.138922110123325,A,7.775000095367432,7.795000076293945,7.7625,7.84750006198883,7.563500003814697,7.741999979019165,7.005749976634979
1996-09-27,51.04710207918632,P,7.800000190734863,7.785000133514404,7.7875,7.826250052452087,7.5775000095367435,7.733499984741211,7.018749978542328
1996-09-30,51.04065535723413,A,8.0,7.8250000953674315,7.8050000190734865,7.815000033378601,7.59850001335144,7.723249988555908,7.0327499794960024
1996-10-01,50.99164358695838,A,7.800000190734863,7.830000114440918,7.815000057220459,7.800000023841858,7.618000020980835,7.713499994277954,7.04574998140335
1996-10-02,51.05705960255312,A,8.125,7.900000095367432,7.857500076293945,7.803750014305114,7.646000022888184,7.7082499980926515,7.058374981880188
1996-10-03,51.14380979368528,A,8.149999618530273,7.975,7.8850000381469725,7.813750004768371,7.67100001335144,7.7052499961853025,7.071124980449676
1996-10-04,51.40624413367178,A,8.600000381469727,8.135000038146973,7.960000085830688,7.8450000286102295,7.7025000190734865,7.708999996185303,7.084124982357025
1996-10-07,51.701256903473855,A,8.875,8.310000038146972,8.067500066757201,7.893750023841858,7.738000020980835,7.715249996185303,7.098499982357025
1996-10-08,52.10588253741391,A,9.0,8.55,8.190000057220459,7.955000019073486,7.775500020980835,7.7234999942779545,7.114249982833862
1996-10-09,52.35163422500537,A,8.899999618530273,8.704999923706055,8.302500009536743,8.01875,7.810500011444092,7.732249994277954,7.129249980449677
1996-10-10,52.63760364213354,A,8.949999809265137,8.864999961853027,8.419999980926514,8.091249990463258,7.850500011444092,7.742499990463257,7.145749979019165
1996-10-11,52.76043091461849,A,9.050000190734863,8.954999923706055,8.544999980926514,8.166249990463257,7.891000013351441,7.750999994277954,7.162874979972839
1996-10-14,52.79414647268893,A,9.225000381469728,9.025,8.667500019073486,8.236250019073486,7.929000024795532,7.76125,7.180999982357025
1996-10-15,52.641058143776014,A,8.850000381469727,8.995000076293945,8.772500038146973,8.293750047683716,7.957500028610229,7.7692500019073485,7.197749984264374
1996-10-16,52.4277597735938,A,8.574999809265137,8.930000114440919,8.817500019073487,8.337500047683715,7.977000026702881,7.775749998092651,7.212874982357025
1996-10-17,52.03262628362603,A,8.225000381469727,8.785000228881836,8.825000095367432,8.355000066757203,7.992500038146972,7.775749998092651,7.2262499833107
