Date,GRADE,GPS,DVA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-10-31,,,4.074999809265137,,,,,,
1995-11-01,,,3.900000095367432,,,,,,
1995-11-02,,,4.175000190734863,,,,,,
1995-11-03,,,4.0,,,,,,
1995-11-06,,,3.900000095367432,4.0100000381469725,,,,,
1995-11-07,,,3.799999952316284,3.955000066757202,,,,,
1995-11-08,,,3.825000047683716,3.940000057220459,,,,,
1995-11-09,,,4.050000190734863,3.915000057220459,,,,,
1995-11-10,,,4.099999904632568,3.9350000381469727,,,,,
1995-11-13,,,4.150000095367432,3.9850000381469726,3.9975000381469727,,,,
1995-11-14,,,4.150000095367432,4.055000066757202,4.005000066757202,,,,
1995-11-15,,,4.099999904632568,4.110000038146973,4.025000047683716,,,,
1995-11-16,,,4.099999904632568,4.119999980926513,4.017500019073486,,,,
1995-11-17,,,4.150000095367432,4.130000019073487,4.0325000286102295,,,,
1995-11-20,,,4.300000190734863,4.160000038146973,4.0725000381469725,,,,
1995-11-21,,,4.300000190734863,4.190000057220459,4.122500061988831,,,,
1995-11-22,,,4.400000095367432,4.250000095367431,4.180000066757202,,,,
1995-11-23,,,4.400000095367432,4.3100001335144045,4.215000057220459,,,,
1995-11-24,,,4.525000095367432,4.385000133514405,4.257500076293946,,,,
1995-11-27,,,4.849999904632568,4.4950000762939455,4.327500057220459,4.162500047683716,,,
1995-11-28,,,5.324999809265137,4.7,4.445000028610229,4.225000047683716,,,
1995-11-29,,,5.599999904632568,4.939999961853028,4.5950000286102295,4.310000038146972,,,
1995-11-30,,,5.375,5.134999942779541,4.722500038146973,4.37000002861023,,,
1995-12-01,,,5.375,5.304999923706054,4.8450000286102295,4.4387500286102295,,,
1995-12-04,,,5.25,5.384999942779541,4.940000009536743,4.506250023841858,,,
1995-12-05,,,5.324999809265137,5.384999942779541,5.042499971389771,4.5825000166893,,,
1995-12-06,,,5.675000190734863,5.4,5.169999980926514,4.675000023841858,,,
1995-12-07,,,5.650000095367432,5.455000019073486,5.294999980926514,4.755000019073487,,,
1995-12-08,,,5.699999809265137,5.519999980926514,5.412499952316284,4.835000014305114,,,
1995-12-11,,,5.724999904632568,5.6149999618530275,5.499999952316284,4.913750004768372,,,
1995-12-12,,,5.925000190734863,5.735000038146973,5.559999990463257,5.002500009536743,,,
1995-12-13,,,5.949999809265137,5.789999961853027,5.594999980926514,5.095000004768371,,,
1995-12-14,,,5.949999809265137,5.849999904632568,5.652499961853027,5.1875,,,
1995-12-15,,,5.949999809265137,5.899999904632568,5.709999942779541,5.277499985694885,,,
1995-12-18,,,5.724999904632568,5.899999904632568,5.757499933242798,5.34874997138977,,,
1995-12-19,,,5.449999809265137,5.804999828338623,5.769999933242798,5.406249952316284,,,
1995-12-20,,,5.275000095367432,5.669999885559082,5.729999923706055,5.4499999523162845,,,
1995-12-21,,,5.199999809265137,5.519999885559082,5.684999895095825,5.489999938011169,,,
1995-12-22,,,5.199999809265137,5.369999885559082,5.6349998950958256,5.523749923706054,,,
1995-12-25,,,5.199999809265137,5.264999866485596,5.582499885559082,5.541249918937683,,,
1995-12-26,,,5.199999809265137,5.214999866485596,5.509999847412109,5.534999918937683,,,
1995-12-27,,,5.599999904632568,5.279999828338623,5.474999856948853,5.534999918937683,,,
1995-12-28,,,5.599999904632568,5.3599998474121096,5.4399998664855955,5.546249914169311,,,
1995-12-29,,,6.0,5.519999885559082,5.444999885559082,5.577499914169311,,,
1996-01-01,,,6.0,5.679999923706054,5.472499895095825,5.614999914169312,,,
1996-01-02,,,5.849999904632568,5.809999942779541,5.512499904632568,5.6412499189376835,,,
1996-01-03,,,5.900000095367432,5.869999980926513,5.574999904632568,5.6524999141693115,,,
1996-01-04,,,5.650000095367432,5.880000019073487,5.619999933242798,5.6524999141693115,,,
1996-01-05,,,5.625,5.8050000190734865,5.662499952316284,5.648749923706054,,,
1996-01-08,,,5.599999904632568,5.725,5.702499961853027,5.642499923706055,5.021999979019165,,
1996-01-09,,,5.5,5.655000019073486,5.732499980926514,5.6212499141693115,5.050499982833863,,
1996-01-10,,,5.550000190734863,5.585000038146973,5.727500009536743,5.601249933242798,5.083499984741211,,
1996-01-11,,,5.550000190734863,5.565000057220459,5.722500038146973,5.581249952316284,5.110999984741211,,
1996-01-12,,,5.75,5.590000057220459,5.6975000381469725,5.571249961853027,5.145999984741211,,
1996-01-15,,,5.849999904632568,5.640000057220459,5.68250002861023,5.577499961853027,5.184999980926514,,
1996-01-16,,,5.974999904632568,5.735000038146973,5.695000028610229,5.603749966621399,5.228499979972839,,
1996-01-17,,,5.949999809265137,5.814999961853028,5.7,5.6374999523162845,5.270999975204468,,
1996-01-18,,,5.675000190734863,5.839999961853027,5.7025000095367435,5.66124997138977,5.303499975204468,,
1996-01-19,,,5.675000190734863,5.825,5.707500028610229,5.684999990463257,5.334999980926514,,
1996-01-22,,,5.625,5.780000019073486,5.710000038146973,5.70625,5.364499979019165,,
1996-01-23,,,5.599999904632568,5.705000019073486,5.7200000286102295,5.726250004768372,5.393499975204468,,
1996-01-24,,,5.574999809265137,5.630000019073487,5.722499990463257,5.725,5.422999973297119,,
1996-01-25,,,5.599999904632568,5.6149999618530275,5.727499961853027,5.725,5.4529999732971195,,
1996-01-26,,,5.525000095367432,5.584999942779541,5.70499997138977,5.701250004768371,5.480499973297119,,
1996-01-29,,,5.474999904632568,5.554999923706054,5.667499971389771,5.675,5.503999967575073,,
1996-01-30,,,5.474999904632568,5.529999923706055,5.617499971389771,5.65625,5.527499961853027,,
1996-01-31,,,5.550000190734863,5.525,5.5775000095367435,5.638750004768371,5.550499963760376,,
1996-02-01,,,5.699999809265137,5.544999980926514,5.57999997138977,5.6412499904632565,5.57649995803833,,
1996-02-02,,,5.875,5.6149999618530275,5.599999952316284,5.653749990463257,5.603499956130982,,
1996-02-05,,,5.949999809265137,5.709999942779541,5.632499933242798,5.671249985694885,5.625499954223633,,
1996-02-06,,,6.25,5.8649999618530275,5.697499942779541,5.708749985694885,5.64399995803833,,
1996-02-07,,,6.400000095367432,6.034999942779541,5.7799999713897705,5.751249980926514,5.6599999618530275,,
1996-02-08,,,6.150000095367432,6.125,5.834999990463257,5.781249976158142,5.675499963760376,,
1996-02-09,,,6.074999809265137,6.164999961853027,5.889999961853027,5.797499966621399,5.689499959945679,,
1996-02-12,,,6.224999904632568,6.219999980926514,5.964999961853027,5.816249966621399,5.70899995803833,,
1996-02-13,,,5.875,6.144999980926514,6.00499997138977,5.8112499713897705,5.719999961853027,,
1996-02-14,,,5.875,6.039999961853027,6.037499952316284,5.807499980926513,5.7239999580383305,,
1996-02-15,,,5.800000190734863,5.969999980926514,6.0474999904632565,5.813749980926514,5.726999959945679,,
1996-02-16,,,5.875,5.9300000190734865,6.0474999904632565,5.823749971389771,5.730499963760376,,
1996-02-19,,,5.875,5.860000038146973,6.040000009536743,5.836249971389771,5.733499965667725,,
1996-02-20,,,5.800000190734863,5.845000076293945,5.99500002861023,5.846249985694885,5.730999965667724,,
1996-02-21,,,5.824999809265137,5.835000038146973,5.9375,5.858749985694885,5.728499965667725,,
1996-02-22,,,6.050000190734863,5.8850000381469725,5.927500009536743,5.88125,5.730499973297119,,
1996-02-23,,,6.0,5.910000038146973,5.92000002861023,5.904999995231629,5.731499977111817,,
1996-02-26,,,6.099999904632568,5.955000019073486,5.9075000286102295,5.936249995231629,5.738999977111816,,
1996-02-27,,,6.125,6.019999980926514,5.93250002861023,5.96875,5.752499980926514,,
1996-02-28,,,5.974999904632568,6.05,5.942500019073487,5.989999985694885,5.766499977111817,,
1996-02-29,,,5.900000095367432,6.019999980926514,5.9525000095367435,6.0,5.780499982833862,,
1996-03-01,,,5.949999809265137,6.009999942779541,5.959999990463257,6.003749990463257,5.795499982833863,,
1996-03-04,,,5.974999904632568,5.984999942779541,5.969999980926514,6.004999995231628,5.810999984741211,,
1996-03-05,,,6.0,5.959999942779541,5.9899999618530275,5.992499995231628,5.826999988555908,,
1996-03-06,,,5.925000190734863,5.95,6.0,5.96875,5.833499994277954,,
1996-03-07,,,6.074999809265137,5.984999942779541,6.002499961853028,5.964999985694885,5.842999992370605,,
1996-03-08,,,6.0,5.994999980926513,6.002499961853028,5.961249995231628,5.842999992370605,,
1996-03-11,,,5.900000095367432,5.980000019073486,5.982499980926514,5.945000004768372,5.840999994277954,,
1996-03-12,,,5.875,5.955000019073486,5.957499980926514,5.945000004768372,5.841499996185303,,
1996-03-13,,,5.925000190734863,5.955000019073486,5.9525000095367435,5.947500014305115,5.841999998092652,,
1996-03-14,,,5.949999809265137,5.9300000190734865,5.957499980926514,5.954999995231629,5.847999992370606,,
1996-03-15,,,5.925000190734863,5.915000057220459,5.955000019073486,5.957500004768372,5.853999996185303,,
1996-03-18,,,5.949999809265137,5.925,5.9525000095367435,5.961249995231628,5.860999994277954,5.44149998664856,
