Date,GRADE,GPS,CPB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1999-04-14,38.2172872243145,B,19.291582107543945,19.333842849731447,19.592008209228517,19.85324125289917,19.84483654022217,22.36566623687744,23.97802236557007
1999-04-15,39.728074270119,B,19.925559997558597,19.50290641784668,19.581823921203615,19.828632164001466,19.827186241149903,22.287112941741942,23.950735940933228
1999-04-16,41.30468989169436,B,20.016143798828125,19.68404884338379,19.580698013305664,19.811555480957033,19.810746955871583,22.20856819152832,23.922710752487184
1999-04-19,42.65690670241173,B,20.016143798828125,19.79877166748047,19.57657070159912,19.78847312927246,19.80391628265381,22.13540632247925,23.896473112106325
1999-04-20,44.51192557926762,C,20.831279754638672,20.016141891479492,19.671972465515136,19.83617401123047,19.825398597717285,22.069797763824464,23.87028925895691
1999-04-21,47.10614441044887,C,21.253936767578125,20.40861282348633,19.871227836608888,19.87798376083374,19.848127670288086,22.010509147644044,23.845175952911376
1999-04-22,48.8584456053465,C,21.10299491882324,20.64409980773926,20.07350311279297,19.93776903152466,19.87204177856445,21.951206150054933,23.81856315612793
1999-04-23,50.03347623372588,C,20.650127410888672,20.77089653015137,20.227472686767577,19.985419750213623,19.898308334350585,21.881393814086913,23.791175651550294
1999-04-26,51.08981105740599,C,20.740711212158203,20.91581001281738,20.357290840148927,20.009074687957764,19.92638656616211,21.81517864227295,23.7649858379364
1999-04-27,50.1711865970984,C,20.31804847717285,20.81316375732422,20.414652824401855,20.01610040664673,19.94180793762207,21.74563398361206,23.738321285247803
1999-04-28,48.48349640607839,C,20.16708755493164,20.59579391479492,20.502203369140624,20.04710578918457,19.94880542755127,21.67517770767212,23.710008125305176
1999-04-29,46.42974775566336,C,19.865184783935547,20.348231887817384,20.49616584777832,20.038994884490968,19.94496078491211,21.607384204864502,23.682717781066895
1999-04-30,44.73269165745634,C,19.684043884277344,20.155015182495116,20.46295585632324,20.021826934814452,19.938694381713866,21.537480335235596,23.652734251022338
1999-05-03,43.47776804575577,C,20.04632568359375,20.016138076782227,20.465974044799804,20.021272373199462,19.931266059875487,21.476581954956053,23.62277458190918
1999-05-04,42.440113117463966,B,19.472713470458984,19.84707107543945,20.330117416381835,20.001044940948486,19.92677806854248,21.408153190612794,23.592479124069214
1999-05-05,41.47971418422566,B,19.41232681274414,19.696118927001955,20.145956420898436,20.008592128753662,19.921082344055176,21.339120559692383,23.561137008666993
1999-05-06,41.117087486527744,B,19.32176399230957,19.587434768676758,19.96783332824707,20.02066822052002,19.918980331420897,21.266191959381104,23.52844829559326
1999-05-07,41.40059097007222,B,19.56328010559082,19.563282012939453,19.859148597717287,20.04331064224243,19.924110679626466,21.19418327331543,23.497562980651857
1999-05-10,40.879681758446104,B,19.41232681274414,19.436482238769532,19.726310157775877,20.041800498962402,19.919616088867187,21.12993528366089,23.462198905944824
1999-05-11,43.13773846238555,B,20.740711212158203,19.690081787109374,19.768576431274415,20.091614627838133,19.960905876159668,21.07837308883667,23.43749871253967
1999-05-12,45.09783272179237,C,20.378427505493164,19.88330192565918,19.789710426330565,20.145956897735594,19.995550422668458,21.012422523498536,23.41545585632324
1999-05-13,46.84316620477247,C,20.348241806030277,20.08859748840332,19.83801612854004,20.16709098815918,20.01277675628662,20.947366333007814,23.39519859313965
1999-05-14,47.81720207911055,C,20.227474212646484,20.221436309814454,19.89235916137695,20.177657508850096,20.01377555847168,20.88110246658325,23.376422891616823
1999-05-17,49.92360912218624,C,20.740711212158203,20.487113189697265,19.9617977142334,20.213885879516603,20.037049598693848,20.82296136856079,23.359021711349488
1999-05-18,48.677603880889215,C,20.136903762817383,20.366351699829103,20.028216743469237,20.179167079925538,20.051850776672364,20.7545955657959,23.339644184112547
1999-05-19,48.081221986549934,C,20.408618927001957,20.372389984130862,20.12784595489502,20.13690118789673,20.064879875183106,20.695824966430663,23.318348112106325
1999-05-20,48.092287269947455,C,20.740711212158203,20.450883865356445,20.269740676879884,20.118787002563476,20.07434185028076,20.640076179504394,23.301095876693726
1999-05-21,48.41546254829603,C,20.740711212158203,20.55353126525879,20.38748378753662,20.12331619262695,20.075997352600098,20.584327392578125,23.285482177734377
1999-05-24,47.88478313280701,C,20.710521697998047,20.547493362426756,20.517303276062012,20.121806716918947,20.08425506591797,20.533360404968263,23.26509979248047
1999-05-25,49.271933042469755,C,21.46527862548828,20.813168334960938,20.58976001739502,20.179168224334717,20.10940948486328,20.48306318283081,23.24595895767212
1999-05-26,49.882046947270375,C,20.98224258422852,20.92789306640625,20.650141525268555,20.219925975799562,20.129707565307616,20.43045768737793,23.225594530105592
1999-05-27,49.73470170909534,C,20.77088928222656,20.93392868041992,20.692406272888185,20.265211200714113,20.136770515441896,20.379341793060302,23.2047691822052
1999-05-28,50.505592638958056,C,21.37470817565918,21.060728073120117,20.807129669189454,20.349744415283205,20.157111129760743,20.342070827484132,23.187409801483156
1999-05-31,51.5937189659822,C,21.37470817565918,21.193565368652344,20.87052936553955,20.416163539886476,20.175049476623535,20.337828521728515,23.169305629730225
1999-06-01,51.61294831872747,C,20.952043533325195,21.090918350219727,20.952043342590333,20.490130043029787,20.19654510498047,20.33176158905029,23.14774748802185
1999-06-02,52.31884564689593,C,21.163360595703125,21.12714195251465,21.02751750946045,20.577681732177734,20.211457481384276,20.324505081176756,23.128288650512694
1999-06-03,53.773234960356454,C,21.46527862548828,21.266019821166992,21.09997425079346,20.68485746383667,20.242617263793946,20.31846607208252,23.110488367080688
1999-06-04,54.44845345964921,C,21.73698616027832,21.33847541809082,21.19960174560547,20.793542766571044,20.283414726257323,20.319047660827636,23.093897657394407
1999-06-07,54.93958219195667,C,21.676610946655277,21.39885597229004,21.29621067047119,20.906756973266603,20.31159469604492,20.319025497436524,23.08221866607666
1999-06-08,54.85199493915925,C,21.284122467041016,21.465271759033204,21.278095054626466,20.933927536010742,20.33372646331787,20.319282093048095,23.063810577392577
1999-06-09,54.380511137476,C,20.831279754638672,21.39885559082031,21.26299877166748,20.956570148468018,20.35941246032715,20.31801290512085,23.048202810287474
1999-06-10,53.804157842338014,C,21.193567276000977,21.34451332092285,21.30526657104492,20.99883642196655,20.382735748291015,20.318264751434327,23.035151329040527
1999-06-11,52.762530179303305,C,21.07280158996582,21.211676406860352,21.275075912475586,21.041102790832518,20.40364372253418,20.316107864379884,23.026709623336792
