Date,GRADE,GPS,TSLA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-06-29,,,1.5926669836044312,,,,,,
2010-06-30,,,1.5886670351028442,,,,,,
2010-07-01,,,1.4639999866485596,,,,,,
2010-07-02,,,1.2799999713897705,,,,,,
2010-07-05,,,1.2799999713897705,1.4410667896270752,,,,,
2010-07-06,,,1.0740000009536743,1.3373333930969238,,,,,
2010-07-07,,,1.053333044052124,1.2302665948867797,,,,,
2010-07-08,,,1.1640000343322754,1.170266604423523,,,,,
2010-07-09,,,1.159999966621399,1.1462666034698485,,,,,
2010-07-12,,,1.136667013168335,1.1176000118255616,1.2793334007263184,,,,
2010-07-13,,,1.2093329429626465,1.144666600227356,1.24099999666214,,,,
2010-07-14,,,1.3226670026779177,1.1985333919525147,1.2143999934196472,,,,
2010-07-15,,,1.3259999752044678,1.230933380126953,1.200599992275238,,,,
2010-07-16,,,1.3760000467300415,1.2741333961486816,1.2101999998092652,,,,
2010-07-19,,,1.4606670141220093,1.3389333963394165,1.228266704082489,,,,
2010-07-20,,,1.3533329963684082,1.367733407020569,1.2562000036239624,,,,
2010-07-21,,,1.3480000495910645,1.3728000164031982,1.2856667041778564,,,,
2010-07-22,,,1.399999976158142,1.387600016593933,1.309266698360443,,,,
2010-07-23,,,1.4193329811096191,1.3962666034698485,1.3351999998092652,,,,
2010-07-26,,,1.3966670036315918,1.3834666013717651,1.3611999988555907,1.3202666997909547,,,
2010-07-27,,,1.3700000047683716,1.3868000030517578,1.3772667050361633,1.3091333508491516,,,
2010-07-28,,,1.3813329935073853,1.393466591835022,1.38313330411911,1.2987666487693788,,,
2010-07-29,,,1.3566670417785645,1.3848000049591065,1.3862000107765198,1.2934000015258789,,,
2010-07-30,,,1.329332947731018,1.3667999982833863,1.3815333008766175,1.2958666503429412,,,
2010-08-02,,,1.3946670293807983,1.3664000034332275,1.3749333024024963,1.3016000032424926,,,
2010-08-03,,,1.463333010673523,1.385066604614258,1.3859333038330077,1.3210666537284852,,,
2010-08-04,,,1.4173330068588257,1.392266607284546,1.392866599559784,1.33926665186882,,,
2010-08-05,,,1.363332986831665,1.393599796295166,1.3891999006271363,1.3492332994937897,,,
2010-08-06,,,1.305999994277954,1.3889332056045531,1.3778666019439698,1.3565333008766174,,,
2010-08-09,,,1.3066669702529907,1.3713331937789917,1.3688665986061097,1.3650332987308502,,,
2010-08-10,,,1.2686669826507568,1.3323999881744384,1.3587332963943481,1.3680000007152557,,,
2010-08-11,,,1.1933330297470093,1.2875999927520752,1.3399333000183105,1.3615333020687104,,,
2010-08-12,,,1.1733330488204956,1.2496000051498413,1.3215999007225037,1.3538999557495117,,,
2010-08-13,,,1.2213330268859863,1.2326666116714478,1.3107999086380004,1.3461666047573089,,,
2010-08-16,,,1.2519999742507937,1.2217332124710083,1.296533203125,1.3357332527637482,,,
2010-08-17,,,1.2766669988632202,1.223333215713501,1.2778666019439697,1.3318999528884887,,,
2010-08-18,,,1.2513329982757568,1.2349332094192504,1.2612666010856628,1.3270666003227234,,,
2010-08-19,,,1.25266695022583,1.2507999897003175,1.2501999974250793,1.3196999490261079,,,
2010-08-20,,,1.273332953453064,1.2611999750137328,1.2469332933425903,1.31239994764328,,,
2010-08-23,,,1.3420000076293943,1.279199981689453,1.2504665970802307,1.30966659784317,,,
2010-08-24,,,1.2799999713897705,1.2798665761947632,1.2515998959541321,1.30516659617424,,,
2010-08-25,,,1.3266669511795044,1.2949333667755127,1.2649332880973816,1.302433294057846,,,
2010-08-26,,,1.3166669607162476,1.3077333688735961,1.2792666792869567,1.3004332900047302,,,
2010-08-27,,,1.3133330345153809,1.3157333850860595,1.2884666800498963,1.2996332943439484,,,
2010-08-30,,,1.324666976928711,1.3122667789459228,1.295733380317688,1.296133291721344,,,
2010-08-31,,,1.2986669540405271,1.3160001754760742,1.2979333758354188,1.2878999888896943,,,
2010-09-01,,,1.363332986831665,1.3233333826065063,1.3091333746910094,1.2851999878883362,,,
2010-09-02,,,1.4040000438690186,1.3407999992370605,1.3242666840553283,1.287233340740204,,,
2010-09-03,,,1.4033329486846924,1.358799982070923,1.3372666835784912,1.2920999884605409,,,
2010-09-06,,,1.4033329486846924,1.3745331764221191,1.343399977684021,1.2969332873821258,1.3206533145904542,,
2010-09-07,,,1.369333028793335,1.3886663913726807,1.3523332834243775,1.3019665896892547,1.3161866354942322,,
2010-09-08,,,1.3933329582214355,1.3946663856506347,1.3589998841285706,1.3119665861129761,1.312279953956604,,
2010-09-09,,,1.380666971206665,1.389999771118164,1.3653998851776123,1.3223332822322846,1.3106132936477661,,
2010-09-10,,,1.3446669578552246,1.3782665729522705,1.3685332775115966,1.3284999787807465,1.3119066333770752,,
2010-09-13,,,1.3813329935073853,1.373866581916809,1.374199879169464,1.334966629743576,1.3139332938194275,,
2010-09-14,,,1.4079999923706057,1.3815999746322631,1.385133183002472,1.3415332794189454,1.3206132936477661,,
2010-09-15,,,1.4653329849243164,1.3959999799728393,1.395333182811737,1.3522332787513733,1.32885329246521,,
2010-09-16,,,1.3960000276565552,1.3990665912628173,1.3945331811904906,1.3593999326229096,1.3334932923316956,,
2010-09-17,,,1.348667025566101,1.3998666048049926,1.3890665888786315,1.3631666362285615,1.3372666335105896,,
2010-09-20,,,1.4040000438690186,1.4044000148773192,1.3891332983970641,1.3662666380405426,1.3426132941246032,,
2010-09-21,,,1.3846670389175415,1.3997334241867065,1.390666699409485,1.3714999914169312,1.3461199760437013,,
2010-09-22,,,1.324666976928711,1.3716002225875854,1.3838001012802124,1.3713999927043914,1.346159975528717,,
2010-09-23,,,1.3040000200271606,1.3532002210617065,1.3761334061622619,1.3707666456699372,1.3457199764251708,,
2010-09-24,,,1.340000033378601,1.3514668226242066,1.3756667137145997,1.3720999956130981,1.3449999761581422,,
2010-09-27,,,1.3686670064926147,1.3444002151489258,1.3744001150131226,1.3742999970912932,1.3431599760055541,,
2010-09-28,,,1.4266669750213623,1.35280020236969,1.3762668132781983,1.3806999981403352,1.3446266555786133,,
2010-09-29,,,1.4653329849243164,1.380933403968811,1.3762668132781983,1.3857999980449676,1.3469733142852782,,
2010-09-30,,,1.3606669902801514,1.3922667980194092,1.372733509540558,1.3836333453655243,1.3461866545677186,,
2010-10-01,,,1.373332977294922,1.3989333868026734,1.37520010471344,1.3821333467960357,1.3452666544914245,,
2010-10-04,,,1.3993330001831057,1.4050665855407716,1.3747334003448486,1.3819333493709565,1.3453199744224549,,
2010-10-05,,,1.4079999923706057,1.4013331890106202,1.377066695690155,1.38386669754982,1.3460799741744995,,
2010-10-06,,,1.3639999628067017,1.3810665845870973,1.380999994277954,1.3824000477790832,1.3457333135604859,,
2010-10-07,,,1.3619999885559082,1.3813331842422487,1.3867999911308289,1.3814666986465454,1.3458399724960328,,
2010-10-08,,,1.3619999885559082,1.3790665864944458,1.3889999866485596,1.3823333501815795,1.3464933133125305,,
2010-10-11,,,1.3493330478668213,1.369066596031189,1.3870665907859803,1.3807333528995513,1.345586633682251,,
2010-10-12,,,1.3493330478668213,1.357333207130432,1.3793331980705261,1.3778000056743622,1.3433066344261169,,
2010-10-13,,,1.369333028793335,1.3583998203277587,1.369733202457428,1.373000007867813,1.3423466348648072,,
2010-10-14,,,1.3833329677581787,1.362666416168213,1.3719998002052307,1.3723666548728943,1.3427466344833374,,
2010-10-15,,,1.369333028793335,1.3641330242156982,1.371599805355072,1.373399955034256,1.344013295173645,,
2010-10-18,,,1.348667025566101,1.3639998197555543,1.3665332078933716,1.37063330411911,1.3448532962799071,,
2010-10-19,,,1.3366669416427612,1.3614665985107421,1.3593999028205872,1.3682332992553712,1.3462132954597472,,
2010-10-20,,,1.376667022705078,1.3629333972930908,1.360666608810425,1.3708333015441894,1.3498799753189088,,
2010-10-21,,,1.3833329677581787,1.3629333972930908,1.3627999067306518,1.3747999489307403,1.3540799736976623,,
2010-10-22,,,1.3813329935073853,1.3653333902359008,1.3647332072257996,1.3768665969371796,1.3572799730300904,,
2010-10-25,,,1.3899999856948853,1.3735999822616578,1.368799901008606,1.377933245897293,1.360039973258972,,
2010-10-26,,,1.4240000247955322,1.391066598892212,1.376266598701477,1.3777998983860016,1.3629866337776184,,
2010-10-27,,,1.399999976158142,1.3957331895828247,1.3793332934379579,1.3745332479476928,1.365959973335266,,
2010-10-28,,,1.4126670360565186,1.4016000032424927,1.3822667002677917,1.3771332502365112,1.36915997505188,,
2010-10-29,,,1.4559999704360962,1.416533398628235,1.3909333944320679,1.38126659989357,1.3728133153915405,,
2010-11-01,,,1.4273329973220823,1.4240000009536744,1.398799991607666,1.3826665997505188,1.3745199751853943,,
2010-11-02,,,1.4166669845581057,1.422533392906189,1.4067999958992004,1.3830999493598939,1.377253315448761,,
2010-11-03,,,1.4513330459594729,1.432800006866455,1.4142665982246398,1.3874666035175323,1.3797466373443603,,
2010-11-04,,,1.659999966621399,1.4822665929794312,1.4419332981109618,1.4023666024208068,1.3866132974624634,,
2010-11-05,,,1.6293330192565918,1.5169332027435303,1.4667333006858825,1.4157332539558412,1.3929332971572876,,
2010-11-08,,,1.6653330326080322,1.5645332098007203,1.4942666053771974,1.4315332531929017,1.399746618270874,,
2010-11-09,,,1.6419999599456787,1.609599804878235,1.516066598892212,1.4461665987968444,1.406613278388977,,
2010-11-10,,,1.957332968711853,1.710799789428711,1.571799898147583,1.4755665957927704,1.4184932780265809,,
2010-11-11,,,1.869333028793335,1.7526664018630982,1.6174664974212647,1.499866598844528,1.4277999377250672,,
2010-11-12,,,1.9893330335617063,1.824666404724121,1.6707998037338256,1.5308665990829469,1.4395199394226075,,
2010-11-15,,,2.053333044052124,1.9022664070129394,1.7333998084068298,1.566099900007248,1.452519941329956,1.386586627960205,
2010-11-16,,,1.9780000448226929,1.9694664239883424,1.7895331144332887,1.5981665551662445,1.4646932816505431,1.3904399585723877,
2010-11-17,,,1.965999960899353,1.9711998224258422,1.8409998059272765,1.6276332020759583,1.4761466217041015,1.3942132878303528,
2010-11-18,,,1.9926669597625728,1.99586660861969,1.874266505241394,1.658099901676178,1.4883866214752197,1.3994999575614928,
2010-11-19,,,2.065999984741211,2.0111999988555906,1.917933201789856,1.6923332512378693,1.5028132820129394,1.4073599576950073,
